smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1370922223.02,3259389.65497,-1370922223.02,-1368617486.49,-1373226959.55,-1372996485.89,-1368847960.14,2.0,10623620922900.0,0.20000028554,0.00399998003781,1.73877090418e-14,0.1,127,0.199998716352
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1376225128.99,29805991.457,-1376225128.99,-1355149110.31,-1397301147.67,-1395193545.8,-1357256712.18,2.0,888397126733000.0,0.20000028554,0.00199999001891,0.0,0.1,204,0.0999993581762
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1441938460.37,10551260.3068,-1441938460.37,-1434477592.66,-1449399328.08,-1448653241.31,-1435223679.43,2.0,111329094061000.0,0.20000028554,0.00399998003781,0.0,0.2,194,0.0999993581762
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1443873741.29,80842490.4417,-1443873741.29,-1386709468.1,-1501038014.49,-1495321587.17,-1392425895.42,2.0,6535508260810000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,165,0.199998716352
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1447267058.51,4232155.14964,-1447267058.51,-1444274472.91,-1450259644.12,-1449960385.56,-1444573731.47,2.0,17911137210600.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,98,0.199998716352
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1485670446.93,2792612.98819,-1485670446.93,-1483695771.35,-1487645122.52,-1487447654.96,-1483893238.91,2.0,7798687301830.0,0.100000184761,0.00100002752061,1.73877090418e-14,0.1,31,0.100002567295
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1514404541.75,1698201.61871,-1514404541.75,-1513203731.87,-1515605351.63,-1515485270.64,-1513323812.85,2.0,2883888737790.0,0.20000028554,0.00399998003781,0.0,0.2,203,0.0999993581762
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1516618778.32,14080723.3371,-1516618778.32,-1506662203.37,-1526575353.28,-1525579695.78,-1507657860.86,2.0,198266769697000.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,136,0.199998716352
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1540618552.74,4460446.03195,-1540618552.74,-1537464541.1,-1543772564.38,-1543457163.21,-1537779942.27,2.0,19895578803900.0,0.200000369523,0.00399998171745,1.73877090418e-14,0.1,97,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1611498915.21,46072674.7285,-1611498915.21,-1578920614.48,-1644077215.94,-1640819385.87,-1582178444.56,2.0,2122691356640000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,164,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1625690440.35,17903065.6621,-1625690440.35,-1613031061.22,-1638349819.49,-1637083881.57,-1614296999.13,2.0,320519760102000.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,135,0.199998716352
720.0,-581.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1669428782.66,4231902.58042,-1669428782.66,-1666436375.65,-1672421189.67,-1672121948.97,-1666735616.35,2.0,17908999450100.0,0.100000184761,0.00400004589995,1.73877090418e-14,0.2,68,0.200001925471
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1716898288.76,42267899.6264,-1716898288.76,-1687010370.3,-1746786207.21,-1743797415.36,-1689999162.15,2.0,1786575338830000.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,173,0.199998716352
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1724941810.48,18117913.9316,-1724941810.48,-1712130510.68,-1737753110.28,-1736471980.3,-1713411640.66,2.0,328258805233000.0,0.20000028554,0.00399998003781,1.73877090418e-14,0.1,163,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1729170628.49,23804504.9878,-1729170628.49,-1712338301.59,-1746002955.39,-1744319722.7,-1714021534.28,2.0,566654457716000.0,0.20000028554,0.00399998003781,0.0,0.2,202,0.0999993581762
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1747211929.09,8061360.88629,-1747211929.09,-1741511686.14,-1752912172.04,-1752342147.74,-1742081710.44,2.0,64985539339000.0,0.100000184761,0.00200002294997,1.73877090418e-14,0.1,67,0.200001925471
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1775894459.22,66721943.3245,-1775894459.22,-1728714920.64,-1823073997.79,-1818356043.94,-1733432874.5,2.0,4451817721000000.0,0.20000028554,0.00399998003781,0.0,0.2,201,0.0999993581762
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1785224711.51,2717230.8008,-1785224711.51,-1783303339.18,-1787146083.83,-1786953946.6,-1783495476.42,2.0,7383343224830.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,134,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1809867301.33,4909532.03633,-1809867301.33,-1806395737.93,-1813338864.72,-1812991708.39,-1806742894.27,2.0,24103504815800.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,172,0.199998716352
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1872784815.7,26062575.6273,-1872784815.7,-1854355791.74,-1891213839.66,-1889370937.26,-1856198694.13,2.0,679257848327000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,105,0.199998716352
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1907529690.14,7800596.065,-1907529690.14,-1902013835.77,-1913045544.52,-1912493959.08,-1902565421.21,2.0,60849298969300.0,0.200000369523,0.00399998171745,1.73877090418e-14,0.1,133,0.199998716352
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1925073954.81,46793646.5562,-1925073954.81,-1891985850.01,-1958162059.6,-1954853249.12,-1895294660.49,2.0,2189645358020000.0,0.200000369523,0.00199999085873,0.0,0.1,210,0.0999993581762
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1932174145.19,33558064.7371,-1932174145.19,-1908445010.05,-1955903280.33,-1953530366.82,-1910817923.57,2.0,1126143708900000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,104,0.199998716352
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1994244509.64,4096356.61326,-1994244509.64,-1991347948.11,-1997141071.18,-1996851415.03,-1991637604.26,2.0,16780137503000.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,171,0.199998716352
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2018875576.88,9127190.62644,-2018875576.88,-2012421678.5,-2025329475.27,-2024684085.43,-2013067068.34,2.0,83305608731500.0,0.20000028554,0.00399998003781,0.0,0.2,200,0.0999993581762
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2031727256.35,31858730.4838,-2031727256.35,-2009199731.98,-2054254780.71,-2052002028.28,-2011452484.42,2.0,1014978708040000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,142,0.199998716352
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2047978460.05,15076600.8511,-2047978460.05,-2037317693.35,-2058639226.75,-2057573150.08,-2038383770.02,2.0,227303893225000.0,0.100000184761,0.00199999085873,1.73877090418e-14,0.1,103,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2086206013.38,27773222.7654,-2086206013.38,-2066567379.23,-2105844647.54,-2103880784.12,-2068531242.64,2.0,771351902778000.0,0.200000369523,0.00399998171745,0.0,0.2,209,0.0999993581762
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2111200946.14,33863877.5205,-2111200946.14,-2087255568.71,-2135146323.58,-2132751785.83,-2089650106.46,2.0,1146762200720000.0,0.0999993449373,0.000999987031177,0.0,0.1,186,0.0999993581762
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2145079899.6,94784451.8371,-2145079899.6,-2078057170.95,-2212102628.24,-2205400355.38,-2084759443.82,2.0,8984092310060000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,141,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2156276797.85,37247199.2749,-2156276797.85,-2129939050.67,-2182614545.04,-2179980770.32,-2132572825.38,2.0,1387353853820000.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,170,0.199998716352
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2164542773.29,28198617.6024,-2164542773.29,-2144603339.56,-2184482207.01,-2182488263.64,-2146597282.93,2.0,795162034684000.0,0.20000028554,0.00199999001891,0.0,0.1,199,0.0999993581762
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2224041292.49,4083060.55006,-2224041292.49,-2221154132.69,-2226928452.3,-2226639736.32,-2221442848.67,2.0,16671383455400.0,0.200000369523,0.00399998171745,1.73877090418e-14,0.1,169,0.199998716352
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2229613261.32,30767433.1131,-2229613261.32,-2207857400.73,-2251369121.92,-2249193535.86,-2210032986.79,2.0,946634940367000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,179,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2265855711.71,47275109.3068,-2265855711.71,-2232427161.33,-2299284262.08,-2295941407.04,-2235770016.37,2.0,2234935959970000.0,0.200000369523,0.00399998171745,0.0,0.2,208,0.0999993581762
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2320282102.9,32842121.3014,-2320282102.9,-2297059216.21,-2343504989.58,-2341182700.91,-2299381504.88,2.0,1078604931580000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,140,0.199998716352
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2344545532.22,194476.636609,-2344545532.22,-2344408016.47,-2344683047.97,-2344669296.39,-2344421768.04,2.0,37821162186.6,0.200000369523,0.00399998171745,0.0,0.2,207,0.0999993581762
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2418114964.78,1440944.63933,-2418114964.78,-2417096063.05,-2419133866.5,-2419031976.33,-2417197953.22,2.0,2076321453600.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,178,0.199998716352
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2429939213.69,13181928.9609,-2429939213.69,-2420618182.34,-2439260245.05,-2438328141.92,-2421550285.47,2.0,173763251130000.0,0.100000184761,0.000999995429363,0.0,0.1,216,0.0999993581762
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2435853154.86,523183.032769,-2435853154.86,-2435483208.58,-2436223101.13,-2436186106.5,-2435520203.21,2.0,273720485778.0,0.100000184761,0.00199999085873,1.73877090418e-14,0.1,139,0.199998716352
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2464005366.72,8235288.41252,-2464005366.72,-2458182138.44,-2469828595.0,-2469246272.17,-2458764461.27,2.0,67819975237300.0,0.200000369523,0.00399998171745,0.0,0.2,206,0.0999993581762
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2521162584.52,17782922.7265,-2521162584.52,-2508588159.27,-2533737009.77,-2532479567.24,-2509845601.79,2.0,316232340696000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,177,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2619513011.03,47496778.6529,-2619513011.03,-2585927716.76,-2653098305.3,-2649739775.87,-2589286246.19,2.0,2255943982400000.0,0.100000184761,0.00199999085873,0.0,0.2,215,0.0999993581762
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2668894154.72,80101679.0955,-2668894154.72,-2612253714.25,-2725534595.2,-2719870551.15,-2617917758.3,2.0,6416278993920000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,176,0.199998716352
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2677797520.34,39062653.589,-2677797520.34,-2650176053.09,-2705418987.58,-2702656840.86,-2652938199.82,2.0,1525890905410000.0,0.200000369523,0.00199999085873,0.0,0.1,205,0.0999993581762
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2747799033.9,81871436.1387,-2747799033.9,-2689907186.22,-2805690881.58,-2799901696.81,-2695696370.99,2.0,6702932055410000.0,0.100000184761,0.00199999085873,0.0,0.2,214,0.0999993581762
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2793557457.87,3312608.29574,-2793557457.87,-2791215090.08,-2795899825.65,-2795665588.88,-2791449326.85,2.0,10973373721000.0,0.100000184761,0.00199999085873,1.73877090418e-14,0.1,175,0.199998716352
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2898881357.62,3046870.63804,-2898881357.62,-2896726894.73,-2901035820.51,-2900820374.22,-2896942341.02,2.0,9283420684920.0,0.100000184761,0.00199999085873,0.0,0.2,213,0.0999993581762
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3083083975.42,53199727.488,-3083083975.42,-3045466087.36,-3120701863.49,-3116940074.68,-3049227876.17,2.0,2830211004790000.0,0.100000184761,0.00199999085873,0.0,0.2,212,0.0999993581762
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3257984460.65,24800455.6239,-3257984460.65,-3240447890.31,-3275521031.0,-3273767373.97,-3242201547.34,2.0,615062599155000.0,0.100000184761,0.000999995429363,0.0,0.1,211,0.0999993581762
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-52609727168800.0,18951469.374,-52609727168800.0,-52609713768100.0,-52609740569500.0,-52609739229500.0,-52609715108200.0,2.0,359158191434000.0,0.100000184761,0.00400004589995,1.73877090418e-14,0.2,69,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-52611261882800.0,13497362.3382,-52611261882800.0,-52611252338800.0,-52611271426900.0,-52611270472500.0,-52611253293200.0,2.0,182178790090000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,106,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-52612814882800.0,16969286.0727,-52612814882800.0,-52612802883700.0,-52612826881900.0,-52612825682000.0,-52612804083600.0,2.0,287956669817000.0,0.100000184761,0.00399998171745,1.73877090418e-14,0.2,143,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-52614356213600.0,43510826.1899,-52614356213600.0,-52614325446800.0,-52614386980400.0,-52614383903700.0,-52614328523500.0,2.0,1893191995730000.0,0.100000184761,0.00199999085873,0.0,0.1,180,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-52615070169400.0,4204894.87415,-52615070169400.0,-52615067196100.0,-52615073142700.0,-52615072845400.0,-52615067493400.0,2.0,17681140902600.0,0.100000184761,0.00200005504122,1.73877090418e-14,0.2,32,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-85074864273600.0,6015515.22705,-85074864273600.0,-85074860020000.0,-85074868527200.0,-85074868101900.0,-85074860445400.0,2.0,36186423446800.0,0.200000369523,0.0080000917999,1.73877090418e-14,0.2,63,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-85076436903700.0,17256508.7537,-85076436903700.0,-85076424701500.0,-85076449105900.0,-85076447885700.0,-85076425921700.0,2.0,297787094368000.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,100,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-85077971979800.0,208751.876117,-85077971979800.0,-85077971832200.0,-85077972127400.0,-85077972112600.0,-85077971846900.0,2.0,43577345782.2,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,137,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-85079497656100.0,26989332.7442,-85079497656100.0,-85079478571700.0,-85079516740400.0,-85079514832000.0,-85079480480200.0,2.0,728424081977000.0,0.200000369523,0.00399998171745,0.0,0.1,174,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-85080227743300.0,2678188.93139,-85080227743300.0,-85080225849600.0,-85080229637100.0,-85080229447700.0,-85080226039000.0,2.0,7172695952240.0,0.200000369523,0.00400011008245,1.73877090418e-14,0.2,26,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-117540042853000.0,35010165.1824,-117540042853000.0,-117540018097000.0,-117540067609000.0,-117540065134000.0,-117540020573000.0,2.0,1225711666100000.0,0.20000028554,0.00800008844057,1.73877090418e-14,0.2,57,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-117541616606000.0,51420439.9735,-117541616606000.0,-117541580247000.0,-117541652966000.0,-117541649330000.0,-117541583883000.0,2.0,2644061647070000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,94,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-117543102241000.0,25123174.9983,-117543102241000.0,-117543084476000.0,-117543120006000.0,-117543118229000.0,-117543086253000.0,2.0,631173921996000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,131,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-117544677207000.0,30793470.1213,-117544677207000.0,-117544655433000.0,-117544698981000.0,-117544696804000.0,-117544657610000.0,2.0,948237802114000.0,0.20000028554,0.00399998003781,0.0,0.1,168,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-117545377765000.0,7345795.07086,-117545377765000.0,-117545372571000.0,-117545382959000.0,-117545382440000.0,-117545373090000.0,2.0,53960705223100.0,0.20000028554,0.00400010840276,1.73877090418e-14,0.2,20,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-150005168873000.0,7262311.00592,-150005168873000.0,-150005163738000.0,-150005174009000.0,-150005173495000.0,-150005164252000.0,2.0,52741161146800.0,0.20000028554,0.00800008844057,1.73877090418e-14,0.2,51,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-150006729543000.0,300366.718862,-150006729543000.0,-150006729330000.0,-150006729755000.0,-150006729734000.0,-150006729352000.0,2.0,90220165799.9,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,88,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-150008250352000.0,46297856.9801,-150008250352000.0,-150008217615000.0,-150008283090000.0,-150008279816000.0,-150008220888000.0,2.0,2143491560950000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,125,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-150009786398000.0,52275900.1218,-150009786398000.0,-150009749434000.0,-150009823363000.0,-150009819666000.0,-150009753130000.0,2.0,2732769733540000.0,0.20000028554,0.00399998003781,0.0,0.1,162,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-150010503134000.0,2621220.04493,-150010503134000.0,-150010501280000.0,-150010504987000.0,-150010504802000.0,-150010501466000.0,2.0,6870794523930.0,0.20000028554,0.00400010840276,1.73877090418e-14,0.2,14,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-182470307118000.0,15708379.5747,-182470307118000.0,-182470296010000.0,-182470318225000.0,-182470317114000.0,-182470297121000.0,2.0,246753188864000.0,0.199999529699,0.00800005820662,1.73877090418e-14,0.2,45,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-182471858834000.0,12411928.3047,-182471858834000.0,-182471850058000.0,-182471867611000.0,-182471866733000.0,-182471850935000.0,2.0,154055964242000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,82,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-182473440857000.0,64061424.3831,-182473440857000.0,-182473395559000.0,-182473486156000.0,-182473481626000.0,-182473400089000.0,2.0,4103866093990000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,119,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-182474890747000.0,34462704.6503,-182474890747000.0,-182474866378000.0,-182474915115000.0,-182474912678000.0,-182474868815000.0,2.0,1187678011810000.0,0.199999529699,0.00399996492108,0.0,0.1,156,0.199998716352
