smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157098046745000.0,9191688.29649,-157098046745000.0,-157098040246000.0,-157098053245000.0,-157098052595000.0,-157098040896000.0,2.0,84487133739800.0,0.125226860254,5.2351036610599995e-14,124,0.25,0.00391335189026,0.125000399509
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157625848766000.0,4627304.58847,-157625848766000.0,-157625845494000.0,-157625852038000.0,-157625851711000.0,-157625845822000.0,2.0,21411947754500.0,0.250453720508,5.2351036610599995e-14,106,0.125018050542,0.00391391699522,0.125000399509
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157940182240000.0,8355036.48149,-157940182240000.0,-157940176332000.0,-157940188148000.0,-157940187557000.0,-157940176923000.0,2.0,69806634607100.0,0.249546279492,5.2351036610599995e-14,112,0.25,0.00779834615812,0.125000399509
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172449161906000.0,522640.056577,-172449161906000.0,-172449161536000.0,-172449162276000.0,-172449162239000.0,-172449161573000.0,2.0,273152628738.0,0.249546279492,5.2351036610599995e-14,93,0.249963898917,0.0155944525465,0.250000998773
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172827062568000.0,11619243.5497,-172827062568000.0,-172827054352000.0,-172827070784000.0,-172827069962000.0,-172827055173000.0,2.0,135006820667000.0,0.125226860254,5.2351036610599995e-14,99,0.25,0.00782671003417,0.250000998773
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173354884359000.0,9549684.30641,-173354884359000.0,-173354877607000.0,-173354891112000.0,-173354890437000.0,-173354878282000.0,2.0,91196470352000.0,0.250453720508,5.2351036610599995e-14,81,0.125018050542,0.00782784024501,0.250000998773
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173669233358000.0,135849.509481,-173669233358000.0,-173669233262000.0,-173669233454000.0,-173669233445000.0,-173669233272000.0,2.0,18455089226.3,0.249546279492,5.2351036610599995e-14,87,0.25,0.0155967047782,0.250000998773
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188178241567000.0,17699445.7227,-188178241567000.0,-188178229051000.0,-188178254082000.0,-188178252830000.0,-188178230303000.0,2.0,313270378890000.0,0.249546279492,5.2351036610599995e-14,68,0.249963898917,0.0155944525465,0.250000998773
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188556156662000.0,22354038.7551,-188556156662000.0,-188556140856000.0,-188556172469000.0,-188556170888000.0,-188556142436000.0,2.0,499703048664000.0,0.125226860254,5.2351036610599995e-14,74,0.25,0.00782671003417,0.250000998773
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189083953261000.0,4095977.54831,-189083953261000.0,-189083950364000.0,-189083956157000.0,-189083955867000.0,-189083950654000.0,2.0,16777032076300.0,0.250453720508,5.2351036610599995e-14,56,0.125018050542,0.00782784024501,0.250000998773
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189398308512000.0,25825942.7292,-189398308512000.0,-189398290251000.0,-189398326774000.0,-189398324948000.0,-189398292077000.0,2.0,666979317854000.0,0.249546279492,5.2351036610599995e-14,62,0.25,0.0155967047782,0.250000998773
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203907298727000.0,40509673.0255,-203907298727000.0,-203907270082000.0,-203907327371000.0,-203907324507000.0,-203907272947000.0,2.0,1641033608640000.0,0.249546279492,5.2351036610599995e-14,43,0.249963898917,0.0155943279445,0.249999001227
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204285200802000.0,33271361.3784,-204285200802000.0,-204285177276000.0,-204285224329000.0,-204285221976000.0,-204285179629000.0,2.0,1106983487970000.0,0.125226860254,5.2351036610599995e-14,49,0.25,0.00782664749759,0.249999001227
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204813001485000.0,9740486.4868,-204813001485000.0,-204812994597000.0,-204813008372000.0,-204813007684000.0,-204812995286000.0,2.0,94877076999600.0,0.250453720508,5.2351036610599995e-14,31,0.125018050542,0.00782777769939,0.249999001227
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-205127377978000.0,12653643.1898,-205127377978000.0,-205127369030000.0,-205127386925000.0,-205127386030000.0,-205127369925000.0,2.0,160114685976000.0,0.249546279492,5.2351036610599995e-14,37,0.25,0.0155965801582,0.249999001227
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636102164000.0,12401417.6707,-219636102164000.0,-219636093395000.0,-219636110933000.0,-219636110056000.0,-219636094272000.0,2.0,153795160242000.0,0.249546279492,5.2351036610599995e-14,18,0.249963898917,0.00779710790134,0.124998601718
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014003502000.0,16525198.3262,-220014003502000.0,-220013991817000.0,-220014015187000.0,-220014014018000.0,-220013992985000.0,2.0,273082179719000.0,0.125226860254,5.2351036610599995e-14,24,0.25,0.00391329560733,0.124998601718
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220541818250000.0,301459.662878,-220541818250000.0,-220541818037000.0,-220541818463000.0,-220541818442000.0,-220541818058000.0,2.0,90877928342.3,0.250453720508,5.2351036610599995e-14,6,0.125018050542,0.00391386070417,0.124998601718
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856167022000.0,2271450.25014,-220856167022000.0,-220856165416000.0,-220856168628000.0,-220856168467000.0,-220856165576000.0,2.0,5159486238850.0,0.249546279492,5.2351036610599995e-14,12,0.25,0.00779823400012,0.124998601718
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376866465965000.0,49495260.334,-376866465965000.0,-376866430967000.0,-376866500964000.0,-376866497464000.0,-376866434467000.0,2.0,2449780795530000.0,0.249546279492,5.2351036610599995e-14,117,0.25,0.00779834615812,0.125000399509
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377244356659000.0,9482669.1451,-377244356659000.0,-377244349954000.0,-377244363364000.0,-377244362694000.0,-377244350624000.0,2.0,89921014115500.0,0.125226860254,5.2351036610599995e-14,123,0.249963898917,0.00391278678529,0.125000399509
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-378150103488000.0,28046133.4609,-378150103488000.0,-378150083656000.0,-378150123319000.0,-378150121336000.0,-378150085639000.0,2.0,786585602105000.0,0.249546279492,5.2351036610599995e-14,111,0.125018050542,0.00389973613654,0.125000399509
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392595472217000.0,2695770.66642,-392595472217000.0,-392595470311000.0,-392595474124000.0,-392595473933000.0,-392595470502000.0,2.0,7267179485940.0,0.249546279492,5.2351036610599995e-14,92,0.25,0.0155967047782,0.250000998773
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392973453494000.0,25839421.3556,-392973453494000.0,-392973435223000.0,-392973471765000.0,-392973469938000.0,-392973437050000.0,2.0,667675695994000.0,0.125226860254,5.2351036610599995e-14,98,0.249963898917,0.00782557982334,0.250000998773
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393879127154000.0,4328043.27638,-393879127154000.0,-393879124094000.0,-393879130215000.0,-393879129909000.0,-393879124400000.0,2.0,18731958602300.0,0.249546279492,5.2351036610599995e-14,86,0.125018050542,0.00779947850499,0.250000998773
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408324544402000.0,3983309.62867,-408324544402000.0,-408324541585000.0,-408324547219000.0,-408324546937000.0,-408324541867000.0,2.0,15866755597900.0,0.249546279492,5.2351036610599995e-14,67,0.25,0.0155967047782,0.250000998773
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408702526526000.0,63813967.3269,-408702526526000.0,-408702481403000.0,-408702571649000.0,-408702567137000.0,-408702485915000.0,2.0,4072222426000000.0,0.125226860254,5.2351036610599995e-14,73,0.249963898917,0.00782557982334,0.250000998773
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-409608211509000.0,105897.858347,-409608211509000.0,-409608211434000.0,-409608211584000.0,-409608211577000.0,-409608211442000.0,2.0,11214356402.4,0.249546279492,5.2351036610599995e-14,61,0.125018050542,0.00779947850499,0.250000998773
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424053633562000.0,4250001.53613,-424053633562000.0,-424053630557000.0,-424053636567000.0,-424053636267000.0,-424053630857000.0,2.0,18062513057100.0,0.249546279492,5.2351036610599995e-14,42,0.25,0.0155965801582,0.249999001227
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424431542839000.0,32068129.2993,-424431542839000.0,-424431520163000.0,-424431565514000.0,-424431563247000.0,-424431522431000.0,2.0,1028364916760000.0,0.125226860254,5.2351036610599995e-14,48,0.249963898917,0.00782551729578,0.249999001227
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425337254123000.0,4988094.13421,-425337254123000.0,-425337250595000.0,-425337257650000.0,-425337257297000.0,-425337250948000.0,2.0,24881083091800.0,0.249546279492,5.2351036610599995e-14,36,0.125018050542,0.00779941618599,0.249999001227
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782428280000.0,32737449.2222,-439782428280000.0,-439782405132000.0,-439782451429000.0,-439782449114000.0,-439782407446000.0,2.0,1071740581570000.0,0.249546279492,5.2351036610599995e-14,17,0.25,0.00779823400012,0.124998601718
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160346409000.0,17503401.5608,-440160346409000.0,-440160334033000.0,-440160358786000.0,-440160357548000.0,-440160335270000.0,2.0,306369066200000.0,0.125226860254,5.2351036610599995e-14,23,0.249963898917,0.00391273051049,0.124998601718
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441066083367000.0,15860459.8586,-441066083367000.0,-441066072152000.0,-441066094582000.0,-441066093460000.0,-441066073273000.0,2.0,251554186926000.0,0.249546279492,5.2351036610599995e-14,11,0.125018050542,0.00389968004944,0.124998601718
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597076371997000.0,14531246.9395,-597076371997000.0,-597076361722000.0,-597076382272000.0,-597076381245000.0,-597076362750000.0,2.0,211157137616000.0,0.249546279492,5.2351036610599995e-14,116,0.125018050542,0.00389973613654,0.125000399509
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597390686740000.0,30751020.9434,-597390686740000.0,-597390664996000.0,-597390708485000.0,-597390706310000.0,-597390667171000.0,2.0,945625289062000.0,0.125226860254,5.2351036610599995e-14,122,0.25,0.00391335189026,0.125000399509
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-612805402713000.0,14725146.4906,-612805402713000.0,-612805392300000.0,-612805413125000.0,-612805412084000.0,-612805393342000.0,2.0,216829939171000.0,0.249546279492,5.2351036610599995e-14,91,0.125018050542,0.00779947850499,0.250000998773
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-613119706604000.0,6198549.83945,-613119706604000.0,-613119702221000.0,-613119710987000.0,-613119710549000.0,-613119702659000.0,2.0,38422020112200.0,0.125226860254,5.2351036610599995e-14,97,0.25,0.00782671003417,0.250000998773
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628534456050000.0,13676120.17,-628534456050000.0,-628534446380000.0,-628534465721000.0,-628534464754000.0,-628534447347000.0,2.0,187036262903000.0,0.249546279492,5.2351036610599995e-14,66,0.125018050542,0.00779947850499,0.250000998773
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628848837574000.0,15354553.5503,-628848837574000.0,-628848826717000.0,-628848848431000.0,-628848847346000.0,-628848827802000.0,2.0,235762314729000.0,0.125226860254,5.2351036610599995e-14,72,0.25,0.00782671003417,0.250000998773
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644263514266000.0,23026079.3818,-644263514266000.0,-644263497984000.0,-644263530548000.0,-644263528920000.0,-644263499613000.0,2.0,530200331696000.0,0.249546279492,5.2351036610599995e-14,41,0.125018050542,0.00779941618599,0.249999001227
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644577892032000.0,2798279.62713,-644577892032000.0,-644577890053000.0,-644577894010000.0,-644577893813000.0,-644577890251000.0,2.0,7830368871610.0,0.125226860254,5.2351036610599995e-14,47,0.25,0.00782664749759,0.249999001227
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992328350000.0,15785183.7897,-659992328350000.0,-659992317189000.0,-659992339512000.0,-659992338396000.0,-659992318305000.0,2.0,249172027276000.0,0.249546279492,5.2351036610599995e-14,16,0.125018050542,0.00389968004944,0.124998601718
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660306677802000.0,2798106.1208,-660306677802000.0,-660306675824000.0,-660306679781000.0,-660306679583000.0,-660306676021000.0,2.0,7829397863280.0,0.125226860254,5.2351036610599995e-14,22,0.25,0.00391329560733,0.124998601718
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-817600640051000.0,1059102.85748,-817600640051000.0,-817600639303000.0,-817600640800000.0,-817600640725000.0,-817600639377000.0,2.0,1121698862730.0,0.125226860254,5.2351036610599995e-14,121,0.125018050542,0.00195695849761,0.125000399509
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-833329653943000.0,39003334.3213,-833329653943000.0,-833329626364000.0,-833329681523000.0,-833329678765000.0,-833329629122000.0,2.0,1521260088180000.0,0.125226860254,5.2351036610599995e-14,96,0.125018050542,0.0039139201225,0.250000998773
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849058700608000.0,901791.30927,-849058700608000.0,-849058699970000.0,-849058701246000.0,-849058701182000.0,-849058700034000.0,2.0,813227565475.0,0.125226860254,5.2351036610599995e-14,71,0.125018050542,0.0039139201225,0.250000998773
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864787764023000.0,20416737.6259,-864787764023000.0,-864787749586000.0,-864787778460000.0,-864787777016000.0,-864787751030000.0,2.0,416843175286000.0,0.125226860254,5.2351036610599995e-14,46,0.125018050542,0.0039138888497,0.249999001227
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880516577517000.0,12138315.7443,-880516577517000.0,-880516568934000.0,-880516586100000.0,-880516585242000.0,-880516569792000.0,2.0,147338709109000.0,0.125226860254,5.2351036610599995e-14,21,0.125018050542,0.00195693035208,0.124998601718
