smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-142503784.985,1163094.30561,-142503784.985,-141681353.114,-143326216.856,-143243973.669,-141763596.301,2.0,1352788363740.0,0.125226860254,5.2351036610599995e-14,76,0.125018050542,0.0039139201225,0.250000998773
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-164980512.39,9833811.68404,-164980512.39,-158026957.464,-171934067.317,-171238711.824,-158722312.956,2.0,96703852237200.0,0.125226860254,5.2351036610599995e-14,25,0.125018050542,0.00195693035208,0.124998601718
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-164987791.958,7161514.25989,-164987791.958,-159923836.661,-170051747.254,-169545351.725,-160430232.191,2.0,51287286494700.0,0.249546279492,5.2351036610599995e-14,14,0.25,0.00779823400012,0.124998601718
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-168257595.696,20103743.7849,-168257595.696,-154042102.138,-182473089.253,-181051539.898,-155463651.494,2.0,404160514169000.0,0.250453720508,5.2351036610599995e-14,33,0.249963898917,0.0156510345916,0.249999001227
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-207140185.957,20749427.5311,-207140185.957,-192468125.044,-221812246.87,-220345040.779,-193935331.135,2.0,430538742869000.0,0.125226860254,5.2351036610599995e-14,52,0.25,0.00782671003417,0.250000998773
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-258987831.448,11110043.943,-258987831.448,-251131844.036,-266843818.859,-266058220.118,-251917442.777,2.0,123433076415000.0,0.249546279492,5.2351036610599995e-14,44,0.25,0.0155965801582,0.249999001227
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-285773425.267,27153635.7806,-285773425.267,-266572905.272,-304973945.261,-303053893.262,-268492957.272,2.0,737319936105000.0,0.125226860254,5.2351036610599995e-14,28,0.249963898917,0.00782551729578,0.249999001227
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-323028889.023,3811611.1715,-323028889.023,-320333672.917,-325724105.13,-325454583.519,-320603194.527,2.0,14528379722700.0,0.250453720508,5.2351036610599995e-14,9,0.25,0.00782659121466,0.124998601718
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-325998894.974,1639607.88202,-325998894.974,-324839517.122,-327158272.826,-327042335.041,-324955454.907,2.0,2688314006780.0,0.249546279492,5.2351036610599995e-14,63,0.249963898917,0.0155944525465,0.250000998773
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-381018594.582,23948343.4699,-381018594.582,-364084558.516,-397952630.648,-396259227.041,-365777962.123,2.0,573523154955000.0,0.249546279492,5.2351036610599995e-14,39,0.25,0.0155965801582,0.249999001227
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382895078.156,16275987.9061,-382895078.156,-371386216.737,-394403939.575,-393253053.433,-372537102.879,2.0,264907782320000.0,0.250453720508,5.2351036610599995e-14,82,0.25,0.0156534200683,0.250000998773
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-395881349.208,89099461.3431,-395881349.208,-332878515.892,-458884182.524,-452583899.192,-339178799.224,2.0,7938714011630000.0,0.249546279492,5.2351036610599995e-14,20,0.125018050542,0.00389968004944,0.124998601718
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-405907131.503,3163006.41773,-405907131.503,-403670548.216,-408143714.79,-407920056.462,-403894206.545,2.0,10004609598600.0,0.125226860254,5.2351036610599995e-14,101,0.125018050542,0.00195695849761,0.125000399509
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408462859.739,6676988.07995,-408462859.739,-403741516.189,-413184203.288,-412712068.933,-404213650.544,2.0,44582169819700.0,0.250453720508,5.2351036610599995e-14,58,0.249963898917,0.0156511596467,0.250000998773
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-464473949.904,25703474.1302,-464473949.904,-446298849.047,-482649050.762,-480831540.676,-448116359.133,2.0,660668582360000.0,0.125226860254,5.2351036610599995e-14,50,0.125018050542,0.0039138888497,0.249999001227
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-465073574.182,17165334.7636,-465073574.182,-452935849.569,-477211298.794,-475997526.333,-454149622.03,2.0,294648717546000.0,0.125226860254,5.2351036610599995e-14,77,0.25,0.00782671003417,0.250000998773
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-502692325.44,14173936.363,-502692325.44,-492669838.922,-512714811.959,-511712563.307,-493672087.574,2.0,200900472022000.0,0.250453720508,5.2351036610599995e-14,34,0.25,0.0156532949952,0.249999001227
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-506371953.295,5797096.82756,-506371953.295,-502272786.817,-510471119.773,-510061203.125,-502682703.465,2.0,33606331628100.0,0.249546279492,5.2351036610599995e-14,69,0.25,0.0155967047782,0.250000998773
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-509937332.947,21664101.6623,-509937332.947,-494618499.753,-525256166.14,-523724282.821,-496150383.072,2.0,469333300834000.0,0.125226860254,5.2351036610599995e-14,4,0.25,0.00391329560733,0.124998601718
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-542613644.356,67890711.4231,-542613644.356,-494607661.929,-590619626.783,-585819028.54,-499408260.172,2.0,4609148697540000.0,0.249546279492,5.2351036610599995e-14,15,0.125018050542,0.00389968004944,0.124998601718
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-544910596.258,1743616.28452,-544910596.258,-543677673.359,-546143519.156,-546020226.866,-543800965.649,2.0,3040197747640.0,0.125226860254,5.2351036610599995e-14,53,0.249963898917,0.00782557982334,0.250000998773
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-573598969.76,4185180.81441,-573598969.76,-570639600.025,-576558339.494,-576262402.521,-570935536.999,2.0,17515738449300.0,0.249546279492,5.2351036610599995e-14,88,0.249963898917,0.0155944525465,0.250000998773
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-576975117.474,19639801.0436,-576975117.474,-563087680.975,-590862553.973,-589473810.323,-564476424.625,2.0,385721785034000.0,0.249546279492,5.2351036610599995e-14,45,0.125018050542,0.00779941618599,0.249999001227
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-614272216.52,2551707.11486,-614272216.52,-612467887.115,-616076545.924,-615896112.984,-612648320.056,2.0,6511209200040.0,0.249546279492,5.2351036610599995e-14,64,0.25,0.0155967047782,0.250000998773
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-626152519.305,879025.716548,-626152519.305,-625530954.26,-626774084.35,-626711927.846,-625593110.765,2.0,772686210352.0,0.125226860254,5.2351036610599995e-14,29,0.25,0.00782664749759,0.249999001227
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-633073697.73,1918727.31294,-633073697.73,-631716952.635,-634430442.824,-634294768.314,-631852627.145,2.0,3681514501400.0,0.250453720508,5.2351036610599995e-14,107,0.25,0.00782670378051,0.125000399509
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-688263954.95,10517524.0254,-688263954.95,-680826942.391,-695700967.51,-694957266.254,-681570643.647,2.0,110618311625000.0,0.250453720508,5.2351036610599995e-14,10,0.125018050542,0.00391386070417,0.124998601718
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-692287732.004,27135094.0545,-692287732.004,-673100322.989,-711475141.018,-709556400.116,-675019063.891,2.0,736313329349000.0,0.250453720508,5.2351036610599995e-14,83,0.249963898917,0.0156511596467,0.250000998773
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-712133795.028,23044351.8732,-712133795.028,-695838977.55,-728428612.505,-726799130.758,-697468459.298,2.0,531042153254000.0,0.249546279492,5.2351036610599995e-14,40,0.125018050542,0.00779941618599,0.249999001227
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-714766408.345,5970623.07375,-714766408.345,-710544540.281,-718988276.408,-718566089.602,-710966727.088,2.0,35648339888800.0,0.125226860254,5.2351036610599995e-14,102,0.25,0.00391335189026,0.125000399509
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-727235718.391,54664980.3323,-727235718.391,-688581740.105,-765889696.678,-762024298.849,-692447137.934,2.0,2988260074730000.0,0.125226860254,5.2351036610599995e-14,75,0.125018050542,0.0039139201225,0.250000998773
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-759188534.552,19071006.4969,-759188534.552,-745703296.534,-772673772.57,-771325248.768,-747051820.336,2.0,363703288807000.0,0.250453720508,5.2351036610599995e-14,59,0.25,0.0156534200683,0.250000998773
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-780053518.31,7306605.31278,-780053518.31,-774886968.146,-785220068.474,-784703413.458,-775403623.162,2.0,53386481196700.0,0.249546279492,5.2351036610599995e-14,94,0.25,0.0155967047782,0.250000998773
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-792096593.744,7367817.01575,-792096593.744,-786886760.37,-797306427.118,-796785443.781,-787407743.707,2.0,54284727577600.0,0.125226860254,5.2351036610599995e-14,78,0.249963898917,0.00782557982334,0.250000998773
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-839452423.111,29032302.0744,-839452423.111,-818923485.441,-859981360.781,-857928467.014,-820976379.208,2.0,842874563742000.0,0.249546279492,5.2351036610599995e-14,70,0.125018050542,0.00779947850499,0.250000998773
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-840618993.937,11563161.0264,-840618993.937,-832442604.363,-848795383.511,-847977744.553,-833260243.321,2.0,133706692921000.0,0.249546279492,5.2351036610599995e-14,113,0.249963898917,0.00779722004315,0.125000399509
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-850127923.983,18926160.7818,-850127923.983,-836745107.352,-863510740.614,-862172458.951,-838083389.015,2.0,358199561940000.0,0.125226860254,5.2351036610599995e-14,5,0.125018050542,0.00195693035208,0.124998601718
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-850892746.418,11260360.7187,-850892746.418,-842930468.995,-858855023.841,-858058796.098,-843726696.737,2.0,126795723514000.0,0.250453720508,5.2351036610599995e-14,35,0.125018050542,0.00782777769939,0.249999001227
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880073506.051,1944650.14023,-880073506.051,-878698430.75,-881448581.352,-881311073.822,-878835938.28,2.0,3781664167900.0,0.249546279492,5.2351036610599995e-14,89,0.25,0.0155967047782,0.250000998773
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-920688307.771,10428144.8329,-920688307.771,-913314495.844,-928062119.697,-927324738.505,-914051877.037,2.0,108746204657000.0,0.125226860254,5.2351036610599995e-14,54,0.25,0.00782671003417,0.250000998773
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-948208407.575,15319240.2318,-948208407.575,-937376068.924,-959040746.225,-957957512.36,-938459302.789,2.0,234679121281000.0,0.250453720508,5.2351036610599995e-14,108,0.249963898917,0.00782557357058,0.125000399509
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-953732189.83,9198923.25197,-953732189.83,-947227568.819,-960236810.841,-959586348.74,-947878030.92,2.0,84620188995600.0,0.125226860254,5.2351036610599995e-14,100,0.125018050542,0.0039139201225,0.250000998773
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-975933802.049,6050807.26563,-975933802.049,-971655235.2,-980212368.898,-979784512.213,-972083091.885,2.0,36612268565800.0,0.249546279492,5.2351036610599995e-14,65,0.125018050542,0.00779947850499,0.250000998773
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1000056662.11,36470.2768048,-1000056662.11,-1000030873.73,-1000082450.49,-1000079871.65,-1000033452.57,2.0,1330081090.22,0.125226860254,5.2351036610599995e-14,30,0.125018050542,0.0039138888497,0.249999001227
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1045639234.42,6315720.76546,-1045639234.42,-1041173345.44,-1050105123.41,-1049658534.51,-1041619934.34,2.0,39888328787300.0,0.249546279492,5.2351036610599995e-14,119,0.25,0.00779834615812,0.125000399509
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1053774156.8,28830390.5218,-1053774156.8,-1033387992.16,-1074160321.44,-1072121704.98,-1035426608.62,2.0,831191417642000.0,0.250453720508,5.2351036610599995e-14,84,0.25,0.0156534200683,0.250000998773
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1085345573.37,6590466.1737,-1085345573.37,-1080685410.05,-1090005736.7,-1089539720.36,-1081151426.38,2.0,43434244386700.0,0.125226860254,5.2351036610599995e-14,103,0.249963898917,0.00391278678529,0.125000399509
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1111442970.16,38065010.0683,-1111442970.16,-1084526943.41,-1138358996.9,-1135667394.23,-1087218546.09,2.0,1448944991500000.0,0.249546279492,5.2351036610599995e-14,95,0.125018050542,0.00779947850499,0.250000998773
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1159284515.82,3244165.86226,-1159284515.82,-1156990544.14,-1161578487.5,-1161349090.33,-1157219941.3,2.0,10524612141900.0,0.250453720508,5.2351036610599995e-14,60,0.125018050542,0.00782784024501,0.250000998773
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1169160269.73,2052356.36555,-1169160269.73,-1167709034.62,-1170611504.83,-1170466381.32,-1167854158.13,2.0,4212166651230.0,0.249546279492,5.2351036610599995e-14,114,0.25,0.00779834615812,0.125000399509
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1196519017.7,1478461.24805,-1196519017.7,-1195473587.73,-1197564447.68,-1197459904.68,-1195578130.73,2.0,2185847661990.0,0.125226860254,5.2351036610599995e-14,79,0.25,0.00782671003417,0.250000998773
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1241682849.33,4182400.61232,-1241682849.33,-1238725445.49,-1244640253.16,-1244344512.78,-1239021185.88,2.0,17492474882000.0,0.249546279492,5.2351036610599995e-14,90,0.125018050542,0.00779947850499,0.250000998773
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1259629859.12,59573715.6321,-1259629859.12,-1217504880.81,-1301754837.42,-1297542339.59,-1221717378.64,2.0,3549027594210000.0,0.125226860254,5.2351036610599995e-14,125,0.125018050542,0.00195695849761,0.125000399509
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1279866100.88,8695953.71154,-1279866100.88,-1273717133.04,-1286015068.71,-1285400171.93,-1274332029.82,2.0,75619610953300.0,0.125226860254,5.2351036610599995e-14,55,0.125018050542,0.0039139201225,0.250000998773
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1314748576.55,20005037.7667,-1314748576.55,-1300602878.69,-1328894274.42,-1327479704.63,-1302017448.48,2.0,400201536047000.0,0.250453720508,5.2351036610599995e-14,109,0.25,0.00782670378051,0.125000399509
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1359289454.17,6403512.8732,-1359289454.17,-1354761486.79,-1363817421.54,-1363364624.8,-1355214283.53,2.0,41004977117200.0,0.249546279492,5.2351036610599995e-14,120,0.125018050542,0.00389973613654,0.125000399509
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1424900022.13,29256740.175,-1424900022.13,-1404212382.76,-1445587661.5,-1443518897.57,-1406281146.7,2.0,855956845665000.0,0.250453720508,5.2351036610599995e-14,85,0.125018050542,0.00782784024501,0.250000998773
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1435236756.63,13602405.5905,-1435236756.63,-1425618403.4,-1444855109.87,-1443893274.54,-1426580238.72,2.0,185025437848000.0,0.125226860254,5.2351036610599995e-14,104,0.25,0.00391335189026,0.125000399509
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1520430144.17,11419216.0978,-1520430144.17,-1512355539.03,-1528504749.31,-1527697288.79,-1513162999.55,2.0,130398496289000.0,0.249546279492,5.2351036610599995e-14,115,0.125018050542,0.00389973613654,0.125000399509
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1584961481.65,11395056.6667,-1584961481.65,-1576903959.81,-1593019003.49,-1592213251.31,-1577709712.0,2.0,129847316438000.0,0.125226860254,5.2351036610599995e-14,80,0.125018050542,0.0039139201225,0.250000998773
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1681627866.07,1243942.32974,-1681627866.07,-1680748266.02,-1682507466.13,-1682419506.13,-1680836226.02,2.0,1547392519720.0,0.250453720508,5.2351036610599995e-14,110,0.125018050542,0.00391391699522,0.125000399509
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1848225001.3,12160584.0492,-1848225001.3,-1839626169.85,-1856823832.74,-1855963949.6,-1840486053.0,2.0,147879804417000.0,0.125226860254,5.2351036610599995e-14,105,0.125018050542,0.00195695849761,0.125000399509
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-17567880063.6,491613.595757,-17567880063.6,-17567532440.3,-17568227686.9,-17568192924.5,-17567567202.6,2.0,241683927533.0,0.125226860254,5.2351036610599995e-14,1,0.125018050542,0.00195693035208,0.124998601718
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-331923764202.0,5731871.38145,-331923764202.0,-331919711157.0,-331927817247.0,-331927411942.0,-331920116461.0,2.0,32854349533500.0,0.250453720508,5.2351036610599995e-14,7,0.25,0.00782659121466,0.124998601718
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-709848844556.0,9070821.89667,-709848844556.0,-709842430517.0,-709855258596.0,-709854617192.0,-709843071921.0,2.0,82279809881100.0,0.249546279492,5.2351036610599995e-14,13,0.249963898917,0.00779710790134,0.124998601718
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-156720129240000.0,23065622.627,-156720129240000.0,-156720112930000.0,-156720145550000.0,-156720143919000.0,-156720114561000.0,2.0,532022947173000.0,0.249546279492,5.2351036610599995e-14,118,0.249963898917,0.00779722004315,0.125000399509
