smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1841331895.01,1281105.91091,-1841331895.01,-1840426016.34,-1842237773.69,-1842147185.82,-1840516604.21,2.0,1641232354970.0,0.142857142857,1.07010398565e-12,222,0.00291362434441,0.142861580758,0.142763157895
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1841883583.64,968150.793407,-1841883583.64,-1841198997.64,-1842568169.63,-1842499711.03,-1841267456.24,2.0,937315958775.0,0.142857142857,1.07010398565e-12,197,0.00145815485623,0.142861580758,0.0714473684211
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1847224825.15,497874.523129,-1847224825.15,-1846872774.7,-1847576875.6,-1847541670.56,-1846907979.75,2.0,247879040781.0,0.142857142857,1.07010398565e-12,5,0.0007288792554,0.0714113745622,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1854906028.52,779374.946694,-1854906028.52,-1854354927.21,-1855457129.83,-1855402019.7,-1854410037.34,2.0,607425307534.0,0.142857142857,1.07010398565e-12,111,0.00291595300158,0.142844106523,0.142894736842
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1856410619.75,592086.677825,-1856410619.75,-1855991951.24,-1856829288.25,-1856787421.4,-1856033818.09,2.0,350566634058.0,0.142857142857,1.07010398565e-12,47,0.0014577585108,0.0714113745622,0.142894736842
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1859807517.89,437728.579234,-1859807517.89,-1859497997.04,-1860117038.74,-1860086086.65,-1859528949.13,2.0,191606309078.0,0.142857142857,1.07010398565e-12,286,0.00291366394246,0.14286352234,0.142763157895
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1860265182.71,716010.075452,-1860265182.71,-1859758887.13,-1860771478.29,-1860720848.73,-1859809516.69,2.0,512670428148.0,0.142857142857,1.07010398565e-12,261,0.00145817467351,0.14286352234,0.0714473684211
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1864538739.58,1432736.74887,-1864538739.58,-1863525641.7,-1865551837.45,-1865450527.66,-1863626951.49,2.0,2052734591560.0,0.142857142857,1.07010398565e-12,86,0.00291595300158,0.142844106523,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1871910287.26,176498.513074,-1871910287.26,-1871785483.97,-1872035090.56,-1872022610.23,-1871797964.3,2.0,31151725117.2,0.0714285714286,0.0,64,0.0003644396277,0.0714113745622,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1872225446.71,578591.20134,-1872225446.71,-1871816320.95,-1872634572.47,-1872593659.9,-1871857233.52,2.0,334767778268.0,0.142857142857,1.07010398565e-12,175,0.00291634934701,0.14286352234,0.142894736842
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1880469842.54,245819.816349,-1880469842.54,-1880296021.68,-1880643663.4,-1880626281.31,-1880313403.76,2.0,60427382110.0,0.142857142857,1.07010398565e-12,150,0.00291634934701,0.14286352234,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1887287423.37,36982.075484,-1887287423.37,-1887261273.1,-1887313573.65,-1887310958.62,-1887263888.13,2.0,1367673907.1,0.0714285714286,0.0,128,0.000728988250394,0.142844106523,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1889551833.97,285539.523446,-1889551833.97,-1889349927.04,-1889753740.91,-1889733550.21,-1889370117.73,2.0,81532819450.0,0.142857142857,1.07010398565e-12,239,0.00291630971247,0.142861580758,0.142894736842
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1889909162.12,510877.142196,-1889909162.12,-1889547917.43,-1890270406.81,-1890234282.34,-1889584041.9,2.0,260995454419.0,0.142857142857,1.07010398565e-12,22,0.0014577585108,0.0714113745622,0.142894736842
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1899168460.53,553616.614648,-1899168460.53,-1898776994.47,-1899559926.59,-1899520779.99,-1898816141.07,2.0,306491356014.0,0.142857142857,1.07010398565e-12,214,0.00291630971247,0.142861580758,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1903646544.48,1270096.51478,-1903646544.48,-1902748450.62,-1904544638.33,-1904454828.95,-1902838260.0,2.0,1613145156850.0,0.0714285714286,0.0,192,0.000729087336753,0.14286352234,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1907687107.05,61832.6858177,-1907687107.05,-1907643384.74,-1907730829.36,-1907726457.13,-1907647756.97,2.0,3823281035.44,0.142857142857,1.07010398565e-12,303,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1913114234.73,748561.176442,-1913114234.73,-1912584922.05,-1913643547.42,-1913590616.15,-1912637853.32,2.0,560343834877.0,0.142857142857,1.07010398565e-12,103,0.00291326796198,0.142844106523,0.142763157895
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1914037470.74,1930012.8132,-1914037470.74,-1912672745.59,-1915402195.89,-1915265723.37,-1912809218.11,2.0,3724949459100.0,0.142857142857,1.07010398565e-12,278,0.00291634934701,0.14286352234,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1922234230.14,1261292.28407,-1922234230.14,-1921342361.81,-1923126098.46,-1923036911.63,-1921431548.64,2.0,1590858225850.0,0.142857142857,1.07010398565e-12,78,0.00291595300158,0.142844106523,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1922521743.14,151636.186772,-1922521743.14,-1922414520.16,-1922628966.11,-1922618243.82,-1922425242.46,2.0,22993533138.7,0.0714285714286,0.0,256,0.000729077428117,0.142861580758,0.0714473684211
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1924191343.19,2246014.505,-1924191343.19,-1922603171.1,-1925779515.27,-1925620698.06,-1922761988.31,2.0,5044581156670.0,0.142857142857,1.07010398565e-12,39,0.00145641619173,0.0714113745622,0.142763157895
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1930059142.85,733528.643858,-1930059142.85,-1929540459.77,-1930577825.93,-1930525957.62,-1929592328.08,2.0,538064271360.0,0.142857142857,1.07010398565e-12,167,0.00291366394246,0.14286352234,0.142763157895
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1939476201.4,1942381.99451,-1939476201.4,-1938102729.92,-1940849672.88,-1940712325.73,-1938240077.07,2.0,3772847812590.0,0.142857142857,1.07010398565e-12,142,0.00291634934701,0.14286352234,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1939584056.75,444143.148287,-1939584056.75,-1939270000.11,-1939898113.38,-1939866707.72,-1939301405.78,2.0,197263136170.0,0.0714285714286,0.0,56,0.0007288792554,0.0714113745622,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1942481152.99,5246956.60285,-1942481152.99,-1938770994.39,-1946191311.58,-1945820295.72,-1939142010.25,2.0,27530553592200.0,0.0714285714286,0.0,120,0.00145797650079,0.142844106523,0.142894736842
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1945859252.57,200777.356248,-1945859252.57,-1945717281.54,-1946001223.6,-1945987026.5,-1945731478.64,2.0,40311546782.1,0.142857142857,1.07010398565e-12,231,0.00291362434441,0.142861580758,0.142763157895
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1953684421.34,639255.857298,-1953684421.34,-1953232399.19,-1954136443.49,-1954091241.27,-1953277601.4,2.0,408648051090.0,0.142857142857,1.07010398565e-12,14,0.0014577585108,0.0714113745622,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1956569418.88,1516649.26052,-1956569418.88,-1955496985.91,-1957641851.86,-1957534608.56,-1955604229.2,2.0,2300224979440.0,0.142857142857,1.07010398565e-12,206,0.00291630971247,0.142861580758,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1959261257.54,1343602.75559,-1959261257.54,-1958311186.92,-1960211328.16,-1960116321.1,-1958406193.99,2.0,1805268364820.0,0.0714285714286,0.0,184,0.00145817467351,0.14286352234,0.142894736842
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1963167448.44,1957455.74284,-1963167448.44,-1961783318.21,-1964551578.66,-1964413165.64,-1961921731.23,2.0,3831632985180.0,0.142857142857,1.07010398565e-12,295,0.00291366394246,0.14286352234,0.142763157895
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1972267763.46,1181892.95562,-1972267763.46,-1971432038.93,-1973103487.98,-1973019915.53,-1971515611.38,2.0,1396870958530.0,0.142857142857,1.07010398565e-12,95,0.00291326796198,0.142844106523,0.142763157895
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1973517928.93,248145.120519,-1973517928.93,-1973342463.83,-1973693394.03,-1973675847.52,-1973360010.34,2.0,61576000837.6,0.142857142857,1.07010398565e-12,270,0.00291634934701,0.14286352234,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1979045901.62,723194.702172,-1979045901.62,-1978534525.74,-1979557277.49,-1979506139.91,-1978585663.32,2.0,523010577250.0,0.0714285714286,0.0,248,0.00145815485623,0.142861580758,0.142894736842
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1980266363.17,5547.24999376,-1980266363.17,-1980262440.67,-1980270285.67,-1980269893.42,-1980262832.92,2.0,30771982.4933,0.142857142857,1.07010398565e-12,70,0.00145797650079,0.142844106523,0.0714473684211
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1988443637.69,2303300.16694,-1988443637.69,-1986814958.53,-1990072316.86,-1989909448.94,-1986977826.44,2.0,5305191659000.0,0.142857142857,1.07010398565e-12,31,0.00145641619173,0.0714113745622,0.142763157895
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1988930807.08,812189.428584,-1988930807.08,-1988356502.43,-1989505111.73,-1989447681.27,-1988413932.89,2.0,659651667904.0,0.142857142857,1.07010398565e-12,159,0.00291366394246,0.14286352234,0.142763157895
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1998552486.51,1267802.30089,-1998552486.51,-1997656014.91,-1999448958.11,-1999359310.95,-1997745662.07,2.0,1607322674130.0,0.142857142857,1.07010398565e-12,134,0.00145817467351,0.14286352234,0.0714473684211
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2006758846.69,538199.403484,-2006758846.69,-2006378282.25,-2007139411.14,-2007101354.7,-2006416338.69,2.0,289658597910.0,0.142857142857,1.07010398565e-12,223,0.00291362434441,0.142861580758,0.142763157895
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2007198748.06,529970.70156,-2007198748.06,-2006824002.18,-2007573493.94,-2007536019.35,-2006861476.77,2.0,280868944512.0,0.0714285714286,0.0,112,0.00145797650079,0.142844106523,0.142894736842
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2008205725.97,492034.918602,-2008205725.97,-2007857804.75,-2008553647.2,-2008518855.08,-2007892596.87,2.0,242098361124.0,0.0714285714286,0.0,48,0.0007288792554,0.0714113745622,0.142894736842
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2014710025.23,687734.111056,-2014710025.23,-2014223723.78,-2015196326.68,-2015147696.54,-2014272353.92,2.0,472978207510.0,0.142857142857,1.07010398565e-12,198,0.00145815485623,0.142861580758,0.0714473684211
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2017462990.1,957121.298736,-2017462990.1,-2016786203.13,-2018139777.06,-2018072098.36,-2016853881.83,2.0,916081180495.0,0.142857142857,1.07010398565e-12,6,0.0007288792554,0.0714113745622,0.0714473684211
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2024314607.74,1670259.10535,-2024314607.74,-2023133556.2,-2025495659.28,-2025377554.13,-2023251661.35,2.0,2789765479020.0,0.142857142857,1.07010398565e-12,287,0.00291366394246,0.14286352234,0.142763157895
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2025832997.49,588436.267616,-2025832997.49,-2025416910.22,-2026249084.77,-2026207476.04,-2025458518.95,2.0,346257241046.0,0.0714285714286,0.0,176,0.00145817467351,0.14286352234,0.142894736842
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2031284250.91,52304.0739676,-2031284250.91,-2031247266.34,-2031321235.47,-2031317537.02,-2031250964.8,2.0,2735716153.61,0.142857142857,1.07010398565e-12,262,0.00145817467351,0.14286352234,0.0714473684211
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2032299970.66,563509.189489,-2032299970.66,-2031901509.49,-2032698431.83,-2032658585.71,-2031941355.61,2.0,317542606639.0,0.142857142857,1.07010398565e-12,87,0.00291595300158,0.142844106523,0.142894736842
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2040607886.62,807784.545255,-2040607886.62,-2040036696.69,-2041179076.55,-2041121957.56,-2040093815.68,2.0,652515871553.0,0.0714285714286,0.0,240,0.00145815485623,0.142861580758,0.142894736842
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2049023167.7,195957.585683,-2049023167.7,-2048884604.77,-2049161730.64,-2049147874.35,-2048898461.06,2.0,38399375386.7,0.142857142857,1.07010398565e-12,151,0.00291634934701,0.14286352234,0.142894736842
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2054613696.83,518197.477251,-2054613696.83,-2054247275.88,-2054980117.78,-2054943475.69,-2054283917.98,2.0,268528625429.0,0.142857142857,1.07010398565e-12,23,0.0014577585108,0.0714113745622,0.142894736842
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2059029364.44,2745739.29268,-2059029364.44,-2057087833.57,-2060970895.31,-2060776742.23,-2057281986.65,2.0,7539084263360.0,0.0714285714286,0.0,304,0.00145817467351,0.14286352234,0.142894736842
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2065389464.96,1776639.14004,-2065389464.96,-2064133191.38,-2066645738.55,-2066520111.19,-2064258818.74,2.0,3156446633920.0,0.142857142857,1.07010398565e-12,215,0.00291630971247,0.142861580758,0.142894736842
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2070715356.81,1275487.82147,-2070715356.81,-2069813450.72,-2071617262.9,-2071527072.29,-2069903641.33,2.0,1626869182710.0,0.0714285714286,0.0,104,0.00145663398099,0.142844106523,0.142763157895
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2073941266.39,2297315.61061,-2073941266.39,-2072316818.95,-2075565713.84,-2075403269.09,-2072479263.69,2.0,5277659014770.0,0.0714285714286,0.0,40,0.000728208095864,0.0714113745622,0.142763157895
480.0,-318.4,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2082106302.36,1038452.00705,-2082106302.36,-2081372005.9,-2082840598.82,-2082767169.17,-2081445435.55,2.0,1078382570940.0,0.142857142857,1.07010398565e-12,279,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2087452425.55,2169428.3709,-2087452425.55,-2085918408.03,-2088986443.06,-2088833041.31,-2086071809.79,2.0,4706419456470.0,0.0714285714286,0.0,168,0.00145683197123,0.14286352234,0.142763157895
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2094542079.41,1141711.52823,-2094542079.41,-2093734767.44,-2095349391.37,-2095268660.17,-2093815498.64,2.0,1303505213700.0,0.142857142857,1.07010398565e-12,79,0.00291595300158,0.142844106523,0.142894736842
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2104295556.92,1249079.97041,-2104295556.92,-2103412324.0,-2105178789.84,-2105090466.55,-2103500647.3,2.0,1560200772490.0,0.0714285714286,0.0,232,0.0014568121722,0.142861580758,0.142763157895
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2110242595.69,916410.702302,-2110242595.69,-2109594595.47,-2110890595.91,-2110825795.89,-2109659395.49,2.0,839808575294.0,0.142857142857,1.07010398565e-12,143,0.00291634934701,0.14286352234,0.142894736842
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2118472091.83,864090.976588,-2118472091.83,-2117861087.24,-2119083096.42,-2119021995.96,-2117922187.7,2.0,746653215821.0,0.142857142857,1.07010398565e-12,15,0.0014577585108,0.0714113745622,0.142894736842
480.0,-209.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2122244970.68,2147410.5555,-2122244970.68,-2120726522.12,-2123763419.25,-2123611574.39,-2120878366.97,2.0,4611372093880.0,0.0714285714286,0.0,296,0.00145683197123,0.14286352234,0.142763157895
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2128348331.7,1022430.12577,-2128348331.7,-2127625364.43,-2129071298.98,-2128999002.25,-2127697661.16,2.0,1045363362070.0,0.142857142857,1.07010398565e-12,207,0.00291630971247,0.142861580758,0.142894736842
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2132370697.88,1181068.25024,-2132370697.88,-2131535556.51,-2133205839.25,-2133122325.11,-2131619070.65,2.0,1394922211720.0,0.0714285714286,0.0,96,0.00145663398099,0.142844106523,0.142763157895
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2139614142.44,1418355.75048,-2139614142.44,-2138611213.47,-2140617071.41,-2140516778.51,-2138711506.37,2.0,2011733034920.0,0.0714285714286,0.0,32,0.000728208095864,0.0714113745622,0.142763157895
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2144825925.9,3621110.61003,-2144825925.9,-2142265414.03,-2147386437.77,-2147130386.58,-2142521465.22,2.0,13112442050100.0,0.142857142857,1.07010398565e-12,271,0.00291634934701,0.14286352234,0.142894736842
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2150502537.5,119765.868655,-2150502537.5,-2150417850.25,-2150587224.76,-2150578756.04,-2150426318.97,2.0,14343863294.7,0.0714285714286,0.0,160,0.00145683197123,0.14286352234,0.142763157895
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2154993878.69,2459257.53884,-2154993878.69,-2153254921.0,-2156732836.37,-2156558940.6,-2153428816.77,2.0,6047947642330.0,0.142857142857,1.07010398565e-12,71,0.00145797650079,0.142844106523,0.0714473684211
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2167174847.81,946069.18483,-2167174847.81,-2166505875.88,-2167843819.75,-2167776922.56,-2166572773.07,2.0,895046902484.0,0.0714285714286,0.0,224,0.0014568121722,0.142861580758,0.142763157895
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2172629518.95,789926.431955,-2172629518.95,-2172070956.61,-2173188081.29,-2173132225.05,-2172126812.85,2.0,623983767902.0,0.142857142857,1.07010398565e-12,135,0.00145817467351,0.14286352234,0.0714473684211
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2181803698.94,1258211.26453,-2181803698.94,-2180914009.23,-2182693388.66,-2182604419.69,-2181002978.2,2.0,1583095586200.0,0.142857142857,1.07010398565e-12,7,0.0007288792554,0.0714113745622,0.0714473684211
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2185521837.39,1016968.64653,-2185521837.39,-2184802731.97,-2186240942.82,-2186169032.28,-2184874642.51,2.0,1034225228040.0,0.0714285714286,0.0,288,0.00145683197123,0.14286352234,0.142763157895
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2188139271.5,77000.7715077,-2188139271.5,-2188084823.73,-2188193719.26,-2188188274.49,-2188090268.51,2.0,5929118812.78,0.142857142857,1.07010398565e-12,199,0.00145815485623,0.142861580758,0.0714473684211
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2198609989.21,1007258.9737,-2198609989.21,-2197897749.56,-2199322228.86,-2199251004.89,-2197968973.52,2.0,1014570640100.0,0.0714285714286,0.0,88,0.00145797650079,0.142844106523,0.142894736842
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2204426028.87,14415.0737786,-2204426028.87,-2204415835.88,-2204436221.87,-2204435202.57,-2204416855.18,2.0,207794352.042,0.0714285714286,0.0,24,0.0007288792554,0.0714113745622,0.142894736842
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2205029474.9,936728.831936,-2205029474.9,-2204367107.59,-2205691842.21,-2205625605.48,-2204433344.33,2.0,877460904581.0,0.142857142857,1.07010398565e-12,263,0.00145817467351,0.14286352234,0.0714473684211
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2213631115.59,545309.768324,-2213631115.59,-2213245523.36,-2214016707.83,-2213978148.6,-2213284082.58,2.0,297362743429.0,0.0714285714286,0.0,152,0.00145817467351,0.14286352234,0.142894736842
