smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-930535199.049,11775207.2926,-930535199.049,-922208870.122,-938861527.975,-938028895.083,-923041503.015,2.0,138655506783000.0,1.8375228834e-12,0.25,0.125000979682,0.125039974416,110,0.00390752982536
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-954168077.783,2966770.71736,-954168077.783,-952070254.09,-956265901.475,-956056119.106,-952280036.46,2.0,8801728489390.0,1.8375228834e-12,0.125,0.125000979682,0.125039974416,105,0.00195376491268
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-14900921111100.0,6417655.39817,-14900921111100.0,-14900916573100.0,-14900925649000.0,-14900925195200.0,-14900917026900.0,2.0,41186300809700.0,1.8375228834e-12,0.125,0.125000979682,0.250079948833,124,0.00390752982536
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-15105742010700.0,6138994.9751,-15105742010700.0,-15105737669800.0,-15105746351700.0,-15105745917600.0,-15105738103900.0,2.0,37687259304300.0,1.8375228834e-12,0.25,0.125000979682,0.249920051167,118,0.00781006280951
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-15241608705100.0,2864317.12078,-15241608705100.0,-15241606679700.0,-15241610730500.0,-15241610528000.0,-15241606882300.0,2.0,8204312568380.0,1.8375228834e-12,0.25,0.125000979682,0.249920051167,112,0.00781006280951
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-15446446568500.0,1906607.28935,-15446446568500.0,-15446445220300.0,-15446447916600.0,-15446447781800.0,-15446445355100.0,2.0,3635151355800.0,1.8375228834e-12,0.25,0.125000979682,0.125039974416,106,0.00390752982536
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-24467694430300.0,2539040.47875,-24467694430300.0,-24467692634900.0,-24467696225600.0,-24467696046100.0,-24467692814400.0,2.0,6446726552750.0,1.8375228834e-12,0.125,0.250001603116,0.250079948833,99,0.00781504851441
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-24672547888200.0,13597483.7419,-24672547888200.0,-24672538273300.0,-24672557503100.0,-24672556541600.0,-24672539234800.0,2.0,184891564110000.0,1.8375228834e-12,0.25,0.250001603116,0.249920051167,93,0.0156201033606
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-24808397936500.0,18097404.7617,-24808397936500.0,-24808385139700.0,-24808410733300.0,-24808409453600.0,-24808386419400.0,2.0,327516059110000.0,1.8375228834e-12,0.25,0.250001603116,0.249920051167,87,0.0156201033606
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-25013229248200.0,7186369.4612,-25013229248200.0,-25013224166700.0,-25013234329700.0,-25013233821600.0,-25013224674800.0,2.0,51643906032800.0,1.8375228834e-12,0.25,0.250001603116,0.125039974416,81,0.00781504851441
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-34034444060800.0,3107605.26185,-34034444060800.0,-34034441863400.0,-34034446258200.0,-34034446038500.0,-34034442083100.0,2.0,9657210463490.0,1.8375228834e-12,0.125,0.250001603116,0.250079948833,74,0.00781504851441
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-34239286588000.0,9139305.77642,-34239286588000.0,-34239280125600.0,-34239293050500.0,-34239292404300.0,-34239280771800.0,2.0,83526910074900.0,1.8375228834e-12,0.25,0.250001603116,0.249920051167,68,0.0156201033606
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-34375156099900.0,3480119.19598,-34375156099900.0,-34375153639100.0,-34375158560700.0,-34375158314600.0,-34375153885200.0,2.0,12111229618200.0,1.8375228834e-12,0.25,0.250001603116,0.249920051167,62,0.0156201033606
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-34579986654400.0,877493.02657,-34579986654400.0,-34579986033900.0,-34579987274900.0,-34579987212800.0,-34579986095900.0,2.0,769994011678.0,1.8375228834e-12,0.25,0.250001603116,0.125039974416,56,0.00781504851441
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43601231605900.0,4031554.85039,-43601231605900.0,-43601228755200.0,-43601234456700.0,-43601234171600.0,-43601229040300.0,2.0,16253434511700.0,1.8375228834e-12,0.125,0.249998396884,0.250079948833,49,0.00781494828764
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43806077350600.0,6958122.46882,-43806077350600.0,-43806072430500.0,-43806082270800.0,-43806081778800.0,-43806072922500.0,2.0,48415468291100.0,1.8375228834e-12,0.25,0.249998396884,0.249920051167,43,0.0156199030353
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43941934360700.0,5521012.29721,-43941934360700.0,-43941930456800.0,-43941938264700.0,-43941937874300.0,-43941930847200.0,2.0,30481576786000.0,1.8375228834e-12,0.25,0.249998396884,0.249920051167,37,0.0156199030353
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-44146770534400.0,6729601.44495,-44146770534400.0,-44146765775900.0,-44146775293000.0,-44146774817100.0,-44146766251700.0,2.0,45287535607900.0,1.8375228834e-12,0.25,0.249998396884,0.125039974416,31,0.00781494828764
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53167747791100.0,26825041.1571,-53167747791100.0,-53167728823000.0,-53167766759300.0,-53167764862500.0,-53167730719800.0,2.0,719582833082000.0,1.8375228834e-12,0.125,0.124997417203,0.250079948833,24,0.00390741846228
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53372597774400.0,1810134.85228,-53372597774400.0,-53372596494400.0,-53372599054300.0,-53372598926300.0,-53372596622400.0,2.0,3276588183420.0,1.8375228834e-12,0.25,0.124997417203,0.249920051167,18,0.00780984022576
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53508453334300.0,2493118.89002,-53508453334300.0,-53508451571400.0,-53508455097200.0,-53508454920900.0,-53508451747700.0,2.0,6215641799780.0,1.8375228834e-12,0.25,0.124997417203,0.249920051167,12,0.00780984022576
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53713281713200.0,243604.346245,-53713281713200.0,-53713281541000.0,-53713281885500.0,-53713281868200.0,-53713281558200.0,2.0,59343077509.4,1.8375228834e-12,0.25,0.124997417203,0.125039974416,6,0.00390741846228
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-68840547479900.0,4757989.88721,-68840547479900.0,-68840544115500.0,-68840550844300.0,-68840550507900.0,-68840544451900.0,2.0,22638467766800.0,1.8375228834e-12,0.125,0.125000979682,0.249920051167,123,0.00390503140475
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-68976411751200.0,6130914.82172,-68976411751200.0,-68976407416000.0,-68976416086400.0,-68976415652900.0,-68976407849500.0,2.0,37588116551100.0,1.8375228834e-12,0.25,0.125000979682,0.249920051167,117,0.00781006280951
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-69181256309000.0,10596094.2878,-69181256309000.0,-69181248816400.0,-69181263801600.0,-69181263052300.0,-69181249565700.0,2.0,112277214156000.0,1.8375228834e-12,0.25,0.125000979682,0.125039974416,111,0.00390752982536
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78407346723300.0,3868005.22825,-78407346723300.0,-78407343988200.0,-78407349458400.0,-78407349184900.0,-78407344261700.0,2.0,14961464445800.0,1.8375228834e-12,0.125,0.250001603116,0.249920051167,98,0.00781005168032
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78543198520900.0,3291375.46971,-78543198520900.0,-78543196193500.0,-78543200848200.0,-78543200615500.0,-78543196426200.0,2.0,10833152482600.0,1.8375228834e-12,0.25,0.250001603116,0.249920051167,92,0.0156201033606
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78748039242400.0,5039761.27767,-78748039242400.0,-78748035678800.0,-78748042806100.0,-78748042449700.0,-78748036035100.0,2.0,25399193735900.0,1.8375228834e-12,0.25,0.250001603116,0.125039974416,86,0.00781504851441
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-87974114634000.0,8477418.73353,-87974114634000.0,-87974108639600.0,-87974120628400.0,-87974120029000.0,-87974109239000.0,2.0,71866628383600.0,1.8375228834e-12,0.125,0.250001603116,0.249920051167,73,0.00781005168032
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-88109950405800.0,1202128.21916,-88109950405800.0,-88109949555700.0,-88109951255800.0,-88109951170800.0,-88109949640700.0,2.0,1445112255310.0,1.8375228834e-12,0.25,0.250001603116,0.249920051167,67,0.0156201033606
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-88314785910200.0,2267615.07973,-88314785910200.0,-88314784306800.0,-88314787513700.0,-88314787353300.0,-88314784467100.0,2.0,5142078149830.0,1.8375228834e-12,0.25,0.250001603116,0.125039974416,61,0.00781504851441
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-97540881689400.0,13216816.8058,-97540881689400.0,-97540872343700.0,-97540891035100.0,-97540890100600.0,-97540873278300.0,2.0,174684246477000.0,1.8375228834e-12,0.125,0.249998396884,0.249920051167,48,0.00780995151764
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-97676751152300.0,13814068.527,-97676751152300.0,-97676741384200.0,-97676760920300.0,-97676759943500.0,-97676742361000.0,2.0,190828489270000.0,1.8375228834e-12,0.25,0.249998396884,0.249920051167,42,0.0156199030353
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-97881577835400.0,11285327.0447,-97881577835400.0,-97881569855500.0,-97881585815300.0,-97881585017300.0,-97881570653400.0,2.0,127358606507000.0,1.8375228834e-12,0.25,0.249998396884,0.125039974416,36,0.00781494828764
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-107107383641000.0,5321011.32051,-107107383641000.0,-107107379878000.0,-107107387403000.0,-107107387027000.0,-107107380254000.0,2.0,28313161473000.0,1.8375228834e-12,0.125,0.124997417203,0.249920051167,23,0.00390492011288
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-107243252341000.0,4457969.76116,-107243252341000.0,-107243249189000.0,-107243255494000.0,-107243255179000.0,-107243249504000.0,2.0,19873494391400.0,1.8375228834e-12,0.25,0.124997417203,0.249920051167,17,0.00780984022576
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-107448084623000.0,2139752.58441,-107448084623000.0,-107448083110000.0,-107448086136000.0,-107448085985000.0,-107448083261000.0,2.0,4578541122500.0,1.8375228834e-12,0.25,0.124997417203,0.125039974416,11,0.00390741846228
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-122711231946000.0,6732375.67344,-122711231946000.0,-122711227185000.0,-122711236706000.0,-122711236230000.0,-122711227661000.0,2.0,45324882208400.0,1.8375228834e-12,0.125,0.125000979682,0.249920051167,122,0.00390503140475
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-122916054170000.0,15186033.1884,-122916054170000.0,-122916043432000.0,-122916064908000.0,-122916063834000.0,-122916044506000.0,2.0,230615604001000.0,1.8375228834e-12,0.25,0.125000979682,0.125039974416,116,0.00390752982536
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-132278005708000.0,10944686.794,-132278005708000.0,-132277997969000.0,-132278013447000.0,-132278012673000.0,-132277998743000.0,2.0,119786169019000.0,1.8375228834e-12,0.125,0.250001603116,0.249920051167,97,0.00781005168032
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-132482835568000.0,4796723.20794,-132482835568000.0,-132482832176000.0,-132482838960000.0,-132482838621000.0,-132482832515000.0,2.0,23008553533600.0,1.8375228834e-12,0.25,0.250001603116,0.125039974416,91,0.00781504851441
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-141844745044000.0,4426051.92228,-141844745044000.0,-141844741914000.0,-141844748173000.0,-141844747860000.0,-141844742227000.0,2.0,19589935618700.0,1.8375228834e-12,0.125,0.250001603116,0.249920051167,72,0.00781005168032
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-142049593053000.0,319141.354077,-142049593053000.0,-142049592827000.0,-142049593279000.0,-142049593256000.0,-142049592850000.0,2.0,101851203882.0,1.8375228834e-12,0.25,0.250001603116,0.125039974416,66,0.00781504851441
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-151411540174000.0,2645329.02741,-151411540174000.0,-151411538304000.0,-151411542045000.0,-151411541858000.0,-151411538491000.0,2.0,6997765663250.0,1.8375228834e-12,0.125,0.249998396884,0.249920051167,47,0.00780995151764
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-151616386472000.0,8598901.41316,-151616386472000.0,-151616380392000.0,-151616392552000.0,-151616391944000.0,-151616381000000.0,2.0,73941105513200.0,1.8375228834e-12,0.25,0.249998396884,0.125039974416,41,0.00781494828764
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-160978071151000.0,6377968.131,-160978071151000.0,-160978066641000.0,-160978075661000.0,-160978075210000.0,-160978067092000.0,2.0,40678477480100.0,1.8375228834e-12,0.125,0.124997417203,0.249920051167,22,0.00390492011288
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-161182899643000.0,7367356.73431,-161182899643000.0,-161182894434000.0,-161182904853000.0,-161182904332000.0,-161182894954000.0,2.0,54277945250600.0,1.8375228834e-12,0.25,0.124997417203,0.125039974416,16,0.00390741846228
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1403527.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-176650868623000.0,16825203.4041,-176650868623000.0,-176650856726000.0,-176650880520000.0,-176650879330000.0,-176650857916000.0,2.0,283087469589000.0,1.8375228834e-12,0.125,0.125000979682,0.125039974416,121,0.00195376491268
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,1052645.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-186217647121000.0,1079282.88952,-186217647121000.0,-186217646357000.0,-186217647884000.0,-186217647807000.0,-186217646434000.0,2.0,1164851555620.0,1.8375228834e-12,0.125,0.250001603116,0.125039974416,96,0.0039075242572
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-195784403385000.0,8639698.38084,-195784403385000.0,-195784397275000.0,-195784409494000.0,-195784408883000.0,-195784397886000.0,2.0,74644388111900.0,1.8375228834e-12,0.125,0.250001603116,0.125039974416,71,0.0039075242572
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205351188603000.0,566687.30687,-205351188603000.0,-205351188202000.0,-205351189004000.0,-205351188964000.0,-205351188242000.0,2.0,321134503767.0,1.8375228834e-12,0.125,0.249998396884,0.125039974416,46,0.00390747414382
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-214917704603000.0,19345917.1473,-214917704603000.0,-214917690924000.0,-214917718283000.0,-214917716915000.0,-214917692292000.0,2.0,374264510270000.0,1.8375228834e-12,0.125,0.124997417203,0.125039974416,21,0.00195370923114
