smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-meoh_capacity,PointProbability
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157098180404000.0,1013367.14668,-157098180404000.0,-157098179688000.0,-157098181121000.0,-157098181049000.0,-157098179759000.0,2.0,1026912973970.0,0.125226860254,0.00391335189026,0.125000399509,124,0.25,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157625626435000.0,4064778.62711,-157625626435000.0,-157625623561000.0,-157625629310000.0,-157625629022000.0,-157625623849000.0,2.0,16522425287400.0,0.250453720508,0.00391391699522,0.125000399509,106,0.125018050542,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157940088856000.0,11946371.7191,-157940088856000.0,-157940080408000.0,-157940097303000.0,-157940096458000.0,-157940081253000.0,2.0,142715797250000.0,0.249546279492,0.00779834615812,0.125000399509,112,0.25,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172449178565000.0,1643308.4255,-172449178565000.0,-172449177403000.0,-172449179727000.0,-172449179611000.0,-172449177519000.0,2.0,2700462581310.0,0.249546279492,0.0155944525465,0.250000998773,93,0.249963898917,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172827210483000.0,23500106.9078,-172827210483000.0,-172827193866000.0,-172827227100000.0,-172827225439000.0,-172827195528000.0,2.0,552255024679000.0,0.125226860254,0.00782671003417,0.250000998773,99,0.25,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173354686976000.0,10278404.4693,-173354686976000.0,-173354679708000.0,-173354694244000.0,-173354693517000.0,-173354680435000.0,2.0,105645598434000.0,0.250453720508,0.00782784024501,0.250000998773,81,0.125018050542,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173669144935000.0,4807080.10153,-173669144935000.0,-173669141536000.0,-173669148334000.0,-173669147994000.0,-173669141876000.0,2.0,23108019102500.0,0.249546279492,0.0155967047782,0.250000998773,87,0.25,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188178259233000.0,6699352.3836,-188178259233000.0,-188178254496000.0,-188178263970000.0,-188178263497000.0,-188178254970000.0,2.0,44881322359600.0,0.249546279492,0.0155944525465,0.250000998773,68,0.249963898917,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188556279699000.0,4086667.228,-188556279699000.0,-188556276810000.0,-188556282589000.0,-188556282300000.0,-188556277099000.0,2.0,16700849032400.0,0.125226860254,0.00782671003417,0.250000998773,74,0.25,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189083744607000.0,2821872.92989,-189083744607000.0,-189083742612000.0,-189083746603000.0,-189083746403000.0,-189083742812000.0,2.0,7962966832470.0,0.250453720508,0.00782784024501,0.250000998773,56,0.125018050542,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189398220758000.0,2659255.60595,-189398220758000.0,-189398218877000.0,-189398222638000.0,-189398222450000.0,-189398219065000.0,2.0,7071640377770.0,0.249546279492,0.0155967047782,0.250000998773,62,0.25,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203907320791000.0,4063436.29537,-203907320791000.0,-203907317917000.0,-203907323664000.0,-203907323377000.0,-203907318205000.0,2.0,16511514526500.0,0.249546279492,0.0155943279445,0.249999001227,43,0.249963898917,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204285353895000.0,37499768.2049,-204285353895000.0,-204285327378000.0,-204285380411000.0,-204285377760000.0,-204285330030000.0,2.0,1406232615420000.0,0.125226860254,0.00782664749759,0.249999001227,49,0.25,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204812803323000.0,12097033.834,-204812803323000.0,-204812794769000.0,-204812811877000.0,-204812811021000.0,-204812795624000.0,2.0,146338227580000.0,0.250453720508,0.00782777769939,0.249999001227,31,0.125018050542,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-205127289058000.0,1188748.56562,-205127289058000.0,-205127288217000.0,-205127289898000.0,-205127289814000.0,-205127288301000.0,2.0,1413123152260.0,0.249546279492,0.0155965801582,0.249999001227,37,0.25,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636127879000.0,15698566.5899,-219636127879000.0,-219636116779000.0,-219636138980000.0,-219636137870000.0,-219636117889000.0,2.0,246444992977000.0,0.249546279492,0.00779710790134,0.124998601718,18,0.249963898917,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014170630000.0,25911912.153,-220014170630000.0,-220014152307000.0,-220014188952000.0,-220014187120000.0,-220014154139000.0,2.0,671427191423000.0,0.125226860254,0.00391329560733,0.124998601718,24,0.25,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220541617027000.0,2720576.19328,-220541617027000.0,-220541615103000.0,-220541618951000.0,-220541618758000.0,-220541615295000.0,2.0,7401534823420.0,0.250453720508,0.00391386070417,0.124998601718,6,0.125018050542,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856078287000.0,641385.713681,-220856078287000.0,-220856077834000.0,-220856078741000.0,-220856078696000.0,-220856077879000.0,2.0,411375633714.0,0.249546279492,0.00779823400012,0.124998601718,12,0.25,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376866404337000.0,3016512.79977,-376866404337000.0,-376866402204000.0,-376866406470000.0,-376866406257000.0,-376866402417000.0,2.0,9099349471150.0,0.249546279492,0.00779834615812,0.125000399509,117,0.25,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377244457924000.0,12213850.3491,-377244457924000.0,-377244449287000.0,-377244466560000.0,-377244465697000.0,-377244450151000.0,2.0,149178140350000.0,0.125226860254,0.00391278678529,0.125000399509,123,0.249963898917,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-378149936540000.0,4032133.71673,-378149936540000.0,-378149933689000.0,-378149939391000.0,-378149939106000.0,-378149933974000.0,2.0,16258102309600.0,0.249546279492,0.00389973613654,0.125000399509,111,0.125018050542,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392595465331000.0,23776991.649,-392595465331000.0,-392595448518000.0,-392595482144000.0,-392595480463000.0,-392595450200000.0,2.0,565345331878000.0,0.249546279492,0.0155967047782,0.250000998773,92,0.25,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392973491747000.0,20988319.5701,-392973491747000.0,-392973476906000.0,-392973506588000.0,-392973505104000.0,-392973478390000.0,2.0,440509558378000.0,0.125226860254,0.00782557982334,0.250000998773,98,0.249963898917,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393878982387000.0,3992582.84797,-393878982387000.0,-393878979564000.0,-393878985210000.0,-393878984928000.0,-393878979846000.0,2.0,15940717797900.0,0.249546279492,0.00779947850499,0.250000998773,86,0.125018050542,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408324536027000.0,9482291.4175,-408324536027000.0,-408324529322000.0,-408324542732000.0,-408324542061000.0,-408324529992000.0,2.0,89913850526400.0,0.249546279492,0.0155967047782,0.250000998773,67,0.25,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408702584037000.0,586290.914301,-408702584037000.0,-408702583623000.0,-408702584452000.0,-408702584410000.0,-408702583664000.0,2.0,343737036191.0,0.125226860254,0.00782557982334,0.250000998773,73,0.249963898917,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-409608071822000.0,8887547.48357,-409608071822000.0,-409608065538000.0,-409608078107000.0,-409608077478000.0,-409608066166000.0,2.0,78988500272700.0,0.249546279492,0.00779947850499,0.250000998773,61,0.125018050542,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424053584603000.0,36879909.9815,-424053584603000.0,-424053558525000.0,-424053610681000.0,-424053608073000.0,-424053561133000.0,2.0,1360127760250000.0,0.249546279492,0.0155965801582,0.249999001227,42,0.25,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424431607412000.0,10541650.6454,-424431607412000.0,-424431599958000.0,-424431614866000.0,-424431614121000.0,-424431600704000.0,2.0,111126398329000.0,0.125226860254,0.00782551729578,0.249999001227,48,0.249963898917,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425337121092000.0,10921829.0812,-425337121092000.0,-425337113369000.0,-425337128815000.0,-425337128043000.0,-425337114142000.0,2.0,119286350478000.0,0.249546279492,0.00779941618599,0.249999001227,36,0.125018050542,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782401396000.0,9180993.4832,-439782401396000.0,-439782394904000.0,-439782407888000.0,-439782407238000.0,-439782395553000.0,2.0,84290641338600.0,0.249546279492,0.00779823400012,0.124998601718,17,0.25,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160459246000.0,21228129.3991,-440160459246000.0,-440160444235000.0,-440160474257000.0,-440160472755000.0,-440160445736000.0,2.0,450633477784000.0,0.125226860254,0.00391273051049,0.124998601718,23,0.249963898917,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441065936500000.0,17113026.6011,-441065936500000.0,-441065924399000.0,-441065948600000.0,-441065947390000.0,-441065925609000.0,2.0,292855679449000.0,0.249546279492,0.00389968004944,0.124998601718,11,0.125018050542,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597076278857000.0,62803521.2383,-597076278857000.0,-597076234448000.0,-597076323266000.0,-597076318825000.0,-597076238889000.0,2.0,3944282279930000.0,0.249546279492,0.00389973613654,0.125000399509,116,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597390706011000.0,14797938.4492,-597390706011000.0,-597390695547000.0,-597390716475000.0,-597390715428000.0,-597390696593000.0,2.0,218978982346000.0,0.125226860254,0.00391335189026,0.125000399509,122,0.25,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-612805308934000.0,3371416.63173,-612805308934000.0,-612805306550000.0,-612805311318000.0,-612805311080000.0,-612805306789000.0,2.0,11366450104700.0,0.249546279492,0.00779947850499,0.250000998773,91,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-613119759344000.0,10546914.5692,-613119759344000.0,-613119751886000.0,-613119766802000.0,-613119766056000.0,-613119752632000.0,2.0,111237406931000.0,0.125226860254,0.00782671003417,0.250000998773,97,0.25,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628534407572000.0,23465069.9215,-628534407572000.0,-628534390979000.0,-628534424164000.0,-628534422505000.0,-628534392639000.0,2.0,550609506420000.0,0.249546279492,0.00779947850499,0.250000998773,66,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628848828506000.0,8797902.3862,-628848828506000.0,-628848822285000.0,-628848834727000.0,-628848834105000.0,-628848822907000.0,2.0,77403086397100.0,0.125226860254,0.00782671003417,0.250000998773,72,0.25,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644263439885000.0,40374092.8132,-644263439885000.0,-644263411336000.0,-644263468434000.0,-644263465579000.0,-644263414191000.0,2.0,1630067370490000.0,0.249546279492,0.00779941618599,0.249999001227,41,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644577869967000.0,7904807.51807,-644577869967000.0,-644577864377000.0,-644577875556000.0,-644577874997000.0,-644577864936000.0,2.0,62485981897700.0,0.125226860254,0.00782664749759,0.249999001227,47,0.25,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992234229000.0,10668099.2365,-659992234229000.0,-659992226685000.0,-659992241772000.0,-659992241018000.0,-659992227440000.0,2.0,113808341320000.0,0.249546279492,0.00389968004944,0.124998601718,16,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660306710171000.0,13565239.9046,-660306710171000.0,-660306700579000.0,-660306719763000.0,-660306718804000.0,-660306701538000.0,2.0,184015733671000.0,0.125226860254,0.00391329560733,0.124998601718,22,0.25,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-817600564290000.0,14088594.2938,-817600564290000.0,-817600554328000.0,-817600574252000.0,-817600573256000.0,-817600555324000.0,2.0,198488489174000.0,0.125226860254,0.00195695849761,0.125000399509,121,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-833329619550000.0,19431876.7378,-833329619550000.0,-833329605810000.0,-833329633291000.0,-833329631917000.0,-833329607184000.0,2.0,377597833554000.0,0.125226860254,0.0039139201225,0.250000998773,96,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849058681098000.0,38187143.1493,-849058681098000.0,-849058654096000.0,-849058708100000.0,-849058705400000.0,-849058656796000.0,2.0,1458257901900000.0,0.125226860254,0.0039139201225,0.250000998773,71,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864787716237000.0,8134679.35896,-864787716237000.0,-864787710485000.0,-864787721989000.0,-864787721414000.0,-864787711060000.0,2.0,66173008273100.0,0.125226860254,0.0039138888497,0.249999001227,46,0.125018050542,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880516554096000.0,32575665.9749,-880516554096000.0,-880516531062000.0,-880516577131000.0,-880516574827000.0,-880516533365000.0,2.0,1061174013710000.0,0.125226860254,0.00195693035208,0.124998601718,21,0.125018050542,5.2351036610599995e-14
