npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110027051835.0,158.772813206,-110027051835.0,-110027051723.0,-110027051947.0,-110027051936.0,-110027051734.0,2.0,25208.8062132,0.249990803752,1.0406674226900002e-12,6,0.00391569158796,0.124973477615,0.125333333333
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110056581335.0,455.154037511,-110056581335.0,-110056581013.0,-110056581657.0,-110056581624.0,-110056581045.0,2.0,207165.197863,0.250009196248,1.0406674226900002e-12,11,0.00391597967592,0.124973477615,0.125333333333
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110086111227.0,234.890976495,-110086111227.0,-110086111061.0,-110086111393.0,-110086111376.0,-110086111077.0,2.0,55173.7708389,0.250009196248,1.0406674226900002e-12,16,0.00391597967592,0.124973477615,0.125333333333
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110115641304.0,180.552211335,-110115641304.0,-110115641176.0,-110115641431.0,-110115641418.0,-110115641189.0,2.0,32599.1010179,0.125004598124,1.0406674226900002e-12,21,0.00195798983796,0.124973477615,0.125333333333
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440699636709.0,109034.623906,-440699636709.0,-440699559610.0,-440699713808.0,-440699706098.0,-440699567320.0,2.0,11888549210.4,0.124986205628,1.0406674226900002e-12,27,0.00779080681749,0.25,0.249333333333
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440728937023.0,171048.230517,-440728937023.0,-440728816073.0,-440729057972.0,-440729045877.0,-440728828168.0,2.0,29257497163.0,0.249990803752,1.0406674226900002e-12,32,0.0155827601005,0.25,0.249333333333
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440758844932.0,365917.09893,-440758844932.0,-440758586189.0,-440759103674.0,-440759077800.0,-440758612064.0,2.0,133895323289.0,0.250009196248,1.0406674226900002e-12,37,0.0155839065661,0.25,0.249333333333
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440788223068.0,388595.235821,-440788223068.0,-440787948290.0,-440788497847.0,-440788470369.0,-440787975768.0,2.0,151006257302.0,0.250009196248,1.0406674226900002e-12,42,0.0155839065661,0.25,0.249333333333
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440817735014.0,339257.825141,-440817735014.0,-440817495123.0,-440817974906.0,-440817950917.0,-440817519112.0,2.0,115095871920.0,0.125004598124,1.0406674226900002e-12,47,0.00779195328306,0.25,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644784564000.0,8986.53169375,-124644784564000.0,-124644784557000.0,-124644784570000.0,-124644784569000.0,-124644784558000.0,2.0,80757751.8828,0.124986205628,1.0406674226900002e-12,28,0.00779080681749,0.25,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644813674000.0,848478.209056,-124644813674000.0,-124644813074000.0,-124644814274000.0,-124644814214000.0,-124644813134000.0,2.0,719915271243.0,0.249990803752,1.0406674226900002e-12,33,0.0155827601005,0.25,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644843455000.0,31877.3791133,-124644843455000.0,-124644843433000.0,-124644843478000.0,-124644843475000.0,-124644843435000.0,2.0,1016167299.14,0.250009196248,1.0406674226900002e-12,38,0.0155839065661,0.25,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644873313000.0,17836.4370991,-124644873313000.0,-124644873301000.0,-124644873326000.0,-124644873325000.0,-124644873302000.0,2.0,318138488.391,0.250009196248,1.0406674226900002e-12,43,0.0155839065661,0.25,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644903469000.0,41325.6515352,-124644903469000.0,-124644903440000.0,-124644903498000.0,-124644903495000.0,-124644903442000.0,2.0,1707809474.81,0.125004598124,1.0406674226900002e-12,48,0.00779195328306,0.25,0.249333333333
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922337091000.0,1702817.25057,-124922337091000.0,-124922335887000.0,-124922338295000.0,-124922338174000.0,-124922336007000.0,2.0,2899586588840.0,0.124986205628,1.0406674226900002e-12,54,0.00783246888603,0.25,0.250666666667
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922366057000.0,1115781.37718,-124922366057000.0,-124922365268000.0,-124922366846000.0,-124922366767000.0,-124922365347000.0,2.0,1244968081660.0,0.249990803752,1.0406674226900002e-12,59,0.0156660903685,0.25,0.250666666667
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922396193000.0,104013.927008,-124922396193000.0,-124922396119000.0,-124922396266000.0,-124922396259000.0,-124922396126000.0,2.0,10818897011.6,0.250009196248,1.0406674226900002e-12,64,0.0156672429649,0.25,0.250666666667
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922425870000.0,1339233.52819,-124922425870000.0,-124922424923000.0,-124922426817000.0,-124922426723000.0,-124922425018000.0,2.0,1793546443030.0,0.250009196248,1.0406674226900002e-12,69,0.0156672429649,0.25,0.250666666667
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922454767000.0,1204358.72121,-124922454767000.0,-124922453915000.0,-124922455619000.0,-124922455533000.0,-124922454000000.0,2.0,1450479929360.0,0.125004598124,1.0406674226900002e-12,74,0.00783362148244,0.25,0.250666666667
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253030254000.0,950321.008886,-125253030254000.0,-125253029582000.0,-125253030926000.0,-125253030859000.0,-125253029649000.0,2.0,903110019931.0,0.124986205628,1.0406674226900002e-12,80,0.00391623444301,0.25,0.125333333333
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253061766000.0,2482197.86885,-125253061766000.0,-125253060011000.0,-125253063522000.0,-125253063346000.0,-125253060187000.0,2.0,6161306260140.0,0.249990803752,1.0406674226900002e-12,85,0.00783304518423,0.25,0.125333333333
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253090337000.0,249771.107348,-125253090337000.0,-125253090160000.0,-125253090514000.0,-125253090496000.0,-125253090178000.0,2.0,62385606065.7,0.250009196248,1.0406674226900002e-12,90,0.00783362148244,0.25,0.125333333333
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253117540000.0,326986.593329,-125253117540000.0,-125253117308000.0,-125253117771000.0,-125253117748000.0,-125253117332000.0,2.0,106920232217.0,0.250009196248,1.0406674226900002e-12,95,0.00783362148244,0.25,0.125333333333
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253148647000.0,1640579.83301,-125253148647000.0,-125253147487000.0,-125253149807000.0,-125253149691000.0,-125253147603000.0,2.0,2691502188480.0,0.125004598124,1.0406674226900002e-12,100,0.00391681074122,0.25,0.125333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649611397000.0,595955.782368,-125649611397000.0,-125649610976000.0,-125649611819000.0,-125649611777000.0,-125649611018000.0,2.0,355163294538.0,0.124986205628,1.0406674226900002e-12,2,0.00389457688563,0.124973477615,0.249333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649640685000.0,423303.773509,-125649640685000.0,-125649640386000.0,-125649640985000.0,-125649640955000.0,-125649640416000.0,2.0,179186084667.0,0.249990803752,1.0406674226900002e-12,7,0.00778972688243,0.124973477615,0.249333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649669918000.0,526573.570066,-125649669918000.0,-125649669546000.0,-125649670291000.0,-125649670254000.0,-125649669583000.0,2.0,277279724692.0,0.250009196248,1.0406674226900002e-12,12,0.00779029999359,0.124973477615,0.249333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649700178000.0,409488.619529,-125649700178000.0,-125649699889000.0,-125649700468000.0,-125649700439000.0,-125649699918000.0,2.0,167680929524.0,0.250009196248,1.0406674226900002e-12,17,0.00779029999359,0.124973477615,0.249333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649730006000.0,26946.6240912,-125649730006000.0,-125649729987000.0,-125649730025000.0,-125649730023000.0,-125649729989000.0,2.0,726120549.915,0.125004598124,1.0406674226900002e-12,22,0.00389514999679,0.124973477615,0.249333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853697183000.0,281125.923501,-249853697183000.0,-249853696985000.0,-249853697382000.0,-249853697362000.0,-249853697004000.0,2.0,79031784864.4,0.124986205628,1.0406674226900002e-12,3,0.00389457688563,0.124973477615,0.249333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853726472000.0,962415.772068,-249853726472000.0,-249853725791000.0,-249853727152000.0,-249853727084000.0,-249853725859000.0,2.0,926244118325.0,0.249990803752,1.0406674226900002e-12,8,0.00778972688243,0.124973477615,0.249333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853755826000.0,680994.255835,-249853755826000.0,-249853755345000.0,-249853756308000.0,-249853756260000.0,-249853755393000.0,2.0,463753176480.0,0.250009196248,1.0406674226900002e-12,13,0.00779029999359,0.124973477615,0.249333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853785240000.0,591686.183235,-249853785240000.0,-249853784821000.0,-249853785658000.0,-249853785616000.0,-249853784863000.0,2.0,350092539431.0,0.250009196248,1.0406674226900002e-12,18,0.00779029999359,0.124973477615,0.249333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853814977000.0,479497.416827,-249853814977000.0,-249853814638000.0,-249853815316000.0,-249853815282000.0,-249853814672000.0,2.0,229917772744.0,0.125004598124,1.0406674226900002e-12,23,0.00389514999679,0.124973477615,0.249333333333
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184395682000.0,838977.445004,-250184395682000.0,-250184395088000.0,-250184396275000.0,-250184396216000.0,-250184395148000.0,2.0,703883153226.0,0.124986205628,1.0406674226900002e-12,29,0.00783246888603,0.25,0.250666666667
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184425727000.0,603239.158991,-250184425727000.0,-250184425300000.0,-250184426153000.0,-250184426111000.0,-250184425343000.0,2.0,363897482940.0,0.249990803752,1.0406674226900002e-12,34,0.0156660903685,0.25,0.250666666667
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184454633000.0,70247.1917207,-250184454633000.0,-250184454583000.0,-250184454683000.0,-250184454678000.0,-250184454588000.0,2.0,4934667944.64,0.250009196248,1.0406674226900002e-12,39,0.0156672429649,0.25,0.250666666667
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184484569000.0,55555.8330017,-250184484569000.0,-250184484530000.0,-250184484608000.0,-250184484604000.0,-250184484534000.0,2.0,3086450580.52,0.250009196248,1.0406674226900002e-12,44,0.0156672429649,0.25,0.250666666667
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184514086000.0,646917.277448,-250184514086000.0,-250184513629000.0,-250184514544000.0,-250184514498000.0,-250184513674000.0,2.0,418501963860.0,0.125004598124,1.0406674226900002e-12,49,0.00783362148244,0.25,0.250666666667
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461946811000.0,33875.3203721,-250461946811000.0,-250461946787000.0,-250461946835000.0,-250461946832000.0,-250461946789000.0,2.0,1147537330.31,0.124986205628,1.0406674226900002e-12,55,0.00391623444301,0.25,0.125333333333
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461976770000.0,1020821.66524,-250461976770000.0,-250461976048000.0,-250461977492000.0,-250461977420000.0,-250461976121000.0,2.0,1042076872230.0,0.249990803752,1.0406674226900002e-12,60,0.00783304518423,0.25,0.125333333333
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462005132000.0,1446902.53434,-250462005132000.0,-250462004109000.0,-250462006155000.0,-250462006053000.0,-250462004211000.0,2.0,2093526943890.0,0.250009196248,1.0406674226900002e-12,65,0.00783362148244,0.25,0.125333333333
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462037047000.0,153674.87594,-250462037047000.0,-250462036938000.0,-250462037155000.0,-250462037145000.0,-250462036949000.0,2.0,23615967495.1,0.250009196248,1.0406674226900002e-12,70,0.00783362148244,0.25,0.125333333333
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462064662000.0,1382606.77314,-250462064662000.0,-250462063684000.0,-250462065640000.0,-250462065542000.0,-250462063782000.0,2.0,1911601489130.0,0.125004598124,1.0406674226900002e-12,75,0.00391681074122,0.25,0.125333333333
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393307938000.0,1012319.03765,-375393307938000.0,-375393307222000.0,-375393308654000.0,-375393308582000.0,-375393307294000.0,2.0,1024789834000.0,0.124986205628,1.0406674226900002e-12,4,0.0039154035,0.124973477615,0.250666666667
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393337731000.0,1965075.6427,-375393337731000.0,-375393336342000.0,-375393339121000.0,-375393338982000.0,-375393336481000.0,2.0,3861522281550.0,0.249990803752,1.0406674226900002e-12,9,0.00783138317592,0.124973477615,0.250666666667
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393367364000.0,826516.080102,-375393367364000.0,-375393366779000.0,-375393367948000.0,-375393367890000.0,-375393366838000.0,2.0,683128830668.0,0.250009196248,1.0406674226900002e-12,14,0.00783195935184,0.124973477615,0.250666666667
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393396678000.0,541074.882789,-375393396678000.0,-375393396295000.0,-375393397061000.0,-375393397022000.0,-375393396334000.0,2.0,292762028785.0,0.250009196248,1.0406674226900002e-12,19,0.00783195935184,0.124973477615,0.250666666667
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393425235000.0,314692.967414,-375393425235000.0,-375393425013000.0,-375393425458000.0,-375393425436000.0,-375393425035000.0,2.0,99031663739.7,0.125004598124,1.0406674226900002e-12,24,0.00391597967592,0.124973477615,0.250666666667
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724004033000.0,360687.656074,-375724004033000.0,-375724003778000.0,-375724004288000.0,-375724004262000.0,-375724003803000.0,2.0,130095585244.0,0.124986205628,1.0406674226900002e-12,30,0.00391623444301,0.25,0.125333333333
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724034061000.0,1251688.64845,-375724034061000.0,-375724033175000.0,-375724034946000.0,-375724034857000.0,-375724033264000.0,2.0,1566724472650.0,0.249990803752,1.0406674226900002e-12,35,0.00783304518423,0.25,0.125333333333
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724063772000.0,1049419.20689,-375724063772000.0,-375724063030000.0,-375724064514000.0,-375724064440000.0,-375724063104000.0,2.0,1101280671790.0,0.250009196248,1.0406674226900002e-12,40,0.00783362148244,0.25,0.125333333333
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724092434000.0,131693.555666,-375724092434000.0,-375724092341000.0,-375724092527000.0,-375724092518000.0,-375724092350000.0,2.0,17343192604.0,0.250009196248,1.0406674226900002e-12,45,0.00783362148244,0.25,0.125333333333
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724123219000.0,992832.014455,-375724123219000.0,-375724122517000.0,-375724123921000.0,-375724123851000.0,-375724122587000.0,2.0,985715408926.0,0.125004598124,1.0406674226900002e-12,50,0.00391681074122,0.25,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932917024000.0,466670.544011,-500932917024000.0,-500932916694000.0,-500932917354000.0,-500932917321000.0,-500932916727000.0,2.0,217781396647.0,0.124986205628,1.0406674226900002e-12,5,0.00195770175,0.124973477615,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932946931000.0,929571.104023,-500932946931000.0,-500932946274000.0,-500932947588000.0,-500932947523000.0,-500932946340000.0,2.0,864102437435.0,0.249990803752,1.0406674226900002e-12,10,0.00391569158796,0.124973477615,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932976939000.0,765069.473089,-500932976939000.0,-500932976398000.0,-500932977480000.0,-500932977426000.0,-500932976452000.0,2.0,585331298653.0,0.250009196248,1.0406674226900002e-12,15,0.00391597967592,0.124973477615,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933003903000.0,768355.70766,-500933003903000.0,-500933003359000.0,-500933004446000.0,-500933004392000.0,-500933003414000.0,2.0,590370493494.0,0.250009196248,1.0406674226900002e-12,20,0.00391597967592,0.124973477615,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933034982000.0,1338496.52405,-500933034982000.0,-500933034035000.0,-500933035928000.0,-500933035834000.0,-500933034130000.0,2.0,1791572944890.0,0.125004598124,1.0406674226900002e-12,25,0.00195798983796,0.124973477615,0.125333333333
