smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2464707420.38,18117104.8393,-2464707420.38,-2451896692.69,-2477518148.07,-2476237075.3,-2453177765.46,2.0,328229487760000.0,0.125018050542,2.6175466018599997e-14,0.125000249693,0.249546279492,0.0038997314626,115
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2593642279.61,10737369.1268,-2593642279.61,-2586049813.09,-2601234746.13,-2600475499.48,-2586809059.74,2.0,115291095765000.0,0.125018050542,2.6175466018599997e-14,0.125000249693,0.250453720508,0.00391391230429,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2767795579.33,35023568.0562,-2767795579.33,-2743030176.85,-2792560981.8,-2790084441.56,-2745506717.1,2.0,1226650319390000.0,0.125018050542,2.6175466018599997e-14,0.125000249693,0.125226860254,0.00195695615214,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-19321098620.2,1695481.49283,-19321098620.2,-19319899733.7,-19322297506.6,-19322177618.0,-19320019622.4,2.0,2874657492530.0,0.125018050542,2.6175466018599997e-14,0.124999250922,0.125226860254,0.00195694051577,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-360180328785.0,9484548.26195,-360180328785.0,-360173622197.0,-360187035374.0,-360186364715.0,-360174292856.0,2.0,89956655733300.0,0.25,2.6175466018599997e-14,0.124999250922,0.250453720508,0.00782663186354,7
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769996061265.0,55789947.817,-769996061265.0,-769956611815.0,-770035510716.0,-770031565771.0,-769960556760.0,2.0,3112518277430000.0,0.249963898917,2.6175466018599997e-14,0.124999250922,0.249546279492,0.00779714839709,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750589034000.0,41090049.8423,-101750589034000.0,-101750559979000.0,-101750618089000.0,-101750615184000.0,-101750562884000.0,2.0,1688392196050000.0,0.249963898917,2.6175466018599997e-14,0.125000249693,0.249546279492,0.00779721069797,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160398916000.0,63592616.5425,-102160398916000.0,-102160353949000.0,-102160443882000.0,-102160439386000.0,-102160358445000.0,2.0,4044020878730000.0,0.25,2.6175466018599997e-14,0.125000249693,0.125226860254,0.0039133472,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102733308830000.0,13238583.6959,-102733308830000.0,-102733299469000.0,-102733318191000.0,-102733317255000.0,-102733300405000.0,2.0,175260098274000.0,0.125018050542,2.6175466018599997e-14,0.125000249693,0.250453720508,0.00391391230429,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103074141195000.0,22693338.5082,-103074141195000.0,-103074125148000.0,-103074157242000.0,-103074155637000.0,-103074126753000.0,2.0,514987612646000.0,0.25,2.6175466018599997e-14,0.125000249693,0.249546279492,0.00779833681159,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873850719000.0,61725063.3656,-135873850719000.0,-135873807072000.0,-135873894365000.0,-135873890000000.0,-135873811437000.0,2.0,3809983447490000.0,0.249963898917,2.6175466018599997e-14,0.250000499385,0.249546279492,0.0155944213959,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283614145000.0,28032557.6625,-136283614145000.0,-136283594323000.0,-136283633967000.0,-136283631984000.0,-136283596305000.0,2.0,785824289104000.0,0.25,2.6175466018599997e-14,0.250000499385,0.125226860254,0.0078266944,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856518412000.0,1048907.17319,-136856518412000.0,-136856517671000.0,-136856519154000.0,-136856519080000.0,-136856517745000.0,2.0,1100206257980.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.250453720508,0.00782782460857,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137197370331000.0,23410387.067,-137197370331000.0,-137197353778000.0,-137197386885000.0,-137197385230000.0,-137197355433000.0,2.0,548046222629000.0,0.25,2.6175466018599997e-14,0.250000499385,0.249546279492,0.0155966736232,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169997036777000.0,14450577.8335,-169997036777000.0,-169997026559000.0,-169997046995000.0,-169997045974000.0,-169997027581000.0,2.0,208819199722000.0,0.249963898917,2.6175466018599997e-14,0.250000499385,0.249546279492,0.0155944213959,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406827362000.0,27088139.3601,-170406827362000.0,-170406808208000.0,-170406846516000.0,-170406844601000.0,-170406810123000.0,2.0,733767293992000.0,0.25,2.6175466018599997e-14,0.250000499385,0.125226860254,0.0078266944,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979740658000.0,4779723.17873,-170979740658000.0,-170979737279000.0,-170979744038000.0,-170979743700000.0,-170979737617000.0,2.0,22845753665300.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.250453720508,0.00782782460857,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320568079000.0,12990558.7114,-171320568079000.0,-171320558893000.0,-171320577265000.0,-171320576346000.0,-171320559812000.0,2.0,168754615635000.0,0.25,2.6175466018599997e-14,0.250000499385,0.249546279492,0.0155966736232,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204120230634000.0,4369814.7035,-204120230634000.0,-204120227544000.0,-204120233724000.0,-204120233415000.0,-204120227853000.0,2.0,19095280542900.0,0.249963898917,2.6175466018599997e-14,0.249999500615,0.249546279492,0.0155943590951,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204530087529000.0,11645276.4592,-204530087529000.0,-204530079294000.0,-204530095763000.0,-204530094940000.0,-204530080118000.0,2.0,135612463812000.0,0.25,2.6175466018599997e-14,0.249999500615,0.125226860254,0.00782666313177,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102944503000.0,13884720.2722,-205102944503000.0,-205102934685000.0,-205102954321000.0,-205102953339000.0,-205102935667000.0,2.0,192785457038000.0,0.125018050542,2.6175466018599997e-14,0.249999500615,0.250453720508,0.00782779333583,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443814468000.0,10684320.2661,-205443814468000.0,-205443806913000.0,-205443822023000.0,-205443821267000.0,-205443807668000.0,2.0,114154699548000.0,0.25,2.6175466018599997e-14,0.249999500615,0.249546279492,0.0155966113133,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238243200710000.0,41174968.2734,-238243200710000.0,-238243171594000.0,-238243229825000.0,-238243226913000.0,-238243174506000.0,2.0,1695378012310000.0,0.249963898917,2.6175466018599997e-14,0.124999250922,0.249546279492,0.00779714839709,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652965498000.0,3544477.45879,-238652965498000.0,-238652962992000.0,-238652968004000.0,-238652967754000.0,-238652963242000.0,2.0,12563320455900.0,0.25,2.6175466018599997e-14,0.124999250922,0.125226860254,0.00391331593177,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225903754000.0,3240793.17169,-239225903754000.0,-239225901463000.0,-239225906046000.0,-239225905817000.0,-239225901692000.0,2.0,10502740381700.0,0.125018050542,2.6175466018599997e-14,0.124999250922,0.250453720508,0.00391388103154,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566743060000.0,4374021.48062,-239566743060000.0,-239566739967000.0,-239566746153000.0,-239566745844000.0,-239566740276000.0,2.0,19132063912900.0,0.25,2.6175466018599997e-14,0.124999250922,0.249546279492,0.00779827450171,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340547392362000.0,24503471.2115,-340547392362000.0,-340547375035000.0,-340547409688000.0,-340547407956000.0,-340547376768000.0,2.0,600420101412000.0,0.25,2.6175466018599997e-14,0.125000249693,0.249546279492,0.00779833681159,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340957127065000.0,16619623.7526,-340957127065000.0,-340957115313000.0,-340957138816000.0,-340957137641000.0,-340957116488000.0,2.0,276211893679000.0,0.249963898917,2.6175466018599997e-14,0.125000249693,0.125226860254,0.00391278209571,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939854710000.0,2235533.15893,-341939854710000.0,-341939853129000.0,-341939856291000.0,-341939856133000.0,-341939853287000.0,2.0,4997608504700.0,0.125018050542,2.6175466018599997e-14,0.125000249693,0.249546279492,0.0038997314626,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670577510000.0,462337.084296,-374670577510000.0,-374670577183000.0,-374670577837000.0,-374670577804000.0,-374670577216000.0,2.0,213755579516.0,0.25,2.6175466018599997e-14,0.250000499385,0.249546279492,0.0155966736232,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080397979000.0,2396784.48516,-375080397979000.0,-375080396284000.0,-375080399674000.0,-375080399504000.0,-375080396454000.0,2.0,5744575868310.0,0.249963898917,2.6175466018599997e-14,0.250000499385,0.125226860254,0.00782556419142,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376063082745000.0,9327467.55933,-376063082745000.0,-376063076149000.0,-376063089340000.0,-376063088681000.0,-376063076809000.0,2.0,87001651070400.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.249546279492,0.00779946292521,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793752428000.0,69739081.8025,-408793752428000.0,-408793703115000.0,-408793801741000.0,-408793796809000.0,-408793708046000.0,2.0,4863539530650000.0,0.25,2.6175466018599997e-14,0.250000499385,0.249546279492,0.0155966736232,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203585731000.0,10967748.9049,-409203585731000.0,-409203577975000.0,-409203593486000.0,-409203592711000.0,-409203578751000.0,2.0,120291516041000.0,0.249963898917,2.6175466018599997e-14,0.250000499385,0.125226860254,0.00782556419142,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410186310347000.0,2332950.02274,-410186310347000.0,-410186308698000.0,-410186311997000.0,-410186311832000.0,-410186308863000.0,2.0,5442655808610.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.249546279492,0.00779946292521,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916980050000.0,37608119.2156,-442916980050000.0,-442916953457000.0,-442917006643000.0,-442917003984000.0,-442916956117000.0,2.0,1414370630930000.0,0.25,2.6175466018599997e-14,0.249999500615,0.249546279492,0.0155966113133,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326811518000.0,53140174.9085,-443326811518000.0,-443326773942000.0,-443326849094000.0,-443326845336000.0,-443326777700000.0,2.0,2823878189310000.0,0.249963898917,2.6175466018599997e-14,0.249999500615,0.125226860254,0.0078255329277,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309538162000.0,3988643.37932,-444309538162000.0,-444309535342000.0,-444309540983000.0,-444309540701000.0,-444309535624000.0,2.0,15909276007400.0,0.125018050542,2.6175466018599997e-14,0.249999500615,0.249546279492,0.00779943176577,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039940028000.0,21963668.3694,-477039940028000.0,-477039924498000.0,-477039955559000.0,-477039954006000.0,-477039926051000.0,2.0,482402728242000.0,0.25,2.6175466018599997e-14,0.124999250922,0.249546279492,0.00779827450171,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449768864000.0,25210929.2922,-477449768864000.0,-477449751037000.0,-477449786690000.0,-477449784908000.0,-477449752820000.0,2.0,635590955774000.0,0.249963898917,2.6175466018599997e-14,0.124999250922,0.125226860254,0.00391275083199,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432461887000.0,4479981.56436,-478432461887000.0,-478432458719000.0,-478432465055000.0,-478432464738000.0,-478432459036000.0,2.0,20070234817000.0,0.125018050542,2.6175466018599997e-14,0.124999250922,0.249546279492,0.00389970030317,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579413046581000.0,10889267.4768,-579413046581000.0,-579413038882000.0,-579413054281000.0,-579413053511000.0,-579413039652000.0,2.0,118576146181000.0,0.125018050542,2.6175466018599997e-14,0.125000249693,0.249546279492,0.0038997314626,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753917966000.0,3153824.93753,-579753917966000.0,-579753915736000.0,-579753920196000.0,-579753919973000.0,-579753915959000.0,2.0,9946611736560.0,0.25,2.6175466018599997e-14,0.125000249693,0.125226860254,0.0039133472,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613536290182000.0,18333314.8471,-613536290182000.0,-613536277218000.0,-613536303145000.0,-613536301849000.0,-613536278514000.0,2.0,336110433282000.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.249546279492,0.00779946292521,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613877152154000.0,10908207.9507,-613877152154000.0,-613877144440000.0,-613877159867000.0,-613877159096000.0,-613877145212000.0,2.0,118989000695000.0,0.25,2.6175466018599997e-14,0.250000499385,0.125226860254,0.0078266944,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647659478611000.0,16037262.4959,-647659478611000.0,-647659467271000.0,-647659489951000.0,-647659488817000.0,-647659468405000.0,2.0,257193788362000.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.249546279492,0.00779946292521,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-648000277485000.0,34370646.2859,-648000277485000.0,-648000253182000.0,-648000301789000.0,-648000299359000.0,-648000255612000.0,2.0,1181341326110000.0,0.25,2.6175466018599997e-14,0.250000499385,0.125226860254,0.0078266944,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782691759000.0,35027551.4024,-681782691759000.0,-681782666991000.0,-681782716528000.0,-681782714051000.0,-681782669468000.0,2.0,1226929357250000.0,0.125018050542,2.6175466018599997e-14,0.249999500615,0.249546279492,0.00779943176577,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123588750000.0,41162490.5345,-682123588750000.0,-682123559643000.0,-682123617856000.0,-682123614945000.0,-682123562554000.0,2.0,1694350627010000.0,0.25,2.6175466018599997e-14,0.249999500615,0.125226860254,0.00782666313177,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905629899000.0,39545583.0456,-715905629899000.0,-715905601936000.0,-715905657862000.0,-715905655066000.0,-715905604732000.0,2.0,1563853138410000.0,0.125018050542,2.6175466018599997e-14,0.124999250922,0.249546279492,0.00389970030317,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246505721000.0,20411994.7072,-716246505721000.0,-716246491288000.0,-716246520155000.0,-716246518711000.0,-716246492731000.0,2.0,416649527926000.0,0.25,2.6175466018599997e-14,0.124999250922,0.125226860254,0.00391331593177,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619679094000.0,8450633.23035,-818619679094000.0,-818619673118000.0,-818619685069000.0,-818619684472000.0,-818619673716000.0,2.0,71413201993900.0,0.125018050542,2.6175466018599997e-14,0.125000249693,0.125226860254,0.00195695615214,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742859634000.0,28536649.6785,-852742859634000.0,-852742839455000.0,-852742879812000.0,-852742877794000.0,-852742841473000.0,2.0,814340374872000.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.125226860254,0.00391391230429,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886866034047000.0,45404024.3344,-886866034047000.0,-886866001942000.0,-886866066153000.0,-886866062942000.0,-886866005152000.0,2.0,2061525425760000.0,0.125018050542,2.6175466018599997e-14,0.250000499385,0.125226860254,0.00391391230429,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920989238886000.0,29853986.4299,-920989238886000.0,-920989217776000.0,-920989259996000.0,-920989257885000.0,-920989219887000.0,2.0,891260505754000.0,0.125018050542,2.6175466018599997e-14,0.249999500615,0.125226860254,0.00391389666791,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955112199232000.0,23449754.3422,-955112199232000.0,-955112182650000.0,-955112215813000.0,-955112214155000.0,-955112184308000.0,2.0,549890978708000.0,0.125018050542,2.6175466018599997e-14,0.124999250922,0.125226860254,0.00195694051577,21
