npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628031771000.0,3883071.4972,-202628031771000.0,-202628029025000.0,-202628034517000.0,-202628034242000.0,-202628029300000.0,2.0,15078244252300.0,0.249579831933,0.0155991253473,38,2.78193391732e-13,0.25,0.250006184017
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628055944000.0,282887.370687,-202628055944000.0,-202628055744000.0,-202628056144000.0,-202628056124000.0,-202628055764000.0,2.0,80025264494.4,0.249579831933,0.0155991253473,43,2.78193391732e-13,0.25,0.250006184017
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628121381000.0,2447302.80107,-202628121381000.0,-202628119651000.0,-202628123112000.0,-202628122939000.0,-202628119824000.0,2.0,5989291000100.0,0.249579831933,0.00779952408848,48,2.78193391732e-13,0.25,0.125002473607
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082754911000.0,24091714.0498,-203082754911000.0,-203082737876000.0,-203082771947000.0,-203082770243000.0,-203082739579000.0,2.0,580410685856000.0,0.250420168067,0.00782508824124,54,2.78193391732e-13,0.25,0.124991342377
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082786396000.0,8154287.58468,-203082786396000.0,-203082780631000.0,-203082792162000.0,-203082791586000.0,-203082781207000.0,2.0,66492406013700.0,0.250420168067,0.0156508733536,59,2.78193391732e-13,0.25,0.249993815983
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082822647000.0,11423892.9049,-203082822647000.0,-203082814569000.0,-203082830725000.0,-203082829917000.0,-203082815377000.0,2.0,130505329103000.0,0.250420168067,0.0156516476548,64,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082890092000.0,26081907.4954,-203082890092000.0,-203082871649000.0,-203082908534000.0,-203082906690000.0,-203082873493000.0,2.0,680265898597000.0,0.250420168067,0.0156516476548,69,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082913968000.0,7621208.17924,-203082913968000.0,-203082908579000.0,-203082919357000.0,-203082918818000.0,-203082909118000.0,2.0,58082814111300.0,0.250420168067,0.00782578511235,74,2.78193391732e-13,0.25,0.125002473607
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537538265000.0,30294999.4275,-203537538265000.0,-203537516843000.0,-203537559687000.0,-203537557545000.0,-203537518986000.0,2.0,917786990314000.0,0.125210084034,0.00391254412062,80,2.78193391732e-13,0.25,0.124991342377
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537579075000.0,27833427.7199,-203537579075000.0,-203537559394000.0,-203537598756000.0,-203537596788000.0,-203537561362000.0,2.0,774699698636000.0,0.125210084034,0.00782543667679,85,2.78193391732e-13,0.25,0.249993815983
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537614571000.0,22834653.1797,-203537614571000.0,-203537598425000.0,-203537630718000.0,-203537629103000.0,-203537600039000.0,2.0,521421385835000.0,0.125210084034,0.00782582382741,90,2.78193391732e-13,0.25,0.250006184017
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537659994000.0,10637592.2635,-203537659994000.0,-203537652472000.0,-203537667515000.0,-203537666763000.0,-203537653224000.0,2.0,113158369164000.0,0.125210084034,0.00782582382741,95,2.78193391732e-13,0.25,0.250006184017
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537709496000.0,26644690.3796,-203537709496000.0,-203537690655000.0,-203537728337000.0,-203537726452000.0,-203537692539000.0,2.0,709939525422000.0,0.125210084034,0.00391289255617,100,2.78193391732e-13,0.25,0.125002473607
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538075587000.0,8990298.2748,-203538075587000.0,-203538069230000.0,-203538081944000.0,-203538081308000.0,-203538069865000.0,2.0,80825463069900.0,0.249579831933,0.00389941477793,2,2.78193391732e-13,0.125,0.124991342377
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538112298000.0,3095961.15218,-203538112298000.0,-203538110109000.0,-203538114487000.0,-203538114268000.0,-203538110328000.0,2.0,9584975455840.0,0.249579831933,0.00779917682217,7,2.78193391732e-13,0.125,0.249993815983
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538169453000.0,1622217.70621,-203538169453000.0,-203538168306000.0,-203538170600000.0,-203538170486000.0,-203538168421000.0,2.0,2631590286360.0,0.249579831933,0.00779956267363,12,2.78193391732e-13,0.125,0.250006184017
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538201703000.0,5220885.35384,-203538201703000.0,-203538198012000.0,-203538205395000.0,-203538205026000.0,-203538198381000.0,2.0,27257643878000.0,0.249579831933,0.00779956267363,17,2.78193391732e-13,0.125,0.250006184017
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538249609000.0,7903223.4442,-203538249609000.0,-203538244021000.0,-203538255197000.0,-203538254639000.0,-203538244579000.0,2.0,62460940808900.0,0.249579831933,0.00389976204424,22,2.78193391732e-13,0.125,0.125002473607
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551019395000.0,11301116.1205,-405551019395000.0,-405551011404000.0,-405551027386000.0,-405551026587000.0,-405551012203000.0,2.0,127715225568000.0,0.249579831933,0.00389941477793,3,2.78193391732e-13,0.125,0.124991342377
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551041977000.0,1893951.4397,-405551041977000.0,-405551040638000.0,-405551043317000.0,-405551043183000.0,-405551040772000.0,2.0,3587052055940.0,0.249579831933,0.00779917682217,8,2.78193391732e-13,0.125,0.249993815983
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551090585000.0,9599802.00212,-405551090585000.0,-405551083797000.0,-405551097373000.0,-405551096694000.0,-405551084476000.0,2.0,92156198480000.0,0.249579831933,0.00779956267363,13,2.78193391732e-13,0.125,0.250006184017
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551138380000.0,8113681.55793,-405551138380000.0,-405551132643000.0,-405551144117000.0,-405551143544000.0,-405551133217000.0,2.0,65831828423500.0,0.249579831933,0.00779956267363,18,2.78193391732e-13,0.125,0.250006184017
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551183642000.0,11005197.7662,-405551183642000.0,-405551175860000.0,-405551191424000.0,-405551190645000.0,-405551176638000.0,2.0,121114377872000.0,0.249579831933,0.00389976204424,23,2.78193391732e-13,0.125,0.125002473607
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005799495000.0,3573249.25807,-406005799495000.0,-406005796968000.0,-406005802022000.0,-406005801769000.0,-406005797221000.0,2.0,12768110260300.0,0.250420168067,0.00782508824124,29,2.78193391732e-13,0.25,0.124991342377
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005866004000.0,12403544.913,-406005866004000.0,-406005857233000.0,-406005874774000.0,-406005873897000.0,-406005858110000.0,2.0,153847926409000.0,0.250420168067,0.0156508733536,34,2.78193391732e-13,0.25,0.249993815983
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005915030000.0,19061146.928,-406005915030000.0,-406005901552000.0,-406005928508000.0,-406005927160000.0,-406005902899000.0,2.0,363327322212000.0,0.250420168067,0.0156516476548,39,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005933889000.0,7280133.91961,-406005933889000.0,-406005928741000.0,-406005939037000.0,-406005938522000.0,-406005929256000.0,2.0,53000349887400.0,0.250420168067,0.0156516476548,44,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005985699000.0,14269954.8088,-406005985699000.0,-406005975609000.0,-406005995790000.0,-406005994781000.0,-406005976618000.0,2.0,203631610244000.0,0.250420168067,0.00782578511235,49,2.78193391732e-13,0.25,0.125002473607
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460616339000.0,18484220.4056,-406460616339000.0,-406460603269000.0,-406460629410000.0,-406460628103000.0,-406460604576000.0,2.0,341666404003000.0,0.125210084034,0.00391254412062,55,2.78193391732e-13,0.25,0.124991342377
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460657479000.0,20533117.5468,-406460657479000.0,-406460642960000.0,-406460671998000.0,-406460670546000.0,-406460644412000.0,2.0,421608916191000.0,0.125210084034,0.00782543667679,60,2.78193391732e-13,0.25,0.249993815983
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460713580000.0,8942791.52668,-406460713580000.0,-406460707257000.0,-406460719904000.0,-406460719271000.0,-406460707889000.0,2.0,79973520289600.0,0.125210084034,0.00782582382741,65,2.78193391732e-13,0.25,0.250006184017
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460755888000.0,27704584.7547,-406460755888000.0,-406460736298000.0,-406460775478000.0,-406460773519000.0,-406460738257000.0,2.0,767544016430000.0,0.125210084034,0.00782582382741,70,2.78193391732e-13,0.25,0.250006184017
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460785037000.0,11317587.0239,-406460785037000.0,-406460777034000.0,-406460793039000.0,-406460792239000.0,-406460777834000.0,2.0,128087776043000.0,0.125210084034,0.00391289255617,75,2.78193391732e-13,0.25,0.125002473607
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928910951000.0,42860522.44,-608928910951000.0,-608928880644000.0,-608928941258000.0,-608928938228000.0,-608928883675000.0,2.0,1837024383830000.0,0.250420168067,0.00391254412062,4,2.78193391732e-13,0.125,0.124991342377
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928923575000.0,4460494.9831,-608928923575000.0,-608928920421000.0,-608928926729000.0,-608928926413000.0,-608928920736000.0,2.0,19896015494300.0,0.250420168067,0.00782543667679,9,2.78193391732e-13,0.125,0.249993815983
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928969340000.0,7994875.77465,-608928969340000.0,-608928963687000.0,-608928974993000.0,-608928974428000.0,-608928964252000.0,2.0,63918038652100.0,0.250420168067,0.00782582382741,14,2.78193391732e-13,0.125,0.250006184017
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929016405000.0,7688872.30989,-608929016405000.0,-608929010968000.0,-608929021842000.0,-608929021298000.0,-608929011512000.0,2.0,59118757397800.0,0.250420168067,0.00782582382741,19,2.78193391732e-13,0.125,0.250006184017
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929057893000.0,863788.208869,-608929057893000.0,-608929057282000.0,-608929058503000.0,-608929058442000.0,-608929057343000.0,2.0,746130069780.0,0.250420168067,0.00391289255617,24,2.78193391732e-13,0.125,0.125002473607
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383707688000.0,19270526.9912,-609383707688000.0,-609383694061000.0,-609383721314000.0,-609383719951000.0,-609383695424000.0,2.0,371353210518000.0,0.125210084034,0.00391254412062,30,2.78193391732e-13,0.25,0.124991342377
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383722984000.0,7255240.40215,-609383722984000.0,-609383717853000.0,-609383728114000.0,-609383727601000.0,-609383718366000.0,2.0,52638513293000.0,0.125210084034,0.00782543667679,35,2.78193391732e-13,0.25,0.249993815983
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383812395000.0,46068703.648,-609383812395000.0,-609383779820000.0,-609383844971000.0,-609383841713000.0,-609383783077000.0,2.0,2122325455810000.0,0.125210084034,0.00782582382741,40,2.78193391732e-13,0.25,0.250006184017
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383820391000.0,8822454.45947,-609383820391000.0,-609383814153000.0,-609383826629000.0,-609383826006000.0,-609383814776000.0,2.0,77835702689400.0,0.125210084034,0.00782582382741,45,2.78193391732e-13,0.25,0.250006184017
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383890340000.0,50724651.0772,-609383890340000.0,-609383854473000.0,-609383926208000.0,-609383922621000.0,-609383858059000.0,2.0,2572990226900000.0,0.125210084034,0.00391289255617,50,2.78193391732e-13,0.25,0.125002473607
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306817848000.0,33937693.3774,-812306817848000.0,-812306793850000.0,-812306841845000.0,-812306839445000.0,-812306796250000.0,2.0,1151767031780000.0,0.125210084034,0.00195627206031,5,2.78193391732e-13,0.125,0.124991342377
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306824772000.0,30390220.327,-812306824772000.0,-812306803283000.0,-812306846262000.0,-812306844113000.0,-812306805432000.0,2.0,923565491526000.0,0.125210084034,0.0039127183384,10,2.78193391732e-13,0.125,0.249993815983
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306852056000.0,1901895.12147,-812306852056000.0,-812306850711000.0,-812306853400000.0,-812306853266000.0,-812306850845000.0,2.0,3617205053090.0,0.125210084034,0.0039129119137,15,2.78193391732e-13,0.125,0.250006184017
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306907640000.0,23983751.6606,-812306907640000.0,-812306890681000.0,-812306924599000.0,-812306922903000.0,-812306892377000.0,2.0,575220343717000.0,0.125210084034,0.0039129119137,20,2.78193391732e-13,0.125,0.250006184017
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306973292000.0,9729309.44879,-812306973292000.0,-812306966412000.0,-812306980172000.0,-812306979484000.0,-812306967100000.0,2.0,94659462350300.0,0.125210084034,0.00195644627809,25,2.78193391732e-13,0.125,0.125002473607
