npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity
769.0,-605.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1031100297.23,298797.386175,1031100297.23,1031311578.88,1030889015.57,1030910143.73,1031290450.72,2.0,89279877984.9,0.249579831933,0.00779952408848,72,2.78193391732e-13,0.25,0.125002473607
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1007178061.36,606371.649933,1007178061.36,1007606830.86,1006749291.85,1006792168.8,1007563953.91,2.0,367686577843.0,0.125210084034,0.00782582382741,61,2.78193391732e-13,0.25,0.250006184017
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,981902304.704,3421635.18154,981902304.704,984321766.143,979482843.264,979724789.408,984079819.999,2.0,11707587315600.0,0.125210084034,0.00391254412062,51,2.78193391732e-13,0.25,0.124991342377
769.0,-457.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,978002083.268,11813412.867,978002083.268,986355427.615,969648738.921,970484073.356,985520093.18,2.0,139556723566000.0,0.249579831933,0.0155983536443,83,2.78193391732e-13,0.25,0.249993815983
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,948238258.918,27002530.8329,948238258.918,967331931.58,929144586.257,931053953.523,965422564.313,2.0,729136671383000.0,0.125210084034,0.00782582382741,66,2.78193391732e-13,0.25,0.250006184017
769.0,-457.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,942915346.471,32171289.8825,942915346.471,965663883.707,920166809.236,922441662.959,963389029.983,2.0,1034991892710000.0,0.249579831933,0.00779882955587,78,2.78193391732e-13,0.25,0.124991342377
769.0,-457.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,927079446.371,16622701.1351,927079446.371,938833471.065,915325421.677,916500824.146,937658068.596,2.0,276314193026000.0,0.249579831933,0.0155991253473,88,2.78193391732e-13,0.25,0.250006184017
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,918167986.734,4919151.6458,918167986.734,921646352.221,914689621.248,915037457.797,921298515.672,2.0,24198052914400.0,0.125210084034,0.00391289255617,71,2.78193391732e-13,0.25,0.125002473607
769.0,-457.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,898490602.972,4918871.27865,898490602.972,901968770.208,895012435.735,895360252.458,901620953.485,2.0,24195294655900.0,0.249579831933,0.0155991253473,93,2.78193391732e-13,0.25,0.250006184017
769.0,-605.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,838283308.836,33714198.6354,838283308.836,862122847.314,814443770.359,816827724.207,859738893.466,2.0,1136647189620000.0,0.249579831933,0.0155983536443,82,2.78193391732e-13,0.25,0.249993815983
769.0,-457.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,829944060.556,28871542.4311,829944060.556,850359323.992,809528797.119,811570323.463,848317797.649,2.0,833565962353000.0,0.249579831933,0.00779952408848,98,2.78193391732e-13,0.25,0.125002473607
769.0,-605.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,797614808.777,33103328.7895,797614808.777,821022397.044,774207220.51,776547979.336,818681638.217,2.0,1095830376940000.0,0.249579831933,0.00779882955587,77,2.78193391732e-13,0.25,0.124991342377
769.0,-308.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,793257581.496,19132557.9423,793257581.496,806786342.959,779728820.034,781081696.18,805433466.813,2.0,366054773415000.0,0.250420168067,0.00391254412062,104,2.78193391732e-13,0.125,0.124991342377
769.0,-605.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,775519798.418,38442867.8889,775519798.418,802703010.99,748336585.845,751054907.103,799984689.733,2.0,1477854091520000.0,0.249579831933,0.0155991253473,87,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,755927217.685,42516500.1473,755927217.685,785990923.251,725863512.118,728869882.675,782984552.695,2.0,1807652784780000.0,0.250420168067,0.00782543667679,109,2.78193391732e-13,0.125,0.249993815983
769.0,-605.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,750866956.485,16131038.8907,750866956.485,762273323.472,739460589.498,740601226.197,761132686.774,2.0,260210415694000.0,0.249579831933,0.0155991253473,92,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,730292859.92,24964799.1357,730292859.92,747945638.68,712640081.161,714405359.037,746180360.804,2.0,623241195887000.0,0.250420168067,0.00782582382741,114,2.78193391732e-13,0.125,0.250006184017
769.0,-754.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,713397538.174,9601896.84275,713397538.174,720187104.544,706607971.804,707286928.441,719508147.907,2.0,92196422978900.0,0.125210084034,0.00782543667679,81,2.78193391732e-13,0.25,0.249993815983
769.0,-605.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,698734733.375,12031726.918,698734733.375,707242449.068,690227017.682,691077789.252,706391677.499,2.0,144762452629000.0,0.249579831933,0.00779952408848,97,2.78193391732e-13,0.25,0.125002473607
769.0,-308.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,680924178.394,48728737.6032,680924178.394,715380599.191,646467757.596,649913399.676,711934957.112,2.0,2374489868400000.0,0.250420168067,0.00782582382741,119,2.78193391732e-13,0.125,0.250006184017
769.0,-754.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,662841425.467,11635367.1151,662841425.467,671068872.456,654613978.479,655436723.177,670246127.757,2.0,135381767904000.0,0.125210084034,0.00782582382741,86,2.78193391732e-13,0.25,0.250006184017
769.0,-754.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,657982254.167,8578899.03511,657982254.167,664048451.849,651916056.484,652522676.252,663441832.081,2.0,73597508654600.0,0.125210084034,0.00391254412062,76,2.78193391732e-13,0.25,0.124991342377
769.0,-308.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,635072562.171,43997778.6926,635072562.171,666183689.841,603961434.5,607072547.267,663072577.074,2.0,1935804529880000.0,0.250420168067,0.00391289255617,124,2.78193391732e-13,0.125,0.125002473607
769.0,-754.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,627174871.098,5864002.66087,627174871.098,631321347.144,623028395.051,623443042.656,630906699.54,2.0,34386527206700.0,0.125210084034,0.00782582382741,91,2.78193391732e-13,0.25,0.250006184017
769.0,-457.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,624371624.447,35686424.8365,624371624.447,649605737.445,599137511.448,601660922.748,647082326.145,2.0,1273520917610000.0,0.249579831933,0.00779917682217,108,2.78193391732e-13,0.125,0.249993815983
769.0,-457.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,602835976.714,19220101.0212,602835976.714,616426640.481,589245312.946,590604379.323,615067574.104,2.0,369412283263000.0,0.249579831933,0.00779956267363,113,2.78193391732e-13,0.125,0.250006184017
769.0,-457.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,593691049.929,13064875.5443,593691049.929,602929312.021,584452787.836,585376614.045,602005485.812,2.0,170690972989000.0,0.249579831933,0.00389941477793,103,2.78193391732e-13,0.125,0.124991342377
769.0,-754.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,567390063.654,19762626.8547,567390063.654,581364351.117,553415776.191,554813204.937,579966922.371,2.0,390561420197000.0,0.125210084034,0.00391289255617,96,2.78193391732e-13,0.25,0.125002473607
769.0,-457.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,532053968.172,53473166.5029,532053968.172,569865206.818,494242729.527,498023853.391,566084082.954,2.0,2859379535850000.0,0.249579831933,0.00779956267363,118,2.78193391732e-13,0.125,0.250006184017
769.0,-605.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,486228289.044,11451222.2831,486228289.044,494325525.973,478131052.115,478940775.808,493515802.28,2.0,131130491778000.0,0.249579831933,0.00389941477793,102,2.78193391732e-13,0.125,0.124991342377
769.0,-605.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,475332539.168,59028447.8687,475332539.168,517071954.939,433593123.397,437767064.974,512898013.362,2.0,3484357657790000.0,0.249579831933,0.00779917682217,107,2.78193391732e-13,0.125,0.249993815983
769.0,-457.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,471119258.67,39532144.4447,471119258.67,499072706.082,443165811.258,445961155.999,496277361.341,2.0,1562790444400000.0,0.249579831933,0.00389976204424,123,2.78193391732e-13,0.125,0.125002473607
769.0,-605.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,434634110.964,770024.064072,434634110.964,435178600.202,434089621.727,434144070.651,435124151.278,2.0,592937059250.0,0.249579831933,0.00779956267363,112,2.78193391732e-13,0.125,0.250006184017
769.0,-605.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,410347630.046,14903126.18,410347630.046,420885731.629,399809528.463,400863338.622,419831921.471,2.0,222103169936000.0,0.249579831933,0.00779956267363,117,2.78193391732e-13,0.125,0.250006184017
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,347147731.857,1369521.00475,347147731.857,348116129.446,346179334.268,346276174.027,348019289.688,2.0,1875587782440.0,0.125210084034,0.0039127183384,106,2.78193391732e-13,0.125,0.249993815983
769.0,-605.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,335400394.418,60003757.3442,335400394.418,377829458.132,292971330.703,297214237.074,373586551.761,2.0,3600450895430000.0,0.249579831933,0.00389976204424,122,2.78193391732e-13,0.125,0.125002473607
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,309733203.476,5190736.80677,309733203.476,313403608.671,306062798.281,306429838.8,313036568.152,2.0,26943748597200.0,0.125210084034,0.00195627206031,101,2.78193391732e-13,0.125,0.124991342377
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,305736032.006,32553643.7863,305736032.006,328754934.28,282717129.732,285019019.96,326453044.052,2.0,1059739723770000.0,0.125210084034,0.0039129119137,111,2.78193391732e-13,0.125,0.250006184017
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,234080268.357,2268259.14363,234080268.357,235684169.779,232476366.935,232636757.077,235523779.637,2.0,5144999542650.0,0.125210084034,0.0039129119137,116,2.78193391732e-13,0.125,0.250006184017
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,209023594.972,12040995.7901,209023594.972,217537864.748,200509325.197,201360752.175,216686437.77,2.0,144985579617000.0,0.125210084034,0.00195644627809,121,2.78193391732e-13,0.125,0.125002473607
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159640702812.0,206139.042975,-159640702812.0,-159640557050.0,-159640848575.0,-159640833998.0,-159640571626.0,2.0,42493305038.7,0.250420168067,0.00782508824124,79,2.78193391732e-13,0.25,0.124991342377
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159687214252.0,4348800.71072,-159687214252.0,-159684139186.0,-159690289318.0,-159689981812.0,-159684446692.0,2.0,18912067621600.0,0.250420168067,0.0156508733536,84,2.78193391732e-13,0.25,0.249993815983
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159760646888.0,48072113.7933,-159760646888.0,-159726654770.0,-159794639006.0,-159791239794.0,-159730053982.0,2.0,2310928124550000.0,0.250420168067,0.0156516476548,89,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159788084026.0,25356082.1163,-159788084026.0,-159770154568.0,-159806013484.0,-159804220538.0,-159771947514.0,2.0,642930900288000.0,0.250420168067,0.0156516476548,94,2.78193391732e-13,0.25,0.250006184017
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159830414999.0,10117010.4057,-159830414999.0,-159823261192.0,-159837568805.0,-159836853425.0,-159823976573.0,2.0,102353899549000.0,0.250420168067,0.00782578511235,99,2.78193391732e-13,0.25,0.125002473607
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160181895628.0,530.418280025,-160181895628.0,-160181895253.0,-160181896003.0,-160181895965.0,-160181895290.0,2.0,281343.551785,0.125210084034,0.00195627206031,1,2.78193391732e-13,0.125,0.124991342377
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160226167228.0,695.620309721,-160226167228.0,-160226166736.0,-160226167720.0,-160226167671.0,-160226166786.0,2.0,483887.615296,0.125210084034,0.0039127183384,6,2.78193391732e-13,0.125,0.249993815983
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160270446672.0,8621.77747538,-160270446672.0,-160270440576.0,-160270452769.0,-160270452159.0,-160270441185.0,2.0,74335046.835,0.125210084034,0.0039129119137,11,2.78193391732e-13,0.125,0.250006184017
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160314718525.0,3142.80222919,-160314718525.0,-160314716303.0,-160314720748.0,-160314720525.0,-160314716525.0,2.0,9877205.8518,0.125210084034,0.0039129119137,16,2.78193391732e-13,0.125,0.250006184017
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160358994911.0,3947.23140016,-160358994911.0,-160358992120.0,-160358997702.0,-160358997423.0,-160358992399.0,2.0,15580635.7264,0.125210084034,0.00195644627809,21,2.78193391732e-13,0.125,0.125002473607
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614456104505.0,35812287.509,-614456104505.0,-614430781394.0,-614481427617.0,-614478895305.0,-614433313705.0,2.0,1282519936630000.0,0.125210084034,0.00195627206031,105,2.78193391732e-13,0.125,0.124991342377
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614493113340.0,20418065.0473,-614493113340.0,-614478675588.0,-614507551093.0,-614506107317.0,-614480119363.0,2.0,416897380276000.0,0.125210084034,0.0039127183384,110,2.78193391732e-13,0.125,0.249993815983
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614566833498.0,3338211.94819,-614566833498.0,-614564473025.0,-614569193970.0,-614568957923.0,-614564709073.0,2.0,11143659011000.0,0.125210084034,0.0039129119137,120,2.78193391732e-13,0.125,0.250006184017
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614582006025.0,4901651.36731,-614582006025.0,-614578540034.0,-614585472016.0,-614585125417.0,-614578886633.0,2.0,24026186126700.0,0.125210084034,0.0039129119137,115,2.78193391732e-13,0.125,0.250006184017
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614629791740.0,16728305.5442,-614629791740.0,-614617963042.0,-614641620438.0,-614640437569.0,-614619145912.0,2.0,279836206381000.0,0.125210084034,0.00195644627809,125,2.78193391732e-13,0.125,0.125002473607
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614994110053.0,5778473.96826,-614994110053.0,-614990024055.0,-614998196051.0,-614997787451.0,-614990432655.0,2.0,33390761401900.0,0.249579831933,0.00779882955587,27,2.78193391732e-13,0.25,0.124991342377
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615038660477.0,308538.314565,-615038660477.0,-615038442308.0,-615038878647.0,-615038856830.0,-615038464125.0,2.0,95195891554.7,0.249579831933,0.0155983536443,32,2.78193391732e-13,0.25,0.249993815983
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615080735965.0,3321596.62235,-615080735965.0,-615078387241.0,-615083084688.0,-615082849816.0,-615078622113.0,2.0,11033004121600.0,0.249579831933,0.0155991253473,37,2.78193391732e-13,0.25,0.250006184017
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615123179949.0,1093065.23192,-615123179949.0,-615122407036.0,-615123952863.0,-615123875572.0,-615122484327.0,2.0,1194791601230.0,0.249579831933,0.0155991253473,42,2.78193391732e-13,0.25,0.250006184017
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615169696735.0,3543907.12797,-615169696735.0,-615167190814.0,-615172202656.0,-615171952064.0,-615167441406.0,2.0,12559277731700.0,0.249579831933,0.00779952408848,47,2.78193391732e-13,0.25,0.125002473607
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627921699000.0,1029144.95287,-202627921699000.0,-202627920972000.0,-202627922427000.0,-202627922354000.0,-202627921044000.0,2.0,1059139334020.0,0.249579831933,0.00779882955587,28,2.78193391732e-13,0.25,0.124991342377
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627966651000.0,1410626.03402,-202627966651000.0,-202627965653000.0,-202627967648000.0,-202627967548000.0,-202627965753000.0,2.0,1989865807860.0,0.249579831933,0.0155983536443,33,2.78193391732e-13,0.25,0.249993815983
