npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,899008978.093,2282766.00418,899008978.093,900623137.415,897394818.772,897556234.704,900461721.483,2.0,5211020629840.0,0.250002399496,60,8.705791516489999e-14,0.0078130252508,0.25,0.125007204196
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,883011339.368,779415.700377,883011339.368,883562469.495,882460209.241,882515322.254,883507356.483,2.0,607488833994.0,0.125001466359,115,8.705791516489999e-14,0.00390652095746,0.25,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,849665397.742,4667967.93954,849665397.742,852966149.527,846364645.958,846694721.136,852636074.348,2.0,21789924684600.0,0.124996134146,5,8.705791516489999e-14,0.00194764407834,0.124645892351,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,823250063.773,4288998.0569,823250063.773,826282843.383,820217284.162,820520562.123,825979565.422,2.0,18395504332100.0,0.249997067283,30,8.705791516489999e-14,0.0038953629328,0.124645892351,0.125007204196
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,798608590.459,5555910.42726,798608590.459,802537212.398,794679968.52,795072830.714,802144350.204,2.0,30868140675800.0,0.250002932717,85,8.705791516489999e-14,0.00781304191492,0.25,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,713568072.516,3085966.97144,713568072.516,715750180.688,711385964.344,711604175.161,715531969.871,2.0,9523192148790.0,0.250002399496,55,8.705791516489999e-14,0.00389544601739,0.124645892351,0.125007204196
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,710501049.085,19609923.1468,710501049.085,724367358.72,696634739.449,698021370.413,722980727.757,2.0,384549085823000.0,0.125001466359,110,8.705791516489999e-14,0.00390652095746,0.25,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,626820074.859,1626477.68728,626820074.859,627970168.261,625669981.457,625784990.797,627855158.921,2.0,2645429667230.0,0.250002932717,80,8.705791516489999e-14,0.00389545432585,0.124645892351,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,522845065.636,5714967.27811,522845065.636,526886157.753,518803973.52,519208082.731,526482048.541,2.0,32660850989900.0,0.125001466359,105,8.705791516489999e-14,0.00194772716293,0.124645892351,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-209978384865000.0,3349476.45623,-209978384865000.0,-209978382496000.0,-209978387233000.0,-209978386996000.0,-209978382733000.0,2.0,11218992530800.0,0.125001466359,106,8.705791516489999e-14,0.00390652095746,0.25,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-215437871934000.0,2144607.73425,-215437871934000.0,-215437870418000.0,-215437873451000.0,-215437873299000.0,-215437870569000.0,2.0,4599342333820.0,0.250002932717,81,8.705791516489999e-14,0.00781304191492,0.25,0.125007204196
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-216460124530000.0,2699677.38719,-216460124530000.0,-216460122621000.0,-216460126439000.0,-216460126248000.0,-216460122812000.0,2.0,7288257994920.0,0.125001466359,112,8.705791516489999e-14,0.00781304191492,0.25,0.250014408391
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-220897358899000.0,394527.333845,-220897358899000.0,-220897358620000.0,-220897359178000.0,-220897359150000.0,-220897358648000.0,2.0,155651817151.0,0.250002399496,56,8.705791516489999e-14,0.0078130252508,0.25,0.125007204196
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221461267067000.0,2289867.02303,-221461267067000.0,-221461265448000.0,-221461268686000.0,-221461268524000.0,-221461265610000.0,2.0,5243490983160.0,0.125001466359,118,8.705791516489999e-14,0.00781214137989,0.25,0.249985591609
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221919612770000.0,9208799.59558,-221919612770000.0,-221919606258000.0,-221919619282000.0,-221919618631000.0,-221919606910000.0,2.0,84801989991600.0,0.250002932717,87,8.705791516489999e-14,0.0156260838298,0.25,0.250014408391
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226356820504000.0,2567829.59386,-226356820504000.0,-226356818688000.0,-226356822320000.0,-226356822138000.0,-226356818870000.0,2.0,6593748823100.0,0.249997067283,31,8.705791516489999e-14,0.00781285860954,0.25,0.125007204196
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226920763031000.0,1683871.40713,-226920763031000.0,-226920761841000.0,-226920764222000.0,-226920764103000.0,-226920761960000.0,2.0,2835422915740.0,0.250002932717,93,8.705791516489999e-14,0.0156242827598,0.25,0.249985591609
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-227379099244000.0,1550686.12132,-227379099244000.0,-227379098148000.0,-227379100341000.0,-227379100231000.0,-227379098257000.0,2.0,2404627446840.0,0.250002399496,62,8.705791516489999e-14,0.0156260505016,0.25,0.250014408391
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-228001910989000.0,5575091.44819,-228001910989000.0,-228001907047000.0,-228001914931000.0,-228001914537000.0,-228001907441000.0,2.0,31081644655700.0,0.125001466359,124,8.705791516489999e-14,0.00391713604601,0.125354107649,0.249985591609
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816073468000.0,164724.082308,-231816073468000.0,-231816073351000.0,-231816073584000.0,-231816073573000.0,-231816073363000.0,2.0,27134023292.3,0.124996134146,6,8.705791516489999e-14,0.00390635431621,0.25,0.125007204196
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232380243361000.0,602339.652874,-232380243361000.0,-232380242935000.0,-232380243787000.0,-232380243744000.0,-232380242978000.0,2.0,362813057425.0,0.250002399496,68,8.705791516489999e-14,0.0156242494354,0.25,0.249985591609
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232838566460000.0,4996143.9262,-232838566460000.0,-232838562927000.0,-232838569992000.0,-232838569639000.0,-232838563280000.0,2.0,24961454131300.0,0.249997067283,37,8.705791516489999e-14,0.0156257172191,0.25,0.250014408391
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-233461387291000.0,223589.882153,-233461387291000.0,-233461387133000.0,-233461387449000.0,-233461387433000.0,-233461387149000.0,2.0,49992435401.1,0.250002932717,99,8.705791516489999e-14,0.00783427209202,0.125354107649,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-237839707157000.0,8553117.92846,-237839707157000.0,-237839701109000.0,-237839713205000.0,-237839712600000.0,-237839701714000.0,2.0,73155826298100.0,0.249997067283,43,8.705791516489999e-14,0.0156239161913,0.25,0.249985591609
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238297821246000.0,164206.148688,-238297821246000.0,-238297821130000.0,-238297821362000.0,-238297821350000.0,-238297821141000.0,2.0,26963659267.0,0.124996134146,12,8.705791516489999e-14,0.00781270863241,0.25,0.250014408391
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238920873043000.0,4426289.93,-238920873043000.0,-238920869913000.0,-238920876172000.0,-238920875859000.0,-238920870226000.0,2.0,19592042544400.0,0.250002399496,74,8.705791516489999e-14,0.00783425538261,0.125354107649,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243298967442000.0,74734.6460337,-243298967442000.0,-243298967389000.0,-243298967495000.0,-243298967490000.0,-243298967395000.0,2.0,5585267317.78,0.124996134146,18,8.705791516489999e-14,0.0078118081358,0.25,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244380332521000.0,60308.275581,-244380332521000.0,-244380332479000.0,-244380332564000.0,-244380332560000.0,-244380332483000.0,2.0,3637088103.56,0.249997067283,49,8.705791516489999e-14,0.00783408828855,0.125354107649,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839593440000.0,1564162.00767,-249839593440000.0,-249839592334000.0,-249839594546000.0,-249839594436000.0,-249839592445000.0,2.0,2446602786250.0,0.124996134146,24,8.705791516489999e-14,0.00391696895194,0.125354107649,0.249985591609
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-472042404801000.0,193194.256348,-472042404801000.0,-472042404664000.0,-472042404938000.0,-472042404924000.0,-472042404678000.0,2.0,37324020685.9,0.125001466359,111,8.705791516489999e-14,0.00390652095746,0.25,0.125007204196
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477043561649000.0,9758818.95931,-477043561649000.0,-477043554748000.0,-477043568549000.0,-477043567859000.0,-477043555438000.0,2.0,95234547480600.0,0.125001466359,117,8.705791516489999e-14,0.00781304191492,0.25,0.250014408391
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477501893181000.0,92615.2110154,-477501893181000.0,-477501893115000.0,-477501893246000.0,-477501893240000.0,-477501893122000.0,2.0,8577577311.43,0.250002932717,86,8.705791516489999e-14,0.00781304191492,0.25,0.125007204196
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482503040280000.0,5004703.23282,-482503040280000.0,-482503036742000.0,-482503043819000.0,-482503043465000.0,-482503037095000.0,2.0,25047054448600.0,0.250002932717,92,8.705791516489999e-14,0.0156260838298,0.25,0.250014408391
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482961381007000.0,1419431.70106,-482961381007000.0,-482961380003000.0,-482961382011000.0,-482961381910000.0,-482961380104000.0,2.0,2014786353970.0,0.250002399496,61,8.705791516489999e-14,0.0078130252508,0.25,0.125007204196
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-483525290143000.0,492743.824936,-483525290143000.0,-483525289794000.0,-483525290491000.0,-483525290456000.0,-483525289829000.0,2.0,242796477012.0,0.125001466359,123,8.705791516489999e-14,0.00391713604601,0.125354107649,0.249985591609
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-487962531418000.0,8798373.80545,-487962531418000.0,-487962525197000.0,-487962537640000.0,-487962537017000.0,-487962525819000.0,2.0,77411381620500.0,0.250002399496,67,8.705791516489999e-14,0.0156260505016,0.25,0.250014408391
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488420845091000.0,128240.267118,-488420845091000.0,-488420845000000.0,-488420845181000.0,-488420845172000.0,-488420845009000.0,2.0,16445566110.4,0.249997067283,36,8.705791516489999e-14,0.00781285860954,0.25,0.125007204196
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488984768710000.0,772386.083731,-488984768710000.0,-488984768164000.0,-488984769256000.0,-488984769201000.0,-488984768218000.0,2.0,596580262341.0,0.250002932717,98,8.705791516489999e-14,0.00783427209202,0.125354107649,0.249985591609
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493421994162000.0,910707.749004,-493421994162000.0,-493421993518000.0,-493421994806000.0,-493421994742000.0,-493421993582000.0,2.0,829388604096.0,0.249997067283,42,8.705791516489999e-14,0.0156257172191,0.25,0.250014408391
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880093531000.0,4852885.24138,-493880093531000.0,-493880090100000.0,-493880096963000.0,-493880096620000.0,-493880090443000.0,2.0,23550495166000.0,0.124996134146,11,8.705791516489999e-14,0.00390635431621,0.25,0.125007204196
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-494444258578000.0,13697584.8382,-494444258578000.0,-494444248892000.0,-494444268264000.0,-494444267295000.0,-494444249861000.0,2.0,187623830401000.0,0.250002399496,73,8.705791516489999e-14,0.00783425538261,0.125354107649,0.249985591609
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881249873000.0,5941951.0858,-498881249873000.0,-498881245671000.0,-498881254075000.0,-498881253654000.0,-498881246092000.0,2.0,35306782706100.0,0.124996134146,17,8.705791516489999e-14,0.00781270863241,0.25,0.250014408391
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499903726760000.0,9127512.65505,-499903726760000.0,-499903720306000.0,-499903733214000.0,-499903732568000.0,-499903720951000.0,2.0,83311487268000.0,0.249997067283,48,8.705791516489999e-14,0.00783408828855,0.125354107649,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505362973785000.0,8962274.66079,-505362973785000.0,-505362967447000.0,-505362980122000.0,-505362979488000.0,-505362968081000.0,2.0,80322367095400.0,0.124996134146,23,8.705791516489999e-14,0.00391696895194,0.125354107649,0.249985591609
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732625829892000.0,7343181.32798,-732625829892000.0,-732625824700000.0,-732625835085000.0,-732625834565000.0,-732625825219000.0,2.0,53922312015700.0,0.125001466359,116,8.705791516489999e-14,0.00390652095746,0.25,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-738085323909000.0,1903007.66561,-738085323909000.0,-738085322564000.0,-738085325255000.0,-738085325120000.0,-738085322698000.0,2.0,3621438175360.0,0.250002932717,91,8.705791516489999e-14,0.00781304191492,0.25,0.125007204196
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-739107568920000.0,6953874.67399,-739107568920000.0,-739107564003000.0,-739107573837000.0,-739107573345000.0,-739107564494000.0,2.0,48356372981600.0,0.125001466359,122,8.705791516489999e-14,0.00391758758907,0.125354107649,0.250014408391
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-743544805152000.0,6412424.45008,-743544805152000.0,-743544800618000.0,-743544809686000.0,-743544809233000.0,-743544801071000.0,2.0,41119187328000.0,0.250002399496,66,8.705791516489999e-14,0.0078130252508,0.25,0.125007204196
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-744567060784000.0,5446873.41074,-744567060784000.0,-744567056932000.0,-744567064636000.0,-744567064250000.0,-744567057318000.0,2.0,29668429952600.0,0.250002932717,97,8.705791516489999e-14,0.00783517517814,0.125354107649,0.250014408391
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-749004270375000.0,8048192.50984,-749004270375000.0,-749004264684000.0,-749004276066000.0,-749004275497000.0,-749004265253000.0,2.0,64773402675400.0,0.249997067283,41,8.705791516489999e-14,0.00781285860954,0.25,0.125007204196
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-750026546440000.0,6822501.83544,-750026546440000.0,-750026541616000.0,-750026551265000.0,-750026550782000.0,-750026542099000.0,2.0,46546531294600.0,0.250002399496,72,8.705791516489999e-14,0.00783515846681,0.125354107649,0.250014408391
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754463525952000.0,3329070.3047,-754463525952000.0,-754463523598000.0,-754463528306000.0,-754463528070000.0,-754463523833000.0,2.0,11082709093600.0,0.124996134146,16,8.705791516489999e-14,0.00390635431621,0.25,0.125007204196
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-755486013124000.0,4172000.36613,-755486013124000.0,-755486010174000.0,-755486016074000.0,-755486015779000.0,-755486010469000.0,2.0,17405587055000.0,0.249997067283,47,8.705791516489999e-14,0.00783499135348,0.125354107649,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945250401000.0,5563707.07321,-760945250401000.0,-760945246467000.0,-760945254335000.0,-760945253942000.0,-760945246860000.0,2.0,30954836396400.0,0.124996134146,22,8.705791516489999e-14,0.00391742047574,0.125354107649,0.250014408391
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-994689843943000.0,13775968.0669,-994689843943000.0,-994689834202000.0,-994689853684000.0,-994689852710000.0,-994689835176000.0,2.0,189777296180000.0,0.125001466359,121,8.705791516489999e-14,0.00195879379453,0.125354107649,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1000149333220000.0,9548349.42139,-1000149333220000.0,-1000149326470000.0,-1000149339970000.0,-1000149339300000.0,-1000149327150000.0,2.0,91170976672900.0,0.250002932717,96,8.705791516489999e-14,0.00391758758907,0.125354107649,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1005608820370000.0,2178538.80557,-1005608820370000.0,-1005608818830000.0,-1005608821910000.0,-1005608821750000.0,-1005608818980000.0,2.0,4746031327400.0,0.250002399496,71,8.705791516489999e-14,0.0039175792334,0.125354107649,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1011068289790000.0,2887936.96629,-1011068289790000.0,-1011068287750000.0,-1011068291830000.0,-1011068291630000.0,-1011068287950000.0,2.0,8340179921240.0,0.249997067283,46,8.705791516489999e-14,0.00391749567674,0.125354107649,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016527530840000.0,2967388.10294,-1016527530840000.0,-1016527528740000.0,-1016527532940000.0,-1016527532730000.0,-1016527528950000.0,2.0,8805392153460.0,0.124996134146,21,8.705791516489999e-14,0.00195871023787,0.125354107649,0.125007204196
