npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-299048855.366,590687.983089,-299048855.366,-298631175.888,-299466534.844,-299424766.897,-298672943.835,2.0,348912293366.0,0.00195769405898,5,1.0563053673200001e-12,0.125333333333,0.12498630137,0.124972890913
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-304185786.706,155710.140219,-304185786.706,-304075683.01,-304295890.403,-304284880.033,-304086693.38,2.0,24245647767.1,0.00391567420506,30,1.0563053673200001e-12,0.125333333333,0.24999086758,0.124972890913
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-333580128.875,88664.163707,-333580128.875,-333517433.843,-333642823.906,-333636554.403,-333523703.347,2.0,7861333925.86,0.00391596029216,55,1.0563053673200001e-12,0.125333333333,0.25000913242,0.124972890913
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-362516581.404,233206.560612,-362516581.404,-362351679.464,-362681483.345,-362664993.151,-362368169.658,2.0,54385299912.3,0.00391596029216,80,1.0563053673200001e-12,0.125333333333,0.25000913242,0.124972890913
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-391292691.279,690049.078806,-391292691.279,-390804752.896,-391780629.662,-391731835.823,-390853546.734,2.0,476167731162.0,0.00195798014608,105,1.0563053673200001e-12,0.125333333333,0.12500456621,0.124972890913
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-104649051411000.0,72003.7112564,-104649051411000.0,-104649051360000.0,-104649051462000.0,-104649051457000.0,-104649051365000.0,2.0,5184534434.7,0.00391765919034,106,1.0563053673200001e-12,0.250666666667,0.12500456621,0.125027109087
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-106086764983000.0,24011.6337649,-106086764983000.0,-106086764966000.0,-106086765000000.0,-106086764998000.0,-106086764967000.0,2.0,576558556.058,0.00783531838067,81,1.0563053673200001e-12,0.250666666667,0.25000913242,0.125027109087
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107524478449000.0,14835.542211,-107524478449000.0,-107524478438000.0,-107524478459000.0,-107524478458000.0,-107524478439000.0,2.0,220093312.695,0.00783531838067,56,1.0563053673200001e-12,0.250666666667,0.25000913242,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107637069291000.0,111923.767093,-107637069291000.0,-107637069212000.0,-107637069370000.0,-107637069362000.0,-107637069220000.0,2.0,12526929640.3,0.00779195129376,112,1.0563053673200001e-12,0.249333333333,0.12500456621,0.25
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-108962192053000.0,22076.2051649,-108962192053000.0,-108962192038000.0,-108962192069000.0,-108962192067000.0,-108962192039000.0,2.0,487358834.485,0.00783474595823,31,1.0563053673200001e-12,0.250666666667,0.24999086758,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109074783189000.0,39087.0509029,-109074783189000.0,-109074783162000.0,-109074783217000.0,-109074783214000.0,-109074783164000.0,2.0,1527797548.28,0.0155839025875,87,1.0563053673200001e-12,0.249333333333,0.25000913242,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109342697896000.0,465980.496181,-109342697896000.0,-109342697566000.0,-109342698225000.0,-109342698192000.0,-109342697599000.0,2.0,217137822821.0,0.00779195129376,118,1.0563053673200001e-12,0.249333333333,0.12500456621,0.25
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399695202000.0,51382.3451481,-110399695202000.0,-110399695166000.0,-110399695238000.0,-110399695235000.0,-110399695169000.0,2.0,2640145392.92,0.00391708676789,6,1.0563053673200001e-12,0.250666666667,0.12498630137,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110512496288000.0,118001.692382,-110512496288000.0,-110512496205000.0,-110512496372000.0,-110512496364000.0,-110512496213000.0,2.0,13924399405.1,0.0155839025875,62,1.0563053673200001e-12,0.249333333333,0.25000913242,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110780411262000.0,259069.56152,-110780411262000.0,-110780411079000.0,-110780411445000.0,-110780411427000.0,-110780411097000.0,2.0,67117037706.3,0.0155839025875,93,1.0563053673200001e-12,0.249333333333,0.25000913242,0.25
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111950209860000.0,178088.831366,-111950209860000.0,-111950209734000.0,-111950209986000.0,-111950209973000.0,-111950209746000.0,2.0,31715631857.3,0.0155827640791,37,1.0563053673200001e-12,0.249333333333,0.24999086758,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112218124655000.0,123998.2341,-112218124655000.0,-112218124567000.0,-112218124743000.0,-112218124734000.0,-112218124576000.0,2.0,15375562060.0,0.0155839025875,68,1.0563053673200001e-12,0.249333333333,0.25000913242,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112330701779000.0,144208.704877,-112330701779000.0,-112330701677000.0,-112330701881000.0,-112330701871000.0,-112330701688000.0,2.0,20796150562.4,0.00391680974125,124,1.0563053673200001e-12,0.125333333333,0.12500456621,0.25
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387713210000.0,112374.017336,-113387713210000.0,-113387713131000.0,-113387713290000.0,-113387713282000.0,-113387713139000.0,2.0,12627919772.2,0.00779081278539,12,1.0563053673200001e-12,0.249333333333,0.12498630137,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113655838348000.0,333207.950809,-113655838348000.0,-113655838112000.0,-113655838583000.0,-113655838560000.0,-113655838136000.0,2.0,111027538483.0,0.0155827640791,43,1.0563053673200001e-12,0.249333333333,0.24999086758,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113768415906000.0,24593.3064322,-113768415906000.0,-113768415889000.0,-113768415923000.0,-113768415922000.0,-113768415890000.0,2.0,604830721.268,0.0078336194825,99,1.0563053673200001e-12,0.125333333333,0.25000913242,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093341732000.0,28855.2931189,-115093341732000.0,-115093341712000.0,-115093341753000.0,-115093341751000.0,-115093341714000.0,2.0,832627940.978,0.00779081278539,18,1.0563053673200001e-12,0.249333333333,0.12498630137,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115206129066000.0,432768.486163,-115206129066000.0,-115206128760000.0,-115206129372000.0,-115206129341000.0,-115206128790000.0,2.0,187288562616.0,0.0078336194825,74,1.0563053673200001e-12,0.125333333333,0.25000913242,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-116643842729000.0,224493.122677,-116643842729000.0,-116643842570000.0,-116643842888000.0,-116643842872000.0,-116643842586000.0,2.0,50397162129.5,0.00783304718417,49,1.0563053673200001e-12,0.125333333333,0.24999086758,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081345938000.0,282421.155299,-118081345938000.0,-118081345738000.0,-118081346138000.0,-118081346118000.0,-118081345758000.0,2.0,79761708960.5,0.00391623744292,24,1.0563053673200001e-12,0.125333333333,0.12498630137,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-230188743597000.0,95787.8002688,-230188743597000.0,-230188743529000.0,-230188743664000.0,-230188743658000.0,-230188743536000.0,2.0,9175302680.33,0.00389682057762,111,1.0563053673200001e-12,0.249333333333,0.12500456621,0.125027109087
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231626456894000.0,140597.510546,-231626456894000.0,-231626456795000.0,-231626456994000.0,-231626456984000.0,-231626456805000.0,2.0,19767659971.7,0.00779364115524,86,1.0563053673200001e-12,0.249333333333,0.25000913242,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231841231397000.0,207883.714718,-231841231397000.0,-231841231250000.0,-231841231544000.0,-231841231530000.0,-231841231265000.0,2.0,43215638844.8,0.00779195129376,117,1.0563053673200001e-12,0.249333333333,0.12500456621,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233064170477000.0,77366.4532791,-233064170477000.0,-233064170422000.0,-233064170532000.0,-233064170526000.0,-233064170428000.0,2.0,5985568092.99,0.00779364115524,61,1.0563053673200001e-12,0.249333333333,0.25000913242,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233278944864000.0,315225.529305,-233278944864000.0,-233278944641000.0,-233278945087000.0,-233278945065000.0,-233278944664000.0,2.0,99367134325.9,0.0155839025875,92,1.0563053673200001e-12,0.249333333333,0.25000913242,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234501883995000.0,271419.314036,-234501883995000.0,-234501883803000.0,-234501884187000.0,-234501884168000.0,-234501883822000.0,2.0,73668444031.9,0.0077930717776,36,1.0563053673200001e-12,0.249333333333,0.24999086758,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234716658091000.0,176457.304002,-234716658091000.0,-234716657966000.0,-234716658216000.0,-234716658204000.0,-234716657979000.0,2.0,31137180135.8,0.0155839025875,67,1.0563053673200001e-12,0.249333333333,0.25000913242,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234882385980000.0,185144.221295,-234882385980000.0,-234882385849000.0,-234882386111000.0,-234882386098000.0,-234882385862000.0,2.0,34278382678.8,0.00391680974125,123,1.0563053673200001e-12,0.125333333333,0.12500456621,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939387163000.0,147604.651485,-235939387163000.0,-235939387059000.0,-235939387268000.0,-235939387257000.0,-235939387069000.0,2.0,21787133140.1,0.00389625119998,11,1.0563053673200001e-12,0.249333333333,0.12498630137,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236154371654000.0,393688.064387,-236154371654000.0,-236154371375000.0,-236154371932000.0,-236154371904000.0,-236154371403000.0,2.0,154990292040.0,0.0155827640791,42,1.0563053673200001e-12,0.249333333333,0.24999086758,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236320099777000.0,217560.559406,-236320099777000.0,-236320099624000.0,-236320099931000.0,-236320099916000.0,-236320099639000.0,2.0,47332597009.2,0.0078336194825,98,1.0563053673200001e-12,0.125333333333,0.25000913242,0.25
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591875038000.0,67490.226575,-237591875038000.0,-237591874990000.0,-237591875086000.0,-237591875081000.0,-237591874995000.0,2.0,4554930683.15,0.00779081278539,17,1.0563053673200001e-12,0.249333333333,0.12498630137,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237757813304000.0,274869.089148,-237757813304000.0,-237757813110000.0,-237757813499000.0,-237757813479000.0,-237757813130000.0,2.0,75553016169.0,0.0078336194825,73,1.0563053673200001e-12,0.125333333333,0.25000913242,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-239195526522000.0,174963.783995,-239195526522000.0,-239195526398000.0,-239195526646000.0,-239195526633000.0,-239195526411000.0,2.0,30612325709.9,0.00783304718417,48,1.0563053673200001e-12,0.125333333333,0.24999086758,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240633030132000.0,250587.417932,-240633030132000.0,-240633029955000.0,-240633030309000.0,-240633030292000.0,-240633029973000.0,2.0,62794054026.0,0.00391623744292,23,1.0563053673200001e-12,0.125333333333,0.12498630137,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-354392904985000.0,243375.238123,-354392904985000.0,-354392904813000.0,-354392905157000.0,-354392905140000.0,-354392904830000.0,2.0,59231506531.7,0.00389682057762,116,1.0563053673200001e-12,0.249333333333,0.12500456621,0.125027109087
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-355830619244000.0,261095.068895,-355830619244000.0,-355830619059000.0,-355830619428000.0,-355830619410000.0,-355830619077000.0,2.0,68170635001.3,0.00779364115524,91,1.0563053673200001e-12,0.249333333333,0.25000913242,0.125027109087
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357268332049000.0,36748.516195,-357268332049000.0,-357268332023000.0,-357268332075000.0,-357268332073000.0,-357268332026000.0,2.0,1350453442.53,0.00779364115524,66,1.0563053673200001e-12,0.249333333333,0.25000913242,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357380919341000.0,6477.84941677,-357380919341000.0,-357380919336000.0,-357380919345000.0,-357380919345000.0,-357380919336000.0,2.0,41962533.0664,0.00391680974125,122,1.0563053673200001e-12,0.125333333333,0.12500456621,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358706045748000.0,249822.726143,-358706045748000.0,-358706045572000.0,-358706045925000.0,-358706045907000.0,-358706045589000.0,2.0,62411394497.4,0.0077930717776,41,1.0563053673200001e-12,0.249333333333,0.24999086758,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358818633106000.0,263085.441901,-358818633106000.0,-358818632920000.0,-358818633292000.0,-358818633273000.0,-358818632938000.0,2.0,69213949740.5,0.0078336194825,97,1.0563053673200001e-12,0.125333333333,0.25000913242,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143548871000.0,11736.7351308,-360143548871000.0,-360143548862000.0,-360143548879000.0,-360143548878000.0,-360143548863000.0,2.0,137750951.531,0.00389625119998,16,1.0563053673200001e-12,0.249333333333,0.12498630137,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360256346583000.0,11227.0437242,-360256346583000.0,-360256346575000.0,-360256346591000.0,-360256346590000.0,-360256346576000.0,2.0,126046510.785,0.0078336194825,72,1.0563053673200001e-12,0.125333333333,0.25000913242,0.25
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-361694060583000.0,75752.216886,-361694060583000.0,-361694060529000.0,-361694060636000.0,-361694060631000.0,-361694060535000.0,2.0,5738398363.14,0.00783304718417,47,1.0563053673200001e-12,0.125333333333,0.24999086758,0.25
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131563340000.0,99455.6294341,-363131563340000.0,-363131563269000.0,-363131563410000.0,-363131563403000.0,-363131563276000.0,2.0,9891422226.12,0.00391623744292,22,1.0563053673200001e-12,0.125333333333,0.12498630137,0.25
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-479932593434000.0,346528.107945,-479932593434000.0,-479932593189000.0,-479932593679000.0,-479932593654000.0,-479932593213000.0,2.0,120081729596.0,0.00195882959517,121,1.0563053673200001e-12,0.125333333333,0.12500456621,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-481370307245000.0,102533.665253,-481370307245000.0,-481370307173000.0,-481370307318000.0,-481370307310000.0,-481370307180000.0,2.0,10513152510.1,0.00391765919034,96,1.0563053673200001e-12,0.125333333333,0.25000913242,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-482808020401000.0,333960.168793,-482808020401000.0,-482808020165000.0,-482808020638000.0,-482808020614000.0,-482808020189000.0,2.0,111529394340.0,0.00391765919034,71,1.0563053673200001e-12,0.125333333333,0.25000913242,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-484245734002000.0,332484.127582,-484245734002000.0,-484245733766000.0,-484245734237000.0,-484245734213000.0,-484245733790000.0,2.0,110545695094.0,0.00391737297911,46,1.0563053673200001e-12,0.125333333333,0.24999086758,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683237504000.0,552805.651707,-485683237504000.0,-485683237113000.0,-485683237895000.0,-485683237856000.0,-485683237152000.0,2.0,305594088559.0,0.00195854338395,21,1.0563053673200001e-12,0.125333333333,0.12498630137,0.125027109087
