npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816736992000.0,3098661.88024,-231816736992000.0,-231816734801000.0,-231816739183000.0,-231816738964000.0,-231816735020000.0,2.0,9601705448080.0,106,0.125002399524,0.00390655012056,0.125007204196,1.74117872884e-13,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298218792000.0,1717360.82397,-238298218792000.0,-238298217578000.0,-238298220007000.0,-238298219885000.0,-238298217699000.0,2.0,2949328199720.0,12,0.124991734973,0.00781243366828,0.250014408391,1.74117872884e-13,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298273222000.0,883431.281697,-238298273222000.0,-238298272597000.0,-238298273847000.0,-238298273784000.0,-238298272660000.0,2.0,780450829480.0,37,0.249995200952,0.0156256005667,0.250014408391,1.74117872884e-13,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298324934000.0,1726128.24095,-238298324934000.0,-238298323714000.0,-238298326155000.0,-238298326033000.0,-238298323836000.0,2.0,2979518704210.0,62,0.250005865503,0.0156262671395,0.250014408391,1.74117872884e-13,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298371346000.0,2885016.23963,-238298371346000.0,-238298369306000.0,-238298373386000.0,-238298373182000.0,-238298369510000.0,2.0,8323318702920.0,87,0.250004799048,0.0156262004822,0.250014408391,1.74117872884e-13,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298427447000.0,8333817.44443,-238298427447000.0,-238298421554000.0,-238298433339000.0,-238298432750000.0,-238298422143000.0,2.0,69452513197000.0,112,0.125002399524,0.00781310024112,0.250014408391,1.74117872884e-13,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299308501000.0,6250810.70953,-243299308501000.0,-243299304081000.0,-243299312921000.0,-243299312479000.0,-243299304523000.0,2.0,39072634526400.0,18,0.124991734973,0.00781153320336,0.249985591609,1.74117872884e-13,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299368008000.0,677186.485818,-243299368008000.0,-243299367529000.0,-243299368486000.0,-243299368439000.0,-243299367577000.0,2.0,458581536575.0,43,0.249995200952,0.0156237995523,0.249985591609,1.74117872884e-13,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299415070000.0,10307986.9223,-243299415070000.0,-243299407781000.0,-243299422359000.0,-243299421630000.0,-243299408510000.0,2.0,106254594390000.0,68,0.250005865503,0.0156244660483,0.249985591609,1.74117872884e-13,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299471349000.0,8268228.11975,-243299471349000.0,-243299465502000.0,-243299477196000.0,-243299476611000.0,-243299466087000.0,2.0,68363596240300.0,93,0.250004799048,0.0156243993987,0.249985591609,1.74117872884e-13,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299521151000.0,2098790.26423,-243299521151000.0,-243299519667000.0,-243299522635000.0,-243299522486000.0,-243299519815000.0,2.0,4404920573220.0,118,0.125002399524,0.00781219969937,0.249985591609,1.74117872884e-13,0.25
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839887781000.0,13252143.0982,-249839887781000.0,-249839878411000.0,-249839897152000.0,-249839896215000.0,-249839879348000.0,2.0,175619296695000.0,24,0.124991734973,0.0039168310963,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839945608000.0,1816504.57512,-249839945608000.0,-249839944324000.0,-249839946893000.0,-249839946764000.0,-249839944452000.0,2.0,3299688871440.0,49,0.249995200952,0.00783402980386,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839993109000.0,3885397.52495,-249839993109000.0,-249839990362000.0,-249839995857000.0,-249839995582000.0,-249839990637000.0,2.0,15096313926900.0,74,0.250005865503,0.00783436399591,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840053782000.0,5745792.1296,-249840053782000.0,-249840049719000.0,-249840057845000.0,-249840057439000.0,-249840050125000.0,2.0,33014127196500.0,99,0.250004799048,0.00783433057671,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840097992000.0,12091002.5667,-249840097992000.0,-249840089443000.0,-249840106542000.0,-249840105687000.0,-249840090298000.0,2.0,146192343068000.0,124,0.125002399524,0.00391716528835,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880567470000.0,5011856.98793,-493880567470000.0,-493880563926000.0,-493880571014000.0,-493880570659000.0,-493880564280000.0,2.0,25118710467400.0,11,0.124991734973,0.00390621683414,0.125007204196,1.74117872884e-13,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880616583000.0,1567067.64202,-493880616583000.0,-493880615474000.0,-493880617691000.0,-493880617580000.0,-493880615585000.0,2.0,2455700994660.0,36,0.249995200952,0.00781280028334,0.125007204196,1.74117872884e-13,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880665746000.0,2699891.55216,-493880665746000.0,-493880663836000.0,-493880667655000.0,-493880667464000.0,-493880664027000.0,2.0,7289414393420.0,61,0.250005865503,0.00781313356976,0.125007204196,1.74117872884e-13,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880725377000.0,3595506.37208,-493880725377000.0,-493880722834000.0,-493880727919000.0,-493880727665000.0,-493880723089000.0,2.0,12927666071700.0,86,0.250004799048,0.00781310024112,0.125007204196,1.74117872884e-13,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880772381000.0,3279639.29805,-493880772381000.0,-493880770062000.0,-493880774700000.0,-493880774468000.0,-493880770294000.0,2.0,10756033925300.0,111,0.125002399524,0.00390655012056,0.125007204196,1.74117872884e-13,0.25
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881660995000.0,12752411.865,-498881660995000.0,-498881651978000.0,-498881670012000.0,-498881669110000.0,-498881652879000.0,2.0,162624008375000.0,17,0.124991734973,0.00781243366828,0.250014408391,1.74117872884e-13,0.25
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881716096000.0,4680280.4319,-498881716096000.0,-498881712786000.0,-498881719405000.0,-498881719074000.0,-498881713117000.0,2.0,21905024921200.0,42,0.249995200952,0.0156256005667,0.250014408391,1.74117872884e-13,0.25
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881771073000.0,8011609.14727,-498881771073000.0,-498881765408000.0,-498881776738000.0,-498881776171000.0,-498881765974000.0,2.0,64185881128600.0,67,0.250005865503,0.0156262671395,0.250014408391,1.74117872884e-13,0.25
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881828526000.0,976840.308462,-498881828526000.0,-498881827835000.0,-498881829217000.0,-498881829148000.0,-498881827904000.0,2.0,954216988237.0,92,0.250004799048,0.0156262004822,0.250014408391,1.74117872884e-13,0.25
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881879197000.0,2980976.52976,-498881879197000.0,-498881877089000.0,-498881881305000.0,-498881881094000.0,-498881877300000.0,2.0,8886221070970.0,117,0.125002399524,0.00781310024112,0.250014408391,1.74117872884e-13,0.25
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363345437000.0,289418.893928,-505363345437000.0,-505363345232000.0,-505363345641000.0,-505363345621000.0,-505363345252000.0,2.0,83763296162.5,23,0.124991734973,0.0039168310963,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363392637000.0,917644.554916,-505363392637000.0,-505363391988000.0,-505363393286000.0,-505363393221000.0,-505363392053000.0,2.0,842071529167.0,48,0.249995200952,0.00783402980386,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363445104000.0,12277272.3031,-505363445104000.0,-505363436423000.0,-505363453786000.0,-505363452918000.0,-505363437291000.0,2.0,150731415205000.0,73,0.250005865503,0.00783436399591,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363505231000.0,11723856.8602,-505363505231000.0,-505363496941000.0,-505363513521000.0,-505363512692000.0,-505363497770000.0,2.0,137448819678000.0,98,0.250004799048,0.00783433057671,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363544324000.0,4899478.54012,-505363544324000.0,-505363540860000.0,-505363547789000.0,-505363547442000.0,-505363541206000.0,2.0,24004889965100.0,123,0.125002399524,0.00391716528835,0.249985591609,1.74117872884e-13,0.125354107649
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464014039000.0,4864017.84215,-754464014039000.0,-754464010600000.0,-754464017478000.0,-754464017134000.0,-754464010944000.0,2.0,23658669568800.0,16,0.124991734973,0.00390621683414,0.125007204196,1.74117872884e-13,0.25
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464062790000.0,5029225.74018,-754464062790000.0,-754464059234000.0,-754464066346000.0,-754464065991000.0,-754464059589000.0,2.0,25293111545700.0,41,0.249995200952,0.00781280028334,0.125007204196,1.74117872884e-13,0.25
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464119514000.0,15028658.3763,-754464119514000.0,-754464108887000.0,-754464130140000.0,-754464129078000.0,-754464109949000.0,2.0,225860572591000.0,66,0.250005865503,0.00781313356976,0.125007204196,1.74117872884e-13,0.25
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464171036000.0,12069353.6529,-754464171036000.0,-754464162502000.0,-754464179571000.0,-754464178717000.0,-754464163355000.0,2.0,145669297599000.0,91,0.250004799048,0.00781310024112,0.125007204196,1.74117872884e-13,0.25
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464218869000.0,4547447.10849,-754464218869000.0,-754464215654000.0,-754464222085000.0,-754464221763000.0,-754464215975000.0,2.0,20679275204500.0,116,0.125002399524,0.00390655012056,0.125007204196,1.74117872884e-13,0.25
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945708400000.0,4268773.76276,-760945708400000.0,-760945705381000.0,-760945711418000.0,-760945711116000.0,-760945705683000.0,2.0,18222429437600.0,22,0.124991734973,0.00391728260421,0.250014408391,1.74117872884e-13,0.125354107649
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945741165000.0,1092173.97647,-760945741165000.0,-760945740393000.0,-760945741937000.0,-760945741860000.0,-760945740470000.0,2.0,1192843994890.0,47,0.249995200952,0.00783493286205,0.250014408391,1.74117872884e-13,0.125354107649
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945807461000.0,1537302.73337,-760945807461000.0,-760945806374000.0,-760945808548000.0,-760945808440000.0,-760945806483000.0,2.0,2363299694020.0,72,0.250005865503,0.00783526709262,0.250014408391,1.74117872884e-13,0.125354107649
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945848570000.0,3745159.33514,-760945848570000.0,-760945845922000.0,-760945851219000.0,-760945850954000.0,-760945846187000.0,2.0,14026218445600.0,97,0.250004799048,0.00783523366957,0.250014408391,1.74117872884e-13,0.125354107649
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945908954000.0,9506103.06158,-760945908954000.0,-760945902232000.0,-760945915676000.0,-760945915004000.0,-760945902904000.0,2.0,90365995417300.0,122,0.125002399524,0.00391761683478,0.250014408391,1.74117872884e-13,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528045110000.0,11916111.5042,-1016528045110000.0,-1016528036690000.0,-1016528053540000.0,-1016528052700000.0,-1016528037530000.0,2.0,141993713381000.0,21,0.124991734973,0.0019586413021,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528092020000.0,6064423.96904,-1016528092020000.0,-1016528087730000.0,-1016528096300000.0,-1016528095880000.0,-1016528088160000.0,2.0,36777238076300.0,46,0.249995200952,0.00391746643102,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528158190000.0,3872251.87956,-1016528158190000.0,-1016528155460000.0,-1016528160930000.0,-1016528160660000.0,-1016528155730000.0,2.0,14994334618800.0,71,0.250005865503,0.00391763354631,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528196690000.0,16877772.7495,-1016528196690000.0,-1016528184760000.0,-1016528208630000.0,-1016528207430000.0,-1016528185950000.0,2.0,284859212984000.0,96,0.250004799048,0.00391761683478,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528257000000.0,6956968.88488,-1016528257000000.0,-1016528252080000.0,-1016528261920000.0,-1016528261430000.0,-1016528252570000.0,2.0,48399416065100.0,121,0.125002399524,0.00195880841739,0.125007204196,1.74117872884e-13,0.125354107649
