npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,PointProbability
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1877644599.02,38757997.8922,1877644599.02,1905050642.15,1850238555.88,1852979160.2,1902310037.84,2.0,1502182400610000.0,0.125,0.00781233727318,31,0.249994792742,0.25,1.17734560967e-13
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1872591042.53,43072649.6072,1872591042.53,1903048005.16,1842134079.91,1845179776.18,1900002308.89,2.0,1855253144180000.0,0.25,0.0156252662803,62,0.250004260484,0.25,1.17734560967e-13
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1869586415.31,57241727.6689,1869586415.31,1910062429.12,1829110401.51,1833158002.89,1906014827.73,2.0,3276615386520000.0,0.25,0.00781233727318,108,0.249994792742,0.125,1.17734560967e-13
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1867147597.81,7779506.23252,1867147597.81,1872648539.42,1861646656.2,1862196750.36,1872098445.26,2.0,60520717221900.0,0.25,0.00781263314013,113,0.250004260484,0.125,1.17734560967e-13
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1862146741.76,116697894.156,1862146741.76,1944664614.07,1779628869.46,1787880656.69,1936412826.84,2.0,1.36183985004e+16,0.25,0.00390603549646,103,0.124993135887,0.125,1.17734560967e-13
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1861372171.32,25732807.0597,1861372171.32,1879568013.7,1843176328.95,1844995913.19,1877748429.46,2.0,662177359171000.0,0.125,0.00781263314013,36,0.250004260484,0.25,1.17734560967e-13
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1855043142.48,10888187.3361,1855043142.48,1862742253.58,1847344031.38,1848113942.49,1861972342.47,2.0,118552623466000.0,0.25,0.00781207099292,52,0.124993135887,0.25,1.17734560967e-13
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1842175101.11,3685027.44288,1842175101.11,1844780809.0,1839569393.22,1839829964.01,1844520238.21,2.0,13579427254800.0,0.25,0.0156253254536,67,0.250005207258,0.25,1.17734560967e-13
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1838579292.51,19614930.2487,1838579292.51,1852449142.71,1824709442.32,1826096427.34,1851062157.69,2.0,384745488661000.0,0.25,0.0156246745464,82,0.249994792742,0.25,1.17734560967e-13
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1836824680.02,36695083.9436,1836824680.02,1862772022.71,1810877337.33,1813472071.59,1860177288.44,2.0,1346529185630000.0,0.125,0.00781233727318,56,0.249994792742,0.25,1.17734560967e-13
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1830214653.91,73040954.8273,1830214653.91,1881862408.38,1778566899.45,1783731674.9,1876697632.93,2.0,5334981082080000.0,0.25,0.00781266272682,98,0.125002603629,0.25,1.17734560967e-13
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1807769593.0,27564612.2409,1807769593.0,1827260717.24,1788278468.77,1790227581.19,1825311604.81,2.0,759807847989000.0,0.125,0.00390603549646,26,0.124993135887,0.25,1.17734560967e-13
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1794832610.28,42197995.6752,1794832610.28,1824671099.18,1764994121.39,1767977970.28,1821687250.29,2.0,1780670839000000.0,0.125,0.00781263314013,61,0.250004260484,0.25,1.17734560967e-13
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1789898546.17,19417657.8401,1789898546.17,1803628903.7,1776168188.63,1777541224.39,1802255867.95,2.0,377045435996000.0,0.125,0.00781266272682,41,0.250005207258,0.25,1.17734560967e-13
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1781591462.17,99001958.0491,1781591462.17,1851596418.06,1711586506.28,1718587001.87,1844595922.47,2.0,9801387697550000.0,0.25,0.00781266272682,118,0.250005207258,0.125,1.17734560967e-13
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1775137716.27,60402573.7289,1775137716.27,1817848785.75,1732426646.78,1736697753.73,1813577678.8,2.0,3648470913080000.0,0.125,0.00781233727318,81,0.249994792742,0.25,1.17734560967e-13
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1758194395.49,36317437.1604,1758194395.49,1783874701.59,1732514089.4,1735082120.01,1781306670.98,2.0,1318956241900000.0,0.25,0.0156253254536,92,0.250005207258,0.25,1.17734560967e-13
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1753974873.0,47928879.1055,1753974873.0,1787865708.43,1720084037.57,1723473121.11,1784476624.88,2.0,2297177452310000.0,0.25,0.00781207099292,77,0.124993135887,0.25,1.17734560967e-13
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1751590771.95,30373620.6594,1751590771.95,1773068165.09,1730113378.82,1732261118.13,1770920425.78,2.0,922556831958000.0,0.25,0.00390633136341,123,0.125002603629,0.125,1.17734560967e-13
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1750644309.88,28442383.7578,1750644309.88,1770756112.31,1730532507.46,1732543687.7,1768744932.07,2.0,808969193824000.0,0.25,0.00781266272682,72,0.125002603629,0.25,1.17734560967e-13
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1731893151.07,45320723.0674,1731893151.07,1763939741.68,1699846560.46,1703051219.52,1760735082.62,2.0,2053967939350000.0,0.125,0.00390633136341,46,0.125002603629,0.25,1.17734560967e-13
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1709082975.68,23206648.1609,1709082975.68,1725492553.96,1692673397.4,1694314355.23,1723851596.14,2.0,538548518862000.0,0.125,0.00390633136341,71,0.125002603629,0.25,1.17734560967e-13
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1697231918.79,44815103.4182,1697231918.79,1728920982.32,1665542855.27,1668711761.62,1725752075.97,2.0,2008393494380000.0,0.25,0.0156252662803,87,0.250004260484,0.25,1.17734560967e-13
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1685160936.82,20423697.8928,1685160936.82,1699602672.1,1670719201.55,1672163375.08,1698158498.57,2.0,417127435618000.0,0.25,0.00781266272682,97,0.125002603629,0.25,1.17734560967e-13
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1683839253.98,26648764.8882,1683839253.98,1702682776.34,1664995731.61,1666880083.85,1700798424.1,2.0,710156670068000.0,0.25,0.00390603549646,102,0.124993135887,0.125,1.17734560967e-13
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1669930807.32,14827116.527,1669930807.32,1680415161.96,1659446452.68,1660494888.14,1679366726.5,2.0,219843384504000.0,0.125,0.00781266272682,66,0.250005207258,0.25,1.17734560967e-13
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1666162527.75,30504730.5681,1666162527.75,1687732629.59,1644592425.9,1646749436.09,1685575619.41,2.0,930538587034000.0,0.125,0.00390603549646,51,0.124993135887,0.25,1.17734560967e-13
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1659006470.83,38530343.9465,1659006470.83,1686251538.32,1631761403.35,1634485910.1,1683527031.57,2.0,1484587404630000.0,0.25,0.00781263314013,112,0.250004260484,0.125,1.17734560967e-13
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1655964095.21,54299194.8206,1655964095.21,1694359424.08,1617568766.33,1621408299.22,1690519891.19,2.0,2948402558160000.0,0.25,0.00781233727318,107,0.249994792742,0.125,1.17734560967e-13
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1610619718.25,16059905.7431,1610619718.25,1621975786.51,1599263650.0,1600399256.82,1620840179.69,2.0,257920572476000.0,0.25,0.00781266272682,117,0.250005207258,0.125,1.17734560967e-13
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1606492907.45,10579646.3425,1606492907.45,1613973847.12,1599011967.78,1599760061.75,1613225753.16,2.0,111928916733000.0,0.125,0.00781263314013,86,0.250004260484,0.25,1.17734560967e-13
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1581188220.3,30843159.0389,1581188220.3,1602997627.21,1559378813.39,1561559754.08,1600816686.52,2.0,951300459498000.0,0.125,0.00390603549646,76,0.124993135887,0.25,1.17734560967e-13
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1575812035.93,34651676.8281,1575812035.93,1600314471.59,1551309600.26,1553759843.83,1597864228.03,2.0,1200738707000000.0,0.125,0.00781266272682,91,0.250005207258,0.25,1.17734560967e-13
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1529725475.43,5041848.24474,1529725475.43,1533290600.51,1526160350.34,1526516862.85,1532934088.0,2.0,25420233722900.0,0.25,0.00390633136341,122,0.125002603629,0.125,1.17734560967e-13
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1494476316.11,23579312.315,1494476316.11,1511149407.75,1477803224.48,1479470533.64,1509482098.58,2.0,555983969249000.0,0.125,0.00390633136341,96,0.125002603629,0.25,1.17734560967e-13
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1459000378.28,66800554.9431,1459000378.28,1506235503.67,1411765252.9,1416488765.44,1501511991.13,2.0,4462314140710000.0,0.125,0.00390616863659,106,0.249994792742,0.125,1.17734560967e-13
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1442582789.62,54913677.5221,1442582789.62,1481412623.38,1403752955.86,1407635939.24,1477529640.0,2.0,3015511979010000.0,0.125,0.00195301774823,101,0.124993135887,0.125,1.17734560967e-13
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1438239664.49,83462341.8016,1438239664.49,1497256452.35,1379222876.62,1385124555.41,1491354773.56,2.0,6965962499000000.0,0.125,0.00390631657006,111,0.250004260484,0.125,1.17734560967e-13
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1431741856.06,16139133.5932,1431741856.06,1443153946.86,1420329765.25,1421470974.33,1442012737.78,2.0,260471633138000.0,0.125,0.00195316568171,121,0.125002603629,0.125,1.17734560967e-13
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1330399299.01,121254043.391,1330399299.01,1416138855.34,1244659742.68,1253233698.31,1407564899.7,2.0,1.47025430387e+16,0.125,0.00390633136341,116,0.250005207258,0.125,1.17734560967e-13
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171528619993.0,2906802.25001,-171528619993.0,-171526564574.0,-171530675413.0,-171530469871.0,-171526770116.0,2.0,8449499320660.0,0.125,0.00195301774823,105,0.124993135887,0.125,1.17734560967e-13
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171553992703.0,61157953.9366,-171553992703.0,-171510747499.0,-171597237907.0,-171592913386.0,-171515072019.0,2.0,3740295329710000.0,0.125,0.00390616863659,110,0.249994792742,0.125,1.17734560967e-13
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171618546797.0,49039177.246,-171618546797.0,-171583870862.0,-171653222732.0,-171649755139.0,-171587338456.0,2.0,2404840904970000.0,0.25,0.00781207099292,79,0.124993135887,0.25,1.17734560967e-13
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171637627118.0,21814594.3233,-171637627118.0,-171622201871.0,-171653052366.0,-171651509841.0,-171623744396.0,2.0,475876525489000.0,0.25,0.0156246745464,84,0.249994792742,0.25,1.17734560967e-13
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171638499476.0,6669251.26764,-171638499476.0,-171633783603.0,-171643215348.0,-171642743761.0,-171634255190.0,2.0,44478912470900.0,0.125,0.00390631657006,115,0.250004260484,0.125,1.17734560967e-13
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171640573177.0,89682216.4676,-171640573177.0,-171577158273.0,-171703988080.0,-171697646590.0,-171583499763.0,2.0,8042899950540000.0,0.25,0.00781207099292,53,0.124993135887,0.25,1.17734560967e-13
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171669133200.0,21019438.6509,-171669133200.0,-171654270212.0,-171683996188.0,-171682509889.0,-171655756511.0,2.0,441816801200000.0,0.125,0.00390633136341,120,0.250005207258,0.125,1.17734560967e-13
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171701173888.0,119469656.731,-171701173888.0,-171616696083.0,-171785651692.0,-171777203912.0,-171625143864.0,2.0,1.42729988794e+16,0.25,0.0156252662803,89,0.250004260484,0.25,1.17734560967e-13
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171718586081.0,47924787.5498,-171718586081.0,-171684698139.0,-171752474023.0,-171749085229.0,-171688086933.0,2.0,2296785261690000.0,0.25,0.0156246745464,58,0.249994792742,0.25,1.17734560967e-13
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171719686404.0,743792.768991,-171719686404.0,-171719160463.0,-171720212345.0,-171720159751.0,-171719213058.0,2.0,553227683204.0,0.125,0.00195316568171,125,0.125002603629,0.125,1.17734560967e-13
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171755758206.0,45690133.2132,-171755758206.0,-171723450403.0,-171788066009.0,-171784835228.0,-171726681183.0,2.0,2087588273040000.0,0.25,0.00781207099292,27,0.124993135887,0.25,1.17734560967e-13
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171806965979.0,14707472.0493,-171806965979.0,-171796566225.0,-171817365732.0,-171816325756.0,-171797606201.0,2.0,216309734081000.0,0.25,0.0156246745464,32,0.249994792742,0.25,1.17734560967e-13
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171827064925.0,64761073.747,-171827064925.0,-171781271931.0,-171872857919.0,-171868278620.0,-171785851230.0,2.0,4193996672860000.0,0.25,0.0156253254536,94,0.250005207258,0.25,1.17734560967e-13
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171848475420.0,6155357.06113,-171848475420.0,-171844122925.0,-171852827915.0,-171852392665.0,-171844558175.0,2.0,37888420550000.0,0.125,0.00195301774823,1,0.124993135887,0.125,1.17734560967e-13
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171862238065.0,15905217.9684,-171862238065.0,-171850991378.0,-171873484753.0,-171872360084.0,-171852116046.0,2.0,252975958621000.0,0.25,0.0156252662803,63,0.250004260484,0.25,1.17734560967e-13
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171866237229.0,1855652.46323,-171866237229.0,-171864925085.0,-171867549374.0,-171867418159.0,-171865056299.0,2.0,3443446064300.0,0.25,0.0156252662803,37,0.250004260484,0.25,1.17734560967e-13
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171877803432.0,12527093.1299,-171877803432.0,-171868945440.0,-171886661425.0,-171885775626.0,-171869831239.0,2.0,156928062285000.0,0.25,0.00781266272682,73,0.125002603629,0.25,1.17734560967e-13
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171879443751.0,37499594.2367,-171879443751.0,-171852927534.0,-171905959968.0,-171903308347.0,-171855579155.0,2.0,1406219567920000.0,0.25,0.00781266272682,99,0.125002603629,0.25,1.17734560967e-13
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171910864328.0,5263533.4708,-171910864328.0,-171907142447.0,-171914586208.0,-171914214020.0,-171907514635.0,2.0,27704784598200.0,0.25,0.0156253254536,68,0.250005207258,0.25,1.17734560967e-13
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171920611737.0,22869179.5119,-171920611737.0,-171904440785.0,-171936782688.0,-171935165593.0,-171906057880.0,2.0,522999371547000.0,0.125,0.00390616863659,6,0.249994792742,0.125,1.17734560967e-13
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171954511088.0,13646989.9507,-171954511088.0,-171944861209.0,-171964160967.0,-171963195979.0,-171945826197.0,2.0,186240334715000.0,0.125,0.00390631657006,11,0.250004260484,0.125,1.17734560967e-13
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171989821902.0,3831732.72515,-171989821902.0,-171987112457.0,-171992531346.0,-171992260401.0,-171987383402.0,2.0,14682175677000.0,0.25,0.0156253254536,42,0.250005207258,0.25,1.17734560967e-13
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172005281164.0,29276620.7212,-172005281164.0,-171984579467.0,-172025982861.0,-172023912692.0,-171986649637.0,2.0,857120520856000.0,0.25,0.00781266272682,47,0.125002603629,0.25,1.17734560967e-13
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172038053643.0,10687103.9032,-172038053643.0,-172030496720.0,-172045610567.0,-172044854875.0,-172031252412.0,2.0,114214189838000.0,0.125,0.00390633136341,16,0.250005207258,0.125,1.17734560967e-13
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172091741854.0,11521909.9585,-172091741854.0,-172083594633.0,-172099889075.0,-172099074353.0,-172084409355.0,2.0,132754409091000.0,0.125,0.00195316568171,21,0.125002603629,0.125,1.17734560967e-13
