smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3755128478.5,6475640.19807,-3753786060.42,-3748903642.44,-3764038150.72,-3762714231.39,-3749422110.91,4.0,41933915974800.0,4.95258127397e-14,0.250000944804,12,0.249546279492,0.124990974078,0.00779778760718
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3757568942.39,11629168.3603,-3755729371.28,-3746784026.85,-3772033000.15,-3770496295.27,-3747216989.07,4.0,135237556752000.0,4.95258127397e-14,0.250000944804,18,0.249546279492,0.124990974078,0.00779778760718
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3758186452.85,20063777.3574,-3755979275.14,-3738350793.23,-3782436467.89,-3780028197.59,-3739434756.91,4.0,402555161846000.0,4.95258127397e-14,0.125000566882,124,0.250453720508,0.124990974078,0.0039130745569
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3788645096.76,24773481.7553,-3786346244.83,-3760940821.07,-3820947076.31,-3816227267.73,-3764281318.49,4.0,613725398281000.0,4.95258127397e-14,0.125000566882,24,0.250453720508,0.124990974078,0.0039130745569
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3792905128.33,10033467.2564,-3793828423.25,-3780865466.65,-3803098200.18,-3802468562.57,-3782049081.21,4.0,100670465185000.0,4.95258127397e-14,0.250000944804,91,0.125226860254,0.249981948155,0.00782614319848
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3797444604.74,25804312.9832,-3790504030.09,-3776244721.94,-3832525636.84,-3827799646.75,-3776806367.24,4.0,665862568535000.0,4.95258127397e-14,0.125000566882,98,0.249546279492,0.249981948155,0.00779779350107
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3798288723.72,35865730.9155,-3796190380.59,-3764019778.82,-3836754354.89,-3834338294.65,-3765176833.17,4.0,1286350654100000.0,4.95258127397e-14,0.250000944804,117,0.249546279492,0.124990974078,0.00779778760718
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3808574832.5,23214959.7547,-3810333783.67,-3778492830.13,-3835138932.55,-3831438555.04,-3783248578.33,4.0,538934356413000.0,4.95258127397e-14,0.250000944804,66,0.125226860254,0.250018051845,0.00782727349068
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3837222822.86,15819679.7288,-3834045680.17,-3823354255.83,-3857445675.28,-3855141742.32,-3823751903.17,4.0,250262266722000.0,4.95258127397e-14,0.250000944804,11,0.125226860254,0.124990974078,0.00391307159924
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3839877008.08,3832939.88084,-3839643258.6,-3835808178.19,-3844413336.95,-3843975048.38,-3836106217.07,4.0,14691428130100.0,4.95258127397e-14,0.125000566882,23,0.249546279492,0.124990974078,0.00389889675053
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3850051962.52,22087488.3555,-3841941716.56,-3834477075.48,-3881847341.46,-3876801221.2,-3834657048.17,4.0,487857141855000.0,4.95258127397e-14,0.250000944804,17,0.249546279492,0.124990974078,0.00779778760718
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3868067475.66,21530792.0882,-3865003169.75,-3849172955.88,-3893090607.29,-3890968862.56,-3849456117.06,4.0,463575007947000.0,4.95258127397e-14,0.250000944804,41,0.125226860254,0.250018051845,0.00782727349068
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3896345701.37,39966150.804,-3884968151.02,-3863593224.67,-3951853278.79,-3943885847.98,-3864734125.27,4.0,1597293210090000.0,4.95258127397e-14,0.125000566882,72,0.249546279492,0.250018051845,0.00779891969886
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3897589006.82,20986318.456,-3894093418.09,-3875991116.85,-3926178074.25,-3921748313.49,-3878323524.37,4.0,440425562335000.0,4.95258127397e-14,0.125000566882,47,0.249546279492,0.250018051845,0.00779891969886
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3899198194.94,20560962.6827,-3890375892.88,-3886447066.65,-3929593927.37,-3924253111.7,-3886494501.08,4.0,422753186439000.0,4.95258127397e-14,0.125000566882,123,0.249546279492,0.124990974078,0.00389889675053
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3934140294.17,1379398.29926,-3933656120.27,-3933144142.75,-3936104793.39,-3935803543.15,-3933154888.65,4.0,1902739667990.0,4.95258127397e-14,0.250000944804,16,0.125226860254,0.124990974078,0.00391307159924
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3941656431.69,20316784.4244,-3942993128.15,-3916362339.72,-3964277130.73,-3962052318.44,-3919389169.89,4.0,412771729348000.0,4.95258127397e-14,0.250000944804,116,0.125226860254,0.124990974078,0.00391307159924
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3954998995.32,22589377.2478,-3947403623.02,-3938622411.1,-3986566324.13,-3981994294.66,-3938637217.19,4.0,510279964443000.0,4.95258127397e-14,0.125000566882,22,0.249546279492,0.124990974078,0.00389889675053
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3971377947.17,37135451.9229,-3970992890.57,-3928871873.25,-4014654134.3,-4010372960.98,-3932922012.61,4.0,1379041789520000.0,4.95258127397e-14,0.125000566882,97,0.249546279492,0.249981948155,0.00779779350107
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3998076896.53,20639441.327,-3998926418.91,-3973047520.11,-4021407228.19,-4019125794.43,-3975838667.3,4.0,425986538289000.0,4.95258127397e-14,0.125000566882,71,0.125226860254,0.250018051845,0.00391363970343
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4023412031.86,24128530.2087,-4020827632.28,-3996672285.13,-4055320577.75,-4050165102.37,-4000277120.76,4.0,582185970034000.0,4.95258127397e-14,0.125000566882,46,0.125226860254,0.250018051845,0.00391363970343
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4041904653.66,20054168.9838,-4035232102.88,-4026711221.66,-4070443187.22,-4066062617.28,-4027088261.13,4.0,402169693629000.0,4.95258127397e-14,0.125000566882,122,0.249546279492,0.124990974078,0.00389889675053
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4070354399.67,13170170.1664,-4066333067.76,-4059531479.97,-4089219983.17,-4086197355.49,-4060141308.51,4.0,173453382211000.0,4.95258127397e-14,0.125000566882,21,0.125226860254,0.124990974078,0.00195653727845
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4094172029.88,11802295.0484,-4096687708.12,-4079519564.47,-4103793138.82,-4103777135.37,-4081044974.86,4.0,139294168409000.0,4.95258127397e-14,0.125000566882,96,0.125226860254,0.249981948155,0.0039130745569
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-4181302629.94,1617309.15217,-4181858992.18,-4178937713.96,-4182554821.46,-4182477937.94,-4179348414.82,4.0,2615688893680.0,4.95258127397e-14,0.125000566882,121,0.125226860254,0.124990974078,0.00195653727845
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-129194104340.0,5951.45129655,-129194102703.0,-129194099409.0,-129194112545.0,-129194111392.0,-129194099581.0,4.0,35419772.5352,4.95258127397e-14,0.124998488314,1,0.125226860254,0.124990974078,0.00195650474422
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-451582155527.0,2950511.80904,-451580974313.0,-451580176283.0,-451586497200.0,-451585748033.0,-451580216722.0,4.0,8705519935280.0,4.95258127397e-14,0.124998488314,27,0.249546279492,0.250018051845,0.00779879001474
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-45423982094300.0,7263248.27145,-45423980431600.0,-45423976140200.0,-45423991373600.0,-45423990324600.0,-45423976191700.0,4.0,52754775452700.0,4.95258127397e-14,0.249999055196,33,0.249546279492,0.250018051845,0.0155977097136
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-45692050874700.0,24076325.5886,-45692048020900.0,-45692030233000.0,-45692077223900.0,-45692075446700.0,-45692030298000.0,4.0,579669453848000.0,4.95258127397e-14,0.249999055196,59,0.250453720508,0.250018051845,0.015654428658
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-46014425488200.0,18798384.5974,-46014426642200.0,-46014404357300.0,-46014444311200.0,-46014443360100.0,-46014406000800.0,4.0,353379263470000.0,4.95258127397e-14,0.249999055196,85,0.125226860254,0.249981948155,0.00782608404535
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-46466535344500.0,2078165.61788,-46466534621200.0,-46466533789500.0,-46466538346100.0,-46466537861000.0,-46466533840600.0,4.0,4318772335350.0,4.95258127397e-14,0.249999055196,7,0.249546279492,0.124990974078,0.00779772866837
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91436562105400.0,9473777.24,-91436558660900.0,-91436555279900.0,-91436575820000.0,-91436573595500.0,-91436555437700.0,4.0,89752455193100.0,4.95258127397e-14,0.250000944804,13,0.249546279492,0.124990974078,0.00779778760718
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91758971522300.0,22684303.0337,-91758978905500.0,-91758938409300.0,-91758989869000.0,-91758988360100.0,-91758944348200.0,4.0,514577604125000.0,4.95258127397e-14,0.250000944804,39,0.250453720508,0.250018051845,0.0156545469814
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-92027014735600.0,18448041.3436,-92027010617600.0,-92026999131800.0,-92027038575200.0,-92027035785800.0,-92026999450500.0,4.0,340330229416000.0,4.95258127397e-14,0.250000944804,65,0.125226860254,0.250018051845,0.00782727349068
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-137771764656000.0,22251151.461,-137771758842000.0,-137771745975000.0,-137771794965000.0,-137771790846000.0,-137771746606000.0,4.0,495113741340000.0,4.95258127397e-14,0.250000944804,19,0.250453720508,0.124990974078,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-138094136688000.0,12941970.828,-138094135707000.0,-138094124755000.0,-138094150581000.0,-138094149713000.0,-138094125035000.0,4.0,167494608912000.0,4.95258127397e-14,0.250000944804,45,0.125226860254,0.250018051845,0.00782727349068
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-184106747140000.0,38212620.8178,-184106733331000.0,-184106719104000.0,-184106802795000.0,-184106793517000.0,-184106720097000.0,4.0,1460204389770000.0,4.95258127397e-14,0.125000566882,25,0.125226860254,0.124990974078,0.00195653727845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187450046939000.0,15809185.4819,-187450040818000.0,-187450036295000.0,-187450069824000.0,-187450066125000.0,-187450036321000.0,4.0,249930345600000.0,4.95258127397e-14,0.124998488314,28,0.249546279492,0.250018051845,0.00779879001474
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187718104832000.0,9145302.71028,-187718102075000.0,-187718097192000.0,-187718117986000.0,-187718115819000.0,-187718097704000.0,4.0,83636561662700.0,4.95258127397e-14,0.124998488314,54,0.250453720508,0.250018051845,0.00782714925116
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188040486626000.0,20406463.4558,-188040477242000.0,-188040474926000.0,-188040517094000.0,-188040511415000.0,-188040474974000.0,4.0,416423750773000.0,4.95258127397e-14,0.124998488314,80,0.125226860254,0.249981948155,0.00391300948845
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188492609560000.0,5886150.90232,-188492610174000.0,-188492602399000.0,-188492615492000.0,-188492615128000.0,-188492603131000.0,4.0,34646772444900.0,4.95258127397e-14,0.124998488314,2,0.249546279492,0.124990974078,0.00389883191784
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-233464999378000.0,10031448.3105,-233464998611000.0,-233464989523000.0,-233465010768000.0,-233465009856000.0,-233464989975000.0,4.0,100629955206000.0,4.95258127397e-14,0.249999055196,8,0.249546279492,0.124990974078,0.00779772866837
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-233787399192000.0,30947288.0728,-233787395764000.0,-233787372064000.0,-233787433178000.0,-233787430850000.0,-233787372335000.0,4.0,957734639058000.0,4.95258127397e-14,0.249999055196,34,0.250453720508,0.250018051845,0.015654428658
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-234055442182000.0,21007429.5872,-234055433931000.0,-234055428018000.0,-234055472848000.0,-234055467736000.0,-234055428179000.0,4.0,441312097861000.0,4.95258127397e-14,0.249999055196,60,0.125226860254,0.250018051845,0.00782721432901
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-279799977847000.0,11125097.5982,-279799975379000.0,-279799968160000.0,-279799992469000.0,-279799990667000.0,-279799968482000.0,4.0,123767796570000.0,4.95258127397e-14,0.250000944804,14,0.250453720508,0.124990974078,0.00782614319848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-280122361816000.0,24334117.2888,-280122361452000.0,-280122338891000.0,-280122385468000.0,-280122384654000.0,-280122339487000.0,4.0,592149264225000.0,4.95258127397e-14,0.250000944804,40,0.125226860254,0.250018051845,0.00782727349068
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-326135164664000.0,29326618.2528,-326135152858000.0,-326135144742000.0,-326135208200000.0,-326135200218000.0,-326135145640000.0,4.0,860050538143000.0,4.95258127397e-14,0.250000944804,20,0.125226860254,0.124990974078,0.00391307159924
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-375491066085000.0,11896976.6236,-375491064300000.0,-375491053527000.0,-375491082214000.0,-375491079594000.0,-375491055075000.0,4.0,141538052783000.0,4.95258127397e-14,0.124998488314,3,0.249546279492,0.124990974078,0.00389883191784
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-375813439205000.0,1933305.15994,-375813439261000.0,-375813437330000.0,-375813440970000.0,-375813440941000.0,-375813437393000.0,4.0,3737668841440.0,4.95258127397e-14,0.124998488314,29,0.250453720508,0.250018051845,0.00782714925116
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376081514805000.0,10701065.2565,-376081515297000.0,-376081501236000.0,-376081527390000.0,-376081525656000.0,-376081503265000.0,4.0,114512797625000.0,4.95258127397e-14,0.124998488314,55,0.125226860254,0.250018051845,0.00391357462558
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-421828392402000.0,5107476.7332,-421828390671000.0,-421828388514000.0,-421828399754000.0,-421828398578000.0,-421828388651000.0,4.0,26086318580200.0,4.95258127397e-14,0.249999055196,9,0.250453720508,0.124990974078,0.00782608404535
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-422150783141000.0,6688912.27109,-422150781489000.0,-422150777693000.0,-422150791893000.0,-422150790835000.0,-422150777759000.0,4.0,44741547370400.0,4.95258127397e-14,0.249999055196,35,0.125226860254,0.250018051845,0.00782721432901
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-468163373505000.0,13587289.1165,-468163373846000.0,-468163360183000.0,-468163386147000.0,-468163385862000.0,-468163360672000.0,4.0,184614425534000.0,4.95258127397e-14,0.250000944804,15,0.125226860254,0.124990974078,0.00391307159924
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-563854480690000.0,9975883.35852,-563854484389000.0,-563854466165000.0,-563854487816000.0,-563854487628000.0,-563854468573000.0,4.0,99518248782800.0,4.95258127397e-14,0.124998488314,4,0.250453720508,0.124990974078,0.00391300948845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-564176859057000.0,23721528.7617,-564176858852000.0,-564176837505000.0,-564176881018000.0,-564176880581000.0,-564176837820000.0,4.0,562710926793000.0,4.95258127397e-14,0.124998488314,30,0.125226860254,0.250018051845,0.00391357462558
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610191818310000.0,29082485.7411,-610191807673000.0,-610191796667000.0,-610191861226000.0,-610191853294000.0,-610191798217000.0,4.0,845790976883000.0,4.95258127397e-14,0.249999055196,10,0.125226860254,0.124990974078,0.00391304202267
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-752217869953000.0,14543698.394,-752217864142000.0,-752217859969000.0,-752217891561000.0,-752217887517000.0,-752217860526000.0,4.0,211519162977000.0,4.95258127397e-14,0.124998488314,5,0.125226860254,0.124990974078,0.00195650474422
