smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-ft_capacity
720.0,-361.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1182364989.58,26480468.9686,-1189034314.92,-1126283674.03,-1212860747.35,-1209660380.0,-1138729632.93,10.0,701215236799000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,556,0.111103979461
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1183157962.95,33679073.4356,-1175506602.01,-1134240540.45,-1258167256.86,-1236005258.84,-1143695944.22,10.0,1134279987480000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,835,0.111103979461
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1187962195.16,38413926.3623,-1171736506.95,-1151970133.73,-1278254012.15,-1254463801.61,-1155830597.51,10.0,1475629738570000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.000681956632204,924,0.0555519897304
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1192213570.88,13020167.3871,-1191858303.56,-1165384560.16,-1210778182.61,-1209623729.62,-1173514417.59,10.0,169524758789000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,262,0.111103979461
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1192615906.66,41635060.6817,-1194820144.28,-1127063749.4,-1283802892.08,-1252494342.8,-1141273246.36,10.0,1733478277970000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,849,0.111103979461
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1205690353.0,29482153.644,-1205239259.83,-1152385324.12,-1247131909.65,-1243790736.81,-1164111828.88,10.0,869197383490000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,821,0.111103979461
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1205987126.42,18963254.9282,-1206045084.82,-1173490344.0,-1229520758.51,-1229405649.5,-1178874356.46,10.0,359605037471000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,541,0.111103979461
720.0,-361.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1219145644.25,29413936.8793,-1212805870.08,-1166969322.08,-1267440242.72,-1264210905.69,-1181115740.85,10.0,865179682740000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,746,0.111103979461
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1219755435.47,22598962.7885,-1225166496.33,-1180841386.87,-1244336770.95,-1243614198.56,-1182380464.15,10.0,510713119117000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,643,0.111103979461
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1227444692.14,15609481.9085,-1234649284.02,-1190718817.24,-1238991217.14,-1238603381.04,-1200031799.41,10.0,243655925453000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,555,0.111103979461
720.0,-636.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1230938224.04,27647131.1074,-1228325894.67,-1198432630.65,-1289495014.27,-1272576887.53,-1198634807.5,10.0,764363858470000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,732,0.111103979461
720.0,-292.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1237198968.21,37921688.3977,-1247154677.22,-1164385905.22,-1282692376.57,-1280664626.76,-1174805803.46,10.0,1438054450930000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,937,0.0555519897304
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1238140878.16,26317437.3371,-1233045479.89,-1201932629.57,-1281243330.44,-1273532003.43,-1202893514.56,10.0,692607507992000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137426567821,452,0.111136071887
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1239418757.7,5551817.79994,-1240728204.23,-1226578916.48,-1244944985.39,-1244603643.73,-1229694921.88,10.0,30822680883700.0,1.73883786583e-14,0.111111223088,0.0556451612903,0.000343466949314,71,0.0555519897304
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1243919193.49,13533544.8166,-1243522971.84,-1215657886.97,-1261312499.71,-1261229367.99,-1223289603.92,10.0,183156835304000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,261,0.111103979461
720.0,-498.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1251390111.85,25371490.6271,-1257191723.77,-1217340868.63,-1288851163.03,-1283261996.81,-1218047373.68,10.0,643712536643000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,834,0.111103979461
720.0,-567.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1258774278.29,49951127.3591,-1254438337.72,-1180541452.31,-1334177717.46,-1330157582.59,-1189366654.88,10.0,2495115124440000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,923,0.0555519897304
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1263773582.05,10273959.2947,-1264759542.76,-1243000469.86,-1280526536.32,-1276285881.82,-1248689649.56,10.0,105554239590000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136430723127,364,0.111136071887
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1265280605.18,4933233.88035,-1265772501.08,-1257491893.97,-1271109626.22,-1270699412.4,-1257638221.96,10.0,24336796518200.0,1.73883786583e-14,0.111111223088,0.111290322581,0.000686933898627,72,0.0555519897304
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1267470186.54,24774058.7495,-1267840707.5,-1225631006.53,-1301052880.32,-1297297739.97,-1231541660.94,10.0,613753986922000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,657,0.111103979461
720.0,-85.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1269874854.07,55496444.0047,-1273570673.89,-1196927905.91,-1376957458.97,-1356783158.75,-1200855898.3,10.0,3079855297160000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00034346720892,950,0.0555519897304
720.0,-223.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1274437397.76,39779720.9951,-1275857526.65,-1208905204.15,-1341618161.1,-1333502530.0,-1216713047.46,10.0,1582426202450000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,848,0.111103979461
720.0,-498.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1282163059.7,18031476.3358,-1284655632.41,-1253205844.18,-1303995503.5,-1301474534.26,-1253521750.45,10.0,325134138848000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,554,0.111103979461
720.0,-430.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1282803760.55,31323645.523,-1272472676.77,-1252189900.63,-1340941937.37,-1330835420.31,-1252224332.19,10.0,981170768847000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,745,0.111103979461
720.0,-705.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1283114685.0,30521329.2158,-1279940105.95,-1235215393.36,-1327627151.62,-1324224193.92,-1238462122.08,10.0,931551537097000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,731,0.111103979461
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1295483779.27,11285842.2525,-1298280588.21,-1272272822.79,-1308141632.88,-1306366160.12,-1277177909.91,10.0,127370235348000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.000687132839105,451,0.111136071887
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1301363365.89,20006169.3878,-1302155556.64,-1256820130.59,-1333192650.77,-1327041370.9,-1272342096.54,10.0,400246813575000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,642,0.111103979461
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1303053390.05,16724061.5013,-1304859653.99,-1276445960.37,-1332341650.18,-1325759892.59,-1280673132.11,10.0,279694233098000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137426567821,363,0.111136071887
720.0,-361.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1317867375.8,55310628.68,-1312802519.7,-1248641491.79,-1403181631.65,-1393559132.31,-1250627313.8,10.0,3059265644980000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,936,0.0555519897304
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1319064311.84,41080397.7097,-1319314831.26,-1260432392.17,-1388870830.42,-1377802522.21,-1266413942.15,10.0,1687599075990000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,847,0.111103979461
720.0,-361.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1322825494.63,31942570.5078,-1317861341.62,-1248661842.18,-1359249538.0,-1357389547.18,-1277669050.95,10.0,1020327810640000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,656,0.111103979461
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1337901687.14,41412886.9512,-1342248979.23,-1277704102.62,-1395812789.45,-1391916335.49,-1283454646.83,10.0,1715027205630000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,833,0.111103979461
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1340505658.34,10252351.1357,-1340318169.19,-1325101074.07,-1355524074.97,-1354158919.12,-1326886049.15,10.0,105110703809000.0,1.73883786583e-14,0.111111223088,0.111290322581,0.00137386779725,172,0.111103979461
720.0,-636.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1342654525.71,34809671.5346,-1330971265.74,-1291818692.06,-1390341600.11,-1388054136.96,-1301979915.37,10.0,1211713232350000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,922,0.0555519897304
720.0,-567.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1343361510.45,22564391.8509,-1344552654.96,-1306188332.51,-1380138638.24,-1376366271.12,-1311889667.37,10.0,509151779602000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,553,0.111103979461
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1355535091.6,8380607.48773,-1357265690.18,-1341572672.26,-1367832017.57,-1365346983.38,-1343592694.09,10.0,70234581863400.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137426567821,362,0.111136071887
720.0,-498.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1360868223.2,45925775.3422,-1357463077.39,-1309570234.02,-1431741630.27,-1427941096.99,-1310776739.54,10.0,2109176840780000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,744,0.111103979461
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1362297709.73,9071015.57321,-1362984950.15,-1343683284.77,-1372323787.17,-1371607535.63,-1348925503.19,10.0,82283323529400.0,1.73883786583e-14,0.111111223088,0.111290322581,0.00137386779725,173,0.111103979461
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1367914985.5,19801095.5661,-1363357978.44,-1344959528.81,-1410134052.85,-1398391084.49,-1346393170.39,10.0,392083385618000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136430723127,465,0.111136071887
720.0,-223.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1370047190.64,36143831.6011,-1369670575.43,-1317438601.2,-1416495262.14,-1413228131.92,-1320573783.65,10.0,1306376562810000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,758,0.111103979461
720.0,-154.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1371090319.64,26231468.9424,-1375796726.84,-1320269966.85,-1402314469.04,-1401121830.56,-1328691790.38,10.0,688089962878000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,949,0.0555519897304
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1376662944.38,11879807.1038,-1374376797.09,-1364387295.39,-1405651327.87,-1395804084.17,-1365718682.16,10.0,141129816822000.0,1.73883786583e-14,0.111111223088,0.0556451612903,0.000686933898627,171,0.111103979461
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1378720542.3,31396693.7253,-1384113456.49,-1325490449.8,-1417459537.85,-1413850985.86,-1333060440.16,10.0,985752376882000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,641,0.111103979461
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1385293333.16,22618766.1387,-1385359286.72,-1355673058.86,-1437068015.79,-1418553227.16,-1357785792.66,10.0,511608581636000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,655,0.111103979461
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1399976157.52,15764799.3756,-1397194901.7,-1376734182.6,-1421944541.01,-1421246009.42,-1379429692.17,10.0,248528899353000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.000687132839105,361,0.111136071887
720.0,-636.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1403154808.02,23278612.5202,-1398726469.62,-1371784635.37,-1439840696.11,-1438284943.96,-1376075363.02,10.0,541893800867000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,552,0.111103979461
720.0,-636.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1403512093.12,36241971.6239,-1404534344.69,-1352839466.25,-1467189846.4,-1454165695.03,-1356805648.44,10.0,1313480507190000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,832,0.111103979461
720.0,-430.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1404286384.21,21917176.1528,-1399864815.9,-1366588085.11,-1438481360.8,-1434201259.87,-1374194453.57,10.0,480362610514000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.000681956632204,935,0.0555519897304
720.0,-361.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1406353061.22,48934064.0459,-1398184982.55,-1347733179.0,-1491321939.57,-1487130945.23,-1353015501.58,10.0,2394542624050000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,846,0.111103979461
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1411397130.68,16514882.1394,-1408987391.7,-1388670567.05,-1439548239.77,-1436605881.58,-1389747544.55,10.0,272741332079000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136430723127,464,0.111136071887
720.0,-292.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1422111984.75,30190037.4093,-1423884783.95,-1360657584.97,-1465145854.27,-1462474938.42,-1379125272.77,10.0,911438358776000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,757,0.111103979461
720.0,-223.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1422466761.03,36654396.1347,-1412938551.74,-1364538231.48,-1482013381.7,-1481694979.11,-1380472758.96,10.0,1343544756000000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,948,0.0555519897304
720.0,-705.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1426668594.63,45074906.6206,-1430209156.46,-1339657693.68,-1508461869.05,-1485070011.32,-1359682520.26,10.0,2031747206860000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00034346720892,921,0.0555519897304
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1438596167.67,14363168.793,-1435454726.6,-1422086118.61,-1465665176.02,-1461110966.92,-1423260978.25,10.0,206300617777000.0,1.73883786583e-14,0.111111223088,0.111290322581,0.00137386779725,273,0.111103979461
720.0,-567.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1439987148.23,28524404.8132,-1432001351.45,-1411052134.86,-1508558054.69,-1483802017.88,-1413723622.22,10.0,813641669947000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,743,0.111103979461
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1458933366.1,21646039.1484,-1457164867.2,-1435881156.51,-1501264442.8,-1491698846.02,-1437217208.14,10.0,468551010815000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137426567821,463,0.111136071887
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1460217626.96,15051344.6118,-1457577862.84,-1432742484.85,-1479047948.02,-1478661932.79,-1440680059.16,10.0,226542974623000.0,1.73883786583e-14,0.111111223088,0.110483870968,0.00136391223351,274,0.111103979461
720.0,-498.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1462163129.76,32489365.3225,-1458124130.99,-1410045292.39,-1512946237.73,-1510601079.21,-1419851014.56,10.0,1055558859060000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,654,0.111103979461
720.0,-361.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1462973643.54,25427430.4824,-1468097806.23,-1412813421.57,-1496444864.17,-1490988780.26,-1427216981.86,10.0,646554220937000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,566,0.111103979461
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1469491123.25,27977700.7,-1469680107.63,-1407613476.35,-1509475510.17,-1505523006.18,-1429069778.68,10.0,782751736457000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,859,0.111103979461
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1476336545.72,10515808.1859,-1476233188.22,-1461035766.91,-1494091852.27,-1490395692.89,-1463409903.58,10.0,110582221802000.0,1.73883786583e-14,0.111111223088,0.111290322581,0.00137386779725,272,0.111103979461
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1478386243.71,25484240.1607,-1484118297.79,-1442602053.77,-1515860646.06,-1511135336.46,-1445654334.26,10.0,649446496568000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,845,0.111103979461
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1479029155.66,28606719.5741,-1474334250.52,-1441277398.11,-1539789457.66,-1525990955.36,-1448327280.3,10.0,818344404793000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.000681956632204,934,0.0555519897304
720.0,-705.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1479899905.26,33235223.8388,-1476918712.43,-1419618239.22,-1528390169.06,-1523542445.66,-1436513458.57,10.0,1104580103610000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,551,0.111103979461
720.0,-361.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1485766604.55,30519313.2217,-1472922651.9,-1436909318.78,-1531745135.07,-1528601460.02,-1448833507.68,10.0,931428479523000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,756,0.111103979461
720.0,-430.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1503389200.36,30891852.9617,-1497255089.8,-1461426614.12,-1554678395.65,-1546005278.63,-1465346247.22,10.0,954306579408000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,565,0.111103979461
720.0,-636.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1508705494.95,32538753.8264,-1518701625.64,-1464715867.46,-1567484312.44,-1553986516.71,-1466884814.49,10.0,1058770500580000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,742,0.111103979461
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1511270201.35,29386541.0435,-1507486922.47,-1461305566.52,-1554941590.2,-1547699542.55,-1469745429.81,10.0,863568794503000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137426567821,462,0.111136071887
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1513714474.57,7348949.84709,-1512283977.43,-1504611922.54,-1527271778.01,-1525798532.53,-1505572996.35,10.0,54007063855000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00034346720892,81,0.0555519897304
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1521542674.69,17518095.7539,-1527442358.18,-1488421988.96,-1542323403.78,-1538444172.11,-1490567200.32,10.0,306883678841000.0,1.73883786583e-14,0.111111223088,0.0556451612903,0.000686933898627,271,0.111103979461
720.0,-292.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1524563631.04,28116884.8325,-1519019914.7,-1473160566.01,-1564684798.4,-1559182095.5,-1483967314.3,10.0,790559212684000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,947,0.0555519897304
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1530003893.22,25878371.3483,-1518762507.96,-1506456823.39,-1591297848.65,-1571560393.38,-1507455899.23,10.0,669690103640000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,831,0.111103979461
