smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-ft_capacity
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2640240787.22,37528617.9725,-2631207337.08,-2581959131.31,-2707574731.92,-2696324806.68,-2594281076.88,10.0,1408397166920000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,899,0.111103979461
720.0,-223.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2642154364.99,51706674.1683,-2632507810.63,-2549202042.1,-2732534818.08,-2721094422.46,-2575949391.71,10.0,2673580153550000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,988,0.0555519897304
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2653525425.07,52504062.7049,-2660710697.6,-2564519472.63,-2719498355.44,-2719337416.55,-2576198940.48,10.0,2756676600520000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,885,0.111103979461
720.0,-361.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2654571239.98,42304394.641,-2663691838.88,-2591087669.2,-2702580774.67,-2702190636.29,-2592085565.2,10.0,1789661805940000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,796,0.111103979461
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2672024907.79,29157607.4009,-2669829891.34,-2631590655.3,-2721946614.57,-2718028216.7,-2636131409.98,10.0,850166069346000.0,1.73883786583e-14,0.111111223088,0.110483870968,0.000681956116753,974,0.0555519897304
720.0,-636.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2680229827.67,33717067.2083,-2683803376.63,-2634187742.96,-2723768158.44,-2721151677.89,-2637029302.08,10.0,1136840621130000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,782,0.111103979461
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2684979246.32,34158980.9445,-2679285105.15,-2644611674.97,-2758328079.82,-2738995794.47,-2646762991.4,10.0,1166835979170000.0,1.73883786583e-14,0.111111223088,0.0556451612903,0.000686933898627,871,0.111103979461
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2696916781.53,20892035.8294,-2697482861.96,-2653562218.34,-2725175986.97,-2722480238.04,-2664092289.68,10.0,436477161098000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,693,0.111103979461
720.0,-223.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2702574107.46,40941922.3357,-2707279364.49,-2630272890.23,-2750578884.27,-2748467149.94,-2646874761.21,10.0,1676241004550000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,898,0.111103979461
720.0,-292.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2731282954.53,42441191.6347,-2733171731.32,-2674839011.79,-2791197765.55,-2786808496.31,-2679414426.73,10.0,1801254747370000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,987,0.0555519897304
720.0,-498.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2732027829.2,33720728.9533,-2733776395.22,-2692504588.04,-2784302838.95,-2782367977.56,-2693304051.87,10.0,1137087561140000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,884,0.111103979461
720.0,-85.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2750723483.53,31686709.1278,-2743103621.39,-2711662800.27,-2801830697.81,-2794560311.08,-2714590902.55,10.0,1004047535350000.0,1.73883786583e-14,0.0555556955262,0.0556451612903,0.000171733734263,1000,0.0555519897304
720.0,-430.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2754254681.4,48183229.2326,-2754706022.7,-2687330845.63,-2834552480.96,-2819751970.62,-2691438509.95,10.0,2321623579280000.0,1.73883786583e-14,0.0555556955262,0.110483870968,0.000681957147654,795,0.111103979461
720.0,-567.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2755935090.1,44427545.3887,-2772773663.05,-2668804140.7,-2803440222.26,-2798805742.67,-2684570202.47,10.0,1973806789260000.0,1.73883786583e-14,0.111111223088,0.111290322581,0.000686933898627,973,0.0555519897304
720.0,-705.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2770299070.26,42158218.3584,-2768181193.04,-2705520366.55,-2825577775.94,-2820389723.23,-2713222902.74,10.0,1777315375150000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,781,0.111103979461
720.0,-636.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2776143899.2,19898306.2799,-2766805651.16,-2754233630.3,-2806976958.06,-2804945350.8,-2757515777.44,10.0,395942592809000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,692,0.111103979461
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2801456023.07,48377806.1509,-2785477040.66,-2743073877.74,-2905940467.68,-2880000916.6,-2753418434.66,10.0,2340412127970000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,897,0.111103979461
720.0,-361.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2816958054.68,45181707.2178,-2825837974.86,-2741974477.95,-2868327761.36,-2865542757.24,-2753380643.15,10.0,2041386667120000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,986,0.0555519897304
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2822033919.14,27861610.9837,-2821991589.0,-2770658441.43,-2869111139.63,-2858856491.67,-2784052893.26,10.0,776269366606000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,883,0.111103979461
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2837899759.1,24348946.204,-2841446423.77,-2779447954.69,-2870294791.62,-2862997910.37,-2800269880.12,10.0,592871181244000.0,1.73883786583e-14,0.0555556955262,0.0556451612903,0.000343467468526,691,0.111103979461
720.0,-636.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2837971095.01,53879392.3689,-2833338637.55,-2746648167.96,-2921066304.11,-2909505336.99,-2765312006.34,10.0,2902988922040000.0,1.73883786583e-14,0.111111223088,0.111290322581,0.000686933898627,972,0.0555519897304
720.0,-498.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2844204162.73,35369530.1225,-2835207247.34,-2775142723.47,-2903051589.19,-2894056937.22,-2799079216.48,10.0,1251003661090000.0,1.73883786583e-14,0.0555556955262,0.110483870968,0.000681957147654,794,0.111103979461
720.0,-430.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2879267297.77,46797476.9411,-2869670910.43,-2817653468.47,-2986187427.68,-2958855368.6,-2829761495.62,10.0,2190003848050000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.000681956632204,985,0.0555519897304
720.0,-154.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2882786245.37,46619953.825,-2880907260.96,-2821869604.13,-2949122525.5,-2942520125.21,-2822028273.08,10.0,2173420094650000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000343467468526,999,0.0555519897304
720.0,-361.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2885238327.56,40084786.0231,-2872228450.95,-2840092343.08,-2967291142.78,-2953376108.8,-2845644868.52,10.0,1606790070520000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,896,0.111103979461
720.0,-567.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2894530396.12,43266891.5035,-2899439036.27,-2834289224.98,-2948766091.46,-2946660391.63,-2836200359.31,10.0,1872023900380000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,793,0.111103979461
720.0,-636.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2899432110.98,46214274.7112,-2910596350.59,-2831455841.3,-2988683116.47,-2964240789.29,-2838696095.44,10.0,2135759187080000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,882,0.111103979461
720.0,-705.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4630608.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2916112023.9,27103842.3759,-2919581184.61,-2868613284.09,-2963162008.74,-2952049398.19,-2878641360.36,10.0,734618271535000.0,1.73883786583e-14,0.111111223088,0.0556451612903,0.000343466949314,971,0.0555519897304
720.0,-223.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2950685199.94,26867174.3673,-2948541178.5,-2912258449.47,-2987182301.88,-2984281393.38,-2914935910.58,10.0,721845058484000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000343467468526,998,0.0555519897304
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2957365332.49,24335330.9107,-2956607402.32,-2917100962.78,-2996894674.52,-2990308169.17,-2922762401.11,10.0,592208330533000.0,1.73883786583e-14,0.0555556955262,0.110483870968,0.000681957147654,895,0.111103979461
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2964469714.67,58122672.2292,-2961004780.25,-2876326358.37,-3047866068.67,-3039633766.12,-2882299853.27,10.0,3378245027060000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.000681956632204,984,0.0555519897304
720.0,-636.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2978306666.93,35984592.0987,-2992584752.0,-2919236199.82,-3032076310.56,-3018404988.9,-2927014020.51,10.0,1294890868510000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,792,0.111103979461
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3001629350.62,18278793.5043,-2996114719.48,-2977218456.46,-3040715202.2,-3032207757.67,-2982850716.72,10.0,334114291972000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,881,0.111103979461
720.0,-292.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3038134643.75,24065478.6019,-3045870068.4,-2991799195.09,-3071195165.07,-3064099581.3,-3000394282.56,10.0,579147260339000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000343467468526,997,0.0555519897304
720.0,-498.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3045845594.29,46405670.9252,-3046083539.87,-2973385983.06,-3131084413.56,-3107284315.98,-2980042071.35,10.0,2153486294020000.0,1.73883786583e-14,0.0555556955262,0.110483870968,0.000681957147654,894,0.111103979461
720.0,-705.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3058188019.6,41121509.2872,-3042538190.09,-3007956045.07,-3146000015.01,-3128939095.16,-3017106560.0,10.0,1690978526060000.0,1.73883786583e-14,0.0555556955262,0.0556451612903,0.000343467468526,791,0.111103979461
720.0,-567.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3058232515.63,45426132.5668,-3069832290.06,-2992166284.13,-3122189664.26,-3112090438.75,-2993665777.63,10.0,2063533519970000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,983,0.0555519897304
720.0,-361.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3100225677.2,30273761.9001,-3089861654.46,-3055246365.66,-3152762946.7,-3146126032.2,-3066275096.81,10.0,916500659582000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000343467468526,996,0.0555519897304
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3125171254.25,38844367.4971,-3135337101.93,-3063390939.36,-3169931753.76,-3164978661.19,-3064499235.68,10.0,1508884886250000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,893,0.111103979461
720.0,-636.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3150043797.53,49959139.0544,-3139338112.7,-3079904779.88,-3252328576.08,-3235338052.3,-3093109716.11,10.0,2495915575060000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,982,0.0555519897304
720.0,-636.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3187187863.4,45101960.0915,-3171130562.19,-3128261477.08,-3277619147.45,-3254485115.23,-3137407302.25,10.0,2034186804100000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000686934937053,892,0.111103979461
720.0,-705.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3215522607.5,43093927.7371,-3215597633.64,-3157131058.0,-3300930402.35,-3279557822.61,-3159106334.77,10.0,1857086607810000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00034346720892,981,0.0555519897304
720.0,-430.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3218464758.45,50524429.937,-3215955329.46,-3147821634.74,-3282630366.06,-3281175416.11,-3148657885.46,10.0,2552718020460000.0,1.73883786583e-14,0.0555556955262,0.110483870968,0.000340978573827,995,0.0555519897304
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3273475199.34,39493500.7283,-3285302192.58,-3208803536.23,-3320910723.6,-3314972009.34,-3214272062.4,10.0,1559736599780000.0,1.73883786583e-14,0.0555556955262,0.0556451612903,0.000343467468526,891,0.111103979461
720.0,-498.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3280028282.29,53744426.2141,-3280734355.01,-3182526597.39,-3349860764.57,-3344305845.0,-3190993280.45,10.0,2888463349080000.0,1.73883786583e-14,0.0555556955262,0.110483870968,0.000340978573827,994,0.0555519897304
720.0,-567.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3365583017.83,36778354.26,-3365011169.43,-3322890077.51,-3433307031.89,-3427292343.43,-3328329821.7,10.0,1352647342080000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000343467468526,993,0.0555519897304
720.0,-636.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3453841590.23,41453815.429,-3450025987.73,-3406168514.98,-3544714561.25,-3517853217.27,-3411742280.28,10.0,1718418813630000.0,1.73883786583e-14,0.0555556955262,0.111290322581,0.000343467468526,992,0.0555519897304
720.0,-705.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3534150786.75,32052619.7748,-3533155642.3,-3494996147.64,-3596085566.3,-3586083932.03,-3496680645.11,10.0,1027370434430000.0,1.73883786583e-14,0.0555556955262,0.0556451612903,0.000171733734263,991,0.0555519897304
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-158094478069.0,8867.82477303,-158094474150.0,-158094469940.0,-158094494375.0,-158094493074.0,-158094470253.0,10.0,78638316.2052,1.73883786583e-14,0.0555547717199,0.0556451612903,0.000171730878594,1,0.0555519897304
720.0,-85.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-199536310008.0,43233551.4515,-199537480817.0,-199466985267.0,-199626989712.0,-199602674499.0,-199480220615.0,10.0,1869139971110000.0,1.73883786583e-14,0.0555547717199,0.0556451612903,0.000171730878594,910,0.0555519897304
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359187876955.0,4619329.78751,-359186375093.0,-359180935453.0,-359195781713.0,-359194734076.0,-359182425221.0,10.0,21338207685700.0,1.73883786583e-14,0.0555547717199,0.111290322581,0.000686923514375,102,0.111103979461
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-560280158541.0,8411231.07121,-560278763145.0,-560269768063.0,-560294951742.0,-560293147038.0,-560271135267.0,10.0,70748808133300.0,1.73883786583e-14,0.0555547717199,0.111290322581,0.000686923514375,203,0.111103979461
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-761365294930.0,13399772.6185,-761363179190.0,-761349624502.0,-761390983849.0,-761385500763.0,-761349958990.0,10.0,179553906229000.0,1.73883786583e-14,0.0555547717199,0.110483870968,0.000682142788051,304,0.111136071887
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-10232244512000.0,21068670.4703,-10232243539900.0,-10232216076100.0,-10232284812300.0,-10232277408300.0,-10232219656900.0,10.0,443888875386000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136430723127,365,0.111136071887
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-10365645850100.0,19299019.4362,-10365645096000.0,-10365619316500.0,-10365685413800.0,-10365674396400.0,-10365621768700.0,10.0,372452151198000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137426567821,466,0.111136071887
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-10566741581800.0,34177821.1549,-10566746476200.0,-10566691728500.0,-10566793919400.0,-10566792747200.0,-10566699443600.0,10.0,1168123458900000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,567,0.111103979461
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-10767826759800.0,35384910.5757,-10767828798800.0,-10767768920300.0,-10767874276800.0,-10767868709200.0,-10767773945800.0,10.0,1252091896450000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,668,0.111103979461
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-10968903496900.0,36506340.6068,-10968913927700.0,-10968838613000.0,-10968948393300.0,-10968942503000.0,-10968843462900.0,10.0,1332712904500000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,769,0.111103979461
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-11169982807000.0,44660994.0671,-11169970737700.0,-11169927731600.0,-11170077201100.0,-11170054690100.0,-11169932591200.0,10.0,1994604391060000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,870,0.111103979461
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-11329629293100.0,5428890.97819,-11329630040800.0,-11329621731000.0,-11329640022700.0,-11329637665700.0,-11329622137700.0,10.0,29472857253000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,62,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-11530722924300.0,7006050.24937,-11530721380300.0,-11530715045200.0,-11530734904000.0,-11530732974500.0,-11530715642800.0,10.0,49084740096700.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,163,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-11731811294400.0,16246577.1499,-11731810432000.0,-11731788203700.0,-11731841739300.0,-11731835051200.0,-11731789551600.0,10.0,263951269088000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,264,0.111103979461
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-27928041830700.0,21176834.9796,-27928040308600.0,-27928012740400.0,-27928081507700.0,-27928074262200.0,-27928015083500.0,10.0,448458339752000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136430723127,355,0.111136071887
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28061457500200.0,16320879.1548,-28061460863700.0,-28061426061800.0,-28061479746100.0,-28061479267100.0,-28061435066000.0,10.0,266371096384000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137426567821,456,0.111136071887
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28262545800500.0,32845967.8063,-28262539446100.0,-28262501310300.0,-28262617501200.0,-28262599300200.0,-28262507823800.0,10.0,1078857601130000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,557,0.111103979461
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28463621452800.0,31057550.1987,-28463622592400.0,-28463565618400.0,-28463669311100.0,-28463666091800.0,-28463578706300.0,10.0,964571424346000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,658,0.111103979461
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28664718488800.0,35857647.7595,-28664719509200.0,-28664645435500.0,-28664769897100.0,-28664767141800.0,-28664665346700.0,10.0,1285770902840000.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,759,0.111103979461
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28865800115300.0,43453704.1393,-28865796966500.0,-28865720489400.0,-28865853327400.0,-28865849687000.0,-28865735004300.0,10.0,1888224403430000.0,1.73883786583e-14,0.11111130707,0.0556451612903,0.00068693441784,860,0.111103979461
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-29025439948100.0,3202909.90002,-29025440352900.0,-29025434319300.0,-29025443838600.0,-29025443589600.0,-29025435366800.0,10.0,10258631827600.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00068693441784,52,0.0555519897304
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-29226528934900.0,4807672.70033,-29226528267100.0,-29226522457700.0,-29226537624700.0,-29226536405200.0,-29226522706800.0,10.0,23113716793500.0,1.73883786583e-14,0.11111130707,0.111290322581,0.00137386883568,153,0.111103979461
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-29427617319000.0,12300650.175,-29427617455600.0,-29427601946000.0,-29427640937700.0,-29427635594800.0,-29427602009300.0,10.0,151305994728000.0,1.73883786583e-14,0.11111130707,0.110483870968,0.00136391326441,254,0.111103979461
