smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2418732237.56,3404584.12066,-2418170741.58,-2415393436.94,-2423194030.13,-2422626918.75,-2415623650.74,4.0,11591193034700.0,0.00389871403872,1.7334191682000001e-13,0.124990974078,0.124994709051,0.249546279492,102
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2425928105.11,6474512.24045,-2425486571.87,-2419811960.7,-2432927316.0,-2432473347.33,-2420001009.43,4.0,41919308751700.0,0.00779786128164,1.7334191682000001e-13,0.124990974078,0.250003306843,0.249546279492,112
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2464206921.89,8583275.72066,-2465272919.37,-2452754213.2,-2473527635.6,-2472378480.97,-2454542966.33,4.0,73672622096900.0,0.00779786128164,1.7334191682000001e-13,0.124990974078,0.250003306843,0.249546279492,117
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2503298621.9,7587249.57406,-2503445207.4,-2494138312.48,-2512165760.32,-2511195072.05,-2495196952.05,4.0,57566356099100.0,0.0038989409552,1.7334191682000001e-13,0.124990974078,0.125001984106,0.249546279492,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2533169747.92,4612524.76469,-2531751564.35,-2529316838.18,-2539859024.78,-2538691779.76,-2529633173.06,4.0,21275384704900.0,0.00391300505149,1.7334191682000001e-13,0.124990974078,0.249996693157,0.125226860254,106
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2562797251.72,6304378.4084,-2562669478.98,-2555654130.43,-2570195918.47,-2569455774.69,-2556317610.58,4.0,39745187116300.0,0.00195644559034,1.7334191682000001e-13,0.124990974078,0.124994709051,0.125226860254,101
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2567435565.07,9055510.10786,-2568443147.95,-2556356755.44,-2576499208.95,-2575953917.55,-2557506596.56,4.0,82002263313600.0,0.00391310857042,1.7334191682000001e-13,0.124990974078,0.250003306843,0.125226860254,111
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2604106669.32,10174828.3542,-2606318605.53,-2590297210.67,-2613492255.54,-2612913766.15,-2592202861.79,4.0,103527132038000.0,0.00391310857042,1.7334191682000001e-13,0.124990974078,0.250003306843,0.125226860254,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2647511805.11,3426869.55937,-2647389870.86,-2643441261.34,-2651826217.36,-2651174630.99,-2644019687.16,4.0,11743434976900.0,0.00195655946116,1.7334191682000001e-13,0.124990974078,0.125001984106,0.125226860254,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-122559575253.0,894.250507597,-122559575433.0,-122559574041.0,-122559576106.0,-122559576044.0,-122559574210.0,4.0,799683.970337,0.00195644559034,1.7334191682000001e-13,0.124990974078,0.124994709051,0.125226860254,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-434620196804.0,1982432.08005,-434619724303.0,-434618424790.0,-434622913819.0,-434622531520.0,-434618523588.0,4.0,3930036952020.0,0.00779855422245,1.7334191682000001e-13,0.250018051845,0.124994709051,0.249546279492,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-24293489881700.0,2911374.57874,-24293489839900.0,-24293487300600.0,-24293492546500.0,-24293492502700.0,-24293487319300.0,4.0,8476101937740.0,0.00779900812097,1.7334191682000001e-13,0.250018051845,0.125001984106,0.249546279492,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-24553042049100.0,1635155.57342,-24553042728100.0,-24553039639400.0,-24553043100600.0,-24553043090600.0,-24553040056900.0,4.0,2673733749290.0,0.0078273681505,1.7334191682000001e-13,0.250018051845,0.125001984106,0.250453720508,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-24865089495700.0,4353713.40483,-24865088468400.0,-24865085463000.0,-24865095583000.0,-24865094642900.0,-24865085786700.0,4.0,18954820411400.0,0.00391311892231,1.7334191682000001e-13,0.249981948155,0.125001984106,0.125226860254,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25300840142600.0,1399788.62373,-25300840225500.0,-25300838548300.0,-25300841570900.0,-25300841489200.0,-25300838679800.0,4.0,1959408191120.0,0.0038989409552,1.7334191682000001e-13,0.124990974078,0.125001984106,0.249546279492,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-63519175958500.0,1625464.30032,-63519176599600.0,-63519173545800.0,-63519177089000.0,-63519177023400.0,-63519173996000.0,4.0,2642134191610.0,0.0155979749784,1.7334191682000001e-13,0.250018051845,0.250003306843,0.249546279492,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-63778725803000.0,2799744.94023,-63778725280700.0,-63778723212400.0,-63778729438300.0,-63778728999700.0,-63778723337600.0,4.0,7838571730340.0,0.0156546948874,1.7334191682000001e-13,0.250018051845,0.250003306843,0.250453720508,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-64090777153600.0,3323975.36726,-64090776494600.0,-64090773950800.0,-64090781674400.0,-64090781030800.0,-64090774198900.0,4.0,11048812242200.0,0.00782621714084,1.7334191682000001e-13,0.249981948155,0.250003306843,0.125226860254,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-64526526093000.0,1088564.67014,-64526525981100.0,-64526524945500.0,-64526527464300.0,-64526527303000.0,-64526525039700.0,4.0,1184973041070.0,0.00779786128164,1.7334191682000001e-13,0.124990974078,0.250003306843,0.249546279492,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-102744656226000.0,1230643.33195,-102744656398000.0,-102744654641000.0,-102744657466000.0,-102744657376000.0,-102744654835000.0,4.0,1514483010460.0,0.0155979749784,1.7334191682000001e-13,0.250018051845,0.250003306843,0.249546279492,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-103004204323000.0,4666928.1694,-103004204250000.0,-103004199480000.0,-103004209314000.0,-103004208991000.0,-103004199759000.0,4.0,21780218538300.0,0.0156546948874,1.7334191682000001e-13,0.250018051845,0.250003306843,0.250453720508,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-103316249828000.0,2726355.24062,-103316248993000.0,-103316247578000.0,-103316253748000.0,-103316253108000.0,-103316247717000.0,4.0,7433012898050.0,0.00782621714084,1.7334191682000001e-13,0.249981948155,0.250003306843,0.125226860254,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-103752007180000.0,1230875.9392,-103752007126000.0,-103752005878000.0,-103752008588000.0,-103752008467000.0,-103752005967000.0,4.0,1515055577700.0,0.00779786128164,1.7334191682000001e-13,0.124990974078,0.250003306843,0.249546279492,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-141970342320000.0,2312625.88763,-141970342885000.0,-141970339040000.0,-141970344471000.0,-141970344247000.0,-141970339602000.0,4.0,5348238496130.0,0.0155975623434,1.7334191682000001e-13,0.250018051845,0.249996693157,0.249546279492,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142229893575000.0,2771396.40885,-142229893443000.0,-142229890334000.0,-142229897081000.0,-142229896584000.0,-142229890751000.0,4.0,7680638055010.0,0.0156542807519,1.7334191682000001e-13,0.250018051845,0.249996693157,0.250453720508,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142541940573000.0,5880332.55376,-142541939694000.0,-142541935350000.0,-142541947557000.0,-142541946919000.0,-142541935459000.0,4.0,34578310942900.0,0.00782601010299,1.7334191682000001e-13,0.249981948155,0.249996693157,0.125226860254,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142977693827000.0,1057381.91483,-142977693743000.0,-142977692760000.0,-142977695062000.0,-142977694951000.0,-142977692820000.0,4.0,1118056513810.0,0.00779765499392,1.7334191682000001e-13,0.124990974078,0.249996693157,0.249546279492,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-181193749145000.0,1532654.62129,-181193749654000.0,-181193746904000.0,-181193750367000.0,-181193750273000.0,-181193747304000.0,4.0,2349030188180.0,0.00779855422245,1.7334191682000001e-13,0.250018051845,0.124994709051,0.249546279492,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-181453299067000.0,4386116.63205,-181453300881000.0,-181453292533000.0,-181453301973000.0,-181453301810000.0,-181453293784000.0,4.0,19238019109900.0,0.00782691260144,1.7334191682000001e-13,0.250018051845,0.124994709051,0.250453720508,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-181765342574000.0,6783892.91446,-181765343220000.0,-181765333804000.0,-181765350054000.0,-181765349250000.0,-181765334995000.0,4.0,46021203074800.0,0.00391289118068,1.7334191682000001e-13,0.249981948155,0.124994709051,0.125226860254,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-182201098877000.0,362731.816469,-182201099026000.0,-182201098340000.0,-182201099114000.0,-182201099109000.0,-182201098435000.0,4.0,131574370679.0,0.00389871403872,1.7334191682000001e-13,0.124990974078,0.124994709051,0.249546279492,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206059966203000.0,2840123.17761,-206059965912000.0,-206059963146000.0,-206059969840000.0,-206059969379000.0,-206059963433000.0,4.0,8066299663980.0,0.0038989409552,1.7334191682000001e-13,0.124990974078,0.125001984106,0.249546279492,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206372023260000.0,5459187.22998,-206372024607000.0,-206372015706000.0,-206372028120000.0,-206372027832000.0,-206372016802000.0,4.0,29802725212000.0,0.0078273681505,1.7334191682000001e-13,0.250018051845,0.125001984106,0.250453720508,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206631570673000.0,8686231.39298,-206631571355000.0,-206631560095000.0,-206631579886000.0,-206631579174000.0,-206631561217000.0,4.0,75450615812400.0,0.00391368407525,1.7334191682000001e-13,0.250018051845,0.125001984106,0.125226860254,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245285653302000.0,2304266.22587,-245285653915000.0,-245285650071000.0,-245285655306000.0,-245285655188000.0,-245285650557000.0,4.0,5309642839690.0,0.00779786128164,1.7334191682000001e-13,0.124990974078,0.250003306843,0.249546279492,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245597706692000.0,3497159.08693,-245597707266000.0,-245597702245000.0,-245597709991000.0,-245597709828000.0,-245597702752000.0,4.0,12230121679300.0,0.0156546948874,1.7334191682000001e-13,0.250018051845,0.250003306843,0.250453720508,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245857254481000.0,8572367.24993,-245857255177000.0,-245857243470000.0,-245857264100000.0,-245857263015000.0,-245857244972000.0,4.0,73485480267700.0,0.00782734744372,1.7334191682000001e-13,0.250018051845,0.250003306843,0.125226860254,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284511132119000.0,1023542.03415,-284511132277000.0,-284511130768000.0,-284511133153000.0,-284511133069000.0,-284511130947000.0,4.0,1047638295670.0,0.00779786128164,1.7334191682000001e-13,0.124990974078,0.250003306843,0.249546279492,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284823188444000.0,4510939.26535,-284823188407000.0,-284823183519000.0,-284823193444000.0,-284823193053000.0,-284823183888000.0,4.0,20348573055700.0,0.0156546948874,1.7334191682000001e-13,0.250018051845,0.250003306843,0.250453720508,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-285082733298000.0,5253749.63829,-285082734579000.0,-285082726366000.0,-285082737670000.0,-285082737579000.0,-285082727225000.0,4.0,27601885261900.0,0.00782734744372,1.7334191682000001e-13,0.250018051845,0.250003306843,0.125226860254,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-323736821359000.0,2661953.52704,-323736822555000.0,-323736817376000.0,-323736822950000.0,-323736822893000.0,-323736818151000.0,4.0,7085996580140.0,0.00779765499392,1.7334191682000001e-13,0.124990974078,0.249996693157,0.249546279492,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-324048873372000.0,4468652.2607,-324048873256000.0,-324048868823000.0,-324048878154000.0,-324048877848000.0,-324048869059000.0,4.0,19968853027100.0,0.0156542807519,1.7334191682000001e-13,0.250018051845,0.249996693157,0.250453720508,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-324308419619000.0,5270735.60562,-324308420652000.0,-324308412423000.0,-324308424750000.0,-324308424322000.0,-324308413471000.0,4.0,27780653824300.0,0.00782714037597,1.7334191682000001e-13,0.250018051845,0.249996693157,0.125226860254,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-362960224727000.0,1265901.66912,-362960224987000.0,-362960222993000.0,-362960225942000.0,-362960225845000.0,-362960223246000.0,4.0,1602507035870.0,0.00389871403872,1.7334191682000001e-13,0.124990974078,0.124994709051,0.249546279492,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363272278746000.0,5157255.37697,-363272279255000.0,-363272272584000.0,-363272283890000.0,-363272283603000.0,-363272273176000.0,4.0,26597283023300.0,0.00782691260144,1.7334191682000001e-13,0.250018051845,0.124994709051,0.250453720508,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363531828884000.0,9326443.64794,-363531831263000.0,-363531816705000.0,-363531836307000.0,-363531836271000.0,-363531818167000.0,4.0,86982551118200.0,0.00391345630072,1.7334191682000001e-13,0.250018051845,0.124994709051,0.125226860254,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-388138502557000.0,2150135.5228,-388138503126000.0,-388138499570000.0,-388138504407000.0,-388138504314000.0,-388138500004000.0,4.0,4623082766420.0,0.00391311892231,1.7334191682000001e-13,0.124990974078,0.125001984106,0.250453720508,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-388450554205000.0,4789575.30719,-388450552986000.0,-388450550295000.0,-388450560554000.0,-388450559758000.0,-388450550359000.0,4.0,22940031623300.0,0.00391368407525,1.7334191682000001e-13,0.250018051845,0.125001984106,0.125226860254,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-427364186007000.0,1768653.95061,-427364185411000.0,-427364184672000.0,-427364188535000.0,-427364188141000.0,-427364184708000.0,4.0,3128136797020.0,0.00782621714084,1.7334191682000001e-13,0.124990974078,0.250003306843,0.250453720508,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-427676237357000.0,3690289.02619,-427676238743000.0,-427676231922000.0,-427676240019000.0,-427676239894000.0,-427676232879000.0,4.0,13618233096800.0,0.00782734744372,1.7334191682000001e-13,0.250018051845,0.250003306843,0.125226860254,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-466589667423000.0,1639834.64744,-466589667368000.0,-466589665941000.0,-466589669015000.0,-466589668962000.0,-466589665961000.0,4.0,2689057670960.0,0.00782621714084,1.7334191682000001e-13,0.124990974078,0.250003306843,0.250453720508,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-466901722987000.0,7486134.50712,-466901725179000.0,-466901712296000.0,-466901729295000.0,-466901728901000.0,-466901714005000.0,4.0,56042209858700.0,0.00782734744372,1.7334191682000001e-13,0.250018051845,0.250003306843,0.125226860254,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-505815355382000.0,2942922.77155,-505815356653000.0,-505815351000000.0,-505815357223000.0,-505815357180000.0,-505815351806000.0,4.0,8660794439310.0,0.00782601010299,1.7334191682000001e-13,0.124990974078,0.249996693157,0.250453720508,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-506127407092000.0,6792909.11696,-506127406081000.0,-506127400380000.0,-506127415827000.0,-506127414776000.0,-506127400824000.0,4.0,46143614271300.0,0.00782714037597,1.7334191682000001e-13,0.250018051845,0.249996693157,0.125226860254,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-545038755067000.0,4617094.51238,-545038754937000.0,-545038749580000.0,-545038760816000.0,-545038760026000.0,-545038750291000.0,4.0,21317561736200.0,0.00391289118068,1.7334191682000001e-13,0.124990974078,0.124994709051,0.250453720508,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-545350808928000.0,8912570.21215,-545350809205000.0,-545350800459000.0,-545350816843000.0,-545350816778000.0,-545350800691000.0,4.0,79433907786600.0,0.00391345630072,1.7334191682000001e-13,0.250018051845,0.124994709051,0.125226860254,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570217031138000.0,7246960.54319,-570217030472000.0,-570217023810000.0,-570217039798000.0,-570217038960000.0,-570217024249000.0,4.0,52518437114600.0,0.00195655946116,1.7334191682000001e-13,0.124990974078,0.125001984106,0.125226860254,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-609442716806000.0,2762278.18222,-609442717255000.0,-609442713466000.0,-609442719246000.0,-609442719194000.0,-609442713788000.0,4.0,7630180755960.0,0.00391310857042,1.7334191682000001e-13,0.124990974078,0.250003306843,0.125226860254,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-648668195201000.0,6150430.01295,-648668194938000.0,-648668188324000.0,-648668202605000.0,-648668201811000.0,-648668188961000.0,4.0,37827789344100.0,0.00391310857042,1.7334191682000001e-13,0.124990974078,0.250003306843,0.125226860254,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-687893883757000.0,5576523.10333,-687893881042000.0,-687893880825000.0,-687893892120000.0,-687893890471000.0,-687893880845000.0,4.0,31097609922000.0,0.00391300505149,1.7334191682000001e-13,0.124990974078,0.249996693157,0.125226860254,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-727117288227000.0,3522642.94801,-727117288135000.0,-727117284693000.0,-727117291946000.0,-727117291724000.0,-727117284859000.0,4.0,12409013339200.0,0.00195644559034,1.7334191682000001e-13,0.124990974078,0.124994709051,0.125226860254,5
