smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1786869970.31,22620596.9179,-1775752821.87,-1775175852.84,-1820798384.67,-1814046907.99,-1775257040.45,4.0,511691404923000.0,0.125226860254,0.249981948155,4.95258127397e-14,91,0.00782614319848,0.250000944804
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1790643462.1,16548736.471,-1785518666.8,-1776871260.16,-1814665254.64,-1810455340.05,-1778006297.57,4.0,273860678787000.0,0.249546279492,0.249981948155,4.95258127397e-14,98,0.00779779350107,0.125000566882
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1857379872.26,11827925.4721,-1854140398.71,-1847040167.69,-1874198523.92,-1871506844.09,-1847788163.39,4.0,139899820973000.0,0.250453720508,0.124990974078,4.95258127397e-14,119,0.00782614319848,0.250000944804
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1869317157.46,19251064.6164,-1863041565.37,-1853768266.06,-1897417233.01,-1892397625.16,-1855022518.66,4.0,370603488865000.0,0.249546279492,0.124990974078,4.95258127397e-14,112,0.00779778760718,0.250000944804
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1931672161.88,13105894.5172,-1928396325.39,-1919927050.65,-1949968946.08,-1947220394.34,-1920710100.49,4.0,171764471096000.0,0.249546279492,0.249981948155,4.95258127397e-14,97,0.00779779350107,0.125000566882
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1989506363.07,8076345.98787,-1986548119.39,-1983880747.91,-2001048465.59,-1999260402.11,-1983893865.17,4.0,65227364515700.0,0.125226860254,0.124990974078,4.95258127397e-14,125,0.00195653727845,0.125000566882
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2014553907.56,3817560.50913,-2014304920.29,-2010438820.22,-2019166969.45,-2018683749.67,-2010772647.64,4.0,14573768240900.0,0.125226860254,0.124990974078,4.95258127397e-14,111,0.00391307159924,0.250000944804
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2030254567.19,24707822.1698,-2037080669.88,-1994996889.89,-2051860039.12,-2050207758.19,-2000744832.43,4.0,610476476375000.0,0.249546279492,0.124990974078,4.95258127397e-14,118,0.00779778760718,0.250000944804
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2076645159.83,8977566.33315,-2074043238.08,-2069425936.5,-2089068226.64,-2087309709.26,-2069623300.84,4.0,80596697266100.0,0.125226860254,0.249981948155,4.95258127397e-14,96,0.0039130745569,0.125000566882
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2143516861.46,13822092.7366,-2137092634.13,-2135688697.13,-2164193480.45,-2160270917.41,-2135756723.77,4.0,191050247618000.0,0.250453720508,0.124990974078,4.95258127397e-14,124,0.0039130745569,0.125000566882
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2167154651.37,22978622.0241,-2160122008.06,-2149007960.84,-2199366628.52,-2194633186.81,-2149521816.56,4.0,528017070126000.0,0.249546279492,0.124990974078,4.95258127397e-14,117,0.00779778760718,0.250000944804
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2302648208.47,12404648.8714,-2297428933.28,-2294731369.7,-2321003597.64,-2317758792.55,-2294844609.66,4.0,153875313624000.0,0.249546279492,0.124990974078,4.95258127397e-14,123,0.00389889675053,0.125000566882
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2314680716.66,9538819.49071,-2317182116.93,-2301107410.92,-2323251221.84,-2322517226.94,-2303342245.99,4.0,90989077276400.0,0.125226860254,0.124990974078,4.95258127397e-14,116,0.00391307159924,0.250000944804
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2461772160.76,14047442.1287,-2462849695.62,-2444358176.45,-2477031075.34,-2475680315.13,-2446355457.58,4.0,197330630359000.0,0.249546279492,0.124990974078,4.95258127397e-14,122,0.00389889675053,0.125000566882
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2615679196.28,14032992.9804,-2615006333.27,-2602016164.26,-2630687954.3,-2629750521.79,-2602549878.97,4.0,196924891989000.0,0.125226860254,0.124990974078,4.95258127397e-14,121,0.00195653727845,0.125000566882
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-145828670403.0,3424.57202195,-145828669734.0,-145828667001.0,-145828675143.0,-145828674385.0,-145828667358.0,4.0,11727693.5335,0.125226860254,0.124990974078,4.95258127397e-14,1,0.00195650474422,0.124998488314
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-516776831236.0,3205589.12524,-516776416927.0,-516773501752.0,-516780989339.0,-516780457504.0,-516773785002.0,4.0,10275801639800.0,0.249546279492,0.250018051845,4.95258127397e-14,27,0.00779879001474,0.124998488314
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150056805745000.0,12789789.0659,-150056803984000.0,-150056794079000.0,-150056820936000.0,-150056819544000.0,-150056794414000.0,4.0,163578704351000.0,0.249546279492,0.250018051845,4.95258127397e-14,48,0.00779891969886,0.125000566882
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150365352131000.0,8258192.34281,-150365350000000.0,-150365344912000.0,-150365363611000.0,-150365361930000.0,-150365345314000.0,4.0,68197740770900.0,0.250453720508,0.250018051845,4.95258127397e-14,74,0.00782727940685,0.125000566882
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150736278935000.0,14601990.806,-150736274852000.0,-150736266940000.0,-150736299094000.0,-150736296252000.0,-150736267333000.0,4.0,213218135498000.0,0.125226860254,0.249981948155,4.95258127397e-14,100,0.0039130745569,0.125000566882
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-151253695002000.0,7672660.56157,-151253691302000.0,-151253690900000.0,-151253706503000.0,-151253704262000.0,-151253690921000.0,4.0,58869720093100.0,0.249546279492,0.124990974078,4.95258127397e-14,22,0.00389889675053,0.125000566882
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166370530895000.0,14052342.5449,-166370526730000.0,-166370518997000.0,-166370551124000.0,-166370547744000.0,-166370519878000.0,4.0,197468331000000.0,0.249546279492,0.250018051845,4.95258127397e-14,43,0.0155978276082,0.250000944804
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166679072076000.0,2935711.43416,-166679072634000.0,-166679068139000.0,-166679074898000.0,-166679074700000.0,-166679068672000.0,4.0,8618401624630.0,0.250453720508,0.250018051845,4.95258127397e-14,69,0.0156545469814,0.250000944804
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167050006532000.0,12930558.5093,-167050005091000.0,-167049994793000.0,-167050021152000.0,-167050020024000.0,-167049995057000.0,4.0,167199343363000.0,0.125226860254,0.249981948155,4.95258127397e-14,95,0.00782614319848,0.250000944804
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167567426547000.0,3141202.04101,-167567427679000.0,-167567421920000.0,-167567428909000.0,-167567428749000.0,-167567422760000.0,4.0,9867150262450.0,0.249546279492,0.124990974078,4.95258127397e-14,17,0.00779778760718,0.250000944804
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182684244921000.0,8046179.73013,-182684244744000.0,-182684235306000.0,-182684254890000.0,-182684253530000.0,-182684236560000.0,4.0,64741008249600.0,0.249546279492,0.250018051845,4.95258127397e-14,38,0.0155978276082,0.250000944804
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182992779976000.0,7789136.71864,-182992776999000.0,-182992774543000.0,-182992791362000.0,-182992789448000.0,-182992774671000.0,4.0,60670650821700.0,0.250453720508,0.250018051845,4.95258127397e-14,64,0.0156545469814,0.250000944804
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183363712611000.0,7193076.86439,-183363710809000.0,-183363706735000.0,-183363722089000.0,-183363720920000.0,-183363706823000.0,4.0,51740354777000.0,0.125226860254,0.249981948155,4.95258127397e-14,90,0.00782614319848,0.250000944804
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183881134568000.0,3214725.30934,-183881135636000.0,-183881129868000.0,-183881137134000.0,-183881136933000.0,-183881130710000.0,4.0,10334458814500.0,0.249546279492,0.124990974078,4.95258127397e-14,12,0.00779778760718,0.250000944804
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-198997959927000.0,2901197.03376,-198997959855000.0,-198997956959000.0,-198997963041000.0,-198997962838000.0,-198997957118000.0,4.0,8416944228690.0,0.249546279492,0.250018051845,4.95258127397e-14,33,0.0155977097136,0.249999055196
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199306516715000.0,12724368.3751,-199306515416000.0,-199306503077000.0,-199306532953000.0,-199306530929000.0,-199306504321000.0,4.0,161909550544000.0,0.250453720508,0.250018051845,4.95258127397e-14,59,0.015654428658,0.249999055196
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199677454806000.0,14243454.3286,-199677458439000.0,-199677434550000.0,-199677467797000.0,-199677466582000.0,-199677437945000.0,4.0,202875991212000.0,0.125226860254,0.249981948155,4.95258127397e-14,85,0.00782608404535,0.249999055196
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-200194862205000.0,2630688.52439,-200194861516000.0,-200194860058000.0,-200194865729000.0,-200194865274000.0,-200194860100000.0,4.0,6920522112370.0,0.249546279492,0.124990974078,4.95258127397e-14,7,0.00779772866837,0.249999055196
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215311423042000.0,9070776.73678,-215311419832000.0,-215311416119000.0,-215311436384000.0,-215311433959000.0,-215311416618000.0,4.0,82278990608500.0,0.249546279492,0.250018051845,4.95258127397e-14,28,0.00779879001474,0.124998488314
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215619976905000.0,13761762.5515,-215619974262000.0,-215619963614000.0,-215619995480000.0,-215619992902000.0,-215619964607000.0,4.0,189386108525000.0,0.250453720508,0.250018051845,4.95258127397e-14,54,0.00782714925116,0.124998488314
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215990922068000.0,19504446.3448,-215990923196000.0,-215990900758000.0,-215990941122000.0,-215990940335000.0,-215990902222000.0,4.0,380423427216000.0,0.125226860254,0.249981948155,4.95258127397e-14,80,0.00391300948845,0.124998488314
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-216508319428000.0,1270966.21838,-216508319131000.0,-216508318288000.0,-216508321160000.0,-216508320920000.0,-216508318350000.0,4.0,1615355128260.0,0.249546279492,0.124990974078,4.95258127397e-14,2,0.00389883191784,0.124998488314
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366048343744000.0,5351212.7097,-366048341440000.0,-366048340376000.0,-366048351720000.0,-366048350239000.0,-366048340475000.0,4.0,28635477464400.0,0.249546279492,0.124990974078,4.95258127397e-14,23,0.00389889675053,0.125000566882
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366419281570000.0,9791131.50114,-366419280806000.0,-366419272235000.0,-366419292432000.0,-366419291644000.0,-366419272564000.0,4.0,95866256072600.0,0.250453720508,0.250018051845,4.95258127397e-14,49,0.00782727940685,0.125000566882
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366727846236000.0,28562156.9594,-366727842534000.0,-366727818486000.0,-366727881390000.0,-366727877720000.0,-366727819935000.0,4.0,815796810174000.0,0.125226860254,0.250018051845,4.95258127397e-14,75,0.00391363970343,0.125000566882
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382362076699000.0,16239067.6082,-382362070895000.0,-382362064387000.0,-382362100619000.0,-382362096171000.0,-382362065352000.0,4.0,263707316783000.0,0.249546279492,0.124990974078,4.95258127397e-14,18,0.00779778760718,0.250000944804
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382733020290000.0,13864463.4802,-382733016330000.0,-382733008391000.0,-382733040110000.0,-382733036893000.0,-382733009232000.0,4.0,192223347593000.0,0.250453720508,0.250018051845,4.95258127397e-14,44,0.0156545469814,0.250000944804
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-383041556019000.0,9223830.17067,-383041555482000.0,-383041545316000.0,-383041567795000.0,-383041566075000.0,-383041546714000.0,4.0,85079043017300.0,0.125226860254,0.250018051845,4.95258127397e-14,70,0.00782727349068,0.250000944804
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-398675779020000.0,3333095.89924,-398675778293000.0,-398675775843000.0,-398675783653000.0,-398675782938000.0,-398675776121000.0,4.0,11109528273500.0,0.249546279492,0.124990974078,4.95258127397e-14,13,0.00779778760718,0.250000944804
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399046724965000.0,12166758.6426,-399046723260000.0,-399046712307000.0,-399046741033000.0,-399046738840000.0,-399046713477000.0,4.0,148030015866000.0,0.250453720508,0.250018051845,4.95258127397e-14,39,0.0156545469814,0.250000944804
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399355265555000.0,9556160.9594,-399355262141000.0,-399355258317000.0,-399355279621000.0,-399355277068000.0,-399355258821000.0,4.0,91320212281900.0,0.125226860254,0.250018051845,4.95258127397e-14,65,0.00782727349068,0.250000944804
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-414989506144000.0,3820899.13011,-414989504422000.0,-414989503886000.0,-414989511845000.0,-414989510786000.0,-414989503912000.0,4.0,14599270162500.0,0.249546279492,0.124990974078,4.95258127397e-14,8,0.00779772866837,0.249999055196
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415360461767000.0,15443728.6141,-415360466285000.0,-415360439527000.0,-415360474971000.0,-415360473922000.0,-415360443287000.0,4.0,238508753505000.0,0.250453720508,0.250018051845,4.95258127397e-14,34,0.015654428658,0.249999055196
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415669008099000.0,20783987.321,-415668999826000.0,-415668993810000.0,-415669038935000.0,-415669033282000.0,-415668994500000.0,4.0,431974128960000.0,0.125226860254,0.250018051845,4.95258127397e-14,60,0.00782721432901,0.249999055196
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431302968485000.0,6771444.77405,-431302968851000.0,-431302960077000.0,-431302976162000.0,-431302975359000.0,-431302961100000.0,4.0,45852464328000.0,0.249546279492,0.124990974078,4.95258127397e-14,3,0.00389883191784,0.124998488314
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431673916025000.0,10649300.6442,-431673917565000.0,-431673903647000.0,-431673925324000.0,-431673925198000.0,-431673904696000.0,4.0,113407604210000.0,0.250453720508,0.250018051845,4.95258127397e-14,29,0.00782714925116,0.124998488314
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431982482508000.0,26158305.0413,-431982486619000.0,-431982447991000.0,-431982508803000.0,-431982506713000.0,-431982452548000.0,4.0,684256922634000.0,0.125226860254,0.250018051845,4.95258127397e-14,55,0.00391357462558,0.124998488314
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582410834451000.0,11536603.4749,-582410832587000.0,-582410823713000.0,-582410848919000.0,-582410847342000.0,-582410824171000.0,4.0,133093219736000.0,0.250453720508,0.124990974078,4.95258127397e-14,24,0.0039130745569,0.125000566882
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582781768952000.0,13751493.3215,-582781768271000.0,-582781752839000.0,-582781786427000.0,-582781783828000.0,-582781755030000.0,4.0,189103568571000.0,0.125226860254,0.250018051845,4.95258127397e-14,50,0.00391363970343,0.125000566882
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-598724562830000.0,20606954.6102,-598724555355000.0,-598724547503000.0,-598724593110000.0,-598724587788000.0,-598724548339000.0,4.0,424646578308000.0,0.250453720508,0.124990974078,4.95258127397e-14,19,0.00782614319848,0.250000944804
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-599095508335000.0,18708770.9204,-599095511751000.0,-599095485720000.0,-599095524119000.0,-599095523994000.0,-599095487894000.0,4.0,350018109353000.0,0.125226860254,0.250018051845,4.95258127397e-14,45,0.00782727349068,0.250000944804
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615038269912000.0,9612826.55511,-615038268091000.0,-615038260738000.0,-615038282727000.0,-615038281031000.0,-615038261341000.0,4.0,92406434378700.0,0.250453720508,0.124990974078,4.95258127397e-14,14,0.00782614319848,0.250000944804
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615409228984000.0,12577087.7565,-615409229386000.0,-615409214363000.0,-615409242800000.0,-615409241672000.0,-615409215732000.0,4.0,158183136434000.0,0.125226860254,0.250018051845,4.95258127397e-14,40,0.00782727349068,0.250000944804
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631352010264000.0,7738048.18878,-631352008110000.0,-631352003493000.0,-631352021343000.0,-631352019499000.0,-631352004045000.0,4.0,59877389771800.0,0.250453720508,0.124990974078,4.95258127397e-14,9,0.00782608404535,0.249999055196
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631722955432000.0,35663044.4236,-631722941064000.0,-631722931164000.0,-631723008435000.0,-631722998552000.0,-631722932426000.0,4.0,1271852737560000.0,0.125226860254,0.250018051845,4.95258127397e-14,35,0.00782721432901,0.249999055196
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-647665461252000.0,22354440.6275,-647665451487000.0,-647665447479000.0,-647665494555000.0,-647665488424000.0,-647665447751000.0,4.0,499721015768000.0,0.250453720508,0.124990974078,4.95258127397e-14,4,0.00391300948845,0.124998488314
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648036410774000.0,18575489.1884,-648036410913000.0,-648036388160000.0,-648036433111000.0,-648036430309000.0,-648036391045000.0,4.0,345048798590000.0,0.125226860254,0.250018051845,4.95258127397e-14,30,0.00391357462558,0.124998488314
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-798773314355000.0,15601119.5942,-798773311230000.0,-798773300427000.0,-798773334533000.0,-798773332147000.0,-798773300937000.0,4.0,243394932594000.0,0.125226860254,0.124990974078,4.95258127397e-14,25,0.00195653727845,0.125000566882
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-815087045840000.0,11062497.6778,-815087041079000.0,-815087038854000.0,-815087062347000.0,-815087059233000.0,-815087039112000.0,4.0,122378854871000.0,0.125226860254,0.124990974078,4.95258127397e-14,20,0.00391307159924,0.250000944804
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-831400761256000.0,11255676.3841,-831400762877000.0,-831400746225000.0,-831400773046000.0,-831400771854000.0,-831400748390000.0,4.0,126690250864000.0,0.125226860254,0.124990974078,4.95258127397e-14,15,0.00391307159924,0.250000944804
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847714487919000.0,19105755.2072,-847714490535000.0,-847714465375000.0,-847714505232000.0,-847714504781000.0,-847714467395000.0,4.0,365029882038000.0,0.125226860254,0.124990974078,4.95258127397e-14,10,0.00391304202267,0.249999055196
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864027938956000.0,8715590.55255,-864027941795000.0,-864027926495000.0,-864027945737000.0,-864027945490000.0,-864027928446000.0,4.0,75961518679600.0,0.125226860254,0.124990974078,4.95258127397e-14,5,0.00195650474422,0.124998488314
