smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2616198987.28,26653297.6665,-2616750622.12,-2568528861.0,-2642048711.72,-2641219697.49,-2570937401.87,10.0,710398276500000.0,0.125226860254,0.12500016534,121,0.124990974078,2.4762864257000002e-14,0.00195653099342
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-160564225736.0,5497.13986551,-160564224960.0,-160564218035.0,-160564233687.0,-160564232896.0,-160564218270.0,10.0,30218546.7009,0.125226860254,0.124999315018,1,0.124990974078,2.4762864257000002e-14,0.00195651768399
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-570540063592.0,12494065.7821,-570544363030.0,-570520998740.0,-570560345360.0,-570555940114.0,-570523433599.0,10.0,156101679767000.0,0.249546279492,0.124999315018,27,0.250018051845,2.4762864257000002e-14,0.00779884159372
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-93754479169400.0,14153716.4226,-93754481610500.0,-93754452814500.0,-93754497328600.0,-93754496200100.0,-93754456819000.0,10.0,200327688570000.0,0.249546279492,0.12500016534,48,0.250018051845,2.4762864257000002e-14,0.00779889464623
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94095454627000.0,38985888.2795,-94095444651800.0,-94095387557800.0,-94095511951300.0,-94095508530200.0,-94095407429300.0,10.0,1519899484940000.0,0.250453720508,0.12500016534,74,0.250018051845,2.4762864257000002e-14,0.00782725426312
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94505434469200.0,20056294.6737,-94505438317000.0,-94505391350200.0,-94505459797500.0,-94505456717400.0,-94505400956200.0,10.0,402254956040000.0,0.125226860254,0.12500016534,100,0.249981948155,2.4762864257000002e-14,0.00391306198685
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-95077882252500.0,9862753.53671,-95077884059400.0,-95077868286400.0,-95077894620700.0,-95077893907700.0,-95077868709900.0,10.0,97273907325900.0,0.249546279492,0.12500016534,22,0.124990974078,2.4762864257000002e-14,0.00389888422603
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-129826828191000.0,15418038.2645,-129826828428000.0,-129826799691000.0,-129826848699000.0,-129826847048000.0,-129826805133000.0,10.0,237715903925000.0,0.249546279492,0.250000425161,43,0.250018051845,2.4762864257000002e-14,0.0155977951872
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-130167818596000.0,17087124.4372,-130167816559000.0,-130167791734000.0,-130167848808000.0,-130167844949000.0,-130167797249000.0,10.0,291969821532000.0,0.250453720508,0.250000425161,69,0.250018051845,2.4762864257000002e-14,0.0156545144424
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-130577749816000.0,31988100.3262,-130577736343000.0,-130577711246000.0,-130577809972000.0,-130577800865000.0,-130577716125000.0,10.0,1023238562480000.0,0.125226860254,0.250000425161,95,0.249981948155,2.4762864257000002e-14,0.00782612693135
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-131150239622000.0,6838303.7026,-131150241448000.0,-131150229346000.0,-131150247943000.0,-131150247839000.0,-131150229481000.0,10.0,46762397529000.0,0.249546279492,0.250000425161,17,0.124990974078,2.4762864257000002e-14,0.00779777139899
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-165899220753000.0,25616729.287,-165899222604000.0,-165899171129000.0,-165899256599000.0,-165899251129000.0,-165899181676000.0,10.0,656216819363000.0,0.249546279492,0.250000519641,38,0.250018051845,2.4762864257000002e-14,0.0155978010819
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-166240212814000.0,26107683.3018,-166240205409000.0,-166240176310000.0,-166240247280000.0,-166240247153000.0,-166240178403000.0,10.0,681611127387000.0,0.250453720508,0.250000519641,64,0.250018051845,2.4762864257000002e-14,0.0156545203586
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-166650144202000.0,33328809.1059,-166650141817000.0,-166650103348000.0,-166650220049000.0,-166650195258000.0,-166650103432000.0,10.0,1110809516420000.0,0.125226860254,0.250000519641,90,0.249981948155,2.4762864257000002e-14,0.007826129889
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-167222632240000.0,4327586.84318,-167222630817000.0,-167222626237000.0,-167222639720000.0,-167222638241000.0,-167222627297000.0,10.0,18728007885300.0,0.249546279492,0.250000519641,12,0.124990974078,2.4762864257000002e-14,0.00779777434592
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201971599593000.0,18558769.4935,-201971601544000.0,-201971569636000.0,-201971627466000.0,-201971624067000.0,-201971572577000.0,10.0,344427925114000.0,0.249546279492,0.249999574839,33,0.250018051845,2.4762864257000002e-14,0.0155977421347
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-202312586732000.0,21516104.2454,-202312589956000.0,-202312544103000.0,-202312615998000.0,-202312613629000.0,-202312555001000.0,10.0,462942741899000.0,0.250453720508,0.249999574839,59,0.250018051845,2.4762864257000002e-14,0.015654461197
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-202722518290000.0,31679562.0291,-202722522801000.0,-202722465702000.0,-202722583371000.0,-202722562292000.0,-202722474479000.0,10.0,1003594650350000.0,0.125226860254,0.249999574839,85,0.249981948155,2.4762864257000002e-14,0.00782610031248
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203295017710000.0,9702481.52956,-203295016702000.0,-203295003843000.0,-203295033908000.0,-203295031049000.0,-203295005794000.0,10.0,94138147831400.0,0.249546279492,0.249999574839,7,0.124990974078,2.4762864257000002e-14,0.00779774487657
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238043724049000.0,21910514.7512,-238043724514000.0,-238043691881000.0,-238043754951000.0,-238043752591000.0,-238043695738000.0,10.0,480070656661000.0,0.249546279492,0.124999315018,28,0.250018051845,2.4762864257000002e-14,0.00779884159372
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238384692715000.0,33849412.8224,-238384680968000.0,-238384654101000.0,-238384766166000.0,-238384745464000.0,-238384658593000.0,10.0,1145782748420000.0,0.250453720508,0.124999315018,54,0.250018051845,2.4762864257000002e-14,0.0078272010177
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238794671198000.0,48804285.7199,-238794657882000.0,-238794586435000.0,-238794735399000.0,-238794733608000.0,-238794603089000.0,10.0,2381858304630000.0,0.125226860254,0.124999315018,80,0.249981948155,2.4762864257000002e-14,0.00391303536798
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239367138940000.0,7761247.2889,-239367137220000.0,-239367124162000.0,-239367153399000.0,-239367149834000.0,-239367128696000.0,10.0,60236959479400.0,0.249546279492,0.124999315018,2,0.124990974078,2.4762864257000002e-14,0.00389885770361
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332551068257000.0,18454988.1429,-332551070553000.0,-332551035776000.0,-332551097666000.0,-332551093987000.0,-332551041995000.0,10.0,340586587354000.0,0.249546279492,0.12500016534,23,0.124990974078,2.4762864257000002e-14,0.00389888422603
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332961054852000.0,16060712.0952,-332961048787000.0,-332961034072000.0,-332961076136000.0,-332961076074000.0,-332961036972000.0,10.0,257946473006000.0,0.250453720508,0.12500016534,49,0.250018051845,2.4762864257000002e-14,0.00782725426312
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-333302008143000.0,36737851.1806,-333302011236000.0,-333301950865000.0,-333302064412000.0,-333302063354000.0,-333301959759000.0,10.0,1349669709360000.0,0.125226860254,0.12500016534,75,0.250018051845,2.4762864257000002e-14,0.00391362713156
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-368623430830000.0,20205051.8452,-368623431210000.0,-368623404000000.0,-368623478048000.0,-368623461499000.0,-368623409301000.0,10.0,408244120069000.0,0.249546279492,0.250000425161,18,0.124990974078,2.4762864257000002e-14,0.00779777139899
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-369033389863000.0,27892340.8838,-369033390336000.0,-369033339865000.0,-369033427051000.0,-369033422201000.0,-369033350670000.0,10.0,777982679977000.0,0.250453720508,0.250000425161,44,0.250018051845,2.4762864257000002e-14,0.0156545144424
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-369374376672000.0,36764841.029,-369374377515000.0,-369374324935000.0,-369374426089000.0,-369374422449000.0,-369374329312000.0,10.0,1351653535890000.0,0.125226860254,0.250000425161,70,0.250018051845,2.4762864257000002e-14,0.0078272572212
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-404695820989000.0,16340842.8924,-404695820432000.0,-404695799643000.0,-404695841249000.0,-404695841220000.0,-404695802032000.0,10.0,267023146433000.0,0.249546279492,0.250000519641,13,0.124990974078,2.4762864257000002e-14,0.00779777434592
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-405105759510000.0,39865095.6161,-405105761886000.0,-405105707413000.0,-405105811546000.0,-405105808217000.0,-405105713821000.0,10.0,1589225848480000.0,0.250453720508,0.250000519641,39,0.250018051845,2.4762864257000002e-14,0.0156545203586
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-405446735300000.0,31890107.2113,-405446722955000.0,-405446684816000.0,-405446781856000.0,-405446777309000.0,-405446697068000.0,10.0,1016978937950000.0,0.125226860254,0.250000519641,65,0.250018051845,2.4762864257000002e-14,0.00782726017928
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-440768208103000.0,13866040.383,-440768204700000.0,-440768191581000.0,-440768235933000.0,-440768229570000.0,-440768191720000.0,10.0,192267075902000.0,0.249546279492,0.249999574839,8,0.124990974078,2.4762864257000002e-14,0.00779774487657
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-441178180315000.0,31662702.2844,-441178181456000.0,-441178117529000.0,-441178237202000.0,-441178221859000.0,-441178135232000.0,10.0,1002526715950000.0,0.250453720508,0.249999574839,34,0.250018051845,2.4762864257000002e-14,0.015654461197
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-441519180427000.0,24740315.6924,-441519177138000.0,-441519142252000.0,-441519222301000.0,-441519216419000.0,-441519148572000.0,10.0,612083220558000.0,0.125226860254,0.249999574839,60,0.250018051845,2.4762864257000002e-14,0.00782723059849
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476840322556000.0,12262516.3963,-476840323541000.0,-476840300458000.0,-476840339435000.0,-476840337703000.0,-476840302257000.0,10.0,150369308369000.0,0.249546279492,0.124999315018,3,0.124990974078,2.4762864257000002e-14,0.00389885770361
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477250272524000.0,29923336.3586,-477250279857000.0,-477250222199000.0,-477250320598000.0,-477250309850000.0,-477250224444000.0,10.0,895406058827000.0,0.250453720508,0.124999315018,29,0.250018051845,2.4762864257000002e-14,0.0078272010177
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477591279220000.0,56763023.2458,-477591283374000.0,-477591211180000.0,-477591364122000.0,-477591355010000.0,-477591211853000.0,10.0,3222040808000000.0,0.125226860254,0.124999315018,55,0.250018051845,2.4762864257000002e-14,0.00391360050885
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-571757631832000.0,24344016.0447,-571757639225000.0,-571757586929000.0,-571757669012000.0,-571757662797000.0,-571757596502000.0,10.0,592631117186000.0,0.250453720508,0.12500016534,24,0.124990974078,2.4762864257000002e-14,0.00391306198685
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-572167587905000.0,26759559.6953,-572167594685000.0,-572167529176000.0,-572167617595000.0,-572167617470000.0,-572167546495000.0,10.0,716074035088000.0,0.125226860254,0.12500016534,50,0.250018051845,2.4762864257000002e-14,0.00391362713156
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-607829996718000.0,34366324.4777,-607830009810000.0,-607829934879000.0,-607830040618000.0,-607830032617000.0,-607829939285000.0,10.0,1181044258100000.0,0.250453720508,0.250000425161,19,0.124990974078,2.4762864257000002e-14,0.00782612693135
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-608239983842000.0,25608304.1121,-608239989624000.0,-608239927526000.0,-608240016136000.0,-608240012407000.0,-608239945254000.0,10.0,655785239499000.0,0.125226860254,0.250000425161,45,0.250018051845,2.4762864257000002e-14,0.0078272572212
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-643902405687000.0,29255572.4519,-643902396205000.0,-643902372160000.0,-643902453003000.0,-643902449657000.0,-643902374466000.0,10.0,855888519489000.0,0.250453720508,0.250000519641,14,0.124990974078,2.4762864257000002e-14,0.007826129889
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-644312330987000.0,40678711.2753,-644312337767000.0,-644312245408000.0,-644312395085000.0,-644312379177000.0,-644312271737000.0,10.0,1654757551020000.0,0.125226860254,0.250000519641,40,0.250018051845,2.4762864257000002e-14,0.00782726017928
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-679974789760000.0,23407574.6749,-679974790574000.0,-679974752281000.0,-679974817132000.0,-679974816892000.0,-679974754937000.0,10.0,547914552162000.0,0.250453720508,0.249999574839,9,0.124990974078,2.4762864257000002e-14,0.00782610031248
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-680384743920000.0,44003575.2306,-680384739561000.0,-680384680282000.0,-680384824375000.0,-680384805808000.0,-680384690579000.0,10.0,1936314633070000.0,0.125226860254,0.249999574839,35,0.250018051845,2.4762864257000002e-14,0.00782723059849
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716046885816000.0,22073518.7947,-716046878413000.0,-716046865118000.0,-716046932556000.0,-716046918267000.0,-716046865363000.0,10.0,487240231979000.0,0.250453720508,0.124999315018,4,0.124990974078,2.4762864257000002e-14,0.00391303536798
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716456824033000.0,40147984.3028,-716456824437000.0,-716456753673000.0,-716456868442000.0,-716456866724000.0,-716456769574000.0,10.0,1611860643570000.0,0.125226860254,0.124999315018,30,0.250018051845,2.4762864257000002e-14,0.00391360050885
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-810964219861000.0,35899494.0563,-810964225653000.0,-810964168461000.0,-810964269816000.0,-810964264326000.0,-810964174829000.0,10.0,1288773673490000.0,0.125226860254,0.12500016534,25,0.124990974078,2.4762864257000002e-14,0.00195653099342
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-847036569649000.0,44045543.4613,-847036571026000.0,-847036507704000.0,-847036649397000.0,-847036639334000.0,-847036511740000.0,10.0,1940009898800000.0,0.125226860254,0.250000425161,20,0.124990974078,2.4762864257000002e-14,0.00391306346567
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-883108946752000.0,24639602.1972,-883108956426000.0,-883108885988000.0,-883108966670000.0,-883108965961000.0,-883108906360000.0,10.0,607109996435000.0,0.125226860254,0.250000519641,15,0.124990974078,2.4762864257000002e-14,0.0039130649445
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-919181348413000.0,45674144.1598,-919181358977000.0,-919181268969000.0,-919181416609000.0,-919181405780000.0,-919181281789000.0,10.0,2086127444730000.0,0.125226860254,0.249999574839,10,0.124990974078,2.4762864257000002e-14,0.00391305015624
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955253450284000.0,25540559.0915,-955253452325000.0,-955253399212000.0,-955253484309000.0,-955253481598000.0,-955253410624000.0,10.0,652320158708000.0,0.125226860254,0.124999315018,5,0.124990974078,2.4762864257000002e-14,0.00195651768399
