smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1214175744.55,2867149.77129,-1214175744.55,-1212148363.5,-1216203125.6,-1216000387.49,-1212351101.61,2.0,8220547811010.0,0.125,55,0.00390628847097,0.125,0.250002462142,6.12351299001e-14
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1320045908.23,12028642.7147,-1320045908.23,-1311540373.39,-1328551443.06,-1327700889.58,-1312390926.88,2.0,144688245558000.0,0.125,80,0.00390628847097,0.125,0.250002462142,6.12351299001e-14
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1421349242.26,4847971.41785,-1421349242.26,-1417921208.8,-1424777275.73,-1424434472.38,-1418264012.15,2.0,23502826868300.0,0.125,105,0.00195314038839,0.125,0.125000984857,6.12351299001e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284258411572000.0,4969332.86774,-284258411572000.0,-284258408058000.0,-284258415086000.0,-284258414735000.0,-284258408410000.0,2.0,24694269150400.0,0.25,106,0.00390628077678,0.125,0.125000984857,6.12351299001e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284258700813000.0,9841918.67857,-284258700813000.0,-284258693854000.0,-284258707773000.0,-284258707077000.0,-284258694550000.0,2.0,96863363275500.0,0.25,112,0.00781256155355,0.25,0.125000984857,6.12351299001e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284258979146000.0,4523548.00414,-284258979146000.0,-284258975948000.0,-284258982345000.0,-284258982025000.0,-284258976267000.0,2.0,20462486545800.0,0.25,118,0.00781256155355,0.25,0.125000984857,6.12351299001e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284259231316000.0,1653991.61572,-284259231316000.0,-284259230146000.0,-284259232486000.0,-284259232369000.0,-284259230263000.0,2.0,2735688264870.0,0.125,124,0.00390628077678,0.25,0.125000984857,6.12351299001e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290426066397000.0,1239417.87092,-290426066397000.0,-290426065521000.0,-290426067274000.0,-290426067186000.0,-290426065608000.0,2.0,1536156658750.0,0.25,81,0.00781257694194,0.125,0.250002462142,6.12351299001e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290426358236000.0,17711572.0736,-290426358236000.0,-290426345712000.0,-290426370760000.0,-290426369508000.0,-290426346964000.0,2.0,313699785320000.0,0.25,87,0.0156251538839,0.25,0.250002462142,6.12351299001e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290426636843000.0,8836563.22849,-290426636843000.0,-290426630594000.0,-290426643091000.0,-290426642466000.0,-290426631219000.0,2.0,78084849691100.0,0.25,93,0.0156251538839,0.25,0.250002462142,6.12351299001e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290426880245000.0,8549453.7895,-290426880245000.0,-290426874199000.0,-290426886290000.0,-290426885685000.0,-290426874804000.0,2.0,73093160098900.0,0.125,99,0.00781257694194,0.25,0.250002462142,6.12351299001e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296593754335000.0,579418.720271,-296593754335000.0,-296593753925000.0,-296593754745000.0,-296593754704000.0,-296593753966000.0,2.0,335726053400.0,0.25,56,0.00781257694194,0.125,0.250002462142,6.12351299001e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296594042037000.0,1979988.34794,-296594042037000.0,-296594040637000.0,-296594043437000.0,-296594043297000.0,-296594040777000.0,2.0,3920353857990.0,0.25,62,0.0156251538839,0.25,0.250002462142,6.12351299001e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296594308508000.0,12218761.4267,-296594308508000.0,-296594299868000.0,-296594317148000.0,-296594316284000.0,-296594300732000.0,2.0,149298130802000.0,0.25,68,0.0156251538839,0.25,0.250002462142,6.12351299001e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296594558008000.0,10123100.5298,-296594558008000.0,-296594550850000.0,-296594565166000.0,-296594564450000.0,-296594551566000.0,2.0,102477164336000.0,0.125,74,0.00781257694194,0.25,0.250002462142,6.12351299001e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-302761409577000.0,867147.761574,-302761409577000.0,-302761408964000.0,-302761410190000.0,-302761410129000.0,-302761409025000.0,2.0,751945240404.0,0.25,31,0.00781242305806,0.125,0.249997537858,6.12351299001e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-302761691500000.0,2232984.87868,-302761691500000.0,-302761689921000.0,-302761693079000.0,-302761692921000.0,-302761690079000.0,2.0,4986221468400.0,0.25,37,0.0156248461161,0.25,0.249997537858,6.12351299001e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-302761973734000.0,15447509.9403,-302761973734000.0,-302761962811000.0,-302761984657000.0,-302761983565000.0,-302761963903000.0,2.0,238625563356000.0,0.25,43,0.0156248461161,0.25,0.249997537858,6.12351299001e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-302762233109000.0,5605963.24412,-302762233109000.0,-302762229145000.0,-302762237073000.0,-302762236677000.0,-302762229542000.0,2.0,31426823894400.0,0.125,49,0.00781242305806,0.25,0.249997537858,6.12351299001e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-308928849374000.0,1059093.57671,-308928849374000.0,-308928848625000.0,-308928850123000.0,-308928850048000.0,-308928848700000.0,2.0,1121679204220.0,0.25,6,0.00390614228128,0.125,0.124996553001,6.12351299001e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-308929138397000.0,3303781.02842,-308929138397000.0,-308929136061000.0,-308929140733000.0,-308929140500000.0,-308929136295000.0,2.0,10914969083700.0,0.25,12,0.00781228456257,0.25,0.124996553001,6.12351299001e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-308929414059000.0,4351428.00474,-308929414059000.0,-308929410982000.0,-308929417136000.0,-308929416828000.0,-308929411290000.0,2.0,18934925680500.0,0.25,18,0.00781228456257,0.25,0.124996553001,6.12351299001e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-308929666561000.0,8311614.62295,-308929666561000.0,-308929660683000.0,-308929672438000.0,-308929671850000.0,-308929661271000.0,2.0,69082937640500.0,0.125,24,0.00390614228128,0.25,0.124996553001,6.12351299001e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-593195187952000.0,2797084.88184,-593195187952000.0,-593195185974000.0,-593195189929000.0,-593195189732000.0,-593195186172000.0,2.0,7823683836190.0,0.25,111,0.00390628077678,0.125,0.125000984857,6.12351299001e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-593195459926000.0,4552200.98738,-593195459926000.0,-593195456707000.0,-593195463145000.0,-593195462823000.0,-593195457029000.0,2.0,20722533829500.0,0.25,117,0.00781256155355,0.25,0.125000984857,6.12351299001e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-593195736989000.0,2249333.27585,-593195736989000.0,-593195735399000.0,-593195738580000.0,-593195738421000.0,-593195735558000.0,2.0,5059500185830.0,0.125,123,0.00390628077678,0.25,0.125000984857,6.12351299001e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-599362841208000.0,6239444.29948,-599362841208000.0,-599362836796000.0,-599362845620000.0,-599362845179000.0,-599362837237000.0,2.0,38930665166300.0,0.25,86,0.00781257694194,0.125,0.250002462142,6.12351299001e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-599363114016000.0,9931924.88653,-599363114016000.0,-599363106993000.0,-599363121039000.0,-599363120336000.0,-599363107695000.0,2.0,98643131951700.0,0.25,92,0.0156251538839,0.25,0.250002462142,6.12351299001e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-599363400603000.0,11673030.2015,-599363400603000.0,-599363392349000.0,-599363408857000.0,-599363408031000.0,-599363393174000.0,2.0,136259634086000.0,0.125,98,0.00781257694194,0.25,0.250002462142,6.12351299001e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-605530524142000.0,441359.524196,-605530524142000.0,-605530523830000.0,-605530524454000.0,-605530524423000.0,-605530523861000.0,2.0,194798229598.0,0.25,61,0.00781257694194,0.125,0.250002462142,6.12351299001e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-605530811615000.0,5608607.38154,-605530811615000.0,-605530807649000.0,-605530815580000.0,-605530815184000.0,-605530808045000.0,2.0,31456476760300.0,0.25,67,0.0156251538839,0.25,0.250002462142,6.12351299001e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-605531081184000.0,3691355.49177,-605531081184000.0,-605531078573000.0,-605531083794000.0,-605531083533000.0,-605531078834000.0,2.0,13626105366600.0,0.125,73,0.00781257694194,0.25,0.250002462142,6.12351299001e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-611698179234000.0,2795986.12629,-611698179234000.0,-611698177257000.0,-611698181211000.0,-611698181014000.0,-611698177455000.0,2.0,7817538418380.0,0.25,36,0.00781242305806,0.125,0.249997537858,6.12351299001e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-611698461984000.0,12055092.5466,-611698461984000.0,-611698453460000.0,-611698470508000.0,-611698469656000.0,-611698454312000.0,2.0,145325256306000.0,0.25,42,0.0156248461161,0.25,0.249997537858,6.12351299001e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-611698734594000.0,108373.748547,-611698734594000.0,-611698734517000.0,-611698734671000.0,-611698734663000.0,-611698734525000.0,2.0,11744869374.1,0.125,48,0.00781242305806,0.25,0.249997537858,6.12351299001e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617865617211000.0,2931423.41461,-617865617211000.0,-617865615138000.0,-617865619283000.0,-617865619076000.0,-617865615345000.0,2.0,8593243235730.0,0.25,11,0.00390614228128,0.125,0.124996553001,6.12351299001e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617865906185000.0,9255061.85787,-617865906185000.0,-617865899640000.0,-617865912729000.0,-617865912075000.0,-617865900295000.0,2.0,85656169993000.0,0.25,17,0.00781228456257,0.25,0.124996553001,6.12351299001e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617866172795000.0,4177633.17874,-617866172795000.0,-617866169841000.0,-617866175749000.0,-617866175454000.0,-617866170137000.0,2.0,17452618976100.0,0.125,23,0.00390614228128,0.25,0.124996553001,6.12351299001e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-902131961699000.0,2828072.68747,-902131961699000.0,-902131959699000.0,-902131963699000.0,-902131963499000.0,-902131959899000.0,2.0,7997995125630.0,0.25,116,0.00390628077678,0.125,0.125000984857,6.12351299001e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-902132236224000.0,4903127.2995,-902132236224000.0,-902132232757000.0,-902132239691000.0,-902132239344000.0,-902132233103000.0,2.0,24040657315100.0,0.125,122,0.00390628077678,0.25,0.125000984857,6.12351299001e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-908299610630000.0,11967204.035,-908299610630000.0,-908299602168000.0,-908299619092000.0,-908299618246000.0,-908299603014000.0,2.0,143213972416000.0,0.25,91,0.00781257694194,0.125,0.250002462142,6.12351299001e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-908299891909000.0,2017035.70514,-908299891909000.0,-908299890483000.0,-908299893336000.0,-908299893193000.0,-908299890626000.0,2.0,4068433035810.0,0.125,97,0.00781257694194,0.25,0.250002462142,6.12351299001e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-914467300668000.0,2828041.75155,-914467300668000.0,-914467298668000.0,-914467302667000.0,-914467302467000.0,-914467298868000.0,2.0,7997820148510.0,0.25,66,0.00781257694194,0.125,0.250002462142,6.12351299001e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-914467573743000.0,1294240.78774,-914467573743000.0,-914467572827000.0,-914467574658000.0,-914467574566000.0,-914467572919000.0,2.0,1675059216650.0,0.125,72,0.00781257694194,0.25,0.250002462142,6.12351299001e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-920634943613000.0,914568.463641,-920634943613000.0,-920634942966000.0,-920634944260000.0,-920634944195000.0,-920634943031000.0,2.0,836435474687.0,0.25,41,0.00781242305806,0.125,0.249997537858,6.12351299001e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-920635230745000.0,10285093.1691,-920635230745000.0,-920635223472000.0,-920635238017000.0,-920635237290000.0,-920635224199000.0,2.0,105783141497000.0,0.125,47,0.00781242305806,0.25,0.249997537858,6.12351299001e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-926802390403000.0,9257828.85509,-926802390403000.0,-926802383857000.0,-926802396949000.0,-926802396295000.0,-926802384511000.0,2.0,85707395110200.0,0.25,16,0.00390614228128,0.125,0.124996553001,6.12351299001e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-926802662077000.0,12556046.6767,-926802662077000.0,-926802653199000.0,-926802670956000.0,-926802670068000.0,-926802654087000.0,2.0,157654308148000.0,0.125,22,0.00390614228128,0.25,0.124996553001,6.12351299001e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1211068713560000.0,7216638.29392,-1211068713560000.0,-1211068708460000.0,-1211068718660000.0,-1211068718150000.0,-1211068708970000.0,2.0,52079868265200.0,0.125,121,0.00195314038839,0.125,0.125000984857,6.12351299001e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1217236362960000.0,5827035.05273,-1217236362960000.0,-1217236358840000.0,-1217236367080000.0,-1217236366670000.0,-1217236359250000.0,2.0,33954337505800.0,0.125,96,0.00390628847097,0.125,0.250002462142,6.12351299001e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1223404048180000.0,4774314.27589,-1223404048180000.0,-1223404044800000.0,-1223404051560000.0,-1223404051220000.0,-1223404045140000.0,2.0,22794076805000.0,0.125,71,0.00390628847097,0.125,0.250002462142,6.12351299001e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1229571717440000.0,3499288.49621,-1229571717440000.0,-1229571714960000.0,-1229571719910000.0,-1229571719660000.0,-1229571715210000.0,2.0,12245019979700.0,0.125,46,0.00390621152903,0.125,0.249997537858,6.12351299001e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1235739141290000.0,24810943.8232,-1235739141290000.0,-1235739123740000.0,-1235739158830000.0,-1235739157080000.0,-1235739125500000.0,2.0,615582933396000.0,0.125,21,0.00195307114064,0.125,0.124996553001,6.12351299001e-14
