npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-ft_capacity,prefix
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614938921629.0,4751174.10195,-614938921629.0,-614935562042.0,-614942281217.0,-614941945258.0,-614935898001.0,2.0,22573655347000.0,0.250006184017,2.78193391732e-13,0.125210084034,0.0039129119137,0.125,120
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615000145537.0,14143012.345,-615000145537.0,-614990144917.0,-615010146157.0,-615009146095.0,-614991144979.0,2.0,200024798191000.0,0.125002473607,2.78193391732e-13,0.125210084034,0.00195644627809,0.125,125
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-616428099472.0,460853.685359,-616428099472.0,-616427773599.0,-616428425344.0,-616428392757.0,-616427806186.0,2.0,212386119309.0,0.124991342377,2.78193391732e-13,0.249579831933,0.00779882955587,0.25,27
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-616468537505.0,10378319.0864,-616468537505.0,-616461198925.0,-616475876085.0,-616475142227.0,-616461932783.0,2.0,107709507060000.0,0.249993815983,2.78193391732e-13,0.249579831933,0.0155983536443,0.25,32
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-616505597434.0,293155.615595,-616505597434.0,-616505390141.0,-616505804726.0,-616505783997.0,-616505410871.0,2.0,85940214955.2,0.250006184017,2.78193391732e-13,0.249579831933,0.0155991253473,0.25,37
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-616549247461.0,199205.017887,-616549247461.0,-616549106602.0,-616549388320.0,-616549374234.0,-616549120688.0,2.0,39682639151.3,0.250006184017,2.78193391732e-13,0.249579831933,0.0155991253473,0.25,42
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-616595968049.0,4127748.30846,-616595968049.0,-616593049290.0,-616598886807.0,-616598594932.0,-616593341166.0,2.0,17038306098000.0,0.125002473607,2.78193391732e-13,0.249579831933,0.00779952408848,0.25,47
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202629354769000.0,5533154.35921,-202629354769000.0,-202629350857000.0,-202629358682000.0,-202629358291000.0,-202629351248000.0,2.0,30615797162900.0,0.124991342377,2.78193391732e-13,0.249579831933,0.00779882955587,0.25,28
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202629397078000.0,1999175.75674,-202629397078000.0,-202629395665000.0,-202629398492000.0,-202629398350000.0,-202629395806000.0,2.0,3996703706340.0,0.249993815983,2.78193391732e-13,0.249579831933,0.0155983536443,0.25,33
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202629448444000.0,24246059.7933,-202629448444000.0,-202629431299000.0,-202629465588000.0,-202629463874000.0,-202629433013000.0,2.0,587871415499000.0,0.250006184017,2.78193391732e-13,0.249579831933,0.0155991253473,0.25,38
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202629482643000.0,1029010.29322,-202629482643000.0,-202629481915000.0,-202629483371000.0,-202629483298000.0,-202629481988000.0,2.0,1058862183560.0,0.250006184017,2.78193391732e-13,0.249579831933,0.0155991253473,0.25,43
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202629533319000.0,4009917.81378,-202629533319000.0,-202629530483000.0,-202629536154000.0,-202629535871000.0,-202629530767000.0,2.0,16079440873300.0,0.125002473607,2.78193391732e-13,0.249579831933,0.00779952408848,0.25,48
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203083813482000.0,4641528.04138,-203083813482000.0,-203083810200000.0,-203083816764000.0,-203083816436000.0,-203083810529000.0,2.0,21543782558900.0,0.124991342377,2.78193391732e-13,0.250420168067,0.00782508824124,0.25,54
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203083850740000.0,2144095.87733,-203083850740000.0,-203083849224000.0,-203083852256000.0,-203083852104000.0,-203083849375000.0,2.0,4597147131190.0,0.249993815983,2.78193391732e-13,0.250420168067,0.0156508733536,0.25,59
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203083907219000.0,24740304.2977,-203083907219000.0,-203083889725000.0,-203083924713000.0,-203083922963000.0,-203083891474000.0,2.0,612082656741000.0,0.250006184017,2.78193391732e-13,0.250420168067,0.0156516476548,0.25,64
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203083968114000.0,20089805.7229,-203083968114000.0,-203083953908000.0,-203083982320000.0,-203083980899000.0,-203083955329000.0,2.0,403600293983000.0,0.250006184017,2.78193391732e-13,0.250420168067,0.0156516476548,0.25,69
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203083987791000.0,8068204.40514,-203083987791000.0,-203083982086000.0,-203083993496000.0,-203083992926000.0,-203083982657000.0,2.0,65095922323200.0,0.125002473607,2.78193391732e-13,0.250420168067,0.00782578511235,0.25,74
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538276525000.0,26946914.1155,-203538276525000.0,-203538257471000.0,-203538295579000.0,-203538293674000.0,-203538259376000.0,2.0,726136180348000.0,0.124991342377,2.78193391732e-13,0.125210084034,0.00391254412062,0.25,80
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538314068000.0,13403028.8798,-203538314068000.0,-203538304590000.0,-203538323545000.0,-203538322597000.0,-203538305538000.0,2.0,179641183154000.0,0.249993815983,2.78193391732e-13,0.125210084034,0.00782543667679,0.25,85
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538370881000.0,29016725.4203,-203538370881000.0,-203538350363000.0,-203538391399000.0,-203538389347000.0,-203538352414000.0,2.0,841970354115000.0,0.250006184017,2.78193391732e-13,0.125210084034,0.00782582382741,0.25,90
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538372117000.0,2558914.56834,-203538372117000.0,-203538370307000.0,-203538373926000.0,-203538373745000.0,-203538370488000.0,2.0,6548043768060.0,0.250006184017,2.78193391732e-13,0.125210084034,0.00782582382741,0.25,95
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538451712000.0,29597490.6707,-203538451712000.0,-203538430783000.0,-203538472640000.0,-203538470547000.0,-203538432876000.0,2.0,876011454004000.0,0.125002473607,2.78193391732e-13,0.125210084034,0.00391289255617,0.25,100
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203539849491000.0,9338732.1681,-203539849491000.0,-203539842888000.0,-203539856095000.0,-203539855435000.0,-203539843548000.0,2.0,87211918507500.0,0.124991342377,2.78193391732e-13,0.249579831933,0.00389941477793,0.125,2
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203539894110000.0,7908861.29495,-203539894110000.0,-203539888518000.0,-203539899703000.0,-203539899143000.0,-203539889077000.0,2.0,62550086982800.0,0.249993815983,2.78193391732e-13,0.249579831933,0.00779917682217,0.125,7
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203539938335000.0,5510747.84679,-203539938335000.0,-203539934438000.0,-203539942232000.0,-203539941842000.0,-203539934828000.0,2.0,30368341830900.0,0.250006184017,2.78193391732e-13,0.249579831933,0.00779956267363,0.125,12
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203539980517000.0,5150635.90822,-203539980517000.0,-203539976875000.0,-203539984159000.0,-203539983795000.0,-203539977240000.0,2.0,26529050259000.0,0.250006184017,2.78193391732e-13,0.249579831933,0.00779956267363,0.125,17
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203540023937000.0,2271881.3864,-203540023937000.0,-203540022331000.0,-203540025544000.0,-203540025383000.0,-203540022491000.0,2.0,5161445033870.0,0.125002473607,2.78193391732e-13,0.249579831933,0.00389976204424,0.125,22
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405552794950000.0,14586456.025,-405552794950000.0,-405552784636000.0,-405552805265000.0,-405552804233000.0,-405552785668000.0,2.0,212764699369000.0,0.124991342377,2.78193391732e-13,0.249579831933,0.00389941477793,0.125,3
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405552836272000.0,2725931.11293,-405552836272000.0,-405552834344000.0,-405552838199000.0,-405552838006000.0,-405552834537000.0,2.0,7430700432440.0,0.249993815983,2.78193391732e-13,0.249579831933,0.00779917682217,0.125,8
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405552877735000.0,5122158.48634,-405552877735000.0,-405552874114000.0,-405552881357000.0,-405552880995000.0,-405552874476000.0,2.0,26236507559100.0,0.250006184017,2.78193391732e-13,0.249579831933,0.00779956267363,0.125,13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405552910084000.0,9307380.06989,-405552910084000.0,-405552903502000.0,-405552916665000.0,-405552916007000.0,-405552904161000.0,2.0,86627323765400.0,0.250006184017,2.78193391732e-13,0.249579831933,0.00779956267363,0.125,18
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405552969306000.0,27222058.1808,-405552969306000.0,-405552950057000.0,-405552988555000.0,-405552986630000.0,-405552951982000.0,2.0,741040451599000.0,0.125002473607,2.78193391732e-13,0.249579831933,0.00389976204424,0.125,23
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406007267346000.0,20018215.3376,-406007267346000.0,-406007253191000.0,-406007281501000.0,-406007280086000.0,-406007254607000.0,2.0,400728945304000.0,0.124991342377,2.78193391732e-13,0.250420168067,0.00782508824124,0.25,29
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406007295863000.0,35245488.1647,-406007295863000.0,-406007270940000.0,-406007320785000.0,-406007318293000.0,-406007273433000.0,2.0,1242244435970000.0,0.249993815983,2.78193391732e-13,0.250420168067,0.0156508733536,0.25,34
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406007323851000.0,2763090.193,-406007323851000.0,-406007321897000.0,-406007325805000.0,-406007325609000.0,-406007322092000.0,2.0,7634667414650.0,0.250006184017,2.78193391732e-13,0.250420168067,0.0156516476548,0.25,39
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406007375382000.0,2131136.3557,-406007375382000.0,-406007373875000.0,-406007376889000.0,-406007376738000.0,-406007374025000.0,2.0,4541742166590.0,0.250006184017,2.78193391732e-13,0.250420168067,0.0156516476548,0.25,44
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406007406833000.0,2963692.32096,-406007406833000.0,-406007404737000.0,-406007408929000.0,-406007408719000.0,-406007404947000.0,2.0,8783472173310.0,0.125002473607,2.78193391732e-13,0.250420168067,0.00782578511235,0.25,49
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406461721775000.0,48394194.7991,-406461721775000.0,-406461687555000.0,-406461755995000.0,-406461752573000.0,-406461690977000.0,2.0,2341998090250000.0,0.124991342377,2.78193391732e-13,0.125210084034,0.00391254412062,0.25,55
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406461733028000.0,18730798.8816,-406461733028000.0,-406461719783000.0,-406461746272000.0,-406461744948000.0,-406461721108000.0,2.0,350842826744000.0,0.249993815983,2.78193391732e-13,0.125210084034,0.00782543667679,0.25,60
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406461817142000.0,67050890.4369,-406461817142000.0,-406461769730000.0,-406461864554000.0,-406461859813000.0,-406461774471000.0,2.0,4495821908380000.0,0.250006184017,2.78193391732e-13,0.125210084034,0.00782582382741,0.25,65
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406461837312000.0,30458314.003,-406461837312000.0,-406461815775000.0,-406461858849000.0,-406461856696000.0,-406461817929000.0,2.0,927708891903000.0,0.250006184017,2.78193391732e-13,0.125210084034,0.00782582382741,0.25,70
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406461865656000.0,8192303.92124,-406461865656000.0,-406461859863000.0,-406461871449000.0,-406461870869000.0,-406461860442000.0,2.0,67113843538000.0,0.125002473607,2.78193391732e-13,0.125210084034,0.00391289255617,0.25,75
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608930679464000.0,27296054.9609,-608930679464000.0,-608930660163000.0,-608930698766000.0,-608930696835000.0,-608930662093000.0,2.0,745074616429000.0,0.124991342377,2.78193391732e-13,0.250420168067,0.00391254412062,0.125,4
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608930734322000.0,5199866.16283,-608930734322000.0,-608930730645000.0,-608930737999000.0,-608930737631000.0,-608930731013000.0,2.0,27038608111400.0,0.249993815983,2.78193391732e-13,0.250420168067,0.00782543667679,0.125,9
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608930755872000.0,8536594.34558,-608930755872000.0,-608930749836000.0,-608930761908000.0,-608930761305000.0,-608930750439000.0,2.0,72873443021000.0,0.250006184017,2.78193391732e-13,0.250420168067,0.00782582382741,0.125,14
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608930787515000.0,3958890.84503,-608930787515000.0,-608930784716000.0,-608930790315000.0,-608930790035000.0,-608930784996000.0,2.0,15672816722900.0,0.250006184017,2.78193391732e-13,0.250420168067,0.00782582382741,0.125,19
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608930847833000.0,2189599.90018,-608930847833000.0,-608930846284000.0,-608930849381000.0,-608930849226000.0,-608930846439000.0,2.0,4794347722850.0,0.125002473607,2.78193391732e-13,0.250420168067,0.00391289255617,0.125,24
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609385134824000.0,23571584.6863,-609385134824000.0,-609385118157000.0,-609385151492000.0,-609385149825000.0,-609385119823000.0,2.0,555619604624000.0,0.124991342377,2.78193391732e-13,0.125210084034,0.00391254412062,0.25,30
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609385158663000.0,648511.935822,-609385158663000.0,-609385158205000.0,-609385159122000.0,-609385159076000.0,-609385158251000.0,2.0,420567730903.0,0.249993815983,2.78193391732e-13,0.125210084034,0.00782543667679,0.25,35
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609385212413000.0,4647245.41955,-609385212413000.0,-609385209127000.0,-609385215699000.0,-609385215371000.0,-609385209456000.0,2.0,21596889989500.0,0.250006184017,2.78193391732e-13,0.125210084034,0.00782582382741,0.25,40
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609385263233000.0,40157044.7958,-609385263233000.0,-609385234838000.0,-609385291629000.0,-609385288789000.0,-609385237677000.0,2.0,1612588246730000.0,0.250006184017,2.78193391732e-13,0.125210084034,0.00782582382741,0.25,45
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609385283481000.0,9854121.75062,-609385283481000.0,-609385276513000.0,-609385290449000.0,-609385289752000.0,-609385277210000.0,2.0,97103715476000.0,0.125002473607,2.78193391732e-13,0.125210084034,0.00391289255617,0.25,50
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812308539744000.0,18607672.8969,-812308539744000.0,-812308526587000.0,-812308552902000.0,-812308551586000.0,-812308527902000.0,2.0,346245490638000.0,0.124991342377,2.78193391732e-13,0.125210084034,0.00195627206031,0.125,5
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812308600255000.0,19578137.8864,-812308600255000.0,-812308586412000.0,-812308614099000.0,-812308612715000.0,-812308587796000.0,2.0,383303483100000.0,0.249993815983,2.78193391732e-13,0.125210084034,0.0039127183384,0.125,10
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812308636976000.0,11722868.8552,-812308636976000.0,-812308628687000.0,-812308645265000.0,-812308644436000.0,-812308629516000.0,2.0,137425654197000.0,0.250006184017,2.78193391732e-13,0.125210084034,0.0039129119137,0.125,15
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812308703294000.0,56572918.0717,-812308703294000.0,-812308663291000.0,-812308743297000.0,-812308739297000.0,-812308667291000.0,2.0,3200495059150000.0,0.250006184017,2.78193391732e-13,0.125210084034,0.0039129119137,0.125,20
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812308705486000.0,976188.576981,-812308705486000.0,-812308704796000.0,-812308706176000.0,-812308706107000.0,-812308704865000.0,2.0,952944137828.0,0.125002473607,2.78193391732e-13,0.125210084034,0.00195644627809,0.125,25
