smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight,prefix
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1942685404.5,39383927.8234,-1946152043.88,-1868940648.34,-1999485185.52,-1991534678.26,-1879942378.74,10.0,1551093770800000.0,0.250000425161,0.249546279492,0.250018051845,2.4762864257000002e-14,0.0155977951872,67
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1979709421.63,46669850.125,-1978075301.59,-1907872550.56,-2065002310.71,-2047440964.57,-1921762990.61,10.0,2178074910690000.0,0.12500016534,0.125226860254,0.250018051845,2.4762864257000002e-14,0.00391362713156,46
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2006675285.22,26690347.7509,-2007545256.44,-1970126748.33,-2039659216.14,-2038861231.62,-1972685707.18,10.0,712374663066000.0,0.12500016534,0.125226860254,0.250018051845,2.4762864257000002e-14,0.00391362713156,75
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2017214509.98,39437453.3685,-2010316452.13,-1955248251.73,-2072644462.85,-2070582450.61,-1965416137.71,10.0,1555312728190000.0,0.124999315018,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00195651768399,101
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2027327443.25,32318356.1655,-2033154844.9,-1964179979.65,-2068658112.34,-2066559695.51,-1978353586.95,10.0,1044476145240000.0,0.250000519641,0.249546279492,0.249981948155,2.4762864257000002e-14,0.0155955486918,87
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2082798522.16,51342009.5348,-2081100162.75,-2015694040.57,-2184253069.97,-2160855887.97,-2017616424.47,10.0,2636001943070000.0,0.250000425161,0.125226860254,0.250018051845,2.4762864257000002e-14,0.0078272572212,66
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2094725841.26,52121427.5201,-2086511904.92,-2001610013.75,-2168072925.41,-2166033804.11,-2026190586.9,10.0,2716643206740000.0,0.249999574839,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00779774487657,107
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2125119964.57,62486011.5846,-2108972671.12,-2061106627.45,-2251083823.31,-2223359134.56,-2065956041.75,10.0,3904501643750000.0,0.250000425161,0.125226860254,0.249981948155,2.4762864257000002e-14,0.00782612693135,95
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2160229150.0,59143436.0589,-2141275508.48,-2097691930.4,-2301248542.5,-2252331983.54,-2101048778.3,10.0,3497946028860000.0,0.250000519641,0.125226860254,0.249981948155,2.4762864257000002e-14,0.007826129889,86
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2223911098.14,44270953.9111,-2233463901.49,-2126017100.44,-2274041441.16,-2271243824.62,-2156908056.86,10.0,1959917360200000.0,0.12500016534,0.250453720508,0.250018051845,2.4762864257000002e-14,0.00782725426312,74
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2225243482.1,37940397.1496,-2228565428.99,-2148590735.87,-2284684445.56,-2271974581.82,-2170620925.81,10.0,1439473735870000.0,0.250000519641,0.125226860254,0.124990974078,2.4762864257000002e-14,0.0039130649445,115
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2267811799.63,57403964.0823,-2255714996.0,-2202314136.8,-2359485847.41,-2354255529.18,-2206262572.31,10.0,3295215092360000.0,0.249999574839,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00391305015624,106
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2298876953.65,40264700.2587,-2302686335.69,-2214145679.89,-2343054104.77,-2340776177.71,-2231766854.48,10.0,1621246086930000.0,0.250000425161,0.250453720508,0.249981948155,2.4762864257000002e-14,0.0156522538627,94
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2334959086.31,27018455.8283,-2338669735.97,-2288164072.03,-2372481173.02,-2367244473.37,-2292449746.75,10.0,729996955344000.0,0.12500016534,0.249546279492,0.250018051845,2.4762864257000002e-14,0.00779889464623,73
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2379232372.16,41864847.8805,-2377243256.48,-2331629915.01,-2444006944.14,-2437551312.25,-2333165358.98,10.0,1752665488060000.0,0.250000519641,0.250453720508,0.124990974078,2.4762864257000002e-14,0.007826129889,114
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2466289484.45,44474722.0993,-2472891977.76,-2376963173.76,-2532039271.79,-2521472905.55,-2400630887.58,10.0,1978000905810000.0,0.250000425161,0.249546279492,0.249981948155,2.4762864257000002e-14,0.015595542798,93
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2526707980.98,35807802.5378,-2507598913.06,-2494004027.12,-2604461659.61,-2588463385.9,-2497920565.34,10.0,1282198722580000.0,0.12500016534,0.249546279492,0.250018051845,2.4762864257000002e-14,0.00779889464623,72
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2556129144.35,41308535.5909,-2545155155.84,-2522072392.96,-2661984357.29,-2621405525.57,-2524727507.41,10.0,1706395112660000.0,0.250000519641,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00779777434592,113
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2617968063.32,36037961.8756,-2612641589.4,-2570606696.9,-2670806396.86,-2670524396.99,-2574315873.23,10.0,1298734696150000.0,0.250000425161,0.249546279492,0.249981948155,2.4762864257000002e-14,0.015595542798,92
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2698050921.48,33473273.9197,-2699915383.44,-2657670527.92,-2767120203.55,-2745265989.3,-2658899184.53,10.0,1120460066900000.0,0.12500016534,0.125226860254,0.250018051845,2.4762864257000002e-14,0.00391362713156,71
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2723196310.85,40705270.1996,-2725736437.85,-2647372693.97,-2790596436.44,-2776718009.96,-2667359856.8,10.0,1656919022020000.0,0.250000519641,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00779777434592,112
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2736151593.27,54902306.2809,-2734393458.21,-2642216100.63,-2835702994.06,-2812879977.26,-2665065853.91,10.0,3014263234960000.0,0.12500016534,0.125226860254,0.249981948155,2.4762864257000002e-14,0.00391306198685,100
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2774371990.89,48158812.9914,-2774694995.87,-2707337907.73,-2850385169.08,-2839290127.44,-2708343682.81,10.0,2319271268740000.0,0.250000425161,0.125226860254,0.249981948155,2.4762864257000002e-14,0.00782612693135,91
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2818023744.77,35503772.3697,-2815909872.33,-2763330149.66,-2863576936.67,-2858811103.45,-2770972343.59,10.0,1260517852480000.0,0.250000425161,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00391306346567,120
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2860511082.21,45523584.6419,-2864005444.23,-2788211029.68,-2916930662.72,-2914162361.12,-2795391926.12,10.0,2072396758650000.0,0.250000519641,0.125226860254,0.124990974078,2.4762864257000002e-14,0.0039130649445,111
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2896175241.42,40597705.0632,-2880096210.03,-2843236733.77,-2954479267.69,-2946777729.09,-2847453298.67,10.0,1648173656400000.0,0.12500016534,0.250453720508,0.249981948155,2.4762864257000002e-14,0.0078261239737,99
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2978577314.27,49344739.571,-2983142904.35,-2881613653.25,-3036430590.08,-3036139624.38,-2902382217.29,10.0,2434903323320000.0,0.250000425161,0.250453720508,0.124990974078,2.4762864257000002e-14,0.00782612693135,119
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3075091197.25,31178475.292,-3061648225.21,-3041805441.49,-3122588806.94,-3116139663.99,-3044156267.15,10.0,972097321536000.0,0.12500016534,0.249546279492,0.249981948155,2.4762864257000002e-14,0.00779776845205,98
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3151227721.95,43828653.1958,-3142785652.33,-3085687692.91,-3214909381.9,-3210004596.24,-3094986884.0,10.0,1920950840950000.0,0.250000425161,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00779777139899,118
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3212923912.13,50101907.2651,-3221385199.2,-3152067622.92,-3271341932.92,-3267645872.44,-3152776060.26,10.0,2510201111600000.0,0.12500016534,0.249546279492,0.249981948155,2.4762864257000002e-14,0.00779776845205,97
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3294181503.78,41810419.0599,-3284822249.09,-3244466783.69,-3368437419.26,-3359640471.89,-3247326571.2,10.0,1748111141970000.0,0.250000425161,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00779777139899,117
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3356649203.6,44980403.2833,-3345270875.87,-3300956328.28,-3451169617.96,-3432907948.37,-3310660497.24,10.0,2023236679530000.0,0.12500016534,0.125226860254,0.249981948155,2.4762864257000002e-14,0.00391306198685,96
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3435914507.99,42226954.0693,-3453081928.14,-3349330037.93,-3467324291.5,-3466425950.37,-3357674249.13,10.0,1783115649970000.0,0.12500016534,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00195653099342,125
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3445060996.93,17448777.3706,-3441914934.9,-3425079885.69,-3475550518.73,-3475210092.41,-3427236300.9,10.0,304459831730000.0,0.250000425161,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00391306346567,116
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3568185222.19,42257397.7016,-3562720335.15,-3487460437.94,-3622024152.86,-3621984864.94,-3510347517.3,10.0,1785687660510000.0,0.12500016534,0.250453720508,0.124990974078,2.4762864257000002e-14,0.00391306198685,124
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3756813055.82,15272899.7397,-3756575359.56,-3721209393.48,-3774455165.58,-3772932755.71,-3734389865.15,10.0,233261466458000.0,0.12500016534,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00389888422603,123
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3925117930.31,36827330.7975,-3929061424.08,-3853368045.36,-3981309127.61,-3972175149.18,-3872592494.63,10.0,1356252293670000.0,0.12500016534,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00389888422603,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4055994981.92,43512977.0707,-4060231494.87,-3997602197.99,-4119399625.94,-4115985377.32,-3998205075.31,10.0,1893379173560000.0,0.12500016534,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00195653099342,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136656675404.0,6779.93421133,-136656674091.0,-136656667164.0,-136656686823.0,-136656685793.0,-136656668419.0,10.0,45967507.91,0.124999315018,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00195651768399,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-486849153438.0,7389110.65241,-486849444633.0,-486837742035.0,-486864091168.0,-486859859444.0,-486839034972.0,10.0,54598956233600.0,0.124999315018,0.249546279492,0.250018051845,2.4762864257000002e-14,0.00779884159372,27
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-99179172682800.0,15576460.2389,-99179170892100.0,-99179150112100.0,-99179200297300.0,-99179197298300.0,-99179154002600.0,10.0,242626113574000.0,0.249999574839,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00779774487657,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-99529372203400.0,25969134.376,-99529379438300.0,-99529327353400.0,-99529403795600.0,-99529399820600.0,-99529327559000.0,10.0,674395940239000.0,0.249999574839,0.250453720508,0.250018051845,2.4762864257000002e-14,0.015654461197,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-99820628132600.0,48352613.8398,-99820645766900.0,-99820532376200.0,-99820692718000.0,-99820684798900.0,-99820555563600.0,10.0,2337975265140000.0,0.249999574839,0.125226860254,0.250018051845,2.4762864257000002e-14,0.00782723059849,60
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-199699964580000.0,36073009.2585,-199699964524000.0,-199699896679000.0,-199700012887000.0,-199700008366000.0,-199699914229000.0,10.0,1301261996960000.0,0.250000519641,0.125226860254,0.124990974078,2.4762864257000002e-14,0.0039130649445,15
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203327314692000.0,15007857.337,-203327313740000.0,-203327297046000.0,-203327341157000.0,-203327337863000.0,-203327297438000.0,10.0,225235781848000.0,0.124999315018,0.249546279492,0.250018051845,2.4762864257000002e-14,0.00779884159372,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203618592866000.0,22988894.9226,-203618592325000.0,-203618554102000.0,-203618631783000.0,-203618626495000.0,-203618562693000.0,10.0,528489289764000.0,0.124999315018,0.250453720508,0.250018051845,2.4762864257000002e-14,0.0078272010177,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203968749450000.0,28808426.9679,-203968741743000.0,-203968722947000.0,-203968811150000.0,-203968799755000.0,-203968723295000.0,10.0,829925464365000.0,0.124999315018,0.125226860254,0.249981948155,2.4762864257000002e-14,0.00391303536798,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204457725192000.0,7059148.43914,-204457726562000.0,-204457714049000.0,-204457734839000.0,-204457733389000.0,-204457714694000.0,10.0,49831576685800.0,0.124999315018,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00389885770361,2
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-303500235801000.0,22456575.7305,-303500229427000.0,-303500210159000.0,-303500279375000.0,-303500271397000.0,-303500210286000.0,10.0,504297793540000.0,0.249999574839,0.250453720508,0.124990974078,2.4762864257000002e-14,0.00782610031248,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-303850421583000.0,36959564.2962,-303850426260000.0,-303850376151000.0,-303850466914000.0,-303850464033000.0,-303850378015000.0,10.0,1366009392970000.0,0.249999574839,0.125226860254,0.250018051845,2.4762864257000002e-14,0.00782723059849,35
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-407298188507000.0,21997206.7525,-407298182773000.0,-407298162221000.0,-407298238126000.0,-407298225724000.0,-407298166354000.0,10.0,483877104910000.0,0.124999315018,0.249546279492,0.124990974078,2.4762864257000002e-14,0.00389885770361,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-407648373232000.0,26023954.1933,-407648372660000.0,-407648326110000.0,-407648427207000.0,-407648410909000.0,-407648338834000.0,10.0,677246191855000.0,0.124999315018,0.250453720508,0.250018051845,2.4762864257000002e-14,0.0078272010177,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-407939639146000.0,37544356.1653,-407939634066000.0,-407939587159000.0,-407939707968000.0,-407939693627000.0,-407939593138000.0,10.0,1409578679860000.0,0.124999315018,0.125226860254,0.250018051845,2.4762864257000002e-14,0.00391360050885,55
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-507821312760000.0,23839529.3051,-507821317356000.0,-507821270866000.0,-507821340631000.0,-507821339025000.0,-507821274085000.0,10.0,568323157487000.0,0.249999574839,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00391305015624,10
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-611619246939000.0,20643962.6797,-611619242694000.0,-611619218979000.0,-611619291873000.0,-611619279258000.0,-611619224496000.0,10.0,426173195122000.0,0.124999315018,0.250453720508,0.124990974078,2.4762864257000002e-14,0.00391303536798,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-611969430961000.0,41686552.7253,-611969430319000.0,-611969365593000.0,-611969483213000.0,-611969478822000.0,-611969368782000.0,10.0,1737768678120000.0,0.124999315018,0.125226860254,0.250018051845,2.4762864257000002e-14,0.00391360050885,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-815940312810000.0,36090934.4687,-815940313569000.0,-815940258797000.0,-815940362058000.0,-815940358017000.0,-815940267226000.0,10.0,1302555550830000.0,0.124999315018,0.125226860254,0.124990974078,2.4762864257000002e-14,0.00195651768399,5
