npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-meoh_capacity
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107636981348000.0,221639.781087,-107636981348000.0,-107636981192000.0,-107636981505000.0,-107636981489000.0,-107636981207000.0,2.0,49124192560.4,0.249333333333,0.00779195129376,1.0563053673200001e-12,0.12500456621,112,0.25
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-108962175145000.0,67321.9904038,-108962175145000.0,-108962175097000.0,-108962175192000.0,-108962175187000.0,-108962175102000.0,2.0,4532250391.93,0.250666666667,0.00783474595823,1.0563053673200001e-12,0.24999086758,31,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109074687235000.0,910759.290459,-109074687235000.0,-109074686591000.0,-109074687879000.0,-109074687815000.0,-109074686655000.0,2.0,829482485158.0,0.249333333333,0.0155839025875,1.0563053673200001e-12,0.25000913242,87,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109342515892000.0,537557.346961,-109342515892000.0,-109342515512000.0,-109342516272000.0,-109342516234000.0,-109342515550000.0,2.0,288967901271.0,0.249333333333,0.00779195129376,1.0563053673200001e-12,0.12500456621,118,0.25
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399671225000.0,21223.8984257,-110399671225000.0,-110399671210000.0,-110399671240000.0,-110399671239000.0,-110399671211000.0,2.0,450453864.383,0.250666666667,0.00391708676789,1.0563053673200001e-12,0.12498630137,6,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110512393003000.0,377393.086925,-110512393003000.0,-110512392737000.0,-110512393270000.0,-110512393244000.0,-110512392763000.0,2.0,142425542059.0,0.249333333333,0.0155839025875,1.0563053673200001e-12,0.25000913242,62,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110780221993000.0,283725.402708,-110780221993000.0,-110780221792000.0,-110780222193000.0,-110780222173000.0,-110780221812000.0,2.0,80500104142.0,0.249333333333,0.0155839025875,1.0563053673200001e-12,0.25000913242,93,0.25
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111950099280000.0,849687.383749,-111950099280000.0,-111950098679000.0,-111950099881000.0,-111950099821000.0,-111950098739000.0,2.0,721968650102.0,0.249333333333,0.0155827640791,1.0563053673200001e-12,0.24999086758,37,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112217926904000.0,1227923.08784,-112217926904000.0,-112217926035000.0,-112217927772000.0,-112217927685000.0,-112217926122000.0,2.0,1507795109650.0,0.249333333333,0.0155839025875,1.0563053673200001e-12,0.25000913242,68,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112330422370000.0,181267.895066,-112330422370000.0,-112330422241000.0,-112330422498000.0,-112330422485000.0,-112330422254000.0,2.0,32858049781.6,0.125333333333,0.00391680974125,1.0563053673200001e-12,0.12500456621,124,0.25
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387595584000.0,599312.009463,-113387595584000.0,-113387595160000.0,-113387596007000.0,-113387595965000.0,-113387595202000.0,2.0,359174884686.0,0.249333333333,0.00779081278539,1.0563053673200001e-12,0.12498630137,12,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113655634555000.0,140699.389165,-113655634555000.0,-113655634455000.0,-113655634654000.0,-113655634644000.0,-113655634465000.0,2.0,19796318111.5,0.249333333333,0.0155827640791,1.0563053673200001e-12,0.24999086758,43,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113768129201000.0,589904.616651,-113768129201000.0,-113768128784000.0,-113768129619000.0,-113768129577000.0,-113768128826000.0,2.0,347987456747.0,0.125333333333,0.0078336194825,1.0563053673200001e-12,0.25000913242,99,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093129601000.0,1253459.19963,-115093129601000.0,-115093128715000.0,-115093130487000.0,-115093130399000.0,-115093128803000.0,2.0,1571159965140.0,0.249333333333,0.00779081278539,1.0563053673200001e-12,0.12498630137,18,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115205834888000.0,1324377.7561,-115205834888000.0,-115205833952000.0,-115205835825000.0,-115205835731000.0,-115205834046000.0,2.0,1753976440840.0,0.125333333333,0.0078336194825,1.0563053673200001e-12,0.25000913242,74,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-116643540633000.0,1752034.51209,-116643540633000.0,-116643539394000.0,-116643541872000.0,-116643541748000.0,-116643539518000.0,2.0,3069624931570.0,0.125333333333,0.00783304718417,1.0563053673200001e-12,0.24999086758,49,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081035969000.0,1041700.63919,-118081035969000.0,-118081035232000.0,-118081036705000.0,-118081036632000.0,-118081035306000.0,2.0,1085140221690.0,0.125333333333,0.00391623744292,1.0563053673200001e-12,0.12498630137,24,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-230188666053000.0,43763.5899886,-230188666053000.0,-230188666022000.0,-230188666084000.0,-230188666081000.0,-230188666025000.0,2.0,1915251808.69,0.249333333333,0.00389682057762,1.0563053673200001e-12,0.12500456621,111,0.125027109087
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231626371881000.0,84260.0151918,-231626371881000.0,-231626371821000.0,-231626371941000.0,-231626371935000.0,-231626371827000.0,2.0,7099750160.12,0.249333333333,0.00779364115524,1.0563053673200001e-12,0.25000913242,86,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231841061275000.0,565752.113958,-231841061275000.0,-231841060875000.0,-231841061675000.0,-231841061635000.0,-231841060915000.0,2.0,320075454447.0,0.249333333333,0.00779195129376,1.0563053673200001e-12,0.12500456621,117,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233064078808000.0,65196.9025069,-233064078808000.0,-233064078762000.0,-233064078854000.0,-233064078850000.0,-233064078767000.0,2.0,4250636096.5,0.249333333333,0.00779364115524,1.0563053673200001e-12,0.25000913242,61,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233278767287000.0,1328248.51386,-233278767287000.0,-233278766347000.0,-233278768226000.0,-233278768132000.0,-233278766441000.0,2.0,1764244114570.0,0.249333333333,0.0155839025875,1.0563053673200001e-12,0.25000913242,92,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234501784932000.0,134429.130832,-234501784932000.0,-234501784837000.0,-234501785027000.0,-234501785017000.0,-234501784846000.0,2.0,18071191216.1,0.249333333333,0.0077930717776,1.0563053673200001e-12,0.24999086758,36,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234716473799000.0,341163.79703,-234716473799000.0,-234716473558000.0,-234716474040000.0,-234716474016000.0,-234716473582000.0,2.0,116392736404.0,0.249333333333,0.0155839025875,1.0563053673200001e-12,0.25000913242,67,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234882119816000.0,1006774.94484,-234882119816000.0,-234882119104000.0,-234882120528000.0,-234882120457000.0,-234882119175000.0,2.0,1013595789560.0,0.125333333333,0.00391680974125,1.0563053673200001e-12,0.12500456621,123,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939279850000.0,565356.774976,-235939279850000.0,-235939279450000.0,-235939280249000.0,-235939280209000.0,-235939279490000.0,2.0,319628283011.0,0.249333333333,0.00389625119998,1.0563053673200001e-12,0.12498630137,11,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236154179417000.0,1718406.72329,-236154179417000.0,-236154178202000.0,-236154180632000.0,-236154180510000.0,-236154178323000.0,2.0,2952921666650.0,0.249333333333,0.0155827640791,1.0563053673200001e-12,0.24999086758,42,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236319828309000.0,176923.442051,-236319828309000.0,-236319828184000.0,-236319828434000.0,-236319828422000.0,-236319828196000.0,2.0,31301904347.1,0.125333333333,0.0078336194825,1.0563053673200001e-12,0.25000913242,98,0.25
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591674943000.0,778700.724063,-237591674943000.0,-237591674393000.0,-237591675494000.0,-237591675439000.0,-237591674448000.0,2.0,606374817657.0,0.249333333333,0.00779081278539,1.0563053673200001e-12,0.12498630137,17,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237757532587000.0,1385082.9727,-237757532587000.0,-237757531608000.0,-237757533566000.0,-237757533468000.0,-237757531706000.0,2.0,1918454841250.0,0.125333333333,0.0078336194825,1.0563053673200001e-12,0.25000913242,73,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-239195238554000.0,667986.871915,-239195238554000.0,-239195238082000.0,-239195239027000.0,-239195238979000.0,-239195238129000.0,2.0,446206461051.0,0.125333333333,0.00783304718417,1.0563053673200001e-12,0.24999086758,48,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632733992000.0,996108.349531,-240632733992000.0,-240632733288000.0,-240632734696000.0,-240632734626000.0,-240632733358000.0,2.0,992231844006.0,0.125333333333,0.00391623744292,1.0563053673200001e-12,0.12498630137,23,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-354392746420000.0,923695.532808,-354392746420000.0,-354392745766000.0,-354392747073000.0,-354392747007000.0,-354392745832000.0,2.0,853213437329.0,0.249333333333,0.00389682057762,1.0563053673200001e-12,0.12500456621,116,0.125027109087
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-355830453377000.0,538634.082763,-355830453377000.0,-355830452996000.0,-355830453757000.0,-355830453719000.0,-355830453034000.0,2.0,290126675114.0,0.249333333333,0.00779364115524,1.0563053673200001e-12,0.25000913242,91,0.125027109087
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357268159209000.0,876498.409066,-357268159209000.0,-357268158590000.0,-357268159829000.0,-357268159767000.0,-357268158651000.0,2.0,768249461096.0,0.249333333333,0.00779364115524,1.0563053673200001e-12,0.25000913242,66,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357380667702000.0,120619.998308,-357380667702000.0,-357380667616000.0,-357380667787000.0,-357380667779000.0,-357380667625000.0,2.0,14549183991.7,0.125333333333,0.00391680974125,1.0563053673200001e-12,0.12500456621,122,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358705864339000.0,582413.626848,-358705864339000.0,-358705863927000.0,-358705864751000.0,-358705864709000.0,-358705863968000.0,2.0,339205632739.0,0.249333333333,0.0077930717776,1.0563053673200001e-12,0.24999086758,41,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358818374089000.0,728890.708183,-358818374089000.0,-358818373574000.0,-358818374605000.0,-358818374553000.0,-358818373626000.0,2.0,531281664475.0,0.125333333333,0.0078336194825,1.0563053673200001e-12,0.25000913242,97,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143360475000.0,1316511.38098,-360143360475000.0,-360143359544000.0,-360143361406000.0,-360143361313000.0,-360143359637000.0,2.0,1733202216250.0,0.249333333333,0.00389625119998,1.0563053673200001e-12,0.12498630137,16,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360256077150000.0,2185596.61513,-360256077150000.0,-360256075604000.0,-360256078695000.0,-360256078540000.0,-360256075759000.0,2.0,4776832564090.0,0.125333333333,0.0078336194825,1.0563053673200001e-12,0.25000913242,72,0.25
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-361693783842000.0,75418.7276503,-361693783842000.0,-361693783788000.0,-361693783895000.0,-361693783890000.0,-361693783794000.0,2.0,5687984480.39,0.125333333333,0.00783304718417,1.0563053673200001e-12,0.24999086758,47,0.25
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131280607000.0,1663584.53567,-363131280607000.0,-363131279431000.0,-363131281784000.0,-363131281666000.0,-363131279549000.0,2.0,2767513507320.0,0.125333333333,0.00391623744292,1.0563053673200001e-12,0.12498630137,22,0.25
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-479932351241000.0,141337.077948,-479932351241000.0,-479932351141000.0,-479932351341000.0,-479932351331000.0,-479932351151000.0,2.0,19976169602.8,0.125333333333,0.00195882959517,1.0563053673200001e-12,0.12500456621,121,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-481370058983000.0,1168424.2175,-481370058983000.0,-481370058156000.0,-481370059809000.0,-481370059726000.0,-481370058239000.0,2.0,1365215152050.0,0.125333333333,0.00391765919034,1.0563053673200001e-12,0.25000913242,96,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-482807763483000.0,1387412.93374,-482807763483000.0,-482807762502000.0,-482807764464000.0,-482807764366000.0,-482807762600000.0,2.0,1924914648700.0,0.125333333333,0.00391765919034,1.0563053673200001e-12,0.25000913242,71,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-484245470326000.0,1276472.12241,-484245470326000.0,-484245469423000.0,-484245471228000.0,-484245471138000.0,-484245469513000.0,2.0,1629381079280.0,0.125333333333,0.00391737297911,1.0563053673200001e-12,0.24999086758,46,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682965611000.0,170809.200199,-485682965611000.0,-485682965490000.0,-485682965732000.0,-485682965720000.0,-485682965503000.0,2.0,29175782872.7,0.125333333333,0.00195854338395,1.0563053673200001e-12,0.12498630137,21,0.125027109087
