npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-436218165.661,19529122.808,-436218165.661,-422408990.493,-450027340.829,-448646423.312,-423789908.01,2.0,381386637648000.0,0.00779779684211,90,0.25000088556,4.07233133368e-14,0.124974348451,0.249579831933
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-438186188.343,19592583.8639,-438186188.343,-424332139.432,-452040237.255,-450654832.363,-425717544.323,2.0,383869342464000.0,0.00195601301258,125,0.12500044278,4.07233133368e-14,0.124974348451,0.125210084034
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-439339590.096,4636943.90105,-439339590.096,-436060775.619,-442618404.572,-442290523.124,-436388657.067,2.0,21501248741500.0,0.00779886386412,109,0.12500044278,4.07233133368e-14,0.249982898967,0.249579831933
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-466759346.658,28373637.3601,-466759346.658,-446696155.274,-486822538.043,-484816218.904,-448702474.413,2.0,805063297043000.0,0.00391202602517,55,0.25000088556,4.07233133368e-14,0.124974348451,0.125210084034
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-572047862.664,8270509.08478,-572047862.664,-566199729.607,-577895995.722,-577311182.416,-566784542.912,2.0,68401320521500.0,0.00779779684211,85,0.25000088556,4.07233133368e-14,0.124974348451,0.249579831933
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-576637638.203,21421045.1826,-576637638.203,-561490671.894,-591784604.512,-590269907.881,-563005368.525,2.0,458861176714000.0,0.00391202602517,120,0.12500044278,4.07233133368e-14,0.124974348451,0.250420168067
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-577146370.362,22132484.2269,-577146370.362,-561496340.681,-592796400.043,-591231397.075,-563061343.649,2.0,489846858053000.0,0.0039125613325,104,0.12500044278,4.07233133368e-14,0.249982898967,0.125210084034
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-734551283.153,11674104.0901,-734551283.153,-726296444.986,-742806121.319,-741980637.502,-727121928.803,2.0,136284706307000.0,0.00391202602517,80,0.25000088556,4.07233133368e-14,0.124974348451,0.125210084034
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-747939835.235,14818924.8713,-747939835.235,-737461272.969,-758418397.502,-757370541.275,-738509129.196,2.0,219600534342000.0,0.00389889842105,115,0.12500044278,4.07233133368e-14,0.124974348451,0.249579831933
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-890244803.401,22539616.122,-890244803.401,-874306887.996,-906182718.807,-904588927.266,-875900679.537,2.0,508034294925000.0,0.00389889842105,110,0.12500044278,4.07233133368e-14,0.124974348451,0.249579831933
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1053394743.49,25096230.5543,-1053394743.49,-1035649028.69,-1071140458.3,-1069365886.82,-1037423600.17,2.0,629820788036000.0,0.00195601301258,105,0.12500044278,4.07233133368e-14,0.124974348451,0.125210084034
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-119954177169000.0,2876806.33215,-119954177169000.0,-119954175135000.0,-119954179204000.0,-119954179000000.0,-119954175339000.0,2.0,8276014672710.0,0.00389996544306,106,0.12500044278,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-123443722929000.0,7415408.41869,-123443722929000.0,-123443717686000.0,-123443728173000.0,-123443727649000.0,-123443718210000.0,2.0,54988282016000.0,0.00779993088613,112,0.12500044278,4.07233133368e-14,0.250017101033,0.249579831933
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-128298217611000.0,13634675.9234,-128298217611000.0,-128298207970000.0,-128298227252000.0,-128298226288000.0,-128298208934000.0,2.0,185904387535000.0,0.00782619327968,118,0.12500044278,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-133152692216000.0,2528684.69278,-133152692216000.0,-133152690428000.0,-133152694005000.0,-133152693826000.0,-133152690607000.0,2.0,6394246275520.0,0.0039125613325,124,0.12500044278,4.07233133368e-14,0.249982898967,0.125210084034
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-135106906140000.0,6468953.54928,-135106906140000.0,-135106901566000.0,-135106910715000.0,-135106910257000.0,-135106902024000.0,2.0,41847360022700.0,0.00779993088613,81,0.25000088556,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-138596471308000.0,3766099.23075,-138596471308000.0,-138596468645000.0,-138596473971000.0,-138596473704000.0,-138596468911000.0,2.0,14183503415900.0,0.0155998617723,87,0.25000088556,4.07233133368e-14,0.250017101033,0.249579831933
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-143450942368000.0,777909.869323,-143450942368000.0,-143450941818000.0,-143450942918000.0,-143450942863000.0,-143450941873000.0,2.0,605143764790.0,0.0156523865594,93,0.25000088556,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-148305408229000.0,3977733.45089,-148305408229000.0,-148305405416000.0,-148305411042000.0,-148305410760000.0,-148305405697000.0,2.0,15822363406300.0,0.00782512266501,99,0.25000088556,4.07233133368e-14,0.249982898967,0.125210084034
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-150259628740000.0,2012790.23603,-150259628740000.0,-150259627317000.0,-150259630163000.0,-150259630021000.0,-150259627459000.0,2.0,4051324534240.0,0.00779993088613,56,0.25000088556,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-153749176988000.0,6700258.43045,-153749176988000.0,-153749172250000.0,-153749181725000.0,-153749181252000.0,-153749172724000.0,2.0,44893463034800.0,0.0155998617723,62,0.25000088556,4.07233133368e-14,0.250017101033,0.249579831933
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-158603660963000.0,2178445.00344,-158603660963000.0,-158603659422000.0,-158603662503000.0,-158603662349000.0,-158603659576000.0,2.0,4745622633020.0,0.0156523865594,68,0.25000088556,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163458138046000.0,7242735.79325,-163458138046000.0,-163458132924000.0,-163458143167000.0,-163458142655000.0,-163458133436000.0,2.0,52457221770800.0,0.00782512266501,74,0.25000088556,4.07233133368e-14,0.249982898967,0.125210084034
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-165412354204000.0,790132.62988,-165412354204000.0,-165412353645000.0,-165412354763000.0,-165412354707000.0,-165412353701000.0,2.0,624309572801.0,0.0077998756279,31,0.24999911444,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-168901905921000.0,13612996.8581,-168901905921000.0,-168901896295000.0,-168901915547000.0,-168901914584000.0,-168901897258000.0,2.0,185313683458000.0,0.0155997512558,37,0.24999911444,4.07233133368e-14,0.250017101033,0.249579831933
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173756385324000.0,1736392.42621,-173756385324000.0,-173756384096000.0,-173756386552000.0,-173756386429000.0,-173756384219000.0,2.0,3015058657800.0,0.0156522756708,43,0.24999911444,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-178610877156000.0,27785574.8872,-178610877156000.0,-178610857509000.0,-178610896804000.0,-178610894839000.0,-178610859474000.0,2.0,772038171810000.0,0.00782506722831,49,0.24999911444,4.07233133368e-14,0.249982898967,0.125210084034
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564870195000.0,5367349.88403,-180564870195000.0,-180564866399000.0,-180564873990000.0,-180564873611000.0,-180564866779000.0,2.0,28808444777600.0,0.00389991018484,6,0.124998671661,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054409045000.0,2911272.57282,-184054409045000.0,-184054406987000.0,-184054411104000.0,-184054410898000.0,-184054407193000.0,2.0,8475507993270.0,0.00779982036967,12,0.124998671661,4.07233133368e-14,0.250017101033,0.249579831933
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908913334000.0,24950747.7168,-188908913334000.0,-188908895691000.0,-188908930977000.0,-188908929213000.0,-188908897455000.0,2.0,622539811629000.0,0.00782608239112,18,0.124998671661,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763383555000.0,20576147.5577,-193763383555000.0,-193763369006000.0,-193763398105000.0,-193763396650000.0,-193763370460000.0,2.0,423377848317000.0,0.00391250589581,24,0.124998671661,4.07233133368e-14,0.249982898967,0.125210084034
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-321967165724000.0,1772476.06316,-321967165724000.0,-321967164471000.0,-321967166977000.0,-321967166852000.0,-321967164596000.0,2.0,3141671394470.0,0.00389996544306,111,0.12500044278,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-326821662027000.0,15375878.4766,-326821662027000.0,-326821651155000.0,-326821672900000.0,-326821671813000.0,-326821652242000.0,2.0,236417638927000.0,0.00782619327968,117,0.12500044278,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-331676136051000.0,2700614.70143,-331676136051000.0,-331676134141000.0,-331676137960000.0,-331676137769000.0,-331676134332000.0,2.0,7293319765560.0,0.00391309663984,123,0.12500044278,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-337119895787000.0,2891222.31697,-337119895787000.0,-337119893742000.0,-337119897831000.0,-337119897627000.0,-337119893947000.0,2.0,8359166486170.0,0.00779993088613,86,0.25000088556,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-341974379544000.0,3127082.95456,-341974379544000.0,-341974377333000.0,-341974381756000.0,-341974381535000.0,-341974377554000.0,2.0,9778647804680.0,0.0156523865594,92,0.25000088556,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-346828879623000.0,26371419.3296,-346828879623000.0,-346828860975000.0,-346828898270000.0,-346828896406000.0,-346828862840000.0,2.0,695451757460000.0,0.00782619327968,98,0.25000088556,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-352272628530000.0,17220850.2206,-352272628530000.0,-352272616353000.0,-352272640707000.0,-352272639489000.0,-352272617571000.0,2.0,296557682319000.0,0.00779993088613,61,0.25000088556,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-357127107396000.0,708393.803917,-357127107396000.0,-357127106895000.0,-357127107897000.0,-357127107847000.0,-357127106945000.0,2.0,501821781428.0,0.0156523865594,67,0.25000088556,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-361981605449000.0,21384670.0683,-361981605449000.0,-361981590328000.0,-361981620570000.0,-361981619058000.0,-361981591840000.0,2.0,457304113931000.0,0.00782619327968,73,0.25000088556,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-367425350638000.0,5326698.1826,-367425350638000.0,-367425346871000.0,-367425354404000.0,-367425354028000.0,-367425347248000.0,2.0,28373713528500.0,0.0077998756279,36,0.24999911444,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-372279833855000.0,1583639.04299,-372279833855000.0,-372279832736000.0,-372279834975000.0,-372279834863000.0,-372279832847000.0,2.0,2507912618480.0,0.0156522756708,42,0.24999911444,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-377134325966000.0,131220.7222,-377134325966000.0,-377134325873000.0,-377134326059000.0,-377134326050000.0,-377134325883000.0,2.0,17218877934.8,0.0078261378354,48,0.24999911444,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577847911000.0,1698983.80374,-382577847911000.0,-382577846709000.0,-382577849112000.0,-382577848992000.0,-382577846830000.0,2.0,2886545965370.0,0.00389991018484,11,0.124998671661,4.07233133368e-14,0.125008550516,0.249579831933
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432357633000.0,14406836.9814,-387432357633000.0,-387432347446000.0,-387432367820000.0,-387432366801000.0,-387432348465000.0,2.0,207556951809000.0,0.00782608239112,17,0.124998671661,4.07233133368e-14,0.250017101033,0.250420168067
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286826541000.0,1706244.28778,-392286826541000.0,-392286825334000.0,-392286827747000.0,-392286827627000.0,-392286825455000.0,2.0,2911269569580.0,0.00391304119556,23,0.124998671661,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-525345091888000.0,215945.107674,-525345091888000.0,-525345091736000.0,-525345092041000.0,-525345092026000.0,-525345091751000.0,2.0,46632289528.1,0.00391309663984,116,0.12500044278,4.07233133368e-14,0.125008550516,0.250420168067
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-530199597480000.0,13802414.435,-530199597480000.0,-530199587720000.0,-530199607240000.0,-530199606264000.0,-530199588696000.0,2.0,190506644236000.0,0.00391309663984,122,0.12500044278,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-540497841391000.0,23975264.8324,-540497841391000.0,-540497824438000.0,-540497858344000.0,-540497856649000.0,-540497826133000.0,2.0,574813323785000.0,0.00782619327968,91,0.25000088556,4.07233133368e-14,0.125008550516,0.250420168067
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-545352318844000.0,14660218.3108,-545352318844000.0,-545352308477000.0,-545352329210000.0,-545352328173000.0,-545352309514000.0,2.0,214922000921000.0,0.00782619327968,97,0.25000088556,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-555650546046000.0,2679021.91423,-555650546046000.0,-555650544152000.0,-555650547941000.0,-555650547751000.0,-555650544341000.0,2.0,7177158416930.0,0.00782619327968,66,0.25000088556,4.07233133368e-14,0.125008550516,0.250420168067
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-560505058220000.0,13343987.0767,-560505058220000.0,-560505048784000.0,-560505067656000.0,-560505066712000.0,-560505049728000.0,2.0,178061991103000.0,0.00782619327968,72,0.25000088556,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-570803286022000.0,5017160.9075,-570803286022000.0,-570803282475000.0,-570803289570000.0,-570803289215000.0,-570803282830000.0,2.0,25171903571800.0,0.0078261378354,41,0.24999911444,4.07233133368e-14,0.125008550516,0.250420168067
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-575657763559000.0,9802897.78634,-575657763559000.0,-575657756627000.0,-575657770490000.0,-575657769797000.0,-575657757320000.0,2.0,96096805009400.0,0.0078261378354,47,0.24999911444,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955784029000.0,984406.483603,-585955784029000.0,-585955783333000.0,-585955784725000.0,-585955784656000.0,-585955783403000.0,2.0,969056124960.0,0.00391304119556,16,0.124998671661,4.07233133368e-14,0.125008550516,0.250420168067
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810281254000.0,8364068.24592,-590810281254000.0,-590810275340000.0,-590810287169000.0,-590810286577000.0,-590810275931000.0,2.0,69957637622500.0,0.00391304119556,22,0.124998671661,4.07233133368e-14,0.250017101033,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-728723026106000.0,1228263.83597,-728723026106000.0,-728723025238000.0,-728723026975000.0,-728723026888000.0,-728723025324000.0,2.0,1508632050750.0,0.00195654831992,121,0.12500044278,4.07233133368e-14,0.125008550516,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-743875756074000.0,2579470.91377,-743875756074000.0,-743875754250000.0,-743875757898000.0,-743875757715000.0,-743875754432000.0,2.0,6653670194980.0,0.00391309663984,96,0.25000088556,4.07233133368e-14,0.125008550516,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-759028491463000.0,25288132.006,-759028491463000.0,-759028473582000.0,-759028509345000.0,-759028507557000.0,-759028475370000.0,2.0,639489620354000.0,0.00391309663984,71,0.25000088556,4.07233133368e-14,0.125008550516,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-774181222623000.0,15831295.1068,-774181222623000.0,-774181211429000.0,-774181233818000.0,-774181232698000.0,-774181212548000.0,2.0,250629904759000.0,0.0039130689177,46,0.24999911444,4.07233133368e-14,0.125008550516,0.125210084034
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333712699000.0,2416013.63536,-789333712699000.0,-789333710991000.0,-789333714408000.0,-789333714237000.0,-789333711162000.0,2.0,5837121886230.0,0.00195652059778,21,0.124998671661,4.07233133368e-14,0.125008550516,0.125210084034
