smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-770043976222.0,5448107.44492,-770043976222.0,-770040123828.0,-770047828616.0,-770047443376.0,-770040509068.0,2.0,29681874731400.0,0.00779714839709,2.6175466018599997e-14,0.124999250922,0.249963898917,0.249546279492,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750712626000.0,20719917.6354,-101750712626000.0,-101750697975000.0,-101750727277000.0,-101750725812000.0,-101750699440000.0,2.0,429314986818000.0,0.00779721069797,2.6175466018599997e-14,0.125000249693,0.249963898917,0.249546279492,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160685081000.0,15864472.3581,-102160685081000.0,-102160673863000.0,-102160696299000.0,-102160695177000.0,-102160674985000.0,2.0,251681483202000.0,0.0039133472,2.6175466018599997e-14,0.125000249693,0.25,0.125226860254,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102733121494000.0,10567843.0628,-102733121494000.0,-102733114022000.0,-102733128967000.0,-102733128219000.0,-102733114769000.0,2.0,111679306999000.0,0.00391391230429,2.6175466018599997e-14,0.125000249693,0.125018050542,0.250453720508,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103074125107000.0,6244698.55586,-103074125107000.0,-103074120691000.0,-103074129523000.0,-103074129081000.0,-103074121133000.0,2.0,38996260053500.0,0.00779833681159,2.6175466018599997e-14,0.125000249693,0.25,0.249546279492,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873937082000.0,31034703.1574,-135873937082000.0,-135873915137000.0,-135873959027000.0,-135873956833000.0,-135873917332000.0,2.0,963152800066000.0,0.0155944213959,2.6175466018599997e-14,0.250000499385,0.249963898917,0.249546279492,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283874928000.0,17016888.1974,-136283874928000.0,-136283862895000.0,-136283886961000.0,-136283885758000.0,-136283864099000.0,2.0,289574483922000.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856345640000.0,9287833.94803,-136856345640000.0,-136856339073000.0,-136856352208000.0,-136856351551000.0,-136856339730000.0,2.0,86263859446200.0,0.00782782460857,2.6175466018599997e-14,0.250000499385,0.125018050542,0.250453720508,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137197335154000.0,14321111.841,-137197335154000.0,-137197325027000.0,-137197345281000.0,-137197344268000.0,-137197326040000.0,2.0,205094244361000.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169997160384000.0,2741692.50099,-169997160384000.0,-169997158445000.0,-169997162323000.0,-169997162129000.0,-169997158639000.0,2.0,7516877769960.0,0.0155944213959,2.6175466018599997e-14,0.250000499385,0.249963898917,0.249546279492,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170407099972000.0,3653871.12048,-170407099972000.0,-170407097388000.0,-170407102555000.0,-170407102297000.0,-170407097646000.0,2.0,13350774165100.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979570738000.0,15777624.752,-170979570738000.0,-170979559582000.0,-170979581894000.0,-170979580779000.0,-170979560697000.0,2.0,248933442814000.0,0.00782782460857,2.6175466018599997e-14,0.250000499385,0.125018050542,0.250453720508,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320560056000.0,7379251.70668,-171320560056000.0,-171320554839000.0,-171320565274000.0,-171320564753000.0,-171320555360000.0,2.0,54453355750500.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204120341747000.0,7248749.86901,-204120341747000.0,-204120336621000.0,-204120346873000.0,-204120346360000.0,-204120337134000.0,2.0,52544374663400.0,0.0155943590951,2.6175466018599997e-14,0.249999500615,0.249963898917,0.249546279492,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204530305707000.0,27314601.3995,-204530305707000.0,-204530286392000.0,-204530325021000.0,-204530323089000.0,-204530288324000.0,2.0,746087449614000.0,0.00782666313177,2.6175466018599997e-14,0.249999500615,0.25,0.125226860254,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102783698000.0,10102418.9823,-205102783698000.0,-205102776555000.0,-205102790842000.0,-205102790127000.0,-205102777269000.0,2.0,102058869293000.0,0.00782779333583,2.6175466018599997e-14,0.249999500615,0.125018050542,0.250453720508,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443780540000.0,16919737.7029,-205443780540000.0,-205443768576000.0,-205443792504000.0,-205443791308000.0,-205443769772000.0,2.0,286277523935000.0,0.0155966113133,2.6175466018599997e-14,0.249999500615,0.25,0.249546279492,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238243299156000.0,19310520.4867,-238243299156000.0,-238243285501000.0,-238243312810000.0,-238243311445000.0,-238243286867000.0,2.0,372896201467000.0,0.00779714839709,2.6175466018599997e-14,0.124999250922,0.249963898917,0.249546279492,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238653269486000.0,8497126.76075,-238653269486000.0,-238653263478000.0,-238653275495000.0,-238653274894000.0,-238653264079000.0,2.0,72201163188200.0,0.00391331593177,2.6175466018599997e-14,0.124999250922,0.25,0.125226860254,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225720895000.0,1903931.50062,-239225720895000.0,-239225719549000.0,-239225722242000.0,-239225722107000.0,-239225719684000.0,2.0,3624955159040.0,0.00391388103154,2.6175466018599997e-14,0.124999250922,0.125018050542,0.250453720508,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566720189000.0,365387.927431,-239566720189000.0,-239566719930000.0,-239566720447000.0,-239566720421000.0,-239566719956000.0,2.0,133508337512.0,0.00779827450171,2.6175466018599997e-14,0.124999250922,0.25,0.249546279492,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340547380848000.0,13619568.4654,-340547380848000.0,-340547371217000.0,-340547390478000.0,-340547389515000.0,-340547372180000.0,2.0,185492645185000.0,0.00779833681159,2.6175466018599997e-14,0.125000249693,0.25,0.249546279492,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340957347933000.0,15061085.8955,-340957347933000.0,-340957337283000.0,-340957358583000.0,-340957357518000.0,-340957338348000.0,2.0,226836308352000.0,0.00391278209571,2.6175466018599997e-14,0.125000249693,0.249963898917,0.125226860254,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939804389000.0,5203006.33566,-341939804389000.0,-341939800710000.0,-341939808069000.0,-341939807701000.0,-341939801078000.0,2.0,27071274928900.0,0.0038997314626,2.6175466018599997e-14,0.125000249693,0.125018050542,0.249546279492,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670607413000.0,5181531.81207,-374670607413000.0,-374670603749000.0,-374670611077000.0,-374670610710000.0,-374670604115000.0,2.0,26848271919500.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080579953000.0,25159782.7119,-375080579953000.0,-375080562163000.0,-375080597744000.0,-375080595965000.0,-375080563942000.0,2.0,633014666109000.0,0.00782556419142,2.6175466018599997e-14,0.250000499385,0.249963898917,0.125226860254,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376063014943000.0,18604852.248,-376063014943000.0,-376063001787000.0,-376063028098000.0,-376063026783000.0,-376063003103000.0,2.0,346140527168000.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793831289000.0,12532424.935,-408793831289000.0,-408793822427000.0,-408793840150000.0,-408793839264000.0,-408793823313000.0,2.0,157061674751000.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203841682000.0,36953548.1259,-409203841682000.0,-409203815552000.0,-409203867812000.0,-409203865199000.0,-409203818165000.0,2.0,1365564719100000.0,0.00782556419142,2.6175466018599997e-14,0.250000499385,0.249963898917,0.125226860254,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410186215046000.0,492415.992555,-410186215046000.0,-410186214698000.0,-410186215395000.0,-410186215360000.0,-410186214733000.0,2.0,242473509723.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442917064850000.0,22331323.6789,-442917064850000.0,-442917049059000.0,-442917080640000.0,-442917079061000.0,-442917050638000.0,2.0,498688017254000.0,0.0155966113133,2.6175466018599997e-14,0.249999500615,0.25,0.249546279492,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443327013810000.0,38670917.3689,-443327013810000.0,-443326986465000.0,-443327041154000.0,-443327038420000.0,-443326989200000.0,2.0,1495439850150000.0,0.0078255329277,2.6175466018599997e-14,0.249999500615,0.249963898917,0.125226860254,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309439183000.0,26791486.8522,-444309439183000.0,-444309420238000.0,-444309458127000.0,-444309456233000.0,-444309422133000.0,2.0,717783767751000.0,0.00779943176577,2.6175466018599997e-14,0.249999500615,0.125018050542,0.249546279492,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477040018801000.0,155061.7996,-477040018801000.0,-477040018691000.0,-477040018910000.0,-477040018899000.0,-477040018702000.0,2.0,24044161695.1,0.00779827450171,2.6175466018599997e-14,0.124999250922,0.25,0.249546279492,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449941787000.0,21666863.7894,-477449941787000.0,-477449926467000.0,-477449957108000.0,-477449955576000.0,-477449927999000.0,2.0,469452986467000.0,0.00391275083199,2.6175466018599997e-14,0.124999250922,0.249963898917,0.125226860254,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432380696000.0,16119006.2495,-478432380696000.0,-478432369298000.0,-478432392094000.0,-478432390954000.0,-478432370438000.0,2.0,259822362471000.0,0.00389970030317,2.6175466018599997e-14,0.124999250922,0.125018050542,0.249546279492,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579413058659000.0,11586554.5777,-579413058659000.0,-579413050466000.0,-579413066852000.0,-579413066033000.0,-579413051286000.0,2.0,134248246983000.0,0.0038997314626,2.6175466018599997e-14,0.125000249693,0.125018050542,0.249546279492,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579754055479000.0,2046078.26002,-579754055479000.0,-579754054032000.0,-579754056926000.0,-579754056781000.0,-579754054177000.0,2.0,4186436246140.0,0.0039133472,2.6175466018599997e-14,0.125000249693,0.25,0.125226860254,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613536273296000.0,49687052.6627,-613536273296000.0,-613536238162000.0,-613536308430000.0,-613536304917000.0,-613536241676000.0,2.0,2468803202310000.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613877254566000.0,7979716.11237,-613877254566000.0,-613877248923000.0,-613877260208000.0,-613877259644000.0,-613877249488000.0,2.0,63675869234000.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647659463489000.0,2229805.46142,-647659463489000.0,-647659461912000.0,-647659465066000.0,-647659464908000.0,-647659462070000.0,2.0,4972032395800.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-648000482797000.0,36604352.2367,-648000482797000.0,-648000456914000.0,-648000508680000.0,-648000506092000.0,-648000459502000.0,2.0,1339878602670000.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782721304000.0,16192606.873,-681782721304000.0,-681782709854000.0,-681782732754000.0,-681782731609000.0,-681782710999000.0,2.0,262200517344000.0,0.00779943176577,2.6175466018599997e-14,0.249999500615,0.125018050542,0.249546279492,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123720052000.0,1274698.47763,-682123720052000.0,-682123719151000.0,-682123720953000.0,-682123720863000.0,-682123719241000.0,2.0,1624856208870.0,0.00782666313177,2.6175466018599997e-14,0.249999500615,0.25,0.125226860254,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905661248000.0,27450067.9444,-715905661248000.0,-715905641838000.0,-715905680658000.0,-715905678717000.0,-715905643779000.0,2.0,753506230151000.0,0.00389970030317,2.6175466018599997e-14,0.124999250922,0.125018050542,0.249546279492,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246674600000.0,30932142.7215,-716246674600000.0,-716246652728000.0,-716246696473000.0,-716246694286000.0,-716246654915000.0,2.0,956797453343000.0,0.00391331593177,2.6175466018599997e-14,0.124999250922,0.25,0.125226860254,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619699500000.0,11185000.304,-818619699500000.0,-818619691591000.0,-818619707409000.0,-818619706618000.0,-818619692382000.0,2.0,125104231799000.0,0.00195695615214,2.6175466018599997e-14,0.125000249693,0.125018050542,0.125226860254,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742906099000.0,38771133.0055,-852742906099000.0,-852742878684000.0,-852742933515000.0,-852742930773000.0,-852742881426000.0,2.0,1503200754530000.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886866171172000.0,18366261.9572,-886866171172000.0,-886866158185000.0,-886866184159000.0,-886866182860000.0,-886866159484000.0,2.0,337319578281000.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920989342556000.0,1548444.26136,-920989342556000.0,-920989341461000.0,-920989343651000.0,-920989343542000.0,-920989341571000.0,2.0,2397679630550.0,0.00391389666791,2.6175466018599997e-14,0.249999500615,0.125018050542,0.125226860254,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955112305779000.0,1232176.9649,-955112305779000.0,-955112304908000.0,-955112306651000.0,-955112306564000.0,-955112304995000.0,2.0,1518260072820.0,0.00195694051577,2.6175466018599997e-14,0.124999250922,0.125018050542,0.125226860254,21
