smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-975729706.097,27850560.6818,-975729706.097,-956036385.779,-995423026.415,-993453694.383,-958005717.811,2.0,775653730291000.0,0.055548424363,3.6760970142599995e-14,0.110483870968,0.111109828737,0.000681903790893,160
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-976139013.916,15673142.9198,-976139013.916,-965056428.274,-987221599.557,-986113340.993,-966164686.839,2.0,245647408985000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111109828737,0.00137376238165,139
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-978613081.949,1996395.70794,-978613081.949,-977201417.006,-980024746.892,-979883580.398,-977342583.501,2.0,3985595822690.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137417895726,427
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-982864359.585,10586927.2333,-982864359.585,-975378271.546,-990350447.623,-989601838.819,-976126880.35,2.0,112083028244000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137378433512,516
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-987435822.174,32635976.0481,-987435822.174,-964358702.2,-1010512942.15,-1008205230.15,-966666414.197,2.0,1065106932610000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137418115324,578
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-987825454.719,4646587.47588,-987825454.719,-984539821.206,-991111088.233,-990782524.881,-984868384.557,2.0,21590775171000.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111604332,0.00136382937617,249
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990728767.901,20440422.8859,-990728767.901,-976275206.268,-1005182329.53,-1003736973.37,-977720562.432,2.0,417810887754000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137417895726,338
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-992649372.583,9397243.14072,-992649372.583,-986004518.234,-999294226.932,-998629741.498,-986669003.669,2.0,88308178645900.0,0.111128939092,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136422113873,458
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-994456004.561,6277111.33742,-994456004.561,-990017416.568,-998894592.554,-998450733.755,-990461275.367,2.0,39402126742300.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,756
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-995041128.805,9134920.68198,-995041128.805,-988581764.445,-1001500493.16,-1000854556.73,-989227700.881,2.0,83446775866100.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.111111426772,0.000686891069887,390
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-995638435.919,42357658.598,-995638435.919,-965687048.289,-1025589823.55,-1022594684.79,-968682187.052,2.0,1794171241900000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,369
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-998840514.621,1921172.42174,-998840514.621,-997482040.574,-1000198988.67,-1000063141.26,-997617887.978,2.0,3690903474070.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137418115324,667
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1001804199.91,8078357.80418,-1001804199.91,-996091938.326,-1007516461.49,-1006945235.34,-996663164.484,2.0,65259864812300.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.0555557133862,0.000686891069887,934
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1003261789.56,39509689.8758,-1003261789.56,-975324219.922,-1031199359.19,-1028405602.23,-978117976.886,2.0,1561015594090000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,725
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1003514020.9,19380597.2098,-1003514020.9,-989809869.187,-1017218172.61,-1015847757.44,-991180284.359,2.0,375607548207000.0,0.111128939092,3.6760970142599995e-14,0.0556451612903,0.111111426772,0.00068708947863,307
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1004137721.0,13069604.6216,-1004137721.0,-994896114.948,-1013379327.06,-1012455166.45,-995820275.553,2.0,170814564964000.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,845
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1004874210.41,36071802.3704,-1004874210.41,-979367594.34,-1030380826.47,-1027830164.86,-981918255.946,2.0,1301174926250000.0,0.111128939092,3.6760970142599995e-14,0.110483870968,0.111111604332,0.0013642233188,547
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1008772705.55,35790400.1834,-1008772705.55,-983465070.88,-1034080340.22,-1031549576.76,-985995834.347,2.0,1280952745290000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137378433512,636
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1016888409.89,10847701.0463,-1016888409.89,-1009217926.92,-1024558892.86,-1023791844.57,-1009984975.22,2.0,117672617989000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137418115324,218
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1020489629.68,30700026.5472,-1020489629.68,-998781432.73,-1042197826.64,-1040027006.94,-1000952252.43,2.0,942491630000000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.055553937791,0.000686869116419,19
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1023664101.96,10324748.7575,-1023664101.96,-1016363402.1,-1030964801.82,-1030234731.84,-1017093472.09,2.0,106600436905000.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00068689216756,270
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1025159036.41,53542036.7014,-1025159036.41,-987299099.179,-1063018973.64,-1059232979.92,-991085092.902,2.0,2866749694130000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111109828737,0.00137376238165,129
720.0,-460.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1026089590.88,33736152.3604,-1026089590.88,-1002234528.78,-1049944652.99,-1047559146.78,-1004620034.99,2.0,1138127976090000.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.055553937791,0.00034343455821,40
720.0,-391.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1039542076.59,3630301.07097,-1039542076.59,-1036975066.08,-1042109087.09,-1041852386.04,-1037231767.13,2.0,13179085865900.0,0.055548424363,3.6760970142599995e-14,0.110483870968,0.111109828737,0.000681903790893,150
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1040949708.5,1803439.70845,-1040949708.5,-1039674484.06,-1042224932.95,-1042097410.5,-1039802006.5,2.0,3252394782010.0,0.111096848726,3.6760970142599995e-14,0.0556451612903,0.111111604332,0.00068689216756,506
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1042197709.49,14106167.3412,-1042197709.49,-1032223142.91,-1052172276.07,-1051174819.42,-1033220599.57,2.0,198983957057000.0,0.111096848726,3.6760970142599995e-14,0.0556451612903,0.111111426772,0.000686891069887,804
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1047926909.62,3996087.3458,-1047926909.62,-1045101249.16,-1050752570.08,-1050470004.03,-1045383815.2,2.0,15968714075300.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137418115324,537
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1049371755.4,4458657.96843,-1049371755.4,-1046219008.12,-1052524502.69,-1052209227.96,-1046534282.85,2.0,19879630879500.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137418115324,568
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1055809509.48,12569703.7228,-1055809509.48,-1046921386.74,-1064697632.22,-1063808819.94,-1047810199.01,2.0,157997451678000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,835
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1057432892.18,24717772.968,-1057432892.18,-1039954787.3,-1074910997.06,-1073163186.58,-1041702597.79,2.0,610968300499000.0,0.111128939092,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136422113873,448
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1063211744.7,29471748.9891,-1063211744.7,-1042372071.14,-1084051418.26,-1081967450.91,-1044456038.49,2.0,868583988477000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,479
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1063390005.63,42555513.1442,-1063390005.63,-1033298713.71,-1093481297.55,-1090472168.36,-1036307842.9,2.0,1810971698970000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137378433512,626
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1063621614.93,19083623.089,-1063621614.93,-1050127455.63,-1077115774.23,-1075766358.3,-1051476871.56,2.0,364184670204000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137417895726,417
720.0,-667.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1067879841.98,12976611.1066,-1067879841.98,-1058703992.27,-1077055691.69,-1076138106.72,-1059621577.24,2.0,168392435811000.0,0.111128939092,3.6760970142599995e-14,0.0556451612903,0.111111604332,0.000687090576621,208
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1068912645.73,12482621.4066,-1068912645.73,-1060086099.49,-1077739191.98,-1076856537.35,-1060968754.11,2.0,155815837181000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,715
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1070493123.57,25982885.2174,-1070493123.57,-1052120449.24,-1088865797.91,-1087028530.47,-1053957716.67,2.0,675110324219000.0,0.111128939092,3.6760970142599995e-14,0.110483870968,0.111111604332,0.0013642233188,657
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1072130230.57,14476338.7228,-1072130230.57,-1061893913.29,-1082366547.84,-1081342916.12,-1062917545.02,2.0,209564382818000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.0555557133862,0.000686891069887,924
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1073243050.51,14967338.6547,-1073243050.51,-1062659543.85,-1083826557.17,-1082768206.51,-1063717894.52,2.0,224021226405000.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,746
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1079829472.85,42144074.3368,-1079829472.85,-1050029112.1,-1109629833.6,-1106649797.52,-1053009148.17,2.0,1776123001710000.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,359
720.0,-185.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1082493459.03,23967720.3861,-1082493459.03,-1065545721.42,-1099441196.65,-1097746422.89,-1067240495.18,2.0,574451620508000.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.111111426772,0.000686891069887,380
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1093142798.41,1512358.85465,-1093142798.41,-1092073399.21,-1094212197.61,-1094105257.69,-1092180339.13,2.0,2287229305230.0,0.111096848726,3.6760970142599995e-14,0.0556451612903,0.055553937791,0.00034343455821,9
720.0,-323.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1095158516.67,10718312.0226,-1095158516.67,-1087579525.55,-1102737507.78,-1101979608.67,-1088337424.67,2.0,114882212613000.0,0.055548424363,3.6760970142599995e-14,0.110483870968,0.111111604332,0.000681914688085,260
720.0,-529.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1096481860.92,58117247.485,-1096481860.92,-1055386761.12,-1137576960.72,-1133467450.74,-1059496271.1,2.0,3377614455230000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137417895726,328
720.0,-47.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1103001070.68,28595537.8101,-1103001070.68,-1082780971.99,-1123221169.38,-1121199159.51,-1084802981.85,2.0,817704782651000.0,0.055548424363,3.6760970142599995e-14,0.0556451612903,0.111111426772,0.000343445534943,500
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1103371440.86,9322779.53557,-1103371440.86,-1096779240.23,-1109963641.49,-1109304421.43,-1097438460.29,2.0,86914218268900.0,0.111096848726,3.6760970142599995e-14,0.0556451612903,0.111111426772,0.000686891069887,705
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1104096246.69,20653302.7356,-1104096246.69,-1089492156.27,-1118700337.11,-1117239928.07,-1090952565.31,2.0,426558913887000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,469
720.0,-460.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1105256707.42,15058325.7377,-1105256707.42,-1094608863.18,-1115904551.67,-1114839767.24,-1095673647.61,2.0,226753174022000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137378433512,239
720.0,-529.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1107577622.21,25926621.5188,-1107577622.21,-1089244732.32,-1125910512.1,-1124077223.11,-1091078021.31,2.0,672189703378000.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.055553937791,0.00034343455821,30
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1107705645.11,13564930.4722,-1107705645.11,-1098113790.79,-1117297499.43,-1116338314.0,-1099072976.22,2.0,184007338716000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137378433512,589
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1109244232.4,8199863.34089,-1109244232.4,-1103446053.43,-1115042411.38,-1114462593.48,-1104025871.33,2.0,67237758809200.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,349
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1110460059.18,12639509.5555,-1110460059.18,-1101522576.27,-1119397542.1,-1118503793.81,-1102416324.56,2.0,159757201803000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.0555557133862,0.000686891069887,914
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1114507993.32,28456711.8279,-1114507993.32,-1094386059.41,-1134629927.22,-1132617733.83,-1096398252.8,2.0,809784448056000.0,0.111128939092,3.6760970142599995e-14,0.110483870968,0.111111604332,0.0013642233188,558
720.0,-598.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1114934857.72,35931839.3647,-1114934857.72,-1089527210.45,-1140342505.0,-1137801740.27,-1092067975.17,2.0,1291097080130000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111109828737,0.00137376238165,119
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1117702322.54,9462081.29262,-1117702322.54,-1111011620.69,-1124393024.38,-1123723954.2,-1111680690.87,2.0,89530982388100.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,736
720.0,-116.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1120374189.45,3505535.5736,-1120374189.45,-1117895401.47,-1122852977.42,-1122605098.63,-1118143280.27,2.0,12288779657800.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.111111426772,0.000686891069887,490
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1120625819.0,23694259.8205,-1120625819.0,-1103871447.21,-1137380190.8,-1135704753.62,-1105546884.39,2.0,561417948440000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137418115324,678
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1121774819.62,4755983.81247,-1121774819.62,-1118411831.21,-1125137808.02,-1124801509.18,-1118748130.05,2.0,22619382024500.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,856
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1122543911.69,21603917.5237,-1122543911.69,-1107267635.11,-1137820188.27,-1136292560.61,-1108795262.76,2.0,466729252371000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,825
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1122817806.47,690684.400527,-1122817806.47,-1122329418.85,-1123306194.1,-1123257355.34,-1122378257.61,2.0,477044941131.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137417895726,767
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1123554059.43,6345720.42003,-1123554059.43,-1119066957.49,-1128041161.37,-1127592451.18,-1119515667.69,2.0,40268167649200.0,0.111128939092,3.6760970142599995e-14,0.0556451612903,0.111111426772,0.00068708947863,407
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1564426.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1125273902.48,16847316.7492,-1125273902.48,-1113361050.56,-1137186754.4,-1135995469.21,-1114552335.76,2.0,283832081648000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137418115324,527
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1131547793.04,10473648.2785,-1131547793.04,-1124141805.32,-1138953780.76,-1138213181.99,-1124882404.09,2.0,109697308262000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137378433512,616
720.0,-460.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1133588170.77,23630558.3074,-1133588170.77,-1116878842.74,-1150297498.79,-1148626565.99,-1118549775.55,2.0,558403285919000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137417895726,438
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1143599415.13,6994680.90423,-1143599415.13,-1138653428.83,-1148545401.43,-1148050802.8,-1139148027.46,2.0,48925560952000.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.0555557133862,0.000681913598366,945
720.0,-598.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1144870343.05,20879586.4504,-1144870343.05,-1130106245.88,-1159634440.22,-1158158030.5,-1131582655.6,2.0,435957130339000.0,0.111128939092,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137417895726,318
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1145566462.65,751625.466426,-1145566462.65,-1145034983.19,-1146097942.12,-1146044794.17,-1145088131.14,2.0,564940841781.0,0.111096848726,3.6760970142599995e-14,0.0556451612903,0.111109828737,0.000686881190826,109
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1145925885.33,14237279.0742,-1145925885.33,-1135858608.76,-1155993161.91,-1154986434.26,-1136865336.41,2.0,202700115436000.0,0.111128939092,3.6760970142599995e-14,0.110483870968,0.111111604332,0.0013642233188,647
720.0,-460.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1146770285.29,13900121.7666,-1146770285.29,-1136941414.93,-1156599155.65,-1155616268.61,-1137924301.96,2.0,193213385126000.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.111109828737,0.000686881190826,140
720.0,-254.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1158264676.01,14215409.6476,-1158264676.01,-1148212863.45,-1168316488.57,-1167311307.31,-1149218044.7,2.0,202077871450000.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.111111426772,0.000686891069887,370
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1168049726.55,27240461.8999,-1168049726.55,-1148787811.22,-1187311641.88,-1185385450.35,-1150714002.75,2.0,742042764520000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111604332,0.00137378433512,229
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1181980429.78,14526596.3856,-1181980429.78,-1171708574.97,-1192252284.59,-1191225099.11,-1172735760.45,2.0,211022002550000.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,815
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,2190197.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1182700443.58,2093668.34212,-1182700443.58,-1181219996.49,-1184180890.66,-1184032845.95,-1181368041.2,2.0,4383447126780.0,0.111096848726,3.6760970142599995e-14,0.111290322581,0.111111426772,0.00137378213977,726
720.0,-323.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1183418294.94,38150446.1885,-1183418294.94,-1156441855.74,-1210394734.15,-1207697090.23,-1159139499.66,2.0,1455456544380000.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,459
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1183997272.94,5614699.25029,-1183997272.94,-1180027081.02,-1187967464.85,-1187570445.66,-1180424100.21,2.0,31524847671300.0,0.111096848726,3.6760970142599995e-14,0.110483870968,0.111111426772,0.00136382719673,846
720.0,-598.0,-1181.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1184402698.34,33304285.1102,-1184402698.34,-1160853012.49,-1207952384.18,-1205597415.59,-1163207981.08,2.0,1109175406700000.0,0.055548424363,3.6760970142599995e-14,0.111290322581,0.055553937791,0.00034343455821,20
