npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817189785000.0,2103380.00596,-231817189785000.0,-231817188297000.0,-231817191272000.0,-231817191123000.0,-231817188446000.0,2.0,4424207449460.0,1.74117872884e-13,0.25,106,0.00390655012056,0.125002399524,0.125007204196
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298582093000.0,197405.386589,-238298582093000.0,-238298581954000.0,-238298582233000.0,-238298582219000.0,-238298581968000.0,2.0,38968886654.4,1.74117872884e-13,0.25,12,0.00781243366828,0.124991734973,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298643746000.0,1396011.57317,-238298643746000.0,-238298642759000.0,-238298644733000.0,-238298644635000.0,-238298642858000.0,2.0,1948848312410.0,1.74117872884e-13,0.25,37,0.0156256005667,0.249995200952,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298697272000.0,2557082.54306,-238298697272000.0,-238298695464000.0,-238298699080000.0,-238298698899000.0,-238298695644000.0,2.0,6538671132010.0,1.74117872884e-13,0.25,62,0.0156262671395,0.250005865503,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298747772000.0,4714329.30279,-238298747772000.0,-238298744438000.0,-238298751106000.0,-238298750772000.0,-238298744772000.0,2.0,22224900775200.0,1.74117872884e-13,0.25,87,0.0156262004822,0.250004799048,0.250014408391
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298798736000.0,35404.9249224,-238298798736000.0,-238298798711000.0,-238298798761000.0,-238298798759000.0,-238298798714000.0,2.0,1253508708.76,1.74117872884e-13,0.25,112,0.00781310024112,0.125002399524,0.250014408391
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299607980000.0,5005342.0596,-243299607980000.0,-243299604441000.0,-243299611519000.0,-243299611165000.0,-243299604794000.0,2.0,25053449133600.0,1.74117872884e-13,0.25,18,0.00781153320336,0.124991734973,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299655286000.0,7274834.92768,-243299655286000.0,-243299650142000.0,-243299660430000.0,-243299659916000.0,-243299650657000.0,2.0,52923223225000.0,1.74117872884e-13,0.25,43,0.0156237995523,0.249995200952,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299707736000.0,7821680.13326,-243299707736000.0,-243299702206000.0,-243299713267000.0,-243299712714000.0,-243299702759000.0,2.0,61178680107000.0,1.74117872884e-13,0.25,68,0.0156244660483,0.250005865503,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299767615000.0,1203250.66279,-243299767615000.0,-243299766764000.0,-243299768466000.0,-243299768381000.0,-243299766849000.0,2.0,1447812157500.0,1.74117872884e-13,0.25,93,0.0156243993987,0.250004799048,0.249985591609
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299820047000.0,4047074.08752,-243299820047000.0,-243299817185000.0,-243299822909000.0,-243299822623000.0,-243299817472000.0,2.0,16378808669900.0,1.74117872884e-13,0.25,118,0.00781219969937,0.125002399524,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840104401000.0,12406661.685,-249840104401000.0,-249840095628000.0,-249840113173000.0,-249840112296000.0,-249840096505000.0,2.0,153925254167000.0,1.74117872884e-13,0.125354107649,24,0.0039168310963,0.124991734973,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840164303000.0,11567440.8185,-249840164303000.0,-249840156124000.0,-249840172482000.0,-249840171664000.0,-249840156942000.0,2.0,133805687090000.0,1.74117872884e-13,0.125354107649,49,0.00783402980386,0.249995200952,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840211157000.0,13215421.0322,-249840211157000.0,-249840201812000.0,-249840220502000.0,-249840219567000.0,-249840202747000.0,2.0,174647353059000.0,1.74117872884e-13,0.125354107649,74,0.00783436399591,0.250005865503,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840267145000.0,7699398.27934,-249840267145000.0,-249840261700000.0,-249840272589000.0,-249840272044000.0,-249840262245000.0,2.0,59280733863900.0,1.74117872884e-13,0.125354107649,99,0.00783433057671,0.250004799048,0.249985591609
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840311149000.0,16738024.0323,-249840311149000.0,-249840299313000.0,-249840322984000.0,-249840321801000.0,-249840300497000.0,2.0,280161448505000.0,1.74117872884e-13,0.125354107649,124,0.00391716528835,0.125002399524,0.249985591609
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881003276000.0,2510313.48408,-493881003276000.0,-493881001501000.0,-493881005051000.0,-493881004873000.0,-493881001678000.0,2.0,6301673788380.0,1.74117872884e-13,0.25,11,0.00390621683414,0.124991734973,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881049259000.0,3621174.12727,-493881049259000.0,-493881046699000.0,-493881051820000.0,-493881051564000.0,-493881046955000.0,2.0,13112902060000.0,1.74117872884e-13,0.25,36,0.00781280028334,0.249995200952,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881099112000.0,773527.840211,-493881099112000.0,-493881098565000.0,-493881099659000.0,-493881099604000.0,-493881098620000.0,2.0,598345319582.0,1.74117872884e-13,0.25,61,0.00781313356976,0.250005865503,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881154709000.0,2927129.68546,-493881154709000.0,-493881152639000.0,-493881156779000.0,-493881156572000.0,-493881152846000.0,2.0,8568088195490.0,1.74117872884e-13,0.25,86,0.00781310024112,0.250004799048,0.125007204196
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493881207054000.0,4327853.46241,-493881207054000.0,-493881203994000.0,-493881210114000.0,-493881209808000.0,-493881204300000.0,2.0,18730315592100.0,1.74117872884e-13,0.25,111,0.00390655012056,0.125002399524,0.125007204196
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882018191000.0,6163163.07834,-498882018191000.0,-498882013833000.0,-498882022549000.0,-498882022114000.0,-498882014269000.0,2.0,37984579130200.0,1.74117872884e-13,0.25,17,0.00781243366828,0.124991734973,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882062428000.0,2584439.31118,-498882062428000.0,-498882060601000.0,-498882064256000.0,-498882064073000.0,-498882060783000.0,2.0,6679326553170.0,1.74117872884e-13,0.25,42,0.0156256005667,0.249995200952,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882117278000.0,1527470.67874,-498882117278000.0,-498882116197000.0,-498882118358000.0,-498882118250000.0,-498882116305000.0,2.0,2333166674410.0,1.74117872884e-13,0.25,67,0.0156262671395,0.250005865503,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882182729000.0,2278521.62731,-498882182729000.0,-498882181118000.0,-498882184340000.0,-498882184179000.0,-498882181279000.0,2.0,5191660806110.0,1.74117872884e-13,0.25,92,0.0156262004822,0.250004799048,0.250014408391
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498882228290000.0,11697187.8418,-498882228290000.0,-498882220018000.0,-498882236561000.0,-498882235734000.0,-498882220846000.0,2.0,136824203406000.0,1.74117872884e-13,0.25,117,0.00781310024112,0.125002399524,0.250014408391
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363617894000.0,4489992.47281,-505363617894000.0,-505363614719000.0,-505363621069000.0,-505363620752000.0,-505363615037000.0,2.0,20160032405900.0,1.74117872884e-13,0.125354107649,23,0.0039168310963,0.124991734973,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363668940000.0,4880639.62448,-505363668940000.0,-505363665489000.0,-505363672391000.0,-505363672046000.0,-505363665834000.0,2.0,23820643144100.0,1.74117872884e-13,0.125354107649,48,0.00783402980386,0.249995200952,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363724307000.0,2882686.9636,-505363724307000.0,-505363722269000.0,-505363726346000.0,-505363726142000.0,-505363722473000.0,2.0,8309884130110.0,1.74117872884e-13,0.125354107649,73,0.00783436399591,0.250005865503,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363771431000.0,11262293.7927,-505363771431000.0,-505363763468000.0,-505363779395000.0,-505363778598000.0,-505363764264000.0,2.0,126839261472000.0,1.74117872884e-13,0.125354107649,98,0.00783433057671,0.250004799048,0.249985591609
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363832563000.0,4727612.78981,-505363832563000.0,-505363829220000.0,-505363835906000.0,-505363835572000.0,-505363829554000.0,2.0,22350322690400.0,1.74117872884e-13,0.125354107649,123,0.00391716528835,0.125002399524,0.249985591609
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464432434000.0,462984.263778,-754464432434000.0,-754464432106000.0,-754464432761000.0,-754464432728000.0,-754464432139000.0,2.0,214354428506.0,1.74117872884e-13,0.25,16,0.00390621683414,0.124991734973,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464477265000.0,1922143.38932,-754464477265000.0,-754464475906000.0,-754464478624000.0,-754464478488000.0,-754464476042000.0,2.0,3694635209100.0,1.74117872884e-13,0.25,41,0.00781280028334,0.249995200952,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464541432000.0,1653019.96261,-754464541432000.0,-754464540263000.0,-754464542600000.0,-754464542484000.0,-754464540380000.0,2.0,2732474996800.0,1.74117872884e-13,0.25,66,0.00781313356976,0.250005865503,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464590746000.0,2120227.86358,-754464590746000.0,-754464589247000.0,-754464592245000.0,-754464592096000.0,-754464589397000.0,2.0,4495366193510.0,1.74117872884e-13,0.25,91,0.00781310024112,0.250004799048,0.125007204196
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464640253000.0,539522.562434,-754464640253000.0,-754464639872000.0,-754464640635000.0,-754464640597000.0,-754464639910000.0,2.0,291084595375.0,1.74117872884e-13,0.25,116,0.00390655012056,0.125002399524,0.125007204196
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946036041000.0,9910909.49622,-760946036041000.0,-760946029032000.0,-760946043049000.0,-760946042348000.0,-760946029733000.0,2.0,98226127042200.0,1.74117872884e-13,0.125354107649,22,0.00391728260421,0.124991734973,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946080822000.0,3633018.12166,-760946080822000.0,-760946078253000.0,-760946083391000.0,-760946083134000.0,-760946078510000.0,2.0,13198820672300.0,1.74117872884e-13,0.125354107649,47,0.00783493286205,0.249995200952,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946144725000.0,2054141.66381,-760946144725000.0,-760946143273000.0,-760946146178000.0,-760946146032000.0,-760946143418000.0,2.0,4219497975010.0,1.74117872884e-13,0.125354107649,72,0.00783526709262,0.250005865503,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946186844000.0,13596731.789,-760946186844000.0,-760946177230000.0,-760946196459000.0,-760946195497000.0,-760946178191000.0,2.0,184871115343000.0,1.74117872884e-13,0.125354107649,97,0.00783523366957,0.250004799048,0.250014408391
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760946247782000.0,3030450.27217,-760946247782000.0,-760946245640000.0,-760946249925000.0,-760946249711000.0,-760946245854000.0,2.0,9183628852100.0,1.74117872884e-13,0.125354107649,122,0.00391761683478,0.125002399524,0.250014408391
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528438590000.0,1168521.26791,-1016528438590000.0,-1016528437760000.0,-1016528439410000.0,-1016528439330000.0,-1016528437840000.0,2.0,1365441953560.0,1.74117872884e-13,0.125354107649,21,0.0019586413021,0.124991734973,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528490500000.0,11999103.3897,-1016528490500000.0,-1016528482010000.0,-1016528498980000.0,-1016528498140000.0,-1016528482860000.0,2.0,143978482156000.0,1.74117872884e-13,0.125354107649,46,0.00391746643102,0.249995200952,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528533060000.0,526950.999359,-1016528533060000.0,-1016528532680000.0,-1016528533430000.0,-1016528533390000.0,-1016528532720000.0,2.0,277677355726.0,1.74117872884e-13,0.125354107649,71,0.00391763354631,0.250005865503,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528599320000.0,7619504.42755,-1016528599320000.0,-1016528593930000.0,-1016528604710000.0,-1016528604170000.0,-1016528594470000.0,2.0,58056847721400.0,1.74117872884e-13,0.125354107649,96,0.00391761683478,0.250004799048,0.125007204196
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528654000000.0,13842563.03,-1016528654000000.0,-1016528644210000.0,-1016528663780000.0,-1016528662810000.0,-1016528645190000.0,2.0,191616551239000.0,1.74117872884e-13,0.125354107649,121,0.00195880841739,0.125002399524,0.125007204196
