npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1619006821.54,2413052.14726,1619006821.54,1620713107.08,1617300536.0,1617471164.56,1620542478.52,2.0,5822820665390.0,1.74117872884e-13,0.124645892351,27,0.00779066770464,0.249995200952,0.250014408391
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1608623585.65,4903031.81404,1608623585.65,1612090552.69,1605156618.61,1605503315.31,1611743855.99,2.0,24039720969500.0,1.74117872884e-13,0.25,38,0.0156237995523,0.249995200952,0.249985591609
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1590748592.17,2437148.90784,1590748592.17,1592471916.69,1589025267.65,1589197600.1,1592299584.24,2.0,5939694798990.0,1.74117872884e-13,0.124645892351,2,0.00389515106407,0.124991734973,0.250014408391
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1570162495.01,2149904.81276,1570162495.01,1571682707.28,1568642282.74,1568794303.97,1571530686.06,2.0,4622090703950.0,1.74117872884e-13,0.25,107,0.00781310024112,0.125002399524,0.250014408391
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1564470491.29,1709284.39295,1564470491.29,1565679137.87,1563261844.7,1563382709.36,1565558273.21,2.0,2921653135980.0,1.74117872884e-13,0.124645892351,52,0.0077910000469,0.250005865503,0.250014408391
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1551761146.38,2518948.54785,1551761146.38,1553542311.98,1549979980.78,1550158097.34,1553364195.42,2.0,6345101786700.0,1.74117872884e-13,0.25,63,0.0156244660483,0.250005865503,0.249985591609
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1543521889.54,13768493.4313,1543521889.54,1553257684.61,1533786094.46,1534759673.97,1552284105.1,2.0,189571411369000.0,1.74117872884e-13,0.25,19,0.00781153320336,0.124991734973,0.249985591609
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1516434286.12,8478705.64519,1516434286.12,1522429636.38,1510438935.86,1511038470.89,1521830101.35,2.0,71888449417800.0,1.74117872884e-13,0.124645892351,77,0.00779096681268,0.250004799048,0.250014408391
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1497332319.44,4574857.73315,1497332319.44,1500567232.36,1494097406.51,1494420897.8,1500243741.07,2.0,20929323278600.0,1.74117872884e-13,0.25,88,0.0156243993987,0.250004799048,0.249985591609
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1493206653.74,7339842.32319,1493206653.74,1498396706.02,1488016601.46,1488535606.69,1497877700.79,2.0,53873285329300.0,1.74117872884e-13,0.25,44,0.0156237995523,0.249995200952,0.249985591609
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1491230016.75,1680813.3369,1491230016.75,1492418531.26,1490041502.24,1490160353.69,1492299679.81,2.0,2825133473490.0,1.74117872884e-13,0.25,33,0.0156237995523,0.249995200952,0.249985591609
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1466078288.21,5085666.27877,1466078288.21,1469674397.32,1462482179.1,1462841790.01,1469314786.41,2.0,25864001499000.0,1.74117872884e-13,0.25,8,0.00781153320336,0.124991734973,0.249985591609
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1464665415.75,2885981.85041,1464665415.75,1466706113.09,1462624718.42,1462828788.15,1466502043.36,2.0,8328891240890.0,1.74117872884e-13,0.124645892351,102,0.00389548340634,0.125002399524,0.250014408391
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1451815641.79,6638576.30436,1451815641.79,1456509824.11,1447121459.47,1447590877.7,1456040405.88,2.0,44070695348800.0,1.74117872884e-13,0.125354107649,25,0.0019586413021,0.124991734973,0.125007204196
894.0,-541.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1446426829.87,5237508.15334,1446426829.87,1450130307.4,1442723352.34,1443093700.09,1449759959.65,2.0,27431491656300.0,1.74117872884e-13,0.25,113,0.00781219969937,0.125002399524,0.249985591609
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1437437991.26,4842254.14054,1437437991.26,1440861982.0,1434014000.52,1434356399.59,1440519582.92,2.0,23447425161500.0,1.74117872884e-13,0.25,58,0.0156244660483,0.250005865503,0.249985591609
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1433800504.9,2255780.08713,1433800504.9,1435395582.3,1432205427.5,1432364935.24,1435236074.56,2.0,5088543801470.0,1.74117872884e-13,0.25,69,0.0156244660483,0.250005865503,0.249985591609
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1403315938.84,11840175.7376,1403315938.84,1411688207.39,1394943670.28,1395780897.14,1410850980.53,2.0,140189761497000.0,1.74117872884e-13,0.125354107649,50,0.00391746643102,0.249995200952,0.125007204196
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1386330153.91,7030714.07192,1386330153.91,1391301619.51,1381358688.31,1381855834.87,1390804472.95,2.0,49430940361100.0,1.74117872884e-13,0.25,94,0.0156243993987,0.250004799048,0.249985591609
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1385760458.94,6499872.99374,1385760458.94,1390356563.21,1381164354.67,1381623965.1,1389896952.78,2.0,42248348934700.0,1.74117872884e-13,0.25,83,0.0156243993987,0.250004799048,0.249985591609
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1361986203.7,5285411.31989,1361986203.7,1365723553.89,1358248853.51,1358622588.53,1365349818.87,2.0,27935572820400.0,1.74117872884e-13,0.25,39,0.0156237995523,0.249995200952,0.249985591609
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1357848584.72,3260087.39001,1357848584.72,1360153814.62,1355543354.82,1355773877.81,1359923291.63,2.0,10628169790500.0,1.74117872884e-13,0.125354107649,75,0.00391763354631,0.250005865503,0.125007204196
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1348616786.81,3541132.18824,1348616786.81,1351120745.39,1346112828.22,1346363224.08,1350870349.53,2.0,12539617174600.0,1.74117872884e-13,0.124645892351,28,0.00778976974847,0.249995200952,0.249985591609
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1343472810.26,2552777.57605,1343472810.26,1345277896.59,1341667723.92,1341848232.56,1345097387.96,2.0,6516673352770.0,1.74117872884e-13,0.25,14,0.00781153320336,0.124991734973,0.249985591609
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1331899328.44,10192274.0499,1331899328.44,1339106354.54,1324692302.35,1325413004.96,1338385651.93,2.0,103882450308000.0,1.74117872884e-13,0.25,119,0.00781219969937,0.125002399524,0.249985591609
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1327037824.91,4191929.06387,1327037824.91,1330001966.37,1324073683.44,1324370097.58,1329705552.23,2.0,17572269276500.0,1.74117872884e-13,0.25,108,0.00781219969937,0.125002399524,0.249985591609
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1313499582.92,7866516.65287,1313499582.92,1319062050.19,1307937115.65,1308493362.37,1318505803.46,2.0,61882084249900.0,1.74117872884e-13,0.25,64,0.0156244660483,0.250005865503,0.249985591609
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1291701473.9,224630.023045,1291701473.9,1291860311.31,1291542636.48,1291558520.23,1291844427.57,2.0,50458647253.0,1.74117872884e-13,0.125354107649,100,0.00391761683478,0.250004799048,0.125007204196
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1286977159.52,1956093.57918,1286977159.52,1288360326.56,1285593992.49,1285732309.19,1288222009.85,2.0,3826302090520.0,1.74117872884e-13,0.124645892351,53,0.00779010205243,0.250005865503,0.249985591609
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1279294914.18,385147.0437,1279294914.18,1279567254.27,1279022574.1,1279049808.11,1279540020.26,2.0,148338245271.0,1.74117872884e-13,0.124645892351,3,0.00389470210706,0.124991734973,0.249985591609
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1267084590.95,10353893.359,1267084590.95,1274405899.15,1259763282.74,1260495413.56,1273673768.33,2.0,107203107690000.0,1.74117872884e-13,0.25,89,0.0156243993987,0.250004799048,0.249985591609
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1261517449.87,1919216.93992,1261517449.87,1262874541.18,1260160358.56,1260296067.69,1262738832.05,2.0,3683393662460.0,1.74117872884e-13,0.25,45,0.00781280028334,0.249995200952,0.125007204196
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1258771731.07,14251090.983,1258771731.07,1268848774.15,1248694688.0,1249702392.31,1267841069.84,2.0,203093594205000.0,1.74117872884e-13,0.25,20,0.00390621683414,0.124991734973,0.125007204196
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1246573198.97,12804319.6977,1246573198.97,1255627220.25,1237519177.68,1238424579.81,1254721818.12,2.0,163950602920000.0,1.74117872884e-13,0.125354107649,125,0.00195880841739,0.125002399524,0.125007204196
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1241064205.35,746330.610614,1241064205.35,1241591940.78,1240536469.91,1240589243.45,1241539167.24,2.0,557009380340.0,1.74117872884e-13,0.124645892351,78,0.00779006882203,0.250004799048,0.249985591609
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1215436508.14,6527053.15422,1215436508.14,1220051831.69,1210821184.59,1211282716.95,1219590299.33,2.0,42602422878000.0,1.74117872884e-13,0.25,34,0.0156237995523,0.249995200952,0.249985591609
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1207044979.45,2402462.06249,1207044979.45,1208743776.66,1205346182.23,1205516061.95,1208573896.94,2.0,5771823961710.0,1.74117872884e-13,0.25,114,0.00781219969937,0.125002399524,0.249985591609
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1202700287.31,6442974.46221,1202700287.31,1207256158.25,1198144416.38,1198600003.47,1206800571.15,2.0,41511919920800.0,1.74117872884e-13,0.25,70,0.00781313356976,0.250005865503,0.125007204196
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1184714218.08,65265.1914917,1184714218.08,1184760367.54,1184668068.62,1184672683.57,1184755752.59,2.0,4259545220.45,1.74117872884e-13,0.124645892351,103,0.00389503441102,0.125002399524,0.249985591609
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1162427403.98,7114882.52909,1162427403.98,1167458385.66,1157396422.29,1157899520.46,1166955287.49,2.0,50621553402700.0,1.74117872884e-13,0.25,9,0.00781153320336,0.124991734973,0.249985591609
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1153204410.99,8257906.7989,1153204410.99,1159043632.88,1147365189.09,1147949111.28,1158459710.69,2.0,68193024699300.0,1.74117872884e-13,0.25,95,0.00781310024112,0.250004799048,0.125007204196
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1152134950.95,4598951.96935,1152134950.95,1155386901.08,1148883000.83,1149208195.84,1155061706.07,2.0,21150359216400.0,1.74117872884e-13,0.25,59,0.0156244660483,0.250005865503,0.249985591609
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1095755653.62,2312850.48621,1095755653.62,1097391085.89,1094120221.36,1094283764.59,1097227542.66,2.0,5349277371580.0,1.74117872884e-13,0.25,84,0.0156243993987,0.250004799048,0.249985591609
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1090084954.84,6517642.39254,1090084954.84,1094693623.98,1085476285.71,1085937152.62,1094232757.06,2.0,42479662357000.0,1.74117872884e-13,0.25,120,0.00390655012056,0.125002399524,0.125007204196
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1079210432.22,6888178.82496,1079210432.22,1084081110.18,1074339754.27,1074826822.06,1083594042.38,2.0,47447007524600.0,1.74117872884e-13,0.25,40,0.00781280028334,0.249995200952,0.125007204196
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1069579816.39,14412725.4209,1069579816.39,1079771152.27,1059388480.51,1060407614.09,1078752018.68,2.0,207726654058000.0,1.74117872884e-13,0.25,15,0.00390621683414,0.124991734973,0.125007204196
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1045034555.87,3722637.62261,1045034555.87,1047666858.17,1042402253.56,1042665483.79,1047403627.94,2.0,13858030869300.0,1.74117872884e-13,0.25,109,0.00781219969937,0.125002399524,0.249985591609
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1044284054.04,8842566.34124,1044284054.04,1050536692.66,1038031415.42,1038656679.28,1049911428.8,2.0,78190979499300.0,1.74117872884e-13,0.124645892351,29,0.00778976974847,0.249995200952,0.249985591609
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1040877313.4,5809459.03599,1040877313.4,1044985221.28,1036769405.52,1037180196.31,1044574430.49,2.0,33749814290900.0,1.74117872884e-13,0.25,65,0.00781313356976,0.250005865503,0.125007204196
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,994488650.798,7658509.00565,994488650.798,999904034.45,989073267.146,989614805.512,999362496.085,2.0,58652760189600.0,1.74117872884e-13,0.124645892351,54,0.00779010205243,0.250005865503,0.249985591609
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,980927705.363,8787888.70734,980927705.363,987141681.06,974713729.666,975335127.236,986520283.491,2.0,77226987932500.0,1.74117872884e-13,0.124645892351,4,0.00389470210706,0.124991734973,0.249985591609
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,978383553.16,13174777.2763,978383553.16,987699527.513,969067578.807,969999176.243,986767930.078,2.0,173574756279000.0,1.74117872884e-13,0.25,90,0.00781310024112,0.250004799048,0.125007204196
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,928364499.123,633352.345398,928364499.123,928812346.861,927916651.384,927961436.158,928767562.087,2.0,401135193422.0,1.74117872884e-13,0.124645892351,79,0.00779006882203,0.250004799048,0.249985591609
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,918593038.593,7265007.39295,918593038.593,923730174.586,913455902.6,913969616.2,923216460.987,2.0,52780332419600.0,1.74117872884e-13,0.25,115,0.00390655012056,0.125002399524,0.125007204196
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,900971158.885,11407054.0839,900971158.885,909037164.181,892905153.588,893711754.118,908230563.651,2.0,130120882874000.0,1.74117872884e-13,0.25,35,0.00781280028334,0.249995200952,0.125007204196
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,885370200.788,9381776.17712,885370200.788,892004118.342,878736283.234,879399674.989,891340726.587,2.0,88017724237600.0,1.74117872884e-13,0.25,10,0.00390621683414,0.124991734973,0.125007204196
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,882337153.451,4277356.87436,882337153.451,885361701.503,879312605.4,879615060.205,885059246.698,2.0,18295781830700.0,1.74117872884e-13,0.124645892351,104,0.00389503441102,0.125002399524,0.249985591609
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,846507534.899,1489576.69727,846507534.899,847560824.683,845454245.115,845559574.094,847455495.704,2.0,2218838737060.0,1.74117872884e-13,0.25,60,0.00781313356976,0.250005865503,0.125007204196
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,794497221.101,108681.97647,794497221.101,794574070.863,794420371.338,794428056.315,794566385.887,2.0,11811772009.4,1.74117872884e-13,0.25,85,0.00781310024112,0.250004799048,0.125007204196
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,752947187.401,7032292.08035,752947187.401,757919768.819,747974605.984,748471864.126,757422510.677,2.0,49453131903300.0,1.74117872884e-13,0.25,110,0.00390655012056,0.125002399524,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,721487695.09,2153658.44314,721487695.09,723010561.579,719964828.6,720117115.249,722858274.93,2.0,4638244689720.0,1.74117872884e-13,0.124645892351,30,0.00389533385232,0.249995200952,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,696076525.97,14701227.2158,696076525.97,706471863.426,685681188.514,686720722.259,705432329.68,2.0,216126081652000.0,1.74117872884e-13,0.124645892351,5,0.00194757553204,0.124991734973,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,668190387.623,9506078.17359,668190387.623,674912199.962,661468575.284,662140756.518,674240018.728,2.0,90365522242300.0,1.74117872884e-13,0.124645892351,55,0.00389550002345,0.250005865503,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,622982512.999,11615539.5643,622982512.999,631195939.792,614769086.206,615590428.885,630374597.113,2.0,134920759370000.0,1.74117872884e-13,0.124645892351,80,0.00389548340634,0.250004799048,0.125007204196
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,556984853.31,6350562.87728,556984853.31,561475379.385,552494327.235,552943379.843,561026326.777,2.0,40329648858300.0,1.74117872884e-13,0.124645892351,105,0.00194774170317,0.125002399524,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816977385000.0,618767.334392,-231816977385000.0,-231816976948000.0,-231816977823000.0,-231816977779000.0,-231816976992000.0,2.0,382873014110.0,1.74117872884e-13,0.25,6,0.00390621683414,0.124991734973,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817029670000.0,71798.4735132,-231817029670000.0,-231817029619000.0,-231817029721000.0,-231817029715000.0,-231817029624000.0,2.0,5155020798.82,1.74117872884e-13,0.25,31,0.00781280028334,0.249995200952,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817084726000.0,79601.7282999,-231817084726000.0,-231817084670000.0,-231817084782000.0,-231817084777000.0,-231817084675000.0,2.0,6336435148.33,1.74117872884e-13,0.25,56,0.00781313356976,0.250005865503,0.125007204196
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231817134064000.0,1564170.00682,-231817134064000.0,-231817132958000.0,-231817135170000.0,-231817135059000.0,-231817133068000.0,2.0,2446627810230.0,1.74117872884e-13,0.25,81,0.00781310024112,0.250004799048,0.125007204196
