npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-ft_capacity
1193.0,-585.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1812548289.24,423044.549081,1812548289.24,1812847426.91,1812249151.57,1812279065.34,1812817513.14,2.0,178966690507.0,0.00137175712,0.111111111111,735,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1811322634.39,7360739.1721,1811322634.39,1816527462.97,1806117805.81,1806638288.66,1816006980.11,2.0,54180481159600.0,0.00137176750981,0.111111111111,622,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1808824486.29,12096168.8269,1808824486.29,1817377769.29,1800271203.28,1801126531.58,1816522440.99,2.0,146317300288000.0,0.00137176750981,0.111111111111,653,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1804187930.28,10763004.9175,1804187930.28,1811798524.04,1796577336.52,1797338395.89,1811037464.67,2.0,115842274854000.0,0.00137176750981,0.111111111111,827,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1803130055.61,1398797.99438,1803130055.61,1804119155.16,1802140956.06,1802239866.02,1804020245.2,2.0,1956635829090.0,0.000685883754906,0.0555555555556,581,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-485.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,462104.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1797342261.37,9822486.29172,1797342261.37,1804287808.03,1790396714.7,1791091269.37,1803593253.37,2.0,96481236951000.0,0.00137176750981,0.111111111111,776,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1796579365.42,4050620.95136,1796579365.42,1799443586.97,1793715143.88,1794001566.03,1799157164.81,2.0,16407530091600.0,0.00137176750981,0.111111111111,858,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1796205620.33,7269780.22481,1796205620.33,1801346131.23,1791065109.44,1791579160.53,1800832080.14,2.0,52849704517100.0,0.000685779856739,0.111111111111,807,0.0555481683958,8.268855378149999e-14,0.111111111111
1193.0,-185.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1791711853.79,3330206.07839,1791711853.79,1794066665.09,1789357042.49,1789592523.62,1793831183.96,2.0,11090272524500.0,0.000342889928369,0.111111111111,909,0.0555481683958,8.268855378149999e-14,0.0555555555556
1193.0,-685.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,594134.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1790252365.5,2806533.31241,1790252365.5,1792236884.23,1788267846.76,1788466298.63,1792038432.36,2.0,7876629233690.0,0.000685883754906,0.111111111111,694,0.0555565841474,8.268855378149999e-14,0.111111111111
1193.0,-585.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1787690001.97,5670908.01704,1787690001.97,1791699939.48,1783680064.45,1784081058.21,1791298945.73,2.0,32159197737700.0,0.00137175712,0.111111111111,745,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-185.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,66015.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1785831516.51,15910108.684,1785831516.51,1797081662.25,1774581370.77,1775706385.35,1795956647.68,2.0,253131558336000.0,0.000685831805822,0.111111111111,919,0.111104752543,8.268855378149999e-14,0.0555555555556
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1785314221.48,15262303.5335,1785314221.48,1796106299.81,1774522143.16,1775601350.99,1795027091.97,2.0,232937909149000.0,0.00137175712,0.111111111111,632,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1782764533.39,2922120.78784,1782764533.39,1784830784.81,1780698281.96,1780904907.1,1784624159.67,2.0,8538789898750.0,0.00137176750981,0.111111111111,663,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,594134.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1777966648.89,9522454.16002,1777966648.89,1784700040.8,1771233256.98,1771906596.17,1784026701.61,2.0,90677133229600.0,0.000342941877453,0.0555555555556,591,0.0555565841474,8.268855378149999e-14,0.111111111111
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1773517941.28,5217756.83462,1773517941.28,1777207452.52,1769828430.04,1770197381.16,1776838501.39,2.0,27224986385200.0,0.000685779856739,0.111111111111,602,0.0555481683958,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1771745267.98,16791646.3441,1771745267.98,1783618754.98,1759871780.99,1761059129.69,1782431406.28,2.0,281959386946000.0,0.00137175712,0.111111111111,837,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,66015.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1771380216.59,1071984.1052,1771380216.59,1772138223.82,1770622209.36,1770698010.08,1772062423.09,2.0,1149149921810.0,0.00137166361164,0.111111111111,714,0.111104752543,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1764732106.5,2516688.16444,1764732106.5,1766511673.77,1762952539.24,1763130495.96,1766333717.04,2.0,6333719317060.0,0.00137176750981,0.111111111111,868,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-485.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1763786385.87,2599249.59369,1763786385.87,1765624332.88,1761948438.86,1762132233.56,1765440538.18,2.0,6756098450270.0,0.00137176750981,0.111111111111,786,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,462104.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1760629187.34,3613809.73273,1760629187.34,1763184536.71,1758073837.98,1758329372.91,1762929001.77,2.0,13059620784400.0,0.00137176750981,0.111111111111,673,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-585.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1758990379.85,11235042.4822,1758990379.85,1766934754.58,1751046005.12,1751840442.6,1766140317.1,2.0,126226179576000.0,0.00137176750981,0.111111111111,755,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1757227938.68,3038463.20465,1757227938.68,1759376456.62,1755079420.75,1755294272.54,1759161604.83,2.0,9232258646020.0,0.00137175712,0.111111111111,642,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,462104.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1756470140.66,10472628.7897,1756470140.66,1763875407.49,1749064873.82,1749805400.51,1763134880.81,2.0,109675953768000.0,0.00137176750981,0.111111111111,878,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-185.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1756187491.11,8239086.1443,1756187491.11,1762013404.79,1750361577.43,1750944168.8,1761430813.43,2.0,67882540493200.0,0.000685883754906,0.111111111111,929,0.111113168295,8.268855378149999e-14,0.0555555555556
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1755015033.62,11080809.9778,1755015033.62,1762850349.5,1747179717.75,1747963249.33,1762066817.91,2.0,122784349765000.0,0.00137176750981,0.111111111111,724,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-585.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1745659833.62,235402.57571,1745659833.62,1745826288.38,1745493378.86,1745510024.34,1745809642.9,2.0,55414372651.0,0.00137176750981,0.111111111111,765,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-185.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1742392468.04,12694669.4739,1742392468.04,1751368954.91,1733415981.17,1734313629.86,1750471306.23,2.0,161154633051000.0,0.000685878559998,0.111111111111,939,0.11111232672,8.268855378149999e-14,0.0555555555556
1193.0,-485.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,594134.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1740586743.75,10688536.1292,1740586743.75,1748144680.13,1733028807.38,1733784601.01,1747388886.49,2.0,114244804584000.0,0.000685883754906,0.111111111111,796,0.0555565841474,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,66015.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1740370045.27,2344804.02022,1740370045.27,1742028072.09,1738712018.45,1738877821.13,1741862269.41,2.0,5498105893240.0,0.000685831805822,0.0555555555556,611,0.111104752543,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1733336896.76,11673734.6883,1733336896.76,1741591473.72,1725082319.8,1725907777.49,1740766016.02,2.0,136276081573000.0,0.00137175712,0.111111111111,847,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1728496670.11,3793192.30109,1728496670.11,1731178862.1,1725814478.11,1726082697.31,1730910642.91,2.0,14388307833000.0,0.00137176750981,0.111111111111,857,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1727282393.24,8625277.06986,1727282393.24,1733381385.14,1721183401.33,1721793300.52,1732771485.95,2.0,74395404531800.0,0.00137176750981,0.111111111111,683,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1725267349.41,17943116.5686,1725267349.41,1737955048.81,1712579650.01,1713848419.95,1736686278.87,2.0,321955432195000.0,0.00137175712,0.111111111111,734,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1724838776.21,2263918.53938,1724838776.21,1726439608.37,1723237944.06,1723398027.28,1726279525.15,2.0,5125327152950.0,0.00137176750981,0.111111111111,652,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-485.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,66015.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1722852223.51,4192108.16423,1722852223.51,1725816491.62,1719887955.4,1720184382.21,1725520064.81,2.0,17573770860600.0,0.00137166361164,0.111111111111,816,0.111104752543,8.268855378149999e-14,0.111111111111
1193.0,-585.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,462104.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1720034781.47,4598300.57836,1720034781.47,1723286270.99,1716783291.94,1717108440.9,1722961122.03,2.0,21144368209000.0,0.00137176750981,0.111111111111,775,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1717502314.64,867814.084077,1717502314.64,1718115951.86,1716888677.42,1716950041.14,1718054588.14,2.0,753101284522.0,0.000685779856739,0.111111111111,704,0.0555481683958,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1715925105.91,2449737.43612,1715925105.91,1717657331.86,1714192879.95,1714366102.55,1717484109.26,2.0,6001213505920.0,0.000685883754906,0.0555555555556,621,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1712580346.84,10441513.9348,1712580346.84,1719963612.15,1705197081.53,1705935408.07,1719225285.62,2.0,109025213251000.0,0.00137176750981,0.111111111111,888,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-485.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1708226191.85,2151598.50018,1708226191.85,1709747601.74,1706704781.96,1706856922.95,1709595460.75,2.0,4629376105960.0,0.000685779856739,0.111111111111,806,0.0555481683958,8.268855378149999e-14,0.111111111111
1193.0,-185.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1707300071.24,16909494.7362,1707300071.24,1719256889.63,1695343252.84,1696538934.68,1718061207.79,2.0,285931012234000.0,0.000685878559998,0.111111111111,949,0.11111232672,8.268855378149999e-14,0.0555555555556
1193.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,594134.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1705408198.55,8218268.68627,1705408198.55,1711219392.06,1699597005.03,1700178124.38,1710638272.71,2.0,67539940199700.0,0.000685883754906,0.111111111111,693,0.0555565841474,8.268855378149999e-14,0.111111111111
1193.0,-485.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1698436907.19,11726970.7865,1698436907.19,1706729127.75,1690144686.62,1690973908.68,1705899905.7,2.0,137521843827000.0,0.00137176750981,0.111111111111,826,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1696325006.65,602771.168815,1696325006.65,1696751230.23,1695898783.07,1695941405.43,1696708607.88,2.0,363333081955.0,0.00137176750981,0.111111111111,867,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,594134.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1694611131.41,18859702.6198,1694611131.41,1707946955.02,1681275307.8,1682608890.16,1706613372.66,2.0,355688382908000.0,0.000685883754906,0.111111111111,898,0.0555565841474,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,66015.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1693674505.8,16840543.0927,1693674505.8,1705582568.02,1681766443.58,1682957249.8,1704391761.8,2.0,283603891656000.0,0.00137166361164,0.111111111111,713,0.111104752543,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1690459024.49,11374788.2761,1690459024.49,1698502214.42,1682415834.57,1683220153.56,1697697895.43,2.0,129385808326000.0,0.000685878559998,0.0555555555556,631,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1690059732.94,831885.494563,1690059732.94,1690647964.81,1689471501.06,1689530324.25,1690589141.62,2.0,692033476065.0,0.00137176750981,0.111111111111,662,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1688317178.41,16988618.4941,1688317178.41,1700329945.75,1676304411.07,1677505687.8,1699128669.01,2.0,288613158336000.0,0.000342889928369,0.111111111111,908,0.0555481683958,8.268855378149999e-14,0.0555555555556
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1687467868.42,4987098.98054,1687467868.42,1690994279.93,1683941456.91,1684294098.06,1690641638.78,2.0,24871156241700.0,0.00137175712,0.111111111111,744,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-585.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1686126785.31,3925436.92313,1686126785.31,1688902488.38,1683351082.24,1683628652.55,1688624918.07,2.0,15409055037400.0,0.00137176750981,0.111111111111,785,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-185.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1676823496.72,17677821.2553,1676823496.72,1689323604.01,1664323389.44,1665573400.17,1688073593.28,2.0,312505364333000.0,0.000685883754906,0.111111111111,959,0.111113168295,8.268855378149999e-14,0.0555555555556
1193.0,-485.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1669831187.08,13397788.0707,1669831187.08,1679304853.87,1660357520.28,1661304886.96,1678357487.2,2.0,179500725187000.0,0.00137175712,0.111111111111,836,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,66015.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1668666086.73,3475221.25453,1668666086.73,1671123439.25,1666208734.22,1666454469.47,1670877704.0,2.0,12077162767900.0,0.000685831805822,0.111111111111,918,0.111104752543,8.268855378149999e-14,0.0555555555556
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1668607605.18,4190148.61309,1668607605.18,1671570487.68,1665644722.68,1665941010.93,1671274199.43,2.0,17557345399800.0,0.000685878559998,0.0555555555556,641,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,462104.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1667486376.92,4591392.83567,1667486376.92,1670732981.93,1664239771.92,1664564432.42,1670408321.43,2.0,21080888171400.0,0.00137176750981,0.111111111111,672,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1667002905.46,11952683.125,1667002905.46,1675454728.75,1658551082.17,1659396264.5,1674609546.42,2.0,142866633887000.0,0.00137176750981,0.111111111111,754,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1664519216.38,10671882.1676,1664519216.38,1672065376.63,1656973056.13,1657727672.16,1671310760.6,2.0,113889069000000.0,0.000342889928369,0.0555555555556,601,0.0555481683958,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1656934896.82,14183388.437,1656934896.82,1666964066.97,1646905726.68,1647908643.69,1665961149.95,2.0,201168507555000.0,0.000685883754906,0.111111111111,928,0.111113168295,8.268855378149999e-14,0.0555555555556
1193.0,-585.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,594134.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1655667580.65,2082147.415,1655667580.65,1657139881.21,1654195280.09,1654342510.15,1656992651.15,2.0,4335337857800.0,0.000685883754906,0.111111111111,795,0.0555565841474,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1650987815.42,4135200.07796,1650987815.42,1653911843.44,1648063787.4,1648356190.21,1653619440.64,2.0,17099879684800.0,0.00137176750981,0.111111111111,723,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-885.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1646698943.56,16621178.9088,1646698943.56,1658451891.88,1634945995.24,1636121290.08,1657276597.05,2.0,276263588320000.0,0.00137176750981,0.111111111111,682,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-485.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1640339981.69,6215084.80626,1640339981.69,1644734710.3,1635945253.08,1636384725.94,1644295237.44,2.0,38627279149000.0,0.00137175712,0.111111111111,846,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,462104.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1639290001.31,2334667.36945,1639290001.31,1640940860.44,1637639142.18,1637804228.09,1640775774.53,2.0,5450671725960.0,0.00137176750981,0.111111111111,877,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-185.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1636707037.46,11775365.1099,1636707037.46,1645033477.98,1628380596.94,1629213240.99,1644200833.93,2.0,138659223471000.0,0.000685883754906,0.111111111111,969,0.111113168295,8.268855378149999e-14,0.0555555555556
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1629986699.55,5156392.37027,1629986699.55,1633632819.57,1626340579.54,1626705191.54,1633268207.56,2.0,26588382276200.0,0.00137176750981,0.111111111111,764,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,66015.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1629012333.57,8304002.17587,1629012333.57,1634884149.82,1623140517.32,1623727698.94,1634296968.19,2.0,68956452136800.0,0.00137166361164,0.111111111111,815,0.111104752543,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,330074.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1628562916.05,2726898.13685,1628562916.05,1630491124.21,1626634707.88,1626827528.7,1630298303.39,2.0,7435973448740.0,0.000685883754906,0.0555555555556,651,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1624276280.88,2467771.70617,1624276280.88,1626021258.99,1622531302.77,1622705800.58,1625846761.18,2.0,6089897193790.0,0.00137175712,0.111111111111,733,0.11111232672,8.268855378149999e-14,0.111111111111
1193.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1620837163.55,4229332.57796,1620837163.55,1623827753.29,1617846573.8,1618145632.78,1623528694.32,2.0,17887254055000.0,0.00137176750981,0.111111111111,887,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-285.0,-2139.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,198045.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1619856503.77,5483458.08605,1619856503.77,1623733894.17,1615979113.37,1616366852.41,1623346155.13,2.0,30068312581500.0,0.000685878559998,0.111111111111,938,0.11111232672,8.268855378149999e-14,0.0555555555556
1193.0,-785.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1618862069.16,1719925.56959,1618862069.16,1620078240.19,1617645898.13,1617767515.23,1619956623.09,2.0,2958143964930.0,0.000685779856739,0.111111111111,703,0.0555481683958,8.268855378149999e-14,0.111111111111
1193.0,-685.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,462104.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1616989532.01,9859129.93893,1616989532.01,1623960989.65,1610018074.38,1610715220.14,1623263843.89,2.0,97202443152600.0,0.00137176750981,0.111111111111,774,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1615696392.67,2805972.40525,1615696392.67,1617680514.79,1613712270.56,1613910682.77,1617482102.58,2.0,7873481139030.0,0.000685883754906,0.0555555555556,661,0.111113168295,8.268855378149999e-14,0.111111111111
1193.0,-785.0,-7165.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1615345018.81,771929.225316,1615345018.81,1615890855.2,1614799182.42,1614853766.06,1615836271.56,2.0,595874728897.0,0.00137175712,0.111111111111,743,0.11111232672,8.268855378149999e-14,0.111111111111
