smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111442216000.0,782133.285544,-196111442216000.0,-196111441663000.0,-196111442769000.0,-196111442714000.0,-196111441718000.0,2.0,611732476356.0,112,1.83230531396e-13,0.249546279492,0.00779840846903,0.125001398296,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199276070580000.0,619881.933552,-199276070580000.0,-199276070142000.0,-199276071018000.0,-199276070975000.0,-199276070186000.0,2.0,384253611545.0,93,1.83230531396e-13,0.249546279492,0.0155946083013,0.250003495741,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641331810000.0,2107332.11415,-199641331810000.0,-199641330320000.0,-199641333300000.0,-199641333151000.0,-199641330469000.0,2.0,4440848639310.0,99,1.83230531396e-13,0.125226860254,0.00782678820604,0.250003495741,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151659185000.0,344331.436536,-200151659185000.0,-200151658941000.0,-200151659428000.0,-200151659404000.0,-200151658966000.0,2.0,118564138187.0,81,1.83230531396e-13,0.250453720508,0.00782791842816,0.250003495741,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455481136000.0,1106584.08347,-200455481136000.0,-200455480354000.0,-200455481919000.0,-200455481841000.0,-200455480432000.0,2.0,1224528333790.0,87,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203620132979000.0,638501.999645,-203620132979000.0,-203620132527000.0,-203620133430000.0,-203620133385000.0,-203620132572000.0,2.0,407684803550.0,68,1.83230531396e-13,0.249546279492,0.0155946083013,0.250003495741,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985385454000.0,6048346.1728,-203985385454000.0,-203985381177000.0,-203985389731000.0,-203985389303000.0,-203985381605000.0,2.0,36582491426000.0,74,1.83230531396e-13,0.125226860254,0.00782678820604,0.250003495741,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495722926000.0,449032.008422,-204495722926000.0,-204495722609000.0,-204495723244000.0,-204495723212000.0,-204495722641000.0,2.0,201629744587.0,56,1.83230531396e-13,0.250453720508,0.00782791842816,0.250003495741,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799538350000.0,319256.833453,-204799538350000.0,-204799538125000.0,-204799538576000.0,-204799538554000.0,-204799538147000.0,2.0,101924925707.0,62,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207964166405000.0,905903.996989,-207964166405000.0,-207964165764000.0,-207964167046000.0,-207964166982000.0,-207964165828000.0,2.0,820662051761.0,43,1.83230531396e-13,0.249546279492,0.0155941721897,0.249996504259,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329424303000.0,10679400.195,-208329424303000.0,-208329416752000.0,-208329431855000.0,-208329431099000.0,-208329417507000.0,2.0,114049588525000.0,49,1.83230531396e-13,0.125226860254,0.00782656932572,0.249996504259,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839757678000.0,1390721.04442,-208839757678000.0,-208839756694000.0,-208839758661000.0,-208839758563000.0,-208839756793000.0,2.0,1934105023400.0,31,1.83230531396e-13,0.250453720508,0.00782769951624,0.249996504259,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143576485000.0,436250.147371,-209143576485000.0,-209143576176000.0,-209143576793000.0,-209143576762000.0,-209143576207000.0,2.0,190314191082.0,37,1.83230531396e-13,0.249546279492,0.015596424381,0.249996504259,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212307983007000.0,1162277.64761,-212307983007000.0,-212307982186000.0,-212307983829000.0,-212307983747000.0,-212307982268000.0,2.0,1350889330150.0,18,1.83230531396e-13,0.249546279492,0.00779688984465,0.124995105963,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673249284000.0,3023739.2101,-212673249284000.0,-212673247145000.0,-212673251422000.0,-212673251208000.0,-212673247359000.0,2.0,9142998810680.0,24,1.83230531396e-13,0.125226860254,0.00391318616671,0.124995105963,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183575889000.0,2259261.4749,-213183575889000.0,-213183574292000.0,-213183577487000.0,-213183577327000.0,-213183574452000.0,2.0,5104262411970.0,6,1.83230531396e-13,0.250453720508,0.00391375124775,0.124995105963,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487391801000.0,6188857.32793,-213487391801000.0,-213487387424000.0,-213487396177000.0,-213487395739000.0,-213487387862000.0,2.0,38301955025500.0,12,1.83230531396e-13,0.249546279492,0.00779801591193,0.124995105963,0.25
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407733102006000.0,2196620.10049,-407733102006000.0,-407733100453000.0,-407733103559000.0,-407733103404000.0,-407733100608000.0,2.0,4825139865890.0,117,1.83230531396e-13,0.249546279492,0.00779840846903,0.125001398296,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098377300000.0,1413493.19734,-408098377300000.0,-408098376300000.0,-408098378299000.0,-408098378199000.0,-408098376400000.0,2.0,1997963018930.0,123,1.83230531396e-13,0.125226860254,0.00391281804952,0.125001398296,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973975537000.0,1687290.3789,-408973975537000.0,-408973974344000.0,-408973976730000.0,-408973976611000.0,-408973974463000.0,2.0,2846948822720.0,111,1.83230531396e-13,0.249546279492,0.0038997672965,0.125001398296,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412077142187000.0,2824343.98083,-412077142187000.0,-412077140190000.0,-412077144184000.0,-412077143985000.0,-412077140390000.0,2.0,7976918922060.0,92,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442411482000.0,1436425.42155,-412442411482000.0,-412442410466000.0,-412442412497000.0,-412442412396000.0,-412442410568000.0,2.0,2063317991690.0,98,1.83230531396e-13,0.125226860254,0.00782565798392,0.250003495741,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413318008295000.0,949737.877811,-413318008295000.0,-413318007623000.0,-413318008966000.0,-413318008899000.0,-413318007690000.0,2.0,902002036549.0,86,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416421202105000.0,3269521.74906,-416421202105000.0,-416421199793000.0,-416421204417000.0,-416421204186000.0,-416421200025000.0,2.0,10689772467600.0,67,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786474489000.0,2175222.43058,-416786474489000.0,-416786472951000.0,-416786476027000.0,-416786475873000.0,-416786473105000.0,2.0,4731592622480.0,73,1.83230531396e-13,0.125226860254,0.00782565798392,0.250003495741,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417662068241000.0,954977.229701,-417662068241000.0,-417662067566000.0,-417662068916000.0,-417662068849000.0,-417662067633000.0,2.0,911981509247.0,61,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420765239636000.0,432920.867675,-420765239636000.0,-420765239330000.0,-420765239942000.0,-420765239912000.0,-420765239361000.0,2.0,187420477668.0,42,1.83230531396e-13,0.249546279492,0.015596424381,0.249996504259,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130507168000.0,8165250.28096,-421130507168000.0,-421130501394000.0,-421130512941000.0,-421130512364000.0,-421130501971000.0,2.0,66671312150700.0,48,1.83230531396e-13,0.125226860254,0.0078254391352,0.249996504259,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422006107023000.0,1454819.788,-422006107023000.0,-422006105994000.0,-422006108051000.0,-422006107949000.0,-422006106097000.0,2.0,2116500615560.0,36,1.83230531396e-13,0.249546279492,0.0077993382861,0.249996504259,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425109057958000.0,1254048.74991,-425109057958000.0,-425109057071000.0,-425109058845000.0,-425109058756000.0,-425109057160000.0,2.0,1572638267150.0,17,1.83230531396e-13,0.249546279492,0.00779801591193,0.124995105963,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474322870000.0,4467940.06621,-425474322870000.0,-425474319711000.0,-425474326030000.0,-425474325714000.0,-425474320027000.0,2.0,19962488435200.0,23,1.83230531396e-13,0.125226860254,0.00391262108568,0.124995105963,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426349926819000.0,910263.19981,-426349926819000.0,-426349926175000.0,-426349927463000.0,-426349927398000.0,-426349926240000.0,2.0,828579092928.0,11,1.83230531396e-13,0.249546279492,0.00389957098961,0.124995105963,0.125018050542
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595637963000.0,4001822.83325,-620595637963000.0,-620595635133000.0,-620595640792000.0,-620595640510000.0,-620595635416000.0,2.0,16014585988700.0,116,1.83230531396e-13,0.249546279492,0.0038997672965,0.125001398296,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899444578000.0,571110.524951,-620899444578000.0,-620899444174000.0,-620899444982000.0,-620899444942000.0,-620899444215000.0,2.0,326167231710.0,122,1.83230531396e-13,0.125226860254,0.003913383159,0.125001398296,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939667177000.0,2329598.02724,-624939667177000.0,-624939665530000.0,-624939668824000.0,-624939668660000.0,-624939665695000.0,2.0,5427026968520.0,91,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243476223000.0,5999621.07969,-625243476223000.0,-625243471980000.0,-625243480465000.0,-625243480041000.0,-625243472405000.0,2.0,35995453099900.0,97,1.83230531396e-13,0.125226860254,0.00782678820604,0.250003495741,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283731233000.0,3954271.93515,-629283731233000.0,-629283728436000.0,-629283734029000.0,-629283733749000.0,-629283728716000.0,2.0,15636266537100.0,66,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587548941000.0,2144814.31992,-629587548941000.0,-629587547424000.0,-629587550457000.0,-629587550306000.0,-629587547576000.0,2.0,4600228466930.0,72,1.83230531396e-13,0.125226860254,0.00782678820604,0.250003495741,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627768683000.0,6287481.95222,-633627768683000.0,-633627764237000.0,-633627773129000.0,-633627772684000.0,-633627764682000.0,2.0,39532429299400.0,41,1.83230531396e-13,0.249546279492,0.0077993382861,0.249996504259,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931578225000.0,2501962.99494,-633931578225000.0,-633931576456000.0,-633931579994000.0,-633931579817000.0,-633931576633000.0,2.0,6259818828050.0,47,1.83230531396e-13,0.125226860254,0.00782656932572,0.249996504259,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971589222000.0,1256019.5449,-637971589222000.0,-637971588334000.0,-637971590110000.0,-637971590021000.0,-637971588423000.0,2.0,1577585097170.0,16,1.83230531396e-13,0.249546279492,0.00389957098961,0.124995105963,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275398459000.0,1725716.37335,-638275398459000.0,-638275397239000.0,-638275399680000.0,-638275399558000.0,-638275397361000.0,2.0,2978097001250.0,22,1.83230531396e-13,0.125226860254,0.00391318616671,0.124995105963,0.25
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833761971321000.0,542122.417291,-833761971321000.0,-833761970937000.0,-833761971704000.0,-833761971666000.0,-833761970976000.0,2.0,293896715330.0,121,1.83230531396e-13,0.125226860254,0.00195697413424,0.125001398296,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838106013097000.0,2961715.51556,-838106013097000.0,-838106011003000.0,-838106015191000.0,-838106014982000.0,-838106011212000.0,2.0,8771758795130.0,96,1.83230531396e-13,0.125226860254,0.00391395921408,0.250003495741,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842450072648000.0,5926533.55052,-842450072648000.0,-842450068457000.0,-842450076839000.0,-842450076420000.0,-842450068876000.0,2.0,35123799925400.0,71,1.83230531396e-13,0.125226860254,0.00391395921408,0.250003495741,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846794104053000.0,6766577.02528,-846794104053000.0,-846794099268000.0,-846794108838000.0,-846794108359000.0,-846794099747000.0,2.0,45786564639100.0,46,1.83230531396e-13,0.125226860254,0.00391384975812,0.249996504259,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851137933703000.0,3995278.29483,-851137933703000.0,-851137930878000.0,-851137936529000.0,-851137936246000.0,-851137931161000.0,2.0,15962248653100.0,21,1.83230531396e-13,0.125226860254,0.00195687562387,0.124995105963,0.125018050542
