npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-67155041.3295,34727152.7011,-67155041.3295,-42599236.1633,-91710846.4958,-89255265.9792,-45054816.6799,2.0,1205975134730000.0,0.249982898967,0.249579831933,109,4.07233133368e-14,0.12500044278,0.00779886386412
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-104636470.859,8620461.38036,-104636470.859,-98540884.1597,-110732057.558,-110122498.888,-99150442.8296,2.0,74312354410300.0,0.124974348451,0.249579831933,85,4.07233133368e-14,0.25000088556,0.00779779684211
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-127582352.695,37023382.8539,-127582352.695,-101402867.616,-153761837.773,-151143889.265,-104020816.124,2.0,1370730877940000.0,0.124974348451,0.250420168067,120,4.07233133368e-14,0.12500044278,0.00391202602517
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-189447245.069,34374107.1309,-189447245.069,-165141080.82,-213753409.319,-211322792.894,-167571697.245,2.0,1181579241040000.0,0.249982898967,0.125210084034,104,4.07233133368e-14,0.12500044278,0.0039125613325
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-238009530.804,9391868.83889,-238009530.804,-231368476.66,-244650584.948,-243986479.533,-232032582.074,2.0,88207200287000.0,0.124974348451,0.125210084034,80,4.07233133368e-14,0.25000088556,0.00391202602517
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-258021171.37,24143760.0738,-258021171.37,-240948954.898,-275093387.841,-273386166.194,-242656176.545,2.0,582921150503000.0,0.124974348451,0.249579831933,115,4.07233133368e-14,0.12500044278,0.00389889842105
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-385868104.085,14373280.1502,-385868104.085,-375704660.223,-396031547.947,-395015203.561,-376721004.609,2.0,206591182275000.0,0.124974348451,0.249579831933,110,4.07233133368e-14,0.12500044278,0.00389889842105
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-555249474.42,31057585.7417,-555249474.42,-533288444.935,-577210503.905,-575014400.957,-535484547.883,2.0,964573632104000.0,0.124974348451,0.125210084034,105,4.07233133368e-14,0.12500044278,0.00195601301258
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-119954075053000.0,2668036.85571,-119954075053000.0,-119954073167000.0,-119954076940000.0,-119954076751000.0,-119954073355000.0,2.0,7118420663400.0,0.125008550516,0.249579831933,106,4.07233133368e-14,0.12500044278,0.00389996544306
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-123443510544000.0,2878122.90974,-123443510544000.0,-123443508509000.0,-123443512579000.0,-123443512375000.0,-123443508712000.0,2.0,8283591483550.0,0.250017101033,0.249579831933,112,4.07233133368e-14,0.12500044278,0.00779993088613
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-128297905513000.0,1460582.97343,-128297905513000.0,-128297904480000.0,-128297906545000.0,-128297906442000.0,-128297904583000.0,2.0,2133302622280.0,0.250017101033,0.250420168067,118,4.07233133368e-14,0.12500044278,0.00782619327968
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-133152287818000.0,26871335.7254,-133152287818000.0,-133152268817000.0,-133152306819000.0,-133152304919000.0,-133152270718000.0,2.0,722068683665000.0,0.249982898967,0.125210084034,124,4.07233133368e-14,0.12500044278,0.0039125613325
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-135106814040000.0,10397223.2456,-135106814040000.0,-135106806688000.0,-135106821392000.0,-135106820657000.0,-135106807423000.0,2.0,108102251220000.0,0.125008550516,0.249579831933,81,4.07233133368e-14,0.25000088556,0.00779993088613
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-138596244623000.0,6845288.25203,-138596244623000.0,-138596239783000.0,-138596249464000.0,-138596248980000.0,-138596240267000.0,2.0,46857971253400.0,0.250017101033,0.249579831933,87,4.07233133368e-14,0.25000088556,0.0155998617723
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-143450618695000.0,2632290.72966,-143450618695000.0,-143450616833000.0,-143450620556000.0,-143450620370000.0,-143450617019000.0,2.0,6928954485480.0,0.250017101033,0.250420168067,93,4.07233133368e-14,0.25000088556,0.0156523865594
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-148304989874000.0,2006549.22319,-148304989874000.0,-148304988455000.0,-148304991293000.0,-148304991151000.0,-148304988597000.0,2.0,4026239785070.0,0.249982898967,0.125210084034,99,4.07233133368e-14,0.25000088556,0.00782512266501
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-150259538582000.0,15835219.5937,-150259538582000.0,-150259527384000.0,-150259549779000.0,-150259548659000.0,-150259528504000.0,2.0,250754179579000.0,0.125008550516,0.249579831933,56,4.07233133368e-14,0.25000088556,0.00779993088613
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-153748964131000.0,2088366.60429,-153748964131000.0,-153748962655000.0,-153748965608000.0,-153748965460000.0,-153748962802000.0,2.0,4361275073930.0,0.250017101033,0.249579831933,62,4.07233133368e-14,0.25000088556,0.0155998617723
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-158603412219000.0,31404032.2218,-158603412219000.0,-158603390013000.0,-158603434425000.0,-158603432205000.0,-158603392234000.0,2.0,986213239787000.0,0.250017101033,0.250420168067,68,4.07233133368e-14,0.25000088556,0.0156523865594
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163457727698000.0,12616112.5031,-163457727698000.0,-163457718777000.0,-163457736619000.0,-163457735727000.0,-163457719669000.0,2.0,159166294690000.0,0.249982898967,0.125210084034,74,4.07233133368e-14,0.25000088556,0.00782512266501
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-165412269295000.0,1961295.27307,-165412269295000.0,-165412267908000.0,-165412270682000.0,-165412270543000.0,-165412268047000.0,2.0,3846679148180.0,0.125008550516,0.249579831933,31,4.07233133368e-14,0.24999911444,0.0077998756279
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-168901705261000.0,14828701.3728,-168901705261000.0,-168901694775000.0,-168901715746000.0,-168901714698000.0,-168901695824000.0,2.0,219890384403000.0,0.250017101033,0.249579831933,37,4.07233133368e-14,0.24999911444,0.0155997512558
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173756069177000.0,1910378.90025,-173756069177000.0,-173756067826000.0,-173756070528000.0,-173756070393000.0,-173756067961000.0,2.0,3649547542510.0,0.250017101033,0.250420168067,43,4.07233133368e-14,0.24999911444,0.0156522756708
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-178610433552000.0,7294030.11465,-178610433552000.0,-178610428394000.0,-178610438709000.0,-178610438194000.0,-178610428910000.0,2.0,53202875313500.0,0.249982898967,0.125210084034,49,4.07233133368e-14,0.24999911444,0.00782506722831
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564768140000.0,8738599.70485,-180564768140000.0,-180564761961000.0,-180564774319000.0,-180564773701000.0,-180564762579000.0,2.0,76363124801600.0,0.125008550516,0.249579831933,6,4.07233133368e-14,0.124998671661,0.00389991018484
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054213622000.0,2466493.39184,-184054213622000.0,-184054211878000.0,-184054215366000.0,-184054215191000.0,-184054212052000.0,2.0,6083589652010.0,0.250017101033,0.249579831933,12,4.07233133368e-14,0.124998671661,0.00779982036967
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908605482000.0,24806188.5301,-188908605482000.0,-188908587942000.0,-188908623023000.0,-188908621269000.0,-188908589696000.0,2.0,615346989389000.0,0.250017101033,0.250420168067,18,4.07233133368e-14,0.124998671661,0.00782608239112
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193762966570000.0,17637940.8236,-193762966570000.0,-193762954098000.0,-193762979042000.0,-193762977795000.0,-193762955346000.0,2.0,311096956495000.0,0.249982898967,0.125210084034,24,4.07233133368e-14,0.124998671661,0.00391250589581
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-321966969355000.0,11450503.7417,-321966969355000.0,-321966961259000.0,-321966977452000.0,-321966976642000.0,-321966962068000.0,2.0,131114035938000.0,0.125008550516,0.249579831933,111,4.07233133368e-14,0.12500044278,0.00389996544306
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-326821365199000.0,39305199.4879,-326821365199000.0,-326821337406000.0,-326821392992000.0,-326821390212000.0,-326821340185000.0,2.0,1544898706780000.0,0.250017101033,0.250420168067,117,4.07233133368e-14,0.12500044278,0.00782619327968
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-331675733176000.0,33349376.558,-331675733176000.0,-331675709594000.0,-331675756757000.0,-331675754399000.0,-331675711952000.0,2.0,1112180916810000.0,0.250017101033,0.125210084034,123,4.07233133368e-14,0.12500044278,0.00391309663984
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-337119682298000.0,7683132.19382,-337119682298000.0,-337119676865000.0,-337119687731000.0,-337119687188000.0,-337119677409000.0,2.0,59030520307700.0,0.125008550516,0.249579831933,86,4.07233133368e-14,0.25000088556,0.00779993088613
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-341974081456000.0,2112417.91338,-341974081456000.0,-341974079962000.0,-341974082950000.0,-341974082800000.0,-341974080111000.0,2.0,4462309440760.0,0.250017101033,0.250420168067,92,4.07233133368e-14,0.25000088556,0.0156523865594
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-346828448901000.0,15724162.0655,-346828448901000.0,-346828437782000.0,-346828460019000.0,-346828458908000.0,-346828438894000.0,2.0,247249272662000.0,0.250017101033,0.125210084034,98,4.07233133368e-14,0.25000088556,0.00782619327968
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-352272415714000.0,12630232.1218,-352272415714000.0,-352272406783000.0,-352272424645000.0,-352272423752000.0,-352272407677000.0,2.0,159522763449000.0,0.125008550516,0.249579831933,61,4.07233133368e-14,0.25000088556,0.00779993088613
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-357126812614000.0,32359179.6212,-357126812614000.0,-357126789733000.0,-357126835496000.0,-357126833207000.0,-357126792021000.0,2.0,1047116505750000.0,0.250017101033,0.250420168067,67,4.07233133368e-14,0.25000088556,0.0156523865594
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-361981216170000.0,19730258.2102,-361981216170000.0,-361981202219000.0,-361981230121000.0,-361981228726000.0,-361981203614000.0,2.0,389283089042000.0,0.250017101033,0.125210084034,73,4.07233133368e-14,0.25000088556,0.00782619327968
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-367425146674000.0,24554062.6687,-367425146674000.0,-367425129312000.0,-367425164036000.0,-367425162300000.0,-367425131048000.0,2.0,602901993541000.0,0.125008550516,0.249579831933,36,4.07233133368e-14,0.24999911444,0.0077998756279
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-372279526375000.0,18356736.345,-372279526375000.0,-372279513395000.0,-372279539355000.0,-372279538057000.0,-372279514693000.0,2.0,336969769240000.0,0.250017101033,0.250420168067,42,4.07233133368e-14,0.24999911444,0.0156522756708
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-377133926640000.0,11641262.0152,-377133926640000.0,-377133918408000.0,-377133934872000.0,-377133934048000.0,-377133919232000.0,2.0,135518981306000.0,0.250017101033,0.125210084034,48,4.07233133368e-14,0.24999911444,0.0078261378354
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577652994000.0,12881425.0883,-382577652994000.0,-382577643885000.0,-382577662103000.0,-382577661192000.0,-382577644796000.0,2.0,165931112304000.0,0.125008550516,0.249579831933,11,4.07233133368e-14,0.124998671661,0.00389991018484
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432051886000.0,25617965.7206,-387432051886000.0,-387432033771000.0,-387432070001000.0,-387432068189000.0,-387432035583000.0,2.0,656280167663000.0,0.250017101033,0.250420168067,17,4.07233133368e-14,0.124998671661,0.00782608239112
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286463970000.0,59329618.3617,-392286463970000.0,-392286422018000.0,-392286505923000.0,-392286501727000.0,-392286426213000.0,2.0,3520003614940000.0,0.250017101033,0.125210084034,23,4.07233133368e-14,0.124998671661,0.00391304119556
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-525344788578000.0,17140879.2278,-525344788578000.0,-525344776458000.0,-525344800698000.0,-525344799486000.0,-525344777670000.0,2.0,293809740703000.0,0.125008550516,0.250420168067,116,4.07233133368e-14,0.12500044278,0.00391309663984
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-530199159539000.0,3102888.67732,-530199159539000.0,-530199157345000.0,-530199161733000.0,-530199161514000.0,-530199157564000.0,2.0,9627918143840.0,0.250017101033,0.125210084034,122,4.07233133368e-14,0.12500044278,0.00391309663984
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-540497550416000.0,67209067.6605,-540497550416000.0,-540497502892000.0,-540497597940000.0,-540497593188000.0,-540497507644000.0,2.0,4517058775800000.0,0.125008550516,0.250420168067,91,4.07233133368e-14,0.25000088556,0.00782619327968
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-545351932545000.0,51879453.1919,-545351932545000.0,-545351895861000.0,-545351969230000.0,-545351965561000.0,-545351899529000.0,2.0,2691477663490000.0,0.250017101033,0.125210084034,97,4.07233133368e-14,0.25000088556,0.00782619327968
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-555650246369000.0,8500526.50805,-555650246369000.0,-555650240358000.0,-555650252380000.0,-555650251779000.0,-555650240960000.0,2.0,72258950914100.0,0.125008550516,0.250420168067,66,4.07233133368e-14,0.25000088556,0.00782619327968
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-560504607593000.0,4106981.94179,-560504607593000.0,-560504604689000.0,-560504610497000.0,-560504610207000.0,-560504604979000.0,2.0,16867300670200.0,0.250017101033,0.125210084034,72,4.07233133368e-14,0.25000088556,0.00782619327968
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-570802976404000.0,18732804.3691,-570802976404000.0,-570802963157000.0,-570802989650000.0,-570802988325000.0,-570802964482000.0,2.0,350917959529000.0,0.125008550516,0.250420168067,41,4.07233133368e-14,0.24999911444,0.0078261378354
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-575657356923000.0,20056198.7274,-575657356923000.0,-575657342741000.0,-575657371105000.0,-575657369687000.0,-575657344159000.0,2.0,402251107395000.0,0.250017101033,0.125210084034,47,4.07233133368e-14,0.24999911444,0.0078261378354
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955481855000.0,14825789.4408,-585955481855000.0,-585955471372000.0,-585955492339000.0,-585955491291000.0,-585955472420000.0,2.0,219804032542000.0,0.125008550516,0.250420168067,16,4.07233133368e-14,0.124998671661,0.00391304119556
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590809862259000.0,5517961.24194,-590809862259000.0,-590809858357000.0,-590809866161000.0,-590809865771000.0,-590809858747000.0,2.0,30447896267500.0,0.250017101033,0.125210084034,22,4.07233133368e-14,0.124998671661,0.00391304119556
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-728722630584000.0,41800476.0369,-728722630584000.0,-728722601026000.0,-728722660141000.0,-728722657185000.0,-728722603982000.0,2.0,1747279796910000.0,0.125008550516,0.125210084034,121,4.07233133368e-14,0.12500044278,0.00195654831992
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-743875342684000.0,16195650.4374,-743875342684000.0,-743875331232000.0,-743875354136000.0,-743875352990000.0,-743875332377000.0,2.0,262299093090000.0,0.125008550516,0.125210084034,96,4.07233133368e-14,0.25000088556,0.00391309663984
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-759028059674000.0,998016.963316,-759028059674000.0,-759028058968000.0,-759028060379000.0,-759028060309000.0,-759028059038000.0,2.0,996037859067.0,0.125008550516,0.125210084034,71,4.07233133368e-14,0.25000088556,0.00391309663984
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-774180787615000.0,24832336.8085,-774180787615000.0,-774180770056000.0,-774180805175000.0,-774180803419000.0,-774180771812000.0,2.0,616644951371000.0,0.125008550516,0.125210084034,46,4.07233133368e-14,0.24999911444,0.0039130689177
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333293905000.0,7253384.07007,-789333293905000.0,-789333288776000.0,-789333299033000.0,-789333298521000.0,-789333289289000.0,2.0,52611580468000.0,0.125008550516,0.125210084034,21,4.07233133368e-14,0.124998671661,0.00195652059778
