smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight
960.0,-822.2,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2107636173.58,1851867.16081,-2107875755.21,-2105523121.55,-2109270062.35,-2109245813.89,-2105691118.98,4.0,3429411981300.0,0.14285902256,0.142848837209,154,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2130468020.76,2876223.32011,-2130127648.13,-2127624306.53,-2133992480.26,-2133626939.19,-2127785624.02,4.0,8272660587160.0,0.142851127809,0.0714534883721,137,0.142857142857,9.43922884283e-14,0.00145817305712
960.0,-699.4,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2135589493.45,1157582.61961,-2135511754.65,-2134261936.06,-2137072528.45,-2136861186.83,-2134426634.4,4.0,1339997521230.0,0.142859899754,0.142848837209,179,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-822.2,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2145185656.43,1097460.9265,-2145500484.76,-2143627715.73,-2146113940.46,-2146059592.31,-2143870960.89,4.0,1204420485200.0,0.142859899754,0.142848837209,162,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2168168928.98,1813056.31561,-2168061760.4,-2166105534.47,-2170446660.63,-2170155408.86,-2166332485.1,4.0,3287173203570.0,0.14285902256,0.0714534883721,145,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-699.4,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2171849727.33,734284.782027,-2171815734.47,-2171116350.81,-2172651089.58,-2172595756.84,-2171151287.83,4.0,539174141116.0,0.0714299498771,0.142848837209,187,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-822.2,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2183107105.23,993387.839084,-2183415375.14,-2181672694.51,-2183924976.1,-2183870772.07,-2181911860.49,4.0,986819398839.0,0.142859899754,0.142848837209,170,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2189990111.78,321910.463454,-2189996390.32,-2189590866.84,-2190376799.62,-2190324332.48,-2189647101.11,4.0,103626346481.0,0.0714211779319,0.0714534883721,129,0.142857142857,9.43922884283e-14,0.000729041758125
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2207904030.49,883380.043588,-2208063324.69,-2206708461.0,-2208781011.58,-2208705503.62,-2206879545.48,4.0,780360301409.0,0.14285902256,0.0714534883721,153,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-822.2,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2220795637.08,2138337.98487,-2220555306.07,-2218810266.41,-2223261669.78,-2223056371.72,-2218871365.86,4.0,4572489337560.0,0.142859899754,0.142848837209,178,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2242468308.42,1253831.16473,-2242187646.68,-2241265887.9,-2244232052.42,-2243930284.11,-2241399259.17,4.0,1572092589640.0,0.142859899754,0.0714534883721,161,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-822.2,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2258195959.19,1629252.82914,-2258411321.36,-2256222288.54,-2259738905.48,-2259673704.24,-2256416707.09,4.0,2654464781250.0,0.0714299498771,0.142848837209,186,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2282484907.36,1719036.01757,-2281869303.95,-2281184167.14,-2285016854.39,-2284551945.61,-2281279713.88,4.0,2955084829690.0,0.142859899754,0.0714534883721,169,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2318400473.24,1196862.80957,-2318005542.78,-2317440154.31,-2320150653.09,-2319830226.84,-2317523622.29,4.0,1432480584940.0,0.142859899754,0.0714534883721,177,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2322595265.85,409923.257735,-2322664095.85,-2322082386.63,-2322970485.09,-2322956487.88,-2322137681.83,4.0,168037077232.0,0.142851127809,0.142848837209,203,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2339143949.99,1111170.15085,-2339565430.64,-2337501163.91,-2339943774.77,-2339897808.38,-2337800018.69,4.0,1234699104150.0,0.0714211779319,0.142848837209,195,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2355404305.75,2079632.11849,-2355516383.88,-2352839343.81,-2357745111.45,-2357510925.78,-2353140776.36,4.0,4324869748260.0,0.0714299498771,0.0714534883721,185,0.142857142857,9.43922884283e-14,0.000729131298995
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2360444663.0,1260715.46854,-2360163872.79,-2359240621.73,-2362210284.72,-2361925416.45,-2359357015.87,4.0,1589403492620.0,0.14285902256,0.142848837209,211,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2398134736.5,2871685.4857,-2397333131.05,-2395659415.01,-2402213268.87,-2401569541.21,-2395822179.41,4.0,8246577528800.0,0.14285902256,0.142848837209,219,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2424229371.14,1325576.62317,-2424686857.61,-2422295590.91,-2425248178.44,-2425193104.68,-2422625156.55,4.0,1757153383900.0,0.142851127809,0.142848837209,202,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2434962958.82,1216832.24381,-2435081114.24,-2433404869.34,-2436284737.43,-2436156088.23,-2433604411.8,4.0,1480680709590.0,0.142859899754,0.142848837209,227,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2461216414.85,3352322.06857,-2461314078.7,-2457047951.1,-2465189550.88,-2464685681.01,-2457610419.29,4.0,11238063251400.0,0.14285902256,0.142848837209,210,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2472397262.73,1045601.82134,-2472006468.87,-2471634990.02,-2473941123.19,-2473661449.13,-2471680187.76,4.0,1093283168780.0,0.142859899754,0.142848837209,235,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2479037126.66,1248104.38435,-2479152495.13,-2477632401.31,-2480211115.05,-2480173031.15,-2477739706.3,4.0,1557764554230.0,0.0714211779319,0.142848837209,194,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2480001156.1,1992424.15912,-2479365602.35,-2478438391.88,-2482835027.81,-2482398690.57,-2478493396.87,4.0,3969754029850.0,0.0714211779319,0.142848837209,261,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2498472541.5,1666206.10016,-2498854764.06,-2496338098.96,-2499842538.91,-2499828696.08,-2496581275.33,4.0,2776242768220.0,0.14285902256,0.142848837209,218,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2510747975.18,993852.978116,-2510288891.98,-2510180938.66,-2512233178.07,-2511954244.69,-2510184422.13,4.0,987743742110.0,0.142859899754,0.142848837209,243,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2520438924.56,2165807.31776,-2520041110.16,-2518389281.73,-2523284196.2,-2522925851.43,-2518508937.86,4.0,4690721337680.0,0.142851127809,0.142848837209,269,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2536988857.87,2221517.08392,-2536561591.33,-2534928532.69,-2539903716.12,-2539540648.37,-2535035240.52,4.0,4935138154150.0,0.142859899754,0.142848837209,226,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2537679992.3,1549900.41229,-2537934072.42,-2535782158.97,-2539069665.38,-2539031142.98,-2535973129.45,4.0,2402191288020.0,0.142851127809,0.0714534883721,201,0.142857142857,9.43922884283e-14,0.00145817305712
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2548558035.33,1387119.58308,-2548255176.33,-2547404332.03,-2550317456.64,-2550122462.44,-2547417610.83,4.0,1924100737760.0,0.0714299498771,0.142848837209,251,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2556509555.54,1631974.54072,-2556852697.57,-2554238491.21,-2558094335.8,-2557939062.1,-2554599650.14,4.0,2663340901560.0,0.14285902256,0.142848837209,277,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2571700299.75,1341232.21785,-2571271552.65,-2570602505.07,-2573655588.64,-2573300898.84,-2570699946.61,4.0,1798903862190.0,0.14285902256,0.0714534883721,209,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2574225114.19,1004939.57361,-2574112683.72,-2573327780.33,-2575347309.01,-2575264944.57,-2573342686.48,4.0,1009903546610.0,0.142859899754,0.142848837209,234,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2596444865.11,1992406.50355,-2596479117.95,-2594435771.81,-2598385452.73,-2598314384.21,-2594527392.03,4.0,3969683675380.0,0.14285902256,0.142848837209,285,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2608503467.13,648166.026439,-2608550744.38,-2607666950.23,-2609245429.55,-2609149177.17,-2607791568.95,4.0,420119197830.0,0.142851127809,0.142848837209,268,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2611499191.52,3651594.83199,-2612329722.65,-2606553400.63,-2614783920.14,-2614610576.38,-2607225063.07,4.0,13334144817000.0,0.14285902256,0.0714534883721,217,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2612815612.9,2056913.41258,-2613763480.7,-2609744988.03,-2613990502.18,-2613987674.5,-2610316536.39,4.0,4230892786860.0,0.142859899754,0.142848837209,242,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2618846391.21,1445037.04273,-2618300109.24,-2617806791.8,-2620978554.57,-2620598175.43,-2617859401.75,4.0,2088132054850.0,0.0714211779319,0.0714534883721,193,0.142857142857,9.43922884283e-14,0.000729041758125
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2622206192.76,1714563.57864,-2622072131.12,-2620290906.71,-2624389602.1,-2624104519.29,-2620495552.54,4.0,2939728265210.0,0.0714211779319,0.142848837209,260,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2631966339.89,1687776.48125,-2631933613.8,-2629932969.5,-2634065162.46,-2633752117.39,-2630226378.92,4.0,2848589450660.0,0.142859899754,0.142848837209,293,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2648978547.86,810549.016666,-2648791703.55,-2648246792.07,-2650083992.26,-2649930352.55,-2648288325.2,4.0,656989708418.0,0.14285902256,0.142848837209,276,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2649859287.04,1265582.7928,-2650304229.22,-2648013334.79,-2650815354.93,-2650770069.21,-2648325585.81,4.0,1601699805420.0,0.142859899754,0.0714534883721,225,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2650909524.79,2557939.19994,-2651092830.04,-2648280693.8,-2653171745.3,-2653151030.98,-2648411391.26,4.0,6543052950570.0,0.0714299498771,0.142848837209,250,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2669399088.01,947324.117822,-2669515800.92,-2668350198.02,-2670214552.2,-2670210355.47,-2668424422.49,4.0,897422984208.0,0.142859899754,0.142848837209,301,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2684645270.82,1975222.35741,-2684660625.76,-2682361231.1,-2686898600.64,-2686688837.69,-2682580207.02,4.0,3901503361200.0,0.14285902256,0.142848837209,284,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2684825815.57,1988494.38242,-2684807463.99,-2682859772.13,-2686828562.18,-2686737140.28,-2682940183.09,4.0,3954109908910.0,0.142859899754,0.0714534883721,233,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2704304895.75,2048721.68703,-2704293058.44,-2701807652.35,-2706825813.8,-2706447574.08,-2702178789.68,4.0,4197260550890.0,0.142859899754,0.142848837209,309,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2718490337.59,1518103.62423,-2719077152.53,-2716245672.2,-2719561373.11,-2719509839.56,-2716649294.71,4.0,2304638613890.0,0.142851127809,0.142848837209,267,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2722821060.02,2065435.53606,-2723438857.35,-2719864514.09,-2724542011.27,-2724437642.49,-2720339561.27,4.0,4266023953600.0,0.142859899754,0.142848837209,292,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2726184841.2,1994168.29909,-2726394408.2,-2723631087.5,-2728319460.89,-2728123413.78,-2723952874.82,4.0,3976707205090.0,0.142859899754,0.0714534883721,241,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2743306006.81,2301271.19961,-2742893475.88,-2741145948.68,-2746291126.8,-2745930364.7,-2741259192.22,4.0,5295849134170.0,0.0714299498771,0.142848837209,317,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2752931649.99,1537040.97448,-2753220830.87,-2750828737.59,-2754456200.61,-2754315105.54,-2751143341.19,4.0,2362494957220.0,0.14285902256,0.142848837209,275,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2760290424.73,2330599.64801,-2761287850.52,-2756843501.2,-2761742496.66,-2761733883.26,-2757450570.07,4.0,5431694719280.0,0.142859899754,0.142848837209,300,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2762483017.86,808000.308398,-2762212795.5,-2761854218.43,-2763652262.0,-2763460066.85,-2761884280.16,4.0,652864498371.0,0.0714299498771,0.0714534883721,249,0.142857142857,9.43922884283e-14,0.000729131298995
