smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2764258833.75,3207409.1835,-2765042485.74,-2759942705.42,-2767007658.09,-2766909868.31,-2760510686.4,4.0,10287473670400.0,0.0714211779319,0.142848837209,259,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2793720542.55,3668544.06365,-2793211395.48,-2790418129.38,-2798041249.86,-2797656874.02,-2790497016.98,4.0,13458215546900.0,0.14285902256,0.142848837209,283,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2798844165.5,491337.003249,-2798937224.67,-2798184788.86,-2799317423.81,-2799283671.78,-2798274376.39,4.0,241412050761.0,0.142859899754,0.142848837209,308,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2831530170.82,5078903.65774,-2833362034.53,-2824227977.58,-2835168636.64,-2835112776.82,-2825382955.63,4.0,25795262364600.0,0.142859899754,0.142848837209,291,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2833503626.72,3135565.24261,-2833506247.64,-2830200879.05,-2836801132.54,-2836601481.01,-2830402103.14,4.0,9831769390640.0,0.142851127809,0.142848837209,266,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2834220291.27,1562366.49703,-2833714331.53,-2832952137.96,-2836500364.07,-2836089194.1,-2833059732.08,4.0,2440989071030.0,0.0714299498771,0.142848837209,316,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2869887002.07,1574196.80606,-2870267582.14,-2867818578.89,-2871194265.11,-2871169365.91,-2868071826.14,4.0,2478095584210.0,0.142859899754,0.142848837209,299,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2873518019.48,3383513.4927,-2874077269.46,-2868981525.14,-2876936013.85,-2876635208.68,-2869617880.3,4.0,11448163555300.0,0.14285902256,0.142848837209,274,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-453.7,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2896212704.79,1360652.37856,-2896070270.12,-2894711968.69,-2897998310.26,-2897737752.6,-2894887065.54,4.0,1851374895270.0,0.142851127809,0.142848837209,333,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-453.7,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2904771463.32,2763801.76335,-2904713385.71,-2901500332.18,-2908158749.68,-2907732880.64,-2901891354.65,4.0,7638600187080.0,0.0714211779319,0.142848837209,325,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2905570738.5,1401943.68064,-2905680683.65,-2903936137.73,-2906985448.97,-2906905867.36,-2904081686.44,4.0,1965446083680.0,0.0714211779319,0.142848837209,258,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2906479861.99,1852052.84011,-2906765944.54,-2903966923.95,-2908420634.93,-2908194970.22,-2904364238.2,4.0,3430099722550.0,0.142859899754,0.142848837209,307,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2909843303.81,3305842.23611,-2909094085.48,-2906687128.57,-2914497915.7,-2913707540.67,-2907027972.61,4.0,10928592890100.0,0.14285902256,0.142848837209,282,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-453.7,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2932572240.76,1259294.61918,-2932913629.14,-2930766102.27,-2933695602.51,-2933580140.22,-2931086397.58,4.0,1585822937910.0,0.14285902256,0.142848837209,341,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2941224425.41,1007164.00311,-2941057031.95,-2940182457.87,-2942601179.88,-2942377737.59,-2940305464.08,4.0,1014379329150.0,0.0714299498771,0.142848837209,315,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2946912206.03,1733824.75205,-2946894906.29,-2944815245.25,-2949043766.31,-2948750879.46,-2945097752.25,4.0,3006148270830.0,0.142859899754,0.142848837209,290,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2955388638.85,3686211.77005,-2955221619.05,-2951579340.04,-2959531977.27,-2959204163.3,-2951806942.13,4.0,13588157213700.0,0.142851127809,0.0714534883721,265,0.142857142857,9.43922884283e-14,0.00145817305712
960.0,-453.7,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2969552724.6,1070592.54222,-2969395767.54,-2968544093.97,-2970875269.35,-2970737047.15,-2968588141.93,4.0,1146168391460.0,0.14285902256,0.142848837209,349,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2986183371.81,2794195.88704,-2985790380.3,-2983202347.46,-2989950379.2,-2989346741.97,-2983570189.79,4.0,7807530655160.0,0.142859899754,0.142848837209,298,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2992598779.23,4129446.37305,-2991924683.99,-2988330209.39,-2998215539.56,-2997345356.73,-2988795935.08,4.0,17052327347900.0,0.14285902256,0.0714534883721,273,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-576.5,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3011317911.95,2998587.30888,-3010427043.14,-3008833315.26,-3015584246.26,-3014917390.24,-3008965650.0,4.0,8991525848960.0,0.142851127809,0.142848837209,332,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3022183376.47,1320017.72869,-3021995862.24,-3020826952.4,-3023914828.99,-3023686909.23,-3020942363.63,4.0,1742446804050.0,0.142859899754,0.142848837209,306,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3030132278.8,2146838.63233,-3030339292.07,-3027353121.45,-3032497409.6,-3032242714.8,-3027732024.22,4.0,4608916113250.0,0.14285902256,0.0714534883721,281,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3046247844.57,1248328.4135,-3046137450.36,-3044866989.81,-3047849487.77,-3047637503.92,-3045012737.13,4.0,1558323827950.0,0.0714211779319,0.0714534883721,257,0.142857142857,9.43922884283e-14,0.000729041758125
960.0,-576.5,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3046715005.88,1991742.00604,-3046802968.48,-3044573776.14,-3048680310.43,-3048595385.02,-3044711479.11,4.0,3967036218620.0,0.0714211779319,0.142848837209,324,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-576.5,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3049095930.68,3405182.41692,-3049239676.57,-3044796956.96,-3053107412.6,-3052571153.0,-3045419464.09,4.0,11595267292500.0,0.14285902256,0.142848837209,340,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3060854785.69,2917948.32598,-3059674028.82,-3058950634.0,-3065120451.13,-3064405949.89,-3058956681.12,4.0,8514422433070.0,0.0714299498771,0.142848837209,314,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3068177468.55,1626604.6764,-3068407620.51,-3066098906.07,-3069795727.09,-3069687708.73,-3066345015.61,4.0,2645842773300.0,0.142859899754,0.0714534883721,289,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-576.5,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3087553425.17,1698620.74191,-3087262799.78,-3086043903.85,-3089644197.27,-3089430746.37,-3086082979.52,4.0,2885312424840.0,0.14285902256,0.142848837209,348,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3106543065.02,4230654.64725,-3107531238.16,-3101169646.89,-3109940136.88,-3109935799.31,-3101766888.35,4.0,17898438744300.0,0.142859899754,0.0714534883721,297,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-576.5,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3124303496.07,939224.030818,-3124166265.31,-3123426422.91,-3125455030.76,-3125337719.57,-3123461395.64,4.0,882141780066.0,0.142859899754,0.142848837209,356,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-699.4,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3134645207.49,1143500.98136,-3134636127.94,-3133344440.57,-3135964133.54,-3135839259.03,-3133463867.34,4.0,1307594494360.0,0.142851127809,0.142848837209,331,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3144868458.08,2162638.38374,-3144342916.68,-3142903693.84,-3147884305.12,-3147429802.09,-3143042872.03,4.0,4677004778820.0,0.142859899754,0.0714534883721,305,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-699.4,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3172618559.87,3843516.79642,-3173333860.1,-3167312468.54,-3176494050.75,-3176056844.09,-3168178855.33,4.0,14772621364300.0,0.14285902256,0.142848837209,339,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-945.1,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3181531070.94,3126898.32819,-3180533769.68,-3179187076.69,-3185869667.72,-3185253774.74,-3179204588.91,4.0,9777493154840.0,0.0714299498771,0.0714534883721,313,0.142857142857,9.43922884283e-14,0.000729131298995
960.0,-699.4,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3189221144.89,752585.721644,-3189119006.86,-3188539019.69,-3190107546.14,-3190028597.83,-3188556685.19,4.0,566385268422.0,0.0714211779319,0.142848837209,323,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-699.4,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3211911347.69,1161562.56819,-3211643417.69,-3210915225.68,-3213443329.71,-3213253060.67,-3210944736.72,4.0,1349227599820.0,0.14285902256,0.142848837209,347,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-699.4,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3244337546.92,3816818.35418,-3245307756.1,-3239131084.48,-3247603591.0,-3247472600.98,-3239844200.0,4.0,14568102348800.0,0.142859899754,0.142848837209,355,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-822.2,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3260391665.49,3566115.44097,-3259072943.76,-3257771323.69,-3265649450.75,-3264705795.31,-3257923746.09,4.0,12717179338300.0,0.142851127809,0.142848837209,330,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-822.2,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3296806806.66,2368576.25146,-3296111291.81,-3294778287.76,-3300226355.27,-3299633919.95,-3294953414.17,4.0,5610153458990.0,0.14285902256,0.142848837209,338,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-822.2,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3329995681.31,1980802.7029,-3329634891.96,-3327993770.61,-3332719170.7,-3332287517.46,-3328208950.25,4.0,3923579347820.0,0.0714211779319,0.142848837209,322,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-822.2,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3335712890.12,2861388.11857,-3336446888.11,-3331986187.66,-3337971596.62,-3337967766.65,-3332430416.42,4.0,8187541965120.0,0.14285902256,0.142848837209,346,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-822.2,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3371628006.14,3805668.48608,-3372256724.24,-3366730133.65,-3375268442.44,-3375063543.74,-3367312263.22,4.0,14483112625900.0,0.142859899754,0.142848837209,354,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-945.1,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3392398361.82,632743.195741,-3392446633.9,-3391663429.95,-3393036749.52,-3393001134.33,-3391728008.39,4.0,400363951757.0,0.142851127809,0.0714534883721,329,0.142857142857,9.43922884283e-14,0.00145817305712
960.0,-945.1,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3426951917.21,1458087.03756,-3427086334.37,-3425317213.67,-3428317786.4,-3428275531.61,-3425440118.76,4.0,2126017809100.0,0.14285902256,0.0714534883721,337,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-945.1,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3463479834.22,3045230.81531,-3463443171.26,-3460413153.71,-3466619840.64,-3466453543.61,-3460557452.97,4.0,9273430718530.0,0.14285902256,0.0714534883721,345,0.142857142857,9.43922884283e-14,0.0014582536439
960.0,-945.1,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3469162846.07,1038525.75913,-3468916925.83,-3468190920.87,-3470626611.75,-3470387717.57,-3468282262.91,4.0,1078535752370.0,0.0714211779319,0.0714534883721,321,0.142857142857,9.43922884283e-14,0.000729041758125
960.0,-945.1,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3502058037.14,1259641.76891,-3501868794.45,-3500729353.59,-3503765206.06,-3503490603.81,-3500890410.22,4.0,1586697385990.0,0.142859899754,0.0714534883721,353,0.142857142857,9.43922884283e-14,0.00145826259799
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3630288507.15,0.0,-3630288507.15,-3630288507.15,-3630288507.15,-3630288507.15,-3630288507.15,4.0,0.0,0.0714211779319,0.0714534883721,1,0.0714285714286,9.43922884283e-14,0.000364520879063
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3667837386.05,0.0,-3667837386.05,-3667837386.05,-3667837386.05,-3667837386.05,-3667837386.05,4.0,0.0,0.142851127809,0.0714534883721,9,0.0714285714286,9.43922884283e-14,0.00072908652856
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3705390876.69,0.0,-3705390876.69,-3705390876.69,-3705390876.69,-3705390876.69,-3705390876.69,4.0,0.0,0.14285902256,0.0714534883721,17,0.0714285714286,9.43922884283e-14,0.000729126821951
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3742943906.17,0.0,-3742943906.17,-3742943906.17,-3742943906.17,-3742943906.17,-3742943906.17,4.0,0.0,0.14285902256,0.0714534883721,25,0.0714285714286,9.43922884283e-14,0.000729126821951
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3780497396.81,0.0,-3780497396.81,-3780497396.81,-3780497396.81,-3780497396.81,-3780497396.81,4.0,0.0,0.142859899754,0.0714534883721,33,0.0714285714286,9.43922884283e-14,0.000729131298995
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3818050887.46,0.0,-3818050887.46,-3818050887.46,-3818050887.46,-3818050887.46,-3818050887.46,4.0,0.0,0.142859899754,0.0714534883721,41,0.0714285714286,9.43922884283e-14,0.000729131298995
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3855604378.11,0.0,-3855604378.11,-3855604378.11,-3855604378.11,-3855604378.11,-3855604378.11,4.0,0.0,0.142859899754,0.0714534883721,49,0.0714285714286,9.43922884283e-14,0.000729131298995
960.0,-945.1,-23750.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-3893157868.76,0.0,-3893157868.76,-3893157868.76,-3893157868.76,-3893157868.76,-3893157868.76,4.0,0.0,0.0714299498771,0.0714534883721,57,0.0714285714286,9.43922884283e-14,0.000364565649497
960.0,-330.8,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-27397881723.7,1815511.72668,-27398333633.4,-27395300783.8,-27399558844.2,-27399383154.1,-27395747619.7,4.0,3296082829710.0,0.0714211779319,0.142848837209,326,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-330.8,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-27438023807.6,2833982.69729,-27438178989.6,-27434571346.7,-27441165904.5,-27440877105.9,-27434953254.4,4.0,8031457928520.0,0.142851127809,0.142848837209,334,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-330.8,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-27474792255.9,2035131.11486,-27475065654.0,-27472210555.8,-27476827160.1,-27476691522.4,-27472510232.3,4.0,4141758654670.0,0.14285902256,0.142848837209,342,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-330.8,-8313.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-27511758529.1,2765989.32472,-27512845981.9,-27507652645.3,-27513689507.2,-27513563513.6,-27508431110.6,4.0,7650696944450.0,0.14285902256,0.142848837209,350,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49171082589.8,1829630.99523,-49171273034.8,-49168672061.5,-49173112227.9,-49172857570.9,-49169040985.6,4.0,3347549578710.0,0.0714211779319,0.142848837209,196,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49209779537.0,1187789.2369,-49209759426.3,-49208388788.0,-49211210507.4,-49211045863.6,-49208541365.4,4.0,1410843271290.0,0.142851127809,0.142848837209,204,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49246631865.8,1617840.17747,-49247047131.8,-49244403857.3,-49248029342.4,-49247963506.9,-49244718852.3,4.0,2617406839820.0,0.14285902256,0.142848837209,212,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49284464631.0,548917.163879,-49284468742.7,-49283798744.0,-49285122294.9,-49285042000.5,-49283881505.4,4.0,301310052801.0,0.14285902256,0.142848837209,220,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49322459794.5,1384822.5594,-49322477286.0,-49320920250.6,-49323964355.5,-49323853479.1,-49321041621.9,4.0,1917733521020.0,0.142859899754,0.142848837209,228,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49360631197.3,975822.802948,-49360763022.3,-49359418194.5,-49361580549.9,-49361529015.7,-49359548823.7,4.0,952230142753.0,0.142859899754,0.142848837209,236,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49398304702.1,1593627.37397,-49398438409.4,-49396291356.8,-49400050632.9,-49399882387.8,-49396539826.3,4.0,2539648207050.0,0.142859899754,0.142848837209,244,0.142857142857,9.43922884283e-14,0.00291533865196
960.0,-576.5,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-49435641479.9,2013851.94301,-49435057964.1,-49433931388.1,-49438518603.2,-49438055988.4,-49434043893.5,4.0,4055599648360.0,0.0714299498771,0.142848837209,252,0.142857142857,9.43922884283e-14,0.00145766932598
960.0,-822.2,-20663.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-70931514560.2,370288.998932,-70931423843.8,-70931174905.3,-70932035647.7,-70931953355.2,-70931202768.0,4.0,137113942730.0,0.0714211779319,0.142848837209,66,0.142857142857,9.43922884283e-14,0.0014574903171
960.0,-822.2,-20663.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-70969527867.2,526501.480666,-70969673500.3,-70968791510.1,-70969972958.2,-70969951486.0,-70968900362.1,4.0,277203809143.0,0.142851127809,0.142848837209,74,0.142857142857,9.43922884283e-14,0.00291515964308
960.0,-822.2,-20663.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-71006998073.0,430704.21856,-71007168873.2,-71006365185.2,-71007289360.5,-71007283276.9,-71006473748.9,4.0,185506123886.0,0.14285902256,0.142848837209,82,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-822.2,-20663.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-71044388264.2,70843.9257139,-71044390096.1,-71044302036.7,-71044470827.9,-71044461714.3,-71044312249.5,4.0,5018861810.56,0.14285902256,0.142848837209,90,0.142857142857,9.43922884283e-14,0.00291532075107
960.0,-822.2,-20663.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-71081714933.9,322988.708894,-71081649633.5,-71081443848.3,-71082116620.0,-71082074553.7,-71081446734.4,4.0,104321706073.0,0.142859899754,0.142848837209,98,0.142857142857,9.43922884283e-14,0.00291533865196
