smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769740780207.0,186665.185884,-769740780207.0,-769740648215.0,-769740912199.0,-769740899000.0,-769740661414.0,2.0,34843891621.1,13,0.00779714839709,0.124999250922,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750375593000.0,17872092.4614,-101750375593000.0,-101750362956000.0,-101750388231000.0,-101750386967000.0,-101750364220000.0,2.0,319411688948000.0,118,0.00779721069797,0.125000249693,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160216797000.0,10609757.679,-102160216797000.0,-102160209295000.0,-102160224300000.0,-102160223549000.0,-102160210045000.0,2.0,112566958007000.0,124,0.0039133472,0.125000249693,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102732865533000.0,3640058.22041,-102732865533000.0,-102732862959000.0,-102732868107000.0,-102732867850000.0,-102732863217000.0,2.0,13250023847900.0,106,0.00391391230429,0.125000249693,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073807352000.0,9139914.25838,-103073807352000.0,-103073800889000.0,-103073813815000.0,-103073813169000.0,-103073801536000.0,2.0,83538032650500.0,112,0.00779833681159,0.125000249693,2.6175466018599997e-14,0.25,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873535579000.0,43018842.0683,-135873535579000.0,-135873505160000.0,-135873565998000.0,-135873562956000.0,-135873508202000.0,2.0,1850620772900000.0,93,0.0155944213959,0.250000499385,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283461497000.0,17430087.6691,-136283461497000.0,-136283449172000.0,-136283473822000.0,-136283472589000.0,-136283450404000.0,2.0,303807956153000.0,99,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856081364000.0,1157418.14465,-136856081364000.0,-136856080545000.0,-136856082182000.0,-136856082100000.0,-136856080627000.0,2.0,1339616761560.0,81,0.00782782460857,0.250000499385,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137197020019000.0,38295821.2963,-137197020019000.0,-137196992939000.0,-137197047098000.0,-137197044390000.0,-137196995647000.0,2.0,1466569928750000.0,87,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996749175000.0,12653633.8428,-169996749175000.0,-169996740228000.0,-169996758123000.0,-169996757228000.0,-169996741122000.0,2.0,160114449427000.0,68,0.0155944213959,0.250000499385,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406681896000.0,29091579.3464,-170406681896000.0,-170406661325000.0,-170406702467000.0,-170406700410000.0,-170406663382000.0,2.0,846319988867000.0,74,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979298512000.0,12015478.1045,-170979298512000.0,-170979290016000.0,-170979307009000.0,-170979306159000.0,-170979290866000.0,2.0,144371714079000.0,56,0.00782782460857,0.250000499385,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320254358000.0,14690793.2987,-171320254358000.0,-171320243970000.0,-171320264746000.0,-171320263707000.0,-171320245009000.0,2.0,215819407744000.0,62,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204120005664000.0,7272062.56086,-204120005664000.0,-204120000522000.0,-204120010806000.0,-204120010292000.0,-204120001036000.0,2.0,52882893889100.0,43,0.0155943590951,0.249999500615,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529880471000.0,53318002.7622,-204529880471000.0,-204529842770000.0,-204529918173000.0,-204529914403000.0,-204529846540000.0,2.0,2842809418550000.0,49,0.00782666313177,0.249999500615,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102522052000.0,5170247.53689,-205102522052000.0,-205102518396000.0,-205102525708000.0,-205102525343000.0,-205102518762000.0,2.0,26731459592700.0,31,0.00782779333583,0.249999500615,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443461406000.0,15099868.0066,-205443461406000.0,-205443450729000.0,-205443472084000.0,-205443471016000.0,-205443451797000.0,2.0,228006013817000.0,37,0.0155966113133,0.249999500615,2.6175466018599997e-14,0.25,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242927036000.0,21457405.1932,-238242927036000.0,-238242911863000.0,-238242942209000.0,-238242940692000.0,-238242913381000.0,2.0,460420237623000.0,18,0.00779714839709,0.124999250922,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652789802000.0,14592631.078,-238652789802000.0,-238652779484000.0,-238652800121000.0,-238652799089000.0,-238652780516000.0,2.0,212944881779000.0,24,0.00391331593177,0.124999250922,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225461130000.0,5592289.43416,-239225461130000.0,-239225457176000.0,-239225465084000.0,-239225464689000.0,-239225457571000.0,2.0,31273701115400.0,6,0.00391388103154,0.124999250922,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566378716000.0,4391362.85458,-239566378716000.0,-239566375611000.0,-239566381821000.0,-239566381510000.0,-239566375921000.0,2.0,19284067720600.0,12,0.00779827450171,0.124999250922,2.6175466018599997e-14,0.25,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340546994361000.0,8081916.37677,-340546994361000.0,-340546988646000.0,-340547000076000.0,-340546999504000.0,-340546989218000.0,2.0,65317372321200.0,117,0.00779833681159,0.125000249693,2.6175466018599997e-14,0.25,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956891628000.0,81552629.5452,-340956891628000.0,-340956833962000.0,-340956949294000.0,-340956943528000.0,-340956839728000.0,2.0,6650831385740000.0,123,0.00391278209571,0.125000249693,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939480544000.0,24894720.8623,-341939480544000.0,-341939462941000.0,-341939498147000.0,-341939496387000.0,-341939464701000.0,2.0,619747126813000.0,111,0.0038997314626,0.125000249693,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670228989000.0,50973482.3954,-374670228989000.0,-374670192945000.0,-374670265033000.0,-374670261428000.0,-374670196550000.0,2.0,2598295907520000.0,92,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080089450000.0,17712744.8986,-375080089450000.0,-375080076926000.0,-375080101975000.0,-375080100723000.0,-375080078178000.0,2.0,313741331844000.0,98,0.00782556419142,0.250000499385,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062686236000.0,16477468.7289,-376062686236000.0,-376062674585000.0,-376062697887000.0,-376062696722000.0,-376062675750000.0,2.0,271506975712000.0,86,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793414866000.0,220666.503846,-408793414866000.0,-408793414710000.0,-408793415022000.0,-408793415006000.0,-408793414725000.0,2.0,48693705919.5,67,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203332734000.0,51654982.0116,-409203332734000.0,-409203296208000.0,-409203369259000.0,-409203365607000.0,-409203299861000.0,2.0,2668237166620000.0,73,0.00782556419142,0.250000499385,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410185866024000.0,5792861.11233,-410185866024000.0,-410185861928000.0,-410185870120000.0,-410185869711000.0,-410185862337000.0,2.0,33557239866700.0,61,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916654995000.0,12325491.0636,-442916654995000.0,-442916646280000.0,-442916663711000.0,-442916662839000.0,-442916647151000.0,2.0,151917729958000.0,42,0.0155966113133,0.249999500615,2.6175466018599997e-14,0.25,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326536428000.0,25414437.7616,-443326536428000.0,-443326518457000.0,-443326554398000.0,-443326552601000.0,-443326520254000.0,2.0,645893646737000.0,48,0.0078255329277,0.249999500615,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309094888000.0,29417309.7645,-444309094888000.0,-444309074087000.0,-444309115689000.0,-444309113609000.0,-444309076167000.0,2.0,865378113781000.0,36,0.00779943176577,0.249999500615,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039614476000.0,12390491.6335,-477039614476000.0,-477039605715000.0,-477039623238000.0,-477039622362000.0,-477039606591000.0,2.0,153524282919000.0,17,0.00779827450171,0.124999250922,2.6175466018599997e-14,0.25,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449490986000.0,193836.486082,-477449490986000.0,-477449490849000.0,-477449491123000.0,-477449491109000.0,-477449490863000.0,2.0,37572583336.6,23,0.00391275083199,0.124999250922,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432023013000.0,21102667.7965,-478432023013000.0,-478432008091000.0,-478432037934000.0,-478432036442000.0,-478432009583000.0,2.0,445322588128000.0,11,0.00389970030317,0.124999250922,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412656903000.0,40461481.9306,-579412656903000.0,-579412628292000.0,-579412685513000.0,-579412682652000.0,-579412631153000.0,2.0,1637131520020000.0,116,0.0038997314626,0.125000249693,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753554547000.0,22296492.7038,-579753554547000.0,-579753538781000.0,-579753570313000.0,-579753568736000.0,-579753540357000.0,2.0,497133586889000.0,122,0.0039133472,0.125000249693,2.6175466018599997e-14,0.25,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535871697000.0,18866689.4696,-613535871697000.0,-613535858357000.0,-613535885038000.0,-613535883704000.0,-613535859691000.0,2.0,355951971543000.0,91,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876829326000.0,40465732.9682,-613876829326000.0,-613876800713000.0,-613876857940000.0,-613876855078000.0,-613876803574000.0,2.0,1637475544650000.0,97,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647659066892000.0,16341878.8823,-647659066892000.0,-647659055336000.0,-647659078447000.0,-647659077292000.0,-647659056492000.0,2.0,267057005404000.0,66,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647999975881000.0,7206003.49632,-647999975881000.0,-647999970786000.0,-647999980976000.0,-647999980467000.0,-647999971295000.0,2.0,51926486388900.0,72,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782278770000.0,5761424.29389,-681782278770000.0,-681782274696000.0,-681782282844000.0,-681782282436000.0,-681782275103000.0,2.0,33194009894200.0,41,0.00779943176577,0.249999500615,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123178316000.0,49826349.5167,-682123178316000.0,-682123143084000.0,-682123213549000.0,-682123210026000.0,-682123146607000.0,2.0,2482665106160000.0,47,0.00782666313177,0.249999500615,2.6175466018599997e-14,0.25,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905189526000.0,36078985.5985,-715905189526000.0,-715905164014000.0,-715905215037000.0,-715905212486000.0,-715905166565000.0,2.0,1301693201810000.0,16,0.00389970030317,0.124999250922,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246136889000.0,50833792.0366,-716246136889000.0,-716246100944000.0,-716246172834000.0,-716246169240000.0,-716246104539000.0,2.0,2584074412820000.0,22,0.00391331593177,0.124999250922,2.6175466018599997e-14,0.25,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619169954000.0,9633752.45259,-818619169954000.0,-818619163142000.0,-818619176767000.0,-818619176085000.0,-818619163824000.0,2.0,92809186317800.0,121,0.00195695615214,0.125000249693,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742442886000.0,13449825.8474,-852742442886000.0,-852742433375000.0,-852742452396000.0,-852742451445000.0,-852742434326000.0,2.0,180897815326000.0,96,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865593090000.0,11624841.4047,-886865593090000.0,-886865584870000.0,-886865601310000.0,-886865600488000.0,-886865585692000.0,2.0,135136937685000.0,71,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988855209000.0,27966243.2551,-920988855209000.0,-920988835434000.0,-920988874984000.0,-920988873007000.0,-920988837412000.0,2.0,782110761804000.0,46,0.00391389666791,0.249999500615,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111758239000.0,10633464.616,-955111758239000.0,-955111750720000.0,-955111765758000.0,-955111765006000.0,-955111751471000.0,2.0,113070569740000.0,21,0.00195694051577,0.124999250922,2.6175466018599997e-14,0.125018050542,0.125226860254
