smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-709983229408.0,6586700.02721,-709983229408.0,-709978571907.0,-709987886908.0,-709987421158.0,-709979037657.0,2.0,43384617248500.0,0.249963898917,0.00779710790134,0.249546279492,0.124998601718,5.2351036610599995e-14,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-156720315935000.0,5915290.5085,-156720315935000.0,-156720311752000.0,-156720320118000.0,-156720319699000.0,-156720312170000.0,2.0,34990661800000.0,0.249963898917,0.00779722004315,0.249546279492,0.125000399509,5.2351036610599995e-14,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157098268122000.0,11004535.1408,-157098268122000.0,-157098260340000.0,-157098275903000.0,-157098275125000.0,-157098261119000.0,2.0,121099793665000.0,0.25,0.00391335189026,0.125226860254,0.125000399509,5.2351036610599995e-14,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157625915480000.0,13580403.3234,-157625915480000.0,-157625905877000.0,-157625925083000.0,-157625924122000.0,-157625906837000.0,2.0,184427354427000.0,0.125018050542,0.00391391699522,0.250453720508,0.125000399509,5.2351036610599995e-14,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157940329072000.0,26329311.0103,-157940329072000.0,-157940310454000.0,-157940347689000.0,-157940345827000.0,-157940312316000.0,2.0,693232618279000.0,0.25,0.00779834615812,0.249546279492,0.125000399509,5.2351036610599995e-14,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172449393460000.0,17244085.7494,-172449393460000.0,-172449381266000.0,-172449405653000.0,-172449404434000.0,-172449382486000.0,2.0,297358493332000.0,0.249963898917,0.0155944525465,0.249546279492,0.250000998773,5.2351036610599995e-14,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172827346274000.0,39492510.0192,-172827346274000.0,-172827318348000.0,-172827374199000.0,-172827371407000.0,-172827321141000.0,2.0,1559658347610000.0,0.25,0.00782671003417,0.125226860254,0.250000998773,5.2351036610599995e-14,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173354961371000.0,6200895.77669,-173354961371000.0,-173354956987000.0,-173354965756000.0,-173354965318000.0,-173354957425000.0,2.0,38451108433300.0,0.125018050542,0.00782784024501,0.250453720508,0.250000998773,5.2351036610599995e-14,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173669367187000.0,2686119.98468,-173669367187000.0,-173669365288000.0,-173669369086000.0,-173669368896000.0,-173669365478000.0,2.0,7215240572110.0,0.25,0.0155967047782,0.249546279492,0.250000998773,5.2351036610599995e-14,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188178466681000.0,3139643.80054,-188178466681000.0,-188178464461000.0,-188178468901000.0,-188178468679000.0,-188178464683000.0,2.0,9857363194290.0,0.249963898917,0.0155944525465,0.249546279492,0.250000998773,5.2351036610599995e-14,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188556397841000.0,9517539.09955,-188556397841000.0,-188556391111000.0,-188556404571000.0,-188556403898000.0,-188556391784000.0,2.0,90583550511500.0,0.25,0.00782671003417,0.125226860254,0.250000998773,5.2351036610599995e-14,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189084034943000.0,5066312.25342,-189084034943000.0,-189084031361000.0,-189084038526000.0,-189084038168000.0,-189084031719000.0,2.0,25667519849100.0,0.125018050542,0.00782784024501,0.250453720508,0.250000998773,5.2351036610599995e-14,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189398454801000.0,18688518.647,-189398454801000.0,-189398441586000.0,-189398468016000.0,-189398466694000.0,-189398442908000.0,2.0,349260729219000.0,0.25,0.0155967047782,0.249546279492,0.250000998773,5.2351036610599995e-14,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203907486539000.0,30830198.1646,-203907486539000.0,-203907464738000.0,-203907508339000.0,-203907506159000.0,-203907466919000.0,2.0,950501118867000.0,0.249963898917,0.0155943279445,0.249546279492,0.249999001227,5.2351036610599995e-14,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204285490811000.0,21668954.3285,-204285490811000.0,-204285475489000.0,-204285506133000.0,-204285504601000.0,-204285477021000.0,2.0,469543581689000.0,0.25,0.00782664749759,0.125226860254,0.249999001227,5.2351036610599995e-14,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204813086925000.0,480504.13801,-204813086925000.0,-204813086585000.0,-204813087265000.0,-204813087231000.0,-204813086619000.0,2.0,230884226645.0,0.125018050542,0.00782777769939,0.250453720508,0.249999001227,5.2351036610599995e-14,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-205127490100000.0,14489567.7677,-205127490100000.0,-205127479854000.0,-205127500345000.0,-205127499321000.0,-205127480879000.0,2.0,209947574095000.0,0.25,0.0155965801582,0.249546279492,0.249999001227,5.2351036610599995e-14,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636292736000.0,5652074.42862,-219636292736000.0,-219636288739000.0,-219636296733000.0,-219636296333000.0,-219636289139000.0,2.0,31945945346700.0,0.249963898917,0.00779710790134,0.249546279492,0.124998601718,5.2351036610599995e-14,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014262781000.0,727301.72876,-220014262781000.0,-220014262266000.0,-220014263295000.0,-220014263244000.0,-220014262318000.0,2.0,528967804658.0,0.25,0.00391329560733,0.125226860254,0.124998601718,5.2351036610599995e-14,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220541900852000.0,4099528.28501,-220541900852000.0,-220541897954000.0,-220541903751000.0,-220541903461000.0,-220541898244000.0,2.0,16806132159600.0,0.125018050542,0.00391386070417,0.250453720508,0.124998601718,5.2351036610599995e-14,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856308841000.0,12225188.961,-220856308841000.0,-220856300197000.0,-220856317486000.0,-220856316621000.0,-220856301061000.0,2.0,149455245133000.0,0.25,0.00779823400012,0.249546279492,0.124998601718,5.2351036610599995e-14,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376866642998000.0,25398598.5697,-376866642998000.0,-376866625038000.0,-376866660957000.0,-376866659161000.0,-376866626834000.0,2.0,645088809303000.0,0.25,0.00779834615812,0.249546279492,0.125000399509,5.2351036610599995e-14,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377244612397000.0,31236409.4436,-377244612397000.0,-377244590309000.0,-377244634484000.0,-377244632275000.0,-377244592518000.0,2.0,975713274929000.0,0.249963898917,0.00391278678529,0.125226860254,0.125000399509,5.2351036610599995e-14,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-378150226782000.0,4881251.00668,-378150226782000.0,-378150223331000.0,-378150230234000.0,-378150229889000.0,-378150223676000.0,2.0,23826611390300.0,0.125018050542,0.00389973613654,0.249546279492,0.125000399509,5.2351036610599995e-14,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392595676871000.0,21502422.0415,-392595676871000.0,-392595661666000.0,-392595692075000.0,-392595690555000.0,-392595663187000.0,2.0,462354153652000.0,0.25,0.0155967047782,0.249546279492,0.250000998773,5.2351036610599995e-14,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392973650934000.0,5142229.49135,-392973650934000.0,-392973647298000.0,-392973654570000.0,-392973654207000.0,-392973647662000.0,2.0,26442524141700.0,0.249963898917,0.00782557982334,0.125226860254,0.250000998773,5.2351036610599995e-14,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393879280353000.0,5717529.75656,-393879280353000.0,-393879276310000.0,-393879284396000.0,-393879283992000.0,-393879276715000.0,2.0,32690146517200.0,0.125018050542,0.00779947850499,0.249546279492,0.250000998773,5.2351036610599995e-14,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408324746184000.0,4860126.05901,-408324746184000.0,-408324742747000.0,-408324749621000.0,-408324749277000.0,-408324743091000.0,2.0,23620825309500.0,0.25,0.0155967047782,0.249546279492,0.250000998773,5.2351036610599995e-14,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408702735120000.0,2568933.16657,-408702735120000.0,-408702733303000.0,-408702736936000.0,-408702736755000.0,-408702733485000.0,2.0,6599417614330.0,0.249963898917,0.00782557982334,0.125226860254,0.250000998773,5.2351036610599995e-14,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-409608363491000.0,15598413.5985,-409608363491000.0,-409608352462000.0,-409608374521000.0,-409608373418000.0,-409608353565000.0,2.0,243310506790000.0,0.125018050542,0.00779947850499,0.249546279492,0.250000998773,5.2351036610599995e-14,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424053789110000.0,11049253.7448,-424053789110000.0,-424053781297000.0,-424053796923000.0,-424053796141000.0,-424053782078000.0,2.0,122086008317000.0,0.25,0.0155965801582,0.249546279492,0.249999001227,5.2351036610599995e-14,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424431768329000.0,13407714.8544,-424431768329000.0,-424431758849000.0,-424431777810000.0,-424431776862000.0,-424431759797000.0,2.0,179766817616000.0,0.249963898917,0.00782551729578,0.125226860254,0.249999001227,5.2351036610599995e-14,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425337391726000.0,3600573.45508,-425337391726000.0,-425337389180000.0,-425337394272000.0,-425337394017000.0,-425337389434000.0,2.0,12964129205500.0,0.125018050542,0.00779941618599,0.249546279492,0.249999001227,5.2351036610599995e-14,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782621568000.0,16268371.0223,-439782621568000.0,-439782610065000.0,-439782633071000.0,-439782631921000.0,-439782611215000.0,2.0,264659895720000.0,0.25,0.00779823400012,0.249546279492,0.124998601718,5.2351036610599995e-14,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160614458000.0,2730831.36292,-440160614458000.0,-440160612527000.0,-440160616389000.0,-440160616196000.0,-440160612721000.0,2.0,7457439932730.0,0.249963898917,0.00391273051049,0.125226860254,0.124998601718,5.2351036610599995e-14,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441066216765000.0,36125.9528683,-441066216765000.0,-441066216739000.0,-441066216790000.0,-441066216788000.0,-441066216742000.0,2.0,1305084470.64,0.125018050542,0.00389968004944,0.249546279492,0.124998601718,5.2351036610599995e-14,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597076519174000.0,2656043.24194,-597076519174000.0,-597076517296000.0,-597076521052000.0,-597076520864000.0,-597076517483000.0,2.0,7054565703050.0,0.125018050542,0.00389973613654,0.249546279492,0.125000399509,5.2351036610599995e-14,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597390921948000.0,12874363.9641,-597390921948000.0,-597390912845000.0,-597390931052000.0,-597390930141000.0,-597390913755000.0,2.0,165749247481000.0,0.25,0.00391335189026,0.125226860254,0.125000399509,5.2351036610599995e-14,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-612805596271000.0,23723715.6167,-612805596271000.0,-612805579496000.0,-612805613046000.0,-612805611368000.0,-612805581173000.0,2.0,562814682661000.0,0.125018050542,0.00779947850499,0.249546279492,0.250000998773,5.2351036610599995e-14,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-613119997161000.0,6999020.52515,-613119997161000.0,-613119992212000.0,-613120002110000.0,-613120001615000.0,-613119992707000.0,2.0,48986288311500.0,0.25,0.00782671003417,0.125226860254,0.250000998773,5.2351036610599995e-14,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628534664675000.0,42446024.4882,-628534664675000.0,-628534634661000.0,-628534694689000.0,-628534691688000.0,-628534637663000.0,2.0,1801664994850000.0,0.125018050542,0.00779947850499,0.249546279492,0.250000998773,5.2351036610599995e-14,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628849094173000.0,9282947.49767,-628849094173000.0,-628849087609000.0,-628849100737000.0,-628849100081000.0,-628849088266000.0,2.0,86173114244500.0,0.25,0.00782671003417,0.125226860254,0.250000998773,5.2351036610599995e-14,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644263698148000.0,1310379.52775,-644263698148000.0,-644263697221000.0,-644263699074000.0,-644263698982000.0,-644263697314000.0,2.0,1717094506750.0,0.125018050542,0.00779941618599,0.249546279492,0.249999001227,5.2351036610599995e-14,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644578155554000.0,22652495.0703,-644578155554000.0,-644578139536000.0,-644578171571000.0,-644578169970000.0,-644578141138000.0,2.0,513135532910000.0,0.25,0.00782664749759,0.125226860254,0.249999001227,5.2351036610599995e-14,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992526020000.0,21603202.9658,-659992526020000.0,-659992510744000.0,-659992541296000.0,-659992539768000.0,-659992512272000.0,2.0,466698378384000.0,0.125018050542,0.00389968004944,0.249546279492,0.124998601718,5.2351036610599995e-14,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660306931998000.0,19735706.3796,-660306931998000.0,-660306918043000.0,-660306945953000.0,-660306944558000.0,-660306919438000.0,2.0,389498106301000.0,0.25,0.00391329560733,0.125226860254,0.124998601718,5.2351036610599995e-14,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-817600831953000.0,7795957.35633,-817600831953000.0,-817600826441000.0,-817600837466000.0,-817600836915000.0,-817600826992000.0,2.0,60776951101700.0,0.125018050542,0.00195695849761,0.125226860254,0.125000399509,5.2351036610599995e-14,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-833329894019000.0,8028045.71182,-833329894019000.0,-833329888343000.0,-833329899696000.0,-833329899128000.0,-833329888910000.0,2.0,64449517951000.0,0.125018050542,0.0039139201225,0.125226860254,0.250000998773,5.2351036610599995e-14,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849058976028000.0,5390806.38373,-849058976028000.0,-849058972217000.0,-849058979840000.0,-849058979459000.0,-849058972598000.0,2.0,29060793466900.0,0.125018050542,0.0039139201225,0.125226860254,0.250000998773,5.2351036610599995e-14,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864788017847000.0,14935901.3462,-864788017847000.0,-864788007285000.0,-864788028408000.0,-864788027352000.0,-864788008342000.0,2.0,223081149022000.0,0.125018050542,0.0039138888497,0.125226860254,0.249999001227,5.2351036610599995e-14,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880516813495000.0,9059834.62533,-880516813495000.0,-880516807089000.0,-880516819901000.0,-880516819261000.0,-880516807730000.0,2.0,82080603438300.0,0.125018050542,0.00195693035208,0.125226860254,0.124998601718,5.2351036610599995e-14,21
