smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-ft_capacity,prefix
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1025680093.82,6738610.5092,-1025352660.25,-1018406898.54,-1033608156.23,-1032847230.8,-1018971363.83,4.0,45408871594800.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.00779786128164,0.124990974078,118
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1053497692.89,3331147.61227,-1053613572.24,-1050319387.14,-1056444239.96,-1056423234.73,-1050409919.98,4.0,11096544414700.0,0.125226860254,1.7334191682000001e-13,0.125001984106,0.00391311892231,0.249981948155,96
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1095375857.11,5634292.63955,-1095758463.21,-1088379773.36,-1101606728.68,-1101013580.26,-1089202485.44,4.0,31745253548100.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.00779786128164,0.124990974078,112
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1100791684.62,2923411.78587,-1099986956.75,-1098243925.3,-1104948899.69,-1104284708.87,-1098425279.4,4.0,8546336469740.0,0.249546279492,1.7334191682000001e-13,0.125001984106,0.0038989409552,0.124990974078,123
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1152966314.76,2782848.07752,-1153191354.95,-1149354333.99,-1156128215.18,-1155719047.4,-1149898525.87,4.0,7744243422560.0,0.125226860254,1.7334191682000001e-13,0.124994709051,0.00195644559034,0.124990974078,101
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1162014371.9,3712704.73644,-1162685466.19,-1157488447.94,-1165198107.28,-1165153785.77,-1157935426.02,4.0,13784176460000.0,0.125226860254,1.7334191682000001e-13,0.249996693157,0.00391300505149,0.124990974078,106
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1177356423.88,6629054.96265,-1179507880.23,-1167805137.05,-1182604798.01,-1182347104.56,-1169353704.32,4.0,43944369697900.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.00779786128164,0.124990974078,117
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1244262824.3,3929498.04134,-1242629103.37,-1241749013.61,-1250044076.85,-1249050067.14,-1241762790.76,4.0,15440954856900.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00391310857042,0.124990974078,111
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1252580844.17,7450953.00261,-1252329446.71,-1245694800.56,-1259969682.72,-1259674896.78,-1245838748.02,4.0,55516700647200.0,0.249546279492,1.7334191682000001e-13,0.125001984106,0.0038989409552,0.124990974078,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1327555571.02,5130022.97653,-1326144170.17,-1323217652.43,-1334716291.34,-1333664632.95,-1323422470.31,4.0,26317135739700.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00391310857042,0.124990974078,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1405272702.05,1321523.56932,-1405727078.49,-1403340286.21,-1406296365.0,-1406233281.45,-1403675995.63,4.0,1746424544270.0,0.125226860254,1.7334191682000001e-13,0.125001984106,0.00195655946116,0.124990974078,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-141311216472.0,1216.90894415,-141311216796.0,-141311214857.0,-141311217439.0,-141311217430.0,-141311215059.0,4.0,1480867.37835,0.125226860254,1.7334191682000001e-13,0.124994709051,0.00195644559034,0.124990974078,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-499719635313.0,1016520.11178,-499719572364.0,-499718459656.0,-499720936867.0,-499720745524.0,-499718613229.0,4.0,1033313137640.0,0.249546279492,1.7334191682000001e-13,0.124994709051,0.00779855422245,0.250018051845,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-190105606387000.0,1919703.83063,-190105606846000.0,-190105603840000.0,-190105608015000.0,-190105607969000.0,-190105604161000.0,4.0,3685262797350.0,0.249546279492,1.7334191682000001e-13,0.125001984106,0.00779900812097,0.250018051845,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-190403700236000.0,3134638.28144,-190403699113000.0,-190403697866000.0,-190403704854000.0,-190403704006000.0,-190403698040000.0,4.0,9825957155470.0,0.250453720508,1.7334191682000001e-13,0.125001984106,0.0078273681505,0.250018051845,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-190762098887000.0,4113809.15561,-190762099269000.0,-190762093665000.0,-190762103343000.0,-190762102926000.0,-190762094312000.0,4.0,16923425768800.0,0.125226860254,1.7334191682000001e-13,0.125001984106,0.00391311892231,0.249981948155,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191262731802000.0,809678.949309,-191262732136000.0,-191262730596000.0,-191262732339000.0,-191262732311000.0,-191262730825000.0,4.0,655580000954.0,0.249546279492,1.7334191682000001e-13,0.125001984106,0.0038989409552,0.124990974078,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194611163426000.0,1954809.08827,-194611163663000.0,-194611160861000.0,-194611165519000.0,-194611165307000.0,-194611161215000.0,4.0,3821278571560.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.0155979749784,0.250018051845,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194909255038000.0,1864015.19104,-194909255571000.0,-194909252359000.0,-194909256652000.0,-194909256518000.0,-194909252812000.0,4.0,3474552632420.0,0.250453720508,1.7334191682000001e-13,0.250003306843,0.0156546948874,0.250018051845,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195267652240000.0,3443056.32817,-195267652173000.0,-195267648102000.0,-195267656514000.0,-195267655906000.0,-195267648669000.0,4.0,11854636878900.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00782621714084,0.249981948155,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195768287097000.0,1037134.39915,-195768287281000.0,-195768285849000.0,-195768287975000.0,-195768287968000.0,-195768285967000.0,4.0,1075647761910.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.00779786128164,0.124990974078,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199116695290000.0,1935488.63578,-199116695005000.0,-199116693403000.0,-199116697745000.0,-199116697464000.0,-199116693514000.0,4.0,3746116259220.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.0155979749784,0.250018051845,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199414785400000.0,1692158.74259,-199414785761000.0,-199414783121000.0,-199414786958000.0,-199414786868000.0,-199414783428000.0,4.0,2863401210120.0,0.250453720508,1.7334191682000001e-13,0.250003306843,0.0156546948874,0.250018051845,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199773182604000.0,4441313.29737,-199773182835000.0,-199773177095000.0,-199773187649000.0,-199773187119000.0,-199773177764000.0,4.0,19725263805400.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00782621714084,0.249981948155,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200273819736000.0,2285820.99436,-200273820486000.0,-200273816395000.0,-200273821574000.0,-200273821421000.0,-200273816999000.0,4.0,5224977618240.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.00779786128164,0.124990974078,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203622250219000.0,1497569.52786,-203622249810000.0,-203622248990000.0,-203622252265000.0,-203622251985000.0,-203622249025000.0,4.0,2242714490770.0,0.249546279492,1.7334191682000001e-13,0.249996693157,0.0155975623434,0.250018051845,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203920342872000.0,4623592.57818,-203920342049000.0,-203920338307000.0,-203920349084000.0,-203920348223000.0,-203920338674000.0,4.0,21377608329000.0,0.250453720508,1.7334191682000001e-13,0.249996693157,0.0156542807519,0.250018051845,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204278733766000.0,5782287.34424,-204278732672000.0,-204278728664000.0,-204278741056000.0,-204278740257000.0,-204278728806000.0,4.0,33434846931400.0,0.125226860254,1.7334191682000001e-13,0.249996693157,0.00782601010299,0.249981948155,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204779375474000.0,1586102.91326,-204779375711000.0,-204779373656000.0,-204779376818000.0,-204779376814000.0,-204779373802000.0,4.0,2515722451450.0,0.249546279492,1.7334191682000001e-13,0.249996693157,0.00779765499392,0.124990974078,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208127545469000.0,1373079.7988,-208127545585000.0,-208127543792000.0,-208127546915000.0,-208127546806000.0,-208127543971000.0,4.0,1885348133880.0,0.249546279492,1.7334191682000001e-13,0.124994709051,0.00779855422245,0.250018051845,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208425636075000.0,5140356.75303,-208425638425000.0,-208425628384000.0,-208425639067000.0,-208425639007000.0,-208425629853000.0,4.0,26423267548500.0,0.250453720508,1.7334191682000001e-13,0.124994709051,0.00782691260144,0.250018051845,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208784032213000.0,2315232.45641,-208784032479000.0,-208784029375000.0,-208784034520000.0,-208784034383000.0,-208784029670000.0,4.0,5360301327230.0,0.125226860254,1.7334191682000001e-13,0.124994709051,0.00391289118068,0.249981948155,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209284669851000.0,1494795.11759,-209284669904000.0,-209284668103000.0,-209284671491000.0,-209284671357000.0,-209284668270000.0,4.0,2234412443570.0,0.249546279492,1.7334191682000001e-13,0.124994709051,0.00389871403872,0.124990974078,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-398890557756000.0,3813968.74573,-398890559421000.0,-398890552078000.0,-398890560106000.0,-398890560064000.0,-398890553118000.0,4.0,14546357593400.0,0.249546279492,1.7334191682000001e-13,0.125001984106,0.0038989409552,0.124990974078,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-399248957554000.0,4219839.1764,-399248957599000.0,-399248952387000.0,-399248962633000.0,-399248961980000.0,-399248953067000.0,4.0,17807042674700.0,0.250453720508,1.7334191682000001e-13,0.125001984106,0.0078273681505,0.250018051845,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-399547052979000.0,3495710.29776,-399547053682000.0,-399547048276000.0,-399547056275000.0,-399547056060000.0,-399547048913000.0,4.0,12219990485900.0,0.125226860254,1.7334191682000001e-13,0.125001984106,0.00391368407525,0.250018051845,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-403396113611000.0,2522583.19887,-403396114048000.0,-403396110340000.0,-403396116010000.0,-403396115875000.0,-403396110737000.0,4.0,6363425995210.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.00779786128164,0.124990974078,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-403754517033000.0,2427112.29999,-403754516882000.0,-403754514221000.0,-403754520145000.0,-403754519676000.0,-403754514600000.0,4.0,5890874116770.0,0.250453720508,1.7334191682000001e-13,0.250003306843,0.0156546948874,0.250018051845,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-404052607540000.0,6809841.19994,-404052608910000.0,-404052598060000.0,-404052614280000.0,-404052613503000.0,-404052599659000.0,4.0,46373937168400.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00782734744372,0.250018051845,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407901644158000.0,2217402.6812,-407901643868000.0,-407901641764000.0,-407901647131000.0,-407901646653000.0,-407901642069000.0,4.0,4916874650600.0,0.249546279492,1.7334191682000001e-13,0.250003306843,0.00779786128164,0.124990974078,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408260046565000.0,3033677.73843,-408260045890000.0,-408260043899000.0,-408260050579000.0,-408260050074000.0,-408260044000000.0,4.0,9203200620640.0,0.250453720508,1.7334191682000001e-13,0.250003306843,0.0156546948874,0.250018051845,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408558136904000.0,5608056.60662,-408558136736000.0,-408558131040000.0,-408558143102000.0,-408558142639000.0,-408558131403000.0,4.0,31450298903000.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00782734744372,0.250018051845,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412407202519000.0,1704872.72679,-412407202497000.0,-412407200477000.0,-412407204604000.0,-412407204336000.0,-412407200732000.0,4.0,2906591014540.0,0.249546279492,1.7334191682000001e-13,0.249996693157,0.00779765499392,0.124990974078,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412765604919000.0,4811739.95664,-412765605402000.0,-412765598587000.0,-412765610284000.0,-412765609587000.0,-412765599573000.0,4.0,23152841410400.0,0.250453720508,1.7334191682000001e-13,0.249996693157,0.0156542807519,0.250018051845,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413063690332000.0,4229207.97531,-413063690820000.0,-413063684713000.0,-413063694977000.0,-413063694373000.0,-413063685609000.0,4.0,17886200098400.0,0.125226860254,1.7334191682000001e-13,0.249996693157,0.00782714037597,0.250018051845,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416912495500000.0,1568748.35934,-416912495130000.0,-416912494141000.0,-416912497599000.0,-416912497327000.0,-416912494191000.0,4.0,2460971414920.0,0.249546279492,1.7334191682000001e-13,0.124994709051,0.00389871403872,0.124990974078,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417270898633000.0,1458654.31036,-417270898847000.0,-417270896670000.0,-417270900166000.0,-417270900000000.0,-417270896965000.0,4.0,2127672397120.0,0.250453720508,1.7334191682000001e-13,0.124994709051,0.00782691260144,0.250018051845,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417568986508000.0,3091395.26847,-417568986367000.0,-417568983213000.0,-417568990084000.0,-417568989763000.0,-417568983449000.0,4.0,9556724705920.0,0.125226860254,1.7334191682000001e-13,0.124994709051,0.00391345630072,0.250018051845,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-608033910120000.0,4084681.81033,-608033909815000.0,-608033905454000.0,-608033915398000.0,-608033914612000.0,-608033906056000.0,4.0,16684625491700.0,0.250453720508,1.7334191682000001e-13,0.125001984106,0.00391311892231,0.124990974078,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-608392311080000.0,3879831.75416,-608392309633000.0,-608392308357000.0,-608392316697000.0,-608392315788000.0,-608392308398000.0,4.0,15053094440600.0,0.125226860254,1.7334191682000001e-13,0.125001984106,0.00391368407525,0.250018051845,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-612539464219000.0,4344687.96985,-612539463503000.0,-612539459770000.0,-612539470102000.0,-612539469228000.0,-612539460214000.0,4.0,18876313555400.0,0.250453720508,1.7334191682000001e-13,0.250003306843,0.00782621714084,0.124990974078,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-612897867414000.0,2906213.10054,-612897867478000.0,-612897863805000.0,-612897870893000.0,-612897870429000.0,-612897864309000.0,4.0,8446074585770.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00782734744372,0.250018051845,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617045000427000.0,2343009.822,-617045000843000.0,-617044997436000.0,-617045002586000.0,-617045002493000.0,-617044997779000.0,4.0,5489695025990.0,0.250453720508,1.7334191682000001e-13,0.250003306843,0.00782621714084,0.124990974078,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617403398921000.0,5267397.31768,-617403397640000.0,-617403394081000.0,-617403406323000.0,-617403405160000.0,-617403394475000.0,4.0,27745474502300.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00782734744372,0.250018051845,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-621550553408000.0,3436277.31833,-621550552119000.0,-621550550926000.0,-621550558468000.0,-621550557577000.0,-621550551044000.0,4.0,11808001808500.0,0.250453720508,1.7334191682000001e-13,0.249996693157,0.00782601010299,0.124990974078,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-621908952604000.0,4434127.79865,-621908952511000.0,-621908947350000.0,-621908958044000.0,-621908957355000.0,-621908947983000.0,4.0,19661489334800.0,0.125226860254,1.7334191682000001e-13,0.249996693157,0.00782714037597,0.250018051845,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-626055847791000.0,2501687.80427,-626055848032000.0,-626055844511000.0,-626055850591000.0,-626055850233000.0,-626055845013000.0,4.0,6258441870020.0,0.250453720508,1.7334191682000001e-13,0.124994709051,0.00391289118068,0.124990974078,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-626414250215000.0,3051760.72848,-626414249665000.0,-626414247413000.0,-626414254117000.0,-626414253668000.0,-626414247532000.0,4.0,9313243543910.0,0.125226860254,1.7334191682000001e-13,0.124994709051,0.00391345630072,0.250018051845,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-817177258892000.0,4803141.88279,-817177258873000.0,-817177253486000.0,-817177264337000.0,-817177263859000.0,-817177253953000.0,4.0,23070171946200.0,0.125226860254,1.7334191682000001e-13,0.125001984106,0.00195655946116,0.124990974078,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-821682818621000.0,5980384.7744,-821682816520000.0,-821682814180000.0,-821682827263000.0,-821682825865000.0,-821682814317000.0,4.0,35765002049900.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00391310857042,0.124990974078,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-826188348816000.0,3628368.51561,-826188350522000.0,-826188343386000.0,-826188350835000.0,-826188350823000.0,-826188344421000.0,4.0,13165058085100.0,0.125226860254,1.7334191682000001e-13,0.250003306843,0.00391310857042,0.124990974078,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-830693898669000.0,4366470.68489,-830693899274000.0,-830693893689000.0,-830693902441000.0,-830693902409000.0,-830693894084000.0,4.0,19066066242000.0,0.125226860254,1.7334191682000001e-13,0.249996693157,0.00391300505149,0.124990974078,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-835199201028000.0,2862401.8043,-835199201613000.0,-835199197355000.0,-835199203530000.0,-835199203459000.0,-835199197778000.0,4.0,8193344089250.0,0.125226860254,1.7334191682000001e-13,0.124994709051,0.00195644559034,0.124990974078,5
