smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212910462849000.0,4898279.33122,-212910462849000.0,-212910459385000.0,-212910466313000.0,-212910465966000.0,-212910459732000.0,2.0,23993140406600.0,0.142857142857,9.835748238069999e-14,164,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212910500026000.0,3898856.57333,-212910500026000.0,-212910497269000.0,-212910502782000.0,-212910502507000.0,-212910497544000.0,2.0,15201082579400.0,0.142857142857,9.835748238069999e-14,228,0.142848837209,0.00291533035653,0.142859493254
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212934735725000.0,2769833.84827,-212934735725000.0,-212934733766000.0,-212934737683000.0,-212934737487000.0,-212934733962000.0,2.0,7671979547050.0,0.142857142857,9.835748238069999e-14,18,0.142848837209,0.00145747864965,0.0714206061936
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212934769945000.0,1266489.89598,-212934769945000.0,-212934769050000.0,-212934770841000.0,-212934770751000.0,-212934769139000.0,2.0,1603996656610.0,0.142857142857,9.835748238069999e-14,82,0.142848837209,0.00291514382791,0.142850352821
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212934808537000.0,3144025.12255,-212934808537000.0,-212934806314000.0,-212934810760000.0,-212934810538000.0,-212934806536000.0,2.0,9884893971220.0,0.142857142857,9.835748238069999e-14,146,0.142848837209,0.00291533035653,0.142859493254
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212934847257000.0,2420240.03469,-212934847257000.0,-212934845546000.0,-212934848969000.0,-212934848798000.0,-212934845717000.0,2.0,5857561825490.0,0.142857142857,9.835748238069999e-14,210,0.142848837209,0.00291533035653,0.142859493254
960.0,-47.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212960462903000.0,4876140.28194,-212960462903000.0,-212960459455000.0,-212960466351000.0,-212960466006000.0,-212960459800000.0,2.0,23776744049100.0,0.142857142857,9.835748238069999e-14,63,0.0714534883721,0.000729035922026,0.0714206061936
960.0,-47.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212960500191000.0,13670864.3115,-212960500191000.0,-212960490525000.0,-212960509858000.0,-212960508891000.0,-212960491491000.0,2.0,186892531025000.0,0.142857142857,9.835748238069999e-14,127,0.0714534883721,0.00145816514632,0.142850352821
960.0,-47.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212960530329000.0,5916163.5865,-212960530329000.0,-212960526145000.0,-212960534512000.0,-212960534094000.0,-212960526564000.0,2.0,35000991582300.0,0.142857142857,9.835748238069999e-14,191,0.0714534883721,0.00145825844858,0.142859493254
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212984876642000.0,5195561.53981,-212984876642000.0,-212984872968000.0,-212984880315000.0,-212984879948000.0,-212984873335000.0,2.0,26993859714000.0,0.142857142857,9.835748238069999e-14,45,0.142848837209,0.00145747864965,0.0714206061936
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212984912296000.0,1860369.8559,-212984912296000.0,-212984910980000.0,-212984913611000.0,-212984913480000.0,-212984911112000.0,2.0,3460976000760.0,0.142857142857,9.835748238069999e-14,109,0.142848837209,0.00291514382791,0.142850352821
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212984947270000.0,2026460.37787,-212984947270000.0,-212984945837000.0,-212984948703000.0,-212984948560000.0,-212984945980000.0,2.0,4106541663090.0,0.142857142857,9.835748238069999e-14,173,0.142848837209,0.00291533035653,0.142859493254
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-212984991565000.0,6460392.12134,-212984991565000.0,-212984986996000.0,-212984996133000.0,-212984995676000.0,-212984987453000.0,2.0,41736666361500.0,0.142857142857,9.835748238069999e-14,237,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213009232882000.0,3579839.93521,-213009232882000.0,-213009230350000.0,-213009235413000.0,-213009235160000.0,-213009230604000.0,2.0,12815253961700.0,0.142857142857,9.835748238069999e-14,27,0.142848837209,0.00145747864965,0.0714206061936
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213009274239000.0,1342530.41356,-213009274239000.0,-213009273290000.0,-213009275189000.0,-213009275094000.0,-213009273385000.0,2.0,1802387911320.0,0.142857142857,9.835748238069999e-14,91,0.142848837209,0.00291514382791,0.142850352821
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213009305196000.0,2937548.55033,-213009305196000.0,-213009303119000.0,-213009307273000.0,-213009307065000.0,-213009303326000.0,2.0,8629191485520.0,0.142857142857,9.835748238069999e-14,155,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213009345701000.0,2094779.44408,-213009345701000.0,-213009344220000.0,-213009347182000.0,-213009347034000.0,-213009344368000.0,2.0,4388100919350.0,0.142857142857,9.835748238069999e-14,219,0.142848837209,0.00291533035653,0.142859493254
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213033569537000.0,1051834.39639,-213033569537000.0,-213033568793000.0,-213033570280000.0,-213033570206000.0,-213033568867000.0,2.0,1106355597440.0,0.0714285714286,9.835748238069999e-14,9,0.142848837209,0.000728739324824,0.0714206061936
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213033608890000.0,380484.436238,-213033608890000.0,-213033608621000.0,-213033609159000.0,-213033609132000.0,-213033608648000.0,2.0,144768406220.0,0.0714285714286,9.835748238069999e-14,73,0.142848837209,0.00145757191396,0.142850352821
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213033645169000.0,292522.562367,-213033645169000.0,-213033644962000.0,-213033645376000.0,-213033645355000.0,-213033644983000.0,2.0,85569449493.9,0.0714285714286,9.835748238069999e-14,137,0.142848837209,0.00145766517826,0.142859493254
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213033683670000.0,1434554.74847,-213033683670000.0,-213033682656000.0,-213033684685000.0,-213033684583000.0,-213033682757000.0,2.0,2057947326350.0,0.0714285714286,9.835748238069999e-14,201,0.142848837209,0.00145766517826,0.142859493254
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425844077701000.0,5185583.97587,-425844077701000.0,-425844074034000.0,-425844081368000.0,-425844081001000.0,-425844074401000.0,2.0,26890281170800.0,0.142857142857,9.835748238069999e-14,53,0.142848837209,0.00145747864965,0.0714206061936
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425844106144000.0,4863308.17211,-425844106144000.0,-425844102706000.0,-425844109583000.0,-425844109239000.0,-425844103049000.0,2.0,23651766376900.0,0.142857142857,9.835748238069999e-14,117,0.142848837209,0.00291514382791,0.142850352821
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425844144389000.0,13535883.2618,-425844144389000.0,-425844134817000.0,-425844153960000.0,-425844153003000.0,-425844135774000.0,2.0,183220135676000.0,0.142857142857,9.835748238069999e-14,181,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425844178703000.0,10159450.5913,-425844178703000.0,-425844171519000.0,-425844185887000.0,-425844185168000.0,-425844172237000.0,2.0,103214436317000.0,0.142857142857,9.835748238069999e-14,245,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425868433407000.0,1095096.84655,-425868433407000.0,-425868432632000.0,-425868434181000.0,-425868434104000.0,-425868432710000.0,2.0,1199237103320.0,0.142857142857,9.835748238069999e-14,35,0.142848837209,0.00145747864965,0.0714206061936
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425868479097000.0,1178384.78879,-425868479097000.0,-425868478263000.0,-425868479930000.0,-425868479847000.0,-425868478347000.0,2.0,1388590710450.0,0.142857142857,9.835748238069999e-14,99,0.142848837209,0.00291514382791,0.142850352821
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425868520926000.0,2119987.22631,-425868520926000.0,-425868519427000.0,-425868522425000.0,-425868522275000.0,-425868519577000.0,2.0,4494345839700.0,0.142857142857,9.835748238069999e-14,163,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425868544725000.0,5092096.0625,-425868544725000.0,-425868541125000.0,-425868548326000.0,-425868547966000.0,-425868541485000.0,2.0,25929442309800.0,0.142857142857,9.835748238069999e-14,227,0.142848837209,0.00291533035653,0.142859493254
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425892777254000.0,4245383.99627,-425892777254000.0,-425892774252000.0,-425892780256000.0,-425892779956000.0,-425892774553000.0,2.0,18023285275700.0,0.0714285714286,9.835748238069999e-14,17,0.142848837209,0.000728739324824,0.0714206061936
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425892817456000.0,971419.716266,-425892817456000.0,-425892816769000.0,-425892818143000.0,-425892818074000.0,-425892816838000.0,2.0,943656265150.0,0.0714285714286,9.835748238069999e-14,81,0.142848837209,0.00145757191396,0.142850352821
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425892852539000.0,480465.666982,-425892852539000.0,-425892852199000.0,-425892852879000.0,-425892852845000.0,-425892852233000.0,2.0,230847257148.0,0.0714285714286,9.835748238069999e-14,145,0.142848837209,0.00145766517826,0.142859493254
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425892893886000.0,5236138.04486,-425892893886000.0,-425892890184000.0,-425892897589000.0,-425892897219000.0,-425892890554000.0,2.0,27417141624800.0,0.0714285714286,9.835748238069999e-14,209,0.142848837209,0.00145766517826,0.142859493254
960.0,-47.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425918542547000.0,8202469.4651,-425918542547000.0,-425918536747000.0,-425918548347000.0,-425918547767000.0,-425918537327000.0,2.0,67280505325900.0,0.142857142857,9.835748238069999e-14,62,0.0714534883721,0.000729035922026,0.0714206061936
960.0,-47.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425918583816000.0,7304296.37704,-425918583816000.0,-425918578651000.0,-425918588981000.0,-425918588464000.0,-425918579168000.0,2.0,53352745563600.0,0.142857142857,9.835748238069999e-14,126,0.0714534883721,0.00145816514632,0.142850352821
960.0,-47.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425918609430000.0,9605354.20457,-425918609430000.0,-425918602638000.0,-425918616222000.0,-425918615543000.0,-425918603317000.0,2.0,92262829395200.0,0.142857142857,9.835748238069999e-14,190,0.0714534883721,0.00145825844858,0.142859493254
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425942931200000.0,1571373.56876,-425942931200000.0,-425942930089000.0,-425942932311000.0,-425942932200000.0,-425942930200000.0,2.0,2469214892610.0,0.142857142857,9.835748238069999e-14,44,0.142848837209,0.00145747864965,0.0714206061936
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425942964914000.0,8526705.19208,-425942964914000.0,-425942958885000.0,-425942970943000.0,-425942970340000.0,-425942959488000.0,2.0,72704701432700.0,0.142857142857,9.835748238069999e-14,108,0.142848837209,0.00291514382791,0.142850352821
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425943006724000.0,8214627.81265,-425943006724000.0,-425943000915000.0,-425943012532000.0,-425943011951000.0,-425943001496000.0,2.0,67480110100400.0,0.142857142857,9.835748238069999e-14,172,0.142848837209,0.00291533035653,0.142859493254
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425943044488000.0,4450101.22053,-425943044488000.0,-425943041342000.0,-425943047635000.0,-425943047320000.0,-425943041656000.0,2.0,19803400872900.0,0.142857142857,9.835748238069999e-14,236,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425967282086000.0,1231205.31179,-425967282086000.0,-425967281215000.0,-425967282956000.0,-425967282869000.0,-425967281302000.0,2.0,1515866519780.0,0.142857142857,9.835748238069999e-14,26,0.142848837209,0.00145747864965,0.0714206061936
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425967311499000.0,7070259.32365,-425967311499000.0,-425967306500000.0,-425967316499000.0,-425967315999000.0,-425967307000000.0,2.0,49988566903700.0,0.142857142857,9.835748238069999e-14,90,0.142848837209,0.00291514382791,0.142850352821
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425967353393000.0,4390555.80268,-425967353393000.0,-425967350288000.0,-425967356497000.0,-425967356187000.0,-425967350599000.0,2.0,19276980256400.0,0.142857142857,9.835748238069999e-14,154,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425967391355000.0,116195.366013,-425967391355000.0,-425967391273000.0,-425967391437000.0,-425967391429000.0,-425967391281000.0,2.0,13501363082.8,0.142857142857,9.835748238069999e-14,218,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638802131688000.0,4154015.19353,-638802131688000.0,-638802128751000.0,-638802134625000.0,-638802134331000.0,-638802129044000.0,2.0,17255842228100.0,0.142857142857,9.835748238069999e-14,52,0.142848837209,0.00145747864965,0.0714206061936
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638802166068000.0,9585473.2345,-638802166068000.0,-638802159290000.0,-638802172846000.0,-638802172168000.0,-638802159968000.0,2.0,91881297129400.0,0.142857142857,9.835748238069999e-14,116,0.142848837209,0.00291514382791,0.142850352821
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638802198135000.0,5243446.47958,-638802198135000.0,-638802194427000.0,-638802201842000.0,-638802201471000.0,-638802194798000.0,2.0,27493730984200.0,0.142857142857,9.835748238069999e-14,180,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638802229490000.0,3538564.74237,-638802229490000.0,-638802226988000.0,-638802231993000.0,-638802231742000.0,-638802227239000.0,2.0,12521440436000.0,0.142857142857,9.835748238069999e-14,244,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638826485297000.0,6550682.38736,-638826485297000.0,-638826480665000.0,-638826489929000.0,-638826489466000.0,-638826481128000.0,2.0,42911439740000.0,0.142857142857,9.835748238069999e-14,34,0.142848837209,0.00145747864965,0.0714206061936
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638826516844000.0,5225467.3174,-638826516844000.0,-638826513149000.0,-638826520539000.0,-638826520170000.0,-638826513519000.0,2.0,27305508685200.0,0.142857142857,9.835748238069999e-14,98,0.142848837209,0.00291514382791,0.142850352821
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638826548636000.0,3983152.47419,-638826548636000.0,-638826545820000.0,-638826551453000.0,-638826551171000.0,-638826546101000.0,2.0,15865503632600.0,0.142857142857,9.835748238069999e-14,162,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638826593794000.0,3287637.20608,-638826593794000.0,-638826591470000.0,-638826596119000.0,-638826595887000.0,-638826591702000.0,2.0,10808558398800.0,0.142857142857,9.835748238069999e-14,226,0.142848837209,0.00291533035653,0.142859493254
960.0,-47.0,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638876593719000.0,12113446.6221,-638876593719000.0,-638876585154000.0,-638876602285000.0,-638876601428000.0,-638876586010000.0,2.0,146735589066000.0,0.142857142857,9.835748238069999e-14,61,0.0714534883721,0.000729035922026,0.0714206061936
960.0,-47.0,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638876630884000.0,12669525.1175,-638876630884000.0,-638876621925000.0,-638876639842000.0,-638876638946000.0,-638876622821000.0,2.0,160516866703000.0,0.142857142857,9.835748238069999e-14,125,0.0714534883721,0.00145816514632,0.142850352821
960.0,-47.0,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638876676912000.0,8463422.93587,-638876676912000.0,-638876670927000.0,-638876682896000.0,-638876682298000.0,-638876671525000.0,2.0,71629527791300.0,0.142857142857,9.835748238069999e-14,189,0.0714534883721,0.00145825844858,0.142859493254
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638900972971000.0,7075005.95469,-638900972971000.0,-638900967968000.0,-638900977974000.0,-638900977474000.0,-638900968469000.0,2.0,50055709259000.0,0.142857142857,9.835748238069999e-14,43,0.142848837209,0.00145747864965,0.0714206061936
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638901008098000.0,7395177.80642,-638901008098000.0,-638901002869000.0,-638901013327000.0,-638901012804000.0,-638901003392000.0,2.0,54688654788600.0,0.142857142857,9.835748238069999e-14,107,0.142848837209,0.00291514382791,0.142850352821
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638901040277000.0,3177734.25073,-638901040277000.0,-638901038030000.0,-638901042524000.0,-638901042300000.0,-638901038255000.0,2.0,10097994968300.0,0.142857142857,9.835748238069999e-14,171,0.142848837209,0.00291533035653,0.142859493254
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638901085027000.0,5681927.99079,-638901085027000.0,-638901081010000.0,-638901089045000.0,-638901088643000.0,-638901081411000.0,2.0,32284305692500.0,0.142857142857,9.835748238069999e-14,235,0.142848837209,0.00291533035653,0.142859493254
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638925322212000.0,4745343.22718,-638925322212000.0,-638925318856000.0,-638925325567000.0,-638925325231000.0,-638925319192000.0,2.0,22518282343800.0,0.0714285714286,9.835748238069999e-14,25,0.142848837209,0.000728739324824,0.0714206061936
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638925353027000.0,1795898.48915,-638925353027000.0,-638925351757000.0,-638925354297000.0,-638925354170000.0,-638925351884000.0,2.0,3225251383330.0,0.0714285714286,9.835748238069999e-14,89,0.142848837209,0.00145757191396,0.142850352821
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638925394496000.0,2807855.002,-638925394496000.0,-638925392510000.0,-638925396481000.0,-638925396283000.0,-638925392709000.0,2.0,7884049712230.0,0.0714285714286,9.835748238069999e-14,153,0.142848837209,0.00145766517826,0.142859493254
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-638925436804000.0,1811051.25714,-638925436804000.0,-638925435524000.0,-638925438085000.0,-638925437957000.0,-638925435652000.0,2.0,3279906655990.0,0.0714285714286,9.835748238069999e-14,217,0.142848837209,0.00145766517826,0.142859493254
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851760171559000.0,7435029.6375,-851760171559000.0,-851760166302000.0,-851760176817000.0,-851760176291000.0,-851760166828000.0,2.0,55279665710500.0,0.142857142857,9.835748238069999e-14,51,0.142848837209,0.00145747864965,0.0714206061936
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851760212511000.0,1552778.73754,-851760212511000.0,-851760211413000.0,-851760213609000.0,-851760213499000.0,-851760211523000.0,2.0,2411121807770.0,0.142857142857,9.835748238069999e-14,115,0.142848837209,0.00291514382791,0.142850352821
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851760254072000.0,12802902.7806,-851760254072000.0,-851760245019000.0,-851760263125000.0,-851760262220000.0,-851760245924000.0,2.0,163914319608000.0,0.142857142857,9.835748238069999e-14,179,0.142848837209,0.00291533035653,0.142859493254
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851760285520000.0,4095669.6917,-851760285520000.0,-851760282624000.0,-851760288416000.0,-851760288126000.0,-851760282913000.0,2.0,16774510223500.0,0.142857142857,9.835748238069999e-14,243,0.142848837209,0.00291533035653,0.142859493254
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851784522986000.0,3825266.31333,-851784522986000.0,-851784520281000.0,-851784525690000.0,-851784525420000.0,-851784520551000.0,2.0,14632662367900.0,0.0714285714286,9.835748238069999e-14,33,0.142848837209,0.000728739324824,0.0714206061936
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851784563461000.0,2722532.75774,-851784563461000.0,-851784561536000.0,-851784565386000.0,-851784565194000.0,-851784561728000.0,2.0,7412184616960.0,0.0714285714286,9.835748238069999e-14,97,0.142848837209,0.00145757191396,0.142850352821
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851784590540000.0,3399933.98305,-851784590540000.0,-851784588136000.0,-851784592945000.0,-851784592704000.0,-851784588377000.0,2.0,11559551089100.0,0.0714285714286,9.835748238069999e-14,161,0.142848837209,0.00145766517826,0.142859493254
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851784637879000.0,4558291.47486,-851784637879000.0,-851784634656000.0,-851784641103000.0,-851784640780000.0,-851784634978000.0,2.0,20778021169800.0,0.0714285714286,9.835748238069999e-14,225,0.142848837209,0.00145766517826,0.142859493254
960.0,-47.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851834650692000.0,1507162.66037,-851834650692000.0,-851834649627000.0,-851834651758000.0,-851834651652000.0,-851834649733000.0,2.0,2271539284820.0,0.142857142857,9.835748238069999e-14,60,0.0714534883721,0.000729035922026,0.0714206061936
960.0,-47.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-851834691084000.0,1048166.21367,-851834691084000.0,-851834690342000.0,-851834691825000.0,-851834691751000.0,-851834690417000.0,2.0,1098652411490.0,0.142857142857,9.835748238069999e-14,124,0.0714534883721,0.00145816514632,0.142850352821
