smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,24100946.3529,2942342.23227,24100946.3529,26181496.4979,22020396.2079,22228451.2224,25973441.4834,2.0,8657377811780.0,19,1.83230531396e-13,0.25,0.00779801591193,0.124995105963,0.249546279492
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,19585208.0325,2961175.16778,19585208.0325,21679075.0739,17491340.9911,17700727.6952,21469688.3698,2.0,8768558374260.0,88,1.83230531396e-13,0.249963898917,0.0155946083013,0.250003495741,0.249546279492
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-10054659.8078,3161796.75664,-10054659.8078,-7818931.88042,-12290387.7351,-12066814.9424,-8042504.67315,2.0,9996958730310.0,58,1.83230531396e-13,0.249963898917,0.0156513159678,0.250003495741,0.250453720508
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-51350213.2538,1270299.91342,-51350213.2538,-50451975.5709,-52248450.9368,-52158627.1685,-50541799.3392,2.0,1613661870040.0,113,1.83230531396e-13,0.249963898917,0.00779728234506,0.125001398296,0.249546279492
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-53764544.0329,58968.4092875,-53764544.0329,-53722847.0708,-53806240.995,-53802071.2988,-53727016.7671,2.0,3477273293.9,44,1.83230531396e-13,0.25,0.015596424381,0.249996504259,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-62856076.1856,170018.247549,-62856076.1856,-62735855.1298,-62976297.2414,-62964275.1358,-62747877.2354,2.0,28906204499.6,28,1.83230531396e-13,0.249963898917,0.0078254391352,0.249996504259,0.125226860254
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-79234944.2765,2852023.43717,-79234944.2765,-77218259.1639,-81251629.389,-81049960.8777,-77419927.6752,2.0,8134037686190.0,3,1.83230531396e-13,0.249963898917,0.00391262108568,0.124995105963,0.125226860254
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-85344955.3121,1401256.23097,-85344955.3121,-84354117.529,-86335793.0952,-86236709.3169,-84453201.3073,2.0,1963519024840.0,83,1.83230531396e-13,0.249963898917,0.0156513159678,0.250003495741,0.250453720508
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-126086504.793,1899218.40938,-126086504.793,-124743554.577,-127429455.009,-127295159.988,-124877849.598,2.0,3607030566550.0,69,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-139595045.771,1942276.17571,-139595045.771,-138221649.117,-140968442.426,-140831102.761,-138358988.782,2.0,3772436742750.0,53,1.83230531396e-13,0.249963898917,0.00782565798392,0.250003495741,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143203371.541,9630855.03536,-143203371.541,-136393328.637,-150013414.445,-149332410.155,-137074332.927,2.0,92753368712100.0,14,1.83230531396e-13,0.25,0.00779801591193,0.124995105963,0.249546279492
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-161844917.555,829581.842993,-161844917.555,-161258314.609,-162431520.502,-162372860.208,-161316974.903,2.0,688206034224.0,108,1.83230531396e-13,0.249963898917,0.00782563609905,0.125001398296,0.250453720508
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-165399065.007,32099.6336238,-165399065.007,-165376367.139,-165421762.876,-165419493.089,-165378636.926,2.0,1030386478.78,39,1.83230531396e-13,0.25,0.015596424381,0.249996504259,0.249546279492
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175038322.471,5030538.30053,-175038322.471,-171481194.726,-178595450.216,-178239737.442,-171836907.5,2.0,25306315593100.0,25,1.83230531396e-13,0.125018050542,0.00195687562387,0.124995105963,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200930594.601,197899.148935,-200930594.601,-200790658.771,-201070530.432,-201056536.849,-200804652.354,2.0,39164073149.3,94,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-210777261.1,497038.945737,-210777261.1,-210425801.491,-211128720.709,-211093574.748,-210460947.452,2.0,247047713579.0,78,1.83230531396e-13,0.249963898917,0.00782565798392,0.250003495741,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-238328409.814,3262045.6606,-238328409.814,-236021795.207,-240635024.421,-240404362.961,-236252456.668,2.0,10640941891900.0,64,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245624802.705,6083305.29858,-245624802.705,-241323256.276,-249926349.134,-249496194.491,-241753410.919,2.0,37006603355700.0,50,1.83230531396e-13,0.125018050542,0.00391384975812,0.249996504259,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-272534998.842,1262289.58429,-272534998.842,-271642425.318,-273427572.367,-273338315.015,-271731682.67,2.0,1593374994610.0,119,1.83230531396e-13,0.25,0.00779840846903,0.125001398296,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-285119598.513,385993.376404,-285119598.513,-284846659.979,-285392537.047,-285365243.194,-284873953.832,2.0,148990886628.0,103,1.83230531396e-13,0.249963898917,0.00391281804952,0.125001398296,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-304682771.94,443306.896111,-304682771.94,-304369306.628,-304996237.252,-304964890.721,-304400653.159,2.0,196521004140.0,34,1.83230531396e-13,0.25,0.0156531386514,0.249996504259,0.250453720508
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-306180884.462,5567015.43399,-306180884.462,-302244410.098,-310117358.827,-309723711.39,-302638057.534,2.0,30991660842200.0,9,1.83230531396e-13,0.25,0.00782637233343,0.124995105963,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-312532911.405,4794468.49847,-312532911.405,-309142710.218,-315923112.593,-315584092.474,-309481730.337,2.0,22986928182800.0,75,1.83230531396e-13,0.125018050542,0.00391395921408,0.250003495741,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-317829206.649,4298575.83109,-317829206.649,-314789654.529,-320868758.768,-320564803.556,-315093609.741,2.0,18477754175700.0,89,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-341592497.432,2474163.91692,-341592497.432,-339842999.348,-343341995.515,-343167045.707,-340017949.157,2.0,6121487087790.0,20,1.83230531396e-13,0.125018050542,0.00389957098961,0.124995105963,0.249546279492
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-377746206.816,13996.6005439,-377746206.816,-377736309.725,-377756103.907,-377755114.198,-377737299.434,2.0,195904826.787,59,1.83230531396e-13,0.25,0.0156535764121,0.250003495741,0.250453720508
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-380516154.088,10772580.2426,-380516154.088,-372898789.548,-388133518.629,-387371782.175,-373660526.002,2.0,116048485083000.0,45,1.83230531396e-13,0.125018050542,0.0077993382861,0.249996504259,0.249546279492
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-393154186.382,8906870.09043,-393154186.382,-386856078.142,-399452294.622,-398822483.798,-387485888.966,2.0,79332334807800.0,100,1.83230531396e-13,0.125018050542,0.00391395921408,0.250003495741,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-394880484.315,2865662.69578,-394880484.315,-392854154.79,-396906813.84,-396704180.887,-393056787.743,2.0,8212022685990.0,114,1.83230531396e-13,0.25,0.00779840846903,0.125001398296,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-451620147.645,2026887.79812,-451620147.645,-450186921.538,-453053373.752,-452910051.141,-450330244.149,2.0,4108274146180.0,29,1.83230531396e-13,0.25,0.00782656932572,0.249996504259,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-454857529.522,1196457.40109,-454857529.522,-454011506.381,-455703552.664,-455618950.35,-454096108.695,2.0,1431510312630.0,84,1.83230531396e-13,0.25,0.0156535764121,0.250003495741,0.250453720508
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-459269270.77,288780.710009,-459269270.77,-459065071.972,-459473469.569,-459453049.689,-459085491.852,2.0,83394298473.4,70,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-465451654.712,2715579.47643,-465451654.712,-463531450.049,-467371859.375,-467179838.908,-463723470.516,2.0,7374371892820.0,4,1.83230531396e-13,0.25,0.00391318616671,0.124995105963,0.125226860254
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-467584566.524,6263390.5347,-467584566.524,-463155680.604,-472013452.444,-471570563.852,-463598569.196,2.0,39230060990200.0,125,1.83230531396e-13,0.125018050542,0.00195697413424,0.125001398296,0.125226860254
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-506207347.229,1887378.14274,-506207347.229,-504872769.346,-507541925.112,-507408467.324,-505006227.134,2.0,3562196253700.0,15,1.83230531396e-13,0.125018050542,0.00389957098961,0.124995105963,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-524495146.181,29640.2494653,-524495146.181,-524474187.359,-524516105.002,-524514009.12,-524476283.242,2.0,878544388.366,54,1.83230531396e-13,0.25,0.00782678820604,0.250003495741,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-524862633.569,1944072.59365,-524862633.569,-523487966.655,-526237300.483,-526099833.792,-523625433.346,2.0,3779418249380.0,109,1.83230531396e-13,0.25,0.00782676631801,0.125001398296,0.250453720508
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-533179649.445,798349.918765,-533179649.445,-532615130.804,-533744168.086,-533687716.222,-532671582.668,2.0,637362592792.0,95,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-540316430.163,55336.1564279,-540316430.163,-540277301.592,-540355558.734,-540351645.877,-540281214.449,2.0,3062090208.22,40,1.83230531396e-13,0.125018050542,0.0077993382861,0.249996504259,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-599664295.886,1166815.28707,-599664295.886,-598839232.884,-600489358.888,-600406852.588,-598921739.185,2.0,1361457914130.0,79,1.83230531396e-13,0.25,0.00782678820604,0.250003495741,0.125226860254
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-609732213.455,5467933.53061,-609732213.455,-605865800.576,-613598626.333,-613211985.045,-606252441.864,2.0,29898297095200.0,120,1.83230531396e-13,0.125018050542,0.0038997672965,0.125001398296,0.249546279492
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-611006426.93,334749.473614,-611006426.93,-610769723.308,-611243130.553,-611219460.191,-610793393.67,2.0,112057210085.0,65,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-668617437.167,1570846.53905,-668617437.167,-667506680.927,-669728193.407,-669617117.783,-667617756.551,2.0,2467558849230.0,10,1.83230531396e-13,0.125018050542,0.00391375124775,0.124995105963,0.250453720508
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-674079020.916,1335579.90361,-674079020.916,-673134623.309,-675023418.522,-674928978.762,-673229063.07,2.0,1783773678920.0,104,1.83230531396e-13,0.25,0.003913383159,0.125001398296,0.125226860254
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-681290310.422,2245734.96699,-681290310.422,-679702335.998,-682878284.846,-682719487.404,-679861133.441,2.0,5043325541980.0,90,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-684499877.985,9387703.63074,-684499877.985,-677861769.088,-691137986.882,-690474175.993,-678525579.978,2.0,88128979458500.0,35,1.83230531396e-13,0.125018050542,0.00782769951624,0.249996504259,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-758760473.292,7064429.92327,-758760473.292,-753765166.988,-763755779.596,-763256248.965,-754264697.618,2.0,49906170140800.0,60,1.83230531396e-13,0.125018050542,0.00782791842816,0.250003495741,0.250453720508
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-761718408.727,6057039.78196,-761718408.727,-757435434.824,-766001382.631,-765573085.241,-757863732.214,2.0,36687730920200.0,115,1.83230531396e-13,0.125018050542,0.0038997672965,0.125001398296,0.249546279492
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-831565089.116,3609361.93402,-831565089.116,-829012884.817,-834117293.415,-833862072.986,-829268105.247,2.0,13027493570700.0,5,1.83230531396e-13,0.125018050542,0.00195687562387,0.124995105963,0.125226860254
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-839718444.106,552980.352579,-839718444.106,-839327427.949,-840109460.263,-840070358.647,-839366529.564,2.0,305787270338.0,85,1.83230531396e-13,0.125018050542,0.00782791842816,0.250003495741,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-843698491.458,5961769.13665,-843698491.458,-839482884.073,-847914098.842,-847492538.104,-839904444.812,2.0,35542691238700.0,30,1.83230531396e-13,0.125018050542,0.00391384975812,0.249996504259,0.125226860254
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-915107915.643,5154457.10921,-915107915.643,-911463164.068,-918752667.218,-918388192.061,-911827639.225,2.0,26568428090700.0,110,1.83230531396e-13,0.125018050542,0.00391394826849,0.125001398296,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-916281859.701,3707041.21513,-916281859.701,-913660585.72,-918903133.682,-918641006.284,-913922713.118,2.0,13742154570700.0,55,1.83230531396e-13,0.125018050542,0.00391395921408,0.250003495741,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-997602308.73,6293020.30557,-997602308.73,-993152471.398,-1002052146.06,-1001607162.33,-993597455.131,2.0,39602104566400.0,80,1.83230531396e-13,0.125018050542,0.00391395921408,0.250003495741,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1073850764.23,8422206.65507,-1073850764.23,-1067895364.79,-1079806163.67,-1079210623.72,-1068490904.73,2.0,70933564940700.0,105,1.83230531396e-13,0.125018050542,0.00195697413424,0.125001398296,0.125226860254
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-16870128097.2,286984.885804,-16870128097.2,-16869925168.2,-16870331026.1,-16870310733.2,-16869945461.1,2.0,82360324679.8,1,1.83230531396e-13,0.125018050542,0.00195687562387,0.124995105963,0.125226860254
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-320762474308.0,1803283.21656,-320762474308.0,-320761199194.0,-320763749421.0,-320763621910.0,-320761326705.0,2.0,3251830359140.0,7,1.83230531396e-13,0.25,0.00782637233343,0.124995105963,0.250453720508
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-686113121950.0,434271.690564,-686113121950.0,-686112814874.0,-686113429026.0,-686113398319.0,-686112845581.0,2.0,188591901226.0,13,1.83230531396e-13,0.249963898917,0.00779688984465,0.124995105963,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194931762244000.0,5766036.19899,-194931762244000.0,-194931758167000.0,-194931766322000.0,-194931765914000.0,-194931758575000.0,2.0,33247173448100.0,118,1.83230531396e-13,0.249963898917,0.00779728234506,0.125001398296,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195297093472000.0,1947236.9959,-195297093472000.0,-195297092095000.0,-195297094849000.0,-195297094711000.0,-195297092232000.0,2.0,3791731918180.0,124,1.83230531396e-13,0.25,0.003913383159,0.125001398296,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807208556000.0,2444675.83308,-195807208556000.0,-195807206828000.0,-195807210285000.0,-195807210112000.0,-195807207000000.0,2.0,5976439928850.0,106,1.83230531396e-13,0.125018050542,0.00391394826849,0.125001398296,0.250453720508
