smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111097888000.0,2263603.28731,-196111097888000.0,-196111096288000.0,-196111099489000.0,-196111099329000.0,-196111096448000.0,2.0,5123899842330.0,112,1.83230531396e-13,0.25,0.00779840846903,0.125001398296,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199275823319000.0,2874028.9272,-199275823319000.0,-199275821287000.0,-199275825351000.0,-199275825148000.0,-199275821490000.0,2.0,8260042274390.0,93,1.83230531396e-13,0.249963898917,0.0155946083013,0.250003495741,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641156120000.0,2001632.35618,-199641156120000.0,-199641154705000.0,-199641157536000.0,-199641157394000.0,-199641154846000.0,2.0,4006532089320.0,99,1.83230531396e-13,0.25,0.00782678820604,0.250003495741,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151266639000.0,2200895.66584,-200151266639000.0,-200151265082000.0,-200151268195000.0,-200151268039000.0,-200151265238000.0,2.0,4843941731920.0,81,1.83230531396e-13,0.125018050542,0.00782791842816,0.250003495741,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455154051000.0,3879629.54445,-200455154051000.0,-200455151307000.0,-200455156794000.0,-200455156520000.0,-200455151582000.0,2.0,15051525402200.0,87,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203619900776000.0,1051625.31376,-203619900776000.0,-203619900032000.0,-203619901519000.0,-203619901445000.0,-203619900107000.0,2.0,1105915800530.0,68,1.83230531396e-13,0.249963898917,0.0155946083013,0.250003495741,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985233210000.0,5584348.6692,-203985233210000.0,-203985229261000.0,-203985237158000.0,-203985236763000.0,-203985229656000.0,2.0,31184950059200.0,74,1.83230531396e-13,0.25,0.00782678820604,0.250003495741,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495347367000.0,413749.9654,-204495347367000.0,-204495347074000.0,-204495347659000.0,-204495347630000.0,-204495347104000.0,2.0,171189033868.0,56,1.83230531396e-13,0.125018050542,0.00782791842816,0.250003495741,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799235681000.0,941825.529706,-204799235681000.0,-204799235015000.0,-204799236347000.0,-204799236281000.0,-204799235082000.0,2.0,887035328407.0,62,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207963957319000.0,4348777.48127,-207963957319000.0,-207963954244000.0,-207963960394000.0,-207963960087000.0,-207963954552000.0,2.0,18911865581600.0,43,1.83230531396e-13,0.249963898917,0.0155941721897,0.249996504259,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329296328000.0,1025515.1086,-208329296328000.0,-208329295603000.0,-208329297053000.0,-208329296981000.0,-208329295675000.0,2.0,1051681237970.0,49,1.83230531396e-13,0.25,0.00782656932572,0.249996504259,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839404347000.0,2856002.60983,-208839404347000.0,-208839402328000.0,-208839406367000.0,-208839406165000.0,-208839402530000.0,2.0,8156750907380.0,31,1.83230531396e-13,0.125018050542,0.00782769951624,0.249996504259,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143295914000.0,4241302.42124,-209143295914000.0,-209143292915000.0,-209143298913000.0,-209143298613000.0,-209143293215000.0,2.0,17988646228500.0,37,1.83230531396e-13,0.25,0.015596424381,0.249996504259,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212307795301000.0,5577118.193,-212307795301000.0,-212307791357000.0,-212307799244000.0,-212307798850000.0,-212307791751000.0,2.0,31104247338700.0,18,1.83230531396e-13,0.249963898917,0.00779688984465,0.124995105963,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673129597000.0,6554105.82274,-212673129597000.0,-212673124963000.0,-212673134232000.0,-212673133768000.0,-212673125426000.0,2.0,42956303135700.0,24,1.83230531396e-13,0.25,0.00391318616671,0.124995105963,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183241247000.0,879182.475922,-213183241247000.0,-213183240626000.0,-213183241869000.0,-213183241807000.0,-213183240688000.0,2.0,772961825969.0,6,1.83230531396e-13,0.125018050542,0.00391375124775,0.124995105963,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487133389000.0,3576142.60643,-213487133389000.0,-213487130860000.0,-213487135918000.0,-213487135665000.0,-213487131113000.0,2.0,12788795941600.0,12,1.83230531396e-13,0.25,0.00779801591193,0.124995105963,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407732777230000.0,355725.269072,-407732777230000.0,-407732776978000.0,-407732777482000.0,-407732777456000.0,-407732777004000.0,2.0,126540467056.0,117,1.83230531396e-13,0.25,0.00779840846903,0.125001398296,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098123282000.0,5486496.58117,-408098123282000.0,-408098119403000.0,-408098127162000.0,-408098126774000.0,-408098119791000.0,2.0,30101644735200.0,123,1.83230531396e-13,0.249963898917,0.00391281804952,0.125001398296,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973578711000.0,2418668.2026,-408973578711000.0,-408973577001000.0,-408973580421000.0,-408973580250000.0,-408973577172000.0,2.0,5849955874280.0,111,1.83230531396e-13,0.125018050542,0.0038997672965,0.125001398296,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412076837764000.0,1182777.29192,-412076837764000.0,-412076836928000.0,-412076838601000.0,-412076838517000.0,-412076837012000.0,2.0,1398962122280.0,92,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442182421000.0,3695472.70939,-412442182421000.0,-412442179808000.0,-412442185034000.0,-412442184773000.0,-412442180069000.0,2.0,13656518545900.0,98,1.83230531396e-13,0.249963898917,0.00782565798392,0.250003495741,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413317635706000.0,2038090.73763,-413317635706000.0,-413317634265000.0,-413317637148000.0,-413317637003000.0,-413317634409000.0,2.0,4153813854800.0,86,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416420918410000.0,1799210.31215,-416420918410000.0,-416420917138000.0,-416420919682000.0,-416420919555000.0,-416420917265000.0,2.0,3237157747340.0,67,1.83230531396e-13,0.25,0.0155968605555,0.250003495741,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786262788000.0,3417422.72248,-416786262788000.0,-416786260371000.0,-416786265204000.0,-416786264963000.0,-416786260613000.0,2.0,11678778064200.0,73,1.83230531396e-13,0.249963898917,0.00782565798392,0.250003495741,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417661718868000.0,2207213.39977,-417661718868000.0,-417661717307000.0,-417661720429000.0,-417661720273000.0,-417661717463000.0,2.0,4871790992100.0,61,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420764977349000.0,12544.5604342,-420764977349000.0,-420764977340000.0,-420764977358000.0,-420764977357000.0,-420764977341000.0,2.0,157365996.488,42,1.83230531396e-13,0.25,0.015596424381,0.249996504259,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130321374000.0,1959510.57975,-421130321374000.0,-421130319988000.0,-421130322759000.0,-421130322621000.0,-421130320127000.0,2.0,3839681712160.0,48,1.83230531396e-13,0.249963898917,0.0078254391352,0.249996504259,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422005772017000.0,4205974.2837,-422005772017000.0,-422005769043000.0,-422005774991000.0,-422005774694000.0,-422005769340000.0,2.0,17690219675100.0,36,1.83230531396e-13,0.125018050542,0.0077993382861,0.249996504259,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425108815530000.0,5169988.16129,-425108815530000.0,-425108811874000.0,-425108819186000.0,-425108818820000.0,-425108812240000.0,2.0,26728777587800.0,17,1.83230531396e-13,0.25,0.00779801591193,0.124995105963,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474157093000.0,5199847.68967,-425474157093000.0,-425474153416000.0,-425474160770000.0,-425474160402000.0,-425474153784000.0,2.0,27038415995700.0,23,1.83230531396e-13,0.249963898917,0.00391262108568,0.124995105963,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426349614140000.0,2603937.60389,-426349614140000.0,-426349612299000.0,-426349615981000.0,-426349615797000.0,-426349612483000.0,2.0,6780491044970.0,11,1.83230531396e-13,0.125018050542,0.00389957098961,0.124995105963,0.249546279492
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595262717000.0,2860032.49977,-620595262717000.0,-620595260694000.0,-620595264739000.0,-620595264537000.0,-620595260896000.0,2.0,8179785899730.0,116,1.83230531396e-13,0.125018050542,0.0038997672965,0.125001398296,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899146882000.0,735718.973204,-620899146882000.0,-620899146362000.0,-620899147403000.0,-620899147351000.0,-620899146414000.0,2.0,541282407532.0,122,1.83230531396e-13,0.25,0.003913383159,0.125001398296,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939319217000.0,4809453.94738,-624939319217000.0,-624939315816000.0,-624939322617000.0,-624939322277000.0,-624939316156000.0,2.0,23130847272000.0,91,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243207363000.0,2392243.97574,-625243207363000.0,-625243205672000.0,-625243209055000.0,-625243208886000.0,-625243205841000.0,2.0,5722831239480.0,97,1.83230531396e-13,0.25,0.00782678820604,0.250003495741,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283400494000.0,1835973.05887,-629283400494000.0,-629283399196000.0,-629283401793000.0,-629283401663000.0,-629283399326000.0,2.0,3370797072880.0,66,1.83230531396e-13,0.125018050542,0.00779955640487,0.250003495741,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587282689000.0,4412661.33068,-629587282689000.0,-629587279568000.0,-629587285809000.0,-629587285497000.0,-629587279880000.0,2.0,19471580019200.0,72,1.83230531396e-13,0.25,0.00782678820604,0.250003495741,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627453498000.0,6547135.0978,-633627453498000.0,-633627448868000.0,-633627458127000.0,-633627457665000.0,-633627449331000.0,2.0,42864977988900.0,41,1.83230531396e-13,0.125018050542,0.0077993382861,0.249996504259,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931346139000.0,588576.681165,-633931346139000.0,-633931345723000.0,-633931346555000.0,-633931346513000.0,-633931345764000.0,2.0,346422509611.0,47,1.83230531396e-13,0.25,0.00782656932572,0.249996504259,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971292096000.0,1077014.13742,-637971292096000.0,-637971291334000.0,-637971292857000.0,-637971292781000.0,-637971291410000.0,2.0,1159959452190.0,16,1.83230531396e-13,0.125018050542,0.00389957098961,0.124995105963,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275178035000.0,10843510.5086,-638275178035000.0,-638275170368000.0,-638275185703000.0,-638275184936000.0,-638275171135000.0,2.0,117581720150000.0,22,1.83230531396e-13,0.25,0.00391318616671,0.124995105963,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833761619593000.0,2239599.86262,-833761619593000.0,-833761618010000.0,-833761621177000.0,-833761621019000.0,-833761618168000.0,2.0,5015807544630.0,121,1.83230531396e-13,0.125018050542,0.00195697413424,0.125001398296,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838105684762000.0,3432048.03301,-838105684762000.0,-838105682336000.0,-838105687189000.0,-838105686947000.0,-838105682578000.0,2.0,11778953700900.0,96,1.83230531396e-13,0.125018050542,0.00391395921408,0.250003495741,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842449758485000.0,583586.982164,-842449758485000.0,-842449758072000.0,-842449758898000.0,-842449758856000.0,-842449758114000.0,2.0,340573765751.0,71,1.83230531396e-13,0.125018050542,0.00391395921408,0.250003495741,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846793817781000.0,1995249.56844,-846793817781000.0,-846793816371000.0,-846793819192000.0,-846793819051000.0,-846793816512000.0,2.0,3981020840340.0,46,1.83230531396e-13,0.125018050542,0.00391384975812,0.249996504259,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851137654484000.0,2486227.74774,-851137654484000.0,-851137652726000.0,-851137656242000.0,-851137656066000.0,-851137652902000.0,2.0,6181328413620.0,21,1.83230531396e-13,0.125018050542,0.00195687562387,0.124995105963,0.125226860254
