smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-825076156.944,27211181.5468,-825076156.944,-805834945.948,-844317367.94,-842393246.84,-807759067.048,2.0,740448401171000.0,0.166693548387,0.00231521008022,0.0833344030397,0.166666104396,70,0.0
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-827612412.391,42111262.5843,-827612412.391,-797835253.053,-857389571.728,-854411855.795,-800812968.987,2.0,1773358436450000.0,0.166693548387,0.00463044235921,0.166668806079,0.166666903412,165,1.83809210519e-14
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-849844046.388,65586255.1527,-849844046.388,-803467560.617,-896220532.16,-891582883.582,-808105209.194,2.0,4301556864960000.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,140,0.0
720.0,-563.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-858031893.906,20755493.1174,-858031893.906,-843355543.976,-872708243.837,-871240608.844,-844823178.969,2.0,430790494546000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,205,1.83809210519e-14
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-877699950.016,23905569.0758,-877699950.016,-860796160.014,-894603740.017,-892913361.017,-862486539.014,2.0,571476232838000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,180,1.83809210519e-14
720.0,-667.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-914261996.558,4636822.96339,-914261996.558,-910983267.597,-917540725.518,-917212852.622,-911311140.493,2.0,21500127193800.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,198,1.83809210519e-14
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-914514551.408,48617119.8328,-914514551.408,-880137056.292,-948892046.523,-945454297.012,-883574805.804,2.0,2363624340840000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,118,1.83809210519e-14
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-923266712.177,61291223.0215,-923266712.177,-879927272.751,-966606151.603,-962272207.66,-884261216.694,2.0,3756614019470000.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,103,1.83809210519e-14
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-927419878.794,1788426.04843,-927419878.794,-926155270.608,-928684486.981,-928558026.162,-926281731.426,2.0,3198467730720.0,0.166693548387,0.00463044235921,0.166668806079,0.166666903412,158,1.83809210519e-14
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955942088.198,72378815.3966,-955942088.198,-904762537.017,-1007121639.38,-1002003684.26,-909880492.135,2.0,5238692918220000.0,0.166693548387,0.00231521008022,0.0833344030397,0.166666104396,63,0.0
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-972930873.575,51311131.0371,-972930873.575,-936648424.868,-1009213322.28,-1005585077.41,-940276669.739,2.0,2632832168310000.0,0.166612903226,0.00462811307034,0.16666559696,0.166666903412,173,1.83809210519e-14
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-989969251.334,1720393.81677,-989969251.334,-988752749.199,-991185753.468,-991064103.254,-988874399.413,2.0,2959754884760.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,133,0.0
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1007388125.45,30619070.6451,-1007388125.45,-985737172.959,-1029039077.93,-1026873982.68,-987902268.208,2.0,937527487171000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,188,1.83809210519e-14
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1027245903.82,23258028.2653,-1027245903.82,-1010799994.32,-1043691813.32,-1042047222.37,-1012444585.27,2.0,540935878788000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,213,1.83809210519e-14
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1044391306.33,2432948.55949,-1044391306.33,-1042670951.91,-1046111660.75,-1045939625.31,-1042842987.35,2.0,5919238693140.0,0.0833064516129,0.00231410109195,0.166668806079,0.166666903412,151,1.83809210519e-14
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064493333.68,1960327.79884,-1064493333.68,-1063107172.6,-1065879494.76,-1065740878.65,-1063245788.71,2.0,3842885078900.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,166,1.83809210519e-14
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1079884287.16,30791087.0817,-1079884287.16,-1058111700.69,-1101656873.64,-1099479614.99,-1060288959.33,2.0,948091043673000.0,0.0833064516129,0.00115704499897,0.0833344030397,0.166666104396,56,0.0
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1086315544.97,15954703.3739,-1086315544.97,-1075033866.02,-1097597223.92,-1096469056.02,-1076162033.92,2.0,254552559749000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,206,1.83809210519e-14
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1088313446.19,22898006.7762,-1088313446.19,-1072122110.32,-1104504782.05,-1102885648.47,-1073741243.91,2.0,524318714325000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,111,1.83809210519e-14
720.0,-667.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,4693279.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1096837359.48,8937680.17823,-1096837359.48,-1090517465.21,-1103157253.74,-1102525264.31,-1091149454.64,2.0,79882126968300.0,0.0833064516129,0.00115705116231,0.0833344030397,0.166666992192,246,1.83809210519e-14
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1103832182.34,33854077.3563,-1103832182.34,-1079893734.67,-1127770630.01,-1125376785.24,-1082287579.44,2.0,1146098553650000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,181,1.83809210519e-14
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1123664590.41,13746642.2004,-1123664590.41,-1113944246.49,-1133384934.33,-1132412899.94,-1114916280.88,2.0,188970171786000.0,0.166612903226,0.00231410109195,0.0833344030397,0.166666903412,126,0.0
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1130990074.17,6572099.30639,-1130990074.17,-1126342898.18,-1135637250.15,-1135172532.55,-1126807615.78,2.0,43192489293100.0,0.0833064516129,0.00115705054598,0.0833344030397,0.166666903412,196,0.0
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1152349289.78,3951635.47247,-1152349289.78,-1149555061.54,-1155143518.02,-1154864095.19,-1149834484.36,2.0,15615422907300.0,0.166612903226,0.00462820464924,0.166668806079,0.166666992192,221,1.83809210519e-14
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1182665118.03,12320991.3452,-1182665118.03,-1173952861.5,-1191377374.56,-1190506148.91,-1174824087.15,2.0,151806827727000.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,199,1.83809210519e-14
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1203409403.25,61420341.9756,-1203409403.25,-1159978662.94,-1246840143.56,-1242497069.53,-1164321736.97,2.0,3772458408400000.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,104,1.83809210519e-14
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1211007992.15,1169957.55596,-1211007992.15,-1210180707.23,-1211835277.07,-1211752548.58,-1210263435.72,2.0,1368800682740.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,159,1.83809210519e-14
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1233707915.33,4753683.66603,-1233707915.33,-1230346553.38,-1237069277.29,-1236733141.09,-1230682689.57,2.0,22597508396700.0,0.166693548387,0.00463044482574,0.166668806079,0.166666992192,214,1.83809210519e-14
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1234187610.06,9587227.97775,-1234187610.06,-1227408416.14,-1240966803.97,-1240288884.58,-1228086335.53,2.0,91914940297300.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,119,0.0
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1235686794.69,74262376.5497,-1235686794.69,-1183175364.65,-1288198224.74,-1282947081.73,-1188426507.65,2.0,5514900570810000.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,189,0.0
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1281485034.4,25708746.2378,-1281485034.4,-1263306205.6,-1299663863.2,-1297845980.32,-1265124088.48,2.0,660939633119000.0,0.166612903226,0.00462811307034,0.16666559696,0.166666903412,174,1.83809210519e-14
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1291639255.98,20773228.0632,-1291639255.98,-1276950365.55,-1306328146.41,-1304859257.37,-1278419254.6,2.0,431527004164000.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,152,1.83809210519e-14
720.0,-667.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,4693279.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1315559995.09,11649451.0723,-1315559995.09,-1307322589.24,-1323797400.94,-1322973660.36,-1308146329.83,2.0,135709710285000.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,247,1.83809210519e-14
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1321799993.25,41594059.0443,-1321799993.25,-1292388552.04,-1351211434.45,-1348270290.33,-1295329696.16,2.0,1730065747780000.0,0.166693548387,0.00463044482574,0.166668806079,0.166666992192,207,1.83809210519e-14
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1324013296.23,7319530.36394,-1324013296.23,-1318837606.67,-1329188985.78,-1328671416.83,-1319355175.63,2.0,53575524748600.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,229,1.83809210519e-14
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1354872469.82,38718151.3669,-1354872469.82,-1327494602.44,-1382250337.21,-1379512550.47,-1330232389.18,2.0,1499095245270000.0,0.166612903226,0.00462811553563,0.16666559696,0.166666992192,222,1.83809210519e-14
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1381282878.37,14601313.5612,-1381282878.37,-1370958190.54,-1391607566.2,-1390575097.42,-1371990659.32,2.0,213198357712000.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,112,0.0
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1392718968.97,3438219.777,-1392718968.97,-1390287780.45,-1395150157.49,-1394907038.63,-1390530899.3,2.0,11821355235000.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,182,0.0
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1411715632.22,31097700.579,-1411715632.22,-1389726237.27,-1433705027.18,-1431506087.69,-1391925176.76,2.0,967066981299000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,167,1.83809210519e-14
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1430868306.65,63940493.6986,-1430868306.65,-1385655549.96,-1476081063.34,-1471559787.67,-1390176825.63,2.0,4088386734430000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,237,1.83809210519e-14
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1434901598.94,5973739.29099,-1434901598.94,-1430677527.38,-1439125670.5,-1438703263.34,-1431099934.53,2.0,35685561116700.0,0.0833064516129,0.00231410232462,0.166668806079,0.166666992192,200,1.83809210519e-14
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1443999174.01,33421261.514,-1443999174.01,-1420366773.36,-1467631574.66,-1465268334.6,-1422730013.42,2.0,1116980721190000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,160,1.83809210519e-14
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1504080325.02,40233275.4746,-1504080325.02,-1475631103.11,-1532529546.94,-1529684624.75,-1478476025.3,2.0,1618716455420000.0,0.0833064516129,0.00115705054598,0.0833344030397,0.166666903412,105,0.0
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1519120921.48,5196227.17699,-1519120921.48,-1515446634.0,-1522795208.95,-1522427780.2,-1515814062.75,2.0,27000776874900.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,215,1.83809210519e-14
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1543780873.38,26902631.4664,-1543780873.38,-1524757840.24,-1562803906.53,-1560901603.21,-1526660143.56,2.0,723751579816000.0,0.166612903226,0.00231410109195,0.0833344030397,0.166666903412,175,0.0
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1552803615.58,13821056.4203,-1552803615.58,-1543030652.86,-1562576578.3,-1561599282.02,-1544007949.13,2.0,191021600573000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,230,1.83809210519e-14
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1591829685.43,20396143.8052,-1591829685.43,-1577407433.84,-1606251937.03,-1604809711.87,-1578849659.0,2.0,416002682122000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,208,1.83809210519e-14
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,4693279.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1603407284.35,4996617.79806,-1603407284.35,-1599874142.02,-1606940426.67,-1606587112.44,-1600227456.25,2.0,24966189419800.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,248,1.83809210519e-14
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1644173025.55,63597427.4286,-1644173025.55,-1599202853.35,-1689143197.75,-1684646180.53,-1603699870.57,2.0,4044632775540000.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,153,1.83809210519e-14
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1645012608.7,42597631.0846,-1645012608.7,-1614891534.9,-1675133682.5,-1672121575.12,-1617903642.28,2.0,1814558174020000.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,168,0.0
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1656331235.13,22083628.0812,-1656331235.13,-1640715751.96,-1671946718.3,-1670385169.98,-1642277300.27,2.0,487686629230000.0,0.0833064516129,0.00115705116231,0.0833344030397,0.166666992192,245,0.0
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1669629874.62,14450620.8457,-1669629874.62,-1659411742.63,-1679848006.62,-1678826193.42,-1660433555.83,2.0,208820442826000.0,0.166693548387,0.00231522241287,0.0833344030397,0.166666992192,238,0.0
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1677822458.08,14778353.1054,-1677822458.08,-1667372584.38,-1688272331.77,-1687227344.4,-1668417571.75,2.0,218399720508000.0,0.166612903226,0.00462811553563,0.16666559696,0.166666992192,223,1.83809210519e-14
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1701875929.75,11214999.6234,-1701875929.75,-1693945727.47,-1709806132.04,-1709013111.81,-1694738747.7,2.0,125776216553000.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,201,1.83809210519e-14
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1795331587.64,4829067.26054,-1795331587.64,-1791916921.43,-1798746253.84,-1798404787.22,-1792258388.05,2.0,23319890606800.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,216,1.83809210519e-14
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1820190813.45,32697750.5023,-1820190813.45,-1797070012.34,-1843311614.56,-1840999534.45,-1799382092.45,2.0,1069142887910000.0,0.166693548387,0.00231522117961,0.0833344030397,0.166666903412,161,0.0
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,4693279.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1823956165.59,27322167.9702,-1823956165.59,-1804636475.34,-1843275855.84,-1841343886.81,-1806568444.36,2.0,746500862589000.0,0.0833064516129,0.00231410232462,0.166668806079,0.166666992192,249,1.83809210519e-14
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1832311074.15,26585911.2305,-1832311074.15,-1813511996.03,-1851110152.26,-1849230244.45,-1815391903.84,2.0,706810675956000.0,0.166693548387,0.00231522241287,0.0833344030397,0.166666992192,231,0.0
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1905097894.8,23878834.7574,-1905097894.8,-1888213008.82,-1921982780.78,-1920294292.19,-1889901497.42,2.0,570198749372000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,209,1.83809210519e-14
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1940232354.12,7485175.18721,-1940232354.12,-1934939535.99,-1945525172.25,-1944995890.44,-1935468817.8,2.0,56027847583300.0,0.0833064516129,0.00115705054598,0.0833344030397,0.166666903412,154,0.0
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2016014881.54,41119762.5579,-2016014881.54,-1986938818.59,-2045090944.48,-2042183338.19,-1989846424.89,2.0,1690834872820000.0,0.166612903226,0.00231410232462,0.0833344030397,0.166666992192,224,0.0
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2032482360.79,3987305.89577,-2032482360.79,-2029662909.75,-2035301811.83,-2035019866.72,-2029944854.85,2.0,15898608306500.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,202,1.83809210519e-14
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2139822894.39,29014768.0851,-2139822894.39,-2119306355.12,-2160339433.66,-2158287779.73,-2121358009.05,2.0,841856767034000.0,0.166693548387,0.00231522241287,0.0833344030397,0.166666992192,217,0.0
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,4693279.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2154627063.93,17499665.2145,-2154627063.93,-2142252931.99,-2167001195.87,-2165763782.68,-2143490345.18,2.0,306238282620000.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,250,1.83809210519e-14
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2225299297.03,9024435.04042,-2225299297.03,-2218918057.82,-2231680536.25,-2231042412.32,-2219556181.74,2.0,81440427798800.0,0.166693548387,0.00231522241287,0.0833344030397,0.166666992192,210,0.0
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2389109197.63,98757078.8281,-2389109197.63,-2319277397.5,-2458940997.76,-2451957817.75,-2326260577.51,2.0,9752960618660000.0,0.0833064516129,0.00115705116231,0.0833344030397,0.166666992192,203,0.0
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,4693279.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2439068166.89,2949752.26009,-2439068166.89,-2436982377.07,-2441153956.72,-2440945377.74,-2437190956.05,2.0,8701038395890.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,251,1.83809210519e-14
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-58569820389.2,13562071.6048,-58569820389.2,-58560230556.4,-58579410222.0,-58578451238.7,-58561189539.7,2.0,183929786215000.0,0.166693548387,0.00231515316968,0.16666559696,0.0833326083,17,1.83809210519e-14
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-58943351575.9,39279044.7118,-58943351575.9,-58915577097.1,-58971126054.8,-58968348606.9,-58918354544.9,2.0,1542843353470000.0,0.166693548387,0.00231515316968,0.16666559696,0.0833326083,41,1.83809210519e-14
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-76687083783800.0,4369825.48688,-76687083783800.0,-76687080693800.0,-76687086873700.0,-76687086564700.0,-76687081002800.0,2.0,19095374785800.0,0.166693548387,0.00231522241287,0.0833344030397,0.166666992192,204,1.83809210519e-14
720.0,-253.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-76687515092300.0,29958931.6938,-76687515092300.0,-76687493908100.0,-76687536276500.0,-76687534158000.0,-76687496026600.0,2.0,897537588236000.0,0.166693548387,0.00463044482574,0.166668806079,0.166666992192,228,1.83809210519e-14
720.0,-357.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-76747454514900.0,21734297.5468,-76747454514900.0,-76747439146500.0,-76747469883400.0,-76747468346500.0,-76747440683300.0,2.0,472379689854000.0,0.166612903226,0.00462811553563,0.16666559696,0.166666992192,220,1.83809210519e-14
720.0,-47.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-76747818248300.0,8447544.30067,-76747818248300.0,-76747812275000.0,-76747824221600.0,-76747823624300.0,-76747812872300.0,2.0,71361004711700.0,0.0833064516129,0.00231405776781,0.16666559696,0.166666992192,244,1.83809210519e-14
720.0,-460.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-76800487699200.0,11826058.2626,-76800487699200.0,-76800479336900.0,-76800496061500.0,-76800495225300.0,-76800480173100.0,2.0,139855654030000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,212,1.83809210519e-14
720.0,-150.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-76800895750900.0,12462303.9066,-76800895750900.0,-76800886938700.0,-76800904563100.0,-76800903681900.0,-76800887820000.0,2.0,155309018660000.0,0.166693548387,0.00463035566899,0.16666559696,0.166666992192,236,1.83809210519e-14
