npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1111445699.73,33453145.8409,-1111445699.73,-1087790753.46,-1135100646.01,-1132735151.38,-1090156248.08,2.0,1119112966650000.0,110,0.249579831933,0.12500044278,0.124974348451,4.07233133368e-14,0.00389889842105
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1264840184.78,20379843.2163,-1264840184.78,-1250429459.44,-1279250910.12,-1277809837.58,-1251870531.97,2.0,415338009522000.0,105,0.125210084034,0.12500044278,0.124974348451,4.07233133368e-14,0.00195601301258
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-119954666076000.0,6542879.24306,-119954666076000.0,-119954661450000.0,-119954670703000.0,-119954670240000.0,-119954661913000.0,2.0,42809268789200.0,106,0.249579831933,0.12500044278,0.125008550516,4.07233133368e-14,0.00389996544306
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-123444106282000.0,3182626.85513,-123444106282000.0,-123444104031000.0,-123444108532000.0,-123444108307000.0,-123444104256000.0,2.0,10129113699000.0,112,0.249579831933,0.12500044278,0.250017101033,4.07233133368e-14,0.00779993088613
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-128298525505000.0,1832960.44147,-128298525505000.0,-128298524208000.0,-128298526801000.0,-128298526671000.0,-128298524338000.0,2.0,3359743980010.0,118,0.250420168067,0.12500044278,0.250017101033,4.07233133368e-14,0.00782619327968
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-133152899448000.0,23487687.2622,-133152899448000.0,-133152882840000.0,-133152916057000.0,-133152914396000.0,-133152884501000.0,2.0,551671452928000.0,124,0.125210084034,0.12500044278,0.249982898967,4.07233133368e-14,0.0039125613325
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-135107300558000.0,2430025.48656,-135107300558000.0,-135107298839000.0,-135107302276000.0,-135107302104000.0,-135107299011000.0,2.0,5905023865310.0,81,0.249579831933,0.25000088556,0.125008550516,4.07233133368e-14,0.00779993088613
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-138596781476000.0,9684547.5787,-138596781476000.0,-138596774628000.0,-138596788324000.0,-138596787640000.0,-138596775313000.0,2.0,93790461804200.0,87,0.249579831933,0.25000088556,0.250017101033,4.07233133368e-14,0.0155998617723
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-143451167205000.0,22889209.9592,-143451167205000.0,-143451151020000.0,-143451183390000.0,-143451181772000.0,-143451152638000.0,2.0,523915932555000.0,93,0.250420168067,0.25000088556,0.250017101033,4.07233133368e-14,0.0156523865594
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-148305540963000.0,10397897.5824,-148305540963000.0,-148305533611000.0,-148305548315000.0,-148305547580000.0,-148305534346000.0,2.0,108116274135000.0,99,0.125210084034,0.25000088556,0.249982898967,4.07233133368e-14,0.00782512266501
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-150259951254000.0,5476530.17625,-150259951254000.0,-150259947382000.0,-150259955127000.0,-150259954739000.0,-150259947769000.0,2.0,29992382771400.0,56,0.249579831933,0.25000088556,0.125008550516,4.07233133368e-14,0.00779993088613
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-153749409985000.0,2860387.51157,-153749409985000.0,-153749407962000.0,-153749412007000.0,-153749411805000.0,-153749408164000.0,2.0,8181816716330.0,62,0.249579831933,0.25000088556,0.250017101033,4.07233133368e-14,0.0155998617723
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-158603812116000.0,8674892.23439,-158603812116000.0,-158603805982000.0,-158603818250000.0,-158603817636000.0,-158603806595000.0,2.0,75253755278300.0,68,0.250420168067,0.25000088556,0.250017101033,4.07233133368e-14,0.0156523865594
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163458179961000.0,3548851.86441,-163458179961000.0,-163458177451000.0,-163458182470000.0,-163458182219000.0,-163458177702000.0,2.0,12594349555500.0,74,0.125210084034,0.25000088556,0.249982898967,4.07233133368e-14,0.00782512266501
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-165412600621000.0,7202160.45935,-165412600621000.0,-165412595529000.0,-165412605714000.0,-165412605205000.0,-165412596038000.0,2.0,51871115282200.0,31,0.249579831933,0.24999911444,0.125008550516,4.07233133368e-14,0.0077998756279
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-168902052955000.0,6903735.38942,-168902052955000.0,-168902048073000.0,-168902057836000.0,-168902057348000.0,-168902048561000.0,2.0,47661562327100.0,37,0.249579831933,0.24999911444,0.250017101033,4.07233133368e-14,0.0155997512558
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173756459079000.0,4546841.86928,-173756459079000.0,-173756455864000.0,-173756462294000.0,-173756461972000.0,-173756456185000.0,2.0,20673770984200.0,43,0.250420168067,0.24999911444,0.250017101033,4.07233133368e-14,0.0156522756708
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-178610856670000.0,16746456.7889,-178610856670000.0,-178610844828000.0,-178610868511000.0,-178610867327000.0,-178610846012000.0,2.0,280443814981000.0,49,0.125210084034,0.24999911444,0.249982898967,4.07233133368e-14,0.00782506722831
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565035342000.0,3021202.35404,-180565035342000.0,-180565033205000.0,-180565037478000.0,-180565037264000.0,-180565033419000.0,2.0,9127663664030.0,6,0.249579831933,0.124998671661,0.125008550516,4.07233133368e-14,0.00389991018484
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054501525000.0,7887438.8321,-184054501525000.0,-184054495948000.0,-184054507102000.0,-184054506544000.0,-184054496505000.0,2.0,62211691330200.0,12,0.249579831933,0.124998671661,0.250017101033,4.07233133368e-14,0.00779982036967
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908886568000.0,2404564.93575,-188908886568000.0,-188908884867000.0,-188908888268000.0,-188908888098000.0,-188908885037000.0,2.0,5781932530260.0,18,0.250420168067,0.124998671661,0.250017101033,4.07233133368e-14,0.00782608239112
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763264737000.0,10619689.1374,-193763264737000.0,-193763257227000.0,-193763272246000.0,-193763271495000.0,-193763257978000.0,2.0,112777797374000.0,24,0.125210084034,0.124998671661,0.249982898967,4.07233133368e-14,0.00391250589581
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-321967563959000.0,6912800.43206,-321967563959000.0,-321967559071000.0,-321967568847000.0,-321967568358000.0,-321967559560000.0,2.0,47786809813500.0,111,0.249579831933,0.12500044278,0.125008550516,4.07233133368e-14,0.00389996544306
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-326821998976000.0,14700857.3727,-326821998976000.0,-326821988581000.0,-326822009371000.0,-326822008331000.0,-326821989620000.0,2.0,216115207493000.0,117,0.250420168067,0.12500044278,0.250017101033,4.07233133368e-14,0.00782619327968
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-331676363396000.0,6407797.89461,-331676363396000.0,-331676358865000.0,-331676367927000.0,-331676367474000.0,-331676359319000.0,2.0,41059873858100.0,123,0.125210084034,0.12500044278,0.250017101033,4.07233133368e-14,0.00391309663984
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-337120222265000.0,17504864.1228,-337120222265000.0,-337120209888000.0,-337120234643000.0,-337120233405000.0,-337120211125000.0,2.0,306420267959000.0,86,0.249579831933,0.25000088556,0.125008550516,4.07233133368e-14,0.00779993088613
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-341974664889000.0,13119563.6261,-341974664889000.0,-341974655613000.0,-341974674166000.0,-341974673239000.0,-341974656540000.0,2.0,172122949740000.0,92,0.250420168067,0.25000088556,0.250017101033,4.07233133368e-14,0.0156523865594
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-346829017539000.0,18108159.1874,-346829017539000.0,-346829004734000.0,-346829030343000.0,-346829029063000.0,-346829006015000.0,2.0,327905429158000.0,98,0.125210084034,0.25000088556,0.250017101033,4.07233133368e-14,0.00782619327968
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-352272861331000.0,2429441.28377,-352272861331000.0,-352272859613000.0,-352272863049000.0,-352272862877000.0,-352272859785000.0,2.0,5902184951300.0,61,0.249579831933,0.25000088556,0.125008550516,4.07233133368e-14,0.00779993088613
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-357127285927000.0,12009849.8218,-357127285927000.0,-357127277435000.0,-357127294419000.0,-357127293570000.0,-357127278284000.0,2.0,144236492741000.0,67,0.250420168067,0.25000088556,0.250017101033,4.07233133368e-14,0.0156523865594
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-361981652575000.0,1491583.37441,-361981652575000.0,-361981651521000.0,-361981653630000.0,-361981653524000.0,-361981651626000.0,2.0,2224820962810.0,73,0.125210084034,0.25000088556,0.250017101033,4.07233133368e-14,0.00782619327968
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-367425523318000.0,8079366.50553,-367425523318000.0,-367425517605000.0,-367425529031000.0,-367425528460000.0,-367425518177000.0,2.0,65276163130600.0,36,0.249579831933,0.24999911444,0.125008550516,4.07233133368e-14,0.0077998756279
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-372279920250000.0,4406114.49415,-372279920250000.0,-372279917134000.0,-372279923366000.0,-372279923054000.0,-372279917446000.0,2.0,19413844935600.0,42,0.250420168067,0.24999911444,0.250017101033,4.07233133368e-14,0.0156522756708
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-377134338665000.0,47662414.0571,-377134338665000.0,-377134304962000.0,-377134372367000.0,-377134368997000.0,-377134308333000.0,2.0,2271705713750000.0,48,0.125210084034,0.24999911444,0.250017101033,4.07233133368e-14,0.0078261378354
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577950084000.0,1067673.30103,-382577950084000.0,-382577949329000.0,-382577950839000.0,-382577950763000.0,-382577949404000.0,2.0,1139926277730.0,11,0.249579831933,0.124998671661,0.125008550516,4.07233133368e-14,0.00389991018484
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432371956000.0,7958274.46925,-387432371956000.0,-387432366329000.0,-387432377584000.0,-387432377021000.0,-387432366892000.0,2.0,63334132527900.0,17,0.250420168067,0.124998671661,0.250017101033,4.07233133368e-14,0.00782608239112
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286735371000.0,2835803.22075,-392286735371000.0,-392286733366000.0,-392286737376000.0,-392286737176000.0,-392286733566000.0,2.0,8041779906790.0,23,0.125210084034,0.124998671661,0.250017101033,4.07233133368e-14,0.00391304119556
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-525345459093000.0,19273465.6386,-525345459093000.0,-525345445464000.0,-525345472721000.0,-525345471358000.0,-525345446827000.0,2.0,371466477721000.0,116,0.250420168067,0.12500044278,0.125008550516,4.07233133368e-14,0.00391309663984
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-530199830422000.0,5000180.22429,-530199830422000.0,-530199826887000.0,-530199833958000.0,-530199833604000.0,-530199827240000.0,2.0,25001802275400.0,122,0.125210084034,0.12500044278,0.250017101033,4.07233133368e-14,0.00391309663984
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-540498068106000.0,5969176.90659,-540498068106000.0,-540498063885000.0,-540498072327000.0,-540498071905000.0,-540498064307000.0,2.0,35631072942100.0,91,0.250420168067,0.25000088556,0.125008550516,4.07233133368e-14,0.00782619327968
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-545352485507000.0,32316403.7709,-545352485507000.0,-545352462656000.0,-545352508358000.0,-545352506073000.0,-545352464941000.0,2.0,1044349952690000.0,97,0.125210084034,0.25000088556,0.250017101033,4.07233133368e-14,0.00782619327968
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-555650717749000.0,180616.461895,-555650717749000.0,-555650717622000.0,-555650717877000.0,-555650717864000.0,-555650717634000.0,2.0,32622306307.5,66,0.250420168067,0.25000088556,0.125008550516,4.07233133368e-14,0.00782619327968
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-560505137813000.0,24339991.7034,-560505137813000.0,-560505120602000.0,-560505155024000.0,-560505153303000.0,-560505122323000.0,2.0,592435196122000.0,72,0.125210084034,0.25000088556,0.250017101033,4.07233133368e-14,0.00782619327968
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-570803367156000.0,463156.797832,-570803367156000.0,-570803366828000.0,-570803367483000.0,-570803367451000.0,-570803366861000.0,2.0,214514219378.0,41,0.250420168067,0.24999911444,0.125008550516,4.07233133368e-14,0.0078261378354
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-575657789708000.0,21582747.8693,-575657789708000.0,-575657774447000.0,-575657804970000.0,-575657803443000.0,-575657775973000.0,2.0,465815005588000.0,47,0.125210084034,0.24999911444,0.250017101033,4.07233133368e-14,0.0078261378354
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955831546000.0,860659.172974,-585955831546000.0,-585955830937000.0,-585955832154000.0,-585955832093000.0,-585955830998000.0,2.0,740734212024.0,16,0.250420168067,0.124998671661,0.125008550516,4.07233133368e-14,0.00391304119556
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810208631000.0,5276899.87817,-590810208631000.0,-590810204900000.0,-590810212362000.0,-590810211989000.0,-590810205273000.0,2.0,27845672324300.0,22,0.125210084034,0.124998671661,0.250017101033,4.07233133368e-14,0.00391304119556
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2823084.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-728723296503000.0,5390107.14351,-728723296503000.0,-728723292691000.0,-728723300314000.0,-728723299933000.0,-728723293073000.0,2.0,29053255018500.0,121,0.125210084034,0.12500044278,0.125008550516,4.07233133368e-14,0.00195654831992
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,2117313.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-743875970002000.0,69234958.7291,-743875970002000.0,-743875921045000.0,-743876018958000.0,-743876014063000.0,-743875925941000.0,2.0,4793479510220000.0,96,0.125210084034,0.25000088556,0.125008550516,4.07233133368e-14,0.00391309663984
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,1411542.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-759028593992000.0,17775444.8082,-759028593992000.0,-759028581423000.0,-759028606561000.0,-759028605304000.0,-759028582680000.0,2.0,315966438130000.0,71,0.125210084034,0.25000088556,0.125008550516,4.07233133368e-14,0.00391309663984
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,705771.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-774181245305000.0,22218750.2906,-774181245305000.0,-774181229594000.0,-774181261016000.0,-774181259445000.0,-774181231165000.0,2.0,493672864478000.0,46,0.125210084034,0.24999911444,0.125008550516,4.07233133368e-14,0.0039130689177
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333675133000.0,30617877.3327,-789333675133000.0,-789333653483000.0,-789333696783000.0,-789333694618000.0,-789333655648000.0,2.0,937454412361000.0,21,0.125210084034,0.124998671661,0.125008550516,4.07233133368e-14,0.00195652059778
