npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-ft_capacity
1193.0,-885.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,77017.0,ref,braidwood,illinois,covid,2966718888.37,2653731.58584,2966696232.44,2969255783.44,2964227305.15,2964288738.48,2969180756.55,4.0,7.0422913297e+12,0.00127734475554,0.111122894195,245,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,77017.0,ref,braidwood,illinois,covid,3010292814.98,5766973.41071,3007537027.91,3018937142.0,3007160062.1,3007193687.9,3017250043.97,4.0,3.32579823198e+13,0.00127734475554,0.111122894195,246,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,88020.0,ref,braidwood,illinois,covid,3010389835.16,5319297.21202,3008363895.81,3018221168.78,3006610380.22,3006764111.07,3016851874.33,4.0,2.82949228298e+13,0.00127734475554,0.111122894195,255,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-885.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,88020.0,ref,braidwood,illinois,covid,2964417785.97,2781970.11924,2965487559.63,2966305377.18,2960390647.44,2961041520.46,2966296368.36,4.0,7.73935774433e+12,0.00127734475554,0.111122894195,254,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,99022.0,ref,braidwood,illinois,covid,3014661211.34,6465291.59466,3014109982.74,3022680946.09,3007743933.8,3008321934.89,3021772207.83,4.0,4.17999954039e+13,0.000638643353803,0.0555589221509,264,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,99022.0,ref,braidwood,illinois,covid,2907622780.43,4381162.60235,2906801354.03,2913647331.95,2903241081.72,2903683895.31,2912711662.52,4.0,1.91945857482e+13,0.000319321676902,0.0555589221509,262,0.0555555555556,4.61981158295e-13,0.103453954139
1193.0,-885.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,99022.0,ref,braidwood,illinois,covid,2965877011.82,4235982.35057,2964646489.73,2971976805.0,2962238262.82,2962536363.15,2970940391.42,4.0,1.79435464743e+13,0.000638643353803,0.0555589221509,263,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-885.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,braidwood,illinois,covid,2667867595.61,6290862.16716,2667344805.85,2674730527.06,2662050243.67,2662197192.24,2674269904.63,4.0,3.95749468062e+13,0.000638062874478,0.0555084232214,272,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-885.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,11002.0,ref,braidwood,illinois,covid,2710937900.12,5653772.49074,2709945966.58,2718599895.74,2705259771.57,2705779594.95,2717484912.23,4.0,3.19651433771e+13,0.00127676427621,0.111072395265,281,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-985.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,braidwood,illinois,covid,2576506921.73,8460797.89986,2576526570.25,2586533113.19,2566441433.22,2567573015.48,2585413320.04,4.0,7.15851011022e+13,0.000319031437239,0.0555084232214,271,0.0555555555556,4.61981158295e-13,0.103453954139
1193.0,-785.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,braidwood,illinois,covid,2751085768.63,715088.488654,2751000782.07,2752033283.58,2750308226.82,2750398178.12,2751892340.34,4.0,511351546605.0,0.000638062874478,0.0555084232214,273,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-985.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,11002.0,ref,braidwood,illinois,covid,2629254996.46,1570639.04391,2628739120.41,2631550786.17,2627990958.85,2628102670.84,2631129548.55,4.0,2.46690700626e+12,0.000638382138107,0.111072395265,280,0.0555555555556,4.61981158295e-13,0.103453954139
1193.0,-785.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,11002.0,ref,braidwood,illinois,covid,2783388643.52,1913266.5817,2782724085.74,2786142048.55,2781964354.04,2782004169.69,2785703498.23,4.0,3.66058901266e+12,0.00127676427621,0.111072395265,282,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-785.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,22005.0,ref,braidwood,illinois,covid,2800655078.19,2582915.45662,2801091929.85,2803267942.35,2797168510.71,2797671545.55,2803027018.51,4.0,6.67145225603e+12,0.00127734475554,0.111122894195,291,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-685.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,11002.0,ref,braidwood,illinois,covid,2844689221.08,7458396.81317,2843405355.42,2853794282.8,2838151890.68,2838286526.6,2852889327.49,4.0,5.56276830227e+13,0.00127676427621,0.111072395265,283,0.111111111111,4.61981158295e-13,0.103453954139
1193.0,-985.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,22005.0,ref,braidwood,illinois,covid,2654113905.84,3846835.58932,2654074815.56,2658862306.43,2649443685.82,2650119054.52,2658163483.57,4.0,1.47981440512e+13,0.000638672377769,0.111122894195,289,0.0555555555556,4.61981158295e-13,0.103453954139
