npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109785538626.0,259.227465059,-109785538626.0,-109785538443.0,-109785538810.0,-109785538791.0,-109785538461.0,2.0,67198.878641,11,0.124973477615,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00391597967592
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109815068355.0,407.794952308,-109815068355.0,-109815068067.0,-109815068643.0,-109815068615.0,-109815068095.0,2.0,166296.723128,16,0.124973477615,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00391597967592
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109844598690.0,828.412872205,-109844598690.0,-109844598104.0,-109844599276.0,-109844599217.0,-109844598163.0,2.0,686267.886834,21,0.124973477615,0.125333333333,0.125004598124,1.0406674226900002e-12,0.00195798983796
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440468163367.0,236864.954844,-440468163367.0,-440467995878.0,-440468330856.0,-440468314107.0,-440468012627.0,2.0,56105006833.4,27,0.25,0.249333333333,0.124986205628,1.0406674226900002e-12,0.00779080681749
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440497396021.0,164043.257034,-440497396021.0,-440497280025.0,-440497512017.0,-440497500418.0,-440497291625.0,2.0,26910190178.4,32,0.25,0.249333333333,0.249990803752,1.0406674226900002e-12,0.0155827601005
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440526753011.0,640017.393783,-440526753011.0,-440526300450.0,-440527205571.0,-440527160315.0,-440526345706.0,2.0,409622264345.0,37,0.25,0.249333333333,0.250009196248,1.0406674226900002e-12,0.0155839065661
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440556796781.0,25734.1249952,-440556796781.0,-440556778584.0,-440556814978.0,-440556813158.0,-440556780404.0,2.0,662245189.267,42,0.25,0.249333333333,0.250009196248,1.0406674226900002e-12,0.0155839065661
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440586082482.0,53308.9384522,-440586082482.0,-440586044787.0,-440586120177.0,-440586116408.0,-440586048556.0,2.0,2841842918.91,47,0.25,0.249333333333,0.125004598124,1.0406674226900002e-12,0.00779195328306
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644562749000.0,319402.276479,-124644562749000.0,-124644562524000.0,-124644562975000.0,-124644562953000.0,-124644562546000.0,2.0,102017814220.0,28,0.25,0.249333333333,0.124986205628,1.0406674226900002e-12,0.00779080681749
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644592435000.0,429091.597193,-124644592435000.0,-124644592132000.0,-124644592738000.0,-124644592708000.0,-124644592162000.0,2.0,184119598781.0,33,0.25,0.249333333333,0.249990803752,1.0406674226900002e-12,0.0155827601005
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644622314000.0,75512.2535707,-124644622314000.0,-124644622261000.0,-124644622368000.0,-124644622362000.0,-124644622266000.0,2.0,5702100439.32,38,0.25,0.249333333333,0.250009196248,1.0406674226900002e-12,0.0155839065661
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644652565000.0,55959.778799,-124644652565000.0,-124644652526000.0,-124644652605000.0,-124644652601000.0,-124644652530000.0,2.0,3131496843.24,43,0.25,0.249333333333,0.250009196248,1.0406674226900002e-12,0.0155839065661
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644681386000.0,123286.089183,-124644681386000.0,-124644681299000.0,-124644681473000.0,-124644681464000.0,-124644681307000.0,2.0,15199459786.1,48,0.25,0.249333333333,0.125004598124,1.0406674226900002e-12,0.00779195328306
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922155890000.0,1976653.96382,-124922155890000.0,-124922154492000.0,-124922157287000.0,-124922157147000.0,-124922154632000.0,2.0,3907160892680.0,54,0.25,0.250666666667,0.124986205628,1.0406674226900002e-12,0.00783246888603
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922185087000.0,1528906.85681,-124922185087000.0,-124922184006000.0,-124922186168000.0,-124922186060000.0,-124922184114000.0,2.0,2337556176790.0,59,0.25,0.250666666667,0.249990803752,1.0406674226900002e-12,0.0156660903685
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922214580000.0,502748.236841,-124922214580000.0,-124922214225000.0,-124922214936000.0,-124922214900000.0,-124922214260000.0,2.0,252755789647.0,64,0.25,0.250666666667,0.250009196248,1.0406674226900002e-12,0.0156672429649
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922243646000.0,2485523.94447,-124922243646000.0,-124922241888000.0,-124922245403000.0,-124922245227000.0,-124922242064000.0,2.0,6177829278540.0,69,0.25,0.250666666667,0.250009196248,1.0406674226900002e-12,0.0156672429649
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922273725000.0,1394564.4018,-124922273725000.0,-124922272739000.0,-124922274711000.0,-124922274613000.0,-124922272838000.0,2.0,1944809870760.0,74,0.25,0.250666666667,0.125004598124,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125252889309000.0,399903.820255,-125252889309000.0,-125252889027000.0,-125252889592000.0,-125252889564000.0,-125252889055000.0,2.0,159923065455.0,80,0.25,0.125333333333,0.124986205628,1.0406674226900002e-12,0.00391623444301
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125252916743000.0,1193194.66523,-125252916743000.0,-125252915899000.0,-125252917587000.0,-125252917502000.0,-125252915984000.0,2.0,1423713509140.0,85,0.25,0.125333333333,0.249990803752,1.0406674226900002e-12,0.00783304518423
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125252947779000.0,991277.56173,-125252947779000.0,-125252947078000.0,-125252948480000.0,-125252948409000.0,-125252947148000.0,2.0,982631204390.0,90,0.25,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125252978411000.0,2201547.51886,-125252978411000.0,-125252976854000.0,-125252979968000.0,-125252979812000.0,-125252977010000.0,2.0,4846811477780.0,95,0.25,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253008121000.0,727655.215859,-125253008121000.0,-125253007607000.0,-125253008636000.0,-125253008584000.0,-125253007658000.0,2.0,529482113168.0,100,0.25,0.125333333333,0.125004598124,1.0406674226900002e-12,0.00391681074122
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649350403000.0,42364.2035715,-125649350403000.0,-125649350373000.0,-125649350433000.0,-125649350430000.0,-125649350376000.0,2.0,1794725744.25,2,0.124973477615,0.249333333333,0.124986205628,1.0406674226900002e-12,0.00389457688563
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649379797000.0,246083.037251,-125649379797000.0,-125649379623000.0,-125649379971000.0,-125649379954000.0,-125649379640000.0,2.0,60556861222.6,7,0.124973477615,0.249333333333,0.249990803752,1.0406674226900002e-12,0.00778972688243
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649409786000.0,60873.0439769,-125649409786000.0,-125649409743000.0,-125649409829000.0,-125649409824000.0,-125649409747000.0,2.0,3705527483.01,12,0.124973477615,0.249333333333,0.250009196248,1.0406674226900002e-12,0.00779029999359
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649438797000.0,478490.507819,-125649438797000.0,-125649438459000.0,-125649439136000.0,-125649439102000.0,-125649438493000.0,2.0,228953166073.0,17,0.124973477615,0.249333333333,0.250009196248,1.0406674226900002e-12,0.00779029999359
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649468626000.0,9314.0878616,-125649468626000.0,-125649468619000.0,-125649468633000.0,-125649468632000.0,-125649468620000.0,2.0,86752232.6936,22,0.124973477615,0.249333333333,0.125004598124,1.0406674226900002e-12,0.00389514999679
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853445150000.0,600794.867625,-249853445150000.0,-249853444725000.0,-249853445574000.0,-249853445532000.0,-249853444767000.0,2.0,360954472965.0,3,0.124973477615,0.249333333333,0.124986205628,1.0406674226900002e-12,0.00389457688563
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853474740000.0,441402.016894,-249853474740000.0,-249853474428000.0,-249853475053000.0,-249853475021000.0,-249853474460000.0,2.0,194835740518.0,8,0.124973477615,0.249333333333,0.249990803752,1.0406674226900002e-12,0.00778972688243
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853503981000.0,769970.209218,-249853503981000.0,-249853503436000.0,-249853504525000.0,-249853504471000.0,-249853503491000.0,2.0,592854123084.0,13,0.124973477615,0.249333333333,0.250009196248,1.0406674226900002e-12,0.00779029999359
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853533532000.0,533818.906554,-249853533532000.0,-249853533155000.0,-249853533910000.0,-249853533872000.0,-249853533193000.0,2.0,284962624995.0,18,0.124973477615,0.249333333333,0.250009196248,1.0406674226900002e-12,0.00779029999359
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853563657000.0,402006.998891,-249853563657000.0,-249853563373000.0,-249853563942000.0,-249853563913000.0,-249853563402000.0,2.0,161609627157.0,23,0.124973477615,0.249333333333,0.125004598124,1.0406674226900002e-12,0.00389514999679
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184183251000.0,159601.491426,-250184183251000.0,-250184183138000.0,-250184183364000.0,-250184183353000.0,-250184183150000.0,2.0,25472636065.5,29,0.25,0.250666666667,0.124986205628,1.0406674226900002e-12,0.00783246888603
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184213330000.0,1554947.16888,-250184213330000.0,-250184212230000.0,-250184214429000.0,-250184214319000.0,-250184212340000.0,2.0,2417860698000.0,34,0.25,0.250666666667,0.249990803752,1.0406674226900002e-12,0.0156660903685
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184243163000.0,605430.15145,-250184243163000.0,-250184242735000.0,-250184243591000.0,-250184243549000.0,-250184242778000.0,2.0,366545668285.0,39,0.25,0.250666666667,0.250009196248,1.0406674226900002e-12,0.0156672429649
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184272553000.0,891960.271109,-250184272553000.0,-250184271922000.0,-250184273184000.0,-250184273120000.0,-250184271985000.0,2.0,795593125236.0,44,0.25,0.250666666667,0.250009196248,1.0406674226900002e-12,0.0156672429649
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184301593000.0,789494.819563,-250184301593000.0,-250184301035000.0,-250184302151000.0,-250184302095000.0,-250184301091000.0,2.0,623302070118.0,49,0.25,0.250666666667,0.125004598124,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461773042000.0,2285969.00851,-250461773042000.0,-250461771425000.0,-250461774658000.0,-250461774496000.0,-250461771587000.0,2.0,5225654307870.0,55,0.25,0.125333333333,0.124986205628,1.0406674226900002e-12,0.00391623444301
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461805010000.0,76783.4216409,-250461805010000.0,-250461804956000.0,-250461805065000.0,-250461805059000.0,-250461804962000.0,2.0,5895693838.89,60,0.25,0.125333333333,0.249990803752,1.0406674226900002e-12,0.00783304518423
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461833495000.0,844702.314087,-250461833495000.0,-250461832898000.0,-250461834092000.0,-250461834033000.0,-250461832958000.0,2.0,713521999424.0,65,0.25,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461863992000.0,802433.34896,-250461863992000.0,-250461863424000.0,-250461864559000.0,-250461864502000.0,-250461863481000.0,2.0,643899279524.0,70,0.25,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461892413000.0,279556.5,-250461892413000.0,-250461892215000.0,-250461892610000.0,-250461892591000.0,-250461892235000.0,2.0,78151836692.4,75,0.25,0.125333333333,0.125004598124,1.0406674226900002e-12,0.00391681074122
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393066123000.0,1056026.58943,-375393066123000.0,-375393065376000.0,-375393066869000.0,-375393066795000.0,-375393065451000.0,2.0,1115192157590.0,4,0.124973477615,0.250666666667,0.124986205628,1.0406674226900002e-12,0.0039154035
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393096756000.0,1078391.36045,-375393096756000.0,-375393095993000.0,-375393097518000.0,-375393097442000.0,-375393096069000.0,2.0,1162927926300.0,9,0.124973477615,0.250666666667,0.249990803752,1.0406674226900002e-12,0.00783138317592
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393125043000.0,117349.541056,-375393125043000.0,-375393124960000.0,-375393125126000.0,-375393125118000.0,-375393124968000.0,2.0,13770914786.1,14,0.124973477615,0.250666666667,0.250009196248,1.0406674226900002e-12,0.00783195935184
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393154780000.0,659673.527974,-375393154780000.0,-375393154314000.0,-375393155247000.0,-375393155200000.0,-375393154361000.0,2.0,435169163510.0,19,0.124973477615,0.250666666667,0.250009196248,1.0406674226900002e-12,0.00783195935184
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393183943000.0,2982276.67816,-375393183943000.0,-375393181834000.0,-375393186052000.0,-375393185841000.0,-375393182045000.0,2.0,8893974185090.0,24,0.124973477615,0.250666666667,0.125004598124,1.0406674226900002e-12,0.00391597967592
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723804183000.0,1873547.51998,-375723804183000.0,-375723802858000.0,-375723805508000.0,-375723805375000.0,-375723802990000.0,2.0,3510180309610.0,30,0.25,0.125333333333,0.124986205628,1.0406674226900002e-12,0.00391623444301
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723831853000.0,479673.044474,-375723831853000.0,-375723831514000.0,-375723832192000.0,-375723832158000.0,-375723831548000.0,2.0,230086229595.0,35,0.25,0.125333333333,0.249990803752,1.0406674226900002e-12,0.00783304518423
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723861385000.0,61630.1454172,-375723861385000.0,-375723861341000.0,-375723861428000.0,-375723861424000.0,-375723861345000.0,2.0,3798274824.14,40,0.25,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723892424000.0,172418.000709,-375723892424000.0,-375723892302000.0,-375723892546000.0,-375723892534000.0,-375723892314000.0,2.0,29727966968.5,45,0.25,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00783362148244
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723920369000.0,1164688.79335,-375723920369000.0,-375723919545000.0,-375723921192000.0,-375723921110000.0,-375723919628000.0,2.0,1356499985360.0,50,0.25,0.125333333333,0.125004598124,1.0406674226900002e-12,0.00391681074122
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932687329000.0,2599116.37308,-500932687329000.0,-500932685491000.0,-500932689167000.0,-500932688983000.0,-500932685675000.0,2.0,6755405920830.0,5,0.124973477615,0.125333333333,0.124986205628,1.0406674226900002e-12,0.00195770175
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932715705000.0,60692.2124661,-500932715705000.0,-500932715662000.0,-500932715748000.0,-500932715744000.0,-500932715667000.0,2.0,3683544654.03,10,0.124973477615,0.125333333333,0.249990803752,1.0406674226900002e-12,0.00391569158796
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932744822000.0,409789.327736,-500932744822000.0,-500932744532000.0,-500932745111000.0,-500932745082000.0,-500932744561000.0,2.0,167927293126.0,15,0.124973477615,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932773890000.0,467894.987791,-500932773890000.0,-500932773559000.0,-500932774221000.0,-500932774188000.0,-500932773592000.0,2.0,218925719600.0,20,0.124973477615,0.125333333333,0.250009196248,1.0406674226900002e-12,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932803695000.0,148688.292628,-500932803695000.0,-500932803590000.0,-500932803800000.0,-500932803790000.0,-500932803601000.0,2.0,22108208364.5,25,0.124973477615,0.125333333333,0.125004598124,1.0406674226900002e-12,0.00195798983796
