npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288913085000.0,10789998.0374,-296288913085000.0,-296288905456000.0,-296288920715000.0,-296288919952000.0,-296288906219000.0,2.0,116424057648000.0,0.125,0.25,1.17734560967e-13,0.00390603549646,2,0.124993135887
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288987576000.0,4857423.54109,-296288987576000.0,-296288984141000.0,-296288991010000.0,-296288990667000.0,-296288984484000.0,2.0,23594563457500.0,0.125,0.25,1.17734560967e-13,0.00781233727318,7,0.249994792742
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289059250000.0,214513.923548,-296289059250000.0,-296289059098000.0,-296289059401000.0,-296289059386000.0,-296289059113000.0,2.0,46016223396.1,0.125,0.25,1.17734560967e-13,0.00781263314013,12,0.250004260484
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289083952000.0,27449797.2993,-296289083952000.0,-296289064542000.0,-296289103362000.0,-296289101421000.0,-296289066483000.0,2.0,753491371770000.0,0.125,0.25,1.17734560967e-13,0.00781266272682,17,0.250005207258
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289096196000.0,10637433.2528,-296289096196000.0,-296289088674000.0,-296289103717000.0,-296289102965000.0,-296289089426000.0,2.0,113154986209000.0,0.25,0.25,1.17734560967e-13,0.00781207099292,28,0.124993135887
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289148020000.0,7310526.78328,-296289148020000.0,-296289142850000.0,-296289153189000.0,-296289152672000.0,-296289143367000.0,2.0,53443801849000.0,0.125,0.25,1.17734560967e-13,0.00390633136341,22,0.125002603629
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289160441000.0,10406387.5263,-296289160441000.0,-296289153083000.0,-296289167800000.0,-296289167064000.0,-296289153819000.0,2.0,108292901347000.0,0.25,0.25,1.17734560967e-13,0.0156246745464,33,0.249994792742
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289195191000.0,11013750.8856,-296289195191000.0,-296289187403000.0,-296289202979000.0,-296289202200000.0,-296289188182000.0,2.0,121302708570000.0,0.25,0.25,1.17734560967e-13,0.0156252662803,38,0.250004260484
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289245400000.0,21424611.5694,-296289245400000.0,-296289230251000.0,-296289260550000.0,-296289259035000.0,-296289231766000.0,2.0,459013980899000.0,0.25,0.25,1.17734560967e-13,0.00781207099292,54,0.124993135887
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289266381000.0,24579194.3928,-296289266381000.0,-296289249001000.0,-296289283761000.0,-296289282023000.0,-296289250739000.0,2.0,604136796999000.0,0.25,0.25,1.17734560967e-13,0.0156253254536,43,0.250005207258
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289296014000.0,48676707.8672,-296289296014000.0,-296289261594000.0,-296289330433000.0,-296289326991000.0,-296289265036000.0,2.0,2369421888790000.0,0.25,0.25,1.17734560967e-13,0.00781266272682,48,0.125002603629
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289348261000.0,54784577.5818,-296289348261000.0,-296289309522000.0,-296289386999000.0,-296289383125000.0,-296289313396000.0,2.0,3001349940810000.0,0.25,0.25,1.17734560967e-13,0.0156246745464,59,0.249994792742
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289366942000.0,5668182.18852,-296289366942000.0,-296289362934000.0,-296289370950000.0,-296289370549000.0,-296289363335000.0,2.0,32128289322200.0,0.25,0.25,1.17734560967e-13,0.0156252662803,64,0.250004260484
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289407778000.0,63936025.0059,-296289407778000.0,-296289362569000.0,-296289452988000.0,-296289448467000.0,-296289367090000.0,2.0,4087815293550000.0,0.25,0.125,1.17734560967e-13,0.00390603549646,80,0.124993135887
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289448941000.0,67147640.3222,-296289448941000.0,-296289401460000.0,-296289496421000.0,-296289491673000.0,-296289406208000.0,2.0,4508805600840000.0,0.25,0.25,1.17734560967e-13,0.0156253254536,69,0.250005207258
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289484412000.0,34160028.3439,-296289484412000.0,-296289460258000.0,-296289508567000.0,-296289506152000.0,-296289462673000.0,2.0,1166907536460000.0,0.25,0.125,1.17734560967e-13,0.00781233727318,85,0.249994792742
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289508860000.0,109599550.59,-296289508860000.0,-296289431361000.0,-296289586358000.0,-296289578608000.0,-296289439111000.0,2.0,1.20120614896e+16,0.25,0.25,1.17734560967e-13,0.00781266272682,74,0.125002603629
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289553209000.0,31247594.9006,-296289553209000.0,-296289531113000.0,-296289575304000.0,-296289573094000.0,-296289533323000.0,2.0,976412187073000.0,0.25,0.125,1.17734560967e-13,0.00781263314013,90,0.250004260484
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289608833000.0,68181167.1716,-296289608833000.0,-296289560621000.0,-296289657044000.0,-296289652223000.0,-296289565442000.0,2.0,4648671556880000.0,0.25,0.125,1.17734560967e-13,0.00781266272682,95,0.250005207258
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289655301000.0,14089403.3123,-296289655301000.0,-296289645339000.0,-296289665264000.0,-296289664268000.0,-296289646335000.0,2.0,198511285697000.0,0.25,0.125,1.17734560967e-13,0.00390633136341,100,0.125002603629
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406544725000.0,1221695.96302,-592406544725000.0,-592406543861000.0,-592406545589000.0,-592406545503000.0,-592406543948000.0,2.0,1492541026060.0,0.125,0.25,1.17734560967e-13,0.00390603549646,3,0.124993135887
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406594573000.0,22425194.8884,-592406594573000.0,-592406578716000.0,-592406610430000.0,-592406608844000.0,-592406580301000.0,2.0,502889365782000.0,0.125,0.25,1.17734560967e-13,0.00781233727318,8,0.249994792742
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406694351000.0,28584317.8679,-592406694351000.0,-592406674139000.0,-592406714563000.0,-592406712542000.0,-592406676160000.0,2.0,817063227974000.0,0.125,0.25,1.17734560967e-13,0.00781263314013,13,0.250004260484
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406714970000.0,276779.448603,-592406714970000.0,-592406714775000.0,-592406715166000.0,-592406715146000.0,-592406714794000.0,2.0,76606863168.8,0.25,0.25,1.17734560967e-13,0.00781207099292,29,0.124993135887
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406736460000.0,45988347.5031,-592406736460000.0,-592406703941000.0,-592406768979000.0,-592406765727000.0,-592406707193000.0,2.0,2114928106070000.0,0.125,0.25,1.17734560967e-13,0.00781266272682,18,0.250005207258
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406792283000.0,40210459.9956,-592406792283000.0,-592406763850000.0,-592406820716000.0,-592406817873000.0,-592406766694000.0,2.0,1616881093060000.0,0.25,0.25,1.17734560967e-13,0.0156246745464,34,0.249994792742
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406796041000.0,51884000.1095,-592406796041000.0,-592406759353000.0,-592406832728000.0,-592406829059000.0,-592406763022000.0,2.0,2691949467360000.0,0.125,0.25,1.17734560967e-13,0.00390633136341,23,0.125002603629
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406883406000.0,9641157.36319,-592406883406000.0,-592406876589000.0,-592406890223000.0,-592406889542000.0,-592406877270000.0,2.0,92951915301800.0,0.25,0.25,1.17734560967e-13,0.0156252662803,39,0.250004260484
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406889128000.0,41051040.8715,-592406889128000.0,-592406860100000.0,-592406918155000.0,-592406915252000.0,-592406863003000.0,2.0,1685187956630000.0,0.25,0.25,1.17734560967e-13,0.0156253254536,44,0.250005207258
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406936590000.0,75990593.0118,-592406936590000.0,-592406882857000.0,-592406990324000.0,-592406984950000.0,-592406888230000.0,2.0,5774570226280000.0,0.25,0.25,1.17734560967e-13,0.00781266272682,49,0.125002603629
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406943864000.0,45719821.4932,-592406943864000.0,-592406911536000.0,-592406976193000.0,-592406972960000.0,-592406914768000.0,2.0,2090302077370000.0,0.25,0.125,1.17734560967e-13,0.00390603549646,55,0.124993135887
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406972352000.0,6723310.92911,-592406972352000.0,-592406967598000.0,-592406977106000.0,-592406976631000.0,-592406968073000.0,2.0,45202909849500.0,0.25,0.125,1.17734560967e-13,0.00781263314013,65,0.250004260484
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592407005901000.0,14525482.0747,-592407005901000.0,-592406995630000.0,-592407016172000.0,-592407015145000.0,-592406996657000.0,2.0,210989629501000.0,0.25,0.125,1.17734560967e-13,0.00781266272682,70,0.250005207258
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592407018158000.0,66288530.155,-592407018158000.0,-592406971285000.0,-592407065031000.0,-592407060344000.0,-592406975972000.0,2.0,4394169230110000.0,0.25,0.125,1.17734560967e-13,0.00781233727318,60,0.249994792742
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592407082636000.0,4576069.46517,-592407082636000.0,-592407079400000.0,-592407085872000.0,-592407085548000.0,-592407079724000.0,2.0,20940411750000.0,0.25,0.125,1.17734560967e-13,0.00390633136341,75,0.125002603629
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524166884000.0,80562759.1591,-888524166884000.0,-888524109918000.0,-888524223851000.0,-888524218154000.0,-888524115614000.0,2.0,6490358163330000.0,0.125,0.25,1.17734560967e-13,0.00390603549646,4,0.124993135887
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524211476000.0,54622505.2604,-888524211476000.0,-888524172852000.0,-888524250100000.0,-888524246238000.0,-888524176715000.0,2.0,2983618080920000.0,0.125,0.25,1.17734560967e-13,0.00781233727318,9,0.249994792742
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524313951000.0,63716593.7292,-888524313951000.0,-888524268897000.0,-888524359006000.0,-888524354500000.0,-888524273402000.0,2.0,4059804316450000.0,0.25,0.125,1.17734560967e-13,0.00390603549646,30,0.124993135887
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524324419000.0,29252385.7257,-888524324419000.0,-888524303734000.0,-888524345103000.0,-888524343035000.0,-888524305802000.0,2.0,855702070643000.0,0.125,0.25,1.17734560967e-13,0.00781263314013,14,0.250004260484
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524377410000.0,44810571.4449,-888524377410000.0,-888524345724000.0,-888524409096000.0,-888524405927000.0,-888524348893000.0,2.0,2007987313210000.0,0.125,0.25,1.17734560967e-13,0.00781266272682,19,0.250005207258
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524392346000.0,16908893.668,-888524392346000.0,-888524380390000.0,-888524404302000.0,-888524403107000.0,-888524381585000.0,2.0,285910685075000.0,0.125,0.25,1.17734560967e-13,0.00390633136341,24,0.125002603629
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524393123000.0,34862496.9465,-888524393123000.0,-888524368471000.0,-888524417774000.0,-888524415309000.0,-888524370937000.0,2.0,1215393693350000.0,0.25,0.125,1.17734560967e-13,0.00781233727318,35,0.249994792742
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524421783000.0,55938851.2667,-888524421783000.0,-888524382229000.0,-888524461338000.0,-888524457383000.0,-888524386184000.0,2.0,3129155081040000.0,0.25,0.125,1.17734560967e-13,0.00781266272682,45,0.250005207258
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524480468000.0,3614612.4857,-888524480468000.0,-888524477912000.0,-888524483023000.0,-888524482768000.0,-888524478167000.0,2.0,13065423421800.0,0.25,0.125,1.17734560967e-13,0.00781263314013,40,0.250004260484
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524546648000.0,20748300.3492,-888524546648000.0,-888524531977000.0,-888524561320000.0,-888524559852000.0,-888524533444000.0,2.0,430491967380000.0,0.25,0.125,1.17734560967e-13,0.00390633136341,50,0.125002603629
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641736160000.0,37195604.0796,-1184641736160000.0,-1184641709860000.0,-1184641762470000.0,-1184641759840000.0,-1184641712490000.0,2.0,1383512962840000.0,0.125,0.125,1.17734560967e-13,0.00390616863659,10,0.249994792742
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641789140000.0,46955267.4128,-1184641789140000.0,-1184641755940000.0,-1184641822350000.0,-1184641819030000.0,-1184641759260000.0,2.0,2204797137810000.0,0.125,0.125,1.17734560967e-13,0.00195301774823,5,0.124993135887
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641868180000.0,25339394.9496,-1184641868180000.0,-1184641850270000.0,-1184641886100000.0,-1184641884310000.0,-1184641852060000.0,2.0,642084936410000.0,0.125,0.125,1.17734560967e-13,0.00390631657006,15,0.250004260484
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641882640000.0,25805774.2982,-1184641882640000.0,-1184641864400000.0,-1184641900890000.0,-1184641899070000.0,-1184641866220000.0,2.0,665937987128000.0,0.125,0.125,1.17734560967e-13,0.00390633136341,20,0.250005207258
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184642071210000.0,15298855.7214,-1184642071210000.0,-1184642060390000.0,-1184642082030000.0,-1184642080950000.0,-1184642061480000.0,2.0,234054986384000.0,0.125,0.125,1.17734560967e-13,0.00195316568171,25,0.125002603629
