npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight,ProbabilityWeight-ft_capacity
1280,-285,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-6.97E+14,36084430.46,-6.97E+14,-6.97E+14,-6.97E+14,-6.97E+14,-6.97E+14,10,1.30E+15,5.91E-15,0.111111111,0.111111225,228,0.001371744,0.111111111
1280,-185,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-6.97E+14,50164299.14,-6.97E+14,-6.97E+14,-6.97E+14,-6.97E+14,-6.97E+14,10,2.52E+15,5.91E-15,0.111111111,0.111111225,329,0.001371744,0.111111111
1280,-85,-14704,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-6.97E+14,86968553.64,-6.97E+14,-6.97E+14,-6.97E+14,-6.97E+14,-6.97E+14,10,7.56E+15,5.91E-15,0.055555556,0.111111225,430,0.000685872,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.16E+14,71926792.75,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,10,5.17E+15,5.91E-15,0.111111111,0.111111225,87,0.000685872,0.055555556
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.16E+14,41623926.55,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,10,1.73E+15,5.91E-15,0.111111111,0.111111225,188,0.001371744,0.111111111
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.16E+14,46296957.92,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,10,2.14E+15,5.91E-15,0.111111111,0.111111225,289,0.001371744,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.16E+14,59332522.71,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,-7.16E+14,10,3.52E+15,5.91E-15,0.055555556,0.111111225,390,0.000685872,0.111111111
1280,-485,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.19E+14,49591254.77,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,10,2.46E+15,5.91E-15,0.111111111,0.111110624,16,0.000685868,0.055555556
1280,-385,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.19E+14,47394996.13,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,10,2.25E+15,5.91E-15,0.111111111,0.111110624,117,0.001371736,0.111111111
1280,-185,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.19E+14,65439136.25,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,10,4.28E+15,5.91E-15,0.111111111,0.111110624,319,0.001371736,0.111111111
1280,-85,-14704,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.19E+14,97022311.29,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,10,9.41E+15,5.91E-15,0.055555556,0.111110624,420,0.000685868,0.111111111
1280,-285,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.19E+14,86856484.63,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,-7.19E+14,10,7.54E+15,5.91E-15,0.111111111,0.111110624,218,0.001371736,0.111111111
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,6469454,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.38E+14,51664335.93,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,10,2.67E+15,5.91E-15,0.111111111,0.111111225,178,0.001371744,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,6469454,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.38E+14,54124600.81,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,10,2.93E+15,5.91E-15,0.111111111,0.111111225,77,0.000685872,0.055555556
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,6469454,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.38E+14,59981375.33,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,10,3.60E+15,5.91E-15,0.111111111,0.111111225,279,0.001371744,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,6469454,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.38E+14,74275610.05,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,-7.38E+14,10,5.52E+15,5.91E-15,0.055555556,0.111111225,380,0.000685872,0.111111111
1280,-485,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.40E+14,46386623.17,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,10,2.15E+15,5.91E-15,0.111111111,0.055555041,6,0.000342932,0.055555556
1280,-385,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.40E+14,42211089.07,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,10,1.78E+15,5.91E-15,0.111111111,0.055555041,107,0.000685865,0.111111111
1280,-285,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.40E+14,56806551.52,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,10,3.23E+15,5.91E-15,0.111111111,0.055555041,208,0.000685865,0.111111111
1280,-185,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.40E+14,61717686.84,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,10,3.81E+15,5.91E-15,0.111111111,0.055555041,309,0.000685865,0.111111111
1280,-85,-14704,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.40E+14,66400189.31,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,-7.40E+14,10,4.41E+15,5.91E-15,0.055555556,0.055555041,410,0.000342932,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,5545246,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.59E+14,51845757.42,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,10,2.69E+15,5.91E-15,0.111111111,0.111111285,67,0.000685872,0.055555556
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,5545246,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.59E+14,34479919.75,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,10,1.19E+15,5.91E-15,0.111111111,0.111111285,168,0.001371744,0.111111111
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,5545246,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.59E+14,74952104.82,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,10,5.62E+15,5.91E-15,0.111111111,0.111111285,269,0.001371744,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,5545246,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.59E+14,62678663.53,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,-7.59E+14,10,3.93E+15,5.91E-15,0.055555556,0.111111285,370,0.000685872,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,4621038,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.81E+14,54675578.18,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,10,2.99E+15,5.91E-15,0.111111111,0.111111225,57,0.000685872,0.055555556
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,4621038,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.81E+14,40978638.45,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,10,1.68E+15,5.91E-15,0.111111111,0.111111225,259,0.001371744,0.111111111
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,4621038,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.81E+14,37388179.99,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,10,1.40E+15,5.91E-15,0.111111111,0.111111225,158,0.001371744,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,4621038,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-7.81E+14,70254446.68,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,-7.81E+14,10,4.94E+15,5.91E-15,0.055555556,0.111111225,360,0.000685872,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3696831,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.02E+14,62559723.88,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,10,3.91E+15,5.91E-15,0.111111111,0.111111225,47,0.000685872,0.055555556
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3696831,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.02E+14,57544163.56,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,10,3.31E+15,5.91E-15,0.111111111,0.111111225,249,0.001371744,0.111111111
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3696831,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.02E+14,65774138.39,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,10,4.33E+15,5.91E-15,0.111111111,0.111111225,148,0.001371744,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3696831,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.02E+14,118486170.1,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,-8.02E+14,10,1.40E+16,5.91E-15,0.055555556,0.111111225,350,0.000685872,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2772623,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.24E+14,51985433.42,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,10,2.70E+15,5.91E-15,0.111111111,0.111111285,37,0.000685872,0.055555556
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2772623,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.24E+14,63015646.03,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,10,3.97E+15,5.91E-15,0.111111111,0.111111285,138,0.001371744,0.111111111
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2772623,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.24E+14,63942812.82,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,10,4.09E+15,5.91E-15,0.111111111,0.111111285,239,0.001371744,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2772623,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.24E+14,57404417.88,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,-8.24E+14,10,3.30E+15,5.91E-15,0.055555556,0.111111285,340,0.000685872,0.111111111
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,8317869,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.43E+14,75847908.75,-8.43E+14,-8.43E+14,-8.43E+14,-8.43E+14,-8.43E+14,10,5.75E+15,5.91E-15,0.111111111,0.055555642,98,0.000342936,0.055555556
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,8317869,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.43E+14,82333125.44,-8.43E+14,-8.43E+14,-8.43E+14,-8.43E+14,-8.43E+14,10,6.78E+15,5.91E-15,0.111111111,0.055555642,199,0.000685872,0.111111111
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,8317869,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.43E+14,58351079.03,-8.43E+14,-8.43E+14,-8.43E+14,-8.43E+14,-8.43E+14,10,3.40E+15,5.91E-15,0.055555556,0.055555642,300,0.000342936,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.45E+14,52656394.14,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,10,2.77E+15,5.91E-15,0.111111111,0.111111225,27,0.000685872,0.055555556
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.45E+14,78216182.46,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,10,6.12E+15,5.91E-15,0.111111111,0.111111225,128,0.001371744,0.111111111
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.45E+14,64457570.26,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,10,4.15E+15,5.91E-15,0.111111111,0.111111225,229,0.001371744,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.45E+14,50859765.28,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,-8.45E+14,10,2.59E+15,5.91E-15,0.055555556,0.111111225,330,0.000685872,0.111111111
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.64E+14,62858555.2,-8.64E+14,-8.64E+14,-8.64E+14,-8.64E+14,-8.64E+14,10,3.95E+15,5.91E-15,0.111111111,0.111111225,88,0.000685872,0.055555556
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.64E+14,42938577.28,-8.64E+14,-8.64E+14,-8.64E+14,-8.64E+14,-8.64E+14,10,1.84E+15,5.91E-15,0.111111111,0.111111225,189,0.001371744,0.111111111
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.64E+14,88355790.65,-8.64E+14,-8.64E+14,-8.64E+14,-8.64E+14,-8.64E+14,10,7.81E+15,5.91E-15,0.055555556,0.111111225,290,0.000685872,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.67E+14,41061277.07,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,10,1.69E+15,5.91E-15,0.111111111,0.111110624,17,0.000685868,0.055555556
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.67E+14,62551114.58,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,10,3.91E+15,5.91E-15,0.111111111,0.111110624,118,0.001371736,0.111111111
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.67E+14,62221956.98,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,10,3.87E+15,5.91E-15,0.111111111,0.111110624,219,0.001371736,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,924208,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.67E+14,53158039.99,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,-8.67E+14,10,2.83E+15,5.91E-15,0.055555556,0.111110624,320,0.000685868,0.111111111
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,6469454,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.86E+14,30698028.4,-8.86E+14,-8.86E+14,-8.86E+14,-8.86E+14,-8.86E+14,10,9.42E+14,5.91E-15,0.111111111,0.111111225,78,0.000685872,0.055555556
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,6469454,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.86E+14,37689118.47,-8.86E+14,-8.86E+14,-8.86E+14,-8.86E+14,-8.86E+14,10,1.42E+15,5.91E-15,0.055555556,0.111111225,280,0.000685872,0.111111111
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,6469454,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.86E+14,61757248.42,-8.86E+14,-8.86E+14,-8.86E+14,-8.86E+14,-8.86E+14,10,3.81E+15,5.91E-15,0.111111111,0.111111225,179,0.001371744,0.111111111
1280,-285,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.89E+14,53450227.18,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,10,2.86E+15,5.91E-15,0.111111111,0.055555041,108,0.000685865,0.111111111
1280,-385,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.89E+14,57551532.32,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,10,3.31E+15,5.91E-15,0.111111111,0.055555041,7,0.000342932,0.055555556
1280,-185,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.89E+14,35730635.4,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,10,1.28E+15,5.91E-15,0.111111111,0.055555041,209,0.000685865,0.111111111
1280,-85,-17217,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,10,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-8.89E+14,90281088.1,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,-8.89E+14,10,8.15E+15,5.91E-15,0.055555556,0.055555041,310,0.000342932,0.111111111
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,5545246,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.07E+14,68304672.15,-9.07E+14,-9.07E+14,-9.07E+14,-9.07E+14,-9.07E+14,10,4.67E+15,5.91E-15,0.111111111,0.111111285,68,0.000685872,0.055555556
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,5545246,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.07E+14,75770335.77,-9.07E+14,-9.07E+14,-9.07E+14,-9.07E+14,-9.07E+14,10,5.74E+15,5.91E-15,0.111111111,0.111111285,169,0.001371744,0.111111111
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,5545246,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.07E+14,65508044.9,-9.07E+14,-9.07E+14,-9.07E+14,-9.07E+14,-9.07E+14,10,4.29E+15,5.91E-15,0.055555556,0.111111285,270,0.000685872,0.111111111
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,4621038,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.29E+14,41602894.57,-9.29E+14,-9.29E+14,-9.29E+14,-9.29E+14,-9.29E+14,10,1.73E+15,5.91E-15,0.111111111,0.111111225,58,0.000685872,0.055555556
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,4621038,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.29E+14,52002182.56,-9.29E+14,-9.29E+14,-9.29E+14,-9.29E+14,-9.29E+14,10,2.70E+15,5.91E-15,0.111111111,0.111111225,159,0.001371744,0.111111111
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,4621038,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.29E+14,67066881.74,-9.29E+14,-9.29E+14,-9.29E+14,-9.29E+14,-9.29E+14,10,4.50E+15,5.91E-15,0.055555556,0.111111225,260,0.000685872,0.111111111
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3696831,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.50E+14,39613695.81,-9.50E+14,-9.50E+14,-9.50E+14,-9.50E+14,-9.50E+14,10,1.57E+15,5.91E-15,0.111111111,0.111111225,149,0.001371744,0.111111111
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3696831,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.50E+14,65630154.13,-9.50E+14,-9.50E+14,-9.50E+14,-9.50E+14,-9.50E+14,10,4.31E+15,5.91E-15,0.055555556,0.111111225,250,0.000685872,0.111111111
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,3696831,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.50E+14,56471522.77,-9.50E+14,-9.50E+14,-9.50E+14,-9.50E+14,-9.50E+14,10,3.19E+15,5.91E-15,0.111111111,0.111111225,48,0.000685872,0.055555556
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2772623,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.72E+14,73816334.34,-9.72E+14,-9.72E+14,-9.72E+14,-9.72E+14,-9.72E+14,10,5.45E+15,5.91E-15,0.111111111,0.111111285,38,0.000685872,0.055555556
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2772623,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.72E+14,45044271.66,-9.72E+14,-9.72E+14,-9.72E+14,-9.72E+14,-9.72E+14,10,2.03E+15,5.91E-15,0.111111111,0.111111285,139,0.001371744,0.111111111
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,2772623,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.72E+14,73794413.76,-9.72E+14,-9.72E+14,-9.72E+14,-9.72E+14,-9.72E+14,10,5.45E+15,5.91E-15,0.055555556,0.111111285,240,0.000685872,0.111111111
1280,-185,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,8317869,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.91E+14,68749077.6,-9.91E+14,-9.91E+14,-9.91E+14,-9.91E+14,-9.91E+14,10,4.73E+15,5.91E-15,0.111111111,0.055555642,99,0.000342936,0.055555556
1280,-85,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,8317869,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.91E+14,82574433.57,-9.91E+14,-9.91E+14,-9.91E+14,-9.91E+14,-9.91E+14,10,6.82E+15,5.91E-15,0.055555556,0.055555642,200,0.000342936,0.111111111
1280,-285,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.94E+14,48696090.59,-9.94E+14,-9.94E+14,-9.94E+14,-9.94E+14,-9.94E+14,10,2.37E+15,5.91E-15,0.111111111,0.111111225,28,0.000685872,0.055555556
1280,-85,-19730,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.94E+14,68611184.53,-9.94E+14,-9.94E+14,-9.94E+14,-9.94E+14,-9.94E+14,10,4.71E+15,5.91E-15,0.055555556,0.111111225,230,0.000685872,0.111111111
1280,-185,-22243,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,1848415,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-9.94E+14,65981305.41,-9.94E+14,-9.94E+14,-9.94E+14,-9.94E+14,-9.94E+14,10,4.35E+15,5.91E-15,0.111111111,0.111111225,129,0.001371744,0.111111111
1280,-185,-24756,-14.9,-1.00E+200,-1.00E+200,-1.00E+200,-1.00E+200,7393661,1.00E+200,-1.00E+200,ref,south_texas_project,west_south_central,covid,-1.01E+15,50145216.47,-1.01E+15,-1.01E+15,-1.01E+15,-1.01E+15,-1.01E+15,10,2.51E+15,5.91E-15,0.111111111,0.111111225,89,0.000685872,0.055555556
