npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614729277226.0,2078263.24992,-614729277226.0,-614727807672.0,-614730746780.0,-614730599824.0,-614727954627.0,2.0,4319178135970.0,0.249579831933,0.00779882955587,0.25,0.124991342377,27,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614784174793.0,18417496.2164,-614784174793.0,-614771151657.0,-614797197930.0,-614795895616.0,-614772453970.0,2.0,339204166882000.0,0.249579831933,0.0155983536443,0.25,0.249993815983,32,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614824335798.0,5790090.48471,-614824335798.0,-614820241586.0,-614828430010.0,-614828020589.0,-614820651007.0,2.0,33525147821100.0,0.249579831933,0.0155991253473,0.25,0.250006184017,37,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614867237258.0,7917862.99164,-614867237258.0,-614861638483.0,-614872836032.0,-614872276155.0,-614862198361.0,2.0,62692554354300.0,0.249579831933,0.0155991253473,0.25,0.250006184017,42,2.78193391732e-13
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614919205741.0,17996789.5565,-614919205741.0,-614906480089.0,-614931931393.0,-614930658828.0,-614907752655.0,2.0,323884434341000.0,0.249579831933,0.00779952408848,0.25,0.125002473607,47,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627612058000.0,12766625.2417,-202627612058000.0,-202627603031000.0,-202627621086000.0,-202627620183000.0,-202627603934000.0,2.0,162986720061000.0,0.249579831933,0.00779882955587,0.25,0.124991342377,28,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627651471000.0,4489060.88172,-202627651471000.0,-202627648296000.0,-202627654645000.0,-202627654327000.0,-202627648614000.0,2.0,20151667599800.0,0.249579831933,0.0155983536443,0.25,0.249993815983,33,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627693461000.0,1168562.81043,-202627693461000.0,-202627692635000.0,-202627694287000.0,-202627694204000.0,-202627692717000.0,2.0,1365539041930.0,0.249579831933,0.0155991253473,0.25,0.250006184017,38,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627743915000.0,6715726.56807,-202627743915000.0,-202627739166000.0,-202627748663000.0,-202627748189000.0,-202627739641000.0,2.0,45100983337000.0,0.249579831933,0.0155991253473,0.25,0.250006184017,43,2.78193391732e-13
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627780633000.0,853556.594716,-202627780633000.0,-202627780029000.0,-202627781237000.0,-202627781176000.0,-202627780090000.0,2.0,728558860383.0,0.249579831933,0.00779952408848,0.25,0.125002473607,48,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082431512000.0,16164007.188,-203082431512000.0,-203082420083000.0,-203082442942000.0,-203082441799000.0,-203082421226000.0,2.0,261275128372000.0,0.250420168067,0.00782508824124,0.25,0.124991342377,54,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082470526000.0,11428806.7667,-203082470526000.0,-203082462445000.0,-203082478608000.0,-203082477800000.0,-203082463253000.0,2.0,130617624111000.0,0.250420168067,0.0156508733536,0.25,0.249993815983,59,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082507569000.0,17499978.5011,-203082507569000.0,-203082495195000.0,-203082519944000.0,-203082518706000.0,-203082496433000.0,2.0,306249247539000.0,0.250420168067,0.0156516476548,0.25,0.250006184017,64,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082553090000.0,977075.554049,-203082553090000.0,-203082552399000.0,-203082553780000.0,-203082553711000.0,-203082552468000.0,2.0,954676638321.0,0.250420168067,0.0156516476548,0.25,0.250006184017,69,2.78193391732e-13
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082588422000.0,10893227.8935,-203082588422000.0,-203082580719000.0,-203082596125000.0,-203082595355000.0,-203082581490000.0,2.0,118662413940000.0,0.250420168067,0.00782578511235,0.25,0.125002473607,74,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537206348000.0,28831087.4838,-203537206348000.0,-203537185961000.0,-203537226735000.0,-203537224696000.0,-203537188000000.0,2.0,831231605496000.0,0.125210084034,0.00391254412062,0.25,0.124991342377,80,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537262242000.0,32911351.6389,-203537262242000.0,-203537238970000.0,-203537285514000.0,-203537283187000.0,-203537241297000.0,2.0,1083157066700000.0,0.125210084034,0.00782543667679,0.25,0.249993815983,85,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537342548000.0,53595509.0724,-203537342548000.0,-203537304651000.0,-203537380446000.0,-203537376656000.0,-203537308440000.0,2.0,2872478592730000.0,0.125210084034,0.00782582382741,0.25,0.250006184017,90,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537381708000.0,33678408.1262,-203537381708000.0,-203537357893000.0,-203537405522000.0,-203537403140000.0,-203537360275000.0,2.0,1134235173920000.0,0.125210084034,0.00782582382741,0.25,0.250006184017,95,2.78193391732e-13
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537405002000.0,36610417.3788,-203537405002000.0,-203537379115000.0,-203537430890000.0,-203537428301000.0,-203537381703000.0,2.0,1340322660650000.0,0.125210084034,0.00391289255617,0.25,0.125002473607,100,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537757975000.0,12095341.0424,-203537757975000.0,-203537749422000.0,-203537766527000.0,-203537765672000.0,-203537750277000.0,2.0,146297274933000.0,0.249579831933,0.00389941477793,0.125,0.124991342377,2,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537802369000.0,13843648.6599,-203537802369000.0,-203537792580000.0,-203537812158000.0,-203537811179000.0,-203537793559000.0,2.0,191646608218000.0,0.249579831933,0.00779917682217,0.125,0.249993815983,7,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537850785000.0,7150188.24352,-203537850785000.0,-203537845729000.0,-203537855841000.0,-203537855336000.0,-203537846235000.0,2.0,51125191917700.0,0.249579831933,0.00779956267363,0.125,0.250006184017,12,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537885412000.0,889807.351931,-203537885412000.0,-203537884783000.0,-203537886041000.0,-203537885978000.0,-203537884845000.0,2.0,791757123550.0,0.249579831933,0.00779956267363,0.125,0.250006184017,17,2.78193391732e-13
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537930672000.0,3710232.10504,-203537930672000.0,-203537928049000.0,-203537933296000.0,-203537933033000.0,-203537928311000.0,2.0,13765822273300.0,0.249579831933,0.00389976204424,0.125,0.125002473607,22,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550636472000.0,11530534.2198,-405550636472000.0,-405550628319000.0,-405550644625000.0,-405550643810000.0,-405550629134000.0,2.0,132953219393000.0,0.249579831933,0.00389941477793,0.125,0.124991342377,3,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550681659000.0,20358180.3456,-405550681659000.0,-405550667264000.0,-405550696054000.0,-405550694615000.0,-405550668703000.0,2.0,414455506984000.0,0.249579831933,0.00779917682217,0.125,0.249993815983,8,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550732393000.0,17328443.5442,-405550732393000.0,-405550720140000.0,-405550744646000.0,-405550743421000.0,-405550721365000.0,2.0,300274955664000.0,0.249579831933,0.00779956267363,0.125,0.250006184017,13,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550767429000.0,8869548.21304,-405550767429000.0,-405550761157000.0,-405550773701000.0,-405550773073000.0,-405550761784000.0,2.0,78668885503400.0,0.249579831933,0.00779956267363,0.125,0.250006184017,18,2.78193391732e-13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550813754000.0,7259486.97612,-405550813754000.0,-405550808621000.0,-405550818887000.0,-405550818374000.0,-405550809134000.0,2.0,52700151156500.0,0.249579831933,0.00389976204424,0.125,0.125002473607,23,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005468990000.0,44311213.3873,-406005468990000.0,-406005437657000.0,-406005500322000.0,-406005497189000.0,-406005440790000.0,2.0,1963483631850000.0,0.250420168067,0.00782508824124,0.25,0.124991342377,29,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005485568000.0,16536477.7179,-406005485568000.0,-406005473875000.0,-406005497261000.0,-406005496092000.0,-406005475044000.0,2.0,273455095314000.0,0.250420168067,0.0156508733536,0.25,0.249993815983,34,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005518346000.0,2144343.16583,-406005518346000.0,-406005516830000.0,-406005519862000.0,-406005519711000.0,-406005516981000.0,2.0,4598207612850.0,0.250420168067,0.0156516476548,0.25,0.250006184017,39,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005585596000.0,7082493.28743,-406005585596000.0,-406005580588000.0,-406005590605000.0,-406005590104000.0,-406005581089000.0,2.0,50161711166500.0,0.250420168067,0.0156516476548,0.25,0.250006184017,44,2.78193391732e-13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005615929000.0,13305868.7179,-406005615929000.0,-406005606520000.0,-406005625338000.0,-406005624397000.0,-406005607461000.0,2.0,177046142338000.0,0.250420168067,0.00782578511235,0.25,0.125002473607,49,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460251154000.0,44579915.5551,-406460251154000.0,-406460219631000.0,-406460282676000.0,-406460279524000.0,-406460222783000.0,2.0,1987368870900000.0,0.125210084034,0.00391254412062,0.25,0.124991342377,55,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460306241000.0,62971496.0452,-406460306241000.0,-406460261713000.0,-406460350768000.0,-406460346316000.0,-406460266166000.0,2.0,3965409314170000.0,0.125210084034,0.00782543667679,0.25,0.249993815983,60,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460369258000.0,29125694.6853,-406460369258000.0,-406460348663000.0,-406460389853000.0,-406460387793000.0,-406460350722000.0,2.0,848306090902000.0,0.125210084034,0.00782582382741,0.25,0.250006184017,65,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460420338000.0,14501527.5066,-406460420338000.0,-406460410084000.0,-406460430592000.0,-406460429567000.0,-406460411109000.0,2.0,210294300025000.0,0.125210084034,0.00782582382741,0.25,0.250006184017,70,2.78193391732e-13
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460449858000.0,38904990.6615,-406460449858000.0,-406460422348000.0,-406460477368000.0,-406460474617000.0,-406460425099000.0,2.0,1513598298370000.0,0.125210084034,0.00391289255617,0.25,0.125002473607,75,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928493132000.0,28247920.744,-608928493132000.0,-608928473157000.0,-608928513106000.0,-608928511108000.0,-608928475155000.0,2.0,797945026359000.0,0.250420168067,0.00391254412062,0.125,0.124991342377,4,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928521346000.0,37527604.6787,-608928521346000.0,-608928494810000.0,-608928547882000.0,-608928545228000.0,-608928497464000.0,2.0,1408321112920000.0,0.250420168067,0.00782543667679,0.125,0.249993815983,9,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928540964000.0,3824966.32328,-608928540964000.0,-608928538260000.0,-608928543669000.0,-608928543399000.0,-608928538530000.0,2.0,14630367374200.0,0.250420168067,0.00782582382741,0.125,0.250006184017,14,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928620867000.0,30598879.2297,-608928620867000.0,-608928599230000.0,-608928642504000.0,-608928640340000.0,-608928601394000.0,2.0,936291410111000.0,0.250420168067,0.00782582382741,0.125,0.250006184017,19,2.78193391732e-13
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928632100000.0,7011885.97948,-608928632100000.0,-608928627142000.0,-608928637058000.0,-608928636563000.0,-608928627638000.0,2.0,49166544989300.0,0.250420168067,0.00391289255617,0.125,0.125002473607,24,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383248335000.0,3316116.99235,-609383248335000.0,-609383245990000.0,-609383250679000.0,-609383250445000.0,-609383246224000.0,2.0,10996631907000.0,0.125210084034,0.00391254412062,0.25,0.124991342377,30,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383307047000.0,19022732.9102,-609383307047000.0,-609383293596000.0,-609383320498000.0,-609383319153000.0,-609383294941000.0,2.0,361864367373000.0,0.125210084034,0.00782543667679,0.25,0.249993815983,35,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383372896000.0,37966893.0871,-609383372896000.0,-609383346049000.0,-609383399743000.0,-609383397058000.0,-609383348734000.0,2.0,1441484970690000.0,0.125210084034,0.00782582382741,0.25,0.250006184017,40,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383433659000.0,3159440.42603,-609383433659000.0,-609383431425000.0,-609383435893000.0,-609383435669000.0,-609383431648000.0,2.0,9982063805630.0,0.125210084034,0.00782582382741,0.25,0.250006184017,45,2.78193391732e-13
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383470149000.0,58549509.2135,-609383470149000.0,-609383428748000.0,-609383511549000.0,-609383507409000.0,-609383432888000.0,2.0,3428045029140000.0,0.125210084034,0.00391289255617,0.25,0.125002473607,50,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306324889000.0,6050513.94122,-812306324889000.0,-812306320610000.0,-812306329167000.0,-812306328739000.0,-812306321038000.0,2.0,36608718952900.0,0.125210084034,0.0039127183384,0.125,0.249993815983,10,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306330515000.0,21151130.5971,-812306330515000.0,-812306315559000.0,-812306345471000.0,-812306343976000.0,-812306317055000.0,2.0,447370325537000.0,0.125210084034,0.00195627206031,0.125,0.124991342377,5,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306365346000.0,4509329.45679,-812306365346000.0,-812306362157000.0,-812306368534000.0,-812306368216000.0,-812306362476000.0,2.0,20334052149900.0,0.125210084034,0.0039129119137,0.125,0.250006184017,15,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306413965000.0,2525149.11468,-812306413965000.0,-812306412180000.0,-812306415751000.0,-812306415572000.0,-812306412358000.0,2.0,6376378051390.0,0.125210084034,0.0039129119137,0.125,0.250006184017,20,2.78193391732e-13
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306507284000.0,58071315.348,-812306507284000.0,-812306466221000.0,-812306548346000.0,-812306544240000.0,-812306470327000.0,2.0,3372277666250000.0,0.125210084034,0.00195644627809,0.125,0.125002473607,25,2.78193391732e-13
