smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750229028000.0,27655975.4724,-101750229028000.0,-101750209473000.0,-101750248584000.0,-101750246628000.0,-101750211428000.0,2.0,764852979331000.0,118,0.249963898917,0.249546279492,2.6175466018599997e-14,0.00779721069797,0.125000249693
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160173591000.0,6714738.92772,-102160173591000.0,-102160168843000.0,-102160178339000.0,-102160177864000.0,-102160169318000.0,2.0,45087718867400.0,124,0.25,0.125226860254,2.6175466018599997e-14,0.0039133472,0.125000249693
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102732717925000.0,6105858.54817,-102732717925000.0,-102732713608000.0,-102732722242000.0,-102732721811000.0,-102732714039000.0,2.0,37281508610200.0,106,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00391391230429,0.125000249693
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073690000000.0,16671980.5904,-103073690000000.0,-103073678211000.0,-103073701789000.0,-103073700610000.0,-103073679390000.0,2.0,277954936805000.0,112,0.25,0.249546279492,2.6175466018599997e-14,0.00779833681159,0.125000249693
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873478621000.0,12541895.3156,-135873478621000.0,-135873469753000.0,-135873487490000.0,-135873486603000.0,-135873470640000.0,2.0,157299138106000.0,93,0.249963898917,0.249546279492,2.6175466018599997e-14,0.0155944213959,0.250000499385
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283405596000.0,9137405.75288,-136283405596000.0,-136283399135000.0,-136283412057000.0,-136283411411000.0,-136283399781000.0,2.0,83492183892700.0,99,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136855938908000.0,15422320.1451,-136855938908000.0,-136855928003000.0,-136855949813000.0,-136855948723000.0,-136855929093000.0,2.0,237847958659000.0,81,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00782782460857,0.250000499385
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137196912997000.0,23279418.5389,-137196912997000.0,-137196896535000.0,-137196929458000.0,-137196927811000.0,-137196898182000.0,2.0,541931327509000.0,87,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996668606000.0,16279250.5894,-169996668606000.0,-169996657095000.0,-169996680117000.0,-169996678966000.0,-169996658246000.0,2.0,265013999751000.0,68,0.249963898917,0.249546279492,2.6175466018599997e-14,0.0155944213959,0.250000499385
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406653941000.0,38120022.6512,-170406653941000.0,-170406626986000.0,-170406680896000.0,-170406678201000.0,-170406629682000.0,2.0,1453136126930000.0,74,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979159177000.0,11202126.3639,-170979159177000.0,-170979151256000.0,-170979167098000.0,-170979166306000.0,-170979152048000.0,2.0,125487635073000.0,56,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00782782460857,0.250000499385
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320107048000.0,8303680.24405,-171320107048000.0,-171320101177000.0,-171320112920000.0,-171320112333000.0,-171320101764000.0,2.0,68951105595500.0,62,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204119927866000.0,13861706.4435,-204119927866000.0,-204119918065000.0,-204119937668000.0,-204119936688000.0,-204119919045000.0,2.0,192146905525000.0,43,0.249963898917,0.249546279492,2.6175466018599997e-14,0.0155943590951,0.249999500615
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529865337000.0,44133290.5824,-204529865337000.0,-204529834130000.0,-204529896544000.0,-204529893423000.0,-204529837251000.0,2.0,1947747337630000.0,49,0.25,0.125226860254,2.6175466018599997e-14,0.00782666313177,0.249999500615
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102366744000.0,11636937.549,-205102366744000.0,-205102358515000.0,-205102374972000.0,-205102374150000.0,-205102359338000.0,2.0,135418315519000.0,31,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00782779333583,0.249999500615
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443377981000.0,15066567.6083,-205443377981000.0,-205443367328000.0,-205443388635000.0,-205443387570000.0,-205443368393000.0,2.0,227001459494000.0,37,0.25,0.249546279492,2.6175466018599997e-14,0.0155966113133,0.249999500615
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242832522000.0,41504836.2606,-238242832522000.0,-238242803174000.0,-238242861871000.0,-238242858936000.0,-238242806109000.0,2.0,1722651433020000.0,18,0.249963898917,0.249546279492,2.6175466018599997e-14,0.00779714839709,0.124999250922
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652794749000.0,10532999.8568,-238652794749000.0,-238652787301000.0,-238652802197000.0,-238652801452000.0,-238652788046000.0,2.0,110944085984000.0,24,0.25,0.125226860254,2.6175466018599997e-14,0.00391331593177,0.124999250922
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225321279000.0,4922825.90231,-239225321279000.0,-239225317798000.0,-239225324760000.0,-239225324412000.0,-239225318146000.0,2.0,24234214864500.0,6,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00391388103154,0.124999250922
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566310174000.0,29774505.8157,-239566310174000.0,-239566289120000.0,-239566331228000.0,-239566329123000.0,-239566291226000.0,2.0,886521196568000.0,12,0.25,0.249546279492,2.6175466018599997e-14,0.00779827450171,0.124999250922
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340546896177000.0,2300010.60239,-340546896177000.0,-340546894550000.0,-340546897803000.0,-340546897640000.0,-340546894713000.0,2.0,5290048771100.0,117,0.25,0.249546279492,2.6175466018599997e-14,0.00779833681159,0.125000249693
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956805505000.0,32639665.9445,-340956805505000.0,-340956782425000.0,-340956828585000.0,-340956826277000.0,-340956784733000.0,2.0,1065347792970000.0,123,0.249963898917,0.125226860254,2.6175466018599997e-14,0.00391278209571,0.125000249693
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939291996000.0,24464906.4031,-341939291996000.0,-341939274697000.0,-341939309296000.0,-341939307566000.0,-341939276427000.0,2.0,598531645314000.0,111,0.125018050542,0.249546279492,2.6175466018599997e-14,0.0038997314626,0.125000249693
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670080460000.0,4380834.41026,-374670080460000.0,-374670077362000.0,-374670083558000.0,-374670083248000.0,-374670077672000.0,2.0,19191710130100.0,92,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080046744000.0,60553659.8421,-375080046744000.0,-375080003927000.0,-375080089562000.0,-375080085281000.0,-375080008208000.0,2.0,3666745720270000.0,98,0.249963898917,0.125226860254,2.6175466018599997e-14,0.00782556419142,0.250000499385
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062495698000.0,17999653.6519,-376062495698000.0,-376062482971000.0,-376062508426000.0,-376062507153000.0,-376062484243000.0,2.0,323987531587000.0,86,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793325634000.0,1266360.14188,-408793325634000.0,-408793324738000.0,-408793326529000.0,-408793326440000.0,-408793324828000.0,2.0,1603668008950.0,67,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203230353000.0,9074133.69447,-409203230353000.0,-409203223937000.0,-409203236769000.0,-409203236128000.0,-409203224578000.0,2.0,82339902305000.0,73,0.249963898917,0.125226860254,2.6175466018599997e-14,0.00782556419142,0.250000499385
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410185741882000.0,16362591.1448,-410185741882000.0,-410185730312000.0,-410185753452000.0,-410185752295000.0,-410185731469000.0,2.0,267734388971000.0,61,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916539967000.0,1463753.06572,-442916539967000.0,-442916538932000.0,-442916541002000.0,-442916540899000.0,-442916539036000.0,2.0,2142573037390.0,42,0.25,0.249546279492,2.6175466018599997e-14,0.0155966113133,0.249999500615
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326478318000.0,3180035.39717,-443326478318000.0,-443326476069000.0,-443326480567000.0,-443326480342000.0,-443326476294000.0,2.0,10112625127200.0,48,0.249963898917,0.125226860254,2.6175466018599997e-14,0.0078255329277,0.249999500615
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444308958316000.0,5991650.08592,-444308958316000.0,-444308954079000.0,-444308962553000.0,-444308962129000.0,-444308954503000.0,2.0,35899870752100.0,36,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779943176577,0.249999500615
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039464198000.0,13004101.0879,-477039464198000.0,-477039455003000.0,-477039473393000.0,-477039472474000.0,-477039455922000.0,2.0,169106645105000.0,17,0.25,0.249546279492,2.6175466018599997e-14,0.00779827450171,0.124999250922
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449368952000.0,27961498.7896,-477449368952000.0,-477449349180000.0,-477449388723000.0,-477449386746000.0,-477449351157000.0,2.0,781845414560000.0,23,0.249963898917,0.125226860254,2.6175466018599997e-14,0.00391275083199,0.124999250922
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478431872545000.0,52937553.8581,-478431872545000.0,-478431835112000.0,-478431909977000.0,-478431906234000.0,-478431838855000.0,2.0,2802384608480000.0,11,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00389970030317,0.124999250922
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412429221000.0,35967712.7121,-579412429221000.0,-579412403788000.0,-579412454654000.0,-579412452111000.0,-579412406332000.0,2.0,1293676357740000.0,116,0.125018050542,0.249546279492,2.6175466018599997e-14,0.0038997314626,0.125000249693
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753406652000.0,12452309.6041,-579753406652000.0,-579753397847000.0,-579753415457000.0,-579753414577000.0,-579753398728000.0,2.0,155060014477000.0,122,0.25,0.125226860254,2.6175466018599997e-14,0.0039133472,0.125000249693
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535699566000.0,3913556.19636,-613535699566000.0,-613535696799000.0,-613535702333000.0,-613535702057000.0,-613535697075000.0,2.0,15315922102100.0,91,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876645726000.0,8735195.09619,-613876645726000.0,-613876639549000.0,-613876651903000.0,-613876651285000.0,-613876640167000.0,2.0,76303633368400.0,97,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647658929307000.0,16827366.4658,-647658929307000.0,-647658917409000.0,-647658941206000.0,-647658940016000.0,-647658918599000.0,2.0,283160262175000.0,66,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647999894847000.0,25113932.3614,-647999894847000.0,-647999877089000.0,-647999912605000.0,-647999910829000.0,-647999878865000.0,2.0,630709598653000.0,72,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782110347000.0,17734115.5659,-681782110347000.0,-681782097807000.0,-681782122886000.0,-681782121632000.0,-681782099061000.0,2.0,314498854905000.0,41,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779943176577,0.249999500615
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123090963000.0,6645993.75234,-682123090963000.0,-682123086264000.0,-682123095663000.0,-682123095193000.0,-682123086734000.0,2.0,44169232956100.0,47,0.25,0.125226860254,2.6175466018599997e-14,0.00782666313177,0.249999500615
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905095620000.0,57372317.7558,-715905095620000.0,-715905055051000.0,-715905136188000.0,-715905132131000.0,-715905059108000.0,2.0,3291582844670000.0,16,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00389970030317,0.124999250922
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246046754000.0,21986184.2845,-716246046754000.0,-716246031208000.0,-716246062301000.0,-716246060746000.0,-716246032762000.0,2.0,483392299393000.0,22,0.25,0.125226860254,2.6175466018599997e-14,0.00391331593177,0.124999250922
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619069112000.0,178619.503957,-818619069112000.0,-818619068985000.0,-818619069238000.0,-818619069225000.0,-818619068998000.0,2.0,31904927193.8,121,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00195695615214,0.125000249693
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742296915000.0,62669692.6179,-852742296915000.0,-852742252601000.0,-852742341230000.0,-852742336798000.0,-852742257033000.0,2.0,3927490372820000.0,96,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865473659000.0,16178344.2641,-886865473659000.0,-886865462219000.0,-886865485099000.0,-886865483955000.0,-886865463363000.0,2.0,261738823127000.0,71,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988681622000.0,27789971.5224,-920988681622000.0,-920988661971000.0,-920988701272000.0,-920988699307000.0,-920988663936000.0,2.0,772282517218000.0,46,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391389666791,0.249999500615
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111597041000.0,62831777.844,-955111597041000.0,-955111552612000.0,-955111641470000.0,-955111637027000.0,-955111557055000.0,2.0,3947832307040000.0,21,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00195694051577,0.124999250922
