npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,75802.0,ref,cooper,nebraska,covid,1416748897.25,2507350.51985,1416751060.45,1419555633.19,1413937834.9,1414173656.34,1419321109.68,4.0,6286806629410.0,0.000687463301778,1.17308946207e-12,393,0.0555599535571,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50535.0,ref,cooper,nebraska,covid,1415337312.74,4384020.099169999,1415608761.39,1419973164.0,1410158564.19,1410654362.58,1419640234.8,4.0,19219632230000.0,0.00137500823064,1.17308946207e-12,363,0.111126504117,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,58957.0,ref,cooper,nebraska,covid,1413520402.45,5588385.49312,1412364660.94,1420426006.64,1408926281.26,1408942002.89,1419716840.11,4.0,31230052419800.0,0.00137500823064,1.17308946207e-12,373,0.111126504117,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,42112.0,ref,cooper,nebraska,covid,1413517193.55,8650003.0213,1417599748.5,1418316887.67,1400552389.53,1403098918.63,1418219891.54,4.0,74822552268400.0,0.00137500823064,1.17308946207e-12,353,0.111126504117,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16845.0,ref,cooper,nebraska,covid,1411273170.5,9375991.05132,1412584799.09,1420021862.36,1399901221.47,1401021266.53,1419688794.45,4.0,87909208194500.0,0.00137500823064,1.17308946207e-12,323,0.111126504117,0.111111111111,0.111360239163
769.0,-754.0,-15215.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1410019793.06,7304512.87973,1412897604.8,1414925888.35,1399358074.3,1401134398.89,1414876250.8,4.0,53355908410200.0,0.00034101933080100006,1.17308946207e-12,201,0.0554939835339,0.111111111111,0.0553064275037
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,25267.0,ref,cooper,nebraska,covid,1409732352.54,12754354.2254,1410463023.95,1423894374.64,1394108987.63,1395872252.12,1422569512.99,4.0,162673551708000.0,0.00137500823064,1.17308946207e-12,333,0.111126504117,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33690.0,ref,cooper,nebraska,covid,1407655335.11,8903674.69393,1408774971.88,1417224121.82,1395847274.85,1397565793.48,1416177385.26,4.0,79275423055300.0,0.00137500823064,1.17308946207e-12,343,0.111126504117,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67380.0,ref,cooper,nebraska,covid,1406984689.85,7324707.69224,1404063399.67,1417825504.96,1401986455.07,1402173373.36,1415885812.57,4.0,53651342776800.0,0.00137500823064,1.17308946207e-12,383,0.111126504117,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,8422.0,ref,cooper,nebraska,covid,1405258473.65,8797667.6434,1403873892.26,1415605943.45,1397680166.61,1397761613.51,1414693747.72,4.0,77398955963700.0,0.0013741919598,1.17308946207e-12,313,0.111060534093,0.111111111111,0.111360239163
769.0,-605.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1379843583.53,8318949.3552399995,1379588214.1,1390226077.46,1369971828.45,1371255661.76,1388789022.49,4.0,69204918375000.0,0.0006866470309369999,1.17308946207e-12,303,0.0554939835339,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67380.0,ref,cooper,nebraska,covid,1356457273.38,7069253.258839999,1359379718.32,1361062224.28,1346007432.57,1347847699.95,1360975423.87,4.0,49974341637600.0,0.00137500823064,1.17308946207e-12,382,0.111126504117,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,58957.0,ref,cooper,nebraska,covid,1355082361.73,9775176.136880001,1357158426.6,1363914297.71,1342098296.02,1343762465.27,1363495767.37,4.0,95554068507100.0,0.00137500823064,1.17308946207e-12,372,0.111126504117,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,25267.0,ref,cooper,nebraska,covid,1352288190.04,11301738.314000001,1355562780.89,1361334499.13,1336692699.24,1338880772.38,1361111180.51,4.0,127729288919000.0,0.00137500823064,1.17308946207e-12,332,0.111126504117,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,75802.0,ref,cooper,nebraska,covid,1348563890.23,10447146.9738,1347088425.36,1361806767.23,1338271942.96,1338908858.89,1360284572.38,4.0,109142879893000.0,0.000687463301778,1.17308946207e-12,392,0.0555599535571,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16845.0,ref,cooper,nebraska,covid,1348248806.55,7792778.29836,1351019658.68,1354166646.74,1336789262.12,1338849959.23,1353768460.9,4.0,60727393607500.0,0.00137500823064,1.17308946207e-12,322,0.111126504117,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33690.0,ref,cooper,nebraska,covid,1347642544.84,8775714.33067,1346137310.75,1358122317.64,1340173240.25,1340240183.24,1357152234.18,4.0,77013162013600.0,0.00137500823064,1.17308946207e-12,342,0.111126504117,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,42112.0,ref,cooper,nebraska,covid,1343141731.42,15831830.9908,1338138956.8,1365535814.31,1330753197.75,1331134572.14,1362152775.15,4.0,250646872522000.0,0.00137500823064,1.17308946207e-12,352,0.111126504117,0.111111111111,0.111360239163
769.0,-457.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1342731044.49,12346082.0532,1344968381.2,1354116076.37,1326871339.2,1328723449.81,1353606367.78,4.0,152425742064000.0,0.0006866470309369999,1.17308946207e-12,405,0.0554939835339,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50535.0,ref,cooper,nebraska,covid,1340833633.24,8112997.0568699995,1343049273.93,1348029637.78,1329206347.32,1331196111.67,1347369257.84,4.0,65820721244700.0,0.00137500823064,1.17308946207e-12,362,0.111126504117,0.111111111111,0.111360239163
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,8422.0,ref,cooper,nebraska,covid,1322325410.56,12409047.4227,1323433680.33,1334083141.6,1308351139.97,1309423063.47,1333676179.96,4.0,153984457939000.0,0.0013741919598,1.17308946207e-12,312,0.111060534093,0.111111111111,0.111360239163
769.0,-531.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,8422.0,ref,cooper,nebraska,covid,1298957210.1,10111928.2179,1302810999.38,1305917149.7,1284289691.95,1286678565.88,1305840549.33,4.0,102251092283000.0,0.00136496919497,1.17308946207e-12,414,0.111060534093,0.111111111111,0.11061285500700001
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,42112.0,ref,cooper,nebraska,covid,1296654207.3,6361106.8876,1295096878.25,1305301968.18,1291121104.52,1291363434.03,1304125241.24,4.0,40463680835500.0,0.000682889993741,1.17308946207e-12,351,0.111126504117,0.111111111111,0.0553064275037
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50535.0,ref,cooper,nebraska,covid,1295051713.5,8197714.713939999,1296060322.11,1303059549.08,1285026660.7,1286054700.2,1302636674.75,4.0,67202526531100.0,0.000682889993741,1.17308946207e-12,361,0.111126504117,0.111111111111,0.0553064275037
769.0,-680.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1294201362.39,8508861.62623,1294251226.12,1304560116.13,1283742881.19,1285243119.94,1303089795.61,4.0,72400726174400.0,0.0006866470309369999,1.17308946207e-12,302,0.0554939835339,0.111111111111,0.111360239163
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,58957.0,ref,cooper,nebraska,covid,1294123414.92,6718024.59822,1293688624.42,1302112505.09,1287003905.77,1287526326.48,1301329210.08,4.0,45131854502300.0,0.000682889993741,1.17308946207e-12,371,0.111126504117,0.111111111111,0.0553064275037
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,75802.0,ref,cooper,nebraska,covid,1292505623.05,9409978.97135,1291524265.05,1303016243.77,1283957718.32,1284142967.17,1302242180.12,4.0,88547704241300.0,0.000341424727057,1.17308946207e-12,391,0.0555599535571,0.111111111111,0.0553064275037
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33690.0,ref,cooper,nebraska,covid,1290493730.98,16929895.6816,1297698842.92,1301149015.43,1265428222.67,1269868818.36,1301031486.9,4.0,286621367790000.0,0.000682889993741,1.17308946207e-12,341,0.111126504117,0.111111111111,0.0553064275037
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67380.0,ref,cooper,nebraska,covid,1281116358.33,10777336.8646,1281859613.64,1293530667.47,1267215538.55,1269410470.49,1291781688.72,4.0,116150989893000.0,0.000682889993741,1.17308946207e-12,381,0.111126504117,0.111111111111,0.0553064275037
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,25267.0,ref,cooper,nebraska,covid,1280844996.53,12522364.3126,1283613992.35,1291179405.51,1264972595.93,1266727622.56,1291085776.36,4.0,156809607978000.0,0.000682889993741,1.17308946207e-12,331,0.111126504117,0.111111111111,0.0553064275037
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16845.0,ref,cooper,nebraska,covid,1274194694.05,12357676.2131,1277610279.24,1284996875.35,1256561342.36,1259434437.3,1284173131.52,4.0,152712161387000.0,0.000682889993741,1.17308946207e-12,321,0.111126504117,0.111111111111,0.0553064275037
769.0,-531.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1265575523.36,9725429.33811,1262831812.0,1278747919.3,1257890550.14,1257994237.7,1276998004.93,4.0,94583975810700.0,0.0006820386616020001,1.17308946207e-12,404,0.0554939835339,0.111111111111,0.11061285500700001
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,8422.0,ref,cooper,nebraska,covid,1260359770.92,7495349.7364300005,1262546080.01,1266478575.08,1249868348.57,1251410771.59,1266247937.53,4.0,56180267671400.0,0.000682484597484,1.17308946207e-12,311,0.111060534093,0.111111111111,0.0553064275037
769.0,-605.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,8422.0,ref,cooper,nebraska,covid,1229541047.95,7199483.967660001,1231994858.64,1235093486.11,1219080988.41,1220827949.66,1234818811.27,4.0,51832569400500.0,0.0013741919598,1.17308946207e-12,413,0.111060534093,0.111111111111,0.111360239163
769.0,-754.0,-13347.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1222438130.65,4086037.6684199995,1222700575.21,1226677018.7,1217674353.49,1218105044.36,1226403794.56,4.0,16695703827800.0,0.00034101933080100006,1.17308946207e-12,301,0.0554939835339,0.111111111111,0.0553064275037
769.0,-605.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1184901386.7,11084218.0969,1188580239.35,1193751254.0,1168693814.08,1171601314.5,1193051065.18,4.0,122859890819000.0,0.0006866470309369999,1.17308946207e-12,403,0.0554939835339,0.111111111111,0.111360239163
769.0,-680.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,8422.0,ref,cooper,nebraska,covid,1146221557.46,13921964.0267,1150881722.67,1156681729.54,1126441054.95,1129458975.55,1156459908.07,4.0,193821082361000.0,0.0013741919598,1.17308946207e-12,412,0.111060534093,0.111111111111,0.111360239163
769.0,-680.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1099637336.93,17422264.1436,1102384047.2,1115643340.18,1078137913.12,1080363319.42,1115065960.04,4.0,303535287890000.0,0.0006866470309369999,1.17308946207e-12,402,0.0554939835339,0.111111111111,0.111360239163
769.0,-754.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,8422.0,ref,cooper,nebraska,covid,1069286380.16,1952956.76545,1068612405.45,1072152903.81,1067767805.92,1067883570.02,1071632754.89,4.0,3814040127730.0,0.000682484597484,1.17308946207e-12,411,0.111060534093,0.111111111111,0.0553064275037
769.0,-754.0,-11479.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,1024855363.55,3723594.3256,1025551606.34,1028588499.39,1019729742.14,1020534475.05,1028201512.15,4.0,13865154701600.0,0.00034101933080100006,1.17308946207e-12,401,0.0554939835339,0.111111111111,0.0553064275037
