RAVEN_sample_ID,Year,_ROM_Cluster,hour,scaling,Dispatch__NPP__production__reactor_heat,Dispatch__BOP1__production__reactor_heat,Dispatch__BOP1__production__electricity,Dispatch__Converter__production__reactor_heat,Dispatch__Converter__production__thermal_heat,Dispatch__TES_Charger__production__tes_heat,Dispatch__TES_Charger__production__thermal_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__BOP2__production__tes_heat,Dispatch__BOP2__production__electricity,Dispatch__electricity_market__production__electricity,price,ProbabilityWeight,prefix,PointProbability
0,2018,0,22.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,32.7890204662,1.0,1,1.0
0,2018,0,23.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,180.0,-280.0,92.4,-111.804,79.6740863126,1.0,1,1.0
0,2018,1,0.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,124.86833,-100.0,0.0,0.0,0.0,-19.404,142.968837014,1.0,1,1.0
0,2018,1,1.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-79.195734,0.0,-20.804266,6.8654078,-26.269408,144.79818618,1.0,1,1.0
0,2018,1,2.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,168.273316156,1.0,1,1.0
0,2018,1,3.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,127.533748446,1.0,1,1.0
0,2018,1,4.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,112.147596492,1.0,1,1.0
0,2018,1,5.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,75.9660931917,1.0,1,1.0
0,2018,1,6.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,79.5924954713,1.0,1,1.0
0,2018,1,7.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,0.0,80.26334,-180.26334,59.486902,-78.890902,104.557304296,1.0,1,1.0
0,2018,1,8.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,36.8233542915,1.0,1,1.0
0,2018,1,9.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,0.0,180.0,-280.0,92.4,-111.804,125.516784057,1.0,1,1.0
0,2018,1,10.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,43.4736791466,1.0,1,1.0
0,2018,1,11.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,46.4730463125,1.0,1,1.0
0,2018,1,12.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,0.0,90.0,-190.0,62.7,-82.104,145.878297345,1.0,1,1.0
0,2018,1,13.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,124.946004655,1.0,1,1.0
0,2018,1,14.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,183.676232444,1.0,1,1.0
0,2018,1,15.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,-10.818511,0.0,-89.181489,29.429891,-48.833891,79.6230860185,1.0,1,1.0
0,2018,1,16.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,0.0,0.0,-100.0,33.0,-52.404,84.5612757045,1.0,1,1.0
0,2018,1,17.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,78.9659302304,1.0,1,1.0
0,2018,1,18.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,72.2315511437,1.0,1,1.0
0,2018,1,19.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,121.84717355,1.0,1,1.0
0,2018,1,20.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,-10.818511,0.0,-89.181489,29.429891,-48.833891,47.293940507,1.0,1,1.0
0,2018,1,21.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,19.0212600227,1.0,1,1.0
0,2018,1,22.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,17.5541387688,1.0,1,1.0
0,2018,1,23.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,60.8530901462,1.0,1,1.0
0,2018,2,0.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,30.0,0.0,0.0,-100.0,33.0,-52.404,70.7296780666,1.0,1,1.0
0,2018,2,1.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-79.195734,0.0,-20.804266,6.8654078,-26.269408,65.973960943,1.0,1,1.0
0,2018,2,2.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,48.8851121813,1.0,1,1.0
0,2018,2,3.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,113.610631018,1.0,1,1.0
0,2018,2,4.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,79.9235751931,1.0,1,1.0
0,2018,2,5.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-10.818511,0.0,-89.181489,29.429891,-48.833891,90.5022053604,1.0,1,1.0
0,2018,2,6.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,68.6238450915,1.0,1,1.0
0,2018,2,7.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,99.1921987689,1.0,1,1.0
0,2018,2,8.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,142.643321958,1.0,1,1.0
0,2018,2,9.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,166.789009526,1.0,1,1.0
0,2018,2,10.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,114.315061494,1.0,1,1.0
0,2018,2,11.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,72.8250333646,1.0,1,1.0
0,2018,2,12.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,180.0,-280.0,92.4,-111.804,144.255490111,1.0,1,1.0
0,2018,2,13.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,134.582681054,1.0,1,1.0
0,2018,2,14.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,29.6655710818,1.0,1,1.0
0,2018,2,15.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,76.839168193,1.0,1,1.0
0,2018,2,16.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,180.0,-280.0,92.4,-111.804,116.848396672,1.0,1,1.0
0,2018,2,17.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,-10.818511,0.0,-89.181489,29.429891,-48.833891,71.5614216835,1.0,1,1.0
0,2018,2,18.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,58.4287287691,1.0,1,1.0
0,2018,2,19.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,70.3027051377,1.0,1,1.0
0,2018,2,20.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,139.792934697,1.0,1,1.0
0,2018,2,21.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,0.0,90.0,-190.0,62.7,-82.104,144.071300121,1.0,1,1.0
0,2018,2,22.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,115.237991621,1.0,1,1.0
0,2018,2,23.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,148.007428102,1.0,1,1.0
0,2018,3,0.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,124.86833,-100.0,0.0,0.0,0.0,-19.404,150.478016309,1.0,1,1.0
0,2018,3,1.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,118.4605,-218.4605,72.091965,-91.495965,250.011095898,1.0,1,1.0
0,2018,3,2.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,64.3540258824,1.0,1,1.0
0,2018,3,3.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,83.4270235393,1.0,1,1.0
0,2018,3,4.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,180.0,-280.0,92.4,-111.804,239.284935415,1.0,1,1.0
0,2018,3,5.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,56.6925143976,1.0,1,1.0
0,2018,3,6.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,61.4978654894,1.0,1,1.0
0,2018,3,7.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,0.0,170.26334,-270.26334,89.186902,-108.5909,207.783160949,1.0,1,1.0
0,2018,3,8.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,133.551689376,1.0,1,1.0
0,2018,3,9.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,91.763665418,1.0,1,1.0
0,2018,3,10.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,444.037350038,1.0,1,1.0
0,2018,3,11.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,438.390562738,1.0,1,1.0
0,2018,3,12.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,404.839890186,1.0,1,1.0
0,2018,3,13.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,78.623661103,1.0,1,1.0
0,2018,3,14.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,114.141042127,1.0,1,1.0
0,2018,3,15.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,180.0,-280.0,92.4,-111.804,176.262826178,1.0,1,1.0
0,2018,3,16.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,60.3078665805,1.0,1,1.0
0,2018,3,17.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,90.0,-190.0,62.7,-82.104,119.126030657,1.0,1,1.0
0,2018,3,18.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,64.0095846923,1.0,1,1.0
0,2018,3,19.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,74.2687266115,1.0,1,1.0
0,2018,3,20.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-10.818511,0.0,-89.181489,29.429891,-48.833891,77.9925314464,1.0,1,1.0
0,2018,3,21.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,144.852186688,1.0,1,1.0
0,2018,3,22.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,115.035767144,1.0,1,1.0
0,2018,3,23.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,90.1602835043,1.0,1,1.0
0,2018,4,0.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,124.86833,-100.0,0.0,0.0,0.0,-19.404,9.931081323,1.0,1,1.0
0,2018,4,1.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-79.195734,0.0,-20.804266,6.8654078,-26.269408,17.5831449407,1.0,1,1.0
0,2018,4,2.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,41.6281166529,1.0,1,1.0
0,2018,4,3.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,62.1060143938,1.0,1,1.0
0,2018,4,4.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,633.804688035,1.0,1,1.0
0,2018,4,5.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,64.4583671677,1.0,1,1.0
0,2018,4,6.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,63.5704398014,1.0,1,1.0
0,2018,4,7.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,180.0,-280.0,92.4,-111.804,424.739374069,1.0,1,1.0
0,2018,4,8.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,191.430608692,1.0,1,1.0
0,2018,4,9.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,88.7501891659,1.0,1,1.0
0,2018,4,10.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,19.8767895276,1.0,1,1.0
0,2018,4,11.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,-93.33,1.0,1,1.0
0,2018,4,12.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,-89.9178049058,1.0,1,1.0
0,2018,4,13.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-902.6334,802.6334,0.0,0.0,-19.404,-11.2885871063,1.0,1,1.0
0,2018,4,14.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,43.8118660065,1.0,1,1.0
0,2018,4,15.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,0.0,90.0,-190.0,62.7,-82.104,74.9124113405,1.0,1,1.0
0,2018,4,16.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,61.6463252812,1.0,1,1.0
0,2018,4,17.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,70.685827042,1.0,1,1.0
0,2018,4,18.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,193.381820585,1.0,1,1.0
0,2018,4,19.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,641.17,1.0,1,1.0
0,2018,4,20.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,550.270763475,1.0,1,1.0
0,2018,4,21.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,88.047013284,1.0,1,1.0
0,2018,4,22.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,90.0,-190.0,62.7,-82.104,446.109758865,1.0,1,1.0
0,2018,4,23.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,0.581407024358,1.0,1,1.0
0,2018,5,0.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,28.460499,-128.4605,42.391965,-61.795965,43.3651707957,1.0,1,1.0
0,2018,5,1.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,94.86833,-100.0,0.0,0.0,0.0,-19.404,9.64042271726,1.0,1,1.0
0,2018,5,2.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,189.73666,-100.0,0.0,0.0,0.0,-19.404,4.43071586484,1.0,1,1.0
0,2018,5,3.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-10.818511,0.0,-89.181489,29.429891,-48.833891,12.6203771818,1.0,1,1.0
0,2018,5,4.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,0.0,180.0,-280.0,92.4,-111.804,115.269134149,1.0,1,1.0
0,2018,5,5.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,59.2049989475,1.0,1,1.0
0,2018,5,6.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,27.5545126746,1.0,1,1.0
0,2018,5,7.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,120.900874708,1.0,1,1.0
0,2018,5,8.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,93.2905996141,1.0,1,1.0
0,2018,5,9.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,44.3886258527,1.0,1,1.0
0,2018,5,10.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,29.6698712259,1.0,1,1.0
0,2018,5,11.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,-10.818511,0.0,-89.181489,29.429891,-48.833891,7.40431085613,1.0,1,1.0
0,2018,5,12.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,3.78543846316,1.0,1,1.0
0,2018,5,13.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,6.89054452713,1.0,1,1.0
0,2018,5,14.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,14.7736320001,1.0,1,1.0
0,2018,5,15.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,17.554426573,1.0,1,1.0
0,2018,5,16.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,21.132242435,1.0,1,1.0
0,2018,5,17.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,28.3468052836,1.0,1,1.0
0,2018,5,18.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,10.26334,0.0,180.0,-280.0,92.4,-111.804,50.9921275175,1.0,1,1.0
0,2018,5,19.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,105.13167,-100.0,0.0,0.0,0.0,-19.404,27.7468218534,1.0,1,1.0
0,2018,5,20.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-100.0,0.0,0.0,0.0,-19.404,20.5549656218,1.0,1,1.0
0,2018,5,21.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,189.73666,-289.73666,95.613098,-115.0171,113.621474348,1.0,1,1.0
0,2018,5,22.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,75.1588706478,1.0,1,1.0
0,2018,5,23.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,0.0,0.0,0.0,-100.0,33.0,-52.404,60.2917452063,1.0,1,1.0
0,2018,6,0.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,124.86833,-100.0,0.0,0.0,0.0,-19.404,17.5447458117,1.0,1,1.0
0,2018,6,1.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,-79.195734,0.0,-20.804266,6.8654078,-26.269408,17.5621209466,1.0,1,1.0
0,2018,6,2.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,33.2371681457,1.0,1,1.0
0,2018,6,3.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,37.0200929483,1.0,1,1.0
0,2018,6,4.0,1.0,158.8,-58.8,19.404,-100.0,100.0,100.0,-100.0,200.0,0.0,0.0,-100.0,33.0,-52.404,36.6949813171,1.0,1,1.0
