npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-ft_capacity
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614971805748.0,8383072.68618,-614971805748.0,-614965878020.0,-614977733475.0,-614977140703.0,-614966470793.0,2.0,70275907661800.0,0.249579831933,27,0.124991342377,0.00779882955587,2.78193391732e-13,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615020120694.0,12791089.2067,-615020120694.0,-615011076028.0,-615029165360.0,-615028260893.0,-615011980495.0,2.0,163611963093000.0,0.249579831933,32,0.249993815983,0.0155983536443,2.78193391732e-13,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615054437551.0,1312167.85233,-615054437551.0,-615053509708.0,-615055365394.0,-615055272609.0,-615053602492.0,2.0,1721784472690.0,0.249579831933,37,0.250006184017,0.0155991253473,2.78193391732e-13,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615108761573.0,2868050.23484,-615108761573.0,-615106733555.0,-615110789591.0,-615110586789.0,-615106936357.0,2.0,8225712149540.0,0.249579831933,42,0.250006184017,0.0155991253473,2.78193391732e-13,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615148701453.0,7253143.70288,-615148701453.0,-615143572706.0,-615153830200.0,-615153317325.0,-615144085580.0,2.0,52608093574700.0,0.249579831933,47,0.125002473607,0.00779952408848,2.78193391732e-13,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627900359000.0,998762.275961,-202627900359000.0,-202627899653000.0,-202627901065000.0,-202627900995000.0,-202627899724000.0,2.0,997526083882.0,0.249579831933,28,0.124991342377,0.00779882955587,2.78193391732e-13,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627941428000.0,4674045.23059,-202627941428000.0,-202627938123000.0,-202627944733000.0,-202627944402000.0,-202627938453000.0,2.0,21846698817600.0,0.249579831933,33,0.249993815983,0.0155983536443,2.78193391732e-13,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627994300000.0,1964639.73347,-202627994300000.0,-202627992911000.0,-202627995690000.0,-202627995551000.0,-202627993050000.0,2.0,3859809282330.0,0.249579831933,38,0.250006184017,0.0155991253473,2.78193391732e-13,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628032188000.0,9747392.46728,-202628032188000.0,-202628025296000.0,-202628039080000.0,-202628038391000.0,-202628025985000.0,2.0,95011659911200.0,0.249579831933,43,0.250006184017,0.0155991253473,2.78193391732e-13,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628073748000.0,1293447.14877,-202628073748000.0,-202628072833000.0,-202628074663000.0,-202628074571000.0,-202628072925000.0,2.0,1673005526660.0,0.249579831933,48,0.125002473607,0.00779952408848,2.78193391732e-13,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082736759000.0,332837.040157,-203082736759000.0,-203082736523000.0,-203082736994000.0,-203082736971000.0,-203082736547000.0,2.0,110780495300.0,0.250420168067,54,0.124991342377,0.00782508824124,2.78193391732e-13,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082746866000.0,350884.393951,-203082746866000.0,-203082746618000.0,-203082747115000.0,-203082747090000.0,-203082746643000.0,2.0,123119857918.0,0.250420168067,59,0.249993815983,0.0156508733536,2.78193391732e-13,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082806580000.0,19076571.91,-203082806580000.0,-203082793091000.0,-203082820069000.0,-203082818720000.0,-203082794440000.0,2.0,363915595839000.0,0.250420168067,64,0.250006184017,0.0156516476548,2.78193391732e-13,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082855722000.0,18367077.8038,-203082855722000.0,-203082842735000.0,-203082868710000.0,-203082867411000.0,-203082844034000.0,2.0,337349547050000.0,0.250420168067,69,0.250006184017,0.0156516476548,2.78193391732e-13,0.25
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082902301000.0,35981221.3242,-203082902301000.0,-203082876858000.0,-203082927743000.0,-203082925199000.0,-203082879402000.0,2.0,1294648287980000.0,0.250420168067,74,0.125002473607,0.00782578511235,2.78193391732e-13,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537550158000.0,61622921.327,-203537550158000.0,-203537506584000.0,-203537593732000.0,-203537589375000.0,-203537510942000.0,2.0,3797384432880000.0,0.125210084034,80,0.124991342377,0.00391254412062,2.78193391732e-13,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537589318000.0,37520175.5055,-203537589318000.0,-203537562787000.0,-203537615849000.0,-203537613196000.0,-203537565440000.0,2.0,1407763569960000.0,0.125210084034,85,0.249993815983,0.00782543667679,2.78193391732e-13,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537603014000.0,8234238.22599,-203537603014000.0,-203537597191000.0,-203537608836000.0,-203537608254000.0,-203537597774000.0,2.0,67802679162300.0,0.125210084034,90,0.250006184017,0.00782582382741,2.78193391732e-13,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537644644000.0,11932658.6868,-203537644644000.0,-203537636207000.0,-203537653082000.0,-203537652238000.0,-203537637050000.0,2.0,142388343335000.0,0.125210084034,95,0.250006184017,0.00782582382741,2.78193391732e-13,0.25
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537710350000.0,29438328.9113,-203537710350000.0,-203537689534000.0,-203537731166000.0,-203537729085000.0,-203537691616000.0,2.0,866615209092000.0,0.125210084034,100,0.125002473607,0.00391289255617,2.78193391732e-13,0.25
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538040807000.0,7849888.32424,-203538040807000.0,-203538035256000.0,-203538046358000.0,-203538045803000.0,-203538035811000.0,2.0,61620746703000.0,0.249579831933,2,0.124991342377,0.00389941477793,2.78193391732e-13,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538082161000.0,3650159.27392,-203538082161000.0,-203538079580000.0,-203538084742000.0,-203538084484000.0,-203538079838000.0,2.0,13323662725000.0,0.249579831933,7,0.249993815983,0.00779917682217,2.78193391732e-13,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538135747000.0,4614742.9028,-203538135747000.0,-203538132484000.0,-203538139010000.0,-203538138684000.0,-203538132810000.0,2.0,21295852058900.0,0.249579831933,12,0.250006184017,0.00779956267363,2.78193391732e-13,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538179796000.0,11836163.6692,-203538179796000.0,-203538171427000.0,-203538188165000.0,-203538187328000.0,-203538172263000.0,2.0,140094770405000.0,0.249579831933,17,0.250006184017,0.00779956267363,2.78193391732e-13,0.125
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538215044000.0,134423.628657,-203538215044000.0,-203538214948000.0,-203538215139000.0,-203538215129000.0,-203538214958000.0,2.0,18069711941.3,0.249579831933,22,0.125002473607,0.00389976204424,2.78193391732e-13,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550965660000.0,695197.556195,-405550965660000.0,-405550965168000.0,-405550966151000.0,-405550966102000.0,-405550965217000.0,2.0,483299642140.0,0.249579831933,3,0.124991342377,0.00389941477793,2.78193391732e-13,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551013155000.0,8747743.32474,-405551013155000.0,-405551006969000.0,-405551019340000.0,-405551018722000.0,-405551007588000.0,2.0,76523013275500.0,0.249579831933,8,0.249993815983,0.00779917682217,2.78193391732e-13,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551060497000.0,1672753.32414,-405551060497000.0,-405551059314000.0,-405551061679000.0,-405551061561000.0,-405551059432000.0,2.0,2798103683410.0,0.249579831933,13,0.250006184017,0.00779956267363,2.78193391732e-13,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551106296000.0,6533851.65498,-405551106296000.0,-405551101676000.0,-405551110916000.0,-405551110454000.0,-405551102138000.0,2.0,42691217449200.0,0.249579831933,18,0.250006184017,0.00779956267363,2.78193391732e-13,0.125
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551154673000.0,11035667.1741,-405551154673000.0,-405551146869000.0,-405551162476000.0,-405551161696000.0,-405551147650000.0,2.0,121785949978000.0,0.249579831933,23,0.125002473607,0.00389976204424,2.78193391732e-13,0.125
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005794571000.0,25301871.6211,-406005794571000.0,-406005776680000.0,-406005812462000.0,-406005810673000.0,-406005778469000.0,2.0,640184707531000.0,0.250420168067,29,0.124991342377,0.00782508824124,2.78193391732e-13,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005838657000.0,11194437.8814,-406005838657000.0,-406005830741000.0,-406005846572000.0,-406005845781000.0,-406005831532000.0,2.0,125315439480000.0,0.250420168067,34,0.249993815983,0.0156508733536,2.78193391732e-13,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005917380000.0,35965392.0318,-406005917380000.0,-406005891948000.0,-406005942811000.0,-406005940268000.0,-406005894491000.0,2.0,1293509424000000.0,0.250420168067,39,0.250006184017,0.0156516476548,2.78193391732e-13,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005928717000.0,27652570.9521,-406005928717000.0,-406005909164000.0,-406005948271000.0,-406005946315000.0,-406005911119000.0,2.0,764664680263000.0,0.250420168067,44,0.250006184017,0.0156516476548,2.78193391732e-13,0.25
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005955418000.0,1016139.27043,-406005955418000.0,-406005954699000.0,-406005956136000.0,-406005956064000.0,-406005954771000.0,2.0,1032539016910.0,0.250420168067,49,0.125002473607,0.00782578511235,2.78193391732e-13,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460589582000.0,4197296.5367,-406460589582000.0,-406460586615000.0,-406460592550000.0,-406460592254000.0,-406460586911000.0,2.0,17617298217000.0,0.125210084034,55,0.124991342377,0.00391254412062,2.78193391732e-13,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460664518000.0,26957983.3639,-406460664518000.0,-406460645456000.0,-406460683580000.0,-406460681674000.0,-406460647362000.0,2.0,726732867050000.0,0.125210084034,60,0.249993815983,0.00782543667679,2.78193391732e-13,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460678714000.0,6959500.45974,-406460678714000.0,-406460673793000.0,-406460683635000.0,-406460683143000.0,-406460674285000.0,2.0,48434646649100.0,0.125210084034,65,0.250006184017,0.00782582382741,2.78193391732e-13,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460722866000.0,16483466.1877,-406460722866000.0,-406460711211000.0,-406460734522000.0,-406460733356000.0,-406460712376000.0,2.0,271704657560000.0,0.125210084034,70,0.250006184017,0.00782582382741,2.78193391732e-13,0.25
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460798978000.0,52275492.7841,-406460798978000.0,-406460762013000.0,-406460835942000.0,-406460832246000.0,-406460765710000.0,2.0,2732727145820000.0,0.125210084034,75,0.125002473607,0.00391289255617,2.78193391732e-13,0.25
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928843298000.0,1622039.22804,-608928843298000.0,-608928842152000.0,-608928844445000.0,-608928844331000.0,-608928842266000.0,2.0,2631011257310.0,0.250420168067,4,0.124991342377,0.00391254412062,2.78193391732e-13,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928904751000.0,14587764.2167,-608928904751000.0,-608928894435000.0,-608928915066000.0,-608928914034000.0,-608928895467000.0,2.0,212802864843000.0,0.250420168067,9,0.249993815983,0.00782543667679,2.78193391732e-13,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928939707000.0,3252698.35291,-608928939707000.0,-608928937407000.0,-608928942007000.0,-608928941777000.0,-608928937637000.0,2.0,10580046575100.0,0.250420168067,14,0.250006184017,0.00782582382741,2.78193391732e-13,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928979193000.0,1279430.08266,-608928979193000.0,-608928978288000.0,-608928980098000.0,-608928980007000.0,-608928978379000.0,2.0,1636941336400.0,0.250420168067,19,0.250006184017,0.00782582382741,2.78193391732e-13,0.125
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608929064295000.0,12574688.7515,-608929064295000.0,-608929055403000.0,-608929073186000.0,-608929072297000.0,-608929056292000.0,2.0,158122797197000.0,0.250420168067,24,0.125002473607,0.00391289255617,2.78193391732e-13,0.125
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383657319000.0,3747434.36282,-609383657319000.0,-609383654670000.0,-609383659969000.0,-609383659704000.0,-609383654935000.0,2.0,14043264303600.0,0.125210084034,30,0.124991342377,0.00391254412062,2.78193391732e-13,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383719172000.0,25263055.9666,-609383719172000.0,-609383701308000.0,-609383737036000.0,-609383735249000.0,-609383703095000.0,2.0,638221996773000.0,0.125210084034,35,0.249993815983,0.00782543667679,2.78193391732e-13,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383773581000.0,15796980.187,-609383773581000.0,-609383762411000.0,-609383784751000.0,-609383783634000.0,-609383763528000.0,2.0,249544583029000.0,0.125210084034,40,0.250006184017,0.00782582382741,2.78193391732e-13,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383790506000.0,12150351.4089,-609383790506000.0,-609383781915000.0,-609383799098000.0,-609383798239000.0,-609383782774000.0,2.0,147631039359000.0,0.125210084034,45,0.250006184017,0.00782582382741,2.78193391732e-13,0.25
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383861184000.0,47606926.3273,-609383861184000.0,-609383827521000.0,-609383894847000.0,-609383891481000.0,-609383830887000.0,2.0,2266419434340000.0,0.125210084034,50,0.125002473607,0.00391289255617,2.78193391732e-13,0.25
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306741440000.0,2772124.10085,-812306741440000.0,-812306739480000.0,-812306743400000.0,-812306743204000.0,-812306739676000.0,2.0,7684672030500.0,0.125210084034,5,0.124991342377,0.00195627206031,2.78193391732e-13,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306783601000.0,5175787.58594,-812306783601000.0,-812306779941000.0,-812306787261000.0,-812306786895000.0,-812306780307000.0,2.0,26788777134800.0,0.125210084034,10,0.249993815983,0.0039127183384,2.78193391732e-13,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306817391000.0,21607141.8158,-812306817391000.0,-812306802113000.0,-812306832670000.0,-812306831142000.0,-812306803640000.0,2.0,466868577447000.0,0.125210084034,15,0.250006184017,0.0039129119137,2.78193391732e-13,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306900190000.0,46152644.6476,-812306900190000.0,-812306867555000.0,-812306932824000.0,-812306929561000.0,-812306870818000.0,2.0,2130066607970000.0,0.125210084034,20,0.250006184017,0.0039129119137,2.78193391732e-13,0.125
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306908331000.0,8016105.77187,-812306908331000.0,-812306902663000.0,-812306914000000.0,-812306913433000.0,-812306903230000.0,2.0,64257951745900.0,0.125210084034,25,0.125002473607,0.00195644627809,2.78193391732e-13,0.125
