smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-htse_capacity
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-96624740.9818,806993.053899,-96624740.9818,-96054110.7211,-97195371.2426,-97138308.2165,-96111173.7471,2.0,651237789042.0,0.250003107319,0.25,1.28667840979e-13,53,0.00781259710373,0.125
720.0,-357.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-115059428.753,3483090.2911,-115059428.753,-112596511.989,-117522345.518,-117276053.841,-112842803.666,2.0,12131917975900.0,0.249996892681,0.25,1.28667840979e-13,39,0.0156248057925,0.25
720.0,-512.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-123011363.666,4317720.90353,-123011363.666,-119958273.936,-126064453.396,-125759144.423,-120263582.909,2.0,18642713800800.0,0.125001242928,0.25,1.28667840979e-13,108,0.00781257768298,0.25
720.0,-202.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-136008061.533,6833450.82114,-136008061.533,-131176082.119,-140840040.948,-140356843.006,-131659280.06,2.0,46696050124900.0,0.250003107319,0.25,1.28667840979e-13,94,0.0156251942075,0.25
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-145638581.806,3596710.08268,-145638581.806,-143095323.717,-148181839.895,-147927514.086,-143349649.526,2.0,12936323418800.0,0.249996892681,0.12500160456,0.0,50,0.00390625159,0.125
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-187023841.659,889781.369085,-187023841.659,-186394671.219,-187653012.099,-187590095.055,-186457588.263,2.0,791710884770.0,0.250003107319,0.25,1.28667840979e-13,78,0.00781259710373,0.125
720.0,-357.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-195489348.68,1328158.79166,-195489348.68,-194550198.592,-196428498.768,-196334583.759,-194644113.601,2.0,1764005775870.0,0.250003107319,0.25,1.28667840979e-13,64,0.0156251942075,0.25
720.0,-202.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-225826161.879,11138680.7656,-225826161.879,-217949925.177,-233702398.582,-232914774.912,-218737548.847,2.0,124070209198000.0,0.125001242928,0.25,1.28667840979e-13,119,0.00781257768298,0.25
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-227888761.253,2894185.22261,-227888761.253,-225842263.257,-229935259.25,-229730609.451,-226046913.056,2.0,8376308102770.0,0.250003107319,0.12500160456,0.0,75,0.00390634869497,0.125
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-261608167.074,5950368.74515,-261608167.074,-257400620.984,-265815713.164,-265394958.555,-257821375.593,2.0,35406888203300.0,0.124995649753,0.25,1.28667840979e-13,9,0.00781222810956,0.25
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-266858044.57,3821673.03177,-266858044.57,-264155713.654,-269560375.487,-269290142.395,-264425946.746,2.0,14605184761700.0,0.124995649753,0.12500160456,0.0,20,0.00390616419552,0.25
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-273284235.173,10911846.7275,-273284235.173,-265568394.357,-281000075.989,-280228491.908,-266339978.438,2.0,119068399005000.0,0.249996892681,0.25,1.28667840979e-13,34,0.0156248057925,0.25
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-276496555.32,2926696.2352,-276496555.32,-274427068.565,-278566042.074,-278359093.399,-274634017.241,2.0,8565550853150.0,0.125001242928,0.25,1.28667840979e-13,103,0.00390628884149,0.125
720.0,-357.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-286080272.27,2961541.65614,-286080272.27,-283986146.082,-288174398.458,-287964985.839,-284195558.701,2.0,8770728981060.0,0.250003107319,0.25,1.28667840979e-13,89,0.0156251942075,0.25
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-316822189.035,6898255.17653,-316822189.035,-311944386.021,-321699992.049,-321212211.747,-312432166.323,2.0,47585924480600.0,0.250003107319,0.12500160456,0.0,100,0.00390634869497,0.125
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-322684255.02,374028.339516,-322684255.02,-322419777.045,-322948732.995,-322922285.198,-322446224.842,2.0,139897198761.0,0.249996892681,0.12500160456,0.0,45,0.00781250317999,0.25
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-360190123.174,6660167.19259,-360190123.174,-355480673.789,-364899572.56,-364428627.622,-355951618.727,2.0,44357827033200.0,0.250003107319,0.25,1.28667840979e-13,59,0.0156251942075,0.25
720.0,-357.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-374612727.26,1438021.28325,-374612727.26,-373595892.659,-375629561.861,-375527878.401,-373697576.119,2.0,2067905211090.0,0.125001242928,0.25,1.28667840979e-13,114,0.00781257768298,0.25
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-404824729.652,461909.437269,-404824729.652,-404498110.357,-405151348.948,-405118687.018,-404530772.287,2.0,213360328238.0,0.125001242928,0.12500160456,0.0,125,0.00195316949224,0.125
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-408555132.675,6598935.60923,-408555132.675,-403888980.557,-413221284.793,-412754669.581,-404355595.768,2.0,43545951174800.0,0.250003107319,0.12500160456,0.0,70,0.00781269738995,0.25
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-441140778.718,7982483.44424,-441140778.718,-435496310.544,-446785246.892,-446220800.075,-436060757.361,2.0,63720041937600.0,0.249996892681,0.25,1.28667840979e-13,29,0.00781240289627,0.125
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-444520360.734,4494721.08311,-444520360.734,-441342112.977,-447698608.491,-447380783.716,-441659937.752,2.0,20202517615000.0,0.124995649753,0.25,1.28667840979e-13,4,0.00390611405478,0.125
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-448756353.762,4285715.60355,-448756353.762,-445725895.197,-451786812.328,-451483766.471,-446028941.053,2.0,18367358234500.0,0.124995649753,0.12500160456,0.0,15,0.00390616419552,0.25
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-451512894.463,66581.6807729,-451512894.463,-451465814.105,-451559974.821,-451555266.785,-451470522.141,2.0,4433120214.54,0.250003107319,0.25,1.28667840979e-13,84,0.0156251942075,0.25
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-500385628.692,8129336.47549,-500385628.692,-494637319.744,-506133937.641,-505559106.746,-495212150.639,2.0,66086111531800.0,0.250003107319,0.12500160456,0.0,95,0.00781269738995,0.25
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-509091487.336,4305536.18547,-509091487.336,-506047013.502,-512135961.169,-511831513.786,-506351460.886,2.0,18537641844400.0,0.249996892681,0.12500160456,0.0,40,0.00781250317999,0.25
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-535479191.898,807246.494631,-535479191.898,-534908382.428,-536050001.369,-535992920.422,-534965463.375,2.0,651646903094.0,0.250003107319,0.25,1.28667840979e-13,54,0.00781259710373,0.125
720.0,-512.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-538981213.362,4354787.23741,-538981213.362,-535901913.776,-542060512.948,-541752582.99,-536209843.735,2.0,18964171883100.0,0.125001242928,0.25,1.28667840979e-13,109,0.00781257768298,0.25
720.0,-202.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-586762597.405,3932632.83969,-586762597.405,-583981806.056,-589543388.754,-589265309.619,-584259885.191,2.0,15465601051800.0,0.125001242928,0.12500160456,0.0,120,0.00390633898448,0.25
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-595654086.572,9827109.77468,-595654086.572,-588705270.611,-602602902.533,-601908020.937,-589400152.207,2.0,96572086523600.0,0.250003107319,0.12500160456,0.0,65,0.00781269738995,0.25
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-617739655.885,5927340.74661,-617739655.885,-613548393.049,-621930918.722,-621511792.438,-613967519.333,2.0,35133368326500.0,0.250003107319,0.25,1.28667840979e-13,79,0.00781259710373,0.125
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-632172546.136,8158753.24366,-632172546.136,-626403436.391,-637941655.881,-637364744.906,-626980347.366,2.0,66565254490900.0,0.124995649753,0.12500160456,0.0,10,0.00390616419552,0.25
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-688397336.098,3492560.82232,-688397336.098,-685927722.657,-690866949.539,-690619988.195,-686174684.001,2.0,12197981097600.0,0.249996892681,0.12500160456,0.0,35,0.00781250317999,0.25
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-692020693.219,4348591.58296,-692020693.219,-688945774.622,-695095611.816,-694788119.956,-689253266.481,2.0,18910248755400.0,0.250003107319,0.12500160456,0.0,90,0.00781269738995,0.25
720.0,-667.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-713097034.533,1460792.25708,-713097034.533,-712064098.422,-714129970.644,-714026677.033,-712167392.033,2.0,2133914018350.0,0.125001242928,0.25,1.28667840979e-13,104,0.00390628884149,0.125
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-782270369.158,1193583.66977,-782270369.158,-781426378.051,-783114360.265,-783029961.154,-781510777.162,2.0,1424641976750.0,0.125001242928,0.12500160456,0.0,115,0.00390633898448,0.25
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-785884458.388,5108110.05779,-785884458.388,-782272479.127,-789496437.649,-789135239.722,-782633677.053,2.0,26092788362400.0,0.250003107319,0.12500160456,0.0,60,0.00781269738995,0.25
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-818364945.347,4509801.18171,-818364945.347,-815176034.349,-821553856.344,-821234965.244,-815494925.449,2.0,20338306698600.0,0.124995649753,0.12500160456,0.0,5,0.00195308209776,0.125
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-868334569.259,2437776.69199,-868334569.259,-866610800.829,-870058337.688,-869885960.845,-866783177.672,2.0,5942755200030.0,0.250003107319,0.12500160456,0.0,85,0.00781269738995,0.25
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,201141.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-889772656.734,1083648.3255,-889772656.734,-889006401.654,-890538911.813,-890462286.305,-889083027.162,2.0,1174293693350.0,0.249996892681,0.12500160456,0.0,30,0.00390625159,0.125
720.0,-512.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-960283048.157,2070464.00203,-960283048.157,-958819009.021,-961747087.293,-961600683.38,-958965412.935,2.0,4286821183700.0,0.125001242928,0.12500160456,0.0,110,0.00390633898448,0.25
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-966197229.329,15232118.7603,-966197229.329,-955426494.862,-976967963.796,-975890890.35,-956503568.308,2.0,232017441929000.0,0.250003107319,0.12500160456,0.0,55,0.00390634869497,0.125
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1060878792.05,7289256.9172,-1060878792.05,-1055724509.06,-1066033075.05,-1065517646.75,-1056239937.36,2.0,53133266405000.0,0.250003107319,0.12500160456,0.0,80,0.00390634869497,0.125
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1158130238.72,1716008.72635,-1158130238.72,-1156916837.31,-1159343640.13,-1159222299.99,-1157038177.45,2.0,2944685948920.0,0.125001242928,0.12500160456,0.0,105,0.00195316949224,0.125
720.0,-512.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1900135686.53,214710.491383,-1900135686.53,-1899983863.28,-1900287509.77,-1900272327.45,-1899999045.61,2.0,46100595109.8,0.124995649753,0.25,1.28667840979e-13,7,0.00781222810956,0.25
720.0,-202.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2376113976.68,1738063.22573,-2376113976.68,-2374884980.38,-2377342972.97,-2377220073.34,-2375007880.01,2.0,3020863776620.0,0.124995649753,0.25,1.28667840979e-13,19,0.00781222810956,0.25
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-246736189834000.0,727411.772253,-246736189834000.0,-246736189320000.0,-246736190349000.0,-246736190297000.0,-246736189372000.0,2.0,529127886412.0,0.125001242928,0.12499839544,1.28667840979e-13,106,0.00390623869851,0.25
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-246736687494000.0,6433271.74786,-246736687494000.0,-246736682945000.0,-246736692043000.0,-246736691588000.0,-246736683400000.0,2.0,41386985381800.0,0.125001242928,0.25,1.28667840979e-13,118,0.00781257768298,0.25
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-246739903117000.0,2698294.61779,-246739903117000.0,-246739901209000.0,-246739905025000.0,-246739904835000.0,-246739901400000.0,2.0,7280793844370.0,0.125001242928,0.25,1.28667840979e-13,112,0.00781257768298,0.25
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-246740355890000.0,5960152.4342,-246740355890000.0,-246740351676000.0,-246740360105000.0,-246740359683000.0,-246740352097000.0,2.0,35523417038800.0,0.125001242928,0.25,1.28667840979e-13,124,0.00390628884149,0.125
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,603422.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-252220264345000.0,2127291.88242,-252220264345000.0,-252220262840000.0,-252220265849000.0,-252220265699000.0,-252220262991000.0,2.0,4525370753030.0,0.250003107319,0.12499839544,1.28667840979e-13,81,0.00781249681751,0.25
