smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight,PointProbability,ProbabilityWeight-ft_capacity
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-548949523.005,6367121.64705,-548786901.627,-541318058.251,-556906230.516,-555703094.592,-542423621.347,4.0,40540238068300.0,0.249546279492,0.124994709051,103,0.00389871403872,1.7334191682000001e-13,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-566027641.778,8757508.83846,-563128805.432,-559141039.362,-578711916.889,-576610652.568,-559503001.874,4.0,76693961055700.0,0.249546279492,0.249996693157,108,0.00779765499392,1.7334191682000001e-13,0.124990974078
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-587478209.217,3135208.63208,-587419926.862,-584062227.665,-591010755.48,-590717095.305,-584320918.427,4.0,9829533166670.0,0.250453720508,0.250003306843,119,0.00782621714084,1.7334191682000001e-13,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-592883524.143,3340638.17924,-592897577.028,-589015100.585,-596723841.932,-596355748.268,-589391625.979,4.0,11159863444600.0,0.125226860254,0.250003306843,86,0.00782621714084,1.7334191682000001e-13,0.249981948155
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-616678768.075,4653387.53674,-616691414.614,-611723835.216,-621608407.855,-621296565.883,-612043265.112,4.0,21654015567100.0,0.249546279492,0.125001984106,97,0.00779788191041,1.7334191682000001e-13,0.249981948155
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-652470387.865,3841348.92143,-650796389.48,-650078833.339,-658209939.16,-657101820.106,-650182553.361,4.0,14755961536200.0,0.249546279492,0.250003306843,113,0.00779786128164,1.7334191682000001e-13,0.124990974078
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-673805387.291,4735561.94317,-672587120.348,-669523187.958,-680524120.508,-679430182.88,-669886165.42,4.0,22425546917600.0,0.250453720508,0.125001984106,124,0.00391311892231,1.7334191682000001e-13,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-675822977.211,3941800.80261,-675142085.117,-671978853.856,-681028884.753,-680352826.622,-672246376.731,4.0,15537793567400.0,0.125226860254,0.250003306843,91,0.00782621714084,1.7334191682000001e-13,0.249981948155
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-710676598.113,5022668.83245,-709943015.04,-705424193.647,-717396168.724,-716423042.264,-705957170.263,4.0,25227202200400.0,0.249546279492,0.124994709051,102,0.00389871403872,1.7334191682000001e-13,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-720085418.317,2905652.62104,-720361559.473,-716976654.177,-722641900.143,-722617621.304,-717166617.71,4.0,8442817154180.0,0.249546279492,0.249996693157,107,0.00779765499392,1.7334191682000001e-13,0.124990974078
