hour,price
221,16.79
222,17.56
223,19.31
224,19.68
225,20.45
226,22.15
227,22.48
228,22.47
229,22.69
230,21.58
231,21.78
232,21.65
233,22.35
234,26.92
235,32.34
236,28.04
237,26.27
238,24.44
239,22.15
240,22.56
241,22.82
242,22.06
243,21.91
244,21.8
245,21.91
246,22.9
247,27.99
248,41.63
249,35.45
250,31.86
251,29.17
252,27.21
253,25.64
254,24.78
255,23.97
256,22.75
257,22.56
258,25.44
259,28.6
260,24
261,22.41
262,20.05
263,18.79
264,17.9
265,19.75
266,19.61
267,19.37
268,19.57
269,19.69
270,19.68
271,21.67
272,26.81
273,24.92
274,25.8
275,25.55
276,26.46
277,25.62
278,25.18
279,23.76
280,24.24
281,25.08
282,31.63
283,41.15
284,35.4
285,32.72
286,30.74
287,27.03
288,25.68
289,23.38
290,23.61
291,22.84
292,22.59
293,22.4
294,23.88
295,29.07
296,44.58
297,37.36
298,32.17
299,28.99
300,27.43
301,26.31
302,24.64
303,23.93
304,23.86
305,23.34
306,27.04
307,31.17
308,27.95
309,25.22
310,25.32
311,21.5
312,20.14
313,20.91
314,20.12
315,19.86
316,19.17
317,19.18
318,19.69
319,22.9
320,27.28
321,24.96
322,24.18
323,23.65
324,23.78
325,22.56
326,22.41
327,21.5
328,21.19
329,21.05
330,23.34
331,25.28
332,23.5
333,22.31
334,20.82
335,19.35
336,18.36
337,17.65
338,16.67
339,14.92
340,14.43
341,13.36
342,15.72
343,18.27
344,19.78
345,20.42
346,19.58
347,19.66
348,19.36
349,19.14
350,18.82
351,18.37
352,18.42
353,18.56
354,20.67
355,22.61
356,21.33
357,20.09
358,18.99
359,19.27
360,18.93
361,19.1
362,19
363,18.1
364,16.08
365,15.71
366,17.47
367,18.88
368,20.62
369,21.2
370,22.49
371,23.12
372,22.79
373,22.97
374,22.02
375,21.19
376,21.61
377,21.64
378,25.87
379,27.94
380,26.07
381,23.53
382,22.47
383,20.47
384,20.18
385,19.29
386,18.68
387,18.09
388,17.81
389,17.67
390,17.86
391,19.01
392,19.96
393,21.1
394,21.25
395,22.24
396,22.25
397,21.63
398,20.73
399,20.72
400,20.58
401,21.37
402,25.5
403,32.81
404,30.31
405,28.82
406,26.69
407,23.62
408,23.43
409,22.67
410,22.79
411,22.49
412,22.25
413,22.98
414,24.34
415,30.99
416,42.85
417,41.33
418,40.04
419,37.84
420,34.97
421,31.07
422,29.92
423,28.13
424,27.06
425,27.77
426,34.51
427,42.57
428,40.18
429,35.77
430,31.5
431,27.5
432,24.17
433,29.83
434,26
435,24.68
436,23.63
437,24.03
438,28.24
439,32.9
440,46.72
441,46.85
442,39.94
443,35.58
444,32.79
445,29.61
446,28.92
447,27.54
448,26.17
449,26.48
450,33.84
451,43.41
452,40.15
453,33.48
454,28.92
455,26.3
456,23.63
457,19.86
458,20.43
459,19.22
460,19.1
461,19.13
462,20.28
463,23.68
464,30.55
465,33.07
466,29.79
467,27.22
468,27.4
469,25.46
470,24.9
471,24.07
472,23.47
473,23.45
474,26.11
475,32.43
476,30.05
477,27.95
478,24.6
479,23.17
480,21.5
481,21.53
482,21.05
483,20.96
484,21.45
485,21.53
486,21.84
487,25.68
488,33.12
489,35.72
490,32.17
491,30.07
492,29.02
493,27.01
494,26
495,24.66
496,23.77
497,23.59
498,27.99
499,30.02
500,29.24
501,28.17
502,25.65
503,23.92
504,22.59
505,23.08
506,22.25
507,20.71
508,19.75
509,19.82
510,21.14
511,25.21
512,31.19
513,32.98
514,30.75
515,27.88
516,27.26
517,25.53
518,23.63
519,23.08
520,22.51
521,23.46
522,25.5
523,28.78
524,27.46
525,25.84
526,24.28
527,22.57
528,20.78
529,20.52
530,19.72
531,19.37
532,18.78
533,18.58
534,18.53
535,18.42
536,18.55
537,19.45
538,19.07
539,18.61
540,18.61
541,18.54
542,17.38
543,17.03
544,15.91
545,16.12
546,17.55
547,19.35
548,18.84
549,18.58
550,18.27
551,18.24
552,18.1
553,12.31
554,13.89
555,15.44
556,16.14
557,17.21
558,18.38
559,18.8
560,20.86
561,22.4
562,22.83
563,22.19
564,23.37
565,22.85
566,21.99
567,21.9
568,21.4
569,21.11
570,23.07
571,29.27
572,27.24
573,25.4
574,22.92
575,21.97
576,20.71
577,20.13
578,19.28
579,18.76
580,18.43
581,17.8
582,19.25
583,21.77
584,26.76
585,27.42
586,24.63
587,22.19
588,19.83
589,21.14
590,20.58
591,19.2
592,17.43
593,16.31
594,18.45
595,18.88
596,19.03
597,17.97
598,17.71
599,16.2
600,13.18
601,13.43
602,13.1
603,12.92
604,13.01
605,13.8
606,15.58
607,17.91
608,20.51
609,21.13
610,20.16
611,20.09
612,19.96
613,20.1
614,19.64
615,19.33
616,19.5
617,19.94
618,22.99
619,30.57
620,29.3
621,28.65
622,24.98
623,22.89
624,22.68
625,19.1
626,18.93
627,17.85
628,17.37
629,17.47
630,17.48
631,18.25
632,18.83
633,18.7
634,17.97
635,14.9
636,13.47
637,12.52
638,12.59
639,12.55
640,12.74
641,12.37
642,14.35
643,17.78
644,18.16
645,17.38
646,17.06
647,15.8
648,14.07
649,9.06
650,6.19
651,7.16
652,6.63
653,7.73
654,9.55
655,11.73
656,14.68
657,17.43
658,17.59
659,18.65
660,19.01
661,19
662,19.2
663,18.96
664,18.68
665,19.36
666,22.2
667,26.46
668,25.83
669,26.21
670,23.34
671,21.76
672,19.29
673,18.91
674,18.18
675,17.05
676,15.9
677,14.13
678,14.65
679,15.06
680,16.09
681,16.96
682,15.2
683,14.73
684,13.92
685,13.51
686,13.12
687,13.05
688,12.97
689,12.32
690,14.77
691,17.6
692,17.05
693,15.37
694,13.85
695,13.56
696,10.3
697,11.74
698,13.81
699,13.59
700,13.54
701,14.25
702,15.21
703,15.51
704,18.04
705,19.31
706,20.14
707,21.19
708,20.82
709,18.78
710,18.63
711,17.42
712,17.31
713,17.27
714,18
715,18.97
716,19.2
717,18.56
718,18.18
719,16.51
720,16.25
721,17.36
722,16.97
723,16.63
724,15.77
725,15.2
726,15.91
727,16.82
728,18.36
729,18.93
730,18.74
731,20.17
732,20.21
733,19.57
734,19.13
735,18.92
736,18.94
737,18.57
738,19.7
739,21.85
740,21.33
741,19.87
742,18.79
743,18.71
744,17.73
745,16.77
746,16.15
747,16.06
748,16.32
749,17.33
750,19.47
751,21.86
752,24.51
753,28.27
754,27.4
755,27.08
756,26.91
757,24.81
758,24.54
759,23.6
760,23.17
761,23.7
762,26.19
763,31.87
764,29.01
765,26.2
766,24.73
767,22.06
768,20.1
769,18.5
770,17.56
771,17.06
772,15.96
773,15.73
774,16.55
775,16.21
776,17.45
777,17.43
778,16.86
779,16.45
780,16.42
781,16.62
782,15.28
783,15.09
784,15.04
785,15.35
786,17.62
787,20.07
788,19.71
789,17.32
790,16.64
791,16.99
792,13.85
793,12.39
794,11.01
795,9.76
796,9.34
797,10.8
798,12.59
799,14.17
800,16.59
801,17.12
802,16.95
803,17.96
804,18.09
805,17.89
806,17.52
807,17.45
808,17.98
809,18.17
810,20.25
811,26.35
812,25.55
813,24.23
814,23.22
815,21.67
816,19.3
817,18.33
818,17.38
819,16.74
820,16.48
821,16.78
822,18.42
823,20.53
824,24.34
825,25.17
826,23.71
827,23.08
828,23.12
829,22.06
830,22.86
831,21.39
832,20.94
833,21.38
834,23.51
835,30.6
836,30.54
837,28.4
838,27.06
839,23.12
840,22.52
841,20.16
842,19.41
843,18.92
844,18.86
845,19.01
846,19.79
847,23.13
848,26.7
849,27.05
850,25.44
851,22.65
852,21.59
853,19.69
854,19.55
855,18.43
856,17.92
857,17.54
858,17.58
859,19.65
860,20.45
861,18.16
862,17.87
863,18.45
864,17.53
865,18.51
866,18.26
867,18.26
868,17.8
869,16.81
870,17.14
871,16.9
872,18.56
873,18.23
874,18.49
875,18.59
876,18.23
877,17
878,16.02
879,14.34
880,12.23
881,11.57
882,11.65
883,14.02
884,13.46
885,11.85
886,10.05
887,11.35
888,9.78
889,7.67
890,6.97
891,4.22
892,4.37
893,4.11
894,4.22
895,5.42
896,8.46
897,10.56
898,11.51
899,10.66
900,10.85
901,10.47
902,10.05
903,8.66
904,8.64
905,9.84
906,12.11
907,14.52
908,12.6
909,12.94
910,11.04
911,9.86
912,7.82
913,5.8
914,4.75
915,4.46
916,3.33
917,3.46
918,5.46
919,10.41
920,15.19
921,17.2
922,16.12
923,16.29
924,16.62
925,14.83
926,13.62
927,12.98
928,12.52
929,13.31
930,15.15
931,18.77
932,19.11
933,17.95
934,17.36
935,16.93
936,15.88
937,15.07
938,12.57
939,11.69
940,12.25
941,12.16
942,13.88
943,16.6
944,22.3
945,20.38
946,20.33
947,18.86
948,18.37
949,18.01
950,16.61
951,16.73
952,16.58
953,17.14
954,18.06
955,25.21
956,24.28
957,21.44
958,20.1
959,20.59
960,20.47
961,19.59
962,19.28
963,19.66
964,19.67
965,20.11
966,22.01
967,24.81
968,37.03
969,34.31
970,31.3
971,28.79
972,26.96
973,25.01
974,23.51
975,22.97
976,22.85
977,23.04
978,26.69
979,38.06
980,35.19
981,33.08
982,27.76
983,25.35
984,22.59
985,21.96
986,21.58
987,22.25
988,22.01
989,21.54
990,23.65
991,28.7
992,41.46
993,38.89
994,34.11
995,29.21
996,26.56
997,25.67
998,24.29
999,23.62
1000,22.62
1001,22.7
1002,26.01
1003,37.15
1004,36.33
1005,30.45
1006,26.5
1007,23.99
1008,22.32
1009,22.15
1010,20.96
1011,19.5
1012,18.98
1013,18.73
1014,20.06
1015,22.95
1016,26.49
1017,25.51
1018,22.84
1019,22.24
1020,18.13
1021,17.66
1022,17.59
1023,17.35
1024,17.17
1025,17.43
1026,20.79
1027,26.64
1028,26.98
1029,23.85
1030,23.11
1031,21.59
1032,21.01
1033,22.44
1034,21.38
1035,22.24
1036,20.98
1037,21.65
1038,22.05
1039,26.24
1040,30.83
1041,31.55
1042,32.44
1043,31.45
1044,26.15
1045,23
1046,20.65
1047,18.53
1048,18.98
1049,18.71
1050,18.71
1051,21.39
1052,21.29
1053,19.76
1054,18.71
1055,17.66
1056,16.57
1057,13.25
1058,11.11
1059,10.09
1060,9.6
1061,9.93
1062,11
1063,11.31
1064,14.01
1065,16.49
1066,16.94
1067,19.51
1068,18.38
1069,18.99
1070,19.16
1071,19.61
1072,19.61
1073,19.66
1074,22.08
1075,25.52
1076,25.16
1077,23.78
1078,22.19
1079,18.76
1080,18.27
1081,17.84
1082,17.94
1083,17.45
1084,17.36
1085,17.53
1086,18.33
1087,20.72
1088,24.52
1089,24.2
1090,23.54
1091,23.68
1092,23.5
1093,23.45
1094,22.93
1095,22.88
1096,22.67
1097,23.09
1098,22.85
1099,29.82
1100,29.04
1101,26.39
1102,23.97
1103,21.06
1104,18.83
1105,18.03
1106,18.05
1107,17.02
1108,16.75
1109,16.89
1110,16.74
1111,19
1112,22.52
1113,22.56
1114,21.03
1115,21.3
1116,20.67
1117,20.71
1118,20.17
1119,19.57
1120,19.12
1121,19.42
1122,19.89
1123,25.26
1124,25.56
1125,24.5
1126,23.02
1127,20.65
1128,19.38
1129,18.71
1130,18.29
1131,18.41
1132,18.33
1133,18.11
1134,18.82
1135,21.94
1136,26.56
1137,26.34
1138,24.34
1139,22.8
1140,22.42
1141,20.66
1142,19.95
1143,20.53
1144,19.08
1145,18.85
1146,19.9
1147,23.28
1148,22.97
1149,20.01
1150,19.43
1151,18.11
1152,15.43
1153,13.6
1154,11.05
1155,7.82
1156,7.36
1157,8.98
1158,10.05
1159,13.58
1160,17.1
1161,16.59
1162,14.8
1163,14.87
1164,15.19
1165,13.3
1166,12.5
1167,12.64
1168,12.39
1169,12.57
1170,12.83
1171,15.29
1172,17.68
1173,16.83
1174,15.46
1175,13.83
1176,9.64
1177,12
1178,7.87
1179,6.61
1180,5.39
1181,5.05
1182,7.29
1183,13.3
1184,17.31
1185,16.87
1186,14.11
1187,14.72
1188,14
1189,12.56
1190,11.37
1191,11.02
1192,11.14
1193,11.41
1194,13.56
1195,15.82
1196,16.24
1197,14.85
1198,14.08
1199,13.08
1200,11.07
1201,10.54
1202,11.69
1203,11.54
1204,12.29
1205,12.39
1206,13.8
1207,15.26
1208,17.47
1209,18.81
1210,20.4
1211,20.77
1212,21.9
1213,21.04
1214,19.78
1215,19.67
1216,20.41
1217,20.89
1218,21.92
1219,28.73
1220,28.69
1221,23.85
1222,22.75
1223,18.8
1224,18.32
1225,18.18
1226,17.66
1227,16.39
1228,16.16
1229,16.13
1230,17.03
1231,19.03
1232,19.68
1233,20.89
1234,21.01
1235,20.24
1236,19.95
1237,20.22
1238,19.8
1239,19.59
1240,19.48
1241,19.38
1242,21.33
1243,27.28
1244,26.34
1245,24.28
1246,21.96
1247,20.17
1248,19.72
1249,18.23
1250,17.02
1251,17.02
1252,17.27
1253,17.65
1254,19.24
1255,23.25
1256,26.99
1257,25.97
1258,25.02
1259,24.8
1260,24.92
1261,23.28
1262,21.98
1263,21.15
1264,20.67
1265,20.71
1266,21.82
1267,26.79
1268,26.62
1269,24.46
1270,22.81
1271,19.89
1272,17.92
1273,18.07
1274,17.48
1275,16.69
1276,16.59
1277,16.89
1278,18.1
1279,19.71
1280,25.5
1281,24.61
1282,24.16
1283,23.3
1284,21.1
1285,20.13
1286,20.85
1287,20.54
1288,19.05
1289,19.19
1290,19.59
1291,22.78
1292,22.39
1293,21.15
1294,19.97
1295,18.59
1296,17.34
1297,15.3
1298,14.15
1299,13.84
1300,13.11
1301,12.73
1302,14.54
1303,18.28
1304,22.13
1305,20.61
1306,19.85
1307,19.4
1308,18.94
1309,18.43
1310,18.11
1311,17.52
1312,16.49
1313,16.17
1314,17.25
1315,19.55
1316,19.7
1317,19.12
1318,17.92
1319,16.24
1320,14.56
1321,14.93
1322,13.52
1323,12.42
1324,12.17
1325,12.36
1326,14.16
1327,16.51
1328,20.72
1329,19.29
1330,18.03
1331,17.84
1332,16.73
1333,17.14
1334,16.31
1335,16.19
1336,16.51
1337,16.93
1338,18.01
1339,21.88
1340,23.4
1341,22.88
1342,20.69
1343,20.41
1344,19.51
1345,19.03
1346,18.1
1347,17.91
1348,18.04
1349,17.93
1350,17.89
1351,15.8
1352,18.65
1353,20.05
1354,18.65
1355,16.51
1356,17.19
1357,17.83
1358,17.91
1359,18.08
1360,17.91
1361,15.62
1362,16.91
1363,17.26
1364,17.22
1365,17.2
1366,17.7
1367,18.15
1368,17.29
1369,14.94
1370,14.48
1371,13.81
1372,13.47
1373,13.49
1374,14.18
1375,12.84
1376,12.58
1377,16.06
1378,16.53
1379,17.71
1380,16.77
1381,15.81
1382,15.26
1383,14.48
1384,13.28
1385,12.6
1386,13.71
1387,16.27
1388,16.4
1389,14.75
1390,14.2
1391,13.09
1392,12.69
1393,6.12
1394,5.3
1395,3.72
1396,3.88
1397,4.18
1398,5.04
1399,6.69
1400,9
1401,9.39
1402,9.83
1403,9.53
1404,8.6
1405,8.02
1406,7.88
1407,7.28
1408,7.7
1409,10
1410,12.41
1411,17.52
1412,18.04
1413,18.23
1414,17.52
1415,16.98
1416,15.56
1417,12.91
1418,9.96
1419,7.57
1420,6.32
1421,5.95
1422,5.32
1423,10.32
1424,13.81
1425,15.7
1426,15.61
1427,16.96
1428,16.61
1429,17.07
1430,17.66
1431,17.63
1432,17.59
1433,18.22
1434,18.44
1435,23.08
1436,23.16
1437,20.08
1438,18.7
1439,18.15
1440,16.55
1441,16.88
1442,15.84
1443,15.15
1444,15.05
1445,15.53
1446,18.28
1447,22.8
1448,25.2
1449,24.6
1450,23.29
1451,22.69
1452,21.89
1453,20.86
1454,20.07
1455,19.68
1456,19.24
1457,19.37
1458,20.6
1459,24.98
1460,26.55
1461,23.76
1462,22.02
1463,20.27
1464,18.5
1465,18.93
1466,18.34
1467,17.92
1468,17.75
1469,17.62
1470,17.45
1471,22.13
1472,24.69
1473,24.44
1474,22.01
1475,20.92
1476,20.97
1477,20.14
1478,19.42
1479,18.27
1480,17.67
1481,17.85
1482,18.36
1483,20.79
1484,22.64
1485,20.39
1486,18.52
1487,19.24
1488,18.33
1489,17.84
1490,17.65
1491,16.9
1492,16.65
1493,17.06
1494,19.04
1495,23.48
1496,27.35
1497,26.14
1498,24.21
1499,23.06
1500,22.34
1501,21.48
1502,20.92
1503,20.54
1504,19.87
1505,20.11
1506,22.59
1507,26.9
1508,30.1
1509,24.63
1510,21.96
1511,18.92
1512,18.07
1513,15.95
1514,14.6
1515,11.7
1516,11.28
1517,10.9
1518,10.58
1519,10.28
1520,13.15
1521,14.39
1522,11.7
1523,11.24
1524,11.84
1525,13.78
1526,13.66
1527,13.42
1528,13.68
1529,13.31
1530,15.01
1531,15.21
1532,17.51
1533,15.72
1534,15.15
1535,13.62
1536,12.09
1537,12.24
1538,11.23
1539,10.48
1540,10.47
1541,10.97
1542,12.18
1543,15.48
1544,17.21
1545,18.88
1546,20.33
1547,20.7
1548,21.21
1549,19.93
1550,17.88
1551,17.37
1552,14.71
1553,12.32
1554,12.79
1555,11.34
1556,11.78
1557,10.24
1558,10.09
1559,10.58
1560,8.83
1561,3.17
1562,1.94
1563,0.77
1564,0.09
1565,-0.01
1566,-0.07
1567,3.44
1568,5.85
1569,7.64
1570,8.78
1571,8.75
1572,8.42
1573,8.53
1574,8.01
1575,8.42
1576,8.62
1577,9.04
1578,10.49
1579,13.98
1580,16.71
1581,13.75
1582,12.21
1583,6.67
1584,3.75
1585,3.19
1586,0.21
1587,-0.05
1588,0.1
1589,0.34
1590,5.68
1591,13.5
1592,16.47
1593,17.39
1594,16.84
1595,17.06
1596,16.5
1597,15.86
1598,14.87
1599,14.78
1600,14.81
1601,14.1
1602,14.86
1603,17.25
1604,18.09
1605,15.66
1606,12.02
1607,6.33
1608,1.71
1609,-0.13
1610,0.69
1611,-0.53
1612,-0.74
1613,-0.9
1614,-0.9
1615,1.5
1616,1.72
1617,1.08
1618,4.15
1619,5.78
1620,6.85
1621,6.56
1622,7.68
1623,11.29
1624,11.74
1625,11.97
1626,12.98
1627,16.71
1628,19.63
1629,18.18
1630,17.6
1631,15.73
1632,14.96
1633,15.14
1634,13.95
1635,12.66
1636,12.96
1637,13.98
1638,16.05
1639,17.04
1640,20.21
1641,22.32
1642,21.73
1643,22.36
1644,22.3
1645,21.55
1646,22.1
1647,20.12
1648,19.36
1649,19.82
1650,19.7
1651,23.31
1652,23.68
1653,20.34
1654,18.31
1655,17.27
1656,16.55
1657,15.63
1658,14.25
1659,12.8
1660,12.53
1661,13.65
1662,16.83
1663,17.32
1664,22.83
1665,23.25
1666,21.58
1667,20.37
1668,19.3
1669,18.59
1670,18.03
1671,17.9
1672,17.46
1673,17.1
1674,17.37
1675,17.89
1676,18.73
1677,17.9
1678,16.29
1679,12.27
1680,10.01
1681,10.79
1682,7.86
1683,2.59
1684,1.72
1685,0.86
1686,2.91
1687,7.18
1688,14.41
1689,12.49
1690,11.63
1691,11.1
1692,9.78
1693,6.38
1694,5.04
1695,4.42
1696,4.28
1697,6.59
1698,9.52
1699,10.45
1700,13.85
1701,11.29
1702,8.31
1703,6.25
1704,2.08
1705,1.4
1706,1.25
1707,1.04
1708,1.48
1709,2.16
1710,1.64
1711,-3.56
1712,5.52
1713,10.79
1714,14.62
1715,15.5
1716,13.82
1717,13.66
1718,10.51
1719,5.23
1720,4.92
1721,5
1722,5.59
1723,10.03
1724,14.1
1725,8.01
1726,2.07
1727,3.3
1728,0.18
1729,2.05
1730,1.9
1731,1.95
1732,1.72
1733,1.39
1734,0.17
1735,1.45
1736,3.65
1737,12.16
1738,12.41
1739,13.22
1740,13.87
1741,14.07
1742,13.53
1743,13.77
1744,14.83
1745,15.81
1746,17.33
1747,19.03
1748,22.38
1749,19.41
1750,17.34
1751,15.54
1752,16.73
1753,12.24
1754,12.92
1755,12.64
1756,13.02
1757,12.06
1758,14.9
1759,17.81
1760,21.78
1761,22.62
1762,19.56
1763,21.28
1764,17.63
1765,16.56
1766,17.69
1767,17.1
1768,16.44
1769,16.83
1770,16.07
1771,16.11
1772,16.73
1773,15.54
1774,12.36
1775,7.2
1776,4.04
1777,-1.06
1778,-0.96
1779,-0.82
1780,-0.98
1781,-1.05
1782,2.05
1783,9.21
1784,12.43
1785,10.66
1786,10.73
1787,10.27
1788,8.14
1789,5.72
1790,3.91
1791,2.53
1792,2.39
1793,2.91
1794,3.32
1795,4.32
1796,6.67
1797,1.44
1798,-1.21
1799,-1.84
1800,-1.6
1801,-0.97
1802,-0.65
1803,-0.85
1804,-1.37
1805,-1.39
1806,-1.79
1807,1.53
1808,2.21
1809,0.58
1810,0.25
1811,0.13
1812,0.1
1813,-0.99
1814,-1.42
1815,-2.05
1816,-0.98
1817,-0.04
1818,0.52
1819,1.79
1820,5.41
1821,4.79
1822,2.98
1823,1.44
1824,0.68
1825,2.99
1826,2.97
1827,2.27
1828,2.58
1829,2.35
1830,3.14
1831,11.2
1832,13.19
1833,13.41
1834,12.95
1835,12.58
1836,11.85
1837,11.5
1838,11.07
1839,9.79
1840,9.39
1841,10.46
1842,14.29
1843,16.52
1844,21.91
1845,20.07
1846,17.91
1847,17.31
1848,16.79
1849,16.98
1850,16.5
1851,16.16
1852,16.04
1853,16.87
1854,21.5
1855,26.21
1856,26
1857,24.9
1858,24.26
1859,22.54
1860,22.01
1861,21.59
1862,20.22
1863,18.97
1864,17.36
1865,17.24
1866,17.15
1867,17.55
1868,22.96
1869,21.9
1870,19.87
1871,18.6
1872,17.84
1873,18.37
1874,17.78
1875,16.88
1876,16.95
1877,16.48
1878,17.78
1879,17.83
1880,17.77
1881,21.07
1882,22.01
1883,21.31
1884,20.75
1885,17.36
1886,17.69
1887,17.68
1888,17.21
1889,17.28
1890,17.77
1891,17.52
1892,20.4
1893,19.48
1894,17.82
1895,17.79
1896,17.53
1897,16.58
1898,16.67
1899,16.1
1900,16.15
1901,16.44
1902,17.76
1903,18.21
1904,18.74
1905,18.77
1906,20.82
1907,20.53
1908,20.51
1909,20.01
1910,19
1911,18.57
1912,17.82
1913,18.49
1914,19.1
1915,21.42
1916,25.76
1917,23.59
1918,20.61
1919,19.05
1920,17.62
1921,17.16
1922,16.67
1923,16.92
1924,17.02
1925,17.9
1926,21.5
1927,23.35
1928,25.36
1929,24.25
1930,23.56
1931,21.15
1932,18.37
1933,17.45
1934,17.16
1935,15.77
1936,14.88
1937,14.52
1938,15.1
1939,16.46
1940,19.58
1941,17.1
1942,13.99
1943,12.29
1944,8.37
1945,13.15
1946,12.06
1947,12.43
1948,13.83
1949,16.32
1950,19.31
1951,25.39
1952,24.29
1953,22.24
1954,22.15
1955,21.43
1956,20.46
1957,20.07
1958,19.24
1959,18.04
1960,18.09
1961,17.51
1962,16.61
1963,16.8
1964,16.89
1965,17.87
1966,13.16
1967,9.31
1968,6.74
1969,5.6
1970,4.23
1971,4.33
1972,3.54
1973,3.09
1974,9.93
1975,12.62
1976,12.55
1977,11.64
1978,12.06
1979,11.54
1980,11.34
1981,11.4
1982,12.05
1983,10.83
1984,10.15
1985,9.52
1986,10.92
1987,11.91
1988,14.05
1989,13.69
1990,11.88
1991,10.81
1992,8.13
1993,6.09
1994,4.58
1995,3.83
1996,5.05
1997,7.28
1998,14.37
1999,14.96
2000,16.37
2001,16.17
2002,16
2003,16.62
2004,16.43
2005,16.27
2006,16.42
2007,16.25
2008,16.27
2009,16.46
2010,17.59
2011,19.1
2012,23.19
2013,21.69
2014,19.69
2015,16.57
2016,15.72
2017,15.64
2018,15.28
2019,15.27
2020,15.27
2021,14.89
2022,15.22
2023,16.4
2024,22.48
2025,21.4
2026,20.65
2027,18.05
2028,17.08
2029,15.67
2030,14.39
2031,13.41
2032,12.71
2033,12.1
2034,11.81
2035,12.73
2036,14.86
2037,13.18
2038,9.67
2039,9.43
2040,8.06
2041,10.79
2042,10.72
2043,11.73
2044,12.8
2045,13.39
2046,15.1
2047,15.89
2048,17.49
2049,19.63
2050,20.79
2051,21
2052,20.27
2053,18.6
2054,18.11
2055,18.04
2056,18.07
2057,18.09
2058,18.01
2059,17.74
2060,19.13
2061,19.13
2062,18.13
2063,17.13
2064,16.1
2065,14.69
2066,13.7
2067,12.72
2068,12.25
2069,12.9
2070,14.05
2071,13.8
2072,15.84
2073,17.76
2074,17.9
2075,18
2076,17.85
2077,17.59
2078,17.08
2079,16.69
2080,16.53
2081,16.62
2082,17.18
2083,17.84
2084,22.37
2085,21.85
2086,19.03
2087,17.68
2088,17.58
2089,16.52
2090,16.13
2091,15.79
2092,16.12
2093,16
2094,15.27
2095,26.76
2096,26.01
2097,24.25
2098,23.3
2099,22.85
2100,21.57
2101,15.51
2102,15.9
2103,16.42
2104,16.64
2105,15.41
2106,14.87
2107,15.56
2108,15.49
2109,16.06
2110,15.51
2111,12.48
2112,9.89
2113,8.95
2114,7.93
2115,7.25
2116,7.77
2117,7.9
2118,12.91
2119,17.59
2120,19.55
2121,18.1
2122,16.55
2123,16.7
2124,14.46
2125,11.67
2126,11.52
2127,10.35
2128,9.92
2129,8.54
2130,9.72
2131,9.76
2132,13.06
2133,11.63
2134,9.17
2135,6.65
2136,5
2137,4.63
2138,3.65
2139,3.45
2140,3.82
2141,5.62
2142,9.75
2143,14.59
