smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-ft_capacity,prefix
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217431100594000.0,2201567.79499,-217431100505000.0,-217431097994000.0,-217431103374000.0,-217431102964000.0,-217431098351000.0,4.0,4846900755930.0,0.00779900812097,0.249546279492,0.125001984106,1.7334191682000001e-13,0.250018051845,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217772146419000.0,3951894.7423,-217772147350000.0,-217772141150000.0,-217772149827000.0,-217772149710000.0,-217772141826000.0,4.0,15617472054200.0,0.0078273681505,0.250453720508,0.125001984106,1.7334191682000001e-13,0.250018051845,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218182166127000.0,7809457.22519,-218182168597000.0,-218182155360000.0,-218182171952000.0,-218182171934000.0,-218182156861000.0,4.0,60987622152100.0,0.00391311892231,0.125226860254,0.125001984106,1.7334191682000001e-13,0.249981948155,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218754453786000.0,1768985.39396,-218754454108000.0,-218754451440000.0,-218754455488000.0,-218754455375000.0,-218754451747000.0,4.0,3129309324040.0,0.0038989409552,0.249546279492,0.125001984106,1.7334191682000001e-13,0.124990974078,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222584316085000.0,3797222.81216,-222584316169000.0,-222584311841000.0,-222584320161000.0,-222584319874000.0,-222584312179000.0,4.0,14418901085200.0,0.0155979749784,0.249546279492,0.250003306843,1.7334191682000001e-13,0.250018051845,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222925366918000.0,4956718.02139,-222925368073000.0,-222925360012000.0,-222925371514000.0,-222925371156000.0,-222925361063000.0,4.0,24569053543600.0,0.0156546948874,0.250453720508,0.250003306843,1.7334191682000001e-13,0.250018051845,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223335380231000.0,3918278.2321,-223335380869000.0,-223335374894000.0,-223335384293000.0,-223335383833000.0,-223335375736000.0,4.0,15352904304100.0,0.00782621714084,0.125226860254,0.250003306843,1.7334191682000001e-13,0.249981948155,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223907668157000.0,1333478.38045,-223907668448000.0,-223907666442000.0,-223907669290000.0,-223907669267000.0,-223907666640000.0,4.0,1778164591130.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-227737502704000.0,3127762.07903,-227737502711000.0,-227737499319000.0,-227737506076000.0,-227737505842000.0,-227737499557000.0,4.0,9782895623030.0,0.0155979749784,0.249546279492,0.250003306843,1.7334191682000001e-13,0.250018051845,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228078551595000.0,5622408.68988,-228078554243000.0,-228078545138000.0,-228078555405000.0,-228078555288000.0,-228078546048000.0,3.0,31611479476100.0,0.0156546948874,0.250453720508,0.250003306843,1.7334191682000001e-13,0.250018051845,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228488570023000.0,6000351.19454,-228488570769000.0,-228488562250000.0,-228488576305000.0,-228488575755000.0,-228488563247000.0,4.0,36004214457800.0,0.00782621714084,0.125226860254,0.250003306843,1.7334191682000001e-13,0.249981948155,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229060853799000.0,1087050.74473,-229060853500000.0,-229060852904000.0,-229060855293000.0,-229060855085000.0,-229060852933000.0,4.0,1181679321620.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-232890715371000.0,4191590.54744,-232890714692000.0,-232890711556000.0,-232890720544000.0,-232890720010000.0,-232890711683000.0,4.0,17569431317400.0,0.0155975623434,0.249546279492,0.249996693157,1.7334191682000001e-13,0.250018051845,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233231763942000.0,2071313.02179,-233231764024000.0,-233231761431000.0,-233231766288000.0,-233231766057000.0,-233231761711000.0,4.0,4290337634230.0,0.0156542807519,0.250453720508,0.249996693157,1.7334191682000001e-13,0.250018051845,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233641779043000.0,3709648.67207,-233641778277000.0,-233641775541000.0,-233641784077000.0,-233641783375000.0,-233641775783000.0,4.0,13761493270200.0,0.00782601010299,0.125226860254,0.249996693157,1.7334191682000001e-13,0.249981948155,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234214068599000.0,1551422.13112,-234214068604000.0,-234214066736000.0,-234214070452000.0,-234214070234000.0,-234214066956000.0,4.0,2406910628930.0,0.00779765499392,0.249546279492,0.249996693157,1.7334191682000001e-13,0.124990974078,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238043629228000.0,3589444.86744,-238043628103000.0,-238043626263000.0,-238043634443000.0,-238043633531000.0,-238043626501000.0,4.0,12884114456400.0,0.00779855422245,0.249546279492,0.124994709051,1.7334191682000001e-13,0.250018051845,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238384678771000.0,5616691.32556,-238384680375000.0,-238384670781000.0,-238384683552000.0,-238384683253000.0,-238384672043000.0,4.0,31547221446700.0,0.00782691260144,0.250453720508,0.124994709051,1.7334191682000001e-13,0.250018051845,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238794699495000.0,2148792.38968,-238794699999000.0,-238794696459000.0,-238794701526000.0,-238794701303000.0,-238794696983000.0,4.0,4617308733940.0,0.00391289118068,0.125226860254,0.124994709051,1.7334191682000001e-13,0.249981948155,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239366983678000.0,549799.902178,-239366983794000.0,-239366982945000.0,-239366984179000.0,-239366984153000.0,-239366983040000.0,4.0,302279932435.0,0.00389871403872,0.249546279492,0.124994709051,1.7334191682000001e-13,0.124990974078,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456227670547000.0,1196250.70079,-456227670750000.0,-456227668908000.0,-456227671780000.0,-456227671633000.0,-456227669178000.0,4.0,1431015739140.0,0.0038989409552,0.249546279492,0.125001984106,1.7334191682000001e-13,0.124990974078,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456637701295000.0,3220891.71259,-456637701069000.0,-456637698235000.0,-456637704806000.0,-456637704570000.0,-456637698336000.0,4.0,10374143424200.0,0.0078273681505,0.250453720508,0.125001984106,1.7334191682000001e-13,0.250018051845,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456978737727000.0,6227961.03476,-456978740098000.0,-456978728514000.0,-456978742199000.0,-456978741936000.0,-456978730199000.0,4.0,38787498650500.0,0.00391368407525,0.125226860254,0.125001984106,1.7334191682000001e-13,0.250018051845,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461380884604000.0,2666445.67167,-461380884889000.0,-461380881220000.0,-461380887419000.0,-461380887182000.0,-461380881629000.0,4.0,7109932519970.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461790909987000.0,2816034.69021,-461790911256000.0,-461790905773000.0,-461790911663000.0,-461790911608000.0,-461790906589000.0,4.0,7930051376490.0,0.0156546948874,0.250453720508,0.250003306843,1.7334191682000001e-13,0.250018051845,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462131949520000.0,4786374.36754,-462131949624000.0,-462131943658000.0,-462131955175000.0,-462131954505000.0,-462131944390000.0,4.0,22909379586200.0,0.00782734744372,0.125226860254,0.250003306843,1.7334191682000001e-13,0.250018051845,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466534069771000.0,2772859.96899,-466534068710000.0,-466534067850000.0,-466534073812000.0,-466534073141000.0,-466534067884000.0,4.0,7688752407630.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466944096654000.0,5070290.79996,-466944098500000.0,-466944089187000.0,-466944100431000.0,-466944100198000.0,-466944090528000.0,4.0,25707848796200.0,0.0156546948874,0.250453720508,0.250003306843,1.7334191682000001e-13,0.250018051845,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467285141310000.0,5247452.02486,-467285141683000.0,-467285134532000.0,-467285147341000.0,-467285146506000.0,-467285135591000.0,4.0,27535752753200.0,0.00782734744372,0.125226860254,0.250003306843,1.7334191682000001e-13,0.250018051845,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-471687284799000.0,1660038.26038,-471687284587000.0,-471687283362000.0,-471687286660000.0,-471687286521000.0,-471687283373000.0,4.0,2755727025930.0,0.00779765499392,0.249546279492,0.249996693157,1.7334191682000001e-13,0.124990974078,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472097312422000.0,1399872.3602,-472097312287000.0,-472097310887000.0,-472097314225000.0,-472097313986000.0,-472097311045000.0,4.0,1959642624860.0,0.0156542807519,0.250453720508,0.249996693157,1.7334191682000001e-13,0.250018051845,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472438352885000.0,4848939.94697,-472438354616000.0,-472438345743000.0,-472438356564000.0,-472438356275000.0,-472438347070000.0,4.0,23512218609300.0,0.00782714037597,0.125226860254,0.249996693157,1.7334191682000001e-13,0.250018051845,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476840197654000.0,2677446.39275,-476840197350000.0,-476840195354000.0,-476840200560000.0,-476840200371000.0,-476840195361000.0,4.0,7168719186070.0,0.00389871403872,0.249546279492,0.124994709051,1.7334191682000001e-13,0.124990974078,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477250223516000.0,1970604.24553,-477250223147000.0,-477250221535000.0,-477250226237000.0,-477250225797000.0,-477250221753000.0,4.0,3883281092510.0,0.00782691260144,0.250453720508,0.124994709051,1.7334191682000001e-13,0.250018051845,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477591270109000.0,5015041.94864,-477591269585000.0,-477591265234000.0,-477591276034000.0,-477591275491000.0,-477591265462000.0,4.0,25150645746600.0,0.00391345630072,0.125226860254,0.124994709051,1.7334191682000001e-13,0.250018051845,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695434261135000.0,3962795.14185,-695434261447000.0,-695434256636000.0,-695434265011000.0,-695434264838000.0,-695434256995000.0,4.0,15703745336300.0,0.00391311892231,0.250453720508,0.125001984106,1.7334191682000001e-13,0.124990974078,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695844284777000.0,7257517.30124,-695844284882000.0,-695844276579000.0,-695844292766000.0,-695844292134000.0,-695844277273000.0,4.0,52671557377800.0,0.00391368407525,0.125226860254,0.125001984106,1.7334191682000001e-13,0.250018051845,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700587478772000.0,3349246.04017,-700587479409000.0,-700587474303000.0,-700587481967000.0,-700587481756000.0,-700587474896000.0,4.0,11217449037600.0,0.00782621714084,0.250453720508,0.250003306843,1.7334191682000001e-13,0.124990974078,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700997503603000.0,5102369.42002,-700997502579000.0,-700997498969000.0,-700997510283000.0,-700997509461000.0,-700997499177000.0,4.0,26034173698400.0,0.00782734744372,0.125226860254,0.250003306843,1.7334191682000001e-13,0.250018051845,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-705740661113000.0,2476564.62632,-705740661260000.0,-705740658173000.0,-705740663758000.0,-705740663558000.0,-705740658461000.0,4.0,6133372348320.0,0.00782621714084,0.250453720508,0.250003306843,1.7334191682000001e-13,0.124990974078,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706150689963000.0,7764640.17772,-706150692791000.0,-706150678595000.0,-706150695676000.0,-706150695427000.0,-706150680540000.0,4.0,60289637089400.0,0.00782734744372,0.125226860254,0.250003306843,1.7334191682000001e-13,0.250018051845,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-710893878013000.0,2407970.24639,-710893877272000.0,-710893876005000.0,-710893881502000.0,-710893880899000.0,-710893876163000.0,4.0,5798320707510.0,0.00782601010299,0.250453720508,0.249996693157,1.7334191682000001e-13,0.124990974078,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711303905272000.0,3297690.04777,-711303904420000.0,-711303902496000.0,-711303909753000.0,-711303909148000.0,-711303902590000.0,4.0,10874759651200.0,0.00782714037597,0.125226860254,0.249996693157,1.7334191682000001e-13,0.250018051845,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716046791429000.0,4407976.42646,-716046792733000.0,-716046785398000.0,-716046794851000.0,-716046794810000.0,-716046786221000.0,4.0,19430256176200.0,0.00391289118068,0.250453720508,0.124994709051,1.7334191682000001e-13,0.124990974078,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716456816446000.0,8208023.77583,-716456818424000.0,-716456804927000.0,-716456824008000.0,-716456823394000.0,-716456806729000.0,4.0,67371654304600.0,0.00391345630072,0.125226860254,0.124994709051,1.7334191682000001e-13,0.250018051845,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-934640852387000.0,6362886.26385,-934640852702000.0,-934640845786000.0,-934640858358000.0,-934640858197000.0,-934640846136000.0,4.0,40486321606600.0,0.00195655946116,0.125226860254,0.125001984106,1.7334191682000001e-13,0.124990974078,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-939794065194000.0,6687702.22951,-939794066469000.0,-939794057025000.0,-939794070814000.0,-939794070768000.0,-939794057836000.0,4.0,44725361110500.0,0.00391310857042,0.125226860254,0.250003306843,1.7334191682000001e-13,0.124990974078,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-944947259654000.0,6764215.10447,-944947259800000.0,-944947253368000.0,-944947265648000.0,-944947265605000.0,-944947253499000.0,4.0,45754605979500.0,0.00391310857042,0.125226860254,0.250003306843,1.7334191682000001e-13,0.124990974078,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950100470224000.0,6997032.92562,-950100471807000.0,-950100460899000.0,-950100476386000.0,-950100476135000.0,-950100462098000.0,4.0,48958469762200.0,0.00391300505149,0.125226860254,0.249996693157,1.7334191682000001e-13,0.124990974078,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955253384707000.0,6265096.33409,-955253383501000.0,-955253378815000.0,-955253393011000.0,-955253391939000.0,-955253379163000.0,4.0,39251432075400.0,0.00195644559034,0.125226860254,0.124994709051,1.7334191682000001e-13,0.124990974078,5
