smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2273485754.18,11030123.985,-2272230234.92,-2264080202.8,-2285402344.07,-2284642216.1,-2264087019.22,4.0,121663635125000.0,0.0039130745569,96,4.95258127397e-14,0.249981948155,0.125226860254,0.125000566882
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2383894445.72,9661751.06597,-2383252137.36,-2375260148.65,-2393813359.52,-2393322671.28,-2375365451.88,4.0,93349433660700.0,0.00195653727845,121,4.95258127397e-14,0.124990974078,0.125226860254,0.125000566882
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150174960065.0,3395.80292645,-150174958987.0,-150174957392.0,-150174964896.0,-150174964151.0,-150174957490.0,4.0,11531477.5153,0.00195650474422,1,4.95258127397e-14,0.124990974078,0.125226860254,0.124998488314
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-527818873739.0,2953110.49231,-527817945072.0,-527816508670.0,-527823096142.0,-527822430366.0,-527816617245.0,4.0,8720861579820.0,0.00779879001474,27,4.95258127397e-14,0.250018051845,0.249546279492,0.124998488314
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-152944258293000.0,5985282.62484,-152944255863000.0,-152944254247000.0,-152944267198000.0,-152944265498000.0,-152944254489000.0,4.0,35823608099300.0,0.00779891969886,48,4.95258127397e-14,0.250018051845,0.249546279492,0.125000566882
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153258331547000.0,17403375.0403,-153258333150000.0,-153258308971000.0,-153258350917000.0,-153258348710000.0,-153258312140000.0,4.0,302877462793000.0,0.00782727940685,74,4.95258127397e-14,0.250018051845,0.250453720508,0.125000566882
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153635955648000.0,18940492.1284,-153635959368000.0,-153635931029000.0,-153635972826000.0,-153635972095000.0,-153635933992000.0,4.0,358742242064000.0,0.0039130745569,100,4.95258127397e-14,0.249981948155,0.125226860254,0.125000566882
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-154164623280000.0,3476029.78002,-154164622677000.0,-154164620045000.0,-154164627720000.0,-154164627209000.0,-154164620195000.0,4.0,12082783031600.0,0.00389889675053,22,4.95258127397e-14,0.124990974078,0.249546279492,0.125000566882
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169571806439000.0,16022139.7296,-169571799279000.0,-169571796793000.0,-169571830406000.0,-169571825775000.0,-169571797127000.0,4.0,256708961514000.0,0.0155978276082,43,4.95258127397e-14,0.250018051845,0.249546279492,0.250000944804
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169885869457000.0,10659300.4626,-169885869703000.0,-169885858144000.0,-169885880280000.0,-169885879731000.0,-169885858841000.0,4.0,113620686352000.0,0.0156545469814,69,4.95258127397e-14,0.250018051845,0.250453720508,0.250000944804
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170263482594000.0,15187679.9172,-170263477786000.0,-170263470294000.0,-170263504510000.0,-170263500901000.0,-170263471019000.0,4.0,230665621267000.0,0.00782614319848,95,4.95258127397e-14,0.249981948155,0.125226860254,0.250000944804
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170792164146000.0,4154877.92237,-170792162669000.0,-170792160988000.0,-170792170258000.0,-170792169154000.0,-170792161206000.0,4.0,17263010549800.0,0.00779778760718,17,4.95258127397e-14,0.124990974078,0.249546279492,0.250000944804
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186199327365000.0,12438146.3162,-186199325615000.0,-186199316793000.0,-186199341439000.0,-186199340356000.0,-186199316825000.0,4.0,154707483783000.0,0.0155978276082,38,4.95258127397e-14,0.250018051845,0.249546279492,0.250000944804
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186513375701000.0,15418067.1369,-186513378059000.0,-186513354959000.0,-186513391726000.0,-186513390087000.0,-186513358013000.0,4.0,237716794239000.0,0.0156545469814,64,4.95258127397e-14,0.250018051845,0.250453720508,0.250000944804
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186891037278000.0,23471505.6598,-186891040740000.0,-186891005514000.0,-186891062118000.0,-186891059090000.0,-186891010620000.0,4.0,550911577937000.0,0.00782614319848,90,4.95258127397e-14,0.249981948155,0.125226860254,0.250000944804
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187419679205000.0,1126213.39961,-187419679012000.0,-187419678237000.0,-187419680560000.0,-187419680432000.0,-187419678249000.0,4.0,1268356621470.0,0.00779778760718,12,4.95258127397e-14,0.124990974078,0.249546279492,0.250000944804
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-202826870925000.0,17665237.8902,-202826868461000.0,-202826856004000.0,-202826890774000.0,-202826889286000.0,-202826856013000.0,4.0,312060629718000.0,0.0155977097136,33,4.95258127397e-14,0.250018051845,0.249546279492,0.249999055196
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203140924634000.0,21604783.3869,-203140922325000.0,-203140900801000.0,-203140953086000.0,-203140948841000.0,-203140903660000.0,4.0,466766665196000.0,0.015654428658,59,4.95258127397e-14,0.250018051845,0.250453720508,0.249999055196
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203518564265000.0,23451249.9708,-203518555623000.0,-203518547176000.0,-203518598637000.0,-203518592736000.0,-203518547891000.0,4.0,549961125191000.0,0.00782608404535,85,4.95258127397e-14,0.249981948155,0.125226860254,0.249999055196
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204047225535000.0,6364803.97548,-204047225525000.0,-204047219703000.0,-204047231387000.0,-204047231282000.0,-204047219802000.0,4.0,40510729646300.0,0.00779772866837,7,4.95258127397e-14,0.124990974078,0.249546279492,0.249999055196
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219454130955000.0,6620836.62259,-219454131258000.0,-219454123617000.0,-219454137687000.0,-219454137324000.0,-219454124161000.0,4.0,43835477583100.0,0.00779879001474,28,4.95258127397e-14,0.250018051845,0.249546279492,0.124998488314
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219768181737000.0,15626066.8774,-219768182960000.0,-219768163673000.0,-219768197355000.0,-219768196534000.0,-219768165228000.0,4.0,244173966056000.0,0.00782714925116,54,4.95258127397e-14,0.250018051845,0.250453720508,0.124998488314
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220145809687000.0,20638163.1006,-220145801992000.0,-220145795350000.0,-220145839413000.0,-220145834688000.0,-220145795457000.0,4.0,425933776168000.0,0.00391300948845,80,4.95258127397e-14,0.249981948155,0.125226860254,0.124998488314
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220674496597000.0,11966407.3977,-220674494585000.0,-220674484683000.0,-220674512534000.0,-220674510378000.0,-220674485632000.0,4.0,143194906009000.0,0.00389883191784,2,4.95258127397e-14,0.124990974078,0.249546279492,0.124998488314
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373090929643000.0,3812812.58753,-373090930007000.0,-373090925150000.0,-373090933406000.0,-373090933214000.0,-373090925560000.0,4.0,14537539827600.0,0.00389889675053,23,4.95258127397e-14,0.124990974078,0.249546279492,0.125000566882
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373468574492000.0,11837388.2321,-373468571843000.0,-373468564701000.0,-373468589580000.0,-373468587885000.0,-373468564807000.0,4.0,140123760158000.0,0.00782727940685,49,4.95258127397e-14,0.250018051845,0.250453720508,0.125000566882
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373782660343000.0,21488612.4868,-373782660781000.0,-373782633602000.0,-373782686209000.0,-373782682489000.0,-373782637585000.0,4.0,461760466607000.0,0.00391363970343,75,4.95258127397e-14,0.250018051845,0.125226860254,0.125000566882
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-389718482710000.0,18735756.2944,-389718476505000.0,-389718467965000.0,-389718509867000.0,-389718505350000.0,-389718468758000.0,4.0,351028563921000.0,0.00779778760718,18,4.95258127397e-14,0.124990974078,0.249546279492,0.250000944804
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390096118117000.0,17531195.6042,-390096115860000.0,-390096103104000.0,-390096137644000.0,-390096136230000.0,-390096103165000.0,4.0,307342819311000.0,0.0156545469814,44,4.95258127397e-14,0.250018051845,0.250453720508,0.250000944804
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390410191082000.0,38465771.464,-390410194724000.0,-390410148853000.0,-390410226028000.0,-390410225312000.0,-390410151754000.0,4.0,1479615574320000.0,0.00782727349068,70,4.95258127397e-14,0.250018051845,0.125226860254,0.250000944804
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406346012742000.0,15269666.533,-406346017623000.0,-406345990580000.0,-406346025141000.0,-406346024293000.0,-406345994357000.0,4.0,233162716030000.0,0.00779778760718,13,4.95258127397e-14,0.124990974078,0.249546279492,0.250000944804
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406723640741000.0,23141892.2736,-406723631907000.0,-406723624487000.0,-406723674665000.0,-406723668884000.0,-406723624968000.0,4.0,535547178003000.0,0.0156545469814,39,4.95258127397e-14,0.250018051845,0.250453720508,0.250000944804
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-407037706332000.0,42386587.6089,-407037694694000.0,-407037668799000.0,-407037767141000.0,-407037756649000.0,-407037672308000.0,4.0,1796622809130000.0,0.00782727349068,65,4.95258127397e-14,0.250018051845,0.125226860254,0.250000944804
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-422973539640000.0,16070570.98,-422973532609000.0,-422973529852000.0,-422973563491000.0,-422973559215000.0,-422973529910000.0,4.0,258263251624000.0,0.00779772866837,8,4.95258127397e-14,0.124990974078,0.249546279492,0.249999055196
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423351175480000.0,3703723.20129,-423351174475000.0,-423351172252000.0,-423351180717000.0,-423351179901000.0,-423351172465000.0,4.0,13717565551800.0,0.015654428658,34,4.95258127397e-14,0.250018051845,0.250453720508,0.249999055196
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423665226598000.0,35889309.0343,-423665210125000.0,-423665205803000.0,-423665280339000.0,-423665269909000.0,-423665206349000.0,4.0,1288042502960000.0,0.00782721432901,60,4.95258127397e-14,0.250018051845,0.125226860254,0.249999055196
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439600802808000.0,13364060.226,-439600799695000.0,-439600791423000.0,-439600820419000.0,-439600818239000.0,-439600791735000.0,4.0,178598105725000.0,0.00389883191784,3,4.95258127397e-14,0.124990974078,0.249546279492,0.124998488314
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439978444294000.0,21902535.2533,-439978438295000.0,-439978426114000.0,-439978474470000.0,-439978470235000.0,-439978426751000.0,4.0,479721050520000.0,0.00782714925116,29,4.95258127397e-14,0.250018051845,0.250453720508,0.124998488314
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440292486901000.0,18221329.5073,-440292486179000.0,-440292468414000.0,-440292506834000.0,-440292505432000.0,-440292469382000.0,4.0,332016849013000.0,0.00391357462558,55,4.95258127397e-14,0.250018051845,0.125226860254,0.124998488314
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593615241324000.0,10924816.8236,-593615237783000.0,-593615232475000.0,-593615257255000.0,-593615254434000.0,-593615233173000.0,4.0,119351622630000.0,0.0039130745569,24,4.95258127397e-14,0.124990974078,0.250453720508,0.125000566882
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593992891134000.0,27906638.7139,-593992888695000.0,-593992862016000.0,-593992925130000.0,-593992921565000.0,-593992864118000.0,4.0,778780484307000.0,0.00391363970343,50,4.95258127397e-14,0.250018051845,0.125226860254,0.125000566882
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610242796688000.0,14152520.7544,-610242792907000.0,-610242784189000.0,-610242816748000.0,-610242813564000.0,-610242785105000.0,4.0,200293843703000.0,0.00782614319848,19,4.95258127397e-14,0.124990974078,0.250453720508,0.250000944804
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610620431587000.0,22120723.946,-610620426671000.0,-610620410338000.0,-610620462667000.0,-610620457425000.0,-610620412631000.0,4.0,489326427895000.0,0.00782727349068,45,4.95258127397e-14,0.250018051845,0.125226860254,0.250000944804
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-626870303806000.0,13432273.1599,-626870301117000.0,-626870290862000.0,-626870322128000.0,-626870319491000.0,-626870291885000.0,4.0,180425962242000.0,0.00782614319848,14,4.95258127397e-14,0.124990974078,0.250453720508,0.250000944804
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-627247935293000.0,12023564.2117,-627247935898000.0,-627247923608000.0,-627247945770000.0,-627247945739000.0,-627247924002000.0,4.0,144566096353000.0,0.00782727349068,40,4.95258127397e-14,0.250018051845,0.125226860254,0.250000944804
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643497841088000.0,9433548.26253,-643497842960000.0,-643497828030000.0,-643497850405000.0,-643497849461000.0,-643497830097000.0,4.0,88991832821500.0,0.00782608404535,9,4.95258127397e-14,0.124990974078,0.250453720508,0.249999055196
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643875490095000.0,14435723.3552,-643875489774000.0,-643875475381000.0,-643875505453000.0,-643875504494000.0,-643875476146000.0,4.0,208390108789000.0,0.00782721432901,35,4.95258127397e-14,0.250018051845,0.125226860254,0.249999055196
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660125118416000.0,17775235.3437,-660125123564000.0,-660125092831000.0,-660125133706000.0,-660125132455000.0,-660125097170000.0,4.0,315958991524000.0,0.00391300948845,4,4.95258127397e-14,0.124990974078,0.250453720508,0.124998488314
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660502763715000.0,23729051.2401,-660502766547000.0,-660502734756000.0,-660502787010000.0,-660502785753000.0,-660502737713000.0,4.0,563067872755000.0,0.00391357462558,30,4.95258127397e-14,0.250018051845,0.125226860254,0.124998488314
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-814139546627000.0,11695014.7612,-814139547018000.0,-814139535452000.0,-814139557019000.0,-814139556930000.0,-814139535775000.0,4.0,136773370264000.0,0.00195653727845,25,4.95258127397e-14,0.124990974078,0.125226860254,0.125000566882
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-830767086746000.0,9699863.4504,-830767089579000.0,-830767073169000.0,-830767094658000.0,-830767094362000.0,-830767075165000.0,4.0,94087350956300.0,0.00391307159924,20,4.95258127397e-14,0.124990974078,0.125226860254,0.250000944804
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847394612097000.0,28524330.4978,-847394603161000.0,-847394588618000.0,-847394653450000.0,-847394646380000.0,-847394590326000.0,4.0,813637430349000.0,0.00391307159924,15,4.95258127397e-14,0.124990974078,0.125226860254,0.250000944804
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864022162256000.0,36661769.5329,-864022152641000.0,-864022129295000.0,-864022214446000.0,-864022205822000.0,-864022132150000.0,4.0,1344085345280000.0,0.00391304202267,10,4.95258127397e-14,0.124990974078,0.125226860254,0.249999055196
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880649428347000.0,29630038.055,-880649427020000.0,-880649399245000.0,-880649460101000.0,-880649458092000.0,-880649400459000.0,4.0,877939155142000.0,0.00195650474422,5,4.95258127397e-14,0.124990974078,0.125226860254,0.124998488314
