smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-242479536.311,6330990.04191,-241103012.941,-237294597.282,-250417522.077,-249566966.173,-237319239.165,4.0,40081434910800.0,1.7334191682000001e-13,0.00391310857042,111,0.125226860254,0.250003306843,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-253075203.368,4549314.22015,-253685136.765,-247711724.532,-257218815.411,-257105109.091,-248191390.889,4.0,20696259873600.0,1.7334191682000001e-13,0.0038989409552,122,0.249546279492,0.125001984106,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-323244397.406,9188658.42845,-321284189.542,-314599805.072,-335809405.47,-334013065.681,-315220020.142,4.0,84431443714800.0,1.7334191682000001e-13,0.00391310857042,116,0.125226860254,0.250003306843,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-407717356.889,7309125.17258,-409591640.993,-397832818.815,-413853326.753,-413662694.669,-399148021.363,4.0,53423310788500.0,1.7334191682000001e-13,0.00195655946116,121,0.125226860254,0.125001984106,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-160702989407.0,872.973532542,-160702989767.0,-160702988115.0,-160702989977.0,-160702989965.0,-160702988344.0,4.0,762082.788519,1.7334191682000001e-13,0.00195644559034,1,0.125226860254,0.124994709051,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-570592588729.0,1940057.28394,-570592813627.0,-570590419643.0,-570594308020.0,-570594283124.0,-570590579477.0,4.0,3763822264960.0,1.7334191682000001e-13,0.00779855422245,27,0.249546279492,0.124994709051,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217431200037000.0,3804594.22666,-217431200346000.0,-217431195143000.0,-217431204315000.0,-217431203825000.0,-217431195818000.0,4.0,14474937229500.0,1.7334191682000001e-13,0.00779900812097,48,0.249546279492,0.125001984106,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217772103473000.0,6100885.67639,-217772101142000.0,-217772099101000.0,-217772112508000.0,-217772110826000.0,-217772099384000.0,4.0,37220806036400.0,1.7334191682000001e-13,0.0078273681505,74,0.250453720508,0.125001984106,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218181973094000.0,7990690.44874,-218181970727000.0,-218181966487000.0,-218181984435000.0,-218181982680000.0,-218181966822000.0,4.0,63851133847600.0,1.7334191682000001e-13,0.00391311892231,100,0.125226860254,0.125001984106,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218754694677000.0,1830432.8886,-218754694692000.0,-218754692498000.0,-218754696827000.0,-218754696594000.0,-218754692740000.0,4.0,3350484559680.0,1.7334191682000001e-13,0.0038989409552,22,0.249546279492,0.125001984106,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222584414155000.0,3512704.41889,-222584413071000.0,-222584411305000.0,-222584419174000.0,-222584418382000.0,-222584411446000.0,4.0,12339092334500.0,1.7334191682000001e-13,0.0155979749784,43,0.249546279492,0.250003306843,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222925320206000.0,5890051.6985,-222925319941000.0,-222925313448000.0,-222925327494000.0,-222925326602000.0,-222925314181000.0,4.0,34692709011000.0,1.7334191682000001e-13,0.0156546948874,69,0.250453720508,0.250003306843,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223335196869000.0,7994974.56714,-223335200639000.0,-223335184904000.0,-223335201296000.0,-223335201278000.0,-223335187184000.0,4.0,63919618329300.0,1.7334191682000001e-13,0.00782621714084,95,0.125226860254,0.250003306843,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223907905514000.0,999594.248446,-223907905746000.0,-223907904137000.0,-223907906428000.0,-223907906368000.0,-223907904336000.0,4.0,999188661527.0,1.7334191682000001e-13,0.00779786128164,17,0.249546279492,0.250003306843,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-227737601651000.0,1928657.24654,-227737601919000.0,-227737599194000.0,-227737603570000.0,-227737603443000.0,-227737599482000.0,4.0,3719718774640.0,1.7334191682000001e-13,0.0155979749784,38,0.249546279492,0.250003306843,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228078505803000.0,4953149.18754,-228078507105000.0,-228078498729000.0,-228078510274000.0,-228078509844000.0,-228078499940000.0,4.0,24533686874000.0,1.7334191682000001e-13,0.0156546948874,64,0.250453720508,0.250003306843,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228488382788000.0,10484203.5315,-228488383080000.0,-228488372269000.0,-228488392723000.0,-228488392440000.0,-228488372727000.0,4.0,109918523690000.0,1.7334191682000001e-13,0.00782621714084,90,0.125226860254,0.250003306843,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229061094313000.0,1080339.20384,-229061094476000.0,-229061093075000.0,-229061095226000.0,-229061095224000.0,-229061093175000.0,4.0,1167132795360.0,1.7334191682000001e-13,0.00779786128164,12,0.249546279492,0.250003306843,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-232890814486000.0,4778619.2897,-232890816406000.0,-232890807509000.0,-232890817624000.0,-232890817612000.0,-232890808672000.0,4.0,22835202315900.0,1.7334191682000001e-13,0.0155975623434,33,0.249546279492,0.249996693157,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233231718449000.0,4805142.35728,-233231718578000.0,-233231712602000.0,-233231724037000.0,-233231723425000.0,-233231713291000.0,4.0,23089393073700.0,1.7334191682000001e-13,0.0156542807519,59,0.250453720508,0.249996693157,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233641590501000.0,5267055.93818,-233641589692000.0,-233641584981000.0,-233641597639000.0,-233641596521000.0,-233641585613000.0,4.0,27741878255900.0,1.7334191682000001e-13,0.00782601010299,85,0.125226860254,0.249996693157,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234214307946000.0,2050073.80273,-234214307871000.0,-234214305916000.0,-234214310126000.0,-234214309993000.0,-234214306004000.0,4.0,4202802596660.0,1.7334191682000001e-13,0.00779765499392,7,0.249546279492,0.249996693157,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238043728218000.0,4257244.77291,-238043727079000.0,-238043724543000.0,-238043734171000.0,-238043733285000.0,-238043724744000.0,4.0,18124133056500.0,1.7334191682000001e-13,0.00779855422245,28,0.249546279492,0.124994709051,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238384633302000.0,7943140.54266,-238384635526000.0,-238384622342000.0,-238384639813000.0,-238384639606000.0,-238384623884000.0,4.0,63093481680400.0,1.7334191682000001e-13,0.00782691260144,54,0.250453720508,0.124994709051,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238794513956000.0,3260844.50983,-238794514125000.0,-238794510484000.0,-238794517090000.0,-238794516980000.0,-238794510696000.0,4.0,10633106917300.0,1.7334191682000001e-13,0.00391289118068,80,0.125226860254,0.124994709051,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239367221748000.0,970936.186846,-239367221978000.0,-239367220387000.0,-239367222646000.0,-239367222573000.0,-239367220599000.0,4.0,942717078928.0,1.7334191682000001e-13,0.00389871403872,2,0.249546279492,0.124994709051,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456227827994000.0,3935155.20172,-456227826771000.0,-456227825032000.0,-456227833402000.0,-456227832655000.0,-456227825045000.0,4.0,15485446461600.0,1.7334191682000001e-13,0.0038989409552,23,0.249546279492,0.125001984106,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456637710078000.0,6734311.22581,-456637711585000.0,-456637700604000.0,-456637716539000.0,-456637715803000.0,-456637702243000.0,4.0,45350947686100.0,1.7334191682000001e-13,0.0078273681505,49,0.250453720508,0.125001984106,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456978618881000.0,5885009.89303,-456978619772000.0,-456978611285000.0,-456978624694000.0,-456978624305000.0,-456978612209000.0,4.0,34633341441100.0,1.7334191682000001e-13,0.00391368407525,75,0.125226860254,0.125001984106,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461381041252000.0,3577189.95315,-461381039852000.0,-461381038806000.0,-461381046498000.0,-461381045605000.0,-461381038859000.0,4.0,12796287960900.0,1.7334191682000001e-13,0.00779786128164,18,0.249546279492,0.250003306843,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461790925462000.0,4185529.01179,-461790924414000.0,-461790921630000.0,-461790931391000.0,-461790930421000.0,-461790921971000.0,4.0,17518653108600.0,1.7334191682000001e-13,0.0156546948874,44,0.250453720508,0.250003306843,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462131821969000.0,3821413.10161,-462131823392000.0,-462131816462000.0,-462131824630000.0,-462131824607000.0,-462131817339000.0,4.0,14603198093100.0,1.7334191682000001e-13,0.00782734744372,70,0.125226860254,0.250003306843,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466534229045000.0,4031175.10805,-466534228215000.0,-466534225092000.0,-466534234659000.0,-466534233743000.0,-466534225510000.0,4.0,16250372751700.0,1.7334191682000001e-13,0.00779786128164,13,0.249546279492,0.250003306843,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466944116615000.0,4102362.42467,-466944118063000.0,-466944110705000.0,-466944119631000.0,-466944119555000.0,-466944111649000.0,4.0,16829377463300.0,1.7334191682000001e-13,0.0156546948874,39,0.250453720508,0.250003306843,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467285012229000.0,3759438.97683,-467285012223000.0,-467285008181000.0,-467285016288000.0,-467285016006000.0,-467285008460000.0,4.0,14133381420500.0,1.7334191682000001e-13,0.00782734744372,65,0.125226860254,0.250003306843,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-471687447079000.0,2693029.27083,-471687447023000.0,-471687443845000.0,-471687450424000.0,-471687449948000.0,-471687444288000.0,4.0,7252406653520.0,1.7334191682000001e-13,0.00779765499392,8,0.249546279492,0.249996693157,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472097326962000.0,4647540.68402,-472097325771000.0,-472097322724000.0,-472097333580000.0,-472097332456000.0,-472097323133000.0,4.0,21599634409600.0,1.7334191682000001e-13,0.0156542807519,34,0.250453720508,0.249996693157,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472438228075000.0,3415981.94624,-472438226947000.0,-472438225347000.0,-472438233059000.0,-472438232187000.0,-472438225542000.0,4.0,11668932657000.0,1.7334191682000001e-13,0.00782714037597,60,0.125226860254,0.249996693157,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476840358796000.0,2654540.83099,-476840359288000.0,-476840355561000.0,-476840361046000.0,-476840361023000.0,-476840355880000.0,4.0,7046587023370.0,1.7334191682000001e-13,0.00389871403872,3,0.249546279492,0.124994709051,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477250237453000.0,2870886.94398,-477250238342000.0,-477250233352000.0,-477250239776000.0,-477250239663000.0,-477250233998000.0,4.0,8241991845140.0,1.7334191682000001e-13,0.00782691260144,29,0.250453720508,0.124994709051,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477591140059000.0,7189661.59064,-477591138429000.0,-477591133193000.0,-477591150184000.0,-477591148455000.0,-477591133945000.0,4.0,51691233787900.0,1.7334191682000001e-13,0.00391345630072,55,0.125226860254,0.124994709051,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695434342513000.0,7280851.40175,-695434339590000.0,-695434337542000.0,-695434353329000.0,-695434351320000.0,-695434337797000.0,4.0,53010797134300.0,1.7334191682000001e-13,0.00391311892231,24,0.250453720508,0.125001984106,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695844220335000.0,6613693.15417,-695844219721000.0,-695844213412000.0,-695844228486000.0,-695844227597000.0,-695844213933000.0,4.0,43740937137500.0,1.7334191682000001e-13,0.00391368407525,50,0.125226860254,0.125001984106,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700587561244000.0,4498609.73527,-700587561273000.0,-700587557027000.0,-700587565404000.0,-700587565321000.0,-700587557127000.0,4.0,20237489550300.0,1.7334191682000001e-13,0.00782621714084,19,0.250453720508,0.250003306843,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700997436652000.0,7492172.21782,-700997437172000.0,-700997427185000.0,-700997445080000.0,-700997444178000.0,-700997428398000.0,4.0,56132644541500.0,1.7334191682000001e-13,0.00782734744372,45,0.125226860254,0.250003306843,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-705740739424000.0,2161029.68334,-705740738721000.0,-705740737834000.0,-705740742421000.0,-705740741996000.0,-705740737836000.0,4.0,4670049292280.0,1.7334191682000001e-13,0.00782621714084,14,0.250453720508,0.250003306843,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706150627707000.0,5506600.72963,-706150629748000.0,-706150619827000.0,-706150631503000.0,-706150631502000.0,-706150621053000.0,4.0,30322651595500.0,1.7334191682000001e-13,0.00782734744372,40,0.125226860254,0.250003306843,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-710893960007000.0,7543382.09366,-710893959651000.0,-710893951258000.0,-710893969466000.0,-710893968217000.0,-710893952293000.0,4.0,56902613411000.0,1.7334191682000001e-13,0.00782601010299,9,0.250453720508,0.249996693157,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711303843385000.0,5219470.01249,-711303843199000.0,-711303838417000.0,-711303848725000.0,-711303848462000.0,-711303838569000.0,4.0,27242867211300.0,1.7334191682000001e-13,0.00782714037597,35,0.125226860254,0.249996693157,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716046870755000.0,7272336.70915,-716046868505000.0,-716046865180000.0,-716046880827000.0,-716046879403000.0,-716046865255000.0,4.0,52886881211200.0,1.7334191682000001e-13,0.00391289118068,4,0.250453720508,0.124994709051,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716456753104000.0,5567336.67784,-716456752651000.0,-716456747786000.0,-716456759327000.0,-716456758862000.0,-716456747980000.0,4.0,30995237684500.0,1.7334191682000001e-13,0.00391345630072,30,0.125226860254,0.124994709051,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-934640853600000.0,7415311.10262,-934640853814000.0,-934640845680000.0,-934640861093000.0,-934640860720000.0,-934640846181000.0,4.0,54986838748600.0,1.7334191682000001e-13,0.00195655946116,25,0.125226860254,0.125001984106,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-939794069374000.0,7308889.53689,-939794071934000.0,-939794058628000.0,-939794074999000.0,-939794074561000.0,-939794060602000.0,4.0,53419866262500.0,1.7334191682000001e-13,0.00391310857042,20,0.125226860254,0.250003306843,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-944947260898000.0,6946466.13252,-944947262126000.0,-944947252231000.0,-944947267109000.0,-944947266924000.0,-944947253154000.0,4.0,48253391730200.0,1.7334191682000001e-13,0.00391310857042,15,0.125226860254,0.250003306843,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950100471977000.0,8619936.39644,-950100472572000.0,-950100461785000.0,-950100480979000.0,-950100480366000.0,-950100462756000.0,4.0,74303303478700.0,1.7334191682000001e-13,0.00391300505149,10,0.125226860254,0.249996693157,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955253379028000.0,5239879.82776,-955253378604000.0,-955253374316000.0,-955253384589000.0,-955253384261000.0,-955253374389000.0,4.0,27456340609300.0,1.7334191682000001e-13,0.00195644559034,5,0.125226860254,0.124994709051,0.124990974078
