npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329033302339.0,2400014.33886,-329034315126.0,-329029724676.0,-329034854429.0,-329034788562.0,-329030398216.0,4.0,5760068826740.0,53,0.124996154144,0.25,0.25,0.007812259634,8.47275451554e-14
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499618855985.0,8153542.40803,-499619148050.0,-499608654187.0,-499628473651.0,-499627248901.0,-499610054177.0,4.0,66480253799600.0,105,0.124996154144,0.125,0.125354107649,0.00195859767028,8.47275451554e-14
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238790579332000.0,1877691.91518,-238790579439000.0,-238790577053000.0,-238790581399000.0,-238790581215000.0,-238790577300000.0,4.0,3525726928340.0,22,0.125001458773,0.125,0.25,0.00390629558665,8.47275451554e-14
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238961194800000.0,1567073.54423,-238961194144000.0,-238961193779000.0,-238961197134000.0,-238961196700000.0,-238961193819000.0,4.0,2455719493010.0,74,0.125001458773,0.25,0.25,0.00781259117331,8.47275451554e-14
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-239616181096000.0,2546832.86817,-239616180160000.0,-239616179221000.0,-239616184844000.0,-239616184181000.0,-239616179322000.0,4.0,6486357658400.0,48,0.125001458773,0.25,0.25,0.00781259117331,8.47275451554e-14
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-239786781904000.0,3663463.61835,-239786781114000.0,-239786778468000.0,-239786786921000.0,-239786786201000.0,-239786778714000.0,4.0,13420965683000.0,100,0.125001458773,0.25,0.125354107649,0.00391736157982,8.47275451554e-14
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244278455779000.0,2057884.86967,-244278456148000.0,-244278453034000.0,-244278457788000.0,-244278457640000.0,-244278453403000.0,4.0,4234890136820.0,17,0.250002917546,0.125,0.25,0.00781259117331,8.47275451554e-14
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244449068918000.0,3179337.14538,-244449069174000.0,-244449065011000.0,-244449072314000.0,-244449072038000.0,-244449065440000.0,4.0,10108184684000.0,69,0.250002917546,0.25,0.25,0.0156251823466,8.47275451554e-14
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-245104060938000.0,2295990.27133,-245104060190000.0,-245104059099000.0,-245104064273000.0,-245104063707000.0,-245104059216000.0,4.0,5271571326060.0,43,0.250002917546,0.25,0.25,0.0156251823466,8.47275451554e-14
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-245274663906000.0,2552085.76236,-245274664186000.0,-245274660687000.0,-245274666567000.0,-245274666357000.0,-245274661064000.0,4.0,6513141738450.0,95,0.250002917546,0.25,0.125354107649,0.00783472315964,8.47275451554e-14
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249766329115000.0,2479947.47996,-249766329488000.0,-249766325851000.0,-249766331632000.0,-249766331426000.0,-249766326281000.0,4.0,6150139503370.0,12,0.250002387083,0.125,0.25,0.00781257459634,8.47275451554e-14
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249936944721000.0,2029801.72742,-249936944969000.0,-249936942330000.0,-249936946615000.0,-249936946550000.0,-249936942544000.0,4.0,4120095052660.0,64,0.250002387083,0.25,0.25,0.0156251491927,8.47275451554e-14
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-250591934622000.0,3639595.58294,-250591934138000.0,-250591931236000.0,-250591938977000.0,-250591938567000.0,-250591931356000.0,4.0,13246656007300.0,38,0.250002387083,0.25,0.25,0.0156251491927,8.47275451554e-14
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-250762536054000.0,4759009.76896,-250762535112000.0,-250762532034000.0,-250762541958000.0,-250762541344000.0,-250762532083000.0,4.0,22648173981100.0,90,0.250002387083,0.25,0.125354107649,0.00783470653571,8.47275451554e-14
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-255254182475000.0,1738149.74359,-255254182666000.0,-255254180401000.0,-255254184166000.0,-255254184084000.0,-255254180597000.0,4.0,3021164531160.0,7,0.249997082454,0.125,0.25,0.00781240882669,8.47275451554e-14
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-255424795786000.0,4397850.13887,-255424794678000.0,-255424791832000.0,-255424801956000.0,-255424801009000.0,-255424792114000.0,4.0,19341085844000.0,59,0.249997082454,0.25,0.25,0.0156248176534,8.47275451554e-14
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-256079787391000.0,1539636.3486,-256079786968000.0,-256079786093000.0,-256079789534000.0,-256079789222000.0,-256079786151000.0,4.0,2370480085940.0,33,0.249997082454,0.25,0.25,0.0156248176534,8.47275451554e-14
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-256250387967000.0,3702819.20942,-256250388541000.0,-256250383514000.0,-256250391274000.0,-256250391194000.0,-256250383937000.0,4.0,13710870097600.0,85,0.249997082454,0.25,0.125354107649,0.00783454029645,8.47275451554e-14
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260741824925000.0,764533.604179,-260741825015000.0,-260741823919000.0,-260741825751000.0,-260741825663000.0,-260741824061000.0,4.0,584511631919.0,2,0.124996154144,0.125,0.25,0.003906129817,8.47275451554e-14
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912438927000.0,6547199.50682,-260912438321000.0,-260912432805000.0,-260912446262000.0,-260912445712000.0,-260912432991000.0,4.0,42865821382100.0,54,0.124996154144,0.25,0.25,0.007812259634,8.47275451554e-14
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567427592000.0,3374999.94991,-261567427382000.0,-261567424042000.0,-261567431564000.0,-261567431190000.0,-261567424289000.0,4.0,11390624661900.0,28,0.124996154144,0.25,0.25,0.007812259634,8.47275451554e-14
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738029365000.0,5887489.97266,-261738029720000.0,-261738022582000.0,-261738035439000.0,-261738035065000.0,-261738023169000.0,4.0,34662538178200.0,80,0.124996154144,0.25,0.125354107649,0.00391719534056,8.47275451554e-14
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500199592900000.0,3862207.54839,-500199591949000.0,-500199589333000.0,-500199598370000.0,-500199597465000.0,-500199589667000.0,4.0,14916647146900.0,49,0.125001458773,0.25,0.25,0.00781259117331,8.47275451554e-14
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500854580176000.0,2280810.67454,-500854580944000.0,-500854576985000.0,-500854581831000.0,-500854581828000.0,-500854577449000.0,4.0,5202097333090.0,23,0.125001458773,0.125,0.25,0.00390629558665,8.47275451554e-14
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-501025182058000.0,6032051.49147,-501025180317000.0,-501025177237000.0,-501025190361000.0,-501025189205000.0,-501025177349000.0,4.0,36385645195700.0,75,0.125001458773,0.25,0.125354107649,0.00391736157982,8.47275451554e-14
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505687469450000.0,5203325.77775,-505687469615000.0,-505687462978000.0,-505687475593000.0,-505687474828000.0,-505687463841000.0,4.0,27074599149400.0,44,0.250002917546,0.25,0.25,0.0156251823466,8.47275451554e-14
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-506342454245000.0,1820048.04095,-506342454514000.0,-506342451798000.0,-506342456153000.0,-506342455950000.0,-506342452162000.0,4.0,3312574871350.0,18,0.250002917546,0.125,0.25,0.00781259117331,8.47275451554e-14
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-506513064636000.0,5643691.38575,-506513065594000.0,-506513056946000.0,-506513070411000.0,-506513069806000.0,-506513058126000.0,4.0,31851252457600.0,70,0.250002917546,0.25,0.125354107649,0.00783472315964,8.47275451554e-14
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-511175341808000.0,4603384.50318,-511175340987000.0,-511175337374000.0,-511175347883000.0,-511175347101000.0,-511175337664000.0,4.0,21191148884100.0,39,0.250002387083,0.25,0.25,0.0156251491927,8.47275451554e-14
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-511830330794000.0,2385251.32307,-511830329954000.0,-511830328971000.0,-511830334298000.0,-511830333671000.0,-511830329093000.0,4.0,5689423874230.0,13,0.250002387083,0.125,0.25,0.00781257459634,8.47275451554e-14
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-512000933898000.0,8956228.55617,-512000931753000.0,-512000926712000.0,-512000945375000.0,-512000944067000.0,-512000926733000.0,4.0,80214029950300.0,65,0.250002387083,0.25,0.125354107649,0.00783470653571,8.47275451554e-14
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-516663200441000.0,2228964.77065,-516663200044000.0,-516663198423000.0,-516663203252000.0,-516663202942000.0,-516663198495000.0,4.0,4968283948800.0,34,0.249997082454,0.25,0.25,0.0156248176534,8.47275451554e-14
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-517318179823000.0,2584095.28568,-517318180183000.0,-517318176340000.0,-517318182587000.0,-517318182231000.0,-517318176912000.0,4.0,6677548445460.0,8,0.249997082454,0.125,0.25,0.00781240882669,8.47275451554e-14
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-517488790628000.0,6122184.71074,-517488788249000.0,-517488786404000.0,-517488799612000.0,-517488798078000.0,-517488786511000.0,4.0,37481145632400.0,60,0.249997082454,0.25,0.125354107649,0.00783454029645,8.47275451554e-14
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522150842248000.0,3183803.07856,-522150843371000.0,-522150837566000.0,-522150844684000.0,-522150844507000.0,-522150838417000.0,4.0,10136602043100.0,29,0.124996154144,0.25,0.25,0.007812259634,8.47275451554e-14
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522805825799000.0,2138253.89506,-522805825490000.0,-522805823527000.0,-522805828690000.0,-522805828216000.0,-522805823815000.0,4.0,4572129719730.0,3,0.124996154144,0.125,0.25,0.003906129817,8.47275451554e-14
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976431602000.0,9296937.29171,-522976434027000.0,-522976418429000.0,-522976439924000.0,-522976439271000.0,-522976420537000.0,4.0,86433043006000.0,55,0.124996154144,0.25,0.125354107649,0.00391719534056,8.47275451554e-14
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-761437987725000.0,7054815.50103,-761437987745000.0,-761437980120000.0,-761437995289000.0,-761437994778000.0,-761437980643000.0,4.0,49770421753600.0,24,0.125001458773,0.125,0.25,0.00390629558665,8.47275451554e-14
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-762263579945000.0,4615491.21809,-762263579326000.0,-762263575582000.0,-762263585545000.0,-762263584991000.0,-762263575765000.0,4.0,21302759184300.0,50,0.125001458773,0.25,0.125354107649,0.00391736157982,8.47275451554e-14
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-766925864934000.0,2348775.5571,-766925864489000.0,-766925862571000.0,-766925868186000.0,-766925867633000.0,-766925862857000.0,4.0,5516746617630.0,19,0.250002917546,0.125,0.25,0.00781259117331,8.47275451554e-14
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-767751460262000.0,5966209.72646,-767751460357000.0,-767751453015000.0,-767751467318000.0,-767751466498000.0,-767751453892000.0,4.0,35595658500100.0,45,0.250002917546,0.25,0.125354107649,0.00783472315964,8.47275451554e-14
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-772413740558000.0,6423084.35907,-772413741726000.0,-772413732107000.0,-772413746672000.0,-772413746302000.0,-772413733179000.0,4.0,41256012683700.0,14,0.250002387083,0.125,0.25,0.00781257459634,8.47275451554e-14
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-773239334264000.0,2532583.94449,-773239333334000.0,-773239332385000.0,-773239338002000.0,-773239337309000.0,-773239332520000.0,4.0,6413981435870.0,40,0.250002387083,0.25,0.125354107649,0.00783470653571,8.47275451554e-14
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-777901591245000.0,6148514.9889,-777901592447000.0,-777901583640000.0,-777901596446000.0,-777901596383000.0,-777901584424000.0,4.0,37804236568800.0,9,0.249997082454,0.125,0.25,0.00781240882669,8.47275451554e-14
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-778727184453000.0,4563147.12759,-778727184853000.0,-778727178701000.0,-778727189406000.0,-778727188949000.0,-778727179398000.0,4.0,20822311708000.0,35,0.249997082454,0.25,0.125354107649,0.00783454029645,8.47275451554e-14
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389236383000.0,6766353.21687,-783389235945000.0,-783389228569000.0,-783389245073000.0,-783389243770000.0,-783389229609000.0,4.0,45783535855500.0,4,0.124996154144,0.125,0.25,0.003906129817,8.47275451554e-14
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784214833674000.0,5020489.79294,-784214834179000.0,-784214827088000.0,-784214839250000.0,-784214838574000.0,-784214828067000.0,4.0,25205317761000.0,30,0.124996154144,0.25,0.125354107649,0.00391719534056,8.47275451554e-14
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1023501981310000.0,11440737.127,-1023501985390000.0,-1023501964530000.0,-1023501989940000.0,-1023501989450000.0,-1023501967460000.0,4.0,130890466009000.0,25,0.125001458773,0.125,0.125354107649,0.00195868078991,8.47275451554e-14
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1028989853300000.0,5843727.24789,-1028989851790000.0,-1028989848050000.0,-1028989861580000.0,-1028989860250000.0,-1028989848470000.0,4.0,34149148147700.0,20,0.250002917546,0.125,0.125354107649,0.00391736157982,8.47275451554e-14
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1034477733670000.0,691659.346429,-1034477733560000.0,-1034477733070000.0,-1034477734520000.0,-1034477734440000.0,-1034477733080000.0,4.0,478392651502.0,15,0.250002387083,0.125,0.125354107649,0.00391735326786,8.47275451554e-14
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1039965584970000.0,7446856.34423,-1039965586510000.0,-1039965575280000.0,-1039965591580000.0,-1039965591340000.0,-1039965576440000.0,4.0,55455669411600.0,10,0.249997082454,0.125,0.125354107649,0.00391727014823,8.47275451554e-14
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453227570000.0,4808535.88036,-1045453227190000.0,-1045453222180000.0,-1045453233730000.0,-1045453232900000.0,-1045453222780000.0,4.0,23122017312700.0,5,0.124996154144,0.125,0.125354107649,0.00195859767028,8.47275451554e-14
