npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight
769.0,-457.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67380.0,ref,cooper,nebraska,covid,795327588.1439999,7959905.00561,796284960.975,803695660.395,785044770.23,786356006.497,802958847.827,4.0,63360087698400.0,0.125,1.66935855854e-12,0.249579831933,0.125018554253,123,0.0039002637198600003
769.0,-457.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16845.0,ref,cooper,nebraska,covid,789499832.012,9786764.2153,789911356.868,798887651.5,779288962.8130001,779850639.459,798572889.768,4.0,95780753805800.0,0.125,1.66935855854e-12,0.249579831933,0.249962891495,108,0.00779821205609
769.0,-457.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33690.0,ref,cooper,nebraska,covid,781343885.9810001,20944106.6531,786488894.645,800190726.5189999,752207028.113,756535534.263,798949225.5680001,4.0,438655603496000.0,0.125,1.66935855854e-12,0.249579831933,0.250037108505,113,0.00780052743971
769.0,-457.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50535.0,ref,cooper,nebraska,covid,775618838.22,18786204.7624,777115957.735,797032298.713,751211138.697,755086443.202,794055265.9169999,4.0,352921489374000.0,0.125,1.66935855854e-12,0.249579831933,0.250037108505,118,0.00780052743971
769.0,-457.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,736471778.363,14994071.0325,740522594.847,749862520.852,714979402.906,718742628.994,748529784.655,4.0,224822166127000.0,0.125,1.66935855854e-12,0.249579831933,0.12494433724199999,103,0.00389794833623
769.0,-605.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67380.0,ref,cooper,nebraska,covid,632000694.869,25273713.1106,640427834.132,652053798.891,595093312.322,601558642.6209999,650644752.15,4.0,638760574397000.0,0.125,1.66935855854e-12,0.249579831933,0.125018554253,122,0.0039002637198600003
769.0,-605.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50535.0,ref,cooper,nebraska,covid,628830479.053,31545814.9685,639277404.492,653062076.843,583705030.385,590769587.277,652265675.214,4.0,995138442025000.0,0.125,1.66935855854e-12,0.249579831933,0.250037108505,117,0.00780052743971
769.0,-605.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16845.0,ref,cooper,nebraska,covid,628572665.538,24409301.3631,634736685.415,649165640.6240001,595651650.701,600001011.252,648514691.997,4.0,595813993035000.0,0.125,1.66935855854e-12,0.249579831933,0.249962891495,107,0.00779821205609
769.0,-605.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33690.0,ref,cooper,nebraska,covid,627655005.892,19678476.4126,631156851.0469999,647410146.963,600896174.51,604845670.97,645561757.596,4.0,387242433921000.0,0.125,1.66935855854e-12,0.249579831933,0.250037108505,112,0.00780052743971
769.0,-605.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,577212861.6880001,19690660.1442,575455646.617,602912748.738,555027404.783,557871391.489,599014432.988,4.0,387722096915000.0,0.125,1.66935855854e-12,0.249579831933,0.12494433724199999,102,0.00389794833623
769.0,-754.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33690.0,ref,cooper,nebraska,covid,499344938.761,9338509.67048,500267773.09400004,508526030.794,488318178.063,489330919.253,508066990.204,4.0,87207762865700.0,0.125,1.66935855854e-12,0.125210084034,0.250037108505,111,0.00391339592093
769.0,-754.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16845.0,ref,cooper,nebraska,covid,473669783.487,16966293.803,473271352.70199996,490642604.22,457493824.324,457982427.27199996,489914942.801,4.0,287855125408000.0,0.125,1.66935855854e-12,0.125210084034,0.249962891495,106,0.00391223433117
769.0,-754.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50535.0,ref,cooper,nebraska,covid,466708047.47300005,28466611.0972,474191920.20199996,490853914.062,427594435.42800003,433061245.54300004,489877427.585,4.0,810347947359000.0,0.125,1.66935855854e-12,0.125210084034,0.250037108505,116,0.00391339592093
769.0,-754.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,67380.0,ref,cooper,nebraska,covid,461549614.549,28437439.7744,458096440.871,499456027.736,430549548.71599996,434461259.05,493472413.196,4.0,808687980923000.0,0.125,1.66935855854e-12,0.125210084034,0.125018554253,121,0.0019566979604700003
769.0,-754.0,-4007.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,cooper,nebraska,covid,429499329.068,15232620.1352,431301823.182,445485563.196,409908106.71099997,412365482.292,444109684.084,4.0,232032716183000.0,0.125,1.66935855854e-12,0.125210084034,0.12494433724199999,101,0.0019555363707
