smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-124098374.283,1519223.89897,-124098374.283,-123024120.762,-125172627.804,-125065202.452,-123131546.114,2.0,2308041255190.0,0.00463049566916,1.2171516948100001e-13,213,0.166668822236,0.166668806079,0.166693548387
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-124351732.81,2248216.21788,-124351732.81,-122762003.877,-125941461.743,-125782488.85,-122920976.77,2.0,5054476162350.0,0.00463049566916,1.2171516948100001e-13,236,0.166668822236,0.166668806079,0.166693548387
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-126814374.377,615747.019399,-126814374.377,-126378975.484,-127249773.27,-127206233.381,-126422515.374,2.0,379144391899.0,0.00463040651143,1.2171516948100001e-13,184,0.166668822236,0.16666559696,0.166693548387
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-131491408.979,2597419.7541,-131491408.979,-129654755.857,-133328062.101,-133144396.788,-129838421.169,2.0,6746589379010.0,0.00463024318543,1.2171516948100001e-13,257,0.16666294341,0.16666559696,0.166693548387
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-141402165.576,4475454.13951,-141402165.576,-138237541.606,-144566789.547,-144250327.15,-138554004.003,2.0,20029689754900.0,0.00462825546806,1.2171516948100001e-13,228,0.166668822236,0.166668806079,0.166612903226
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-165172854.857,3567652.82071,-165172854.857,-162650143.355,-167695566.359,-167443295.209,-162902414.505,2.0,12728146649200.0,0.00463033234001,1.2171516948100001e-13,205,0.16666294341,0.166668806079,0.166693548387
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-166403225.944,1739189.00272,-166403225.944,-165173433.606,-167633018.282,-167510039.048,-165296412.84,2.0,3024778387170.0,0.00463039017883,1.2171516948100001e-13,272,0.166668234354,0.16666559696,0.166693548387
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-167891074.02,574866.038643,-167891074.02,-167484582.346,-168297565.694,-168256916.527,-167525231.513,2.0,330470962386.0,0.00231408317673,1.2171516948100001e-13,176,0.166668822236,0.16666559696,0.0833064516129
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-177673765.264,1604342.18873,-177673765.264,-176539324.023,-178808206.505,-178694762.381,-176652768.147,2.0,2573913858550.0,0.00231523966812,1.2171516948100001e-13,243,0.0833341171768,0.166668806079,0.166693548387
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-181620011.693,2281271.34205,-181620011.693,-180006909.257,-183233114.129,-183071803.885,-180168219.501,2.0,5204198936080.0,0.00463047933624,1.2171516948100001e-13,220,0.166668234354,0.166668806079,0.166693548387
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-186664624.842,4997899.14937,-186664624.842,-183130576.462,-190198673.222,-189845268.384,-183483981.3,2.0,24978995907200.0,0.00231519508941,1.2171516948100001e-13,191,0.0833341171768,0.16666559696,0.166693548387
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195458567.092,2367563.08603,-195458567.092,-193784447.179,-197132687.005,-196965275.014,-193951859.17,2.0,5605354966330.0,0.00115697849876,0.0,308,0.16666294341,0.0833311939206,0.0833064516129
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195598882.11,2100223.30932,-195598882.11,-194113799.965,-197083964.254,-196935456.039,-194262308.18,2.0,4410937949020.0,0.00463040651143,1.2171516948100001e-13,264,0.166668822236,0.16666559696,0.166693548387
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195676840.741,252145.997427,-195676840.741,-195498546.597,-195855134.886,-195837305.472,-195516376.011,2.0,63577604018.5,0.00231507633897,1.2171516948100001e-13,198,0.0833282383511,0.166668806079,0.166693548387
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207106079.112,462644.595303,-207106079.112,-206778939.982,-207433218.243,-207400504.33,-206811653.895,2.0,214040021563.0,0.00462825546806,1.2171516948100001e-13,235,0.166668822236,0.166668806079,0.166612903226
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-220664918.257,2944322.86428,-220664918.257,-218582967.594,-222746868.92,-222538673.854,-218791162.66,2.0,8669037129120.0,0.00463040651143,1.2171516948100001e-13,279,0.166668822236,0.16666559696,0.166693548387
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-225339600.77,3780454.2212,-225339600.77,-222666415.954,-228012785.585,-227745467.104,-222933734.435,2.0,14291834118600.0,0.00463049566916,1.2171516948100001e-13,212,0.166668822236,0.166668806079,0.166693548387
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-229032186.706,6732963.00265,-229032186.706,-224271262.909,-233793110.503,-233317018.123,-224747355.289,2.0,45332790795000.0,0.00231408317673,1.2171516948100001e-13,183,0.166668822236,0.16666559696,0.0833064516129
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-238850411.055,2345246.51369,-238850411.055,-237192071.341,-240508750.768,-240342916.797,-237357905.313,2.0,5500181209960.0,0.0023139117674,1.2171516948100001e-13,249,0.0833282383511,0.16666559696,0.166612903226
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-238870014.271,5080629.84835,-238870014.271,-235277466.453,-242462562.09,-242103307.308,-235636721.235,2.0,25812799655900.0,0.00462800310648,1.2171516948100001e-13,256,0.16666294341,0.16666559696,0.166612903226
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245198868.307,2715906.14461,-245198868.307,-243278432.655,-247119303.959,-246927260.394,-243470476.22,2.0,7376146186350.0,0.00463049566916,1.2171516948100001e-13,227,0.166668822236,0.166668806079,0.166693548387
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-250243263.708,4707226.25201,-250243263.708,-246914752.104,-253571775.311,-253238924.151,-247247603.265,2.0,22157978987600.0,0.00463039017883,1.2171516948100001e-13,271,0.166668234354,0.16666559696,0.166693548387
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-252975585.034,1908497.4151,-252975585.034,-251626073.57,-254325096.498,-254190145.352,-251761024.716,2.0,3642362383440.0,0.00115701930972,0.0,315,0.166668822236,0.0833311939206,0.0833064516129
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-259494424.297,2458224.27992,-259494424.297,-257756197.239,-261232651.355,-261058828.65,-257930019.945,2.0,6042866610380.0,0.00231411957152,1.2171516948100001e-13,242,0.0833341171768,0.166668806079,0.166612903226
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-269099991.34,1492074.22918,-269099991.34,-268044935.534,-270155047.145,-270049541.565,-268150441.115,2.0,2226285505400.0,0.00115749359393,0.0,300,0.0833282383511,0.0833311939206,0.166693548387
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-276976636.911,369370.826934,-276976636.911,-276715452.295,-277237821.528,-277211703.066,-276741570.756,2.0,136434807790.0,0.00231404610896,1.2171516948100001e-13,204,0.16666294341,0.166668806079,0.0833064516129
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-280489260.538,1628480.57779,-280489260.538,-279337750.878,-281640770.197,-281525619.231,-279452901.844,2.0,2651948992220.0,0.00463040651143,1.2171516948100001e-13,286,0.166668822236,0.16666559696,0.166693548387
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-285280832.945,1718154.98729,-285280832.945,-284065913.902,-286495751.988,-286374260.083,-284187405.807,2.0,2952056560360.0,0.00115703750719,1.2171516948100001e-13,190,0.0833341171768,0.16666559696,0.0833064516129
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-287452233.21,3465297.14084,-287452233.21,-285001898.103,-289902568.317,-289657534.806,-285246931.613,2.0,12008284274300.0,0.00463047933624,1.2171516948100001e-13,219,0.166668234354,0.166668806079,0.166693548387
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-298367261.53,4122162.13997,-298367261.53,-295452452.727,-301282070.332,-300990589.452,-295743933.608,2.0,16992220708200.0,0.00231507701542,0.0,307,0.16666294341,0.0833311939206,0.166693548387
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-303012120.642,856385.160766,-303012120.642,-302406564.887,-303617676.396,-303557120.821,-302467120.463,2.0,733395543581.0,0.00463049566916,1.2171516948100001e-13,234,0.166668822236,0.166668806079,0.166693548387
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-303766032.673,4581100.97637,-303766032.673,-300526705.107,-307005360.239,-306681427.482,-300850637.864,2.0,20986486155700.0,0.00462816635347,1.2171516948100001e-13,263,0.166668822236,0.16666559696,0.166612903226
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-306934737.172,1342031.69555,-306934737.172,-305985777.46,-307883696.885,-307788800.913,-306080673.431,2.0,1801049071860.0,0.00115701522862,0.0,322,0.166668234354,0.0833311939206,0.0833064516129
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-310665096.637,4113523.04925,-310665096.637,-307756396.595,-313573796.68,-313282926.676,-308047266.599,2.0,16921071876700.0,0.00463040651143,1.2171516948100001e-13,278,0.166668822236,0.16666559696,0.166693548387
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-314773197.666,4126499.91396,-314773197.666,-311855321.594,-317691073.738,-317399286.131,-312147109.201,2.0,17028001539900.0,0.0011569781607,1.2171516948100001e-13,197,0.0833282383511,0.166668806079,0.0833064516129
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-337163025.293,166266.653849,-337163025.293,-337045457.014,-337280593.571,-337268836.743,-337057213.842,2.0,27644600182.1,0.00231412773403,1.2171516948100001e-13,211,0.166668822236,0.166668806079,0.0833064516129
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-341147717.46,2322537.39157,-341147717.46,-339505435.521,-342789999.4,-342625771.206,-339669663.715,2.0,5394179935230.0,0.00231519508941,1.2171516948100001e-13,293,0.0833341171768,0.16666559696,0.166693548387
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-348123498.672,235807.456778,-348123498.672,-347956757.621,-348290239.724,-348273565.619,-347973431.726,2.0,55605156672.0,0.00463049566916,1.2171516948100001e-13,226,0.166668822236,0.166668806079,0.166693548387
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-348344238.489,1060135.21622,-348344238.489,-347594609.689,-349093867.289,-349018904.409,-347669572.569,2.0,1123886676660.0,0.00463024318543,1.2171516948100001e-13,255,0.16666294341,0.16666559696,0.166693548387
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-360062216.592,2486969.71257,-360062216.592,-358303663.444,-361820769.74,-361644914.425,-358479518.758,2.0,6185018351250.0,0.00231503176341,1.2171516948100001e-13,248,0.0833282383511,0.16666559696,0.166693548387
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-360259801.258,3774757.3695,-360259801.258,-357590644.725,-362928957.791,-362662042.138,-357857560.378,2.0,14248793198600.0,0.00462815002877,1.2171516948100001e-13,270,0.166668234354,0.16666559696,0.166612903226
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-360872280.049,2225417.18351,-360872280.049,-359298672.468,-362445887.631,-362288526.872,-359456033.226,2.0,4952481640680.0,0.00231523966812,1.2171516948100001e-13,241,0.0833341171768,0.166668806079,0.166693548387
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-361217029.168,2287674.58369,-361217029.168,-359599398.957,-362834659.38,-362672896.359,-359761161.978,2.0,5233455000840.0,0.00231515867685,0.0,314,0.166668822236,0.0833311939206,0.166693548387
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-368223688.12,2682822.74383,-368223688.12,-366326645.965,-370120730.275,-369931026.059,-366516350.181,2.0,7197537874800.0,0.00463040651143,1.2171516948100001e-13,285,0.166668822236,0.16666559696,0.166693548387
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-375313112.373,2636970.07008,-375313112.373,-373448492.955,-377177731.792,-376991269.85,-373634954.897,2.0,6953611150510.0,0.00115701930972,0.0,329,0.166668822236,0.0833311939206,0.0833064516129
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-387499413.769,5181679.43669,-387499413.769,-383835413.101,-391163414.436,-390797014.37,-384201813.168,2.0,26849801784600.0,0.00115749359393,0.0,299,0.0833282383511,0.0833311939206,0.166693548387
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-397473892.682,3534456.31151,-397473892.682,-394974654.656,-399973130.707,-399723206.905,-395224578.459,2.0,12492381418000.0,0.00231411957152,1.2171516948100001e-13,218,0.166668234354,0.166668806079,0.0833064516129
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-404205604.869,4942955.16078,-404205604.869,-400710407.756,-407700801.983,-407351282.271,-401059927.467,2.0,24432805721500.0,0.00463049566916,1.2171516948100001e-13,233,0.166668822236,0.166668806079,0.166693548387
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413980349.141,3105553.05436,-413980349.141,-411784391.517,-416176306.765,-415956711.002,-412003987.279,2.0,9644459773450.0,0.00463040651143,1.2171516948100001e-13,262,0.166668822236,0.16666559696,0.166693548387
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416641868.915,6254250.61648,-416641868.915,-412219445.893,-421064291.937,-420622049.635,-412661688.195,2.0,39115650773800.0,0.00231507701542,0.0,306,0.16666294341,0.0833311939206,0.166693548387
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416961274.573,5608981.06629,-416961274.573,-412995126.025,-420927423.12,-420530808.265,-413391740.88,2.0,31460668602000.0,0.00231515051071,0.0,321,0.166668234354,0.0833311939206,0.166693548387
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420116636.091,4969515.90697,-420116636.091,-416602657.694,-423630614.488,-423279216.649,-416954055.534,2.0,24696088349700.0,0.00462816635347,1.2171516948100001e-13,277,0.166668822236,0.16666559696,0.166612903226
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-429407846.903,1426192.46049,-429407846.903,-428399376.543,-430416317.263,-430315470.227,-428500223.579,2.0,2034024934350.0,0.00115701930972,0.0,336,0.166668822236,0.0833311939206,0.0833064516129
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-430733220.875,167247.637959,-430733220.875,-430614958.936,-430851482.813,-430839656.62,-430626785.129,2.0,27971772402.9,0.00231519508941,1.2171516948100001e-13,292,0.0833341171768,0.16666559696,0.166693548387
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-454514447.49,7050982.91891,-454514447.49,-449528649.654,-459500245.326,-459001665.542,-450027229.438,2.0,49716360122700.0,0.00231412773403,1.2171516948100001e-13,225,0.166668822236,0.166668806079,0.0833064516129
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-464177308.397,5605434.12898,-464177308.397,-460213667.913,-468140948.881,-467744584.833,-460610031.961,2.0,31420891774400.0,0.00231523966812,1.2171516948100001e-13,240,0.0833341171768,0.166668806079,0.166693548387
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-464635931.382,1268911.89595,-464635931.382,-463738675.176,-465533187.589,-465443461.968,-463828400.797,2.0,1610137399690.0,0.00463024318543,1.2171516948100001e-13,254,0.16666294341,0.16666559696,0.166693548387
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-469463714.714,4345002.62707,-469463714.714,-466391333.892,-472536095.536,-472228857.454,-466698571.974,2.0,18879047829200.0,0.00463039017883,1.2171516948100001e-13,269,0.166668234354,0.16666559696,0.166693548387
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-470112662.102,4528850.16786,-470112662.102,-466910281.438,-473315042.767,-472994804.7,-467230519.504,2.0,20510483843000.0,0.00231515867685,0.0,313,0.166668822236,0.0833311939206,0.166693548387
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-476493549.179,4689176.01203,-476493549.179,-473177801.023,-479809297.336,-479477722.52,-473509375.839,2.0,21988371671800.0,0.00231503176341,1.2171516948100001e-13,247,0.0833282383511,0.16666559696,0.166693548387
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-477550754.256,9368432.65848,-477550754.256,-470926271.994,-484175236.518,-483512788.292,-471588720.221,2.0,87767530476400.0,0.00231515867685,0.0,328,0.166668822236,0.0833311939206,0.166693548387
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-482176588.535,4909298.90308,-482176588.535,-478705189.99,-485647987.081,-485300847.226,-479052329.845,2.0,24101215719800.0,0.00462816635347,1.2171516948100001e-13,284,0.166668822236,0.16666559696,0.166612903226
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-484158897.454,1624840.62531,-484158897.454,-483009961.63,-485307833.279,-485192939.696,-483124855.212,2.0,2640107057670.0,0.000578507614311,0.0,343,0.0833341171768,0.0833311939206,0.0833064516129
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-514020803.501,1762577.4459,-514020803.501,-512774473.037,-515267133.966,-515142500.919,-512899106.083,2.0,3106679252780.0,0.00231412773403,1.2171516948100001e-13,232,0.166668822236,0.166668806079,0.0833064516129
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-515263680.063,2842511.90129,-515263680.063,-513253720.622,-517273639.504,-517072643.559,-513454716.566,2.0,8079873908990.0,0.0011569336067,0.0,298,0.0833282383511,0.0833311939206,0.166612903226
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-524837718.443,564770.931947,-524837718.443,-524438365.087,-525237071.799,-525197136.463,-524478300.423,2.0,318966205573.0,0.00463040651143,1.2171516948100001e-13,261,0.166668822236,0.16666559696,0.166693548387
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-532154992.859,3277345.44101,-532154992.859,-529837559.673,-534472426.044,-534240682.726,-530069302.991,2.0,10740993139700.0,0.00231515051071,0.0,320,0.166668234354,0.0833311939206,0.166693548387
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-533270021.849,3613632.51576,-533270021.849,-530714797.792,-535825245.905,-535569723.5,-530970320.198,2.0,13058339959000.0,0.00463040651143,1.2171516948100001e-13,276,0.166668822236,0.16666559696,0.166693548387
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-534918200.591,3210229.95068,-534918200.591,-532648225.224,-537188175.958,-536961178.422,-532875222.76,2.0,10305576336300.0,0.00231395699751,0.0,305,0.16666294341,0.0833311939206,0.166612903226
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-537913071.207,1656506.53809,-537913071.207,-536741744.201,-539084398.213,-538967265.512,-536858876.901,2.0,2744013910740.0,0.00231407501438,1.2171516948100001e-13,291,0.0833341171768,0.16666559696,0.166612903226
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-541318248.672,812373.550308,-541318248.672,-540743813.826,-541892683.518,-541835240.034,-540801257.31,2.0,659950785240.0,0.00231515867685,0.0,335,0.166668822236,0.0833311939206,0.166693548387
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-574122009.409,707426.557364,-574122009.409,-573621783.293,-574622235.525,-574572212.914,-573671805.905,2.0,500452334063.0,0.00115705978576,1.2171516948100001e-13,239,0.0833341171768,0.166668806079,0.0833064516129
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-579658769.961,4289316.45259,-579658769.961,-576625765.211,-582691774.711,-582388474.236,-576929065.686,2.0,18398235630400.0,0.00463039017883,1.2171516948100001e-13,268,0.166668234354,0.16666559696,0.166693548387
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-580617924.189,2223393.00421,-580617924.189,-579045747.919,-582190100.46,-582032882.833,-579202965.546,2.0,4943476451160.0,0.00231400155324,1.2171516948100001e-13,253,0.16666294341,0.16666559696,0.0833064516129
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-593357987.474,4506628.65753,-593357987.474,-590171319.79,-596544655.158,-596225988.39,-590489986.558,2.0,20309701856900.0,0.00463040651143,1.2171516948100001e-13,283,0.166668822236,0.16666559696,0.166693548387
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-594652335.633,181488.648329,-594652335.633,-594524003.779,-594780667.487,-594767834.301,-594536836.964,2.0,32938129472.2,0.00231515867685,0.0,327,0.166668822236,0.0833311939206,0.166693548387
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-594938097.828,6007251.7399,-594938097.828,-590690329.386,-599185866.27,-598761089.425,-591115106.231,2.0,36087073466500.0,0.00231403861944,0.0,312,0.166668822236,0.0833311939206,0.166612903226
