smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1276699850.06,14167102.599,-1276699850.06,-1266682195.75,-1286717504.38,-1285715738.95,-1267683961.18,2.0,200706796050000.0,3.6761913905299995e-14,104,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1280266992.81,1650947.04731,-1280266992.81,-1279099596.96,-1281434388.66,-1281317649.08,-1279216336.54,2.0,2725626153020.0,0.0,126,0.00231410684442,0.0833344030397,0.166667317718,0.166612903226
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1313009057.83,25262748.9025,-1313009057.83,-1295145596.77,-1330872518.89,-1329086172.78,-1296931942.87,2.0,638206482110000.0,0.0,63,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1399044134.44,3607495.00373,-1399044134.44,-1396493250.26,-1401595018.62,-1401339930.2,-1396748338.68,2.0,13014020201900.0,0.0,119,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1472890454.63,34112321.6779,-1472890454.63,-1448769400.65,-1497011508.61,-1494599403.21,-1451181506.05,2.0,1163650490260000.0,0.0,56,0.00115704109551,0.0833344030397,0.166665542123,0.0833064516129
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1551678008.61,27808232.0244,-1551678008.61,-1532014619.18,-1571341398.05,-1569375059.11,-1533980958.12,2.0,773297768321000.0,0.0,112,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1654678565.41,56727440.9867,-1654678565.41,-1614566207.21,-1694790923.62,-1690779687.8,-1618577443.03,2.0,3218002560900000.0,0.0,105,0.00115705342221,0.0833344030397,0.166667317718,0.0833064516129
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-54243740466.4,6356872.10831,-54243740466.4,-54239245479.0,-54248235453.8,-54247785955.0,-54239694977.8,2.0,40409823001400.0,3.6761913905299995e-14,17,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-54854125113.3,11303970.2626,-54854125113.3,-54846131999.3,-54862118227.4,-54861318916.0,-54846931310.7,2.0,127779743697000.0,3.6761913905299995e-14,41,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141478661966000.0,1555624.20152,-141478661966000.0,-141478660866000.0,-141478663066000.0,-141478662956000.0,-141478660976000.0,2.0,2419966656360.0,3.6761913905299995e-14,106,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-253.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141479347111000.0,1988842.56228,-141479347111000.0,-141479345704000.0,-141479348517000.0,-141479348376000.0,-141479345845000.0,2.0,3955494737530.0,3.6761913905299995e-14,130,0.00463045386972,0.166668806079,0.166667317718,0.166693548387
720.0,-357.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141534499567000.0,12404170.7025,-141534499567000.0,-141534490796000.0,-141534508338000.0,-141534507461000.0,-141534491673000.0,2.0,153863450817000.0,3.6761913905299995e-14,122,0.00462812457505,0.16666559696,0.166667317718,0.166612903226
720.0,-47.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141535130643000.0,29242803.0809,-141535130643000.0,-141535109965000.0,-141535151321000.0,-141535149253000.0,-141535112033000.0,2.0,855141532026000.0,3.6761913905299995e-14,146,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-460.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141583309994000.0,7174994.78684,-141583309994000.0,-141583304920000.0,-141583315067000.0,-141583314560000.0,-141583305428000.0,2.0,51480550191100.0,3.6761913905299995e-14,114,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-150.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141583978340000.0,24496778.4237,-141583978340000.0,-141583961018000.0,-141583995661000.0,-141583993929000.0,-141583962750000.0,2.0,600092153140000.0,3.6761913905299995e-14,138,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153275461113000.0,2552119.93509,-153275461113000.0,-153275459308000.0,-153275462917000.0,-153275462737000.0,-153275459488000.0,2.0,6513316163060.0,3.6761913905299995e-14,57,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-253.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153276149766000.0,13368219.2504,-153276149766000.0,-153276140313000.0,-153276159218000.0,-153276158273000.0,-153276141258000.0,2.0,178709285928000.0,3.6761913905299995e-14,81,0.00463040453904,0.166668806079,0.166665542123,0.166693548387
720.0,-357.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153331287410000.0,2828148.74565,-153331287410000.0,-153331285410000.0,-153331289410000.0,-153331289210000.0,-153331285610000.0,2.0,7998425327490.0,3.6761913905299995e-14,73,0.00462807526919,0.16666559696,0.166665542123,0.166612903226
720.0,-47.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153331912856000.0,11373679.794,-153331912856000.0,-153331904814000.0,-153331920899000.0,-153331920095000.0,-153331905618000.0,2.0,129360592056000.0,3.6761913905299995e-14,97,0.00231403763459,0.16666559696,0.166665542123,0.0833064516129
720.0,-460.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153380112547000.0,14964052.615,-153380112547000.0,-153380101966000.0,-153380123128000.0,-153380122070000.0,-153380103024000.0,2.0,223922870666000.0,3.6761913905299995e-14,65,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-150.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153380775020000.0,20800720.473,-153380775020000.0,-153380760312000.0,-153380789729000.0,-153380788258000.0,-153380761783000.0,2.0,432669972194000.0,3.6761913905299995e-14,89,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-165072006506000.0,9189201.00419,-165072006506000.0,-165072000008000.0,-165072013003000.0,-165072012354000.0,-165072000658000.0,2.0,84441415095400.0,3.6761913905299995e-14,8,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-253.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-165072699304000.0,32040387.8872,-165072699304000.0,-165072676648000.0,-165072721960000.0,-165072719695000.0,-165072678914000.0,2.0,1026586455960000.0,3.6761913905299995e-14,32,0.00231517760418,0.166668806079,0.0833318832638,0.166693548387
720.0,-357.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-165127847933000.0,11201738.3612,-165127847933000.0,-165127840012000.0,-165127855854000.0,-165127855062000.0,-165127840804000.0,2.0,125478942312000.0,3.6761913905299995e-14,24,0.00231401298166,0.16666559696,0.0833318832638,0.166612903226
720.0,-47.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-165128520091000.0,35319963.0816,-165128520091000.0,-165128495116000.0,-165128545066000.0,-165128542569000.0,-165128497614000.0,2.0,1247499792080000.0,3.6761913905299995e-14,48,0.00115700649083,0.16666559696,0.0833318832638,0.0833064516129
720.0,-460.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-165176649511000.0,10207896.8855,-165176649511000.0,-165176642293000.0,-165176656729000.0,-165176656007000.0,-165176643015000.0,2.0,104201158825000.0,3.6761913905299995e-14,16,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-150.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-165177319203000.0,30337059.8624,-165177319203000.0,-165177297752000.0,-165177340655000.0,-165177338510000.0,-165177299897000.0,2.0,920337201098000.0,3.6761913905299995e-14,40,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-253.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-306608145386000.0,18780488.0707,-306608145386000.0,-306608132107000.0,-306608158666000.0,-306608157338000.0,-306608133434000.0,2.0,352706732172000.0,3.6761913905299995e-14,129,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-357.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-306656944415000.0,11908517.3983,-306656944415000.0,-306656935995000.0,-306656952836000.0,-306656951994000.0,-306656936837000.0,2.0,141812786627000.0,3.6761913905299995e-14,121,0.00462812457505,0.16666559696,0.166667317718,0.166612903226
720.0,-47.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-306657569660000.0,20522264.651,-306657569660000.0,-306657555148000.0,-306657584171000.0,-306657582720000.0,-306657556599000.0,2.0,421163346404000.0,3.6761913905299995e-14,145,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-460.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-306712093277000.0,2741116.89397,-306712093277000.0,-306712091338000.0,-306712095215000.0,-306712095021000.0,-306712091532000.0,2.0,7513721826400.0,3.6761913905299995e-14,113,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-150.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-306712777085000.0,39553746.063,-306712777085000.0,-306712749117000.0,-306712805054000.0,-306712802257000.0,-306712751914000.0,2.0,1564498827620000.0,3.6761913905299995e-14,137,0.00463045386972,0.166668806079,0.166667317718,0.166693548387
720.0,-253.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-318404947660000.0,137679.744899,-318404947660000.0,-318404947563000.0,-318404947758000.0,-318404947748000.0,-318404947573000.0,2.0,18955712155.4,3.6761913905299995e-14,80,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-357.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-318453747862000.0,29390383.7128,-318453747862000.0,-318453727080000.0,-318453768645000.0,-318453766566000.0,-318453729159000.0,2.0,863794654786000.0,3.6761913905299995e-14,72,0.00462807526919,0.16666559696,0.166665542123,0.166612903226
720.0,-47.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-318454442655000.0,48362213.2875,-318454442655000.0,-318454408458000.0,-318454476852000.0,-318454473432000.0,-318454411877000.0,2.0,2338903674060000.0,3.6761913905299995e-14,96,0.00231403763459,0.16666559696,0.166665542123,0.0833064516129
720.0,-460.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-318508889225000.0,4964485.51817,-318508889225000.0,-318508885714000.0,-318508892735000.0,-318508892384000.0,-318508886065000.0,2.0,24646116460100.0,3.6761913905299995e-14,64,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-150.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-318509563092000.0,14497635.0164,-318509563092000.0,-318509552841000.0,-318509573344000.0,-318509572319000.0,-318509553866000.0,2.0,210181421068000.0,3.6761913905299995e-14,88,0.00463040453904,0.166668806079,0.166665542123,0.166693548387
720.0,-253.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330201500180000.0,12209949.9923,-330201500180000.0,-330201491546000.0,-330201508813000.0,-330201507950000.0,-330201492409000.0,2.0,149082878814000.0,3.6761913905299995e-14,31,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-357.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330250296269000.0,15132861.609,-330250296269000.0,-330250285568000.0,-330250306969000.0,-330250305899000.0,-330250286638000.0,2.0,229003500478000.0,3.6761913905299995e-14,23,0.00231401298166,0.16666559696,0.0833318832638,0.166612903226
720.0,-47.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330250932928000.0,14411142.9523,-330250932928000.0,-330250922738000.0,-330250943118000.0,-330250942099000.0,-330250923757000.0,2.0,207681041193000.0,3.6761913905299995e-14,47,0.00115700649083,0.16666559696,0.0833318832638,0.0833064516129
720.0,-460.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330305436876000.0,10591975.8327,-330305436876000.0,-330305429387000.0,-330305444366000.0,-330305443617000.0,-330305430135000.0,2.0,112189952042000.0,3.6761913905299995e-14,15,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-150.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-330306100752000.0,16779057.1073,-330306100752000.0,-330306088887000.0,-330306112616000.0,-330306111430000.0,-330306090074000.0,2.0,281536757411000.0,3.6761913905299995e-14,39,0.00231517760418,0.166668806079,0.0833318832638,0.166693548387
720.0,-253.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-471730577778000.0,3692706.81702,-471730577778000.0,-471730575167000.0,-471730580389000.0,-471730580128000.0,-471730575428000.0,2.0,13636083636500.0,3.6761913905299995e-14,128,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-471785732695000.0,10217320.1661,-471785732695000.0,-471785725470000.0,-471785739920000.0,-471785739197000.0,-471785726193000.0,2.0,104393631376000.0,3.6761913905299995e-14,120,0.00231410684442,0.0833344030397,0.166667317718,0.166612903226
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-471786387276000.0,3341598.24812,-471786387276000.0,-471786384913000.0,-471786389639000.0,-471786389403000.0,-471786385150000.0,2.0,11166278851900.0,3.6761913905299995e-14,144,0.00231410684442,0.166668806079,0.166667317718,0.0833064516129
720.0,-150.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-471841555789000.0,7854576.02235,-471841555789000.0,-471841550235000.0,-471841561343000.0,-471841560788000.0,-471841550791000.0,2.0,61694364490900.0,3.6761913905299995e-14,136,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-253.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-483527363948000.0,7232657.70966,-483527363948000.0,-483527358834000.0,-483527369063000.0,-483527368551000.0,-483527359346000.0,2.0,52311337545100.0,3.6761913905299995e-14,79,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-483582520690000.0,2643296.27219,-483582520690000.0,-483582518821000.0,-483582522559000.0,-483582522372000.0,-483582519007000.0,2.0,6987015182570.0,3.6761913905299995e-14,71,0.00231408219101,0.0833344030397,0.166665542123,0.166612903226
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-483583184865000.0,11705345.9537,-483583184865000.0,-483583176588000.0,-483583193142000.0,-483583192314000.0,-483583177416000.0,2.0,137015123896000.0,3.6761913905299995e-14,95,0.00231408219101,0.166668806079,0.166665542123,0.0833064516129
720.0,-150.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-483638393391000.0,12438649.4501,-483638393391000.0,-483638384595000.0,-483638402186000.0,-483638401307000.0,-483638385475000.0,2.0,154720000144000.0,3.6761913905299995e-14,87,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-253.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495323917888000.0,11099977.7846,-495323917888000.0,-495323910039000.0,-495323925737000.0,-495323924952000.0,-495323910824000.0,2.0,123209506818000.0,3.6761913905299995e-14,30,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379076753000.0,8244130.11952,-495379076753000.0,-495379070923000.0,-495379082582000.0,-495379081999000.0,-495379071506000.0,2.0,67965681427700.0,3.6761913905299995e-14,22,0.0011570287688,0.0833344030397,0.0833318832638,0.166612903226
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379737033000.0,27216717.1823,-495379737033000.0,-495379717788000.0,-495379756278000.0,-495379754353000.0,-495379719712000.0,2.0,740749694182000.0,3.6761913905299995e-14,46,0.0011570287688,0.166668806079,0.0833318832638,0.0833064516129
720.0,-150.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495434927823000.0,35973886.2846,-495434927823000.0,-495434902385000.0,-495434953260000.0,-495434950716000.0,-495434904929000.0,2.0,1294120494420000.0,3.6761913905299995e-14,38,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-253.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-636859344032000.0,4571324.69028,-636859344032000.0,-636859340800000.0,-636859347264000.0,-636859346941000.0,-636859341123000.0,2.0,20897009423900.0,3.6761913905299995e-14,127,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-47.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-636915207462000.0,40827492.333,-636915207462000.0,-636915178592000.0,-636915236331000.0,-636915233444000.0,-636915181479000.0,2.0,1666884130200000.0,3.6761913905299995e-14,143,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-150.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-636963998274000.0,5012508.14488,-636963998274000.0,-636963994730000.0,-636964001819000.0,-636964001464000.0,-636963995084000.0,2.0,25125237902500.0,3.6761913905299995e-14,135,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-253.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648656148443000.0,2012329.64435,-648656148443000.0,-648656147020000.0,-648656149866000.0,-648656149724000.0,-648656147163000.0,2.0,4049470597520.0,3.6761913905299995e-14,78,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-47.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648711965395000.0,1746504.25206,-648711965395000.0,-648711964160000.0,-648711966630000.0,-648711966507000.0,-648711964284000.0,2.0,3050277102450.0,3.6761913905299995e-14,94,0.00231403763459,0.16666559696,0.166665542123,0.0833064516129
720.0,-150.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648760810520000.0,14467433.6461,-648760810520000.0,-648760800290000.0,-648760820750000.0,-648760819727000.0,-648760801313000.0,2.0,209306636303000.0,3.6761913905299995e-14,86,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-253.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660452691808000.0,3650585.04059,-660452691808000.0,-660452689226000.0,-660452694389000.0,-660452694131000.0,-660452689485000.0,2.0,13326771138600.0,3.6761913905299995e-14,29,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-47.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660508557282000.0,72444530.3742,-660508557282000.0,-660508506056000.0,-660508608508000.0,-660508603386000.0,-660508511179000.0,2.0,5248209981140000.0,3.6761913905299995e-14,45,0.00115700649083,0.16666559696,0.0833318832638,0.0833064516129
720.0,-150.3,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660557348347000.0,23798796.745,-660557348347000.0,-660557331519000.0,-660557365176000.0,-660557363493000.0,-660557333202000.0,2.0,566382726512000.0,3.6761913905299995e-14,37,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-47.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-802037633184000.0,7466371.08492,-802037633184000.0,-802037627904000.0,-802037638463000.0,-802037637935000.0,-802037628432000.0,2.0,55746697177700.0,3.6761913905299995e-14,142,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-150.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-802092778462000.0,6356327.45942,-802092778462000.0,-802092773967000.0,-802092782956000.0,-802092782507000.0,-802092774416000.0,2.0,40402898771400.0,3.6761913905299995e-14,134,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-47.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-813834420220000.0,17822183.5942,-813834420220000.0,-813834407617000.0,-813834432822000.0,-813834431562000.0,-813834408878000.0,2.0,317630228065000.0,3.6761913905299995e-14,93,0.00231403763459,0.16666559696,0.166665542123,0.0833064516129
720.0,-150.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-813889582621000.0,3441170.59437,-813889582621000.0,-813889580188000.0,-813889585054000.0,-813889584811000.0,-813889580431000.0,2.0,11841655059600.0,3.6761913905299995e-14,85,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-47.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-825630983113000.0,14882928.7952,-825630983113000.0,-825630972589000.0,-825630993637000.0,-825630992585000.0,-825630973642000.0,2.0,221501569523000.0,3.6761913905299995e-14,44,0.00115700649083,0.16666559696,0.0833318832638,0.0833064516129
720.0,-150.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-825686132186000.0,3811755.53567,-825686132186000.0,-825686129490000.0,-825686134881000.0,-825686134611000.0,-825686129760000.0,2.0,14529480263700.0,3.6761913905299995e-14,36,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-967166398142000.0,192344.711745,-967166398142000.0,-967166398006000.0,-967166398278000.0,-967166398264000.0,-967166398019000.0,2.0,36996488136.1,3.6761913905299995e-14,141,0.00115705342221,0.0833344030397,0.166667317718,0.0833064516129
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-978963208075000.0,9083232.43517,-978963208075000.0,-978963201652000.0,-978963214498000.0,-978963213855000.0,-978963202294000.0,2.0,82505111471300.0,3.6761913905299995e-14,92,0.00115704109551,0.0833344030397,0.166665542123,0.0833064516129
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990759748393000.0,2456641.60452,-990759748393000.0,-990759746656000.0,-990759750130000.0,-990759749957000.0,-990759746830000.0,2.0,6035087973050.0,3.6761913905299995e-14,43,0.000578514384402,0.0833344030397,0.0833318832638,0.0833064516129
