npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887830030000.0,33554000.8419,-263887830030000.0,-263887806304000.0,-263887853756000.0,-263887851383000.0,-263887808676000.0,2.0,1125870972500000.0,56,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887923859000.0,20199670.3619,-263887923859000.0,-263887909575000.0,-263887938142000.0,-263887936714000.0,-263887911004000.0,2.0,408026682729000.0,81,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887962369000.0,10245268.65,-263887962369000.0,-263887955125000.0,-263887969614000.0,-263887968889000.0,-263887955849000.0,2.0,104965529711000.0,106,1.21200144652e-13,0.124987287705,0.125002383522,0.25,0.00390592721826
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368579962000.0,6790933.42885,-270368579962000.0,-270368575160000.0,-270368584764000.0,-270368584284000.0,-270368575640000.0,2.0,46116776835000.0,12,1.21200144652e-13,0.25,0.124992849434,0.25,0.00781205308962
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368668520000.0,4636110.16712,-270368668520000.0,-270368665242000.0,-270368671798000.0,-270368671470000.0,-270368665569000.0,2.0,21493517481700.0,37,1.21200144652e-13,0.25,0.249995232956,0.25,0.0156247020597
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368714492000.0,34377921.3319,-270368714492000.0,-270368690183000.0,-270368738801000.0,-270368736370000.0,-270368692614000.0,2.0,1181841475100000.0,62,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368722566000.0,75315360.9691,-270368722566000.0,-270368669310000.0,-270368775822000.0,-270368770496000.0,-270368674636000.0,2.0,5672403597900000.0,87,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368831766000.0,105961489.737,-270368831766000.0,-270368756840000.0,-270368906693000.0,-270368899200000.0,-270368764333000.0,2.0,1.12278373072e+16,112,1.21200144652e-13,0.25,0.125002383522,0.25,0.00781264897013
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790484337000.0,1388951.15615,-276790484337000.0,-276790483355000.0,-276790485319000.0,-276790485221000.0,-276790483453000.0,2.0,1929185314170.0,18,1.21200144652e-13,0.250025424591,0.124992849434,0.25,0.00781284756262
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790541242000.0,29910498.9341,-276790541242000.0,-276790520092000.0,-276790562392000.0,-276790560277000.0,-276790522207000.0,2.0,894637946489000.0,43,1.21200144652e-13,0.250025424591,0.249995232956,0.25,0.0156262910664
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790726675000.0,54690323.9159,-276790726675000.0,-276790688003000.0,-276790765347000.0,-276790761480000.0,-276790691870000.0,2.0,2991031530030000.0,68,1.21200144652e-13,0.250025424591,0.250004767044,0.25,0.0156268870075
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790729602000.0,63844103.9306,-276790729602000.0,-276790684457000.0,-276790774747000.0,-276790770232000.0,-276790688972000.0,2.0,4076069606700000.0,93,1.21200144652e-13,0.250025424591,0.250004767044,0.25,0.0156268870075
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790782442000.0,6837001.63452,-276790782442000.0,-276790777607000.0,-276790787276000.0,-276790786793000.0,-276790778091000.0,2.0,46744591350400.0,118,1.21200144652e-13,0.250025424591,0.125002383522,0.25,0.00781344350374
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212424383000.0,8371365.14596,-283212424383000.0,-283212418464000.0,-283212430303000.0,-283212429711000.0,-283212419056000.0,2.0,70079754407100.0,24,1.21200144652e-13,0.25,0.124992849434,0.125,0.00390602654481
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212528852000.0,36350173.2024,-283212528852000.0,-283212503149000.0,-283212554556000.0,-283212551985000.0,-283212505719000.0,2.0,1321335091850000.0,49,1.21200144652e-13,0.25,0.249995232956,0.125,0.00781235102987
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212553580000.0,26942182.7535,-283212553580000.0,-283212534529000.0,-283212572631000.0,-283212570725000.0,-283212536434000.0,2.0,725881211526000.0,74,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212661986000.0,38094235.3728,-283212661986000.0,-283212635050000.0,-283212688923000.0,-283212686229000.0,-283212637743000.0,2.0,1451170768640000.0,99,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212713084000.0,37658796.2769,-283212713084000.0,-283212686455000.0,-283212739713000.0,-283212737050000.0,-283212689118000.0,2.0,1418184937030000.0,124,1.21200144652e-13,0.25,0.125002383522,0.125,0.00390632448506
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005231603000.0,62242487.1618,-560005231603000.0,-560005187591000.0,-560005275615000.0,-560005271214000.0,-560005191992000.0,2.0,3874127208080000.0,11,1.21200144652e-13,0.124987287705,0.124992849434,0.25,0.0039056293083
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005344128000.0,32914829.3447,-560005344128000.0,-560005320854000.0,-560005367402000.0,-560005365075000.0,-560005323181000.0,2.0,1083385990790000.0,36,1.21200144652e-13,0.124987287705,0.249995232956,0.25,0.00781155652656
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005403838000.0,44447853.5084,-560005403838000.0,-560005372409000.0,-560005435267000.0,-560005432124000.0,-560005375551000.0,2.0,1975611681510000.0,61,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005443329000.0,40639915.9516,-560005443329000.0,-560005414592000.0,-560005472066000.0,-560005469192000.0,-560005417466000.0,2.0,1651602768560000.0,86,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005455166000.0,25091961.2721,-560005455166000.0,-560005437424000.0,-560005472909000.0,-560005471135000.0,-560005439198000.0,2.0,629606520479000.0,111,1.21200144652e-13,0.124987287705,0.125002383522,0.25,0.00390592721826
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486140545000.0,40137802.5641,-566486140545000.0,-566486112163000.0,-566486168926000.0,-566486166088000.0,-566486115001000.0,2.0,1611043194670000.0,17,1.21200144652e-13,0.25,0.124992849434,0.25,0.00781205308962
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486198573000.0,33996336.4828,-566486198573000.0,-566486174534000.0,-566486222613000.0,-566486220209000.0,-566486176938000.0,2.0,1155750894250000.0,42,1.21200144652e-13,0.25,0.249995232956,0.25,0.0156247020597
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486205251000.0,2243990.64217,-566486205251000.0,-566486203664000.0,-566486206838000.0,-566486206679000.0,-566486203823000.0,2.0,5035494002160.0,67,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486288570000.0,32117731.4258,-566486288570000.0,-566486265859000.0,-566486311280000.0,-566486309009000.0,-566486268130000.0,2.0,1031548671940000.0,92,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486352634000.0,30306754.9452,-566486352634000.0,-566486331204000.0,-566486374064000.0,-566486371921000.0,-566486333347000.0,2.0,918499395308000.0,117,1.21200144652e-13,0.25,0.125002383522,0.25,0.00781264897013
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908024946000.0,1079917.87141,-572908024946000.0,-572908024183000.0,-572908025710000.0,-572908025634000.0,-572908024259000.0,2.0,1166222609000.0,23,1.21200144652e-13,0.250025424591,0.124992849434,0.125,0.00390642378131
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908079798000.0,13223911.5948,-572908079798000.0,-572908070448000.0,-572908089149000.0,-572908088214000.0,-572908071383000.0,2.0,174871837867000.0,73,1.21200144652e-13,0.250025424591,0.250004767044,0.125,0.00781344350374
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908119628000.0,28380298.2929,-572908119628000.0,-572908099560000.0,-572908139696000.0,-572908137689000.0,-572908101567000.0,2.0,805441331193000.0,48,1.21200144652e-13,0.250025424591,0.249995232956,0.125,0.00781314553318
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908253028000.0,73381005.6247,-572908253028000.0,-572908201139000.0,-572908304916000.0,-572908299727000.0,-572908206328000.0,2.0,5384771986490000.0,98,1.21200144652e-13,0.250025424591,0.250004767044,0.125,0.00781344350374
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908317129000.0,18885303.7905,-572908317129000.0,-572908303775000.0,-572908330483000.0,-572908329147000.0,-572908305110000.0,2.0,356654699258000.0,123,1.21200144652e-13,0.250025424591,0.125002383522,0.125,0.00390672175187
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122766856000.0,18388124.9918,-856122766856000.0,-856122753854000.0,-856122779859000.0,-856122778559000.0,-856122755154000.0,2.0,338123140714000.0,16,1.21200144652e-13,0.124987287705,0.124992849434,0.25,0.0039056293083
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122774184000.0,11779413.9748,-856122774184000.0,-856122765855000.0,-856122782513000.0,-856122781680000.0,-856122766688000.0,2.0,138754593590000.0,41,1.21200144652e-13,0.124987287705,0.249995232956,0.25,0.00781155652656
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122888682000.0,32453687.1383,-856122888682000.0,-856122865734000.0,-856122911631000.0,-856122909336000.0,-856122868029000.0,2.0,1053241808870000.0,66,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122948191000.0,95071438.3437,-856122948191000.0,-856122880965000.0,-856123015416000.0,-856123008694000.0,-856122887688000.0,2.0,9038578388740000.0,91,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856123006351000.0,60409821.1529,-856123006351000.0,-856122963634000.0,-856123049067000.0,-856123044795000.0,-856122967906000.0,2.0,3649346491730000.0,116,1.21200144652e-13,0.124987287705,0.125002383522,0.25,0.00390592721826
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603570491000.0,41427301.6705,-862603570491000.0,-862603541197000.0,-862603599784000.0,-862603596855000.0,-862603544127000.0,2.0,1716221323700000.0,22,1.21200144652e-13,0.25,0.124992849434,0.125,0.00390602654481
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603655647000.0,10266996.5388,-862603655647000.0,-862603648388000.0,-862603662907000.0,-862603662181000.0,-862603649114000.0,2.0,105411217928000.0,47,1.21200144652e-13,0.25,0.249995232956,0.125,0.00781235102987
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603722730000.0,58741003.4525,-862603722730000.0,-862603681194000.0,-862603764266000.0,-862603760112000.0,-862603685347000.0,2.0,3450505486610000.0,72,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603755461000.0,19634238.943,-862603755461000.0,-862603741578000.0,-862603769345000.0,-862603767956000.0,-862603742966000.0,2.0,385503338869000.0,97,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603894243000.0,58248557.0544,-862603894243000.0,-862603853055000.0,-862603935431000.0,-862603931312000.0,-862603857174000.0,2.0,3392894398920000.0,122,1.21200144652e-13,0.25,0.125002383522,0.125,0.00390632448506
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240253900000.0,37283689.6087,-1152240253900000.0,-1152240227540000.0,-1152240280270000.0,-1152240277630000.0,-1152240230180000.0,2.0,1390073510840000.0,46,1.21200144652e-13,0.124987287705,0.249995232956,0.125,0.00390577826328
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240329860000.0,40833109.5009,-1152240329860000.0,-1152240300990000.0,-1152240358730000.0,-1152240355850000.0,-1152240303880000.0,2.0,1667342831510000.0,21,1.21200144652e-13,0.124987287705,0.124992849434,0.125,0.00195281465415
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240412650000.0,70852164.3519,-1152240412650000.0,-1152240362550000.0,-1152240462750000.0,-1152240457740000.0,-1152240367560000.0,2.0,5020029193350000.0,96,1.21200144652e-13,0.124987287705,0.250004767044,0.125,0.00390592721826
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240441210000.0,14741036.1523,-1152240441210000.0,-1152240430780000.0,-1152240451630000.0,-1152240450590000.0,-1152240431820000.0,2.0,217298146843000.0,71,1.21200144652e-13,0.124987287705,0.250004767044,0.125,0.00390592721826
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240456310000.0,6959114.07007,-1152240456310000.0,-1152240451390000.0,-1152240461230000.0,-1152240460740000.0,-1152240451880000.0,2.0,48429268640300.0,121,1.21200144652e-13,0.124987287705,0.125002383522,0.125,0.00195296360913
