smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672488195000.0,22830524.9577,-268672488195000.0,-268672472051000.0,-268672504339000.0,-268672502724000.0,-268672473666000.0,2.0,521232869843000.0,0.25,0.250005878895,0.25,2.43433201164e-13,38,0.0156253674309
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672503894000.0,39663587.3233,-268672503894000.0,-268672475848000.0,-268672531941000.0,-268672529136000.0,-268672478652000.0,2.0,1573200159350000.0,0.25,0.250005878895,0.25,2.43433201164e-13,43,0.0156253674309
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672600083000.0,3567910.33671,-268672600083000.0,-268672597560000.0,-268672602606000.0,-268672602354000.0,-268672597812000.0,2.0,12729984170800.0,0.25,0.125002939447,0.25,2.43433201164e-13,48,0.00781268371546
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672771607000.0,57869828.8062,-268672771607000.0,-268672730687000.0,-268672812527000.0,-268672808435000.0,-268672734779000.0,2.0,3348917086060000.0,0.25,0.124991181658,0.125,0.0,80,0.00390597442681
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672819866000.0,26027268.2053,-268672819866000.0,-268672801462000.0,-268672838270000.0,-268672836430000.0,-268672803302000.0,2.0,677418690232000.0,0.25,0.249994121105,0.125,0.0,85,0.00781231628454
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672909889000.0,20710603.205,-268672909889000.0,-268672895245000.0,-268672924534000.0,-268672923070000.0,-268672896709000.0,2.0,428929085117000.0,0.25,0.250005878895,0.125,0.0,90,0.00781268371546
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672979858000.0,1873265.62744,-268672979858000.0,-268672978533000.0,-268672981183000.0,-268672981050000.0,-268672978666000.0,2.0,3509124110940.0,0.25,0.250005878895,0.125,0.0,95,0.00781268371546
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268673031035000.0,15546852.8304,-268673031035000.0,-268673020041000.0,-268673042028000.0,-268673040929000.0,-268673021141000.0,2.0,241704632931000.0,0.25,0.125002939447,0.125,0.0,100,0.00390634185773
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268675621275000.0,11067154.1751,-268675621275000.0,-268675613450000.0,-268675629101000.0,-268675628318000.0,-268675614232000.0,2.0,122481901535000.0,0.12500160456,0.124991181658,0.25,2.43433201164e-13,2,0.00390602456576
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268675674379000.0,5918386.8849,-268675674379000.0,-268675670194000.0,-268675678564000.0,-268675678146000.0,-268675670613000.0,2.0,35027303319400.0,0.12500160456,0.249994121105,0.25,2.43433201164e-13,7,0.00781241656715
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268675723447000.0,27674710.0456,-268675723447000.0,-268675703878000.0,-268675743016000.0,-268675741059000.0,-268675705835000.0,2.0,765889576109000.0,0.12500160456,0.250005878895,0.25,2.43433201164e-13,12,0.00781278400279
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268675778126000.0,2112137.1257,-268675778126000.0,-268675776632000.0,-268675779619000.0,-268675779470000.0,-268675776782000.0,2.0,4461123237740.0,0.12500160456,0.250005878895,0.25,2.43433201164e-13,17,0.00781278400279
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268675820765000.0,4424742.89085,-268675820765000.0,-268675817636000.0,-268675823894000.0,-268675823581000.0,-268675817949000.0,2.0,19578349650100.0,0.12500160456,0.125002939447,0.25,2.43433201164e-13,22,0.00390639200139
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268676054481000.0,8240236.14877,-268676054481000.0,-268676048654000.0,-268676060308000.0,-268676059725000.0,-268676049237000.0,2.0,67901491787500.0,0.25,0.124991181658,0.25,2.43433201164e-13,54,0.00781194885362
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268676071843000.0,10307343.9854,-268676071843000.0,-268676064555000.0,-268676079132000.0,-268676078403000.0,-268676065284000.0,2.0,106241340034000.0,0.25,0.249994121105,0.25,2.43433201164e-13,59,0.0156246325691
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268676171705000.0,27622799.8784,-268676171705000.0,-268676152173000.0,-268676191237000.0,-268676189284000.0,-268676154126000.0,2.0,763019073122000.0,0.25,0.250005878895,0.25,2.43433201164e-13,69,0.0156253674309
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268676180260000.0,3439068.12284,-268676180260000.0,-268676177828000.0,-268676182692000.0,-268676182449000.0,-268676178071000.0,2.0,11827189553600.0,0.25,0.250005878895,0.25,2.43433201164e-13,64,0.0156253674309
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268676275047000.0,12444491.7652,-268676275047000.0,-268676266247000.0,-268676283846000.0,-268676282966000.0,-268676267127000.0,2.0,154865375295000.0,0.25,0.125002939447,0.25,2.43433201164e-13,74,0.00781268371546
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537346426886000.0,33938313.6868,-537346426886000.0,-537346402888000.0,-537346450884000.0,-537346448484000.0,-537346405288000.0,2.0,1151809135910000.0,0.25,0.124991181658,0.25,2.43433201164e-13,29,0.00781194885362
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537346489039000.0,30227912.4949,-537346489039000.0,-537346467665000.0,-537346510414000.0,-537346508276000.0,-537346469802000.0,2.0,913726693799000.0,0.25,0.249994121105,0.25,2.43433201164e-13,34,0.0156246325691
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537346534252000.0,2969863.5512,-537346534252000.0,-537346532152000.0,-537346536352000.0,-537346536142000.0,-537346532362000.0,2.0,8820089512730.0,0.25,0.250005878895,0.25,2.43433201164e-13,39,0.0156253674309
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537346594609000.0,11792431.8107,-537346594609000.0,-537346586270000.0,-537346602947000.0,-537346602113000.0,-537346587104000.0,2.0,139061448009000.0,0.25,0.250005878895,0.25,2.43433201164e-13,44,0.0156253674309
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537346622811000.0,40190271.1689,-537346622811000.0,-537346594392000.0,-537346651230000.0,-537346648388000.0,-537346597234000.0,2.0,1615257896630000.0,0.25,0.125002939447,0.25,2.43433201164e-13,49,0.00781268371546
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537349658045000.0,12358516.7951,-537349658045000.0,-537349649306000.0,-537349666784000.0,-537349665910000.0,-537349650180000.0,2.0,152732937376000.0,0.12500160456,0.124991181658,0.25,2.43433201164e-13,3,0.00390602456576
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537349725432000.0,15048920.6979,-537349725432000.0,-537349714791000.0,-537349736073000.0,-537349735009000.0,-537349715855000.0,2.0,226470014171000.0,0.12500160456,0.249994121105,0.25,2.43433201164e-13,8,0.00781241656715
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537349783869000.0,61624828.9023,-537349783869000.0,-537349740293000.0,-537349827444000.0,-537349823087000.0,-537349744651000.0,2.0,3797619537230000.0,0.12500160456,0.250005878895,0.25,2.43433201164e-13,13,0.00781278400279
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537349825571000.0,9225284.13291,-537349825571000.0,-537349819048000.0,-537349832094000.0,-537349831442000.0,-537349819700000.0,2.0,85105867332800.0,0.12500160456,0.250005878895,0.25,2.43433201164e-13,18,0.00781278400279
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537349878211000.0,4065653.40658,-537349878211000.0,-537349875336000.0,-537349881086000.0,-537349880798000.0,-537349875624000.0,2.0,16529537622500.0,0.12500160456,0.125002939447,0.25,2.43433201164e-13,23,0.00390639200139
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537350098038000.0,3765492.05805,-537350098038000.0,-537350095375000.0,-537350100700000.0,-537350100434000.0,-537350095641000.0,2.0,14178930439200.0,0.25,0.124991181658,0.125,0.0,55,0.00390597442681
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537350140490000.0,16609740.5653,-537350140490000.0,-537350128745000.0,-537350152235000.0,-537350151060000.0,-537350129919000.0,2.0,275883481648000.0,0.25,0.249994121105,0.125,0.0,60,0.00781231628454
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537350158671000.0,39471126.1599,-537350158671000.0,-537350130761000.0,-537350186582000.0,-537350183791000.0,-537350133552000.0,2.0,1557969800330000.0,0.25,0.250005878895,0.125,0.0,65,0.00781268371546
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537350249084000.0,18532611.435,-537350249084000.0,-537350235980000.0,-537350262189000.0,-537350260878000.0,-537350237290000.0,2.0,343457686599000.0,0.25,0.250005878895,0.125,0.0,70,0.00781268371546
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537350315948000.0,60083914.0023,-537350315948000.0,-537350273463000.0,-537350358434000.0,-537350354185000.0,-537350277711000.0,2.0,3610076721830000.0,0.25,0.125002939447,0.125,0.0,75,0.00390634185773
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806020473433000.0,6038216.5588,-806020473433000.0,-806020469164000.0,-806020477703000.0,-806020477276000.0,-806020469590000.0,2.0,36460059211000.0,0.25,0.124991181658,0.125,0.0,30,0.00390597442681
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806020475061000.0,3414653.9133,-806020475061000.0,-806020472646000.0,-806020477475000.0,-806020477234000.0,-806020472888000.0,2.0,11659861347600.0,0.25,0.249994121105,0.125,0.0,35,0.00781231628454
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806020550866000.0,46351617.248,-806020550866000.0,-806020518091000.0,-806020583642000.0,-806020580364000.0,-806020521368000.0,2.0,2148472421500000.0,0.25,0.250005878895,0.125,0.0,40,0.00781268371546
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806020631609000.0,32503133.8781,-806020631609000.0,-806020608625000.0,-806020654592000.0,-806020652293000.0,-806020610924000.0,2.0,1056453711900000.0,0.25,0.125002939447,0.125,0.0,50,0.00390634185773
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806020661792000.0,10026778.3999,-806020661792000.0,-806020654702000.0,-806020668882000.0,-806020668173000.0,-806020655411000.0,2.0,100536285080000.0,0.25,0.250005878895,0.125,0.0,45,0.00781268371546
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806023735073000.0,5466103.35643,-806023735073000.0,-806023731208000.0,-806023738938000.0,-806023738551000.0,-806023731594000.0,2.0,29878285903200.0,0.12500160456,0.124991181658,0.25,2.43433201164e-13,4,0.00390602456576
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806023748774000.0,30623963.0472,-806023748774000.0,-806023727119000.0,-806023770428000.0,-806023768263000.0,-806023729285000.0,2.0,937827112718000.0,0.12500160456,0.249994121105,0.25,2.43433201164e-13,9,0.00781241656715
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806023814219000.0,17570728.9098,-806023814219000.0,-806023801795000.0,-806023826644000.0,-806023825401000.0,-806023803037000.0,2.0,308730514421000.0,0.12500160456,0.250005878895,0.25,2.43433201164e-13,14,0.00781278400279
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806023887155000.0,10897306.9273,-806023887155000.0,-806023879450000.0,-806023894861000.0,-806023894090000.0,-806023880220000.0,2.0,118751298269000.0,0.12500160456,0.250005878895,0.25,2.43433201164e-13,19,0.00781278400279
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806023943496000.0,31337002.0124,-806023943496000.0,-806023921337000.0,-806023965654000.0,-806023963439000.0,-806023923553000.0,2.0,982007695123000.0,0.12500160456,0.125002939447,0.25,2.43433201164e-13,24,0.00390639200139
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074697756670000.0,18596582.0154,-1074697756670000.0,-1074697743520000.0,-1074697769820000.0,-1074697768500000.0,-1074697744830000.0,2.0,345832862656000.0,0.12500160456,0.124991181658,0.125,0.0,5,0.00195301228288
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074697819250000.0,4374521.22833,-1074697819250000.0,-1074697816150000.0,-1074697822340000.0,-1074697822030000.0,-1074697816460000.0,2.0,19136435977200.0,0.12500160456,0.250005878895,0.125,0.0,15,0.00390639200139
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074697853670000.0,2767747.46343,-1074697853670000.0,-1074697851710000.0,-1074697855630000.0,-1074697855430000.0,-1074697851910000.0,2.0,7660426021300.0,0.12500160456,0.249994121105,0.125,0.0,10,0.00390620828358
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074697898670000.0,103973800.112,-1074697898670000.0,-1074697825150000.0,-1074697972190000.0,-1074697964840000.0,-1074697832500000.0,2.0,1.08105511098e+16,0.12500160456,0.250005878895,0.125,0.0,20,0.00390639200139
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074697969840000.0,9766095.7952,-1074697969840000.0,-1074697962930000.0,-1074697976740000.0,-1074697976050000.0,-1074697963620000.0,2.0,95376627080900.0,0.12500160456,0.125002939447,0.125,0.0,25,0.0019531960007
