smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-492389213.102,896307.427403,-492389213.102,-491755428.042,-493022998.162,-492959619.656,-491818806.548,2.0,803367004418.0,0.125039974416,0.250024939646,60,0.25,0.0078157780142,2.57276850496e-11
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-502714721.715,994717.609502,-502714721.715,-502011350.148,-503418093.282,-503347756.125,-502081687.304,2.0,989463122653.0,0.125039974416,0.250024939646,85,0.25,0.0078157780142,2.57276850496e-11
240.0,-156.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-513890075.409,259237.9823,-513890075.409,-513706766.474,-514073384.344,-514055053.451,-513725097.367,2.0,67204331466.8,0.125039974416,0.125012469823,110,0.25,0.0039078890071,2.57276850496e-11
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515511116.99,244774.456977,-515511116.99,-515338035.312,-515684198.669,-515666890.501,-515355343.48,2.0,59914534788.3,0.125039974416,0.249975060354,30,0.125,0.00390710939392,2.57276850496e-11
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-526739518.182,218325.636768,-526739518.182,-526585138.643,-526893897.72,-526878459.766,-526600576.597,2.0,47666083670.0,0.125039974416,0.250024939646,55,0.125,0.0039078890071,2.57276850496e-11
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-527610959.794,420537.448228,-527610959.794,-527313594.913,-527908324.675,-527878588.187,-527343331.401,2.0,176851745363.0,0.125039974416,0.124962590531,5,0.125,0.00195316489037,2.57276850496e-11
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-537184651.307,55335.2644916,-537184651.307,-537145523.366,-537223779.248,-537219866.454,-537149436.16,2.0,3061991496.36,0.125039974416,0.250024939646,80,0.125,0.0039078890071,2.57276850496e-11
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-548801079.03,766723.331693,-548801079.03,-548258923.763,-549343234.297,-549289018.771,-548313139.29,2.0,587864667362.0,0.125039974416,0.125012469823,105,0.125,0.00195394450355,2.57276850496e-11
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-45493497867900.0,205980.746738,-45493497867900.0,-45493497722200.0,-45493498013500.0,-45493497999000.0,-45493497736800.0,2.0,42428068026.9,0.250079948833,0.125012469823,124,0.125,0.0039078890071,2.57276850496e-11
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-45678234745500.0,55367.4608601,-45678234745500.0,-45678234706400.0,-45678234784700.0,-45678234780800.0,-45678234710300.0,2.0,3065555722.09,0.249920051167,0.125012469823,118,0.25,0.00781078071368,2.57276850496e-11
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-45800749220900.0,311167.614741,-45800749220900.0,-45800749000800.0,-45800749440900.0,-45800749418900.0,-45800749022900.0,2.0,96825284463.4,0.249920051167,0.125012469823,112,0.25,0.00781078071368,2.57276850496e-11
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-45985480039000.0,171468.930826,-45985480039000.0,-45985479917700.0,-45985480160200.0,-45985480148100.0,-45985479929800.0,2.0,29401594238.7,0.125039974416,0.125012469823,106,0.25,0.0039078890071,2.57276850496e-11
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-46109888251100.0,533505.58091,-46109888251100.0,-46109887873900.0,-46109888628300.0,-46109888590600.0,-46109887911600.0,2.0,284628204862.0,0.250079948833,0.250024939646,99,0.125,0.0078157780142,2.57276850496e-11
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-46294625529800.0,86440.9148059,-46294625529800.0,-46294625468700.0,-46294625590900.0,-46294625584800.0,-46294625474800.0,2.0,7472031752.49,0.249920051167,0.250024939646,93,0.25,0.0156215614274,2.57276850496e-11
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-46417139983500.0,351912.422249,-46417139983500.0,-46417139734700.0,-46417140232400.0,-46417140207500.0,-46417139759600.0,2.0,123842352933.0,0.249920051167,0.250024939646,87,0.25,0.0156215614274,2.57276850496e-11
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-46601870533200.0,103231.518879,-46601870533200.0,-46601870460200.0,-46601870606200.0,-46601870598900.0,-46601870467500.0,2.0,10656746490.0,0.125039974416,0.250024939646,81,0.25,0.0078157780142,2.57276850496e-11
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-46726279612300.0,407068.706774,-46726279612300.0,-46726279324500.0,-46726279900100.0,-46726279871400.0,-46726279353200.0,2.0,165704932035.0,0.250079948833,0.250024939646,74,0.125,0.0078157780142,2.57276850496e-11
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-46911016118000.0,6564.29322062,-46911016118000.0,-46911016113300.0,-46911016122600.0,-46911016122200.0,-46911016113800.0,2.0,43089945.4863,0.249920051167,0.250024939646,68,0.25,0.0156215614274,2.57276850496e-11
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47033530696400.0,107729.535599,-47033530696400.0,-47033530620200.0,-47033530772600.0,-47033530765000.0,-47033530627800.0,2.0,11605652840.4,0.249920051167,0.250024939646,62,0.25,0.0156215614274,2.57276850496e-11
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47218261416400.0,87312.0095934,-47218261416400.0,-47218261354700.0,-47218261478200.0,-47218261472000.0,-47218261360900.0,2.0,7623387019.23,0.125039974416,0.250024939646,56,0.25,0.0078157780142,2.57276850496e-11
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47342670239500.0,116699.350847,-47342670239500.0,-47342670157000.0,-47342670322100.0,-47342670313800.0,-47342670165300.0,2.0,13618738488.0,0.250079948833,0.249975060354,49,0.125,0.00781421878785,2.57276850496e-11
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47527406879700.0,44395.2131209,-47527406879700.0,-47527406848300.0,-47527406911100.0,-47527406908000.0,-47527406851500.0,2.0,1970934948.05,0.249920051167,0.249975060354,43,0.25,0.0156184449685,2.57276850496e-11
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47649922087800.0,143754.825188,-47649922087800.0,-47649921986100.0,-47649922189400.0,-47649922179300.0,-47649921996300.0,2.0,20665449764.8,0.249920051167,0.249975060354,37,0.25,0.0156184449685,2.57276850496e-11
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47834652322900.0,33175.8812801,-47834652322900.0,-47834652299500.0,-47834652346400.0,-47834652344000.0,-47834652301800.0,2.0,1100639098.71,0.125039974416,0.249975060354,31,0.25,0.00781421878785,2.57276850496e-11
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-47958815177600.0,218167.864695,-47958815177600.0,-47958815023300.0,-47958815331800.0,-47958815316400.0,-47958815038700.0,2.0,47597217185.4,0.250079948833,0.124962590531,24,0.125,0.00390632978075,2.57276850496e-11
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48143552044200.0,486159.578046,-48143552044200.0,-48143551700400.0,-48143552387900.0,-48143552353500.0,-48143551734800.0,2.0,236351135326.0,0.249920051167,0.124962590531,18,0.25,0.00780766425487,2.57276850496e-11
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48266066536400.0,284888.665179,-48266066536400.0,-48266066334900.0,-48266066737800.0,-48266066717700.0,-48266066355100.0,2.0,81161551547.5,0.249920051167,0.124962590531,12,0.25,0.00780766425487,2.57276850496e-11
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-48450797023200.0,164903.831062,-48450797023200.0,-48450796906600.0,-48450797139800.0,-48450797128100.0,-48450796918200.0,2.0,27193273498.9,0.125039974416,0.124962590531,6,0.25,0.00390632978075,2.57276850496e-11
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-94148408231900.0,728052.444142,-94148408231900.0,-94148407717100.0,-94148408746700.0,-94148408695300.0,-94148407768600.0,2.0,530060361422.0,0.249920051167,0.125012469823,123,0.125,0.00390539035684,2.57276850496e-11
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-94270923400900.0,770023.639975,-94270923400900.0,-94270922856400.0,-94270923945400.0,-94270923890900.0,-94270922910800.0,2.0,592936406120.0,0.249920051167,0.125012469823,117,0.25,0.00781078071368,2.57276850496e-11
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-94455654480800.0,105720.573418,-94455654480800.0,-94455654406100.0,-94455654555600.0,-94455654548100.0,-94455654413600.0,2.0,11176839643.9,0.125039974416,0.125012469823,111,0.25,0.0039078890071,2.57276850496e-11
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-94764798917100.0,92657.2838689,-94764798917100.0,-94764798851600.0,-94764798982600.0,-94764798976100.0,-94764798858100.0,2.0,8585372253.96,0.249920051167,0.250024939646,98,0.125,0.00781078071368,2.57276850496e-11
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-94887314208900.0,185797.886271,-94887314208900.0,-94887314077500.0,-94887314340300.0,-94887314327100.0,-94887314090700.0,2.0,34520854542.8,0.249920051167,0.250024939646,92,0.25,0.0156215614274,2.57276850496e-11
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-95072045473700.0,61525.4052252,-95072045473700.0,-95072045430200.0,-95072045517200.0,-95072045512900.0,-95072045434600.0,2.0,3785375488.13,0.125039974416,0.250024939646,86,0.25,0.0078157780142,2.57276850496e-11
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-95381189579900.0,386051.068082,-95381189579900.0,-95381189306900.0,-95381189852900.0,-95381189825600.0,-95381189334200.0,2.0,149035427167.0,0.249920051167,0.250024939646,73,0.125,0.00781078071368,2.57276850496e-11
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-95503705587100.0,141509.589905,-95503705587100.0,-95503705487100.0,-95503705687200.0,-95503705677200.0,-95503705497100.0,2.0,20024964035.2,0.249920051167,0.250024939646,67,0.25,0.0156215614274,2.57276850496e-11
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-95688435962000.0,177786.44378,-95688435962000.0,-95688435836300.0,-95688436087700.0,-95688436075200.0,-95688435848900.0,2.0,31608019592.0,0.125039974416,0.250024939646,61,0.25,0.0078157780142,2.57276850496e-11
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-95997581098200.0,267303.819987,-95997581098200.0,-95997580909200.0,-95997581287200.0,-95997581268300.0,-95997580928100.0,2.0,71451332179.7,0.249920051167,0.249975060354,48,0.125,0.00780922248427,2.57276850496e-11
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-96120095576400.0,211472.104855,-96120095576400.0,-96120095426900.0,-96120095726000.0,-96120095711000.0,-96120095441900.0,2.0,44720451131.9,0.249920051167,0.249975060354,42,0.25,0.0156184449685,2.57276850496e-11
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-96304827162100.0,122019.517307,-96304827162100.0,-96304827075800.0,-96304827248400.0,-96304827239800.0,-96304827084500.0,2.0,14888762603.9,0.125039974416,0.249975060354,36,0.25,0.00781421878785,2.57276850496e-11
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-96613725028500.0,892347.456266,-96613725028500.0,-96613724397500.0,-96613725659500.0,-96613725596400.0,-96613724460600.0,2.0,796283982704.0,0.249920051167,0.124962590531,23,0.125,0.00390383212743,2.57276850496e-11
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-96736241511400.0,336990.441759,-96736241511400.0,-96736241273200.0,-96736241749700.0,-96736241725900.0,-96736241297000.0,2.0,113562557837.0,0.249920051167,0.124962590531,17,0.25,0.00780766425487,2.57276850496e-11
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-96920971514400.0,218441.58131,-96920971514400.0,-96920971360000.0,-96920971668900.0,-96920971653400.0,-96920971375400.0,2.0,47716724445.3,0.125039974416,0.124962590531,11,0.25,0.00390632978075,2.57276850496e-11
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-142741096738000.0,622546.731749,-142741096738000.0,-142741096298000.0,-142741097178000.0,-142741097134000.0,-142741096342000.0,2.0,387564433211.0,0.249920051167,0.125012469823,122,0.125,0.00390539035684,2.57276850496e-11
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-142925828956000.0,482168.424305,-142925828956000.0,-142925828615000.0,-142925829297000.0,-142925829263000.0,-142925828649000.0,2.0,232486389397.0,0.125039974416,0.125012469823,116,0.25,0.0039078890071,2.57276850496e-11
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-143357487813000.0,269437.006466,-143357487813000.0,-143357487623000.0,-143357488004000.0,-143357487985000.0,-143357487642000.0,2.0,72596300453.6,0.249920051167,0.250024939646,97,0.125,0.00781078071368,2.57276850496e-11
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-143542219553000.0,388109.632699,-143542219553000.0,-143542219278000.0,-143542219827000.0,-143542219800000.0,-143542219306000.0,2.0,150629086993.0,0.125039974416,0.250024939646,91,0.25,0.0078157780142,2.57276850496e-11
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-143973878811000.0,498643.040035,-143973878811000.0,-143973878458000.0,-143973879163000.0,-143973879128000.0,-143973878494000.0,2.0,248644881375.0,0.249920051167,0.250024939646,72,0.125,0.00781078071368,2.57276850496e-11
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144158610602000.0,338863.423991,-144158610602000.0,-144158610362000.0,-144158610841000.0,-144158610817000.0,-144158610386000.0,2.0,114828420119.0,0.125039974416,0.250024939646,66,0.25,0.0078157780142,2.57276850496e-11
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144590268946000.0,590414.982019,-144590268946000.0,-144590268528000.0,-144590269363000.0,-144590269321000.0,-144590268570000.0,2.0,348589850993.0,0.249920051167,0.249975060354,47,0.125,0.00780922248427,2.57276850496e-11
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144775001154000.0,934.286931991,-144775001154000.0,-144775001154000.0,-144775001155000.0,-144775001155000.0,-144775001154000.0,2.0,872892.071289,0.125039974416,0.249975060354,41,0.25,0.00781421878785,2.57276850496e-11
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145206414577000.0,517750.501573,-145206414577000.0,-145206414211000.0,-145206414943000.0,-145206414906000.0,-145206414247000.0,2.0,268065581879.0,0.249920051167,0.124962590531,22,0.125,0.00390383212743,2.57276850496e-11
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145391146185000.0,361686.53279,-145391146185000.0,-145391145929000.0,-145391146441000.0,-145391146415000.0,-145391145955000.0,2.0,130817148002.0,0.125039974416,0.124962590531,16,0.25,0.00390632978075,2.57276850496e-11
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-191396002432000.0,112544.352731,-191396002432000.0,-191396002353000.0,-191396002512000.0,-191396002504000.0,-191396002360000.0,2.0,12666231331.5,0.125039974416,0.125012469823,121,0.125,0.00195394450355,2.57276850496e-11
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,75189.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-192012393041000.0,359396.810548,-192012393041000.0,-192012392787000.0,-192012393295000.0,-192012393270000.0,-192012392812000.0,2.0,129166067432.0,0.125039974416,0.250024939646,96,0.125,0.0039078890071,2.57276850496e-11
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-192628783944000.0,406900.310399,-192628783944000.0,-192628783656000.0,-192628784232000.0,-192628784203000.0,-192628783685000.0,2.0,165567862603.0,0.125039974416,0.250024939646,71,0.125,0.0039078890071,2.57276850496e-11
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,25063.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-193245174846000.0,268635.898677,-193245174846000.0,-193245174656000.0,-193245175036000.0,-193245175017000.0,-193245174675000.0,2.0,72165246058.3,0.125039974416,0.249975060354,46,0.125,0.00390710939392,2.57276850496e-11
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-193861319921000.0,225498.25287,-193861319921000.0,-193861319761000.0,-193861320080000.0,-193861320064000.0,-193861319777000.0,2.0,50849462047.4,0.125039974416,0.124962590531,21,0.125,0.00195316489037,2.57276850496e-11
